Importer,Year,Value,Ad val. duties,Number of lines,European Union
,(US$),Simple average,MFN duties,Pref. duties,European Union
,MFN,Best,All items,Non ad val.,All items,Non ad val.,European Union
611780 - Other accessories,"89,092",10.00,10.00,5,,,,European Union
611790 - Parts,"36,916",10.00,10.00,1,,,,European Union
,2014,"31,836,686",10.00,10.00,191,60,,,European Union
610120 - Of cotton,"153,846",,,1,1,,,European Union
610130 - Of man-made fibres,"228,971",,,2,2,,,European Union
610190 - Of other textile materials,"49,939",10.00,10.00,2,,,,European Union
610210 - Of wool or fine animal hair,"14,342",,,1,1,,,European Union
610220 - Of cotton,"50,313",,,1,1,,,European Union
610230 - Of man-made fibres,"192,989",,,2,2,,,European Union
610290 - Of other textile materials,"5,806",10.00,10.00,2,,,,European Union
610310 - Suits,"6,775",10.00,10.00,4,,,,European Union
610322 -- Of cotton,32,10.00,10.00,1,,,,European Union
610323 -- Of synthetic fibres,123,10.00,10.00,1,,,,European Union
610329 -- Of other textile materials,"4,746",10.00,10.00,3,,,,European Union
610331 -- Of wool or fine animal hair,"16,468",10.00,10.00,1,,,,European Union
610332 -- Of cotton,"116,970",10.00,10.00,1,,,,European Union
610333 -- Of synthetic fibres,"510,028",10.00,10.00,1,,,,European Union
610339 -- Of other textile materials,"36,188",10.00,10.00,3,,,,European Union
610341 -- Of wool or fine animal hair,"5,980",10.00,10.00,1,,,,European Union
610342 -- Of cotton,"494,011",10.00,10.00,1,,,,European Union
610343 -- Of synthetic fibres,"155,026",10.00,10.00,1,,,,European Union
610349 -- Of other textile materials,"23,263",10.00,10.00,3,,,,European Union
610413 -- Of synthetic fibres,512,10.00,10.00,1,,,,European Union
610419 -- Of other textile materials,"3,561",,,3,3,,,European Union
610422 -- Of cotton,"9,580",10.00,10.00,1,,,,European Union
610423 -- Of synthetic fibres,"1,786",10.00,10.00,1,,,,European Union
610429 -- Of other textile materials,"2,146",10.00,10.00,3,,,,European Union
610431 -- Of wool or fine animal hair,"21,655",10.00,10.00,1,,,,European Union
610432 -- Of cotton,"62,556",10.00,10.00,1,,,,European Union
610433 -- Of synthetic fibres,"107,627",10.00,10.00,1,,,,European Union
610439 -- Of other textile materials,"112,279",10.00,10.00,3,,,,European Union
610441 -- Of wool or fine animal hair,"45,596",,,1,1,,,European Union
610442 -- Of cotton,"349,313",10.00,10.00,1,,,,European Union
610443 -- Of synthetic fibres,"938,970",,,1,1,,,European Union
610444 -- Of artificial fibres,"873,963",,,1,1,,,European Union
610449 -- Of other textile materials,"87,927",,,2,2,,,European Union
610451 -- Of wool or fine animal hair,"4,187",,,1,1,,,European Union
610452 -- Of cotton,"60,048",,,1,1,,,European Union
610453 -- Of synthetic fibres,"229,165",,,1,1,,,European Union
610459 -- Of other textile materials,"168,401",,,3,3,,,European Union
610461 -- Of wool or fine animal hair,"3,844",10.00,10.00,1,,,,European Union
610462 -- Of cotton,"453,900",,,1,1,,,European Union
610463 -- Of synthetic fibres,"395,326",,,1,1,,,European Union
610469 -- Of other textile materials,"1,221,172",10.00,10.00,3,,,,European Union
610510 - Of cotton,"2,220,701",,,3,3,,,European Union
610520 - Of man-made fibres,"116,163",,,2,2,,,European Union
610590 - Of other textile materials,"51,052",,,2,2,,,European Union
610610 - Of cotton,"574,390",,,1,1,,,European Union
610620 - Of man-made fibres,"1,095,581",,,2,2,,,European Union
610690 - Of other textile materials,"515,974",,,3,3,,,European Union
610711 -- Of cotton,"149,488",,,1,1,,,European Union
610712 -- Of man-made fibres,"56,125",,,2,2,,,European Union
610719 -- Of other textile materials,543,10.00,10.00,2,,,,European Union
610721 -- Of cotton,"109,069",10.00,10.00,1,,,,European Union
610722 -- Of man-made fibres,"8,079",10.00,10.00,2,,,,European Union
610729 -- Of other textile materials,"9,613",10.00,10.00,3,,,,European Union
610791 -- Of cotton,"6,706",10.00,10.00,2,,,,European Union
610799 -- Of other textile materials,"15,251",10.00,10.00,3,,,,European Union
610811 -- Of man-made fibres,"45,682",10.00,10.00,2,,,,European Union
610819 -- Of other textile materials,"6,878",10.00,10.00,3,,,,European Union
610821 -- Of cotton,"130,075",,,1,1,,,European Union
610822 -- Of man-made fibres,"260,042",,,2,2,,,European Union
610829 -- Of other textile materials,"48,011",10.00,10.00,2,,,,European Union
610831 -- Of cotton,"186,934",10.00,10.00,1,,,,European Union
610832 -- Of man-made fibres,"36,011",10.00,10.00,2,,,,European Union
610839 -- Of other textile materials,"17,188",10.00,10.00,2,,,,European Union
610891 -- Of cotton,"1,034",,,1,1,,,European Union
610892 -- Of man-made fibres,"1,818",,,2,2,,,European Union
610899 -- Of other textile materials,65,10.00,10.00,3,,,,European Union
610910 - Of cotton,"4,990,692",,,1,1,,,European Union
610990 - Of other textile materials,"3,486,719",,,5,5,,,European Union
611011 -- Of wool,"1,614,841",,,3,3,,,European Union
611012 -- Of Kashmir (cashmere) goats,"189,733",,,1,1,,,European Union
611019 -- Other,"50,577",,,1,1,,,European Union
611020 - Of cotton,"2,263,963",,,1,1,,,European Union
611030 - Of man-made fibres,"2,839,865",,,2,2,,,European Union
611090 - Of other textile materials,"481,700",,,1,1,,,European Union
611120 - Of cotton,"444,850",10.00,10.00,1,,,,European Union
611130 - Of synthetic fibres,"48,314",10.00,10.00,1,,,,European Union
611190 - Of other textile materials,"127,106",10.00,10.00,3,,,,European Union
611211 -- Of cotton,"11,238",10.00,10.00,1,,,,European Union
611212 -- Of synthetic fibres,"9,076",10.00,10.00,1,,,,European Union
611219 -- Of other textile materials,"47,396",10.00,10.00,4,,,,European Union
611220 - Ski suits,"1,894",10.00,10.00,6,,,,European Union
611231 -- Of synthetic fibres,"74,193",10.00,10.00,1,,,,European Union
611239 -- Of other textile materials,"11,982",10.00,10.00,3,,,,European Union
611241 -- Of synthetic fibres,"209,018",10.00,10.00,1,,,,European Union
611249 -- Of other textile materials,"22,921",10.00,10.00,3,,,,European Union
"611300 Garments, made up of knitted or crocheted fabrics of heading 59.03, 59.06 or 59.07.","198,338",10.00,10.00,1,,,,European Union
611420 - Of cotton,"48,432",10.00,10.00,1,,,,European Union
611430 - Of man-made fibres,"142,241",10.00,10.00,2,,,,European Union
611490 - Of other textile materials,"101,554",10.00,10.00,2,,,,European Union
"611510 - Graduated compression hosiery (for example, stockings for varicose veins)","167,237",10.00,10.00,1,,,,European Union
"611521 -- Of synthetic fibres, measuring per single yarn less than 67 decitex","17,987",10.00,10.00,1,,,,European Union
"611522 -- Of synthetic fibres, measuring per single yarn 67 decitex or more","11,242",10.00,10.00,1,,,,European Union
611529 -- Of other textile materials,"179,381",10.00,10.00,4,,,,European Union
"611530 - Other women's full-length or knee-length hosiery, measuring per single yarn less than 67 decitex","5,911",10.00,10.00,1,,,,European Union
611594 -- Of wool or fine animal hair,"16,854",10.00,10.00,1,,,,European Union
611595 -- Of cotton,"139,535",10.00,10.00,1,,,,European Union
611596 -- Of synthetic fibres,"55,110",10.00,10.00,1,,,,European Union
611599 -- Of other textile materials,"499,095",10.00,10.00,2,,,,European Union
"611610 - Impregnated, coated or covered with plastics or rubber","31,962",10.00,10.00,1,,,,European Union
611691 -- Of wool or fine animal hair,658,10.00,10.00,1,,,,European Union
611692 -- Of cotton,"5,147",10.00,10.00,1,,,,European Union
611693 -- Of synthetic fibres,"32,317",10.00,10.00,1,,,,European Union
611699 -- Of other textile materials,"55,026",10.00,10.00,2,,,,European Union
"611710 - Shawls, scarves, mufflers, mantillas, veils and the like","127,430",10.00,10.00,5,,,,European Union
611780 - Other accessories,"136,473",10.00,10.00,5,,,,European Union
611790 - Parts,"56,875",10.00,10.00,1,,,,European Union
,2013,"28,548,084",10.00,10.00,191,60,,,European Union
610120 - Of cotton,"52,030",,,1,1,,,European Union
610130 - Of man-made fibres,"100,224",,,2,2,,,European Union
610190 - Of other textile materials,"25,359",10.00,10.00,2,,,,European Union
610210 - Of wool or fine animal hair,"24,455",,,1,1,,,European Union
610220 - Of cotton,"68,837",,,1,1,,,European Union
610230 - Of man-made fibres,"32,609",,,2,2,,,European Union
610290 - Of other textile materials,"9,286",10.00,10.00,2,,,,European Union
610310 - Suits,"6,519",10.00,10.00,4,,,,European Union
610322 -- Of cotton,"3,763",10.00,10.00,1,,,,European Union
610323 -- Of synthetic fibres,20,10.00,10.00,1,,,,European Union
610329 -- Of other textile materials,799,10.00,10.00,3,,,,European Union
610331 -- Of wool or fine animal hair,"23,828",10.00,10.00,1,,,,European Union
610332 -- Of cotton,"80,215",10.00,10.00,1,,,,European Union
610333 -- Of synthetic fibres,"370,227",10.00,10.00,1,,,,European Union
610339 -- Of other textile materials,"50,306",10.00,10.00,3,,,,European Union
610341 -- Of wool or fine animal hair,,10.00,10.00,1,,,,European Union
610342 -- Of cotton,"258,180",10.00,10.00,1,,,,European Union
610343 -- Of synthetic fibres,"32,356",10.00,10.00,1,,,,European Union
610349 -- Of other textile materials,"6,606",10.00,10.00,3,,,,European Union
610413 -- Of synthetic fibres,32,10.00,10.00,1,,,,European Union
610419 -- Of other textile materials,"1,661",,,3,3,,,European Union
610422 -- Of cotton,"11,189",10.00,10.00,1,,,,European Union
610423 -- Of synthetic fibres,589,10.00,10.00,1,,,,European Union
610429 -- Of other textile materials,"3,521",10.00,10.00,3,,,,European Union
610431 -- Of wool or fine animal hair,"10,070",10.00,10.00,1,,,,European Union
610432 -- Of cotton,"26,000",10.00,10.00,1,,,,European Union
610433 -- Of synthetic fibres,"13,137",10.00,10.00,1,,,,European Union
610439 -- Of other textile materials,"220,980",10.00,10.00,3,,,,European Union
610441 -- Of wool or fine animal hair,"83,836",,,1,1,,,European Union
610442 -- Of cotton,"202,641",10.00,10.00,1,,,,European Union
610443 -- Of synthetic fibres,"409,632",,,1,1,,,European Union
610444 -- Of artificial fibres,"839,400",,,1,1,,,European Union
610449 -- Of other textile materials,"113,757",,,2,2,,,European Union
610451 -- Of wool or fine animal hair,"4,809",,,1,1,,,European Union
610452 -- Of cotton,"79,647",,,1,1,,,European Union
610453 -- Of synthetic fibres,"144,056",,,1,1,,,European Union
610459 -- Of other textile materials,"71,165",,,3,3,,,European Union
610461 -- Of wool or fine animal hair,"1,707",10.00,10.00,1,,,,European Union
610462 -- Of cotton,"502,432",,,1,1,,,European Union
610463 -- Of synthetic fibres,"233,602",,,1,1,,,European Union
610469 -- Of other textile materials,"1,014,230",10.00,10.00,3,,,,European Union
610510 - Of cotton,"2,626,510",,,3,3,,,European Union
610520 - Of man-made fibres,"33,062",,,2,2,,,European Union
610590 - Of other textile materials,"98,246",,,2,2,,,European Union
610610 - Of cotton,"664,863",,,1,1,,,European Union
610620 - Of man-made fibres,"1,021,725",,,2,2,,,European Union
610690 - Of other textile materials,"766,337",,,3,3,,,European Union
610711 -- Of cotton,"224,954",,,1,1,,,European Union
610712 -- Of man-made fibres,"64,725",,,2,2,,,European Union
610719 -- Of other textile materials,"7,510",10.00,10.00,2,,,,European Union
610721 -- Of cotton,"55,298",10.00,10.00,1,,,,European Union
610722 -- Of man-made fibres,"4,098",10.00,10.00,2,,,,European Union
610729 -- Of other textile materials,722,10.00,10.00,3,,,,European Union
610791 -- Of cotton,"3,073",10.00,10.00,2,,,,European Union
610799 -- Of other textile materials,"17,815",10.00,10.00,3,,,,European Union
610811 -- Of man-made fibres,"37,475",10.00,10.00,2,,,,European Union
610819 -- Of other textile materials,"16,887",10.00,10.00,3,,,,European Union
610821 -- Of cotton,"122,111",,,1,1,,,European Union
610822 -- Of man-made fibres,"258,199",,,2,2,,,European Union
610829 -- Of other textile materials,"42,647",10.00,10.00,2,,,,European Union
610831 -- Of cotton,"105,241",10.00,10.00,1,,,,European Union
610832 -- Of man-made fibres,"79,770",10.00,10.00,2,,,,European Union
610839 -- Of other textile materials,"11,041",10.00,10.00,2,,,,European Union
610891 -- Of cotton,80,,,1,1,,,European Union
610892 -- Of man-made fibres,"3,935",,,2,2,,,European Union
610899 -- Of other textile materials,"3,206",10.00,10.00,3,,,,European Union
610910 - Of cotton,"4,400,932",,,1,1,,,European Union
610990 - Of other textile materials,"3,064,141",,,5,5,,,European Union
611011 -- Of wool,"1,848,503",,,3,3,,,European Union
611012 -- Of Kashmir (cashmere) goats,"126,334",,,1,1,,,European Union
611019 -- Other,"110,569",,,1,1,,,European Union
611020 - Of cotton,"2,098,260",,,1,1,,,European Union
611030 - Of man-made fibres,"2,402,052",,,2,2,,,European Union
611090 - Of other textile materials,"350,464",,,1,1,,,European Union
611120 - Of cotton,"465,258",10.00,10.00,1,,,,European Union
611130 - Of synthetic fibres,"51,169",10.00,10.00,1,,,,European Union
611190 - Of other textile materials,"69,677",10.00,10.00,3,,,,European Union
611211 -- Of cotton,"12,126",10.00,10.00,1,,,,European Union
611212 -- Of synthetic fibres,"6,600",10.00,10.00,1,,,,European Union
611219 -- Of other textile materials,"3,224",10.00,10.00,4,,,,European Union
611220 - Ski suits,"1,813",10.00,10.00,6,,,,European Union
611231 -- Of synthetic fibres,"6,940",10.00,10.00,1,,,,European Union
611239 -- Of other textile materials,"7,312",10.00,10.00,3,,,,European Union
611241 -- Of synthetic fibres,"37,129",10.00,10.00,1,,,,European Union
611249 -- Of other textile materials,"41,386",10.00,10.00,3,,,,European Union
"611300 Garments, made up of knitted or crocheted fabrics of heading 59.03, 59.06 or 59.07.","70,287",10.00,10.00,1,,,,European Union
611420 - Of cotton,"134,199",10.00,10.00,1,,,,European Union
611430 - Of man-made fibres,"61,621",10.00,10.00,2,,,,European Union
611490 - Of other textile materials,"129,946",10.00,10.00,2,,,,European Union
"611510 - Graduated compression hosiery (for example, stockings for varicose veins)","73,532",10.00,10.00,1,,,,European Union
"611521 -- Of synthetic fibres, measuring per single yarn less than 67 decitex","9,073",10.00,10.00,1,,,,European Union
"611522 -- Of synthetic fibres, measuring per single yarn 67 decitex or more","5,117",10.00,10.00,1,,,,European Union
611529 -- Of other textile materials,"150,497",10.00,10.00,4,,,,European Union
"611530 - Other women's full-length or knee-length hosiery, measuring per single yarn less than 67 decitex","1,351",10.00,10.00,1,,,,European Union
611594 -- Of wool or fine animal hair,"6,683",10.00,10.00,1,,,,European Union
611595 -- Of cotton,"121,537",10.00,10.00,1,,,,European Union
611596 -- Of synthetic fibres,"18,292",10.00,10.00,1,,,,European Union
611599 -- Of other textile materials,"855,940",10.00,10.00,2,,,,European Union
"611610 - Impregnated, coated or covered with plastics or rubber","31,453",10.00,10.00,1,,,,European Union
611691 -- Of wool or fine animal hair,"3,895",10.00,10.00,1,,,,European Union
611692 -- Of cotton,"3,487",10.00,10.00,1,,,,European Union
611693 -- Of synthetic fibres,"27,208",10.00,10.00,1,,,,European Union
611699 -- Of other textile materials,"57,733",10.00,10.00,2,,,,European Union
"611710 - Shawls, scarves, mufflers, mantillas, veils and the like","89,684",10.00,10.00,5,,,,European Union
611780 - Other accessories,"177,012",10.00,10.00,5,,,,European Union
611790 - Parts,"12,406",10.00,10.00,1,,,,European Union
,2012,"24,807,761",10.00,10.00,191,60,,,European Union
610120 - Of cotton,"29,062",,,1,1,,,European Union
610130 - Of man-made fibres,"82,972",,,2,2,,,European Union
610190 - Of other textile materials,"22,561",10.00,10.00,2,,,,European Union
610210 - Of wool or fine animal hair,"12,810",,,1,1,,,European Union
610220 - Of cotton,"41,162",,,1,1,,,European Union
610230 - Of man-made fibres,"16,000",,,2,2,,,European Union
610290 - Of other textile materials,"2,808",10.00,10.00,2,,,,European Union
610310 - Suits,"24,883",10.00,10.00,4,,,,European Union
610322 -- Of cotton,173,10.00,10.00,1,,,,European Union
610323 -- Of synthetic fibres,,10.00,10.00,1,,,,European Union
610329 -- Of other textile materials,"2,176",10.00,10.00,3,,,,European Union
610331 -- Of wool or fine animal hair,"30,200",10.00,10.00,1,,,,European Union
610332 -- Of cotton,"39,717",10.00,10.00,1,,,,European Union
610333 -- Of synthetic fibres,"236,239",10.00,10.00,1,,,,European Union
610339 -- Of other textile materials,"13,105",10.00,10.00,3,,,,European Union
610341 -- Of wool or fine animal hair,"1,824",10.00,10.00,1,,,,European Union
610342 -- Of cotton,"151,339",10.00,10.00,1,,,,European Union
610343 -- Of synthetic fibres,"27,405",10.00,10.00,1,,,,European Union
610349 -- Of other textile materials,"20,105",10.00,10.00,3,,,,European Union
610413 -- Of synthetic fibres,"3,455",10.00,10.00,1,,,,European Union
610419 -- Of other textile materials,"2,810",,,3,3,,,European Union
610422 -- Of cotton,60,10.00,10.00,1,,,,European Union
610423 -- Of synthetic fibres,405,10.00,10.00,1,,,,European Union
610429 -- Of other textile materials,,10.00,10.00,3,,,,European Union
610431 -- Of wool or fine animal hair,"18,097",10.00,10.00,1,,,,European Union
610432 -- Of cotton,"34,583",10.00,10.00,1,,,,European Union
610433 -- Of synthetic fibres,"45,891",10.00,10.00,1,,,,European Union
610439 -- Of other textile materials,"127,177",10.00,10.00,3,,,,European Union
610441 -- Of wool or fine animal hair,"69,657",,,1,1,,,European Union
610442 -- Of cotton,"165,630",10.00,10.00,1,,,,European Union
610443 -- Of synthetic fibres,"425,338",,,1,1,,,European Union
610444 -- Of artificial fibres,"537,023",,,1,1,,,European Union
610449 -- Of other textile materials,"99,891",,,2,2,,,European Union
610451 -- Of wool or fine animal hair,417,,,1,1,,,European Union
610452 -- Of cotton,"40,340",,,1,1,,,European Union
610453 -- Of synthetic fibres,"49,452",,,1,1,,,European Union
610459 -- Of other textile materials,"15,876",,,3,3,,,European Union
610461 -- Of wool or fine animal hair,698,10.00,10.00,1,,,,European Union
610462 -- Of cotton,"276,375",,,1,1,,,European Union
610463 -- Of synthetic fibres,"114,558",,,1,1,,,European Union
610469 -- Of other textile materials,"398,534",10.00,10.00,3,,,,European Union
610510 - Of cotton,"1,502,219",,,3,3,,,European Union
610520 - Of man-made fibres,"36,909",,,2,2,,,European Union
610590 - Of other textile materials,"62,071",,,2,2,,,European Union
610610 - Of cotton,"707,560",,,1,1,,,European Union
610620 - Of man-made fibres,"1,211,354",,,2,2,,,European Union
610690 - Of other textile materials,"683,713",,,3,3,,,European Union
610711 -- Of cotton,"75,877",,,1,1,,,European Union
610712 -- Of man-made fibres,594,,,2,2,,,European Union
610719 -- Of other textile materials,"5,165",10.00,10.00,2,,,,European Union
610721 -- Of cotton,"113,804",10.00,10.00,1,,,,European Union
610722 -- Of man-made fibres,142,10.00,10.00,2,,,,European Union
610729 -- Of other textile materials,391,10.00,10.00,3,,,,European Union
610791 -- Of cotton,"2,288",10.00,10.00,2,,,,European Union
610799 -- Of other textile materials,"1,230",10.00,10.00,3,,,,European Union
610811 -- Of man-made fibres,"16,457",10.00,10.00,2,,,,European Union
610819 -- Of other textile materials,"5,751",10.00,10.00,3,,,,European Union
610821 -- Of cotton,"44,455",,,1,1,,,European Union
610822 -- Of man-made fibres,"44,681",,,2,2,,,European Union
610829 -- Of other textile materials,"1,216",10.00,10.00,2,,,,European Union
610831 -- Of cotton,"71,145",10.00,10.00,1,,,,European Union
610832 -- Of man-made fibres,"46,057",10.00,10.00,2,,,,European Union
610839 -- Of other textile materials,"16,054",10.00,10.00,2,,,,European Union
610891 -- Of cotton,8,,,1,1,,,European Union
610892 -- Of man-made fibres,"5,026",,,2,2,,,European Union
610899 -- Of other textile materials,"18,414",10.00,10.00,3,,,,European Union
610910 - Of cotton,"4,860,553",,,1,1,,,European Union
610990 - Of other textile materials,"2,999,442",,,5,5,,,European Union
611011 -- Of wool,"1,032,659",,,3,3,,,European Union
611012 -- Of Kashmir (cashmere) goats,"107,585",,,1,1,,,European Union
611019 -- Other,"43,018",,,1,1,,,European Union
611020 - Of cotton,"2,074,757",,,1,1,,,European Union
611030 - Of man-made fibres,"2,078,337",,,2,2,,,European Union
611090 - Of other textile materials,"312,109",,,1,1,,,European Union
611120 - Of cotton,"502,041",10.00,10.00,1,,,,European Union
611130 - Of synthetic fibres,"77,353",10.00,10.00,1,,,,European Union
611190 - Of other textile materials,"735,655",10.00,10.00,3,,,,European Union
611211 -- Of cotton,"4,084",10.00,10.00,1,,,,European Union
611212 -- Of synthetic fibres,"3,266",10.00,10.00,1,,,,European Union
611219 -- Of other textile materials,"14,101",10.00,10.00,4,,,,European Union
611220 - Ski suits,"2,833",10.00,10.00,6,,,,European Union
611231 -- Of synthetic fibres,"19,442",10.00,10.00,1,,,,European Union
611239 -- Of other textile materials,"73,072",10.00,10.00,3,,,,European Union
611241 -- Of synthetic fibres,"53,544",10.00,10.00,1,,,,European Union
611249 -- Of other textile materials,"28,730",10.00,10.00,3,,,,European Union
"611300 Garments, made up of knitted or crocheted fabrics of heading 59.03, 59.06 or 59.07.","8,066",10.00,10.00,1,,,,European Union
611420 - Of cotton,"53,413",10.00,10.00,1,,,,European Union
611430 - Of man-made fibres,"51,632",10.00,10.00,2,,,,European Union
611490 - Of other textile materials,"20,532",10.00,10.00,2,,,,European Union
"611510 - Graduated compression hosiery (for example, stockings for varicose veins)","86,549",10.00,10.00,1,,,,European Union
"611521 -- Of synthetic fibres, measuring per single yarn less than 67 decitex","44,599",10.00,10.00,1,,,,European Union
"611522 -- Of synthetic fibres, measuring per single yarn 67 decitex or more","7,597",10.00,10.00,1,,,,European Union
611529 -- Of other textile materials,"104,155",10.00,10.00,4,,,,European Union
"611530 - Other women's full-length or knee-length hosiery, measuring per single yarn less than 67 decitex","1,158",10.00,10.00,1,,,,European Union
611594 -- Of wool or fine animal hair,"8,149",10.00,10.00,1,,,,European Union
611595 -- Of cotton,"103,415",10.00,10.00,1,,,,European Union
611596 -- Of synthetic fibres,"34,172",10.00,10.00,1,,,,European Union
611599 -- Of other textile materials,"872,061",10.00,10.00,2,,,,European Union
"611610 - Impregnated, coated or covered with plastics or rubber","13,741",10.00,10.00,1,,,,European Union
611691 -- Of wool or fine animal hair,"16,755",10.00,10.00,1,,,,European Union
611692 -- Of cotton,"51,591",10.00,10.00,1,,,,European Union
611693 -- Of synthetic fibres,"39,123",10.00,10.00,1,,,,European Union
611699 -- Of other textile materials,"113,881",10.00,10.00,2,,,,European Union
"611710 - Shawls, scarves, mufflers, mantillas, veils and the like","139,253",10.00,10.00,5,,,,European Union
611780 - Other accessories,"129,337",10.00,10.00,5,,,,European Union
611790 - Parts,"32,612",10.00,10.00,1,,,,European Union
,2011,"22,288,202",10.00,10.00,191,60,,,European Union
610120 - Of cotton,"32,238",,,1,1,,,European Union
610130 - Of man-made fibres,"42,002",,,2,2,,,European Union
610190 - Of other textile materials,"18,080",10.00,10.00,2,,,,European Union
610210 - Of wool or fine animal hair,"26,755",,,1,1,,,European Union
610220 - Of cotton,"18,719",,,1,1,,,European Union
610230 - Of man-made fibres,"25,863",,,2,2,,,European Union
610290 - Of other textile materials,"11,837",10.00,10.00,2,,,,European Union
610310 - Suits,"16,234",10.00,10.00,4,,,,European Union
610322 -- Of cotton,,10.00,10.00,1,,,,European Union
610323 -- Of synthetic fibres,,10.00,10.00,1,,,,European Union
610329 -- Of other textile materials,"15,455",10.00,10.00,3,,,,European Union
610331 -- Of wool or fine animal hair,"27,189",10.00,10.00,1,,,,European Union
610332 -- Of cotton,"93,863",10.00,10.00,1,,,,European Union
610333 -- Of synthetic fibres,"63,093",10.00,10.00,1,,,,European Union
610339 -- Of other textile materials,"49,246",10.00,10.00,3,,,,European Union
610341 -- Of wool or fine animal hair,,10.00,10.00,1,,,,European Union
610342 -- Of cotton,"116,746",10.00,10.00,1,,,,European Union
610343 -- Of synthetic fibres,"24,379",10.00,10.00,1,,,,European Union
610349 -- Of other textile materials,"40,172",10.00,10.00,3,,,,European Union
610413 -- Of synthetic fibres,,10.00,10.00,1,,,,European Union
610419 -- Of other textile materials,"19,426",,,3,3,,,European Union
610422 -- Of cotton,"1,663",10.00,10.00,1,,,,European Union
610423 -- Of synthetic fibres,509,10.00,10.00,1,,,,European Union
610429 -- Of other textile materials,,10.00,10.00,3,,,,European Union
610431 -- Of wool or fine animal hair,"6,613",10.00,10.00,1,,,,European Union
610432 -- Of cotton,"35,382",10.00,10.00,1,,,,European Union
610433 -- Of synthetic fibres,"50,378",10.00,10.00,1,,,,European Union
610439 -- Of other textile materials,"32,097",10.00,10.00,3,,,,European Union
610441 -- Of wool or fine animal hair,"32,712",,,1,1,,,European Union
610442 -- Of cotton,"191,437",10.00,10.00,1,,,,European Union
610443 -- Of synthetic fibres,"277,755",,,1,1,,,European Union
610444 -- Of artificial fibres,"392,879",,,1,1,,,European Union
610449 -- Of other textile materials,"71,901",,,2,2,,,European Union
610451 -- Of wool or fine animal hair,149,,,1,1,,,European Union
610452 -- Of cotton,"15,715",,,1,1,,,European Union
610453 -- Of synthetic fibres,"35,402",,,1,1,,,European Union
610459 -- Of other textile materials,"34,656",,,3,3,,,European Union
610461 -- Of wool or fine animal hair,,10.00,10.00,1,,,,European Union
610462 -- Of cotton,"247,560",,,1,1,,,European Union
610463 -- Of synthetic fibres,"133,016",,,1,1,,,European Union
610469 -- Of other textile materials,"250,454",10.00,10.00,3,,,,European Union
610510 - Of cotton,"1,527,537",,,3,3,,,European Union
610520 - Of man-made fibres,"11,329",,,2,2,,,European Union
610590 - Of other textile materials,"92,623",,,2,2,,,European Union
610610 - Of cotton,"1,003,806",,,1,1,,,European Union
610620 - Of man-made fibres,"923,703",,,2,2,,,European Union
610690 - Of other textile materials,"480,858",,,3,3,,,European Union
610711 -- Of cotton,"176,214",,,1,1,,,European Union
610712 -- Of man-made fibres,"40,516",,,2,2,,,European Union
610719 -- Of other textile materials,"2,144",10.00,10.00,2,,,,European Union
610721 -- Of cotton,"70,152",10.00,10.00,1,,,,European Union
610722 -- Of man-made fibres,627,10.00,10.00,2,,,,European Union
610729 -- Of other textile materials,"1,316",10.00,10.00,3,,,,European Union
610791 -- Of cotton,"21,965",10.00,10.00,2,,,,European Union
610799 -- Of other textile materials,"1,559",10.00,10.00,3,,,,European Union
610811 -- Of man-made fibres,"37,539",10.00,10.00,2,,,,European Union
610819 -- Of other textile materials,"76,912",10.00,10.00,3,,,,European Union
610821 -- Of cotton,"43,469",,,1,1,,,European Union
610822 -- Of man-made fibres,"82,779",,,2,2,,,European Union
610829 -- Of other textile materials,"1,639",10.00,10.00,2,,,,European Union
610831 -- Of cotton,"66,184",10.00,10.00,1,,,,European Union
610832 -- Of man-made fibres,"22,980",10.00,10.00,2,,,,European Union
610839 -- Of other textile materials,"13,252",10.00,10.00,2,,,,European Union
610891 -- Of cotton,"20,534",,,1,1,,,European Union
610892 -- Of man-made fibres,"13,074",,,2,2,,,European Union
610899 -- Of other textile materials,"4,520",10.00,10.00,3,,,,European Union
610910 - Of cotton,"4,824,339",,,1,1,,,European Union
610990 - Of other textile materials,"2,764,032",,,5,5,,,European Union
611011 -- Of wool,"876,722",,,3,3,,,European Union
611012 -- Of Kashmir (cashmere) goats,"64,690",,,1,1,,,European Union
611019 -- Other,"57,341",,,1,1,,,European Union
611020 - Of cotton,"1,583,173",,,1,1,,,European Union
611030 - Of man-made fibres,"1,747,109",,,2,2,,,European Union
611090 - Of other textile materials,"177,381",,,1,1,,,European Union
611120 - Of cotton,"563,084",10.00,10.00,1,,,,European Union
611130 - Of synthetic fibres,"40,451",10.00,10.00,1,,,,European Union
611190 - Of other textile materials,"59,619",10.00,10.00,3,,,,European Union
611211 -- Of cotton,"3,435",10.00,10.00,1,,,,European Union
611212 -- Of synthetic fibres,"15,555",10.00,10.00,1,,,,European Union
611219 -- Of other textile materials,"15,669",10.00,10.00,4,,,,European Union
611220 - Ski suits,775,10.00,10.00,6,,,,European Union
611231 -- Of synthetic fibres,"11,284",10.00,10.00,1,,,,European Union
611239 -- Of other textile materials,"29,112",10.00,10.00,3,,,,European Union
611241 -- Of synthetic fibres,"18,062",10.00,10.00,1,,,,European Union
611249 -- Of other textile materials,"42,800",10.00,10.00,3,,,,European Union
