Importer,Year,Value,Ad val. duties,Number of lines,"Saudi Arabia, Kingdom of"
,(US$),Simple average,MFN duties,Pref. duties,"Saudi Arabia, Kingdom of"
,MFN,Best,All items,Non ad val.,All items,Non ad val.,"Saudi Arabia, Kingdom of"
950639 -- Other,,2.70,2.70,2,,,,"Saudi Arabia, Kingdom of"
950640 - Articles and equipment for table-tennis,,2.70,2.70,2,,,,"Saudi Arabia, Kingdom of"
"950651 -- Lawn-tennis rackets, whether or not strung",,4.70,4.70,1,,,,"Saudi Arabia, Kingdom of"
950659 -- Other,,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
950661 -- Lawn-tennis balls,13,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
950662 -- Inflatable,,2.70,2.70,2,,,,"Saudi Arabia, Kingdom of"
950669 -- Other,,1.35,1.35,2,,,,"Saudi Arabia, Kingdom of"
"950670 - Ice skates and roller skates, including skating boots with skates attached",,1.80,1.80,3,,,,"Saudi Arabia, Kingdom of"
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","17,963",2.70,2.70,2,,,,"Saudi Arabia, Kingdom of"
950699 -- Other,"18,255",1.35,1.35,2,,,,"Saudi Arabia, Kingdom of"
950710 - Fishing rods,,3.70,3.70,1,,,,"Saudi Arabia, Kingdom of"
"950720 - Fish-hooks, whether or not snelled",,2.70,2.70,2,,,,"Saudi Arabia, Kingdom of"
950730 - Fishing reels,,3.70,3.70,1,,,,"Saudi Arabia, Kingdom of"
950790 - Other,,3.70,3.70,1,,,,"Saudi Arabia, Kingdom of"
950810 - Travelling circuses and travelling menageries,,1.70,1.70,1,,,,"Saudi Arabia, Kingdom of"
950890 - Other,"14,702",1.70,1.70,1,,,,"Saudi Arabia, Kingdom of"
,2009,"221,369",2.12,2.12,66,,,,"Saudi Arabia, Kingdom of"
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","97,873",2.09,2.09,18,,,,"Saudi Arabia, Kingdom of"
950410 - Video games of a kind used with a television receiver,"47,688",0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
950420 - Articles and accessories for billiards of all kinds,,0.00,0.00,2,,,,"Saudi Arabia, Kingdom of"
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by other means of payment, other than bowling alley equipment","2,511",0.00,0.00,4,,,,"Saudi Arabia, Kingdom of"
950440 - Playing cards,,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
950490 - Other,"2,148",0.00,0.00,2,,,,"Saudi Arabia, Kingdom of"
950510 - Articles for Christmas festivities,,1.35,1.35,2,,,,"Saudi Arabia, Kingdom of"
950590 - Other,"2,371",2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
950611 -- Skis,,3.70,3.70,4,,,,"Saudi Arabia, Kingdom of"
950612 -- Ski-fastenings (ski-bindings),,3.70,3.70,1,,,,"Saudi Arabia, Kingdom of"
950619 -- Other,,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
950621 -- Sailboards,,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
950629 -- Other,"22,554",2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
"950631 -- Clubs, complete",670,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
950632 -- Balls,,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
950639 -- Other,"1,423",2.70,2.70,2,,,,"Saudi Arabia, Kingdom of"
950640 - Articles and equipment for table-tennis,,2.70,2.70,2,,,,"Saudi Arabia, Kingdom of"
"950651 -- Lawn-tennis rackets, whether or not strung",139,4.70,4.70,1,,,,"Saudi Arabia, Kingdom of"
950659 -- Other,,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
950661 -- Lawn-tennis balls,,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
950662 -- Inflatable,,2.70,2.70,2,,,,"Saudi Arabia, Kingdom of"
950669 -- Other,,1.35,1.35,2,,,,"Saudi Arabia, Kingdom of"
"950670 - Ice skates and roller skates, including skating boots with skates attached",,1.80,1.80,3,,,,"Saudi Arabia, Kingdom of"
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","20,629",2.70,2.70,2,,,,"Saudi Arabia, Kingdom of"
950699 -- Other,"17,853",1.35,1.35,2,,,,"Saudi Arabia, Kingdom of"
950710 - Fishing rods,,3.70,3.70,1,,,,"Saudi Arabia, Kingdom of"
"950720 - Fish-hooks, whether or not snelled",,2.70,2.70,2,,,,"Saudi Arabia, Kingdom of"
950730 - Fishing reels,,3.70,3.70,1,,,,"Saudi Arabia, Kingdom of"
950790 - Other,,3.70,3.70,1,,,,"Saudi Arabia, Kingdom of"
950810 - Travelling circuses and travelling menageries,,1.70,1.70,1,,,,"Saudi Arabia, Kingdom of"
950890 - Other,"5,509",1.70,1.70,1,,,,"Saudi Arabia, Kingdom of"
,2008,"294,518",2.12,2.12,66,,,,"Saudi Arabia, Kingdom of"
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","15,659",2.09,2.09,18,,,,"Saudi Arabia, Kingdom of"
950410 - Video games of a kind used with a television receiver,"150,584",0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
950420 - Articles and accessories for billiards of all kinds,,0.00,0.00,2,,,,"Saudi Arabia, Kingdom of"
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by other means of payment, other than bowling alley equipment","26,953",0.00,0.00,4,,,,"Saudi Arabia, Kingdom of"
950440 - Playing cards,,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
950490 - Other,"5,420",0.00,0.00,2,,,,"Saudi Arabia, Kingdom of"
950510 - Articles for Christmas festivities,,1.35,1.35,2,,,,"Saudi Arabia, Kingdom of"
950590 - Other,"8,804",2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
950611 -- Skis,,3.70,3.70,4,,,,"Saudi Arabia, Kingdom of"
950612 -- Ski-fastenings (ski-bindings),,3.70,3.70,1,,,,"Saudi Arabia, Kingdom of"
950619 -- Other,,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
950621 -- Sailboards,,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
950629 -- Other,"6,269",2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
"950631 -- Clubs, complete",,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
950632 -- Balls,,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
950639 -- Other,,2.70,2.70,2,,,,"Saudi Arabia, Kingdom of"
950640 - Articles and equipment for table-tennis,,2.70,2.70,2,,,,"Saudi Arabia, Kingdom of"
"950651 -- Lawn-tennis rackets, whether or not strung",,4.70,4.70,1,,,,"Saudi Arabia, Kingdom of"
950659 -- Other,,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
950661 -- Lawn-tennis balls,,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
950662 -- Inflatable,146,2.70,2.70,2,,,,"Saudi Arabia, Kingdom of"
950669 -- Other,,1.35,1.35,2,,,,"Saudi Arabia, Kingdom of"
"950670 - Ice skates and roller skates, including skating boots with skates attached",,1.80,1.80,3,,,,"Saudi Arabia, Kingdom of"
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics",,2.70,2.70,2,,,,"Saudi Arabia, Kingdom of"
950699 -- Other,"21,093",1.35,1.35,2,,,,"Saudi Arabia, Kingdom of"
950710 - Fishing rods,,3.70,3.70,1,,,,"Saudi Arabia, Kingdom of"
"950720 - Fish-hooks, whether or not snelled",,2.70,2.70,2,,,,"Saudi Arabia, Kingdom of"
950730 - Fishing reels,,3.70,3.70,1,,,,"Saudi Arabia, Kingdom of"
950790 - Other,,3.70,3.70,1,,,,"Saudi Arabia, Kingdom of"
950810 - Travelling circuses and travelling menageries,,1.70,1.70,1,,,,"Saudi Arabia, Kingdom of"
950890 - Other,"59,589",1.70,1.70,1,,,,"Saudi Arabia, Kingdom of"
,2007,"221,089",2.12,2.12,66,,,,"Saudi Arabia, Kingdom of"
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","29,534",2.09,2.09,18,,,,"Saudi Arabia, Kingdom of"
950410 - Video games of a kind used with a television receiver,"17,186",0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
950420 - Articles and accessories for billiards of all kinds,,0.00,0.00,2,,,,"Saudi Arabia, Kingdom of"
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by other means of payment, other than bowling alley equipment",,0.00,0.00,4,,,,"Saudi Arabia, Kingdom of"
950440 - Playing cards,,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
950490 - Other,"7,935",0.00,0.00,2,,,,"Saudi Arabia, Kingdom of"
950510 - Articles for Christmas festivities,"100,266",1.35,1.35,2,,,,"Saudi Arabia, Kingdom of"
950590 - Other,,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
950611 -- Skis,,3.70,3.70,4,,,,"Saudi Arabia, Kingdom of"
950612 -- Ski-fastenings (ski-bindings),,3.70,3.70,1,,,,"Saudi Arabia, Kingdom of"
950619 -- Other,,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
950621 -- Sailboards,,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
950629 -- Other,,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
"950631 -- Clubs, complete",,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
950632 -- Balls,,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
950639 -- Other,,2.70,2.70,2,,,,"Saudi Arabia, Kingdom of"
950640 - Articles and equipment for table-tennis,"11,005",2.70,2.70,2,,,,"Saudi Arabia, Kingdom of"
"950651 -- Lawn-tennis rackets, whether or not strung",,4.70,4.70,1,,,,"Saudi Arabia, Kingdom of"
950659 -- Other,,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
950661 -- Lawn-tennis balls,,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
950662 -- Inflatable,233,2.70,2.70,2,,,,"Saudi Arabia, Kingdom of"
950669 -- Other,"1,946",1.35,1.35,2,,,,"Saudi Arabia, Kingdom of"
"950670 - Ice skates and roller skates, including skating boots with skates attached",,1.80,1.80,3,,,,"Saudi Arabia, Kingdom of"
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","4,194",2.70,2.70,2,,,,"Saudi Arabia, Kingdom of"
950699 -- Other,"20,941",1.35,1.35,2,,,,"Saudi Arabia, Kingdom of"
950710 - Fishing rods,,3.70,3.70,1,,,,"Saudi Arabia, Kingdom of"
"950720 - Fish-hooks, whether or not snelled",,2.70,2.70,2,,,,"Saudi Arabia, Kingdom of"
950730 - Fishing reels,,3.70,3.70,1,,,,"Saudi Arabia, Kingdom of"
950790 - Other,,3.70,3.70,1,,,,"Saudi Arabia, Kingdom of"
950810 - Travelling circuses and travelling menageries,,1.70,1.70,1,,,,"Saudi Arabia, Kingdom of"
950890 - Other,"27,849",1.70,1.70,1,,,,"Saudi Arabia, Kingdom of"
,2006,"492,584",1.89,1.89,79,,,,"Saudi Arabia, Kingdom of"
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages.",,0.00,0.00,2,,,,"Saudi Arabia, Kingdom of"
"950210 - Dolls, whether or not dressed",75,4.70,4.70,2,,,,"Saudi Arabia, Kingdom of"
"950291 -- Garments and accessories therefor, footwear and headgear",,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
950299 -- Other,,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
"950310 - Electric trains, including tracks, signals and other accessories therefor",,0.00,0.00,2,,,,"Saudi Arabia, Kingdom of"
"950320 - Reduced-size (""scale'') model assembly kits, whether or not working models, excluding those of subheading 9503.10","3,591",0.00,0.00,2,,,,"Saudi Arabia, Kingdom of"
950330 - Other construction sets and constructional toys,"2,900",1.57,1.57,3,,,,"Saudi Arabia, Kingdom of"
950341 -- Stuffed,,4.70,4.70,1,,,,"Saudi Arabia, Kingdom of"
950349 -- Other,"2,222",0.00,0.00,3,,,,"Saudi Arabia, Kingdom of"
950350 - Toy musical instruments and apparatus,25,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
950360 - Puzzles,,2.35,2.35,2,,,,"Saudi Arabia, Kingdom of"
"950370 - Other toys, put up in sets or outfits",264,4.70,4.70,1,,,,"Saudi Arabia, Kingdom of"
"950380 - Other toys and models, incorporating a motor",,2.35,2.35,2,,,,"Saudi Arabia, Kingdom of"
950390 - Other,"30,976",1.76,1.76,8,,,,"Saudi Arabia, Kingdom of"
950410 - Video games of a kind used with a television receiver,"1,569",0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
950420 - Articles and accessories for billiards,"4,935",0.00,0.00,2,,,,"Saudi Arabia, Kingdom of"
"950430 - Other games, operated by coins, banknotes (paper currency), discs or other similar articles, other than bowling alley equipment","7,069",0.00,0.00,4,,,,"Saudi Arabia, Kingdom of"
950440 - Playing cards,,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
950490 - Other,"3,867",0.00,0.00,2,,,,"Saudi Arabia, Kingdom of"
950510 - Articles for Christmas festivities,,1.35,1.35,2,,,,"Saudi Arabia, Kingdom of"
950590 - Other,38,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
950611 -- Skis,,3.70,3.70,4,,,,"Saudi Arabia, Kingdom of"
950612 -- Ski-fastenings (ski-bindings),,3.70,3.70,1,,,,"Saudi Arabia, Kingdom of"
950619 -- Other,,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
950621 -- Sailboards,"1,356",2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
950629 -- Other,"2,160",2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
"950631 -- Clubs, complete",,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
950632 -- Balls,,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
950639 -- Other,151,2.70,2.70,2,,,,"Saudi Arabia, Kingdom of"
950640 - Articles and equipment for table-tennis,,2.70,2.70,2,,,,"Saudi Arabia, Kingdom of"
"950651 -- Lawn-tennis rackets, whether or not strung",,4.70,4.70,1,,,,"Saudi Arabia, Kingdom of"
950659 -- Other,,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
950661 -- Lawn-tennis balls,,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
950662 -- Inflatable,,2.70,2.70,2,,,,"Saudi Arabia, Kingdom of"
950669 -- Other,,1.35,1.35,2,,,,"Saudi Arabia, Kingdom of"
"950670 - Ice skates and roller skates, including skating boots with skates attached",,1.80,1.80,3,,,,"Saudi Arabia, Kingdom of"
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics",,2.70,2.70,2,,,,"Saudi Arabia, Kingdom of"
950699 -- Other,"1,532",1.35,1.35,2,,,,"Saudi Arabia, Kingdom of"
950710 - Fishing rods,,3.70,3.70,1,,,,"Saudi Arabia, Kingdom of"
"950720 - Fish-hooks, whether or not snelled",,2.70,2.70,2,,,,"Saudi Arabia, Kingdom of"
950730 - Fishing reels,,3.70,3.70,1,,,,"Saudi Arabia, Kingdom of"
950790 - Other,,3.70,3.70,1,,,,"Saudi Arabia, Kingdom of"
950810 - Travelling circuses and travelling menageries,,1.70,1.70,1,,,,"Saudi Arabia, Kingdom of"
950890 - Other,"429,855",1.70,1.70,1,,,,"Saudi Arabia, Kingdom of"
,2005,"94,054",1.89,1.89,79,,,,"Saudi Arabia, Kingdom of"
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages.",,0.00,0.00,2,,,,"Saudi Arabia, Kingdom of"
"950210 - Dolls, whether or not dressed",50,4.70,4.70,2,,,,"Saudi Arabia, Kingdom of"
"950291 -- Garments and accessories therefor, footwear and headgear",,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
950299 -- Other,,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
"950310 - Electric trains, including tracks, signals and other accessories therefor",,0.00,0.00,2,,,,"Saudi Arabia, Kingdom of"
"950320 - Reduced-size (""scale'') model assembly kits, whether or not working models, excluding those of subheading 9503.10",,0.00,0.00,2,,,,"Saudi Arabia, Kingdom of"
950330 - Other construction sets and constructional toys,"10,301",1.57,1.57,3,,,,"Saudi Arabia, Kingdom of"
950341 -- Stuffed,"2,401",4.70,4.70,1,,,,"Saudi Arabia, Kingdom of"
950349 -- Other,75,0.00,0.00,3,,,,"Saudi Arabia, Kingdom of"
950350 - Toy musical instruments and apparatus,"2,302",0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
950360 - Puzzles,"1,020",2.35,2.35,2,,,,"Saudi Arabia, Kingdom of"
"950370 - Other toys, put up in sets or outfits",,4.70,4.70,1,,,,"Saudi Arabia, Kingdom of"
"950380 - Other toys and models, incorporating a motor","3,670",2.35,2.35,2,,,,"Saudi Arabia, Kingdom of"
950390 - Other,"34,710",1.76,1.76,8,,,,"Saudi Arabia, Kingdom of"
950410 - Video games of a kind used with a television receiver,"5,835",0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
950420 - Articles and accessories for billiards,,0.00,0.00,2,,,,"Saudi Arabia, Kingdom of"
"950430 - Other games, operated by coins, banknotes (paper currency), discs or other similar articles, other than bowling alley equipment","3,732",0.00,0.00,4,,,,"Saudi Arabia, Kingdom of"
950440 - Playing cards,,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
950490 - Other,"2,252",0.00,0.00,2,,,,"Saudi Arabia, Kingdom of"
950510 - Articles for Christmas festivities,,1.35,1.35,2,,,,"Saudi Arabia, Kingdom of"
950590 - Other,,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
950611 -- Skis,,3.70,3.70,4,,,,"Saudi Arabia, Kingdom of"
950612 -- Ski-fastenings (ski-bindings),,3.70,3.70,1,,,,"Saudi Arabia, Kingdom of"
950619 -- Other,,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
950621 -- Sailboards,,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
950629 -- Other,,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
"950631 -- Clubs, complete",100,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
950632 -- Balls,,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
950639 -- Other,311,2.70,2.70,2,,,,"Saudi Arabia, Kingdom of"
950640 - Articles and equipment for table-tennis,,2.70,2.70,2,,,,"Saudi Arabia, Kingdom of"
"950651 -- Lawn-tennis rackets, whether or not strung",,4.70,4.70,1,,,,"Saudi Arabia, Kingdom of"
950659 -- Other,,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
950661 -- Lawn-tennis balls,,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
950662 -- Inflatable,"12,416",2.70,2.70,2,,,,"Saudi Arabia, Kingdom of"
950669 -- Other,,1.35,1.35,2,,,,"Saudi Arabia, Kingdom of"
"950670 - Ice skates and roller skates, including skating boots with skates attached",,1.80,1.80,3,,,,"Saudi Arabia, Kingdom of"
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","12,914",2.70,2.70,2,,,,"Saudi Arabia, Kingdom of"
950699 -- Other,"1,966",1.35,1.35,2,,,,"Saudi Arabia, Kingdom of"
950710 - Fishing rods,,3.70,3.70,1,,,,"Saudi Arabia, Kingdom of"
"950720 - Fish-hooks, whether or not snelled",,2.70,2.70,2,,,,"Saudi Arabia, Kingdom of"
950730 - Fishing reels,,3.70,3.70,1,,,,"Saudi Arabia, Kingdom of"
950790 - Other,,3.70,3.70,1,,,,"Saudi Arabia, Kingdom of"
950810 - Travelling circuses and travelling menageries,,1.70,1.70,1,,,,"Saudi Arabia, Kingdom of"
950890 - Other,,1.70,1.70,1,,,,"Saudi Arabia, Kingdom of"
,2004,"100,271",1.89,1.89,79,,,,"Saudi Arabia, Kingdom of"
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages.",174,0.00,0.00,2,,,,"Saudi Arabia, Kingdom of"
"950210 - Dolls, whether or not dressed",348,4.70,4.70,2,,,,"Saudi Arabia, Kingdom of"
"950291 -- Garments and accessories therefor, footwear and headgear",,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
950299 -- Other,,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
"950310 - Electric trains, including tracks, signals and other accessories therefor",,0.00,0.00,2,,,,"Saudi Arabia, Kingdom of"
"950320 - Reduced-size (""scale'') model assembly kits, whether or not working models, excluding those of subheading 9503.10","3,595",0.00,0.00,2,,,,"Saudi Arabia, Kingdom of"
950330 - Other construction sets and constructional toys,"3,794",1.57,1.57,3,,,,"Saudi Arabia, Kingdom of"
950341 -- Stuffed,"1,157",4.70,4.70,1,,,,"Saudi Arabia, Kingdom of"
950349 -- Other,"1,729",0.00,0.00,3,,,,"Saudi Arabia, Kingdom of"
950350 - Toy musical instruments and apparatus,"2,936",0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
950360 - Puzzles,"3,209",2.35,2.35,2,,,,"Saudi Arabia, Kingdom of"
"950370 - Other toys, put up in sets or outfits","1,368",4.70,4.70,1,,,,"Saudi Arabia, Kingdom of"
"950380 - Other toys and models, incorporating a motor","4,030",2.35,2.35,2,,,,"Saudi Arabia, Kingdom of"
950390 - Other,"10,013",1.76,1.76,8,,,,"Saudi Arabia, Kingdom of"
950410 - Video games of a kind used with a television receiver,684,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
950420 - Articles and accessories for billiards,,0.00,0.00,2,,,,"Saudi Arabia, Kingdom of"
"950430 - Other games, operated by coins, banknotes (paper currency), discs or other similar articles, other than bowling alley equipment","5,100",0.00,0.00,4,,,,"Saudi Arabia, Kingdom of"
950440 - Playing cards,,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
950490 - Other,"4,515",0.00,0.00,2,,,,"Saudi Arabia, Kingdom of"
950510 - Articles for Christmas festivities,,1.35,1.35,2,,,,"Saudi Arabia, Kingdom of"
950590 - Other,,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
950611 -- Skis,,3.70,3.70,4,,,,"Saudi Arabia, Kingdom of"
950612 -- Ski-fastenings (ski-bindings),,3.70,3.70,1,,,,"Saudi Arabia, Kingdom of"
950619 -- Other,,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
950621 -- Sailboards,,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
950629 -- Other,"5,946",2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
"950631 -- Clubs, complete",,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
950632 -- Balls,,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
950639 -- Other,,2.70,2.70,2,,,,"Saudi Arabia, Kingdom of"
950640 - Articles and equipment for table-tennis,,2.70,2.70,2,,,,"Saudi Arabia, Kingdom of"
"950651 -- Lawn-tennis rackets, whether or not strung",,4.70,4.70,1,,,,"Saudi Arabia, Kingdom of"
950659 -- Other,,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
950661 -- Lawn-tennis balls,,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
950662 -- Inflatable,"22,962",2.70,2.70,2,,,,"Saudi Arabia, Kingdom of"
950669 -- Other,,1.35,1.35,2,,,,"Saudi Arabia, Kingdom of"
"950670 - Ice skates and roller skates, including skating boots with skates attached",,1.80,1.80,3,,,,"Saudi Arabia, Kingdom of"
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","6,904",2.70,2.70,2,,,,"Saudi Arabia, Kingdom of"
950699 -- Other,"2,177",1.35,1.35,2,,,,"Saudi Arabia, Kingdom of"
950710 - Fishing rods,,3.70,3.70,1,,,,"Saudi Arabia, Kingdom of"
"950720 - Fish-hooks, whether or not snelled",,2.70,2.70,2,,,,"Saudi Arabia, Kingdom of"
950730 - Fishing reels,,3.70,3.70,1,,,,"Saudi Arabia, Kingdom of"
950790 - Other,,3.70,3.70,1,,,,"Saudi Arabia, Kingdom of"
950810 - Travelling circuses and travelling menageries,,1.70,1.70,1,,,,"Saudi Arabia, Kingdom of"
950890 - Other,"19,629",1.70,1.70,1,,,,"Saudi Arabia, Kingdom of"
,2003,"127,056",2.19,2.19,79,,,,"Saudi Arabia, Kingdom of"
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages.",,1.10,1.10,2,,,,"Saudi Arabia, Kingdom of"
"950210 - Dolls, whether or not dressed",,4.70,4.70,2,,,,"Saudi Arabia, Kingdom of"
"950291 -- Garments and accessories therefor, footwear and headgear",,0.70,0.70,1,,,,"Saudi Arabia, Kingdom of"
950299 -- Other,,0.70,0.70,1,,,,"Saudi Arabia, Kingdom of"
"950310 - Electric trains, including tracks, signals and other accessories therefor",,0.80,0.80,2,,,,"Saudi Arabia, Kingdom of"
"950320 - Reduced-size (""scale'') model assembly kits, whether or not working models, excluding those of subheading 9503.10",,0.80,0.80,2,,,,"Saudi Arabia, Kingdom of"
950330 - Other construction sets and constructional toys,,2.17,2.17,3,,,,"Saudi Arabia, Kingdom of"
950341 -- Stuffed,"2,115",4.70,4.70,1,,,,"Saudi Arabia, Kingdom of"
950349 -- Other,,0.87,0.87,3,,,,"Saudi Arabia, Kingdom of"
950350 - Toy musical instruments and apparatus,"9,400",0.80,0.80,1,,,,"Saudi Arabia, Kingdom of"
950360 - Puzzles,,2.85,2.85,2,,,,"Saudi Arabia, Kingdom of"
"950370 - Other toys, put up in sets or outfits",79,4.70,4.70,1,,,,"Saudi Arabia, Kingdom of"
"950380 - Other toys and models, incorporating a motor",,2.75,2.75,2,,,,"Saudi Arabia, Kingdom of"
950390 - Other,"27,499",2.26,2.26,8,,,,"Saudi Arabia, Kingdom of"
950410 - Video games of a kind used with a television receiver,"1,934",0.60,0.60,1,,,,"Saudi Arabia, Kingdom of"
950420 - Articles and accessories for billiards,,0.60,0.60,2,,,,"Saudi Arabia, Kingdom of"
"950430 - Other games, operated by coins, banknotes (paper currency), discs or other similar articles, other than bowling alley equipment","47,737",0.60,0.60,4,,,,"Saudi Arabia, Kingdom of"
950440 - Playing cards,,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
950490 - Other,"1,799",0.60,0.60,2,,,,"Saudi Arabia, Kingdom of"
950510 - Articles for Christmas festivities,"3,733",1.65,1.65,2,,,,"Saudi Arabia, Kingdom of"
950590 - Other,"10,554",2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
950611 -- Skis,,3.70,3.70,4,,,,"Saudi Arabia, Kingdom of"
950612 -- Ski-fastenings (ski-bindings),,3.70,3.70,1,,,,"Saudi Arabia, Kingdom of"
950619 -- Other,"3,959",2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
950621 -- Sailboards,,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
950629 -- Other,"3,676",2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
"950631 -- Clubs, complete",,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
950632 -- Balls,"3,066",2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
950639 -- Other,,2.70,2.70,2,,,,"Saudi Arabia, Kingdom of"
950640 - Articles and equipment for table-tennis,,2.70,2.70,2,,,,"Saudi Arabia, Kingdom of"
"950651 -- Lawn-tennis rackets, whether or not strung",,4.70,4.70,1,,,,"Saudi Arabia, Kingdom of"
950659 -- Other,,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
