Importer,Year,Value,Ad val. duties,Number of lines,United States of America
,(US$),Simple average,MFN duties,Pref. duties,United States of America
,MFN,Best,All items,Non ad val.,All items,Non ad val.,United States of America
"040700 Birds' eggs, in shell, fresh, preserved or cooked.","15,722,000",2.67,2.67,3,,,,United States of America
040811 -- Dried,,10.00,10.00,1,,,,United States of America
040819 -- Other,,10.00,10.00,1,,,,United States of America
040891 -- Dried,"12,000",10.00,10.00,1,,,,United States of America
040899 -- Other,,10.00,10.00,1,,,,United States of America
040900 Natural honey.,,16.00,16.00,1,,,,United States of America
"041000 Edible products of animal origin, not elsewhere specified or included.",,14.00,14.00,1,,,,United States of America
,2006,"14,738,000",13.77,13.77,43,,,,United States of America
"040110 - Of a fat content, by weight, not exceeding 1%",,13.00,13.00,2,,,,United States of America
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6%",,13.00,13.00,2,,,,United States of America
"040130 - Of a fat content, by weight, exceeding 6%",,12.67,12.67,3,,,,United States of America
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%",,16.00,16.00,2,,,,United States of America
040221 -- Not containing added sugar or other sweetening matter,,16.00,16.00,3,,,,United States of America
040229 -- Other,,16.00,16.00,3,,,,United States of America
040291 -- Not containing added sugar or other sweetening matter,,14.00,14.00,1,,,,United States of America
040299 -- Other,,14.00,14.00,1,,,,United States of America
040310 - Yogurt,,16.00,16.00,1,,,,United States of America
040390 - Other,,16.00,16.00,1,,,,United States of America
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","2,598,000",14.00,14.00,1,,,,United States of America
040490 - Other,"13,000",14.00,14.00,1,,,,United States of America
040510 - Butter,,16.00,16.00,1,,,,United States of America
040520 - Dairy spreads,,16.00,16.00,1,,,,United States of America
040590 - Other,,16.00,16.00,2,,,,United States of America
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd","1,000",16.00,16.00,2,,,,United States of America
"040620 - Grated or powdered cheese, of all kinds",,16.00,16.00,1,,,,United States of America
"040630 - Processed cheese, not grated or powdered","16,000",16.00,16.00,1,,,,United States of America
040640 - Blue-veined cheese,,16.00,16.00,1,,,,United States of America
040690 - Other cheese,"34,000",16.00,16.00,4,,,,United States of America
"040700 Birds' eggs, in shell, fresh, preserved or cooked.","12,026,000",2.67,2.67,3,,,,United States of America
040811 -- Dried,,10.00,10.00,1,,,,United States of America
040819 -- Other,,10.00,10.00,1,,,,United States of America
040891 -- Dried,"33,000",10.00,10.00,1,,,,United States of America
040899 -- Other,,10.00,10.00,1,,,,United States of America
040900 Natural honey.,"17,000",16.00,16.00,1,,,,United States of America
"041000 Edible products of animal origin, not elsewhere specified or included.",,14.00,14.00,1,,,,United States of America
,2005,"14,317,000",16.67,16.67,43,,,,United States of America
"040110 - Of a fat content, by weight, not exceeding 1%",,13.00,13.00,2,,,,United States of America
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6%",,13.00,13.00,2,,,,United States of America
"040130 - Of a fat content, by weight, exceeding 6%",,12.67,12.67,3,,,,United States of America
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%",,27.00,27.00,2,,,,United States of America
040221 -- Not containing added sugar or other sweetening matter,,23.33,23.33,3,,,,United States of America
040229 -- Other,,23.33,23.33,3,,,,United States of America
040291 -- Not containing added sugar or other sweetening matter,,14.00,14.00,1,,,,United States of America
040299 -- Other,,27.00,27.00,1,,,,United States of America
040310 - Yogurt,,16.00,16.00,1,,,,United States of America
040390 - Other,,16.00,16.00,1,,,,United States of America
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","3,600,000",27.00,27.00,1,,,,United States of America
040490 - Other,"215,000",14.00,14.00,1,,,,United States of America
040510 - Butter,,16.00,16.00,1,,,,United States of America
040520 - Dairy spreads,,16.00,16.00,1,,,,United States of America
040590 - Other,,16.00,16.00,2,,,,United States of America
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd","5,000",21.50,21.50,2,,,,United States of America
"040620 - Grated or powdered cheese, of all kinds",,16.00,16.00,1,,,,United States of America
"040630 - Processed cheese, not grated or powdered","9,000",16.00,16.00,1,,,,United States of America
040640 - Blue-veined cheese,,16.00,16.00,1,,,,United States of America
040690 - Other cheese,"33,000",21.50,21.50,4,,,,United States of America
"040700 Birds' eggs, in shell, fresh, preserved or cooked.","10,407,000",2.67,2.67,3,,,,United States of America
040811 -- Dried,,10.00,10.00,1,,,,United States of America
040819 -- Other,,10.00,10.00,1,,,,United States of America
040891 -- Dried,"24,000",10.00,10.00,1,,,,United States of America
040899 -- Other,,10.00,10.00,1,,,,United States of America
040900 Natural honey.,"24,000",16.00,16.00,1,,,,United States of America
"041000 Edible products of animal origin, not elsewhere specified or included.",,14.00,14.00,1,,,,United States of America
,2004,"10,952,000",16.67,16.67,43,,,,United States of America
"040110 - Of a fat content, by weight, not exceeding 1%",,13.00,13.00,2,,,,United States of America
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6%",,13.00,13.00,2,,,,United States of America
"040130 - Of a fat content, by weight, exceeding 6%",,12.67,12.67,3,,,,United States of America
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%",,27.00,27.00,2,,,,United States of America
040221 -- Not containing added sugar or other sweetening matter,,23.33,23.33,3,,,,United States of America
040229 -- Other,,23.33,23.33,3,,,,United States of America
040291 -- Not containing added sugar or other sweetening matter,,14.00,14.00,1,,,,United States of America
040299 -- Other,,27.00,27.00,1,,,,United States of America
040310 - Yogurt,,16.00,16.00,1,,,,United States of America
040390 - Other,,16.00,16.00,1,,,,United States of America
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","671,000",27.00,27.00,1,,,,United States of America
040490 - Other,,14.00,14.00,1,,,,United States of America
040510 - Butter,,16.00,16.00,1,,,,United States of America
040520 - Dairy spreads,,16.00,16.00,1,,,,United States of America
040590 - Other,,16.00,16.00,2,,,,United States of America
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,21.50,21.50,2,,,,United States of America
"040620 - Grated or powdered cheese, of all kinds","4,000",16.00,16.00,1,,,,United States of America
"040630 - Processed cheese, not grated or powdered","7,000",16.00,16.00,1,,,,United States of America
040640 - Blue-veined cheese,,16.00,16.00,1,,,,United States of America
040690 - Other cheese,"44,000",21.50,21.50,4,,,,United States of America
"040700 Birds' eggs, in shell, fresh, preserved or cooked.","10,215,000",2.67,2.67,3,,,,United States of America
040811 -- Dried,,10.00,10.00,1,,,,United States of America
040819 -- Other,,10.00,10.00,1,,,,United States of America
040891 -- Dried,,10.00,10.00,1,,,,United States of America
040899 -- Other,,10.00,10.00,1,,,,United States of America
040900 Natural honey.,"11,000",16.00,16.00,1,,,,United States of America
"041000 Edible products of animal origin, not elsewhere specified or included.",,14.00,14.00,1,,,,United States of America
,2003,"5,310,000",17.72,17.72,43,,,,United States of America
"040110 - Of a fat content, by weight, not exceeding 1%",,14.50,14.50,2,,,,United States of America
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6%",,14.50,14.50,2,,,,United States of America
"040130 - Of a fat content, by weight, exceeding 6%",,14.17,14.17,3,,,,United States of America
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%",,27.00,27.00,2,,,,United States of America
040221 -- Not containing added sugar or other sweetening matter,,23.83,23.83,3,,,,United States of America
040229 -- Other,,23.83,23.83,3,,,,United States of America
040291 -- Not containing added sugar or other sweetening matter,,15.50,15.50,1,,,,United States of America
040299 -- Other,,27.00,27.00,1,,,,United States of America
040310 - Yogurt,,17.50,17.50,1,,,,United States of America
040390 - Other,,17.50,17.50,1,,,,United States of America
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","825,000",27.00,27.00,1,,,,United States of America
040490 - Other,"3,000",15.50,15.50,1,,,,United States of America
040510 - Butter,,17.50,17.50,1,,,,United States of America
040520 - Dairy spreads,,17.50,17.50,1,,,,United States of America
040590 - Other,,17.50,17.50,2,,,,United States of America
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,22.25,22.25,2,,,,United States of America
"040620 - Grated or powdered cheese, of all kinds",,17.50,17.50,1,,,,United States of America
"040630 - Processed cheese, not grated or powdered",,17.50,17.50,1,,,,United States of America
040640 - Blue-veined cheese,,17.50,17.50,1,,,,United States of America
040690 - Other cheese,"38,000",22.25,22.25,4,,,,United States of America
"040700 Birds' eggs, in shell, fresh, preserved or cooked.","4,420,000",3.17,3.17,3,,,,United States of America
040811 -- Dried,,11.50,11.50,1,,,,United States of America
040819 -- Other,,11.50,11.50,1,,,,United States of America
040891 -- Dried,"22,000",11.50,11.50,1,,,,United States of America
040899 -- Other,,11.50,11.50,1,,,,United States of America
040900 Natural honey.,"2,000",17.50,17.50,1,,,,United States of America
"041000 Edible products of animal origin, not elsewhere specified or included.",,15.50,15.50,1,,,,United States of America
,2002,"10,336,093",17.23,17.23,43,,,,United States of America
"040110 - Of a fat content, by weight, not exceeding 1%",,14.50,14.50,2,,,,United States of America
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6%",,14.50,14.50,2,,,,United States of America
"040130 - Of a fat content, by weight, exceeding 6%",,14.17,14.17,3,,,,United States of America
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%",,27.00,27.00,2,,,,United States of America
040221 -- Not containing added sugar or other sweetening matter,,20.67,20.67,3,,,,United States of America
040229 -- Other,,23.83,23.83,3,,,,United States of America
040291 -- Not containing added sugar or other sweetening matter,"2,816",15.50,15.50,1,,,,United States of America
040299 -- Other,"9,510",27.00,27.00,1,,,,United States of America
040310 - Yogurt,,17.50,17.50,1,,,,United States of America
040390 - Other,,17.50,17.50,1,,,,United States of America
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","4,398,315",15.50,15.50,1,,,,United States of America
040490 - Other,"33,833",15.50,15.50,1,,,,United States of America
040510 - Butter,,17.50,17.50,1,,,,United States of America
040520 - Dairy spreads,,17.50,17.50,1,,,,United States of America
040590 - Other,,17.50,17.50,2,,,,United States of America
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd","24,068",22.25,22.25,2,,,,United States of America
"040620 - Grated or powdered cheese, of all kinds","33,283",17.50,17.50,1,,,,United States of America
"040630 - Processed cheese, not grated or powdered",,17.50,17.50,1,,,,United States of America
040640 - Blue-veined cheese,,17.50,17.50,1,,,,United States of America
040690 - Other cheese,"46,737",22.25,22.25,4,,,,United States of America
"040700 Birds' eggs, in shell, fresh, preserved or cooked.","5,750,047",3.17,3.17,3,,,,United States of America
040811 -- Dried,,11.50,11.50,1,,,,United States of America
040819 -- Other,,11.50,11.50,1,,,,United States of America
040891 -- Dried,"36,684",11.50,11.50,1,,,,United States of America
040899 -- Other,,11.50,11.50,1,,,,United States of America
040900 Natural honey.,800,17.50,17.50,1,,,,United States of America
"041000 Edible products of animal origin, not elsewhere specified or included.",,15.50,15.50,1,,,,United States of America
,2001,"8,519,591",17.98,17.98,43,,,,United States of America
"040110 - Of a fat content, by weight, not exceeding 1 %",,15.50,15.50,2,,,,United States of America
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",,15.50,15.50,2,,,,United States of America
"040130 - Of a fat content, by weight, exceeding 6 %","8,363",15.17,15.17,3,,,,United States of America
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %",,27.00,27.00,2,,,,United States of America
040221 - - Not containing added sugar or other sweetening matter,,21.33,21.33,3,,,,United States of America
040229 - - Other,,24.17,24.17,3,,,,United States of America
040291 - - Not containing added sugar or other sweetening matter,"50,788",16.50,16.50,1,,,,United States of America
040299 - - Other,"108,095",27.00,27.00,1,,,,United States of America
040310 - Yogurt,"35,445",18.50,18.50,1,,,,United States of America
040390 - Other,236,18.50,18.50,1,,,,United States of America
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","5,429,820",16.50,16.50,1,,,,United States of America
040490 - Other,"132,653",16.50,16.50,1,,,,United States of America
040510 - Butter,,18.50,18.50,1,,,,United States of America
040520 - Dairy spreads,,18.50,18.50,1,,,,United States of America
040590 - Other,,18.50,18.50,2,,,,United States of America
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd","70,563",22.75,22.75,2,,,,United States of America
"040620 - Grated or powdered cheese, of all kinds","58,348",18.50,18.50,1,,,,United States of America
"040630 - Processed cheese, not grated or powdered",,18.50,18.50,1,,,,United States of America
040640 - Blue-veined cheese,,18.50,18.50,1,,,,United States of America
040690 - Other cheese,"120,769",22.75,22.75,4,,,,United States of America
"040700 Birds' eggs, in shell, fresh, preserved or cooked","2,410,213",3.50,3.50,3,,,,United States of America
040811 - - Dried,"6,166",12.50,12.50,1,,,,United States of America
040819 - - Other,,12.50,12.50,1,,,,United States of America
040891 - - Dried,"86,848",12.50,12.50,1,,,,United States of America
040899 - - Other,,12.50,12.50,1,,,,United States of America
040900 Natural honey,"1,284",18.50,18.50,1,,,,United States of America
"041000 Edible products of animal origin, not elsewhere specified or included",,16.50,16.50,1,,,,United States of America
,2000,"7,727,519",18.53,18.53,43,,,,United States of America
"040110 - Of a fat content, by weight, not exceeding 1 %","2,019",16.00,16.00,2,,,,United States of America
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",,16.00,16.00,2,,,,United States of America
"040130 - Of a fat content, by weight, exceeding 6 %",,15.67,15.67,3,,,,United States of America
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %","823,189",27.00,27.00,2,,,,United States of America
040221 - - Not containing added sugar or other sweetening matter,,24.33,24.33,3,,,,United States of America
040229 - - Other,,24.33,24.33,3,,,,United States of America
040291 - - Not containing added sugar or other sweetening matter,"27,764",17.00,17.00,1,,,,United States of America
040299 - - Other,,27.00,27.00,1,,,,United States of America
040310 - Yogurt,"67,796",19.00,19.00,1,,,,United States of America
040390 - Other,,19.00,19.00,1,,,,United States of America
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","4,352,905",17.00,17.00,1,,,,United States of America
040490 - Other,"70,368",17.00,17.00,1,,,,United States of America
040510 - Butter,,19.00,19.00,1,,,,United States of America
040520 - Dairy spreads,,19.00,19.00,1,,,,United States of America
040590 - Other,,19.00,19.00,2,,,,United States of America
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd","81,677",23.00,23.00,2,,,,United States of America
"040620 - Grated or powdered cheese, of all kinds","83,558",19.00,19.00,1,,,,United States of America
"040630 - Processed cheese, not grated or powdered",,19.00,19.00,1,,,,United States of America
040640 - Blue-veined cheese,,19.00,19.00,1,,,,United States of America
040690 - Other cheese,"354,885",23.00,23.00,4,,,,United States of America
"040700 Birds' eggs, in shell, fresh, preserved or cooked","1,807,012",3.67,3.67,3,,,,United States of America
040811 - - Dried,"1,283",13.00,13.00,1,,,,United States of America
040819 - - Other,,13.00,13.00,1,,,,United States of America
040891 - - Dried,"55,063",13.00,13.00,1,,,,United States of America
040899 - - Other,,13.00,13.00,1,,,,United States of America
040900 Natural honey,,19.00,19.00,1,,,,United States of America
"041000 Edible products of animal origin, not elsewhere specified or included",,17.00,17.00,1,,,,United States of America
,1999,"9,484,338",19.23,19.23,43,,,,United States of America
"040110 - Of a fat content, by weight, not exceeding 1 %",,16.00,16.00,2,,,,United States of America
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",,16.00,16.00,2,,,,United States of America
"040130 - Of a fat content, by weight, exceeding 6 %",922,15.67,15.67,3,,,,United States of America
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %",373,30.00,30.00,2,,,,United States of America
040221 - - Not containing added sugar or other sweetening matter,,26.33,26.33,3,,,,United States of America
040229 - - Other,,26.33,26.33,3,,,,United States of America
040291 - - Not containing added sugar or other sweetening matter,,17.00,17.00,1,,,,United States of America
040299 - - Other,,30.00,30.00,1,,,,United States of America
040310 - Yogurt,"58,756",19.00,19.00,1,,,,United States of America
040390 - Other,236,19.00,19.00,1,,,,United States of America
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","5,091,953",17.00,17.00,1,,,,United States of America
040490 - Other,,17.00,17.00,1,,,,United States of America
040510 - Butter,,19.00,19.00,1,,,,United States of America
040520 - Dairy spreads,,19.00,19.00,1,,,,United States of America
040590 - Other,,19.00,19.00,2,,,,United States of America
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd","26,744",24.50,24.50,2,,,,United States of America
"040620 - Grated or powdered cheese, of all kinds","358,397",19.00,19.00,1,,,,United States of America
"040630 - Processed cheese, not grated or powdered","388,934",19.00,19.00,1,,,,United States of America
040640 - Blue-veined cheese,,19.00,19.00,1,,,,United States of America
040690 - Other cheese,"2,314,882",24.50,24.50,4,,,,United States of America
"040700 Birds' eggs, in shell, fresh, preserved or cooked","1,193,463",3.67,3.67,3,,,,United States of America
040811 - - Dried,,13.00,13.00,1,,,,United States of America
040819 - - Other,,13.00,13.00,1,,,,United States of America
040891 - - Dried,"44,890",13.00,13.00,1,,,,United States of America
040899 - - Other,,13.00,13.00,1,,,,United States of America
040900 Natural honey,"4,788",19.00,19.00,1,,,,United States of America
"041000 Edible products of animal origin, not elsewhere specified or included",,17.00,17.00,1,,,,United States of America
,1998,"9,630,105",19.93,19.93,43,,,,United States of America
"040110 - Of a fat content, by weight, not exceeding 1 %",,16.00,16.00,2,,,,United States of America
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",,16.00,16.00,2,,,,United States of America
"040130 - Of a fat content, by weight, exceeding 6 %",,15.67,15.67,3,,,,United States of America
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %","14,369",33.00,33.00,2,,,,United States of America
040221 - - Not containing added sugar or other sweetening matter,,28.33,28.33,3,,,,United States of America
040229 - - Other,,28.33,28.33,3,,,,United States of America
040291 - - Not containing added sugar or other sweetening matter,,17.00,17.00,1,,,,United States of America
040299 - - Other,"1,664",33.00,33.00,1,,,,United States of America
040310 - Yogurt,"116,393",19.00,19.00,1,,,,United States of America
040390 - Other,"3,596",19.00,19.00,1,,,,United States of America
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","2,006,019",17.00,17.00,1,,,,United States of America
040490 - Other,"35,283",17.00,17.00,1,,,,United States of America
040510 - Butter,,19.00,19.00,1,,,,United States of America
040520 - Dairy spreads,"1,804",19.00,19.00,1,,,,United States of America
040590 - Other,,19.00,19.00,2,,,,United States of America
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,26.00,26.00,2,,,,United States of America
"040620 - Grated or powdered cheese, of all kinds","320,875",19.00,19.00,1,,,,United States of America
"040630 - Processed cheese, not grated or powdered","1,065,498",19.00,19.00,1,,,,United States of America
040640 - Blue-veined cheese,,19.00,19.00,1,,,,United States of America
040690 - Other cheese,"3,936,523",26.00,26.00,4,,,,United States of America
"040700 Birds' eggs, in shell, fresh, preserved or cooked","2,052,330",3.67,3.67,3,,,,United States of America
040811 - - Dried,,13.00,13.00,1,,,,United States of America
040819 - - Other,,13.00,13.00,1,,,,United States of America
040891 - - Dried,"70,379",13.00,13.00,1,,,,United States of America
040899 - - Other,,13.00,13.00,1,,,,United States of America
040900 Natural honey,"3,669",19.00,19.00,1,,,,United States of America
"041000 Edible products of animal origin, not elsewhere specified or included","1,703",17.00,17.00,1,,,,United States of America
,1997,"10,776,879",18.16,18.16,43,,,,United States of America
"040110 - Of a fat content, by weight, not exceeding 1 %","6,933",16.00,16.00,2,,,,United States of America
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",,16.00,16.00,2,,,,United States of America
"040130 - Of a fat content, by weight, exceeding 6 %",,15.67,15.67,3,,,,United States of America
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %","1,456,990",30.00,30.00,2,,,,United States of America
040221 - - Not containing added sugar or other sweetening matter,"308,438",26.33,26.33,3,,,,United States of America
040229 - - Other,27,26.33,26.33,3,,,,United States of America
040291 - - Not containing added sugar or other sweetening matter,,17.00,17.00,1,,,,United States of America
040299 - - Other,"51,968",17.00,17.00,1,,,,United States of America
040310 - Yogurt,,19.00,19.00,1,,,,United States of America
040390 - Other,"5,047",19.00,19.00,1,,,,United States of America
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","543,101",17.00,17.00,1,,,,United States of America
040490 - Other,"157,442",17.00,17.00,1,,,,United States of America
040510 - Butter,,19.00,19.00,1,,,,United States of America
040520 - Dairy spreads,,19.00,19.00,1,,,,United States of America
040590 - Other,"3,419",19.00,19.00,2,,,,United States of America
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd","2,596,186",19.00,19.00,2,,,,United States of America
"040620 - Grated or powdered cheese, of all kinds","375,445",19.00,19.00,1,,,,United States of America
"040630 - Processed cheese, not grated or powdered","154,480",19.00,19.00,1,,,,United States of America
040640 - Blue-veined cheese,,19.00,19.00,1,,,,United States of America
040690 - Other cheese,"3,135,810",19.00,19.00,4,,,,United States of America
"040700 Birds' eggs, in shell, fresh, preserved or cooked","1,960,598",3.67,3.67,3,,,,United States of America
040811 - - Dried,,13.00,13.00,1,,,,United States of America
040819 - - Other,,13.00,13.00,1,,,,United States of America
040891 - - Dried,"11,274",13.00,13.00,1,,,,United States of America
040899 - - Other,,13.00,13.00,1,,,,United States of America
040900 Natural honey,"9,356",19.00,19.00,1,,,,United States of America
"041000 Edible products of animal origin, not elsewhere specified or included",365,17.00,17.00,1,,,,United States of America
,1996,"19,182,432",15.72,15.72,43,,,,United States of America
"040110 - Of a fat content, by weight, not exceeding 1 %",,13.00,13.00,2,,,,United States of America
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",,13.00,13.00,2,,,,United States of America
"040130 - Of a fat content, by weight, exceeding 6 %",698,12.67,12.67,3,,,,United States of America
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %","31,482",30.00,30.00,2,,,,United States of America
040221 - - Not containing added sugar or other sweetening matter,"2,015,672",25.33,25.33,3,,,,United States of America
040229 - - Other,638,25.33,25.33,3,,,,United States of America
040291 - - Not containing added sugar or other sweetening matter,800,14.00,14.00,1,,,,United States of America
040299 - - Other,"66,244",14.00,14.00,1,,,,United States of America
040310 - Yogurt,"129,123",16.00,16.00,1,,,,United States of America
040390 - Other,"21,872",16.00,16.00,1,,,,United States of America
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","4,769,734",14.00,14.00,1,,,,United States of America
040490 - Other,"582,501",14.00,14.00,1,,,,United States of America
040510 - Butter,764,16.00,16.00,1,,,,United States of America
040520 - Dairy spreads,918,16.00,16.00,1,,,,United States of America
040590 - Other,"910,410",16.00,16.00,2,,,,United States of America
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd","4,100,863",16.00,16.00,2,,,,United States of America
"040620 - Grated or powdered cheese, of all kinds","647,084",16.00,16.00,1,,,,United States of America
"040630 - Processed cheese, not grated or powdered","7,736",16.00,16.00,1,,,,United States of America
040640 - Blue-veined cheese,926,16.00,16.00,1,,,,United States of America
040690 - Other cheese,"2,965,254",16.00,16.00,4,,,,United States of America
"040700 Birds' eggs, in shell, fresh, preserved or cooked","2,901,821",2.67,2.67,3,,,,United States of America
040811 - - Dried,,10.00,10.00,1,,,,United States of America
040819 - - Other,"1,937",10.00,10.00,1,,,,United States of America
040891 - - Dried,,10.00,10.00,1,,,,United States of America
040899 - - Other,29,10.00,10.00,1,,,,United States of America
040900 Natural honey,"22,914",16.00,16.00,1,,,,United States of America
"041000 Edible products of animal origin, not elsewhere specified or included","3,012",14.00,14.00,1,,,,United States of America
