Importer,Year,Value,Ad val. duties,Number of lines,China
,(US$),Simple average,MFN duties,Pref. duties,China
,MFN,Best,All items,Non ad val.,All items,Non ad val.,China
871310 - Not mechanically propelled,,12.00,12.00,1,,,,China
871390 - Other,,2.00,2.00,1,,,,China
871410 - Of motorcycles (including mopeds),,16.00,16.00,1,,,,China
871420 - Of carriages for disabled persons,,10.00,10.00,1,,,,China
"871491 - - Frames and forks, and parts thereof",,16.00,16.00,1,,,,China
871492 - - Wheel rims and spokes,,16.00,16.00,1,,,,China
"871493 - - Hubs, other than coaster braking hubs and hub brakes, and free-wheel sprocket-wheels",,16.00,16.00,2,,,,China
"871494 - - Brakes, including coaster braking hubs and hub brakes, and parts thereof",,16.00,16.00,2,,,,China
871495 - - Saddles,,16.00,16.00,1,,,,China
"871496 - - Pedals and crank-gear, and parts thereof",,16.00,16.00,1,,,,China
871499 - - Other,,16.00,16.00,2,,,,China
871500 Baby carriages and parts thereof.,,20.00,20.00,1,,,,China
"871610 - Trailers and semi-trailers of the caravan type, for housing or camping",,20.00,20.00,1,,,,China
871620 - Self-loading or self-unloading trailers and semi-trailers for agricultural purposes,,14.00,14.00,1,,,,China
871631 - - Tanker trailers and tanker semi-trailers,,35.00,35.00,1,,,,China
871639 - - Other,,35.00,35.00,1,,,,China
871640 - Other trailers and semi-trailers,,35.00,35.00,1,,,,China
871680 - Other vehicles,,35.00,35.00,1,,,,China
871690 - Parts,,16.00,16.00,2,,,,China
,2017,"874,361,639",22.75,22.75,155,,,,China
870110 - Single axle tractors,"2,021,200",14.00,14.00,1,,,,China
870120 - Road tractors for semi-trailers,,35.00,35.00,1,,,,China
870130 - Track-laying tractors,,14.00,14.00,1,,,,China
870191 - - Not exceeding 18 kW,"3,006",14.00,14.00,1,,,,China
870192 - - Exceeding 18 kW but not exceeding 37 kW,,14.00,14.00,1,,,,China
870193 - - Exceeding 37 kW but not exceeding 75 kW,"200,863",14.00,14.00,1,,,,China
870194 - - Exceeding 75 kW but not exceeding 130 kW,"106,354",7.00,7.00,2,,,,China
870195 - - Exceeding 130 kW,,7.00,7.00,2,,,,China
870210 - With only compression-ignition internal combustion piston engine (diesel or semi-diesel),,35.00,35.00,1,,,,China
870220 - With both compression-ignition internal combustion piston engine (diesel or semi-diesel) and electric motor as motors for propulsion,,35.00,35.00,1,,,,China
870230 - With both spark-ignition internal combustion reciprocating piston engine and electric motor as motors for propulsion,,35.00,35.00,1,,,,China
870240 - With only electric motor for propulsion,,35.00,35.00,2,,,,China
870290 - Other,,35.00,35.00,1,,,,China
870310 - Vehicles specially designed for travelling on snow; golf cars and similar vehicles,"4,165",35.00,35.00,1,,,,China
"870321 - - Of a cylinder capacity not exceeding 1,000 cc","879,144",35.00,35.00,1,,,,China
"870322 - - Of a cylinder capacity exceeding 1,000 cc but not exceeding 1,500 cc","21,010,936",35.00,35.00,2,,,,China
"870323 - - Of a cylinder capacity exceeding 1,500 cc but not exceeding 3,000 cc","1,456,788",35.00,35.00,2,,,,China
"870324 - - Of a cylinder capacity exceeding 3,000 cc",,35.00,35.00,2,,,,China
"870331 - - Of a cylinder capacity not exceeding 1,500 cc",,35.00,35.00,2,,,,China
"870332 - - Of a cylinder capacity exceeding 1,500 cc but not exceeding 2,500 cc",,35.00,35.00,2,,,,China
"870333 - - Of a cylinder capacity exceeding 2,500 cc",,35.00,35.00,2,,,,China
"870340 - Other vehicles, with both spark-ignition internal combustion reciprocating piston engine and electric motor as motors for propulsion, other than those capable of being charged by plugging to external source of electric power",,35.00,35.00,1,,,,China
"870350 - Other vehicles, with both compression-ignition internal combustion piston engine (diesel or semi-diesel) and electric motor as motors for propulsion, other than those capable of being charged by plugging to external source of electric power",,35.00,35.00,1,,,,China
"870360 - Other vehicles, with both spark-ignition internal combustion reciprocating piston engine and electric motor as motors for propulsion, capable of being charged by plugging to external source of electric power",,35.00,35.00,1,,,,China
"870370 - Other vehicles, with both compression-ignition internal combustion piston engine (diesel or semi-diesel) and electric motor as motors for propulsion, capable of being charged by plugging to external source of electric power",,35.00,35.00,1,,,,China
"870380 - Other vehicles, with only electric motor for propulsion","471,798",35.00,35.00,1,,,,China
870390 - Other,"3,270",35.00,35.00,1,,,,China
870410 - Dumpers designed for off-highway use,,7.00,7.00,2,,,,China
870421 - - g.v.w. not exceeding 5 tonnes,"366,811",35.00,35.00,4,,,,China
870422 - - g.v.w. exceeding 5 tonnes but not exceeding 20 tonnes,,35.00,35.00,4,,,,China
870423 - - g.v.w. exceeding 20 tonnes,,35.00,35.00,4,,,,China
870431 - - g.v.w. not exceeding 5 tonnes,,35.00,35.00,4,,,,China
870432 - - g.v.w. exceeding 5 tonnes,,35.00,35.00,4,,,,China
870490 - Other,"500,970",35.00,35.00,1,,,,China
870510 - Crane lorries,"9,731,161",35.00,35.00,2,,,,China
870520 - Mobile drilling derricks,,35.00,35.00,1,,,,China
870530 - Fire fighting vehicles,,35.00,35.00,1,,,,China
870540 - Concrete-mixer lorries,,35.00,35.00,1,,,,China
870590 - Other,,18.50,18.50,2,,,,China
"870600 Chassis fitted with engines, for the motor vehicles of headings 87.01 to 87.05.",,28.00,28.00,3,,,,China
870710 - For the vehicles of heading 87.03,"34,909",35.00,35.00,1,,,,China
870790 - Other,"9,716,429",24.50,24.50,2,,,,China
870810 - Bumpers and parts thereof,"2,072,247",18.00,18.00,1,,,,China
870821 - - Safety seat belts,"891,969",18.00,18.00,1,,,,China
870829 - - Other,"57,256,841",14.73,14.73,11,,,,China
870830 - Brakes and servo-brakes; parts thereof,"36,879,820",16.67,16.67,3,,,,China
870840 - Gear boxes and parts thereof,"138,412,550",12.50,12.50,4,,,,China
"870850 - Drive-axles with differential, whether or not provided with other transmission components, and non-driving axles; parts thereof","51,188,133",13.00,13.00,6,,,,China
870870 - Road wheels and parts and accessories thereof,"62,403,029",16.00,16.00,2,,,,China
870880 - Suspension systems and parts thereof (including shock-absorbers),"43,239,761",18.00,18.00,1,,,,China
870891 - - Radiators and parts thereof,"11,778,929",18.00,18.00,1,,,,China
870892 - - Silencers (mufflers) and exhaust pipes; parts thereof,"8,164,072",18.00,18.00,1,,,,China
870893 - - Clutches and parts thereof,"12,524,733",18.00,18.00,1,,,,China
"870894 - - Steering wheels, steering columns and steering boxes; parts thereof","42,411,187",16.29,16.29,7,,,,China
870895 - - Safety airbags with inflater system; parts thereof,"17,723,020",10.00,10.00,4,,,,China
870899 - - Other,"83,022,312",9.00,9.00,2,,,,China
870911 - - Electrical,"913,850",14.00,14.00,1,,,,China
870919 - - Other,"293,283",14.00,14.00,1,,,,China
870990 - Parts,"250,816",14.00,14.00,1,,,,China
"871000 Tanks and other armoured fighting vehicles, motorised, whether or not fitted with weapons, and parts of such vehicles.",,0.00,0.00,1,,,,China
871110 - With reciprocating internal combustion piston engine of a cylinder capacity not exceeding 50 cc,"392,522",20.00,20.00,1,,,,China
871120 - With reciprocating internal combustion piston engine of a cylinder capacity exceeding 50 cc but not exceeding 250 cc,"630,239",20.00,20.00,3,,,,China
871130 - With reciprocating internal combustion piston engine of a cylinder capacity exceeding 250 cc but not exceeding 500 cc,,20.00,20.00,1,,,,China
871140 - With reciprocating internal combustion piston engine of a cylinder capacity exceeding 500 cc but not exceeding 800 cc,,20.00,20.00,1,,,,China
871150 - With reciprocating internal combustion piston engine of a cylinder capacity exceeding 800 cc,,20.00,20.00,1,,,,China
871160 - With electric motor for propulsion,"1,180,356",20.00,20.00,1,,,,China
871190 - Other,"625,941",20.00,20.00,1,,,,China
"871200 Bicycles and other cycles (including delivery tricycles), not motorised.","11,815,252",27.50,27.50,2,,,,China
871310 - Not mechanically propelled,"1,223,667",12.00,12.00,1,,,,China
871390 - Other,"259,081",2.00,2.00,1,,,,China
871410 - Of motorcycles (including mopeds),"109,277,416",16.00,16.00,1,,,,China
871420 - Of carriages for disabled persons,"2,101,557",10.00,10.00,1,,,,China
"871491 - - Frames and forks, and parts thereof","22,592,757",16.00,16.00,1,,,,China
871492 - - Wheel rims and spokes,"5,685,214",16.00,16.00,1,,,,China
"871493 - - Hubs, other than coaster braking hubs and hub brakes, and free-wheel sprocket-wheels","7,240,966",16.00,16.00,2,,,,China
"871494 - - Brakes, including coaster braking hubs and hub brakes, and parts thereof","13,533,650",16.00,16.00,2,,,,China
871495 - - Saddles,"3,185,170",16.00,16.00,1,,,,China
"871496 - - Pedals and crank-gear, and parts thereof","7,442,710",16.00,16.00,1,,,,China
871499 - - Other,"29,284,390",16.00,16.00,2,,,,China
871500 Baby carriages and parts thereof.,"16,569,836",20.00,20.00,1,,,,China
"871610 - Trailers and semi-trailers of the caravan type, for housing or camping",,20.00,20.00,1,,,,China
871620 - Self-loading or self-unloading trailers and semi-trailers for agricultural purposes,"35,457",14.00,14.00,1,,,,China
871631 - - Tanker trailers and tanker semi-trailers,,35.00,35.00,1,,,,China
871639 - - Other,"14,795",35.00,35.00,1,,,,China
871640 - Other trailers and semi-trailers,"13,430",35.00,35.00,1,,,,China
871680 - Other vehicles,"4,155,903",35.00,35.00,1,,,,China
871690 - Parts,"21,166,974",16.00,16.00,2,,,,China
,2016,"582,111,549",22.13,22.13,141,,,,China
870110 - Pedestrian controlled tractors,"1,037,055",14.00,14.00,1,,,,China
870120 - Road tractors for semi-trailers,,35.00,35.00,1,,,,China
870130 -Track-laying tractors,,14.00,14.00,1,,,,China
870190 - Other,"185,120",7.00,7.00,2,,,,China
870210 -With compression-ignition internal combustion piston engine (diesel or semi-diesel),"68,887",35.00,35.00,1,,,,China
870290 - Other,"743,568",35.00,35.00,2,,,,China
870310 -Vehicles specially designed for travelling on snow; golf cars and similar vehicles,"5,659",35.00,35.00,1,,,,China
"870321 -- Of a cylinder capacity not exceeding 1,000 cc","572,935",35.00,35.00,1,,,,China
"870322 -- Of a cylinder capacity exceeding 1,000 cc but not exceeding 1,500 cc","8,899,605",35.00,35.00,2,,,,China
"870323 -- Of a cylinder capacity exceeding 1,500 cc but not exceeding 3,000 cc","2,468,570",35.00,35.00,2,,,,China
"870324 -- Of a cylinder capacity exceeding 3,000 cc",,35.00,35.00,2,,,,China
"870331 -- Of a cylinder capacity not exceeding 1,500 cc",,35.00,35.00,2,,,,China
"870332 -- Of a cylinder capacity exceeding 1,500 cc but not exceeding 2,500 cc",,35.00,35.00,2,,,,China
"870333 -- Of a cylinder capacity exceeding 2,500 cc",,35.00,35.00,2,,,,China
870390 - Other,"339,876",35.00,35.00,1,,,,China
870410 - Dumpers designed for off-highway use,,7.00,7.00,2,,,,China
870421 -- g.v.w. not exceeding 5 tonnes,"6,012",35.00,35.00,4,,,,China
870422 -- g.v.w. exceeding 5 tonnes but not exceeding 20 tonnes,"24,026",35.00,35.00,4,,,,China
870423 -- g.v.w. exceeding 20 tonnes,,35.00,35.00,4,,,,China
870431 -- g.v.w. not exceeding 5 tonnes,,35.00,35.00,4,,,,China
870432 -- g.v.w. exceeding 5 tonnes,,35.00,35.00,4,,,,China
870490 - Other,"336,205",35.00,35.00,1,,,,China
870510 - Crane lorries,"11,099,409",17.50,17.50,2,,,,China
870520 -Mobile drilling derricks,,35.00,35.00,1,,,,China
870530 - Fire fighting vehicles,,35.00,35.00,1,,,,China
870540 - Concrete-mixer lorries,,35.00,35.00,1,,,,China
870590 - Other,,18.50,18.50,2,,,,China
"870600 Chassis fitted with engines, for the motor vehicles of headings 87.01 to 87.05.",,28.00,28.00,3,,,,China
870710 - For the vehicles of heading 87.03,,35.00,35.00,1,,,,China
870790 - Other,"3,958,913",24.50,24.50,2,,,,China
870810 - Bumpers and parts thereof,"1,460,430",18.00,18.00,1,,,,China
870821 -- Safety seat belts,"254,687",18.00,18.00,1,,,,China
870829 -- Other,"44,775,614",14.73,14.73,11,,,,China
870830 - Brakes and servo-brakes; parts thereof,"27,139,622",16.67,16.67,3,,,,China
870840 - Gear boxes and parts thereof,"69,878,608",12.50,12.50,4,,,,China
"870850 - Drive-axles with differential, whether or not provided with other transmission components, and non-driving axles; parts thereof","30,161,655",13.00,13.00,6,,,,China
870870 - Road wheels and parts and accessories thereof,"39,622,502",16.00,16.00,2,,,,China
870880 - Suspension systems and parts thereof (including shock- absorbers),"26,766,321",18.00,18.00,1,,,,China
870891 -- Radiators and parts thereof,"10,653,575",18.00,18.00,1,,,,China
870892 -- Silencers (mufflers) and exhaust pipes; parts thereof,"6,291,811",18.00,18.00,1,,,,China
870893 -- Clutches and parts thereof,"8,423,098",18.00,18.00,1,,,,China
"870894 -- Steering wheels, steering columns and steering boxes; parts thereof","36,965,620",16.29,16.29,7,,,,China
870895 -- Safety airbags with inflater system; parts thereof,"7,537,790",10.00,10.00,4,,,,China
870899 -- Other,"55,096,030",9.00,9.00,2,,,,China
870911 -- Electrical,"171,727",14.00,14.00,1,,,,China
870919 -- Other,"7,278",14.00,14.00,1,,,,China
870990 - Parts,"329,612",14.00,14.00,1,,,,China
"871000 Tanks and other armoured fighting vehicles, motorised, whether or not fitted with weapons, and parts of such vehicles.",,0.00,0.00,1,,,,China
871110 -With reciprocating internal combustion piston engine of a cylinder capacity not exceeding 50 cc,"1,069,236",20.00,20.00,1,,,,China
871120 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 50 cc but not exceeding 250 cc,"720,706",20.00,20.00,3,,,,China
871130 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 250 cc but not exceeding 500 cc,"1,308",20.00,20.00,1,,,,China
871140 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 500 cc but not exceeding 800 cc,,20.00,20.00,1,,,,China
871150 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 800 cc,,20.00,20.00,1,,,,China
871190 - Other,"1,572,015",20.00,20.00,1,,,,China
"871200 Bicycles and other cycles (including delivery tricycles), not motorised.","12,692,014",20.00,20.00,2,,,,China
871310 - Not mechanically propelled,"1,277,949",12.00,12.00,1,,,,China
871390 - Other,"693,973",2.00,2.00,1,,,,China
871410 - Of motorcycles (including mopeds),"67,151,489",16.00,16.00,1,,,,China
871420 - Of carriages for disabled persons,"1,939,018",10.00,10.00,1,,,,China
"871491 -- Frames and forks, and parts thereof","17,901,807",16.00,16.00,1,,,,China
871492 -- Wheel rims and spokes,"3,888,591",16.00,16.00,1,,,,China
"871493 -- Hubs, other than coaster braking hubs and hub brakes, and free- wheel sprocket-wheels","7,059,166",16.00,16.00,2,,,,China
"871494 -- Brakes, including coaster braking hubs and hub brakes, and parts thereof","10,010,119",16.00,16.00,2,,,,China
871495 -- Saddles,"2,327,014",16.00,16.00,1,,,,China
"871496 -- Pedals and crank-gear, and parts thereof","6,526,973",16.00,16.00,1,,,,China
871499 -- Other,"24,971,735",16.00,16.00,2,,,,China
871500 Baby carriages and parts thereof.,"12,475,780",20.00,20.00,1,,,,China
"871610 -Trailers and semi-trailers of the caravan type, for housing or camping",,20.00,20.00,1,,,,China
871620 - Self-loading or self-unloading trailers and semi-trailers for agricultural purposes,"33,656",14.00,14.00,1,,,,China
871631 -- Tanker trailers and tanker semi-trailers,,35.00,35.00,1,,,,China
871639 -- Other,"14,502",35.00,35.00,1,,,,China
871640 - Other trailers and semi-trailers,"5,178",35.00,35.00,1,,,,China
871680 - Other vehicles,"2,412,251",35.00,35.00,1,,,,China
871690 - Parts,"12,085,249",16.00,16.00,2,,,,China
,2015,"744,261,824",22.13,22.13,141,,,,China
870110 - Pedestrian controlled tractors,"2,309,174",14.00,14.00,1,,,,China
870120 - Road tractors for semi-trailers,,35.00,35.00,1,,,,China
870130 -Track-laying tractors,,14.00,14.00,1,,,,China
870190 - Other,"1,443,016",7.00,7.00,2,,,,China
870210 -With compression-ignition internal combustion piston engine (diesel or semi-diesel),,35.00,35.00,1,,,,China
870290 - Other,"2,065,669",35.00,35.00,2,,,,China
870310 -Vehicles specially designed for travelling on snow; golf cars and similar vehicles,"56,046",35.00,35.00,1,,,,China
"870321 -- Of a cylinder capacity not exceeding 1,000 cc","4,166,553",35.00,35.00,1,,,,China
"870322 -- Of a cylinder capacity exceeding 1,000 cc but not exceeding 1,500 cc","11,588,609",35.00,35.00,2,,,,China
"870323 -- Of a cylinder capacity exceeding 1,500 cc but not exceeding 3,000 cc","14,233,344",35.00,35.00,2,,,,China
"870324 -- Of a cylinder capacity exceeding 3,000 cc",,35.00,35.00,2,,,,China
"870331 -- Of a cylinder capacity not exceeding 1,500 cc",,35.00,35.00,2,,,,China
"870332 -- Of a cylinder capacity exceeding 1,500 cc but not exceeding 2,500 cc",,35.00,35.00,2,,,,China
"870333 -- Of a cylinder capacity exceeding 2,500 cc",,35.00,35.00,2,,,,China
870390 - Other,"217,502",35.00,35.00,1,,,,China
870410 - Dumpers designed for off-highway use,"278,872",7.00,7.00,2,,,,China
870421 -- g.v.w. not exceeding 5 tonnes,"31,696",35.00,35.00,4,,,,China
870422 -- g.v.w. exceeding 5 tonnes but not exceeding 20 tonnes,"1,412,424",35.00,35.00,4,,,,China
870423 -- g.v.w. exceeding 20 tonnes,,35.00,35.00,4,,,,China
870431 -- g.v.w. not exceeding 5 tonnes,"1,499,792",35.00,35.00,4,,,,China
870432 -- g.v.w. exceeding 5 tonnes,,35.00,35.00,4,,,,China
870490 - Other,"5,696",35.00,35.00,1,,,,China
870510 - Crane lorries,"14,758,963",17.50,17.50,2,,,,China
870520 -Mobile drilling derricks,,35.00,35.00,1,,,,China
870530 - Fire fighting vehicles,,35.00,35.00,1,,,,China
870540 - Concrete-mixer lorries,,35.00,35.00,1,,,,China
870590 - Other,,18.50,18.50,2,,,,China
"870600 Chassis fitted with engines, for the motor vehicles of headings 87.01 to 87.05.",,28.00,28.00,3,,,,China
870710 - For the vehicles of heading 87.03,,35.00,35.00,1,,,,China
870790 - Other,"11,495,126",24.50,24.50,2,,,,China
870810 - Bumpers and parts thereof,"3,296,099",18.00,18.00,1,,,,China
870821 -- Safety seat belts,"1,080,374",18.00,18.00,1,,,,China
870829 -- Other,"56,169,941",14.73,14.73,11,,,,China
870830 - Brakes and servo-brakes; parts thereof,"31,913,450",16.67,16.67,3,,,,China
870840 - Gear boxes and parts thereof,"14,470,636",12.50,12.50,4,,,,China
"870850 - Drive-axles with differential, whether or not provided with other transmission components, and non-driving axles; parts thereof","30,802,118",13.00,13.00,6,,,,China
870870 - Road wheels and parts and accessories thereof,"41,530,029",16.00,16.00,2,,,,China
870880 - Suspension systems and parts thereof (including shock- absorbers),"41,668,882",18.00,18.00,1,,,,China
870891 -- Radiators and parts thereof,"11,447,896",18.00,18.00,1,,,,China
870892 -- Silencers (mufflers) and exhaust pipes; parts thereof,"8,526,616",18.00,18.00,1,,,,China
870893 -- Clutches and parts thereof,"11,039,620",18.00,18.00,1,,,,China
"870894 -- Steering wheels, steering columns and steering boxes; parts thereof","59,091,294",16.29,16.29,7,,,,China
870895 -- Safety airbags with inflater system; parts thereof,"7,213,114",10.00,10.00,4,,,,China
870899 -- Other,"65,510,553",9.00,9.00,2,,,,China
870911 -- Electrical,"505,218",14.00,14.00,1,,,,China
870919 -- Other,"2,177,019",14.00,14.00,1,,,,China
870990 - Parts,"95,079",14.00,14.00,1,,,,China
"871000 Tanks and other armoured fighting vehicles, motorised, whether or not fitted with weapons, and parts of such vehicles.",,0.00,0.00,1,,,,China
871110 -With reciprocating internal combustion piston engine of a cylinder capacity not exceeding 50 cc,"27,810,962",20.00,20.00,1,,,,China
871120 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 50 cc but not exceeding 250 cc,"5,627,574",20.00,20.00,3,,,,China
871130 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 250 cc but not exceeding 500 cc,"27,656",20.00,20.00,1,,,,China
871140 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 500 cc but not exceeding 800 cc,"11,718",20.00,20.00,1,,,,China
871150 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 800 cc,"6,589",20.00,20.00,1,,,,China
871190 - Other,"2,153,288",20.00,20.00,1,,,,China
"871200 Bicycles and other cycles (including delivery tricycles), not motorised.","19,981,012",20.00,20.00,2,,,,China
871310 - Not mechanically propelled,"563,480",12.00,12.00,1,,,,China
871390 - Other,"289,377",2.00,2.00,1,,,,China
871410 - Of motorcycles (including mopeds),"97,228,173",16.00,16.00,1,,,,China
871420 - Of carriages for disabled persons,"3,869,232",10.00,10.00,1,,,,China
"871491 -- Frames and forks, and parts thereof","24,453,880",16.00,16.00,1,,,,China
871492 -- Wheel rims and spokes,"6,568,573",16.00,16.00,1,,,,China
"871493 -- Hubs, other than coaster braking hubs and hub brakes, and free- wheel sprocket-wheels","7,904,246",16.00,16.00,2,,,,China
"871494 -- Brakes, including coaster braking hubs and hub brakes, and parts thereof","13,005,098",16.00,16.00,2,,,,China
871495 -- Saddles,"3,168,421",16.00,16.00,1,,,,China
"871496 -- Pedals and crank-gear, and parts thereof","8,734,235",16.00,16.00,1,,,,China
871499 -- Other,"29,902,785",16.00,16.00,2,,,,China
871500 Baby carriages and parts thereof.,"17,078,223",20.00,20.00,1,,,,China
"871610 -Trailers and semi-trailers of the caravan type, for housing or camping",,20.00,20.00,1,,,,China
871620 - Self-loading or self-unloading trailers and semi-trailers for agricultural purposes,"69,980",14.00,14.00,1,,,,China
871631 -- Tanker trailers and tanker semi-trailers,,35.00,35.00,1,,,,China
871639 -- Other,"19,721",35.00,35.00,1,,,,China
871640 - Other trailers and semi-trailers,"37,077",35.00,35.00,1,,,,China
871680 - Other vehicles,"3,065,246",35.00,35.00,1,,,,China
871690 - Parts,"20,584,858",16.00,16.00,2,,,,China
,2014,"1,001,914,197",22.49,22.49,141,,,,China
870110 - Pedestrian controlled tractors,"2,366,132",14.00,14.00,1,,,,China
870120 - Road tractors for semi-trailers,"3,833,773",35.00,35.00,1,,,,China
870130 -Track-laying tractors,,14.00,14.00,1,,,,China
