Importer,Year,Value,Ad val. duties,Number of lines,European Union
,(US$),Simple average,MFN duties,Pref. duties,European Union
,MFN,Best,All items,Non ad val.,All items,Non ad val.,European Union
880330 - Other parts of aeroplanes or helicopters,"67,113,943",3.00,3.00,1,,,,European Union
880390 - Other,"2,735,928",35.00,35.00,1,,,,European Union
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto,"50,743",35.00,35.00,1,,,,European Union
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,"8,752,494",35.00,35.00,1,,,,European Union
880520 - Ground flying trainers and parts thereof,"555,044",35.00,35.00,1,,,,European Union
,2000,"41,498,464",16.00,16.00,15,,,,European Union
880110 - Gliders and hang gliders,,0.00,0.00,1,,,,European Union
880190 - Other,"2,327",38.50,38.50,1,,,,European Union
"880211 - - Of an unladen weight not exceeding 2,000 kg",,0.00,0.00,1,,,,European Union
"880212 - - Of an unladen weight exceeding 2,000 kg","5,244,870",0.00,0.00,1,,,,European Union
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,0.00,0.00,1,,,,European Union
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,0.00,0.00,1,,,,European Union
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,0.00,0.00,1,,,,European Union
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,38.50,38.50,1,,,,European Union
880310 - Propellers and rotors and parts thereof,"294,230",3.00,3.00,1,,,,European Union
880320 - Under-carriages and parts thereof,"411,489",3.00,3.00,1,,,,European Union
880330 - Other parts of aeroplanes or helicopters,"33,554,121",3.00,3.00,1,,,,European Union
880390 - Other,"1,898,542",38.50,38.50,1,,,,European Union
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto,"16,237",38.50,38.50,1,,,,European Union
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,"6,588",38.50,38.50,1,,,,European Union
880520 - Ground flying trainers and parts thereof,"70,060",38.50,38.50,1,,,,European Union
,1999,"40,858,058",16.60,16.60,15,,,,European Union
880110 - Gliders and hang gliders,,0.00,0.00,1,,,,European Union
880190 - Other,"16,804",40.00,40.00,1,,,,European Union
"880211 - - Of an unladen weight not exceeding 2,000 kg",,0.00,0.00,1,,,,European Union
"880212 - - Of an unladen weight exceeding 2,000 kg",,0.00,0.00,1,,,,European Union
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,0.00,0.00,1,,,,European Union
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,0.00,0.00,1,,,,European Union
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg","23,270,466",0.00,0.00,1,,,,European Union
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,40.00,40.00,1,,,,European Union
880310 - Propellers and rotors and parts thereof,549,3.00,3.00,1,,,,European Union
880320 - Under-carriages and parts thereof,"41,351",3.00,3.00,1,,,,European Union
880330 - Other parts of aeroplanes or helicopters,"16,776,480",3.00,3.00,1,,,,European Union
880390 - Other,"708,801",40.00,40.00,1,,,,European Union
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto,"27,497",40.00,40.00,1,,,,European Union
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,40.00,40.00,1,,,,European Union
880520 - Ground flying trainers and parts thereof,"16,112",40.00,40.00,1,,,,European Union
,1998,"66,282,198",18.60,18.60,15,,,,European Union
880110 - Gliders and hang gliders,,0.00,0.00,1,,,,European Union
880190 - Other,,45.00,45.00,1,,,,European Union
"880211 - - Of an unladen weight not exceeding 2,000 kg",,0.00,0.00,1,,,,European Union
"880212 - - Of an unladen weight exceeding 2,000 kg",,0.00,0.00,1,,,,European Union
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,0.00,0.00,1,,,,European Union
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg","5,712,358",0.00,0.00,1,,,,European Union
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg","34,121,558",0.00,0.00,1,,,,European Union
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,45.00,45.00,1,,,,European Union
880310 - Propellers and rotors and parts thereof,"1,668",3.00,3.00,1,,,,European Union
880320 - Under-carriages and parts thereof,"92,239",3.00,3.00,1,,,,European Union
880330 - Other parts of aeroplanes or helicopters,"25,293,217",3.00,3.00,1,,,,European Union
880390 - Other,"1,041,793",45.00,45.00,1,,,,European Union
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto,"4,016",45.00,45.00,1,,,,European Union
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,45.00,45.00,1,,,,European Union
880520 - Ground flying trainers and parts thereof,"15,348",45.00,45.00,1,,,,European Union
,1997,"99,215,599",18.60,18.60,15,,,,European Union
880110 - Gliders and hang gliders,"3,963",0.00,0.00,1,,,,European Union
880190 - Other,"20,753",45.00,45.00,1,,,,European Union
"880211 - - Of an unladen weight not exceeding 2,000 kg",,0.00,0.00,1,,,,European Union
"880212 - - Of an unladen weight exceeding 2,000 kg","4,163,376",0.00,0.00,1,,,,European Union
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg","336,133",0.00,0.00,1,,,,European Union
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,0.00,0.00,1,,,,European Union
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg","59,393,688",0.00,0.00,1,,,,European Union
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,45.00,45.00,1,,,,European Union
880310 - Propellers and rotors and parts thereof,"19,816",3.00,3.00,1,,,,European Union
880320 - Under-carriages and parts thereof,"144,611",3.00,3.00,1,,,,European Union
880330 - Other parts of aeroplanes or helicopters,"30,982,446",3.00,3.00,1,,,,European Union
880390 - Other,"4,121,808",45.00,45.00,1,,,,European Union
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto,"2,254",45.00,45.00,1,,,,European Union
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,45.00,45.00,1,,,,European Union
880520 - Ground flying trainers and parts thereof,"26,752",45.00,45.00,1,,,,European Union
,1996,"49,895,955",21.80,21.80,15,,,,European Union
880110 - Gliders and hang gliders,,0.00,0.00,1,,,,European Union
880190 - Other,,52.00,52.00,1,,,,European Union
"880211 - - Of an unladen weight not exceeding 2,000 kg",,0.00,0.00,1,,,,European Union
"880212 - - Of an unladen weight exceeding 2,000 kg",,0.00,0.00,1,,,,European Union
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,0.00,0.00,1,,,,European Union
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,0.00,0.00,1,,,,European Union
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg","33,702,890",0.00,0.00,1,,,,European Union
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,52.00,52.00,1,,,,European Union
880310 - Propellers and rotors and parts thereof,"57,858",5.00,5.00,1,,,,European Union
880320 - Under-carriages and parts thereof,"6,661",5.00,5.00,1,,,,European Union
880330 - Other parts of aeroplanes or helicopters,"14,067,877",5.00,5.00,1,,,,European Union
880390 - Other,"1,543,144",52.00,52.00,1,,,,European Union
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto,,52.00,52.00,1,,,,European Union
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,52.00,52.00,1,,,,European Union
880520 - Ground flying trainers and parts thereof,"517,525",52.00,52.00,1,,,,European Union
