Importer,Year,Value,Ad val. duties,Number of lines,European Union
,(US$),Simple average,MFN duties,Pref. duties,European Union
,MFN,Best,All items,Non ad val.,All items,Non ad val.,European Union
880529 -- Other,"4,719,256",10.00,10.00,1,,,,European Union
,2015,"1,712,238,491",7.83,7.83,20,,,,European Union
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.","135,723",10.00,10.00,3,,,,European Union
"880211 -- Of an unladen weight not exceeding 2,000 kg","32,465,287",10.00,10.00,1,,,,European Union
"880212 -- Of an unladen weight exceeding 2,000 kg","17,590,122",10.00,10.00,1,,,,European Union
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg","1,017,143",3.00,3.00,1,,,,European Union
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg","1,194,426,378",3.00,3.00,1,,,,European Union
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,3.00,3.00,1,,,,European Union
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,"79,880,067",10.00,10.00,1,,,,European Union
880310 - Propellers and rotors and parts thereof,"1,592,924",2.50,2.50,1,,,,European Union
880320 - Under-carriages and parts thereof,"412,479",2.50,2.50,1,,,,European Union
880330 - Other parts of aeroplanes or helicopters,"329,865,260",2.50,2.50,1,,,,European Union
880390 - Other,"52,409,854",10.00,10.00,1,,,,European Union
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"332,681",10.00,10.00,2,,,,European Union
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,"109,890",10.00,10.00,3,,,,European Union
880521 -- Air combat simulators and parts thereof,"23,911",10.00,10.00,1,,,,European Union
880529 -- Other,"1,976,772",10.00,10.00,1,,,,European Union
,2014,"1,807,127,253",7.83,7.83,20,,,,European Union
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.","504,215",10.00,10.00,3,,,,European Union
"880211 -- Of an unladen weight not exceeding 2,000 kg","2,398,785",10.00,10.00,1,,,,European Union
"880212 -- Of an unladen weight exceeding 2,000 kg","21,591,794",10.00,10.00,1,,,,European Union
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg","1,988,844",3.00,3.00,1,,,,European Union
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg","83,058,256",3.00,3.00,1,,,,European Union
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg","1,200,452,751",3.00,3.00,1,,,,European Union
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,"149,742,517",10.00,10.00,1,,,,European Union
880310 - Propellers and rotors and parts thereof,"278,115",2.50,2.50,1,,,,European Union
880320 - Under-carriages and parts thereof,"396,685",2.50,2.50,1,,,,European Union
880330 - Other parts of aeroplanes or helicopters,"313,707,938",2.50,2.50,1,,,,European Union
880390 - Other,"30,142,543",10.00,10.00,1,,,,European Union
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"227,378",10.00,10.00,2,,,,European Union
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,"208,159",10.00,10.00,3,,,,European Union
880521 -- Air combat simulators and parts thereof,"2,695",10.00,10.00,1,,,,European Union
880529 -- Other,"2,426,578",10.00,10.00,1,,,,European Union
,2013,"1,549,036,438",7.83,7.83,20,,,,European Union
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.","405,735",10.00,10.00,3,,,,European Union
"880211 -- Of an unladen weight not exceeding 2,000 kg","16,573,037",10.00,10.00,1,,,,European Union
"880212 -- Of an unladen weight exceeding 2,000 kg","31,804,679",10.00,10.00,1,,,,European Union
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg","8,113,775",3.00,3.00,1,,,,European Union
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg","46,401,118",3.00,3.00,1,,,,European Union
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg","1,147,836,361",3.00,3.00,1,,,,European Union
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,10.00,10.00,1,,,,European Union
880310 - Propellers and rotors and parts thereof,"528,567",2.50,2.50,1,,,,European Union
880320 - Under-carriages and parts thereof,"243,343",2.50,2.50,1,,,,European Union
880330 - Other parts of aeroplanes or helicopters,"272,915,316",2.50,2.50,1,,,,European Union
880390 - Other,"19,328,165",10.00,10.00,1,,,,European Union
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"594,774",10.00,10.00,2,,,,European Union
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,"236,391",10.00,10.00,3,,,,European Union
880521 -- Air combat simulators and parts thereof,"1,221,460",10.00,10.00,1,,,,European Union
880529 -- Other,"2,833,717",10.00,10.00,1,,,,European Union
,2012,"2,265,610,277",7.83,7.83,20,,,,European Union
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.","88,539",10.00,10.00,3,,,,European Union
"880211 -- Of an unladen weight not exceeding 2,000 kg","4,981,667",10.00,10.00,1,,,,European Union
"880212 -- Of an unladen weight exceeding 2,000 kg","6,682,867",10.00,10.00,1,,,,European Union
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg","6,736,176",3.00,3.00,1,,,,European Union
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg","1,531,035,656",3.00,3.00,1,,,,European Union
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg","114,251,232",3.00,3.00,1,,,,European Union
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,"188,394,732",10.00,10.00,1,,,,European Union
880310 - Propellers and rotors and parts thereof,"127,826",2.50,2.50,1,,,,European Union
880320 - Under-carriages and parts thereof,"1,452,258",2.50,2.50,1,,,,European Union
880330 - Other parts of aeroplanes or helicopters,"377,455,982",2.50,2.50,1,,,,European Union
880390 - Other,"23,926,799",10.00,10.00,1,,,,European Union
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"306,196",10.00,10.00,2,,,,European Union
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,"326,511",10.00,10.00,3,,,,European Union
880521 -- Air combat simulators and parts thereof,"151,024",10.00,10.00,1,,,,European Union
880529 -- Other,"9,692,812",10.00,10.00,1,,,,European Union
,2011,"1,755,693,567",7.90,7.90,20,,,,European Union
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.","1,038,256",10.00,10.00,3,,,,European Union
"880211 -- Of an unladen weight not exceeding 2,000 kg","5,390,430",10.00,10.00,1,,,,European Union
"880212 -- Of an unladen weight exceeding 2,000 kg","136,266,348",10.00,10.00,1,,,,European Union
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg","72,711,188",3.00,3.00,1,,,,European Union
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg","1,120,031,113",3.00,3.00,1,,,,European Union
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,3.00,3.00,1,,,,European Union
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,"49,401",10.00,10.00,1,,,,European Union
880310 - Propellers and rotors and parts thereof,"355,815",3.00,3.00,1,,,,European Union
880320 - Under-carriages and parts thereof,"628,048",3.00,3.00,1,,,,European Union
880330 - Other parts of aeroplanes or helicopters,"371,908,094",3.00,3.00,1,,,,European Union
880390 - Other,"35,800,456",10.00,10.00,1,,,,European Union
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"141,857",10.00,10.00,2,,,,European Union
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,10.00,10.00,3,,,,European Union
880521 -- Air combat simulators and parts thereof,"10,829,400",10.00,10.00,1,,,,European Union
880529 -- Other,"543,161",10.00,10.00,1,,,,European Union
,2010,"1,468,396,107",7.90,7.90,20,,,,European Union
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.","439,647",10.00,10.00,3,,,,European Union
"880211 -- Of an unladen weight not exceeding 2,000 kg","45,418,592",10.00,10.00,1,,,,European Union
"880212 -- Of an unladen weight exceeding 2,000 kg","183,307,930",10.00,10.00,1,,,,European Union
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg","19,919,245",3.00,3.00,1,,,,European Union
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg","588,566,741",3.00,3.00,1,,,,European Union
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg","302,723,405",3.00,3.00,1,,,,European Union
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,"19,240,807",10.00,10.00,1,,,,European Union
880310 - Propellers and rotors and parts thereof,"113,754",3.00,3.00,1,,,,European Union
880320 - Under-carriages and parts thereof,"223,885",3.00,3.00,1,,,,European Union
880330 - Other parts of aeroplanes or helicopters,"287,472,297",3.00,3.00,1,,,,European Union
880390 - Other,"17,213,361",10.00,10.00,1,,,,European Union
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"1,297,197",10.00,10.00,2,,,,European Union
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,"857,245",10.00,10.00,3,,,,European Union
880521 -- Air combat simulators and parts thereof,"1,038,460",10.00,10.00,1,,,,European Union
880529 -- Other,"563,543",10.00,10.00,1,,,,European Union
,2009,"2,201,671,952",7.90,7.90,20,,,,European Union
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.","87,497",10.00,10.00,3,,,,European Union
"880211 -- Of an unladen weight not exceeding 2,000 kg","2,934,133",10.00,10.00,1,,,,European Union
"880212 -- Of an unladen weight exceeding 2,000 kg","115,069,991",10.00,10.00,1,,,,European Union
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg","524,763",3.00,3.00,1,,,,European Union
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg","1,537,216,920",3.00,3.00,1,,,,European Union
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg","204,103,369",3.00,3.00,1,,,,European Union
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,"1,055,404",10.00,10.00,1,,,,European Union
880310 - Propellers and rotors and parts thereof,"124,082",3.00,3.00,1,,,,European Union
880320 - Under-carriages and parts thereof,"144,628",3.00,3.00,1,,,,European Union
880330 - Other parts of aeroplanes or helicopters,"251,983,251",3.00,3.00,1,,,,European Union
880390 - Other,"74,154,861",10.00,10.00,1,,,,European Union
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"167,761",10.00,10.00,2,,,,European Union
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,10.00,10.00,3,,,,European Union
880521 -- Air combat simulators and parts thereof,"13,882,101",10.00,10.00,1,,,,European Union
880529 -- Other,"223,192",10.00,10.00,1,,,,European Union
,2008,"3,348,756,668",6.45,6.45,20,,,,European Union
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.","439,667",8.33,8.33,3,,,,European Union
"880211 -- Of an unladen weight not exceeding 2,000 kg",,3.00,3.00,1,,,,European Union
"880212 -- Of an unladen weight exceeding 2,000 kg","15,805,993",3.00,3.00,1,,,,European Union
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg","173,963,416",3.00,3.00,1,,,,European Union
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg","2,876,647,741",3.00,3.00,1,,,,European Union
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,3.00,3.00,1,,,,European Union
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,"8,914,173",10.00,10.00,1,,,,European Union
880310 - Propellers and rotors and parts thereof,"1,104,058",3.00,3.00,1,,,,European Union
880320 - Under-carriages and parts thereof,"287,346",3.00,3.00,1,,,,European Union
880330 - Other parts of aeroplanes or helicopters,"252,517,692",3.00,3.00,1,,,,European Union
880390 - Other,"17,150,249",10.00,10.00,1,,,,European Union
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"353,616",10.00,10.00,2,,,,European Union
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,"8,012",10.00,10.00,3,,,,European Union
880521 -- Air combat simulators and parts thereof,"943,218",5.00,5.00,1,,,,European Union
880529 -- Other,"621,487",5.00,5.00,1,,,,European Union
,2007,"4,263,882,996",7.90,7.90,20,,,,European Union
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.","154,752",10.00,10.00,3,,,,European Union
"880211 -- Of an unladen weight not exceeding 2,000 kg","6,624,301",10.00,10.00,1,,,,European Union
"880212 -- Of an unladen weight exceeding 2,000 kg","29,793,455",10.00,10.00,1,,,,European Union
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg","392,267,969",3.00,3.00,1,,,,European Union
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg","3,282,516,516",3.00,3.00,1,,,,European Union
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg","207,690,561",3.00,3.00,1,,,,European Union
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,10.00,10.00,1,,,,European Union
880310 - Propellers and rotors and parts thereof,"1,813,098",3.00,3.00,1,,,,European Union
880320 - Under-carriages and parts thereof,"855,423",3.00,3.00,1,,,,European Union
880330 - Other parts of aeroplanes or helicopters,"290,736,717",3.00,3.00,1,,,,European Union
880390 - Other,"50,974,398",10.00,10.00,1,,,,European Union
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"140,275",10.00,10.00,2,,,,European Union
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,"8,276",10.00,10.00,3,,,,European Union
880521 -- Air combat simulators and parts thereof,"62,122",10.00,10.00,1,,,,European Union
880529 -- Other,"245,134",10.00,10.00,1,,,,European Union
,2006,"2,561,411,611",9.65,9.65,20,,,,European Union
880110 - Gliders and hang gliders,"14,067",12.50,12.50,1,,,,European Union
880190 - Other,"23,294",12.50,12.50,2,,,,European Union
"880211 -- Of an unladen weight not exceeding 2,000 kg",,12.50,12.50,1,,,,European Union
"880212 -- Of an unladen weight exceeding 2,000 kg","12,378,171",12.50,12.50,1,,,,European Union
"880220 - Airplanes and other aircraft, of an unladen weight not exceeding 2,000 kg","75,829,979",3.00,3.00,1,,,,European Union
"880230 - Airplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg","340,754,030",3.00,3.00,1,,,,European Union
"880240 - Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg","1,792,738,672",3.00,3.00,1,,,,European Union
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,12.50,12.50,1,,,,European Union
880310 - Propellers and rotors and parts thereof,"837,166",3.00,3.00,1,,,,European Union
880320 - Under-carriages and parts thereof,"352,452",3.00,3.00,1,,,,European Union
880330 - Other parts of airplanes or helicopters,"328,721,537",3.00,3.00,1,,,,European Union
880390 - Other,"8,959,120",12.50,12.50,1,,,,European Union
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"103,857",12.50,12.50,2,,,,European Union
880510 - Aircraft launching gear and parts thereof; deck- Arrestor or similar gear and parts thereof,,12.50,12.50,3,,,,European Union
880521 -- Air combat simulators and parts thereof,"334,963",12.50,12.50,1,,,,European Union
880529 -- Other,"364,301",12.50,12.50,1,,,,European Union
,2005,"2,801,895,195",11.40,11.40,20,,,,European Union
880110 - Gliders and hang gliders,660,15.00,15.00,1,,,,European Union
880190 - Other,"1,162,105",15.00,15.00,2,,,,European Union
"880211 -- Of an unladen weight not exceeding 2,000 kg","5,413,880",15.00,15.00,1,,,,European Union
"880212 -- Of an unladen weight exceeding 2,000 kg","7,318,344",15.00,15.00,1,,,,European Union
"880220 - Airplanes and other aircraft, of an unladen weight not exceeding 2,000 kg","460,311",3.00,3.00,1,,,,European Union
"880230 - Airplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg","2,561,381,783",3.00,3.00,1,,,,European Union
"880240 - Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,3.00,3.00,1,,,,European Union
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,15.00,15.00,1,,,,European Union
880310 - Propellers and rotors and parts thereof,"332,276",3.00,3.00,1,,,,European Union
880320 - Under-carriages and parts thereof,"271,879",3.00,3.00,1,,,,European Union
880330 - Other parts of airplanes or helicopters,"214,384,802",3.00,3.00,1,,,,European Union
880390 - Other,"10,928,424",15.00,15.00,1,,,,European Union
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"61,366",15.00,15.00,2,,,,European Union
880510 - Aircraft launching gear and parts thereof; deck- Arrestor or similar gear and parts thereof,,15.00,15.00,3,,,,European Union
880521 -- Air combat simulators and parts thereof,"51,689",15.00,15.00,1,,,,European Union
880529 -- Other,"127,675",15.00,15.00,1,,,,European Union
,2004,"753,055,450",14.90,14.90,20,,,,European Union
880110 - Gliders and hang gliders,,20.00,20.00,1,,,,European Union
880190 - Other,,20.00,20.00,2,,,,European Union
"880211 -- Of an unladen weight not exceeding 2,000 kg","4,760,905",20.00,20.00,1,,,,European Union
"880212 -- Of an unladen weight exceeding 2,000 kg","9,368,775",20.00,20.00,1,,,,European Union
"880220 - Airplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.00,3.00,1,,,,European Union
"880230 - Airplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg","39,590,108",3.00,3.00,1,,,,European Union
"880240 - Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg","535,753,093",3.00,3.00,1,,,,European Union
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,20.00,20.00,1,,,,European Union
880310 - Propellers and rotors and parts thereof,"136,887",3.00,3.00,1,,,,European Union
880320 - Under-carriages and parts thereof,"146,881",3.00,3.00,1,,,,European Union
880330 - Other parts of airplanes or helicopters,"151,780,174",3.00,3.00,1,,,,European Union
880390 - Other,"10,321,794",20.00,20.00,1,,,,European Union
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"89,774",20.00,20.00,2,,,,European Union
880510 - Aircraft launching gear and parts thereof; deck- Arrestor or similar gear and parts thereof,"110,031",20.00,20.00,3,,,,European Union
880521 -- Air combat simulators and parts thereof,"628,080",20.00,20.00,1,,,,European Union
880529 -- Other,"368,949",20.00,20.00,1,,,,European Union
,2003,"396,014,284",18.40,18.40,20,,,,European Union
880110 - Gliders and hang gliders,"1,886",25.00,25.00,1,,,,European Union
880190 - Other,"10,062",25.00,25.00,2,,,,European Union
"880211 -- Of an unladen weight not exceeding 2,000 kg","199,687,016",25.00,25.00,1,,,,European Union
"880212 -- Of an unladen weight exceeding 2,000 kg",,25.00,25.00,1,,,,European Union
"880220 - Airplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.00,3.00,1,,,,European Union
"880230 - Airplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,3.00,3.00,1,,,,European Union
"880240 - Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg","32,337,270",3.00,3.00,1,,,,European Union
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,25.00,25.00,1,,,,European Union
880310 - Propellers and rotors and parts thereof,"1,437,692",3.00,3.00,1,,,,European Union
880320 - Under-carriages and parts thereof,"166,163",3.00,3.00,1,,,,European Union
880330 - Other parts of airplanes or helicopters,"156,305,203",3.00,3.00,1,,,,European Union
880390 - Other,"5,929,745",25.00,25.00,1,,,,European Union
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"68,080",25.00,25.00,2,,,,European Union
880510 - Aircraft launching gear and parts thereof; deck- Arrestor or similar gear and parts thereof,"24,502",25.00,25.00,3,,,,European Union
880521 -- Air combat simulators and parts thereof,"22,182",25.00,25.00,1,,,,European Union
880529 -- Other,"24,484",25.00,25.00,1,,,,European Union
,2002,"417,350,166",18.94,18.94,16,,,,European Union
880110 - Gliders and hang gliders,,25.00,25.00,1,,,,European Union
880190 - Other,,30.00,30.00,1,,,,European Union
"880211 -- Of an unladen weight not exceeding 2,000 kg","5,878,352",25.00,25.00,1,,,,European Union
"880212 -- Of an unladen weight exceeding 2,000 kg","5,612,951",25.00,25.00,1,,,,European Union
"880220 - Airplanes and other aircraft, of an unladen weight not exceeding 2,000 kg","30,430,243",3.00,3.00,1,,,,European Union
"880230 - Airplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg","240,211,272",3.00,3.00,1,,,,European Union
"880240 - Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,3.00,3.00,1,,,,European Union
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,30.00,30.00,1,,,,European Union
880310 - Propellers and rotors and parts thereof,"21,458",3.00,3.00,1,,,,European Union
880320 - Under-carriages and parts thereof,"219,988",3.00,3.00,1,,,,European Union
880330 - Other parts of airplanes or helicopters,"127,159,415",3.00,3.00,1,,,,European Union
880390 - Other,"6,036,510",30.00,30.00,1,,,,European Union
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"29,660",30.00,30.00,1,,,,European Union
880510 - Aircraft launching gear and parts thereof; deck- Arrestor or similar gear and parts thereof,"22,006",30.00,30.00,1,,,,European Union
880521 -- Air combat simulators and parts thereof,"864,156",30.00,30.00,1,,,,European Union
880529 -- Other,"864,156",30.00,30.00,1,,,,European Union
,2001,"157,142,892",15.80,15.80,15,,,,European Union
880110 - Gliders and hang gliders,,3.00,3.00,1,,,,European Union
880190 - Other,,35.00,35.00,1,,,,European Union
"880211 - - Of an unladen weight not exceeding 2,000 kg",,3.00,3.00,1,,,,European Union
"880212 - - Of an unladen weight exceeding 2,000 kg",,3.00,3.00,1,,,,European Union
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.00,3.00,1,,,,European Union
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,3.00,3.00,1,,,,European Union
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg","77,472,132",3.00,3.00,1,,,,European Union
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,35.00,35.00,1,,,,European Union
880310 - Propellers and rotors and parts thereof,"53,654",3.00,3.00,1,,,,European Union
880320 - Under-carriages and parts thereof,"408,955",3.00,3.00,1,,,,European Union
