Importer,Year,Value,Ad val. duties,Number of lines,Viet Nam
,(US$),Simple average,MFN duties,Pref. duties,Viet Nam
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Viet Nam
391910 - In rolls of a width not exceeding 20 cm,,6.35,0.00,4,,4,,Viet Nam
391990 - Other,,3.25,0.00,2,,1,,Viet Nam
392010 - Of polymers of ethylene,,4.64,2.14,7,,5,,Viet Nam
392020 - Of polymers of propylene,,6.50,3.00,3,,3,,Viet Nam
392030 - Of polymers of styrene,,6.50,3.00,1,,1,,Viet Nam
392043 - - Containing by weight not less than 6 % of plasticisers,,6.50,3.00,2,,2,,Viet Nam
392049 - - Other,,6.50,3.00,2,,2,,Viet Nam
392051 - - Of poly(methyl methacrylate),,6.50,3.00,1,,1,,Viet Nam
392059 - - Other,,3.25,1.50,2,,1,,Viet Nam
392061 - - Of polycarbonates,,6.50,3.00,1,,1,,Viet Nam
392062 - - Of poly(ethylene terephthalate),,4.33,2.00,3,,2,,Viet Nam
392063 - - Of unsaturated polyesters,,6.50,3.00,1,,1,,Viet Nam
392069 - - Of other polyesters,,6.50,3.00,1,,1,,Viet Nam
392071 - - Of regenerated cellulose,,6.50,3.00,1,,1,,Viet Nam
392073 - - Of cellulose acetate,,6.40,2.90,2,,2,,Viet Nam
392079 - - Of other cellulose derivatives,,6.10,2.60,2,,2,,Viet Nam
392091 - - Of poly(vinyl butyral),,6.10,2.60,1,,1,,Viet Nam
392092 - - Of polyamides,,6.50,3.00,1,,1,,Viet Nam
392093 - - Of amino-resins,,6.50,3.00,1,,1,,Viet Nam
392094 - - Of phenolic resins,,6.50,3.00,1,,1,,Viet Nam
392099 - - Of other plastics,,3.25,1.50,6,,3,,Viet Nam
392111 - - Of polymers of styrene,,6.50,0.00,1,,1,,Viet Nam
392112 - - Of polymers of vinyl chloride,,6.50,0.00,1,,1,,Viet Nam
392113 - - Of polyurethanes,,6.50,0.00,2,,2,,Viet Nam
392114 - - Of regenerated cellulose,,6.50,0.00,1,,1,,Viet Nam
392119 - - Of other plastics,,6.50,0.00,1,,1,,Viet Nam
392190 - Other,,6.50,0.38,8,,8,,Viet Nam
"392210 - Baths, shower-baths, sinks and wash-basins",,6.50,0.00,1,,1,,Viet Nam
392220 - Lavatory seats and covers,,6.50,0.00,1,,1,,Viet Nam
392290 - Other,,6.50,0.00,1,,1,,Viet Nam
"392310 - Boxes, cases, crates and similar articles",,3.25,0.00,2,,1,,Viet Nam
392321 - - Of polymers of ethylene,,6.50,3.00,1,,1,,Viet Nam
392329 - - Of other plastics,,6.50,0.00,2,,2,,Viet Nam
"392330 - Carboys, bottles, flasks and similar articles",,6.50,0.00,2,,2,,Viet Nam
"392340 - Spools, cops, bobbins and similar supports",,5.90,0.00,2,,2,,Viet Nam
"392350 - Stoppers, lids, caps and other closures",,6.50,0.00,2,,2,,Viet Nam
392390 - Other,,6.50,0.00,1,,1,,Viet Nam
392410 - Tableware and kitchenware,,6.50,0.00,1,,1,,Viet Nam
392490 - Other,,6.50,0.00,1,,1,,Viet Nam
"392510 - Reservoirs, tanks, vats and similar containers, of a capacity exceeding 300 l",,6.50,0.00,1,,1,,Viet Nam
"392520 - Doors, windows and their frames and thresholds for doors",,6.50,0.00,1,,1,,Viet Nam
"392530 - Shutters, blinds (including Venetian blinds) and similar articles and parts thereof",,6.50,0.00,1,,1,,Viet Nam
392590 - Other,,6.50,0.00,3,,3,,Viet Nam
392610 - Office or school supplies,,6.50,0.00,1,,1,,Viet Nam
"392620 - Articles of apparel and clothing accessories (including gloves, mittens and mitts)",,6.50,0.00,1,,1,,Viet Nam
"392630 - Fittings for furniture, coachwork or the like",,6.50,0.00,1,,1,,Viet Nam
392640 - Statuettes and other ornamental articles,,6.50,0.00,1,,1,,Viet Nam
392690 - Other,,6.50,0.00,3,,3,,Viet Nam
,2017,"747,834,304",5.49,0.90,210,,179,,Viet Nam
390110 - Polyethylene having a specific gravity of less than 0.94,"1,159,728",6.50,3.00,2,,2,,Viet Nam
390120 - Polyethylene having a specific gravity of 0.94 or more,"547,927",3.25,1.50,2,,1,,Viet Nam
390130 - Ethylene-vinyl acetate copolymers,"18,705",6.50,3.00,1,,1,,Viet Nam
"390140 - Ethylene-alpha-olefin copolymers, having a specific gravity of less than 0.94","1,275",6.50,3.00,1,,1,,Viet Nam
390190 - Other,"6,254",3.25,1.50,2,,1,,Viet Nam
390210 - Polypropylene,"49,481",6.50,3.00,1,,1,,Viet Nam
390220 - Polyisobutylene,"1,809",6.50,3.00,1,,1,,Viet Nam
390230 - Propylene copolymers,622,6.50,3.00,1,,1,,Viet Nam
390290 - Other,"1,335",2.17,1.00,3,,1,,Viet Nam
390311 - - Expansible,"28,108",6.50,3.00,1,,1,,Viet Nam
390319 - - Other,30,6.50,0.00,1,,1,,Viet Nam
390320 - Styrene-acrylonitrile (SAN) copolymers,3,6.50,3.00,1,,1,,Viet Nam
390330 - Acrylonitrile-butadiene-styrene (ABS) copolymers,"1,750",6.50,3.00,1,,1,,Viet Nam
390390 - Other,"44,296",2.17,1.00,3,,1,,Viet Nam
"390410 - Poly(vinyl chloride), not mixed with any other substances","1,739",6.50,3.00,1,,1,,Viet Nam
390421 - - Non-plasticised,"112,611",6.50,3.00,1,,1,,Viet Nam
390422 - - Plasticised,"44,560",6.50,3.00,1,,1,,Viet Nam
390430 - Vinyl chloride-vinyl acetate copolymers,,6.50,3.00,1,,1,,Viet Nam
390440 - Other vinyl chloride copolymers,"583,705",6.50,3.00,1,,1,,Viet Nam
390450 - Vinylidene chloride polymers,"1,361",3.25,1.50,2,,1,,Viet Nam
390461 - - Polytetrafluoroethylene,25,6.50,3.00,1,,1,,Viet Nam
390469 - - Other,548,4.33,2.00,3,,2,,Viet Nam
390490 - Other,5,6.50,3.00,1,,1,,Viet Nam
390512 - - In aqueous dispersion,"2,569",6.50,0.00,1,,1,,Viet Nam
390519 - - Other,193,6.50,0.00,1,,1,,Viet Nam
390521 - - In aqueous dispersion,,6.50,0.00,1,,1,,Viet Nam
390529 - - Other,2,6.50,0.00,1,,1,,Viet Nam
"390530 - Poly(vinyl alcohol), whether or not containing unhydrolysed acetate groups",72,6.50,0.00,1,,1,,Viet Nam
390591 - - Copolymers,66,6.50,0.00,1,,1,,Viet Nam
390599 - - Other,"2,152",3.25,0.00,2,,1,,Viet Nam
390610 - Poly(methyl methacrylate),321,6.50,2.90,1,,1,,Viet Nam
390690 - Other,"18,460",0.93,0.00,7,,1,,Viet Nam
390710 - Polyacetals,"5,070",6.50,2.20,1,,1,,Viet Nam
390720 - Other polyethers,"2,488",4.88,0.00,4,,3,,Viet Nam
390730 - Epoxide resins,297,6.50,0.00,1,,1,,Viet Nam
390740 - Polycarbonates,"2,970",6.50,0.00,1,,1,,Viet Nam
390750 - Alkyd resins,1,6.50,0.00,1,,1,,Viet Nam
390761 - - Having a viscosity number of 78 ml/g or higher,"6,137,339",6.50,0.00,1,,1,,Viet Nam
390769 - - Other,"1,808",6.50,3.00,1,,1,,Viet Nam
390770 - Poly(lactic acid),951,0.00,0.00,1,,,,Viet Nam
390791 - - Unsaturated,"1,495",6.50,0.00,2,,2,,Viet Nam
390799 - - Other,"12,236",3.80,1.47,3,,2,,Viet Nam
"390810 - Polyamide-6, -11, -12, -6,6, -6,9, -6,10 or -6,12","322,081",6.50,2.20,1,,1,,Viet Nam
390890 - Other,542,6.50,2.20,1,,1,,Viet Nam
390910 - Urea resins; thiourea resins,366,6.50,0.00,1,,1,,Viet Nam
390920 - Melamine resins,,6.50,0.00,1,,1,,Viet Nam
"390931 - - Poly(methylene phenyl isocyanate) (crude MDI, polymeric MDI)",451,6.50,0.00,1,,1,,Viet Nam
390939 - - Other,166,6.50,0.00,1,,1,,Viet Nam
390940 - Phenolic resins,"457,453",6.50,0.00,1,,1,,Viet Nam
390950 - Polyurethanes,"1,908",3.25,0.00,2,,1,,Viet Nam
391000 Silicones in primary forms.,"1,843,481",6.50,0.00,1,,1,,Viet Nam
"391110 - Petroleum resins, coumarone, indene or coumarone-indene resins and polyterpenes",725,6.50,0.00,1,,1,,Viet Nam
391190 - Other,"1,259",3.30,0.00,5,,3,,Viet Nam
391211 - - Non-plasticised,219,6.50,0.00,1,,1,,Viet Nam
391212 - - Plasticised,,6.50,0.00,1,,1,,Viet Nam
391220 - Cellulose nitrates (including collodions),38,6.33,0.00,3,,3,,Viet Nam
391231 - - Carboxymethylcellulose and its salts,"45,987",6.50,0.00,1,,1,,Viet Nam
391239 - - Other,403,3.25,0.00,2,,1,,Viet Nam
391290 - Other,"1,626",6.45,0.00,2,,2,,Viet Nam
"391310 - Alginic acid, its salts and esters",29,5.00,0.00,1,,1,,Viet Nam
391390 - Other,"3,529",6.50,0.00,1,,1,,Viet Nam
"391400 Ion-exchangers based on polymers of headings 39.01 to 39.13, in primary forms.",52,6.50,0.00,1,,1,,Viet Nam
391510 - Of polymers of ethylene,,6.50,0.00,1,,1,,Viet Nam
391520 - Of polymers of styrene,,6.50,0.00,1,,1,,Viet Nam
391530 - Of polymers of vinyl chloride,,6.50,0.00,1,,1,,Viet Nam
391590 - Of other plastics,5,6.50,0.00,2,,2,,Viet Nam
391610 - Of polymers of ethylene,,6.50,0.00,1,,1,,Viet Nam
391620 - Of polymers of vinyl chloride,"801,430",6.50,0.00,1,,1,,Viet Nam
391690 - Of other plastics,"712,194",6.50,0.00,3,,3,,Viet Nam
391710 - Artificial guts (sausage casings) of hardened protein or of cellulosic materials,"1,173",5.90,0.00,2,,2,,Viet Nam
391721 - - Of polymers of ethylene,187,6.50,0.00,2,,2,,Viet Nam
391722 - - Of polymers of propylene,"419,501",6.50,0.00,2,,2,,Viet Nam
391723 - - Of polymers of vinyl chloride,"502,454",6.50,0.00,2,,2,,Viet Nam
391729 - - Of other plastics,"19,728,875",6.50,0.00,1,,1,,Viet Nam
"391731 - - Flexible tubes, pipes and hoses, having a minimum burst pressure of 27.6 MPa","359,106",6.50,0.00,1,,1,,Viet Nam
"391732 - - Other, not reinforced or otherwise combined with other materials, without fittings","1,006,436",6.50,0.00,1,,1,,Viet Nam
"391733 - - Other, not reinforced or otherwise combined with other materials, with fittings","1,287,571",6.50,0.00,1,,1,,Viet Nam
391739 - - Other,"1,540,807",6.50,0.00,1,,1,,Viet Nam
391740 - Fittings,"1,995,132",6.50,0.00,1,,1,,Viet Nam
391810 - Of polymers of vinyl chloride,"219,870",6.50,0.00,2,,2,,Viet Nam
391890 - Of other plastics,"1,482,028",6.50,0.00,1,,1,,Viet Nam
391910 - In rolls of a width not exceeding 20 cm,"157,050",6.35,0.00,4,,4,,Viet Nam
391990 - Other,"1,143,157",3.25,0.00,2,,1,,Viet Nam
392010 - Of polymers of ethylene,"3,194,200",4.64,2.14,7,,5,,Viet Nam
392020 - Of polymers of propylene,"1,767,616",6.50,3.00,3,,3,,Viet Nam
392030 - Of polymers of styrene,"19,518",6.50,3.00,1,,1,,Viet Nam
392043 - - Containing by weight not less than 6 % of plasticisers,"124,091",6.50,3.00,2,,2,,Viet Nam
392049 - - Other,"149,910",6.50,3.00,2,,2,,Viet Nam
392051 - - Of poly(methyl methacrylate),580,6.50,3.00,1,,1,,Viet Nam
392059 - - Other,"1,090",3.25,1.50,2,,1,,Viet Nam
392061 - - Of polycarbonates,"105,861",6.50,3.00,1,,1,,Viet Nam
392062 - - Of poly(ethylene terephthalate),"230,151",4.33,2.00,3,,2,,Viet Nam
392063 - - Of unsaturated polyesters,,6.50,3.00,1,,1,,Viet Nam
392069 - - Of other polyesters,"7,889",6.50,3.00,1,,1,,Viet Nam
392071 - - Of regenerated cellulose,,6.50,3.00,1,,1,,Viet Nam
392073 - - Of cellulose acetate,216,6.40,2.90,2,,2,,Viet Nam
392079 - - Of other cellulose derivatives,"22,197",6.10,2.60,2,,2,,Viet Nam
392091 - - Of poly(vinyl butyral),"3,071",6.10,2.60,1,,1,,Viet Nam
392092 - - Of polyamides,189,6.50,3.00,1,,1,,Viet Nam
392093 - - Of amino-resins,,6.50,3.00,1,,1,,Viet Nam
392094 - - Of phenolic resins,,6.50,3.00,1,,1,,Viet Nam
392099 - - Of other plastics,"1,645,542",3.25,1.50,6,,3,,Viet Nam
392111 - - Of polymers of styrene,"35,562",6.50,0.00,1,,1,,Viet Nam
392112 - - Of polymers of vinyl chloride,"132,766",6.50,0.00,1,,1,,Viet Nam
392113 - - Of polyurethanes,"442,512",6.50,0.00,2,,2,,Viet Nam
392114 - - Of regenerated cellulose,,6.50,0.00,1,,1,,Viet Nam
392119 - - Of other plastics,"412,786",6.50,0.00,1,,1,,Viet Nam
392190 - Other,"12,373,357",6.50,0.38,8,,8,,Viet Nam
"392210 - Baths, shower-baths, sinks and wash-basins","53,734",6.50,0.00,1,,1,,Viet Nam
392220 - Lavatory seats and covers,"332,604",6.50,0.00,1,,1,,Viet Nam
392290 - Other,"1,184,628",6.50,0.00,1,,1,,Viet Nam
"392310 - Boxes, cases, crates and similar articles","3,516,867",3.25,0.00,2,,1,,Viet Nam
392321 - - Of polymers of ethylene,"332,579,283",6.50,3.00,1,,1,,Viet Nam
392329 - - Of other plastics,"29,740,888",6.50,0.00,2,,2,,Viet Nam
"392330 - Carboys, bottles, flasks and similar articles","2,198,576",6.50,0.00,2,,2,,Viet Nam
"392340 - Spools, cops, bobbins and similar supports","134,945",5.90,0.00,2,,2,,Viet Nam
"392350 - Stoppers, lids, caps and other closures","5,168,504",6.50,0.00,2,,2,,Viet Nam
392390 - Other,"17,807,967",6.50,0.00,1,,1,,Viet Nam
392410 - Tableware and kitchenware,"40,544,745",6.50,0.00,1,,1,,Viet Nam
392490 - Other,"12,781,752",6.50,0.00,1,,1,,Viet Nam
"392510 - Reservoirs, tanks, vats and similar containers, of a capacity exceeding 300 l",176,6.50,0.00,1,,1,,Viet Nam
"392520 - Doors, windows and their frames and thresholds for doors","552,813",6.50,0.00,1,,1,,Viet Nam
"392530 - Shutters, blinds (including Venetian blinds) and similar articles and parts thereof","197,387",6.50,0.00,1,,1,,Viet Nam
392590 - Other,"859,365",6.50,0.00,3,,3,,Viet Nam
392610 - Office or school supplies,"3,250,026",6.50,0.00,1,,1,,Viet Nam
"392620 - Articles of apparel and clothing accessories (including gloves, mittens and mitts)","67,694,923",6.50,0.00,1,,1,,Viet Nam
"392630 - Fittings for furniture, coachwork or the like","578,733",6.50,0.00,1,,1,,Viet Nam
392640 - Statuettes and other ornamental articles,"9,775,753",6.50,0.00,1,,1,,Viet Nam
392690 - Other,"155,379,869",6.50,0.00,3,,3,,Viet Nam
,2016,"625,373,265",5.53,0.90,205,,176,,Viet Nam
390110 - Polyethylene having a specific gravity of less than 0.94,"1,465,743",6.50,3.00,2,,2,,Viet Nam
390120 - Polyethylene having a specific gravity of 0.94 or more,"28,583",3.25,1.50,2,,1,,Viet Nam
390130 - Ethylene-vinyl acetate copolymers,,6.50,3.00,1,,1,,Viet Nam
390190 - Other,"28,619",3.25,1.50,2,,1,,Viet Nam
390210 - Polypropylene,"131,705",6.50,3.00,1,,1,,Viet Nam
390220 - Polyisobutylene,,6.50,3.00,1,,1,,Viet Nam
390230 - Propylene copolymers,,6.50,3.00,1,,1,,Viet Nam
390290 - Other,,2.17,1.00,3,,1,,Viet Nam
390311 -- Expansible,,6.50,3.00,1,,1,,Viet Nam
390319 -- Other,,6.50,0.00,1,,1,,Viet Nam
390320 - Styrene-acrylonitrile (SAN) copolymers,,6.50,3.00,1,,1,,Viet Nam
390330 - Acrylonitrile-butadiene-styrene (ABS) copolymers,"43,888",6.50,3.00,1,,1,,Viet Nam
390390 - Other,"6,499",2.17,1.00,3,,1,,Viet Nam
"390410 - Poly(vinyl chloride), not mixed with any other substances","81,007",6.50,3.00,1,,1,,Viet Nam
390421 -- Non-plasticised,"92,546",6.50,3.00,1,,1,,Viet Nam
390422 -- Plasticised,932,6.50,3.00,1,,1,,Viet Nam
390430 - Vinyl chloride-vinyl acetate copolymers,,6.50,3.00,1,,1,,Viet Nam
390440 - Other vinyl chloride copolymers,"352,721",6.50,3.00,1,,1,,Viet Nam
390450 - Vinylidene chloride polymers,101,3.25,1.50,2,,1,,Viet Nam
390461 -- Polytetrafluoroethylene,,6.50,3.00,1,,1,,Viet Nam
390469 -- Other,,4.33,2.00,3,,2,,Viet Nam
390490 - Other,49,6.50,3.00,1,,1,,Viet Nam
390512 -- In aqueous dispersion,,6.50,0.00,1,,1,,Viet Nam
390519 -- Other,,6.50,0.00,1,,1,,Viet Nam
390521 -- In aqueous dispersion,,6.50,0.00,1,,1,,Viet Nam
390529 -- Other,,6.50,0.00,1,,1,,Viet Nam
"390530 - Poly(vinyl alcohol), whether or not containing unhydrolysed acetate groups",,6.50,0.00,1,,1,,Viet Nam
390591 -- Copolymers,,6.50,0.00,1,,1,,Viet Nam
390599 -- Other,,3.25,0.00,2,,1,,Viet Nam
390610 - Poly(methyl methacrylate),49,6.50,2.90,1,,1,,Viet Nam
390690 - Other,"1,346",0.93,0.00,7,,1,,Viet Nam
390710 - Polyacetals,,6.50,2.20,1,,1,,Viet Nam
390720 - Other polyethers,"13,986",4.88,0.00,4,,3,,Viet Nam
390730 - Epoxide resins,,6.50,0.00,1,,1,,Viet Nam
390740 - Polycarbonates,"222,823",6.50,0.00,1,,1,,Viet Nam
390750 - Alkyd resins,,6.50,0.00,1,,1,,Viet Nam
390760 - Poly(ethylene terephthalate),"1,658",6.50,1.50,2,,2,,Viet Nam
390770 - Poly(lactic acid),,0.00,0.00,1,,,,Viet Nam
390791 -- Unsaturated,323,6.50,0.00,2,,2,,Viet Nam
390799 -- Other,"1,413",3.25,1.50,2,,1,,Viet Nam
"390810 - Polyamide-6, -11, -12, -6,6, -6,9, -6,10 or -6,12","93,957",6.50,2.20,1,,1,,Viet Nam
390890 - Other,"1,494",6.50,2.20,1,,1,,Viet Nam
390910 - Urea resins; thiourea resins,,6.50,0.00,1,,1,,Viet Nam
390920 - Melamine resins,"1,111",6.50,0.00,1,,1,,Viet Nam
390930 - Other amino-resins,,6.50,0.00,1,,1,,Viet Nam
390940 - Phenolic resins,"615,321",6.50,0.00,1,,1,,Viet Nam
390950 - Polyurethanes,"11,435",3.25,0.00,2,,1,,Viet Nam
391000 Silicones in primary forms.,"383,549",6.50,0.00,1,,1,,Viet Nam
"391110 - Petroleum resins, coumarone, indene or coumarone-indene resins and polyterpenes",,6.50,0.00,1,,1,,Viet Nam
391190 - Other,593,3.30,0.00,5,,3,,Viet Nam
391211 -- Non-plasticised,,6.50,0.00,1,,1,,Viet Nam
391212 -- Plasticised,,6.50,0.00,1,,1,,Viet Nam
391220 - Cellulose nitrates (including collodions),,6.33,0.00,3,,3,,Viet Nam
391231 -- Carboxymethylcellulose and its salts,621,6.50,0.00,1,,1,,Viet Nam
391239 -- Other,,3.25,0.00,2,,1,,Viet Nam
391290 - Other,,6.45,0.00,2,,2,,Viet Nam
"391310 - Alginic acid, its salts and esters",,5.00,0.00,1,,1,,Viet Nam
391390 - Other,70,6.50,0.00,1,,1,,Viet Nam
"391400 Ion-exchangers based on polymers of headings 39.01 to 39.13, in primary forms.",,6.50,0.00,1,,1,,Viet Nam
391510 - Of polymers of ethylene,"3,200",6.50,0.00,1,,1,,Viet Nam
391520 - Of polymers of styrene,534,6.50,0.00,1,,1,,Viet Nam
391530 - Of polymers of vinyl chloride,,6.50,0.00,1,,1,,Viet Nam
391590 - Of other plastics,"35,293",6.50,0.00,2,,2,,Viet Nam
391610 - Of polymers of ethylene,37,6.50,0.00,1,,1,,Viet Nam
391620 - Of polymers of vinyl chloride,"1,365,538",6.50,0.00,1,,1,,Viet Nam
391690 - Of other plastics,"777,437",6.50,0.00,3,,3,,Viet Nam
391710 - Artificial guts (sausage casings) of hardened protein or of cellulosic materials,"39,629",5.90,0.00,2,,2,,Viet Nam
391721 -- Of polymers of ethylene,374,6.50,0.00,2,,2,,Viet Nam
391722 -- Of polymers of propylene,"175,297",6.50,0.00,2,,2,,Viet Nam
391723 -- Of polymers of vinyl chloride,"452,948",6.50,0.00,2,,2,,Viet Nam
391729 -- Of other plastics,"11,073,952",6.50,0.00,1,,1,,Viet Nam
"391731 -- Flexible tubes, pipes and hoses, having a minimum burst pressure of 27.6 MPa","213,108",6.50,0.00,1,,1,,Viet Nam
"391732 -- Other, not reinforced or otherwise combined with other materials, without fittings","1,237,153",6.50,0.00,1,,1,,Viet Nam
"391733 -- Other, not reinforced or otherwise combined with other materials, with fittings","319,240",6.50,0.00,1,,1,,Viet Nam
391739 -- Other,"4,487,467",6.50,0.00,1,,1,,Viet Nam
391740 - Fittings,"2,045,668",6.50,0.00,1,,1,,Viet Nam
391810 - Of polymers of vinyl chloride,"186,765",6.50,0.00,2,,2,,Viet Nam
391890 - Of other plastics,"938,118",6.50,0.00,1,,1,,Viet Nam
391910 - In rolls of a width not exceeding 20 cm,"122,672",6.35,0.00,4,,4,,Viet Nam
391990 - Other,"477,681",6.50,0.00,1,,1,,Viet Nam
392010 - Of polymers of ethylene,"2,795,847",4.64,2.14,7,,5,,Viet Nam
392020 - Of polymers of propylene,"2,062,607",6.50,3.00,3,,3,,Viet Nam
392030 - Of polymers of styrene,,6.50,3.00,1,,1,,Viet Nam
