Importer,Year,Value,Ad val. duties,Number of lines,"Saudi Arabia, Kingdom of"
,(US$),Simple average,MFN duties,Pref. duties,"Saudi Arabia, Kingdom of"
,MFN,Best,All items,Non ad val.,All items,Non ad val.,"Saudi Arabia, Kingdom of"
"390530 - Poly(vinyl alcohol), whether or not containing unhydrolysed acetate groups",,7.50,7.50,1,,,,"Saudi Arabia, Kingdom of"
390591 -- Copolymers,,7.50,7.50,1,,,,"Saudi Arabia, Kingdom of"
390599 -- Other,,7.50,7.50,2,,,,"Saudi Arabia, Kingdom of"
390610 - Poly(methyl methacrylate),,7.50,7.50,2,,,,"Saudi Arabia, Kingdom of"
390690 - Other,"34,552",7.50,7.50,4,,,,"Saudi Arabia, Kingdom of"
390710 - Polyacetals,,7.50,7.50,1,,,,"Saudi Arabia, Kingdom of"
390720 - Other polyethers,"801,797",7.50,7.50,2,,,,"Saudi Arabia, Kingdom of"
390730 - Epoxide resins,"1,938,666",7.50,7.50,2,,,,"Saudi Arabia, Kingdom of"
390740 - Polycarbonates,"16,230,791",7.50,7.50,1,,,,"Saudi Arabia, Kingdom of"
390750 - Alkyd resins,,7.50,7.50,1,,,,"Saudi Arabia, Kingdom of"
390760 - Poly(ethylene terephthalate),"54,621",7.50,7.50,3,,,,"Saudi Arabia, Kingdom of"
390770 - Poly(lactic acid),,7.50,7.50,1,,,,"Saudi Arabia, Kingdom of"
390791 -- Unsaturated,542,7.50,7.50,6,,,,"Saudi Arabia, Kingdom of"
390799 -- Other,"42,450",7.50,7.50,3,,,,"Saudi Arabia, Kingdom of"
"390810 - Polyamide-6, -11, -12, -6,6, -6,9, -6,10 or -6,12",,10.00,10.00,2,,,,"Saudi Arabia, Kingdom of"
390890 - Other,,10.00,10.00,3,,,,"Saudi Arabia, Kingdom of"
390910 - Urea resins; thiourea resins,"62,556",7.50,7.50,2,,,,"Saudi Arabia, Kingdom of"
390920 - Melamine resins,"84,277",7.50,7.50,2,,,,"Saudi Arabia, Kingdom of"
390930 - Other amino-resins,,7.50,7.50,2,,,,"Saudi Arabia, Kingdom of"
390940 - Phenolic resins,"6,759",7.50,7.50,7,,,,"Saudi Arabia, Kingdom of"
390950 - Polyurethanes,708,7.50,7.50,1,,,,"Saudi Arabia, Kingdom of"
391000 Silicones in primary forms.,,7.50,7.50,3,,,,"Saudi Arabia, Kingdom of"
"391110 - Petroleum resins, coumarone, indene or coumarone-indene resins and polyterpenes",,7.50,7.50,2,,,,"Saudi Arabia, Kingdom of"
391190 - Other,397,7.50,7.50,2,,,,"Saudi Arabia, Kingdom of"
391211 -- Non-plasticised,,7.50,7.50,5,,,,"Saudi Arabia, Kingdom of"
391212 -- Plasticised,,7.50,7.50,4,,,,"Saudi Arabia, Kingdom of"
391220 - Cellulose nitrates (including collodions),,7.50,7.50,4,,,,"Saudi Arabia, Kingdom of"
391231 -- Carboxymethylcellulose and its salts,,7.50,7.50,1,,,,"Saudi Arabia, Kingdom of"
391239 -- Other,,7.50,7.50,6,,,,"Saudi Arabia, Kingdom of"
391290 - Other,,7.50,7.50,3,,,,"Saudi Arabia, Kingdom of"
"391310 - Alginic acid, its salts and esters",,7.50,7.50,2,,,,"Saudi Arabia, Kingdom of"
391390 - Other,,7.50,7.50,5,,,,"Saudi Arabia, Kingdom of"
"391400 Ion-exchangers based on polymers of headings 39.01 to 39.13, in primary forms.",,7.50,7.50,3,,,,"Saudi Arabia, Kingdom of"
391510 - Of polymers of ethylene,,7.50,7.50,1,,,,"Saudi Arabia, Kingdom of"
391520 - Of polymers of styrene,,7.50,7.50,1,,,,"Saudi Arabia, Kingdom of"
391530 - Of polymers of vinyl chloride,,7.50,7.50,2,,,,"Saudi Arabia, Kingdom of"
391590 - Of other plastics,"1,337,801",7.50,7.50,17,,,,"Saudi Arabia, Kingdom of"
391610 - Of polymers of ethylene,"286,270",10.00,10.00,3,,,,"Saudi Arabia, Kingdom of"
391620 - Of polymers of vinyl chloride,,10.00,10.00,4,,,,"Saudi Arabia, Kingdom of"
391690 - Of other plastics,,10.00,10.00,17,,,,"Saudi Arabia, Kingdom of"
391710 - Artificial guts (sausage casings) of hardened protein or of cellulosic materials,,10.00,10.00,2,,,,"Saudi Arabia, Kingdom of"
391721 -- Of polymers of ethylene,238,10.00,10.00,2,,,,"Saudi Arabia, Kingdom of"
391722 -- Of polymers of propylene,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
391723 -- Of polymers of vinyl chloride,,10.00,10.00,2,,,,"Saudi Arabia, Kingdom of"
391729 -- Of other plastics,,10.00,10.00,6,,,,"Saudi Arabia, Kingdom of"
"391731 -- Flexible tubes, pipes and hoses, having a minimum burst pressure of 27.6 MPa",78,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
"391732 -- Other, not reinforced or otherwise combined with other materials, without fittings",,10.00,10.00,3,,,,"Saudi Arabia, Kingdom of"
"391733 -- Other, not reinforced or otherwise combined with other materials, with fittings",,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
391739 -- Other,,10.00,10.00,3,,,,"Saudi Arabia, Kingdom of"
391740 - Fittings,"2,528",10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
391810 - Of polymers of vinyl chloride,"38,068",10.00,10.00,2,,,,"Saudi Arabia, Kingdom of"
391890 - Of other plastics,,10.00,10.00,3,,,,"Saudi Arabia, Kingdom of"
391910 - In rolls of a width not exceeding 20 cm,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
391990 - Other,"52,837",10.00,10.00,3,,,,"Saudi Arabia, Kingdom of"
392010 - Of polymers of ethylene,"481,744",10.00,10.00,6,,,,"Saudi Arabia, Kingdom of"
392020 - Of polymers of propylene,"962,985",10.00,10.00,3,,,,"Saudi Arabia, Kingdom of"
392030 - Of polymers of styrene,"11,698",10.00,10.00,3,,,,"Saudi Arabia, Kingdom of"
392043 -- Containing by weight not less than 6 % of plasticisers,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
392049 -- Other,444,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
392051 -- Of poly(methyl methacrylate),"22,406",10.00,10.00,6,,,,"Saudi Arabia, Kingdom of"
392059 -- Other,,10.00,10.00,6,,,,"Saudi Arabia, Kingdom of"
392061 -- Of polycarbonates,,10.00,10.00,3,,,,"Saudi Arabia, Kingdom of"
392062 -- Of poly(ethylene terephthalate),,10.00,10.00,3,,,,"Saudi Arabia, Kingdom of"
392063 -- Of unsaturated polyesters,,10.00,10.00,3,,,,"Saudi Arabia, Kingdom of"
392069 -- Of other polyesters,"795,373",10.00,10.00,12,,,,"Saudi Arabia, Kingdom of"
392071 -- Of regenerated cellulose,,10.00,10.00,7,,,,"Saudi Arabia, Kingdom of"
392073 -- Of cellulose acetate,,10.00,10.00,9,,,,"Saudi Arabia, Kingdom of"
392079 -- Of other cellulose derivatives,,10.00,10.00,6,,,,"Saudi Arabia, Kingdom of"
392091 -- Of poly(vinyl butyral),,10.00,10.00,3,,,,"Saudi Arabia, Kingdom of"
392092 -- Of polyamides,,10.00,10.00,6,,,,"Saudi Arabia, Kingdom of"
392093 -- Of amino-resins,,10.00,10.00,3,,,,"Saudi Arabia, Kingdom of"
392094 -- Of phenolic resins,,10.00,10.00,3,,,,"Saudi Arabia, Kingdom of"
392099 -- Of other plastics,"40,473",10.00,10.00,19,,,,"Saudi Arabia, Kingdom of"
392111 -- Of polymers of styrene,"12,797",10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
392112 -- Of polymers of vinyl chloride,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
392113 -- Of polyurethanes,"72,522",10.00,10.00,2,,,,"Saudi Arabia, Kingdom of"
392114 -- Of regenerated cellulose,40,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
392119 -- Of other plastics,909,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
392190 - Other,"354,136",10.00,10.00,22,,,,"Saudi Arabia, Kingdom of"
"392210 - Baths, shower-baths, sinks and wash-basins",,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
392220 - Lavatory seats and covers,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
392290 - Other,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
"392310 - Boxes, cases, crates and similar articles",,10.00,10.00,5,,,,"Saudi Arabia, Kingdom of"
392321 -- Of polymers of ethylene,"1,321,409",10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
392329 -- Of other plastics,"194,774",10.00,10.00,2,,,,"Saudi Arabia, Kingdom of"
"392330 - Carboys, bottles, flasks and similar articles","3,820",10.00,10.00,2,,,,"Saudi Arabia, Kingdom of"
"392340 - Spools, cops, bobbins and similar supports",,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
"392350 - Stoppers, lids, caps and other closures","83,250",10.00,10.00,2,,,,"Saudi Arabia, Kingdom of"
392390 - Other,"36,619",10.00,10.00,3,,,,"Saudi Arabia, Kingdom of"
392410 - Tableware and kitchenware,"9,276",10.00,10.00,2,,,,"Saudi Arabia, Kingdom of"
392490 - Other,"7,138",10.00,10.00,3,,,,"Saudi Arabia, Kingdom of"
"392510 - Reservoirs, tanks, vats and similar containers, of a capacity exceeding 300 l",,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
"392520 - Doors, windows and their frames and thresholds for doors",,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
"392530 - Shutters, blinds (including Venetian blinds) and similar articles and parts thereof",,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
392590 - Other,"370,964",10.00,10.00,2,,,,"Saudi Arabia, Kingdom of"
392610 - Office or school supplies,313,10.00,10.00,4,,,,"Saudi Arabia, Kingdom of"
"392620 - Articles of apparel and clothing accessories (including gloves, mittens and mitts)",,10.00,10.00,10,,,,"Saudi Arabia, Kingdom of"
"392630 - Fittings for furniture, coachwork or the like","2,111",10.00,10.00,2,,,,"Saudi Arabia, Kingdom of"
392640 - Statuettes and other ornamental articles,,10.00,10.00,13,,,,"Saudi Arabia, Kingdom of"
392690 - Other,"1,634,327",10.00,10.00,16,,,,"Saudi Arabia, Kingdom of"
,2011,"523,216,845",9.03,9.03,411,,,,"Saudi Arabia, Kingdom of"
390110 - Polyethylene having a specific gravity of less than 0.94,"246,325,606",6.25,6.25,2,,,,"Saudi Arabia, Kingdom of"
390120 - Polyethylene having a specific gravity of 0.94 or more,"117,833,907",7.50,7.50,1,,,,"Saudi Arabia, Kingdom of"
390130 - Ethylene-vinyl acetate copolymers,"432,860",5.00,5.00,1,,,,"Saudi Arabia, Kingdom of"
390190 - Other,"9,201,198",6.25,6.25,2,,,,"Saudi Arabia, Kingdom of"
390210 - Polypropylene,"115,557,484",5.00,5.00,1,,,,"Saudi Arabia, Kingdom of"
390220 - Polyisobutylene,"112,605",7.50,7.50,1,,,,"Saudi Arabia, Kingdom of"
390230 - Propylene copolymers,"2,088,440",5.00,5.00,1,,,,"Saudi Arabia, Kingdom of"
390290 - Other,"804,196",5.00,5.00,1,,,,"Saudi Arabia, Kingdom of"
390311 -- Expansible,"27,721",5.00,5.00,1,,,,"Saudi Arabia, Kingdom of"
390319 -- Other,"28,083",5.00,5.00,2,,,,"Saudi Arabia, Kingdom of"
390320 - Styrene-acrylonitrile (SAN) copolymers,,5.00,5.00,1,,,,"Saudi Arabia, Kingdom of"
390330 - Acrylonitrile-butadiene-styrene (ABS) copolymers,"56,714",5.00,5.00,1,,,,"Saudi Arabia, Kingdom of"
390390 - Other,"61,022",5.00,5.00,3,,,,"Saudi Arabia, Kingdom of"
"390410 - Poly(vinyl chloride), not mixed with any other substances","38,827",7.50,7.50,2,,,,"Saudi Arabia, Kingdom of"
390421 -- Non-plasticised,"2,392,876",7.50,7.50,2,,,,"Saudi Arabia, Kingdom of"
390422 -- Plasticised,,7.50,7.50,2,,,,"Saudi Arabia, Kingdom of"
390430 - Vinyl chloride-vinyl acetate copolymers,"58,938",7.50,7.50,2,,,,"Saudi Arabia, Kingdom of"
390440 - Other vinyl chloride copolymers,,7.50,7.50,1,,,,"Saudi Arabia, Kingdom of"
390450 - Vinylidene chloride polymers,,7.50,7.50,2,,,,"Saudi Arabia, Kingdom of"
390461 -- Polytetrafluoroethylene,,7.50,7.50,1,,,,"Saudi Arabia, Kingdom of"
390469 -- Other,"65,370",7.50,7.50,2,,,,"Saudi Arabia, Kingdom of"
390490 - Other,"64,316",7.50,7.50,1,,,,"Saudi Arabia, Kingdom of"
390512 -- In aqueous dispersion,,7.50,7.50,3,,,,"Saudi Arabia, Kingdom of"
390519 -- Other,,7.50,7.50,3,,,,"Saudi Arabia, Kingdom of"
390521 -- In aqueous dispersion,,7.50,7.50,1,,,,"Saudi Arabia, Kingdom of"
390529 -- Other,,7.50,7.50,1,,,,"Saudi Arabia, Kingdom of"
"390530 - Poly(vinyl alcohol), whether or not containing unhydrolysed acetate groups","42,810",7.50,7.50,1,,,,"Saudi Arabia, Kingdom of"
390591 -- Copolymers,,7.50,7.50,1,,,,"Saudi Arabia, Kingdom of"
390599 -- Other,"90,845",7.50,7.50,2,,,,"Saudi Arabia, Kingdom of"
390610 - Poly(methyl methacrylate),"159,115",7.50,7.50,2,,,,"Saudi Arabia, Kingdom of"
390690 - Other,"323,146",7.50,7.50,4,,,,"Saudi Arabia, Kingdom of"
390710 - Polyacetals,"119,624",7.50,7.50,1,,,,"Saudi Arabia, Kingdom of"
390720 - Other polyethers,"213,634",7.50,7.50,2,,,,"Saudi Arabia, Kingdom of"
390730 - Epoxide resins,"1,963,787",7.50,7.50,2,,,,"Saudi Arabia, Kingdom of"
390740 - Polycarbonates,"11,923,508",7.50,7.50,1,,,,"Saudi Arabia, Kingdom of"
390750 - Alkyd resins,"10,654",7.50,7.50,1,,,,"Saudi Arabia, Kingdom of"
390760 - Poly(ethylene terephthalate),"144,676",7.50,7.50,3,,,,"Saudi Arabia, Kingdom of"
390770 - Poly(lactic acid),,7.50,7.50,1,,,,"Saudi Arabia, Kingdom of"
390791 -- Unsaturated,"60,276",7.50,7.50,6,,,,"Saudi Arabia, Kingdom of"
390799 -- Other,"370,363",7.50,7.50,3,,,,"Saudi Arabia, Kingdom of"
"390810 - Polyamide-6, -11, -12, -6,6, -6,9, -6,10 or -6,12","219,986",10.00,10.00,2,,,,"Saudi Arabia, Kingdom of"
390890 - Other,"220,054",10.00,10.00,3,,,,"Saudi Arabia, Kingdom of"
390910 - Urea resins; thiourea resins,"22,522",7.50,7.50,2,,,,"Saudi Arabia, Kingdom of"
390920 - Melamine resins,"72,685",7.50,7.50,2,,,,"Saudi Arabia, Kingdom of"
390930 - Other amino-resins,,7.50,7.50,2,,,,"Saudi Arabia, Kingdom of"
390940 - Phenolic resins,"81,047",7.50,7.50,7,,,,"Saudi Arabia, Kingdom of"
390950 - Polyurethanes,"93,583",7.50,7.50,1,,,,"Saudi Arabia, Kingdom of"
391000 Silicones in primary forms.,"149,711",7.50,7.50,3,,,,"Saudi Arabia, Kingdom of"
"391110 - Petroleum resins, coumarone, indene or coumarone-indene resins and polyterpenes",,7.50,7.50,2,,,,"Saudi Arabia, Kingdom of"
391190 - Other,"138,809",7.50,7.50,2,,,,"Saudi Arabia, Kingdom of"
391211 -- Non-plasticised,,7.50,7.50,5,,,,"Saudi Arabia, Kingdom of"
391212 -- Plasticised,"26,493",7.50,7.50,4,,,,"Saudi Arabia, Kingdom of"
391220 - Cellulose nitrates (including collodions),"23,648",7.50,7.50,4,,,,"Saudi Arabia, Kingdom of"
391231 -- Carboxymethylcellulose and its salts,"105,785",7.50,7.50,1,,,,"Saudi Arabia, Kingdom of"
391239 -- Other,"247,885",7.50,7.50,6,,,,"Saudi Arabia, Kingdom of"
391290 - Other,,7.50,7.50,3,,,,"Saudi Arabia, Kingdom of"
"391310 - Alginic acid, its salts and esters",,7.50,7.50,2,,,,"Saudi Arabia, Kingdom of"
391390 - Other,,7.50,7.50,5,,,,"Saudi Arabia, Kingdom of"
"391400 Ion-exchangers based on polymers of headings 39.01 to 39.13, in primary forms.",,7.50,7.50,3,,,,"Saudi Arabia, Kingdom of"
391510 - Of polymers of ethylene,"20,205",7.50,7.50,1,,,,"Saudi Arabia, Kingdom of"
391520 - Of polymers of styrene,,7.50,7.50,1,,,,"Saudi Arabia, Kingdom of"
391530 - Of polymers of vinyl chloride,,7.50,7.50,2,,,,"Saudi Arabia, Kingdom of"
391590 - Of other plastics,"2,399,875",7.50,7.50,17,,,,"Saudi Arabia, Kingdom of"
391610 - Of polymers of ethylene,"386,029",10.00,10.00,3,,,,"Saudi Arabia, Kingdom of"
391620 - Of polymers of vinyl chloride,,10.00,10.00,4,,,,"Saudi Arabia, Kingdom of"
391690 - Of other plastics,,10.00,10.00,17,,,,"Saudi Arabia, Kingdom of"
391710 - Artificial guts (sausage casings) of hardened protein or of cellulosic materials,,10.00,10.00,2,,,,"Saudi Arabia, Kingdom of"
391721 -- Of polymers of ethylene,"43,282",10.00,10.00,2,,,,"Saudi Arabia, Kingdom of"
391722 -- Of polymers of propylene,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
391723 -- Of polymers of vinyl chloride,,10.00,10.00,2,,,,"Saudi Arabia, Kingdom of"
391729 -- Of other plastics,,10.00,10.00,6,,,,"Saudi Arabia, Kingdom of"
"391731 -- Flexible tubes, pipes and hoses, having a minimum burst pressure of 27.6 MPa",,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
"391732 -- Other, not reinforced or otherwise combined with other materials, without fittings","31,225",10.00,10.00,3,,,,"Saudi Arabia, Kingdom of"
"391733 -- Other, not reinforced or otherwise combined with other materials, with fittings",,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
391739 -- Other,220,10.00,10.00,3,,,,"Saudi Arabia, Kingdom of"
391740 - Fittings,606,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
391810 - Of polymers of vinyl chloride,"42,473",10.00,10.00,2,,,,"Saudi Arabia, Kingdom of"
391890 - Of other plastics,"93,122",10.00,10.00,3,,,,"Saudi Arabia, Kingdom of"
391910 - In rolls of a width not exceeding 20 cm,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
391990 - Other,"270,145",10.00,10.00,3,,,,"Saudi Arabia, Kingdom of"
392010 - Of polymers of ethylene,"512,416",10.00,10.00,6,,,,"Saudi Arabia, Kingdom of"
392020 - Of polymers of propylene,"1,291,181",10.00,10.00,3,,,,"Saudi Arabia, Kingdom of"
392030 - Of polymers of styrene,"59,576",10.00,10.00,3,,,,"Saudi Arabia, Kingdom of"
392043 -- Containing by weight not less than 6 % of plasticisers,19,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
392049 -- Other,"95,296",10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
392051 -- Of poly(methyl methacrylate),"96,690",10.00,10.00,6,,,,"Saudi Arabia, Kingdom of"
392059 -- Other,,10.00,10.00,6,,,,"Saudi Arabia, Kingdom of"
392061 -- Of polycarbonates,"130,843",10.00,10.00,3,,,,"Saudi Arabia, Kingdom of"
392062 -- Of poly(ethylene terephthalate),,10.00,10.00,3,,,,"Saudi Arabia, Kingdom of"
392063 -- Of unsaturated polyesters,,10.00,10.00,3,,,,"Saudi Arabia, Kingdom of"
392069 -- Of other polyesters,"1,024,702",10.00,10.00,12,,,,"Saudi Arabia, Kingdom of"
392071 -- Of regenerated cellulose,"38,484",10.00,10.00,7,,,,"Saudi Arabia, Kingdom of"
392073 -- Of cellulose acetate,,10.00,10.00,9,,,,"Saudi Arabia, Kingdom of"
392079 -- Of other cellulose derivatives,,10.00,10.00,6,,,,"Saudi Arabia, Kingdom of"
392091 -- Of poly(vinyl butyral),,10.00,10.00,3,,,,"Saudi Arabia, Kingdom of"
392092 -- Of polyamides,,10.00,10.00,6,,,,"Saudi Arabia, Kingdom of"
392093 -- Of amino-resins,,10.00,10.00,3,,,,"Saudi Arabia, Kingdom of"
392094 -- Of phenolic resins,,10.00,10.00,3,,,,"Saudi Arabia, Kingdom of"
392099 -- Of other plastics,"116,965",10.00,10.00,19,,,,"Saudi Arabia, Kingdom of"
392111 -- Of polymers of styrene,"1,393",10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
392112 -- Of polymers of vinyl chloride,"4,690",10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
392113 -- Of polyurethanes,"91,772",10.00,10.00,2,,,,"Saudi Arabia, Kingdom of"
392114 -- Of regenerated cellulose,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
392119 -- Of other plastics,"44,147",10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
392190 - Other,"604,444",10.00,10.00,22,,,,"Saudi Arabia, Kingdom of"
"392210 - Baths, shower-baths, sinks and wash-basins","7,255",10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
392220 - Lavatory seats and covers,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
392290 - Other,"3,505",10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
"392310 - Boxes, cases, crates and similar articles","44,414",10.00,10.00,5,,,,"Saudi Arabia, Kingdom of"
392321 -- Of polymers of ethylene,"1,246,585",10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
392329 -- Of other plastics,"1,342,706",10.00,10.00,2,,,,"Saudi Arabia, Kingdom of"
"392330 - Carboys, bottles, flasks and similar articles","2,250",10.00,10.00,2,,,,"Saudi Arabia, Kingdom of"
"392340 - Spools, cops, bobbins and similar supports",127,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
"392350 - Stoppers, lids, caps and other closures","58,576",10.00,10.00,2,,,,"Saudi Arabia, Kingdom of"
392390 - Other,"120,421",10.00,10.00,3,,,,"Saudi Arabia, Kingdom of"
392410 - Tableware and kitchenware,"38,300",10.00,10.00,2,,,,"Saudi Arabia, Kingdom of"
392490 - Other,"7,509",10.00,10.00,3,,,,"Saudi Arabia, Kingdom of"
"392510 - Reservoirs, tanks, vats and similar containers, of a capacity exceeding 300 l",,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
"392520 - Doors, windows and their frames and thresholds for doors",,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
"392530 - Shutters, blinds (including Venetian blinds) and similar articles and parts thereof",,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
392590 - Other,"260,234",10.00,10.00,2,,,,"Saudi Arabia, Kingdom of"
392610 - Office or school supplies,21,10.00,10.00,4,,,,"Saudi Arabia, Kingdom of"
"392620 - Articles of apparel and clothing accessories (including gloves, mittens and mitts)",126,10.00,10.00,10,,,,"Saudi Arabia, Kingdom of"
"392630 - Fittings for furniture, coachwork or the like","1,394",10.00,10.00,2,,,,"Saudi Arabia, Kingdom of"
392640 - Statuettes and other ornamental articles,"1,714",10.00,10.00,13,,,,"Saudi Arabia, Kingdom of"
392690 - Other,"707,099",10.00,10.00,16,,,,"Saudi Arabia, Kingdom of"
,2010,"655,990,791",9.02,9.02,411,,,,"Saudi Arabia, Kingdom of"
390110 - Polyethylene having a specific gravity of less than 0.94,"301,574,723",6.25,6.25,2,,,,"Saudi Arabia, Kingdom of"
390120 - Polyethylene having a specific gravity of 0.94 or more,"173,935,647",7.50,7.50,1,,,,"Saudi Arabia, Kingdom of"
390130 - Ethylene-vinyl acetate copolymers,"326,299",5.00,5.00,1,,,,"Saudi Arabia, Kingdom of"
390190 - Other,"19,574,146",6.25,6.25,2,,,,"Saudi Arabia, Kingdom of"
390210 - Polypropylene,"141,011,397",5.00,5.00,1,,,,"Saudi Arabia, Kingdom of"
390220 - Polyisobutylene,"64,403",7.50,7.50,1,,,,"Saudi Arabia, Kingdom of"
390230 - Propylene copolymers,"302,221",5.00,5.00,1,,,,"Saudi Arabia, Kingdom of"
390290 - Other,"2,127,852",5.00,5.00,1,,,,"Saudi Arabia, Kingdom of"
390311 -- Expansible,,5.00,5.00,1,,,,"Saudi Arabia, Kingdom of"
390319 -- Other,"202,889",5.00,5.00,2,,,,"Saudi Arabia, Kingdom of"
390320 - Styrene-acrylonitrile (SAN) copolymers,,5.00,5.00,1,,,,"Saudi Arabia, Kingdom of"
390330 - Acrylonitrile-butadiene-styrene (ABS) copolymers,"130,275",5.00,5.00,1,,,,"Saudi Arabia, Kingdom of"
390390 - Other,,5.00,5.00,3,,,,"Saudi Arabia, Kingdom of"
"390410 - Poly(vinyl chloride), not mixed with any other substances","91,963",7.50,7.50,2,,,,"Saudi Arabia, Kingdom of"
390421 -- Non-plasticised,"2,470,617",7.50,7.50,2,,,,"Saudi Arabia, Kingdom of"
390422 -- Plasticised,"589,786",7.50,7.50,2,,,,"Saudi Arabia, Kingdom of"
390430 - Vinyl chloride-vinyl acetate copolymers,,7.50,7.50,2,,,,"Saudi Arabia, Kingdom of"
390440 - Other vinyl chloride copolymers,,7.50,7.50,1,,,,"Saudi Arabia, Kingdom of"
390450 - Vinylidene chloride polymers,515,7.50,7.50,2,,,,"Saudi Arabia, Kingdom of"
390461 -- Polytetrafluoroethylene,,7.50,7.50,1,,,,"Saudi Arabia, Kingdom of"
390469 -- Other,,7.50,7.50,2,,,,"Saudi Arabia, Kingdom of"
390490 - Other,"216,581",7.50,7.50,1,,,,"Saudi Arabia, Kingdom of"
390512 -- In aqueous dispersion,,7.50,7.50,3,,,,"Saudi Arabia, Kingdom of"
390519 -- Other,,7.50,7.50,3,,,,"Saudi Arabia, Kingdom of"
390521 -- In aqueous dispersion,,7.50,7.50,1,,,,"Saudi Arabia, Kingdom of"
390529 -- Other,,7.50,7.50,1,,,,"Saudi Arabia, Kingdom of"
"390530 - Poly(vinyl alcohol), whether or not containing unhydrolysed acetate groups","42,276",7.50,7.50,1,,,,"Saudi Arabia, Kingdom of"
390591 -- Copolymers,,7.50,7.50,1,,,,"Saudi Arabia, Kingdom of"
390599 -- Other,"59,316",7.50,7.50,2,,,,"Saudi Arabia, Kingdom of"
390610 - Poly(methyl methacrylate),,7.50,7.50,2,,,,"Saudi Arabia, Kingdom of"
390690 - Other,"15,794",7.50,7.50,4,,,,"Saudi Arabia, Kingdom of"
390710 - Polyacetals,"104,810",7.50,7.50,1,,,,"Saudi Arabia, Kingdom of"
390720 - Other polyethers,"37,075",7.50,7.50,2,,,,"Saudi Arabia, Kingdom of"
390730 - Epoxide resins,"336,817",7.50,7.50,2,,,,"Saudi Arabia, Kingdom of"
390740 - Polycarbonates,"316,334",5.00,5.00,1,,,,"Saudi Arabia, Kingdom of"
390750 - Alkyd resins,,7.50,7.50,1,,,,"Saudi Arabia, Kingdom of"
390760 - Poly(ethylene terephthalate),"11,302",7.50,7.50,3,,,,"Saudi Arabia, Kingdom of"
390770 - Poly(lactic acid),,7.50,7.50,1,,,,"Saudi Arabia, Kingdom of"
390791 -- Unsaturated,,7.50,7.50,6,,,,"Saudi Arabia, Kingdom of"
390799 -- Other,"78,025",7.50,7.50,3,,,,"Saudi Arabia, Kingdom of"
"390810 - Polyamide-6, -11, -12, -6,6, -6,9, -6,10 or -6,12",,10.00,10.00,2,,,,"Saudi Arabia, Kingdom of"
390890 - Other,,10.00,10.00,3,,,,"Saudi Arabia, Kingdom of"
390910 - Urea resins; thiourea resins,"116,547",7.50,7.50,2,,,,"Saudi Arabia, Kingdom of"
390920 - Melamine resins,"108,434",7.50,7.50,2,,,,"Saudi Arabia, Kingdom of"
390930 - Other amino-resins,"1,204,363",7.50,7.50,2,,,,"Saudi Arabia, Kingdom of"
390940 - Phenolic resins,,7.50,7.50,7,,,,"Saudi Arabia, Kingdom of"
390950 - Polyurethanes,,7.50,7.50,1,,,,"Saudi Arabia, Kingdom of"
391000 Silicones in primary forms.,"14,122",7.50,7.50,3,,,,"Saudi Arabia, Kingdom of"
