Importer,Year,Value,Ad val. duties,Number of lines,China
,(US$),Simple average,MFN duties,Pref. duties,China
,MFN,Best,All items,Non ad val.,All items,Non ad val.,China
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,"8,265",3.87,3.87,3,,,,China
880310 - Propellers and rotors and parts thereof,"2,301,853",2.70,2.70,1,,,,China
880320 - Under-carriages and parts thereof,"47,892,859",2.70,2.70,1,,,,China
880330 - Other parts of aeroplanes or helicopters,"66,799,814",2.70,2.70,1,,,,China
880390 - Other,"2,207,720",1.56,1.56,5,,,,China
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"2,085,826",2.70,2.70,1,,,,China
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,"5,894",2.20,2.20,2,,,,China
880521 - - Air combat simulators and parts thereof,"53,872",0.00,0.00,1,,,,China
880529 - - Other,"210,502",0.00,0.00,1,,,,China
,2016,"181,498,698",3.07,3.07,21,,,,China
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.","123,445",3.20,3.20,2,,,,China
"880211 -- Of an unladen weight not exceeding 2,000 kg","12,407,840",7.50,7.50,1,,,,China
"880212 -- Of an unladen weight exceeding 2,000 kg",,2.70,2.70,1,,,,China
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg","1,525,715",7.70,7.70,1,,,,China
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,2.70,2.70,1,,,,China
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg","56,746,514",2.70,2.70,1,,,,China
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,"14,399",4.20,4.20,2,,,,China
880310 - Propellers and rotors and parts thereof,"4,451,440",2.70,2.70,1,,,,China
880320 - Under-carriages and parts thereof,"52,526,085",2.70,2.70,1,,,,China
880330 - Other parts of aeroplanes or helicopters,"43,691,967",2.70,2.70,1,,,,China
880390 - Other,"4,090,566",1.95,1.95,4,,,,China
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"5,497,643",2.70,2.70,1,,,,China
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,"6,423",2.20,2.20,2,,,,China
880521 -- Air combat simulators and parts thereof,"11,632",1.70,1.70,1,,,,China
880529 -- Other,"405,030",1.70,1.70,1,,,,China
,2015,"290,860,937",3.07,3.07,21,,,,China
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.","191,448",3.20,3.20,2,,,,China
"880211 -- Of an unladen weight not exceeding 2,000 kg","13,056,435",7.50,7.50,1,,,,China
"880212 -- Of an unladen weight exceeding 2,000 kg",,2.70,2.70,1,,,,China
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg","2,229,131",7.70,7.70,1,,,,China
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg","14,248,601",2.70,2.70,1,,,,China
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg","109,012,774",2.70,2.70,1,,,,China
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,"1,251",4.20,4.20,2,,,,China
880310 - Propellers and rotors and parts thereof,"2,107,532",2.70,2.70,1,,,,China
880320 - Under-carriages and parts thereof,"58,826,139",2.70,2.70,1,,,,China
880330 - Other parts of aeroplanes or helicopters,"72,730,488",2.70,2.70,1,,,,China
880390 - Other,"9,690,782",1.95,1.95,4,,,,China
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"8,342,104",2.70,2.70,1,,,,China
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,129,2.20,2.20,2,,,,China
880521 -- Air combat simulators and parts thereof,"10,595",1.70,1.70,1,,,,China
880529 -- Other,"413,528",1.70,1.70,1,,,,China
,2014,"159,294,553",3.07,3.07,21,,21,,China
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.","156,946",3.20,3.20,2,,2,,China
"880211 -- Of an unladen weight not exceeding 2,000 kg","3,260,205",7.50,7.50,1,,1,,China
"880212 -- Of an unladen weight exceeding 2,000 kg",,2.70,2.70,1,,1,,China
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg","273,433",7.70,7.70,1,,1,,China
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,2.70,2.70,1,,1,,China
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg","29,884,981",2.70,2.70,1,,1,,China
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,2,,China
880310 - Propellers and rotors and parts thereof,"1,228,283",2.70,2.70,1,,1,,China
880320 - Under-carriages and parts thereof,"40,289,188",2.70,2.70,1,,1,,China
880330 - Other parts of aeroplanes or helicopters,"69,220,430",2.70,2.70,1,,1,,China
880390 - Other,"3,808,335",1.95,1.95,4,,4,,China
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"10,089,988",2.70,2.70,1,,1,,China
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,"2,761",2.20,2.20,2,,2,,China
880521 -- Air combat simulators and parts thereof,"3,383",1.70,1.70,1,,1,,China
880529 -- Other,"1,076,619",1.70,1.70,1,,1,,China
,2013,"130,550,984",3.07,3.07,21,,21,,China
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.","269,522",3.20,3.20,2,,2,,China
"880211 -- Of an unladen weight not exceeding 2,000 kg","79,761",7.50,7.50,1,,1,,China
"880212 -- Of an unladen weight exceeding 2,000 kg",,2.70,2.70,1,,1,,China
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg","25,286",7.70,7.70,1,,1,,China
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,2.70,2.70,1,,1,,China
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg","42,734,396",2.70,2.70,1,,1,,China
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,2,,China
880310 - Propellers and rotors and parts thereof,"497,827",2.70,2.70,1,,1,,China
880320 - Under-carriages and parts thereof,"32,601,089",2.70,2.70,1,,1,,China
880330 - Other parts of aeroplanes or helicopters,"43,831,280",2.70,2.70,1,,1,,China
880390 - Other,"1,220,890",1.95,1.95,4,,4,,China
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"8,645,271",2.70,2.70,1,,1,,China
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,"2,223",2.20,2.20,2,,2,,China
880521 -- Air combat simulators and parts thereof,"44,077",1.70,1.70,1,,1,,China
880529 -- Other,"599,363",1.70,1.70,1,,1,,China
,2012,"67,817,436",3.07,3.07,21,,21,,China
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.","695,360",3.20,3.20,2,,2,,China
"880211 -- Of an unladen weight not exceeding 2,000 kg","3,715",7.50,7.50,1,,1,,China
"880212 -- Of an unladen weight exceeding 2,000 kg",,2.70,2.70,1,,1,,China
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg","10,951",7.70,7.70,1,,1,,China
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,2.70,2.70,1,,1,,China
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,2.70,2.70,1,,1,,China
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,2,,China
880310 - Propellers and rotors and parts thereof,"219,814",2.70,2.70,1,,1,,China
880320 - Under-carriages and parts thereof,"35,108,316",2.70,2.70,1,,1,,China
880330 - Other parts of aeroplanes or helicopters,"17,623,591",2.70,2.70,1,,1,,China
880390 - Other,"5,554,974",1.95,1.95,4,,4,,China
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"7,576,332",2.70,2.70,1,,1,,China
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,"4,370",2.20,2.20,2,,2,,China
880521 -- Air combat simulators and parts thereof,"617,494",1.70,1.70,1,,1,,China
880529 -- Other,"402,519",1.70,1.70,1,,1,,China
,2011,"60,998,651",3.07,3.07,21,,21,,China
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.","930,663",3.20,3.20,2,,2,,China
"880211 -- Of an unladen weight not exceeding 2,000 kg",,7.50,7.50,1,,1,,China
"880212 -- Of an unladen weight exceeding 2,000 kg",,2.70,2.70,1,,1,,China
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg","8,463",7.70,7.70,1,,1,,China
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,2.70,2.70,1,,1,,China
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,2.70,2.70,1,,1,,China
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,"3,995",4.20,4.20,2,,2,,China
880310 - Propellers and rotors and parts thereof,"61,262",2.70,2.70,1,,1,,China
880320 - Under-carriages and parts thereof,"24,180,752",2.70,2.70,1,,1,,China
880330 - Other parts of aeroplanes or helicopters,"25,870,849",2.70,2.70,1,,1,,China
880390 - Other,"466,390",1.95,1.95,4,,4,,China
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"9,150,855",2.70,2.70,1,,1,,China
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,"24,750",2.20,2.20,2,,2,,China
880521 -- Air combat simulators and parts thereof,"2,185",1.70,1.70,1,,1,,China
880529 -- Other,"298,487",1.70,1.70,1,,1,,China
,2010,"73,027,828",3.07,3.07,21,,,,China
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.","954,703",3.20,3.20,2,,,,China
"880211 -- Of an unladen weight not exceeding 2,000 kg",835,7.50,7.50,1,,,,China
"880212 -- Of an unladen weight exceeding 2,000 kg",,2.70,2.70,1,,,,China
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg","122,534",7.70,7.70,1,,,,China
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,2.70,2.70,1,,,,China
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,2.70,2.70,1,,,,China
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,,,China
880310 - Propellers and rotors and parts thereof,"639,080",2.70,2.70,1,,,,China
880320 - Under-carriages and parts thereof,"23,499,557",2.70,2.70,1,,,,China
880330 - Other parts of aeroplanes or helicopters,"37,343,047",2.70,2.70,1,,,,China
880390 - Other,"573,365",1.95,1.95,4,,,,China
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"9,506,184",2.70,2.70,1,,,,China
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,2.20,2.20,2,,,,China
880521 -- Air combat simulators and parts thereof,"4,892",1.70,1.70,1,,,,China
880529 -- Other,"383,631",1.70,1.70,1,,,,China
,2009,"44,395,982",3.07,3.07,21,,,,China
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.","698,111",3.20,3.20,2,,,,China
"880211 -- Of an unladen weight not exceeding 2,000 kg","3,431",7.50,7.50,1,,,,China
"880212 -- Of an unladen weight exceeding 2,000 kg",,2.70,2.70,1,,,,China
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg","671,024",7.70,7.70,1,,,,China
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,2.70,2.70,1,,,,China
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,2.70,2.70,1,,,,China
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,,,China
880310 - Propellers and rotors and parts thereof,"188,954",2.70,2.70,1,,,,China
880320 - Under-carriages and parts thereof,"13,231,840",2.70,2.70,1,,,,China
880330 - Other parts of aeroplanes or helicopters,"20,826,317",2.70,2.70,1,,,,China
880390 - Other,"671,289",1.95,1.95,4,,,,China
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"7,980,013",2.70,2.70,1,,,,China
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,"39,403",2.20,2.20,2,,,,China
880521 -- Air combat simulators and parts thereof,139,1.70,1.70,1,,,,China
880529 -- Other,"85,459",1.70,1.70,1,,,,China
,2008,"49,076,999",3.07,3.07,21,,,,China
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.","619,680",3.20,3.20,2,,,,China
"880211 -- Of an unladen weight not exceeding 2,000 kg","573,055",7.50,7.50,1,,,,China
"880212 -- Of an unladen weight exceeding 2,000 kg",,2.70,2.70,1,,,,China
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",396,7.70,7.70,1,,,,China
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,2.70,2.70,1,,,,China
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,2.70,2.70,1,,,,China
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,,,China
880310 - Propellers and rotors and parts thereof,"58,622",2.70,2.70,1,,,,China
880320 - Under-carriages and parts thereof,"9,924,151",2.70,2.70,1,,,,China
880330 - Other parts of aeroplanes or helicopters,"26,878,808",2.70,2.70,1,,,,China
880390 - Other,"980,130",1.95,1.95,4,,,,China
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"9,495,206",2.70,2.70,1,,,,China
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,"55,414",2.20,2.20,2,,,,China
880521 -- Air combat simulators and parts thereof,,1.70,1.70,1,,,,China
880529 -- Other,"491,537",1.70,1.70,1,,,,China
,2007,"65,910,826",3.07,3.07,21,,,,China
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.","692,870",3.20,3.20,2,,,,China
"880211 -- Of an unladen weight not exceeding 2,000 kg","946,111",7.50,7.50,1,,,,China
"880212 -- Of an unladen weight exceeding 2,000 kg",,2.70,2.70,1,,,,China
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,7.70,7.70,1,,,,China
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,2.70,2.70,1,,,,China
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg","35,482,245",2.70,2.70,1,,,,China
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,,,China
880310 - Propellers and rotors and parts thereof,"780,979",2.70,2.70,1,,,,China
880320 - Under-carriages and parts thereof,"7,200,854",2.70,2.70,1,,,,China
880330 - Other parts of aeroplanes or helicopters,"8,082,825",2.70,2.70,1,,,,China
880390 - Other,"1,490,830",1.95,1.95,4,,,,China
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"11,146,701",2.70,2.70,1,,,,China
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,"69,142",2.20,2.20,2,,,,China
880521 -- Air combat simulators and parts thereof,,1.70,1.70,1,,,,China
880529 -- Other,"18,269",1.70,1.70,1,,,,China
,2006,"43,830,095",3.10,3.10,22,,,,China
880110 - Gliders and hang gliders,"21,232",3.70,3.70,1,,,,China
880190 - Other,"435,304",3.20,3.20,2,,,,China
"880211 -- Of an unladen weight not exceeding 2,000 kg",,7.50,7.50,1,,,,China
"880212 -- Of an unladen weight exceeding 2,000 kg",,2.70,2.70,1,,,,China
"880220 - Airplanes and other aircraft, of an unladen weight not exceeding 2,000 kg","64,186",7.70,7.70,1,,,,China
"880230 - Airplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",75,2.70,2.70,1,,,,China
"880240 - Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg","7,533,600",2.70,2.70,1,,,,China
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,,,China
880310 - Propellers and rotors and parts thereof,"463,618",2.70,2.70,1,,,,China
880320 - Under-carriages and parts thereof,"4,045,405",2.70,2.70,1,,,,China
880330 - Other parts of airplanes or helicopters,"13,900,295",2.70,2.70,1,,,,China
880390 - Other,"701,039",1.95,1.95,4,,,,China
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"9,665,408",2.70,2.70,1,,,,China
880510 - Aircraft launching gear and parts thereof; deck- Arrestor or similar gear and parts thereof,"49,395",2.20,2.20,2,,,,China
880521 -- Air combat simulators and parts thereof,,1.70,1.70,1,,,,China
880529 -- Other,"6,950,537",1.70,1.70,1,,,,China
,2005,"27,943,640",2.01,2.01,34,,,,China
880110 - Gliders and hang gliders,"26,611",1.85,1.85,2,,,,China
880190 - Other,"173,564",2.13,2.13,3,,,,China
"880211 -- Of an unladen weight not exceeding 2,000 kg",,3.75,3.75,2,,,,China
"880212 -- Of an unladen weight exceeding 2,000 kg",,1.35,1.35,2,,,,China
"880220 - Airplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.85,3.85,2,,,,China
"880230 - Airplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,1.35,1.35,2,,,,China
"880240 - Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,1.35,1.35,2,,,,China
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,,,China
880310 - Propellers and rotors and parts thereof,"55,910",1.35,1.35,2,,,,China
880320 - Under-carriages and parts thereof,"10,822,387",1.35,1.35,2,,,,China
880330 - Other parts of airplanes or helicopters,"6,444,885",1.35,1.35,2,,,,China
880390 - Other,"670,632",1.56,1.56,5,,,,China
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"9,739,411",2.70,2.70,1,,,,China
880510 - Aircraft launching gear and parts thereof; deck- Arrestor or similar gear and parts thereof,,2.20,2.20,2,,,,China
880521 -- Air combat simulators and parts thereof,,1.70,1.70,1,,,,China
880529 -- Other,"10,239",0.85,0.85,2,,,,China
,2004,"49,739,403",2.06,2.06,34,,,,China
880110 - Gliders and hang gliders,"2,426",1.85,1.85,2,,,,China
880190 - Other,"157,739",2.13,2.13,3,,,,China
"880211 -- Of an unladen weight not exceeding 2,000 kg",,3.75,3.75,2,,,,China
"880212 -- Of an unladen weight exceeding 2,000 kg","5,934,573",1.35,1.35,2,,,,China
"880220 - Airplanes and other aircraft, of an unladen weight not exceeding 2,000 kg","28,125",3.85,3.85,2,,,,China
"880230 - Airplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg","1,368,290",1.35,1.35,2,,,,China
"880240 - Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg","20,398,496",1.35,1.35,2,,,,China
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,"52,082",4.20,4.20,2,,,,China
880310 - Propellers and rotors and parts thereof,"314,570",1.35,1.35,2,,,,China
880320 - Under-carriages and parts thereof,"8,330,338",1.35,1.35,2,,,,China
880330 - Other parts of airplanes or helicopters,"2,801,338",1.35,1.35,2,,,,China
880390 - Other,"90,456",1.96,1.96,5,,,,China
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"10,256,405",2.70,2.70,1,,,,China
880510 - Aircraft launching gear and parts thereof; deck- Arrestor or similar gear and parts thereof,,2.20,2.20,2,,,,China
880521 -- Air combat simulators and parts thereof,,1.70,1.70,1,,,,China
880529 -- Other,"4,565",0.85,0.85,2,,,,China
,2003,"18,076,892",2.01,2.01,34,,,,China
880110 - Gliders and hang gliders,"64,648",1.85,1.85,2,,,,China
880190 - Other,"99,082",2.13,2.13,3,,,,China
"880211 -- Of an unladen weight not exceeding 2,000 kg","999,393",3.75,3.75,2,,,,China
"880212 -- Of an unladen weight exceeding 2,000 kg",,1.35,1.35,2,,,,China
"880220 - Airplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.85,3.85,2,,,,China
"880230 - Airplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,1.35,1.35,2,,,,China
"880240 - Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,1.35,1.35,2,,,,China
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,,,China
880310 - Propellers and rotors and parts thereof,"69,218",1.35,1.35,2,,,,China
880320 - Under-carriages and parts thereof,"6,526,503",1.35,1.35,2,,,,China
880330 - Other parts of airplanes or helicopters,"1,159,650",1.35,1.35,2,,,,China
880390 - Other,"515,635",1.56,1.56,5,,,,China
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"8,628,047",2.70,2.70,1,,,,China
880510 - Aircraft launching gear and parts thereof; deck- Arrestor or similar gear and parts thereof,,2.20,2.20,2,,,,China
880521 -- Air combat simulators and parts thereof,,1.70,1.70,1,,,,China
880529 -- Other,"14,717",0.85,0.85,2,,,,China
,2002,"18,503,571",2.01,2.01,34,,,,China
880110 - Gliders and hang gliders,,1.85,1.85,2,,,,China
880190 - Other,"276,865",2.13,2.13,3,,,,China
"880211 -- Of an unladen weight not exceeding 2,000 kg",,3.75,3.75,2,,,,China
"880212 -- Of an unladen weight exceeding 2,000 kg",,1.35,1.35,2,,,,China
"880220 - Airplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.85,3.85,2,,,,China
"880230 - Airplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,1.35,1.35,2,,,,China
"880240 - Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,1.35,1.35,2,,,,China
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,,,China
880310 - Propellers and rotors and parts thereof,"1,517,066",1.35,1.35,2,,,,China
880320 - Under-carriages and parts thereof,"4,972,672",1.35,1.35,2,,,,China
880330 - Other parts of airplanes or helicopters,"1,951,204",1.35,1.35,2,,,,China
880390 - Other,"1,312,477",1.56,1.56,5,,,,China
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"8,471,604",2.70,2.70,1,,,,China
880510 - Aircraft launching gear and parts thereof; deck- Arrestor or similar gear and parts thereof,,2.20,2.20,2,,,,China
880521 -- Air combat simulators and parts thereof,,1.70,1.70,1,,,,China
880529 -- Other,"1,683",0.85,0.85,2,,,,China
,2001,"17,015,761",2.02,2.02,33,,,,China
880110 - Gliders and hang gliders,"12,035",1.85,1.85,2,,,,China
880190 - Other,"22,593",2.13,2.13,3,,,,China
"880211 - - Of an unladen weight not exceeding 2,000 kg",,3.75,3.75,2,,,,China
"880212 - - Of an unladen weight exceeding 2,000 kg",,1.35,1.35,2,,,,China
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.85,3.85,2,,,,China
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,1.35,1.35,2,,,,China
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,1.35,1.35,2,,,,China
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,,,China
880310 - Propellers and rotors and parts thereof,"13,916",1.35,1.35,2,,,,China
880320 - Under-carriages and parts thereof,"4,052,082",1.35,1.35,2,,,,China
880330 - Other parts of aeroplanes or helicopters,"4,392,666",1.35,1.35,2,,,,China
880390 - Other,"744,846",1.56,1.56,5,,,,China
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto,"7,776,278",2.70,2.70,1,,,,China
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,2.20,2.20,2,,,,China
880520 - Ground flying trainers and parts thereof,"1,343",0.85,0.85,2,,,,China
,2000,"13,069,570",2.02,2.02,33,,,,China
880110 - Gliders and hang gliders,,1.85,1.85,2,,,,China
880190 - Other,"1,411",2.13,2.13,3,,,,China
"880211 - - Of an unladen weight not exceeding 2,000 kg",,3.75,3.75,2,,,,China
"880212 - - Of an unladen weight exceeding 2,000 kg",,1.35,1.35,2,,,,China
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.85,3.85,2,,,,China
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,1.35,1.35,2,,,,China
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,1.35,1.35,2,,,,China
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,,,China
880310 - Propellers and rotors and parts thereof,"72,639",1.35,1.35,2,,,,China
880320 - Under-carriages and parts thereof,"73,220",1.35,1.35,2,,,,China
