Importer,Year,Value,Ad val. duties,Number of lines,Brazil
,(US$),Simple average,MFN duties,Pref. duties,Brazil
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Brazil
"081400 Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions.","1,146,534",1.60,0.00,1,,1,,Brazil
,2012,"743,565,833",7.14,4.49,124,16,82,2,Brazil
080111 -- Desiccated,"1,350",0.00,0.00,1,,,,Brazil
080112 -- In the inner shell (endocarp),,0.00,0.00,1,,,,Brazil
080119 -- Other,"86,607",0.00,0.00,1,,,,Brazil
080121 -- In shell,"815,334",0.00,0.00,1,,,,Brazil
080122 -- Shelled,"1,280,424",0.00,0.00,1,,,,Brazil
080131 -- In shell,"85,740",0.00,0.00,1,,,,Brazil
080132 -- Shelled,"51,557,744",0.00,0.00,1,,,,Brazil
080211 -- In shell,,2.80,1.05,2,,1,,Brazil
080212 -- Shelled,"5,463",1.75,0.00,2,,1,,Brazil
080221 -- In shell,,3.20,0.00,1,,1,,Brazil
080222 -- Shelled,,3.20,0.00,1,,1,,Brazil
080231 -- In shell,,4.00,0.00,1,,1,,Brazil
080232 -- Shelled,,5.10,1.60,1,,1,,Brazil
080241 -- In shell,,5.60,2.10,1,,1,,Brazil
080242 -- Shelled,,5.60,2.10,1,,1,,Brazil
080251 -- In shell,"6,465",1.60,0.00,1,,1,,Brazil
080252 -- Shelled,,1.60,0.00,1,,1,,Brazil
080261 -- In shell,"212,776",2.00,0.00,1,,1,,Brazil
080262 -- Shelled,"982,866",2.00,0.00,1,,1,,Brazil
080270 - Kola nuts (Cola spp.),,0.00,0.00,1,,,,Brazil
080280 - Areca nuts,,0.00,0.00,1,,,,Brazil
080290 - Other,"165,039",1.33,0.00,3,,2,,Brazil
080310 - Plantains,810,16.00,12.50,2,,2,,Brazil
080390 - Other,"26,794,411",16.00,12.50,2,1,1,,Brazil
080410 - Dates,,7.70,4.20,1,,1,,Brazil
080420 - Figs,"10,239,524",6.80,3.30,2,,2,,Brazil
080430 - Pineapples,"57,956",5.80,2.30,1,,1,,Brazil
080440 - Avocados,"6,913,059",4.00,0.00,1,,1,,Brazil
"080450 - Guavas, mangoes and mangosteens","148,982,165",0.00,0.00,1,,,,Brazil
080510 - Oranges,"9,361,456",16.00,16.00,2,1,,,Brazil
"080520 - Mandarins (including tangerines and satsumas); clementines, wilkings and similar citrus hybrids","346,632",,,5,5,,,Brazil
"080540 - Grapefruit, including pomelos",193,1.50,0.00,1,,1,,Brazil
"080550 - Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia, Citrus latifolia)","73,549,568",12.80,8.90,2,1,1,,Brazil
080590 - Other,688,12.80,9.30,1,,1,,Brazil
080610 - Fresh,"111,457,440",12.95,9.45,2,,2,,Brazil
080620 - Dried,"49,062",2.40,0.00,3,,3,,Brazil
080711 -- Watermelons,"19,976,825",8.80,5.30,1,,1,,Brazil
080719 -- Other,"156,439,746",8.80,5.30,1,,1,,Brazil
080720 - Papaws (papayas),"53,532,535",0.00,0.00,1,,,,Brazil
080810 - Apples,"63,009,051",,,2,2,,,Brazil
080830 - Pears,"54,576",,,2,2,,,Brazil
080840 - Quinces,,7.20,3.70,1,,1,,Brazil
080910 - Apricots,,20.00,16.50,1,,1,,Brazil
080921 -- Sour cherries (Prunus cerasus),,12.00,8.50,1,,1,,Brazil
080929 -- Other,,12.00,8.50,1,,1,,Brazil
"080930 - Peaches, including nectarines",,17.60,14.10,2,,2,,Brazil
080940 - Plums and sloes,,9.20,5.65,2,,2,,Brazil
081010 - Strawberries,,11.20,7.70,1,,1,,Brazil
"081020 - Raspberries, blackberries, mulberries and loganberries","37,982",9.20,5.70,2,,2,,Brazil
"081030 - Black, white or red currants and gooseberries",,9.07,5.57,3,,3,,Brazil
"081040 - Cranberries, bilberries and other fruits of the genus Vaccinium","10,206",4.00,1.53,4,,3,,Brazil
081050 - Kiwifruit,,8.80,5.30,1,,1,,Brazil
081060 - Durians,,8.80,5.30,1,,1,,Brazil
081070 - Persimmons,"167,686",8.80,5.30,1,,1,,Brazil
081090 - Other,"644,095",4.40,2.65,2,,1,,Brazil
081110 - Strawberries,"12,545",17.60,17.60,3,1,,,Brazil
"081120 - Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries","13,573",14.67,14.67,7,1,,,Brazil
081190 - Other,"4,826,103",10.75,5.20,10,2,8,2,Brazil
081210 - Cherries,,8.80,5.30,1,,1,,Brazil
081290 - Other,"627,892",7.16,3.76,5,,5,,Brazil
081310 - Apricots,,5.60,2.10,1,,1,,Brazil
081320 - Prunes,,9.60,6.10,1,,1,,Brazil
081330 - Apples,,3.20,0.00,1,,1,,Brazil
081340 - Other fruit,"463,689",3.28,1.00,5,,4,,Brazil
081350 - Mixtures of nuts or dried fruits of this Chapter,"1,441",6.86,3.01,7,,7,,Brazil
"081400 Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions.","795,116",1.60,0.00,1,,1,,Brazil
,2011,"740,653,314",7.06,4.40,117,24,80,10,Brazil
080111 -- Desiccated,"30,373",0.00,0.00,1,,,,Brazil
080119 -- Other,"289,870",0.00,0.00,1,,,,Brazil
080121 -- In shell,"517,420",0.00,0.00,1,,,,Brazil
080122 -- Shelled,"1,390,636",0.00,0.00,1,,,,Brazil
080131 -- In shell,70,0.00,0.00,1,,,,Brazil
080132 -- Shelled,"46,729,691",0.00,0.00,1,,,,Brazil
080211 -- In shell,,2.80,1.05,2,,1,,Brazil
080212 -- Shelled,,1.75,0.00,2,,1,,Brazil
080221 -- In shell,,3.20,0.00,1,,1,,Brazil
080222 -- Shelled,,3.20,0.00,1,,1,,Brazil
080231 -- In shell,,4.00,0.00,1,,1,,Brazil
080232 -- Shelled,,5.10,1.60,1,,1,,Brazil
080240 - Chestnuts (Castanea spp.),,5.60,2.10,1,,1,,Brazil
080250 - Pistachios,,1.60,0.00,1,,1,,Brazil
080260 - Macadamia nuts,"1,548,141",2.00,0.00,1,,1,,Brazil
080290 - Other,,1.33,0.00,3,,2,,Brazil
"080300 Bananas, including plantains, fresh or dried.","36,783,892",16.00,12.50,3,1,2,,Brazil
080410 - Dates,,7.70,4.20,1,,1,,Brazil
080420 - Figs,"9,599,844",6.80,3.30,2,,2,,Brazil
080430 - Pineapples,"9,201",5.80,2.30,1,,1,,Brazil
080440 - Avocados,"5,060,769",4.37,0.53,1,,1,,Brazil
"080450 - Guavas, mangoes and mangosteens","144,281,900",0.00,0.00,1,,,,Brazil
080510 - Oranges,"16,747,110",14.67,14.67,2,1,,,Brazil
"080520 - Mandarins (including tangerines and satsumas); clementines, wilkings and similar citrus hybrids","99,556",,,5,5,,,Brazil
"080540 - Grapefruit, including pomelos","116,455",1.80,0.00,1,,1,,Brazil
"080550 - Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia, Citrus latifolia)","80,643,279",12.80,8.90,2,1,1,,Brazil
080590 - Other,,12.80,9.30,1,,1,,Brazil
080610 - Fresh,"108,524,259",15.47,15.47,2,1,2,2,Brazil
080620 - Dried,501,2.40,0.00,3,,3,,Brazil
080711 -- Watermelons,"18,870,926",8.80,5.30,1,,1,,Brazil
080719 -- Other,"155,162,161",8.80,5.30,1,,1,,Brazil
080720 - Papaws (papayas),"60,941,175",0.00,0.00,1,,,,Brazil
080810 - Apples,"44,268,495",,,2,2,,,Brazil
080820 - Pears and quinces,"140,954",7.20,3.70,3,2,1,,Brazil
080910 - Apricots,,,,1,1,1,1,Brazil
080920 - Cherries,,,,2,2,2,2,Brazil
"080930 - Peaches, including nectarines",,,,2,2,2,2,Brazil
080940 - Plums and sloes,,12.00,8.40,2,1,2,1,Brazil
081010 - Strawberries,,,7.70,1,1,1,,Brazil
"081020 - Raspberries, blackberries, mulberries and loganberries","94,920",9.20,5.70,2,,2,,Brazil
"081040 - Cranberries, bilberries and other fruits of the genus Vaccinium","69,001",4.00,1.53,4,,3,,Brazil
081050 - Kiwifruit,"23,455",8.53,5.03,1,,1,,Brazil
081060 - Durians,,8.80,5.30,1,,1,,Brazil
081090 - Other,"1,865,725",7.20,4.40,5,,4,,Brazil
081110 - Strawberries,"11,735",17.60,17.60,3,1,,,Brazil
"081120 - Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries","8,881",14.67,14.67,7,1,,,Brazil
081190 - Other,"4,721,720",12.65,6.25,10,2,10,2,Brazil
081210 - Cherries,,8.80,5.30,1,,1,,Brazil
081290 - Other,"610,364",8.10,4.68,6,,6,,Brazil
081310 - Apricots,,5.60,2.10,1,,1,,Brazil
081320 - Prunes,,9.60,6.10,1,,1,,Brazil
081330 - Apples,,3.20,0.00,1,,1,,Brazil
081340 - Other fruit,"391,347",3.28,1.00,5,,4,,Brazil
081350 - Mixtures of nuts or dried fruits of this Chapter,,6.86,3.01,7,,7,,Brazil
"081400 Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions.","1,099,485",1.60,0.00,1,,1,,Brazil
,2010,"758,284,173",7.06,7.06,117,24,,,Brazil
080111 -- Desiccated,"8,020",0.00,0.00,1,,,,Brazil
080119 -- Other,"243,147",0.00,0.00,1,,,,Brazil
080121 -- In shell,"277,032",0.00,0.00,1,,,,Brazil
080122 -- Shelled,"1,325,607",0.00,0.00,1,,,,Brazil
080131 -- In shell,"1,244,607",0.00,0.00,1,,,,Brazil
080132 -- Shelled,"40,627,362",0.00,0.00,1,,,,Brazil
080211 -- In shell,,2.80,2.80,2,,,,Brazil
080212 -- Shelled,,1.75,1.75,2,,,,Brazil
080221 -- In shell,,3.20,3.20,1,,,,Brazil
080222 -- Shelled,,3.20,3.20,1,,,,Brazil
080231 -- In shell,,4.00,4.00,1,,,,Brazil
080232 -- Shelled,,5.10,5.10,1,,,,Brazil
080240 - Chestnuts (Castanea spp.),,5.60,5.60,1,,,,Brazil
080250 - Pistachios,,1.60,1.60,1,,,,Brazil
080260 - Macadamia nuts,"1,727,732",2.00,2.00,1,,,,Brazil
080290 - Other,"8,312",1.33,1.33,3,,,,Brazil
"080300 Bananas, including plantains, fresh or dried.","53,613,708",16.00,16.00,3,1,,,Brazil
080410 - Dates,"3,089",7.70,7.70,1,,,,Brazil
080420 - Figs,"9,086,785",6.80,6.80,2,,,,Brazil
080430 - Pineapples,"594,470",5.80,5.80,1,,,,Brazil
080440 - Avocados,"4,484,445",4.37,4.37,1,,,,Brazil
"080450 - Guavas, mangoes and mangosteens","147,896,736",0.00,0.00,1,,,,Brazil
080510 - Oranges,"19,797,898",14.67,14.67,2,1,,,Brazil
"080520 - Mandarins (including tangerines and satsumas); clementines, wilkings and similar citrus hybrids","205,802",,,5,5,,,Brazil
"080540 - Grapefruit, including pomelos","31,008",1.80,1.80,1,,,,Brazil
"080550 - Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia, Citrus latifolia)","63,487,866",12.80,12.80,2,1,,,Brazil
080590 - Other,"15,113",12.80,12.80,1,,,,Brazil
080610 - Fresh,"110,546,119",15.47,15.47,2,1,,,Brazil
080620 - Dried,"9,850",2.40,2.40,3,,,,Brazil
080711 -- Watermelons,"15,034,061",8.80,8.80,1,,,,Brazil
080719 -- Other,"146,282,179",8.80,8.80,1,,,,Brazil
080720 - Papaws (papayas),"54,275,139",0.00,0.00,1,,,,Brazil
080810 - Apples,"76,464,494",,,2,2,,,Brazil
080820 - Pears and quinces,,7.20,7.20,3,2,,,Brazil
080910 - Apricots,,,,1,1,,,Brazil
080920 - Cherries,,,,2,2,,,Brazil
"080930 - Peaches, including nectarines",,,,2,2,,,Brazil
080940 - Plums and sloes,,12.00,12.00,2,1,,,Brazil
081010 - Strawberries,"12,501",,,1,1,,,Brazil
"081020 - Raspberries, blackberries, mulberries and loganberries","101,933",9.20,9.20,2,,,,Brazil
"081040 - Cranberries, bilberries and other fruits of the genus Vaccinium","76,095",4.00,4.00,4,,,,Brazil
081050 - Kiwifruit,,8.53,8.53,1,,,,Brazil
081060 - Durians,,8.80,8.80,1,,,,Brazil
081090 - Other,"2,377,471",7.20,7.20,5,,,,Brazil
081110 - Strawberries,"13,363",17.60,17.60,3,1,,,Brazil
"081120 - Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries","18,904",14.67,14.67,7,1,,,Brazil
081190 - Other,"6,280,968",12.65,12.65,10,2,,,Brazil
081210 - Cherries,,8.80,8.80,1,,,,Brazil
081290 - Other,"718,768",8.10,8.10,6,,,,Brazil
081310 - Apricots,,5.60,5.60,1,,,,Brazil
081320 - Prunes,,9.60,9.60,1,,,,Brazil
081330 - Apples,27,3.20,3.20,1,,,,Brazil
081340 - Other fruit,"285,132",3.28,3.28,5,,,,Brazil
081350 - Mixtures of nuts or dried fruits of this Chapter,610,6.86,6.86,7,,,,Brazil
"081400 Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions.","1,107,821",1.60,1.60,1,,,,Brazil
,2009,"746,384,679",7.06,7.06,117,24,,,Brazil
080111 -- Desiccated,"61,288",0.00,0.00,1,,,,Brazil
080119 -- Other,"170,291",0.00,0.00,1,,,,Brazil
080121 -- In shell,"277,091",0.00,0.00,1,,,,Brazil
080122 -- Shelled,"1,105,923",0.00,0.00,1,,,,Brazil
080131 -- In shell,,0.00,0.00,1,,,,Brazil
080132 -- Shelled,"40,427,413",0.00,0.00,1,,,,Brazil
080211 -- In shell,"1,172",2.80,2.80,2,,,,Brazil
080212 -- Shelled,"94,637",1.75,1.75,2,,,,Brazil
080221 -- In shell,,3.20,3.20,1,,,,Brazil
080222 -- Shelled,,3.20,3.20,1,,,,Brazil
080231 -- In shell,,4.00,4.00,1,,,,Brazil
080232 -- Shelled,,5.10,5.10,1,,,,Brazil
080240 - Chestnuts (Castanea spp.),,5.60,5.60,1,,,,Brazil
080250 - Pistachios,,1.60,1.60,1,,,,Brazil
080260 - Macadamia nuts,"444,314",2.00,2.00,1,,,,Brazil
080290 - Other,"1,283",1.33,1.33,3,,,,Brazil
"080300 Bananas, including plantains, fresh or dried.","49,674,658",16.00,16.00,3,1,,,Brazil
080410 - Dates,,7.70,7.70,1,,,,Brazil
080420 - Figs,"9,744,282",6.80,6.80,2,,,,Brazil
080430 - Pineapples,"12,839,106",5.80,5.80,1,,,,Brazil
080440 - Avocados,"5,244,281",4.37,4.37,1,,,,Brazil
"080450 - Guavas, mangoes and mangosteens","119,039,457",0.00,0.00,1,,,,Brazil
080510 - Oranges,"10,238,557",14.67,14.67,2,1,,,Brazil
"080520 - Mandarins (including tangerines and satsumas); clementines, wilkings and similar citrus hybrids","352,884",,,5,5,,,Brazil
"080540 - Grapefruit, including pomelos","45,875",1.80,1.80,1,,,,Brazil
"080550 - Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia, Citrus latifolia)","55,895,843",12.80,12.80,2,1,,,Brazil
080590 - Other,530,12.80,12.80,1,,,,Brazil
080610 - Fresh,"103,052,050",15.47,15.47,2,1,,,Brazil
080620 - Dried,,2.40,2.40,3,,,,Brazil
080711 -- Watermelons,"22,257,158",8.80,8.80,1,,,,Brazil
080719 -- Other,"172,032,582",8.80,8.80,1,,,,Brazil
080720 - Papaws (papayas),"48,799,003",0.00,0.00,1,,,,Brazil
080810 - Apples,"83,988,524",,,2,2,,,Brazil
080820 - Pears and quinces,,7.20,7.20,3,2,,,Brazil
080910 - Apricots,,,,1,1,,,Brazil
080920 - Cherries,"11,089",,,2,2,,,Brazil
"080930 - Peaches, including nectarines",,,,2,2,,,Brazil
080940 - Plums and sloes,,12.00,12.00,2,1,,,Brazil
081010 - Strawberries,,,,1,1,,,Brazil
"081020 - Raspberries, blackberries, mulberries and loganberries","307,484",9.20,9.20,2,,,,Brazil
"081040 - Cranberries, bilberries and other fruits of the genus Vaccinium","96,297",4.00,4.00,4,,,,Brazil
081050 - Kiwifruit,,8.53,8.53,1,,,,Brazil
081060 - Durians,,8.80,8.80,1,,,,Brazil
081090 - Other,"2,102,382",7.20,7.20,5,,,,Brazil
081110 - Strawberries,"28,635",17.60,17.60,3,1,,,Brazil
"081120 - Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries","6,346",14.67,14.67,7,1,,,Brazil
081190 - Other,"6,283,183",12.65,12.65,10,2,,,Brazil
081210 - Cherries,,8.80,8.80,1,,,,Brazil
081290 - Other,"254,872",8.10,8.10,6,,,,Brazil
081310 - Apricots,,5.60,5.60,1,,,,Brazil
081320 - Prunes,139,9.60,9.60,1,,,,Brazil
081330 - Apples,"2,999",3.20,3.20,1,,,,Brazil
081340 - Other fruit,"240,157",3.28,3.28,5,,,,Brazil
081350 - Mixtures of nuts or dried fruits of this Chapter,"6,807",6.86,6.86,7,,,,Brazil
"081400 Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions.","1,256,087",1.60,1.60,1,,,,Brazil
,2008,"885,639,902",7.06,7.06,117,24,,,Brazil
080111 -- Desiccated,"37,675",0.00,0.00,1,,,,Brazil
080119 -- Other,"109,818",0.00,0.00,1,,,,Brazil
080121 -- In shell,"393,189",0.00,0.00,1,,,,Brazil
080122 -- Shelled,"1,726,444",0.00,0.00,1,,,,Brazil
080131 -- In shell,"93,734",0.00,0.00,1,,,,Brazil
080132 -- Shelled,"28,108,090",0.00,0.00,1,,,,Brazil
080211 -- In shell,762,2.80,2.80,2,,,,Brazil
080212 -- Shelled,,1.75,1.75,2,,,,Brazil
080221 -- In shell,,3.20,3.20,1,,,,Brazil
080222 -- Shelled,,3.20,3.20,1,,,,Brazil
080231 -- In shell,,4.00,4.00,1,,,,Brazil
080232 -- Shelled,776,5.10,5.10,1,,,,Brazil
080240 - Chestnuts (Castanea spp.),,5.60,5.60,1,,,,Brazil
080250 - Pistachios,,1.60,1.60,1,,,,Brazil
080260 - Macadamia nuts,"754,927",2.00,2.00,1,,,,Brazil
080290 - Other,"9,302",1.33,1.33,3,,,,Brazil
"080300 Bananas, including plantains, fresh or dried.","49,931,724",16.00,16.00,3,1,,,Brazil
080410 - Dates,879,7.70,7.70,1,,,,Brazil
080420 - Figs,"9,723,250",6.80,6.80,2,,,,Brazil
080430 - Pineapples,"22,695,997",5.80,5.80,1,,,,Brazil
080440 - Avocados,"4,228,689",4.37,4.37,1,,,,Brazil
"080450 - Guavas, mangoes and mangosteens","147,157,652",0.00,0.00,1,,,,Brazil
080510 - Oranges,"17,778,797",14.67,14.67,2,1,,,Brazil
"080520 - Mandarins (including tangerines and satsumas); clementines, wilkings and similar citrus hybrids","385,220",,,5,5,,,Brazil
"080540 - Grapefruit, including pomelos","31,450",1.80,1.80,1,,,,Brazil
"080550 - Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia, Citrus latifolia)","63,739,437",12.80,12.80,2,1,,,Brazil
080590 - Other,"61,069",12.80,12.80,1,,,,Brazil
080610 - Fresh,"148,287,223",15.47,15.47,2,1,,,Brazil
080620 - Dried,,2.40,2.40,3,,,,Brazil
080711 -- Watermelons,"23,083,400",8.80,8.80,1,,,,Brazil
080719 -- Other,"182,494,100",8.80,8.80,1,,,,Brazil
080720 - Papaws (papayas),"56,506,595",0.00,0.00,1,,,,Brazil
080810 - Apples,"118,211,272",,,2,2,,,Brazil
080820 - Pears and quinces,"125,697",7.20,7.20,3,2,,,Brazil
080910 - Apricots,,,,1,1,,,Brazil
080920 - Cherries,,,,2,2,,,Brazil
"080930 - Peaches, including nectarines",,,,2,2,,,Brazil
080940 - Plums and sloes,"63,295",12.00,12.00,2,1,,,Brazil
081010 - Strawberries,,,,1,1,,,Brazil
"081020 - Raspberries, blackberries, mulberries and loganberries","496,298",9.20,9.20,2,,,,Brazil
"081040 - Cranberries, bilberries and other fruits of the genus Vaccinium","126,590",4.00,4.00,4,,,,Brazil
081050 - Kiwifruit,"20,039",8.53,8.53,1,,,,Brazil
081060 - Durians,,8.80,8.80,1,,,,Brazil
081090 - Other,"2,956,033",7.20,7.20,5,,,,Brazil
081110 - Strawberries,"7,031",17.60,17.60,3,1,,,Brazil
"081120 - Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries","31,318",14.67,14.67,7,1,,,Brazil
081190 - Other,"4,687,531",12.65,12.65,10,2,,,Brazil
081210 - Cherries,,8.80,8.80,1,,,,Brazil
081290 - Other,"821,255",8.10,8.10,6,,,,Brazil
081310 - Apricots,,5.60,5.60,1,,,,Brazil
081320 - Prunes,,9.60,9.60,1,,,,Brazil
081330 - Apples,"2,329",3.20,3.20,1,,,,Brazil
081340 - Other fruit,"240,085",3.28,3.28,5,,,,Brazil
081350 - Mixtures of nuts or dried fruits of this Chapter,"2,505",6.86,6.86,7,,,,Brazil
"081400 Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions.","508,426",1.60,1.60,1,,,,Brazil
,2007,"842,762,428",6.91,6.91,119,24,,,Brazil
080111 -- Desiccated,"100,814",0.00,0.00,1,,,,Brazil
080119 -- Other,"105,104",0.00,0.00,1,,,,Brazil
080121 -- In shell,"396,170",0.00,0.00,1,,,,Brazil
080122 -- Shelled,"3,044,771",0.00,0.00,1,,,,Brazil
080131 -- In shell,"662,431",0.00,0.00,1,,,,Brazil
080132 -- Shelled,"29,883,067",0.00,0.00,1,,,,Brazil
080211 -- In shell,55,2.80,2.80,2,,,,Brazil
080212 -- Shelled,,1.75,1.75,2,,,,Brazil
080221 -- In shell,,3.20,3.20,1,,,,Brazil
080222 -- Shelled,"75,679",3.20,3.20,1,,,,Brazil
080231 -- In shell,,4.00,4.00,1,,,,Brazil
080232 -- Shelled,452,5.10,5.10,1,,,,Brazil
080240 - Chestnuts (Castanea spp.),,5.60,5.60,1,,,,Brazil
080250 - Pistachios,,1.60,1.60,1,,,,Brazil
080260 - Macadamia nuts,"747,224",2.00,2.00,1,,,,Brazil
080290 - Other,"6,044",1.33,1.33,3,,,,Brazil
"080300 Bananas, including plantains, fresh or dried.","58,421,496",16.00,16.00,3,1,,,Brazil
080410 - Dates,"18,173",7.70,7.70,1,,,,Brazil
080420 - Figs,"8,810,314",6.80,6.80,2,,,,Brazil
080430 - Pineapples,"24,703,112",5.80,5.80,1,,,,Brazil
080440 - Avocados,"2,555,146",4.37,4.37,1,,,,Brazil
"080450 - Guavas, mangoes and mangosteens","117,796,503",0.00,0.00,1,,,,Brazil
080510 - Oranges,"21,603,192",14.67,14.67,2,1,,,Brazil
"080520 - Mandarins (including tangerines and satsumas); clementines, wilkings and similar citrus hybrids","93,413",,,5,5,,,Brazil
"080540 - Grapefruit, including pomelos",,1.80,1.80,1,,,,Brazil
"080550 - Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia, Citrus latifolia)","52,844,561",12.80,12.80,2,1,,,Brazil
080590 - Other,"26,272",12.80,12.80,1,,,,Brazil
080610 - Fresh,"160,598,150",15.47,15.47,2,1,,,Brazil
080620 - Dried,,2.40,2.40,3,,,,Brazil
080711 -- Watermelons,"18,014,126",8.80,8.80,1,,,,Brazil
080719 -- Other,"167,681,675",8.80,8.80,1,,,,Brazil
080720 - Papaws (papayas),"51,588,621",0.00,0.00,1,,,,Brazil
080810 - Apples,"109,852,811",,,2,2,,,Brazil
080820 - Pears and quinces,"109,983",7.20,7.20,3,2,,,Brazil
080910 - Apricots,,,,1,1,,,Brazil
080920 - Cherries,,,,2,2,,,Brazil
"080930 - Peaches, including nectarines","10,457",,,2,2,,,Brazil
080940 - Plums and sloes,"56,191",12.00,12.00,2,1,,,Brazil
081010 - Strawberries,"64,797",,,1,1,,,Brazil
"081020 - Raspberries, blackberries, mulberries and loganberries","986,842",9.20,9.20,2,,,,Brazil
"081040 - Cranberries, bilberries and other fruits of the genus Vaccinium","199,490",4.00,4.00,4,,,,Brazil
081050 - Kiwifruit,"26,917",8.53,8.53,1,,,,Brazil
081060 - Durians,,8.80,8.80,1,,,,Brazil
081090 - Other,"1,815,063",6.00,6.00,6,,,,Brazil
081110 - Strawberries,"27,725",17.60,17.60,3,1,,,Brazil
"081120 - Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries","89,617",14.67,14.67,7,1,,,Brazil
081190 - Other,"7,958,096",12.65,12.65,10,2,,,Brazil
081210 - Cherries,,8.80,8.80,1,,,,Brazil
081290 - Other,"559,342",8.10,8.10,6,,,,Brazil
081310 - Apricots,,5.60,5.60,1,,,,Brazil
081320 - Prunes,,9.60,9.60,1,,,,Brazil
081330 - Apples,"2,138",3.20,3.20,1,,,,Brazil
081340 - Other fruit,"176,096",2.73,2.73,6,,,,Brazil
081350 - Mixtures of nuts or dried fruits of this Chapter,"3,289",6.86,6.86,7,,,,Brazil
"081400 Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions.","1,047,007",1.60,1.60,1,,,,Brazil
,2006,"651,220,669",6.91,6.91,119,24,,,Brazil
080111 -- Dessicated,"15,708",0.00,0.00,1,,,,Brazil
080119 -- Other,"147,696",0.00,0.00,1,,,,Brazil
080121 -- In shell,"216,641",0.00,0.00,1,,,,Brazil
080122 -- Shelled,"1,290,820",0.00,0.00,1,,,,Brazil
080131 -- In shell,"889,643",0.00,0.00,1,,,,Brazil
080132 -- Shelled,"21,926,844",0.00,0.00,1,,,,Brazil
080211 -- In shell,126,2.80,2.80,2,,,,Brazil
080212 -- Shelled,"125,723",1.75,1.75,2,,,,Brazil
080221 -- In shell,,3.20,3.20,1,,,,Brazil
080222 -- Shelled,,3.20,3.20,1,,,,Brazil
080231 -- In shell,,4.00,4.00,1,,,,Brazil
080232 -- Shelled,,5.10,5.10,1,,,,Brazil
080240 - Chestnuts (Castanea spp.),,5.60,5.60,1,,,,Brazil
080250 - Pistachios,"76,943",1.60,1.60,1,,,,Brazil
080290 - Other,"551,924",1.50,1.50,4,,,,Brazil
"080300 Bananas, including plantains, fresh or dried.","53,997,290",16.00,16.00,3,1,,,Brazil
080410 - Dates,,7.70,7.70,1,,,,Brazil
080420 - Figs,"6,441,278",6.80,6.80,2,,,,Brazil
080430 - Pineapples,"13,296,101",5.80,5.80,1,,,,Brazil
080440 - Avocados,"3,125,063",4.37,4.37,1,,,,Brazil
"080450 - Guavas, mangoes and mangosteens","106,210,524",0.00,0.00,1,,,,Brazil
080510 - Oranges,"24,144,171",14.67,14.67,2,1,,,Brazil
"080520 - Mandarins (including tangerines and satsumas); clementines, wilkings and similar citrus hybrids","1,459,710",,,5,5,,,Brazil
080540 - Grapefruit,"1,004",1.80,1.80,1,,,,Brazil
"080550 - Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia, Citrus latifolia)","42,544,310",12.80,12.80,2,1,,,Brazil
080590 - Other,"61,072",12.80,12.80,1,,,,Brazil
080610 - Fresh,"115,196,727",15.47,15.47,2,1,,,Brazil
080620 - Dried,,2.40,2.40,3,,,,Brazil
080711 -- Watermelons,"15,432,328",8.80,8.80,1,,,,Brazil
080719 -- Other,"134,435,545",8.80,8.80,1,,,,Brazil
080720 - Papaws (papayas),"45,464,748",0.00,0.00,1,,,,Brazil
080810 - Apples,"53,517,651",,,2,2,,,Brazil
080820 - Pears and quinces,"175,257",7.20,7.20,3,2,,,Brazil
080910 - Apricots,,,,1,1,,,Brazil
080920 - Cherries,"4,407",,,2,2,,,Brazil
"080930 - Peaches, including nectarines",,,,2,2,,,Brazil
080940 - Plums and sloes,"33,248",12.00,12.00,2,1,,,Brazil
081010 - Strawberries,"105,445",,,1,1,,,Brazil
"081020 - Raspberries, blackberries, mulberries and loganberries","913,072",9.20,9.20,2,,,,Brazil
