Importer,Year,Value,Ad val. duties,Number of lines,Russian Federation
,(US$),Simple average,MFN duties,Pref. duties,Russian Federation
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Russian Federation
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"226,825",2.70,2.70,1,,,,Russian Federation
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,2.20,2.20,2,,,,Russian Federation
880521 - - Air combat simulators and parts thereof,,0.00,0.00,1,,,,Russian Federation
880529 - - Other,,0.00,0.00,1,,,,Russian Federation
,2016,"277,320,323",3.07,3.07,21,,,,Russian Federation
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.",,3.20,3.20,2,,,,Russian Federation
"880211 -- Of an unladen weight not exceeding 2,000 kg","43,411",7.50,7.50,1,,,,Russian Federation
"880212 -- Of an unladen weight exceeding 2,000 kg","212,893",2.70,2.70,1,,,,Russian Federation
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg","574,036",7.70,7.70,1,,,,Russian Federation
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,2.70,2.70,1,,,,Russian Federation
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg","229,136,823",2.70,2.70,1,,,,Russian Federation
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,,,Russian Federation
880310 - Propellers and rotors and parts thereof,"4,733,403",2.70,2.70,1,,,,Russian Federation
880320 - Under-carriages and parts thereof,"24,922,314",2.70,2.70,1,,,,Russian Federation
880330 - Other parts of aeroplanes or helicopters,"15,022,140",2.70,2.70,1,,,,Russian Federation
880390 - Other,"1,085,659",1.95,1.95,4,,,,Russian Federation
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"370,206",2.70,2.70,1,,,,Russian Federation
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,2.20,2.20,2,,,,Russian Federation
880521 -- Air combat simulators and parts thereof,,1.70,1.70,1,,,,Russian Federation
880529 -- Other,"1,219,438",1.70,1.70,1,,,,Russian Federation
,2015,"79,832,910",3.07,3.07,21,,,,Russian Federation
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.","12,158",3.20,3.20,2,,,,Russian Federation
"880211 -- Of an unladen weight not exceeding 2,000 kg",,7.50,7.50,1,,,,Russian Federation
"880212 -- Of an unladen weight exceeding 2,000 kg",,2.70,2.70,1,,,,Russian Federation
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg","20,972",7.70,7.70,1,,,,Russian Federation
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,2.70,2.70,1,,,,Russian Federation
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg","23,991,628",2.70,2.70,1,,,,Russian Federation
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,,,Russian Federation
880310 - Propellers and rotors and parts thereof,"6,966,451",2.70,2.70,1,,,,Russian Federation
880320 - Under-carriages and parts thereof,"26,527,266",2.70,2.70,1,,,,Russian Federation
880330 - Other parts of aeroplanes or helicopters,"19,036,533",2.70,2.70,1,,,,Russian Federation
880390 - Other,"3,031,178",1.95,1.95,4,,,,Russian Federation
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"218,107",2.70,2.70,1,,,,Russian Federation
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,2.20,2.20,2,,,,Russian Federation
880521 -- Air combat simulators and parts thereof,,1.70,1.70,1,,,,Russian Federation
880529 -- Other,"28,617",1.70,1.70,1,,,,Russian Federation
,2014,"184,910,039",3.07,3.07,21,,,,Russian Federation
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.",,3.20,3.20,2,,,,Russian Federation
"880211 -- Of an unladen weight not exceeding 2,000 kg","19,636",7.50,7.50,1,,,,Russian Federation
"880212 -- Of an unladen weight exceeding 2,000 kg","186,427",2.70,2.70,1,,,,Russian Federation
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg","2,653",7.70,7.70,1,,,,Russian Federation
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,2.70,2.70,1,,,,Russian Federation
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg","100,322,919",2.70,2.70,1,,,,Russian Federation
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,,,Russian Federation
880310 - Propellers and rotors and parts thereof,"10,930,024",2.70,2.70,1,,,,Russian Federation
880320 - Under-carriages and parts thereof,"26,315,639",2.70,2.70,1,,,,Russian Federation
880330 - Other parts of aeroplanes or helicopters,"44,527,290",2.70,2.70,1,,,,Russian Federation
880390 - Other,"2,141,265",1.95,1.95,4,,,,Russian Federation
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"310,575",2.70,2.70,1,,,,Russian Federation
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,2.20,2.20,2,,,,Russian Federation
880521 -- Air combat simulators and parts thereof,,1.70,1.70,1,,,,Russian Federation
880529 -- Other,"153,611",1.70,1.70,1,,,,Russian Federation
,2013,"171,168,477",3.07,0.00,21,,21,,Russian Federation
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.",,3.20,0.00,2,,2,,Russian Federation
"880211 -- Of an unladen weight not exceeding 2,000 kg","10,558",7.50,0.00,1,,1,,Russian Federation
"880212 -- Of an unladen weight exceeding 2,000 kg","10,305",2.70,0.00,1,,1,,Russian Federation
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg","3,705",7.70,0.00,1,,1,,Russian Federation
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,2.70,0.00,1,,1,,Russian Federation
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg","99,989,814",2.70,0.00,1,,1,,Russian Federation
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,0.00,2,,2,,Russian Federation
880310 - Propellers and rotors and parts thereof,"13,955,246",2.70,0.00,1,,1,,Russian Federation
880320 - Under-carriages and parts thereof,"26,806,653",2.70,0.00,1,,1,,Russian Federation
880330 - Other parts of aeroplanes or helicopters,"17,061,673",2.70,0.00,1,,1,,Russian Federation
880390 - Other,"8,269,562",1.95,0.00,4,,4,,Russian Federation
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"31,704",2.70,0.00,1,,1,,Russian Federation
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,2.20,0.00,2,,2,,Russian Federation
880521 -- Air combat simulators and parts thereof,,1.70,0.00,1,,1,,Russian Federation
880529 -- Other,"5,029,256",1.70,0.00,1,,1,,Russian Federation
,2012,"197,040,108",3.07,0.00,21,,21,,Russian Federation
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.",373,3.20,0.00,2,,2,,Russian Federation
"880211 -- Of an unladen weight not exceeding 2,000 kg","2,072,918",7.50,0.00,1,,1,,Russian Federation
"880212 -- Of an unladen weight exceeding 2,000 kg","2,339,126",2.70,0.00,1,,1,,Russian Federation
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg","48,843",7.70,0.00,1,,1,,Russian Federation
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg","94,926,324",2.70,0.00,1,,1,,Russian Federation
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg","20,001,067",2.70,0.00,1,,1,,Russian Federation
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,0.00,2,,2,,Russian Federation
880310 - Propellers and rotors and parts thereof,"10,484,756",2.70,0.00,1,,1,,Russian Federation
880320 - Under-carriages and parts thereof,"17,973,380",2.70,0.00,1,,1,,Russian Federation
880330 - Other parts of aeroplanes or helicopters,"43,744,735",2.70,0.00,1,,1,,Russian Federation
880390 - Other,"1,647,018",1.95,0.00,4,,4,,Russian Federation
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"1,193,111",2.70,0.00,1,,1,,Russian Federation
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,2.20,0.00,2,,2,,Russian Federation
880521 -- Air combat simulators and parts thereof,,1.70,0.00,1,,1,,Russian Federation
880529 -- Other,"2,608,458",1.70,0.00,1,,1,,Russian Federation
,2011,"104,193,803",3.07,0.00,21,,21,,Russian Federation
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.",70,3.20,0.00,2,,2,,Russian Federation
"880211 -- Of an unladen weight not exceeding 2,000 kg",,7.50,0.00,1,,1,,Russian Federation
"880212 -- Of an unladen weight exceeding 2,000 kg","26,935,367",2.70,0.00,1,,1,,Russian Federation
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,7.70,0.00,1,,1,,Russian Federation
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg","4,162,414",2.70,0.00,1,,1,,Russian Federation
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,2.70,0.00,1,,1,,Russian Federation
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,0.00,2,,2,,Russian Federation
880310 - Propellers and rotors and parts thereof,"42,189,084",2.70,0.00,1,,1,,Russian Federation
880320 - Under-carriages and parts thereof,"9,867,874",2.70,0.00,1,,1,,Russian Federation
880330 - Other parts of aeroplanes or helicopters,"17,900,034",2.70,0.00,1,,1,,Russian Federation
880390 - Other,"444,466",1.95,0.00,4,,4,,Russian Federation
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"1,134,912",2.70,0.00,1,,1,,Russian Federation
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,2.20,0.00,2,,2,,Russian Federation
880521 -- Air combat simulators and parts thereof,,1.70,0.00,1,,1,,Russian Federation
880529 -- Other,"1,559,583",1.70,0.00,1,,1,,Russian Federation
,2010,"58,728,855",3.07,3.07,21,,,,Russian Federation
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.","13,403",3.20,3.20,2,,,,Russian Federation
"880211 -- Of an unladen weight not exceeding 2,000 kg","2,123,029",7.50,7.50,1,,,,Russian Federation
"880212 -- Of an unladen weight exceeding 2,000 kg","31,653,540",2.70,2.70,1,,,,Russian Federation
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg","35,131",7.70,7.70,1,,,,Russian Federation
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,2.70,2.70,1,,,,Russian Federation
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,2.70,2.70,1,,,,Russian Federation
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,,,Russian Federation
880310 - Propellers and rotors and parts thereof,"5,722,715",2.70,2.70,1,,,,Russian Federation
880320 - Under-carriages and parts thereof,"6,626,830",2.70,2.70,1,,,,Russian Federation
880330 - Other parts of aeroplanes or helicopters,"9,177,264",2.70,2.70,1,,,,Russian Federation
880390 - Other,"2,416,380",1.95,1.95,4,,,,Russian Federation
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"69,056",2.70,2.70,1,,,,Russian Federation
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,"16,213",2.20,2.20,2,,,,Russian Federation
880521 -- Air combat simulators and parts thereof,,1.70,1.70,1,,,,Russian Federation
880529 -- Other,"875,293",1.70,1.70,1,,,,Russian Federation
,2009,"40,755,317",3.07,3.07,21,,,,Russian Federation
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.",,3.20,3.20,2,,,,Russian Federation
"880211 -- Of an unladen weight not exceeding 2,000 kg",,7.50,7.50,1,,,,Russian Federation
"880212 -- Of an unladen weight exceeding 2,000 kg","6,120,271",2.70,2.70,1,,,,Russian Federation
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg","206,626",7.70,7.70,1,,,,Russian Federation
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,2.70,2.70,1,,,,Russian Federation
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg","12,030,624",2.70,2.70,1,,,,Russian Federation
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,,,Russian Federation
880310 - Propellers and rotors and parts thereof,"4,439,328",2.70,2.70,1,,,,Russian Federation
880320 - Under-carriages and parts thereof,"3,015,279",2.70,2.70,1,,,,Russian Federation
880330 - Other parts of aeroplanes or helicopters,"12,792,994",2.70,2.70,1,,,,Russian Federation
880390 - Other,"2,092,214",1.95,1.95,4,,,,Russian Federation
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"57,982",2.70,2.70,1,,,,Russian Federation
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,2.20,2.20,2,,,,Russian Federation
880521 -- Air combat simulators and parts thereof,,1.70,1.70,1,,,,Russian Federation
880529 -- Other,,1.70,1.70,1,,,,Russian Federation
,2008,"43,241,733",3.07,3.07,21,,,,Russian Federation
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.","878,910",3.20,3.20,2,,,,Russian Federation
"880211 -- Of an unladen weight not exceeding 2,000 kg","14,150",7.50,7.50,1,,,,Russian Federation
"880212 -- Of an unladen weight exceeding 2,000 kg","6,257,194",2.70,2.70,1,,,,Russian Federation
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg","667,463",7.70,7.70,1,,,,Russian Federation
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg","3,047,336",2.70,2.70,1,,,,Russian Federation
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,2.70,2.70,1,,,,Russian Federation
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,,,Russian Federation
880310 - Propellers and rotors and parts thereof,"8,645,417",2.70,2.70,1,,,,Russian Federation
880320 - Under-carriages and parts thereof,"8,302,999",2.70,2.70,1,,,,Russian Federation
880330 - Other parts of aeroplanes or helicopters,"12,188,157",2.70,2.70,1,,,,Russian Federation
880390 - Other,"2,271,696",1.95,1.95,4,,,,Russian Federation
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"877,826",2.70,2.70,1,,,,Russian Federation
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,"73,871",2.20,2.20,2,,,,Russian Federation
880521 -- Air combat simulators and parts thereof,,1.70,1.70,1,,,,Russian Federation
880529 -- Other,"16,714",1.70,1.70,1,,,,Russian Federation
,2007,"96,627,103",3.07,3.07,21,,,,Russian Federation
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.",,3.20,3.20,2,,,,Russian Federation
"880211 -- Of an unladen weight not exceeding 2,000 kg",,7.50,7.50,1,,,,Russian Federation
"880212 -- Of an unladen weight exceeding 2,000 kg","70,001,590",2.70,2.70,1,,,,Russian Federation
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg","214,949",7.70,7.70,1,,,,Russian Federation
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg","202,752",2.70,2.70,1,,,,Russian Federation
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,2.70,2.70,1,,,,Russian Federation
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,,,Russian Federation
880310 - Propellers and rotors and parts thereof,"6,885,789",2.70,2.70,1,,,,Russian Federation
880320 - Under-carriages and parts thereof,"5,854,927",2.70,2.70,1,,,,Russian Federation
880330 - Other parts of aeroplanes or helicopters,"11,601,378",2.70,2.70,1,,,,Russian Federation
880390 - Other,"1,474,494",1.95,1.95,4,,,,Russian Federation
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"119,699",2.70,2.70,1,,,,Russian Federation
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,"247,773",2.20,2.20,2,,,,Russian Federation
880521 -- Air combat simulators and parts thereof,,1.70,1.70,1,,,,Russian Federation
880529 -- Other,"23,751",1.70,1.70,1,,,,Russian Federation
,2006,"90,552,665",3.10,3.10,22,,,,Russian Federation
880110 - Gliders and hang gliders,"24,321",3.70,3.70,1,,,,Russian Federation
880190 - Other,"4,005",3.20,3.20,2,,,,Russian Federation
"880211 -- Of an unladen weight not exceeding 2,000 kg","69,686",7.50,7.50,1,,,,Russian Federation
"880212 -- Of an unladen weight exceeding 2,000 kg","45,802,580",2.70,2.70,1,,,,Russian Federation
"880220 - Airplanes and other aircraft, of an unladen weight not exceeding 2,000 kg","106,688",7.70,7.70,1,,,,Russian Federation
"880230 - Airplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,2.70,2.70,1,,,,Russian Federation
"880240 - Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg","22,844,135",2.70,2.70,1,,,,Russian Federation
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,,,Russian Federation
880310 - Propellers and rotors and parts thereof,"4,534,562",2.70,2.70,1,,,,Russian Federation
880320 - Under-carriages and parts thereof,"4,143,744",2.70,2.70,1,,,,Russian Federation
880330 - Other parts of airplanes or helicopters,"11,509,118",2.70,2.70,1,,,,Russian Federation
880390 - Other,"1,472,329",1.95,1.95,4,,,,Russian Federation
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"41,498",2.70,2.70,1,,,,Russian Federation
880510 - Aircraft launching gear and parts thereof; deck- Arrestor or similar gear and parts thereof,,2.20,2.20,2,,,,Russian Federation
880521 -- Air combat simulators and parts thereof,,1.70,1.70,1,,,,Russian Federation
880529 -- Other,,1.70,1.70,1,,,,Russian Federation
,2005,"106,172,514",2.01,2.01,34,,,,Russian Federation
880110 - Gliders and hang gliders,"7,477",1.85,1.85,2,,,,Russian Federation
880190 - Other,,2.13,2.13,3,,,,Russian Federation
"880211 -- Of an unladen weight not exceeding 2,000 kg","20,254",3.75,3.75,2,,,,Russian Federation
"880212 -- Of an unladen weight exceeding 2,000 kg","12,777,266",1.35,1.35,2,,,,Russian Federation
"880220 - Airplanes and other aircraft, of an unladen weight not exceeding 2,000 kg","1,064,340",3.85,3.85,2,,,,Russian Federation
"880230 - Airplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg","94,875",1.35,1.35,2,,,,Russian Federation
"880240 - Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg","50,790,961",1.35,1.35,2,,,,Russian Federation
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,,,Russian Federation
880310 - Propellers and rotors and parts thereof,"5,027,669",1.35,1.35,2,,,,Russian Federation
880320 - Under-carriages and parts thereof,"2,678,062",1.35,1.35,2,,,,Russian Federation
880330 - Other parts of airplanes or helicopters,"32,837,941",1.35,1.35,2,,,,Russian Federation
880390 - Other,"251,283",1.56,1.56,5,,,,Russian Federation
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"622,386",2.70,2.70,1,,,,Russian Federation
880510 - Aircraft launching gear and parts thereof; deck- Arrestor or similar gear and parts thereof,,2.20,2.20,2,,,,Russian Federation
880521 -- Air combat simulators and parts thereof,,1.70,1.70,1,,,,Russian Federation
880529 -- Other,,0.85,0.85,2,,,,Russian Federation
,2004,"156,574,697",2.06,2.06,34,,,,Russian Federation
880110 - Gliders and hang gliders,"3,346",1.85,1.85,2,,,,Russian Federation
880190 - Other,"49,395",2.13,2.13,3,,,,Russian Federation
"880211 -- Of an unladen weight not exceeding 2,000 kg",,3.75,3.75,2,,,,Russian Federation
"880212 -- Of an unladen weight exceeding 2,000 kg","16,048,900",1.35,1.35,2,,,,Russian Federation
"880220 - Airplanes and other aircraft, of an unladen weight not exceeding 2,000 kg","157,353",3.85,3.85,2,,,,Russian Federation
"880230 - Airplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg","202,781",1.35,1.35,2,,,,Russian Federation
"880240 - Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg","126,896,917",1.35,1.35,2,,,,Russian Federation
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,,,Russian Federation
880310 - Propellers and rotors and parts thereof,"5,409,025",1.35,1.35,2,,,,Russian Federation
880320 - Under-carriages and parts thereof,"505,198",1.35,1.35,2,,,,Russian Federation
880330 - Other parts of airplanes or helicopters,"4,987,331",1.35,1.35,2,,,,Russian Federation
880390 - Other,"1,790,470",1.96,1.96,5,,,,Russian Federation
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"523,981",2.70,2.70,1,,,,Russian Federation
880510 - Aircraft launching gear and parts thereof; deck- Arrestor or similar gear and parts thereof,,2.20,2.20,2,,,,Russian Federation
880521 -- Air combat simulators and parts thereof,,1.70,1.70,1,,,,Russian Federation
880529 -- Other,,0.85,0.85,2,,,,Russian Federation
,2003,"5,850,894",2.01,2.01,34,,,,Russian Federation
880110 - Gliders and hang gliders,"11,583",1.85,1.85,2,,,,Russian Federation
880190 - Other,"22,748",2.13,2.13,3,,,,Russian Federation
"880211 -- Of an unladen weight not exceeding 2,000 kg",,3.75,3.75,2,,,,Russian Federation
"880212 -- Of an unladen weight exceeding 2,000 kg","920,661",1.35,1.35,2,,,,Russian Federation
"880220 - Airplanes and other aircraft, of an unladen weight not exceeding 2,000 kg","90,530",3.85,3.85,2,,,,Russian Federation
"880230 - Airplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg","266,013",1.35,1.35,2,,,,Russian Federation
"880240 - Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,1.35,1.35,2,,,,Russian Federation
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,,,Russian Federation
880310 - Propellers and rotors and parts thereof,"88,969",1.35,1.35,2,,,,Russian Federation
880320 - Under-carriages and parts thereof,"135,450",1.35,1.35,2,,,,Russian Federation
880330 - Other parts of airplanes or helicopters,"1,564,133",1.35,1.35,2,,,,Russian Federation
880390 - Other,"2,745,388",1.56,1.56,5,,,,Russian Federation
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"5,418",2.70,2.70,1,,,,Russian Federation
880510 - Aircraft launching gear and parts thereof; deck- Arrestor or similar gear and parts thereof,,2.20,2.20,2,,,,Russian Federation
880521 -- Air combat simulators and parts thereof,,1.70,1.70,1,,,,Russian Federation
880529 -- Other,,0.85,0.85,2,,,,Russian Federation
,2002,"18,742,615",2.01,2.01,34,,,,Russian Federation
880110 - Gliders and hang gliders,"2,856",1.85,1.85,2,,,,Russian Federation
880190 - Other,"88,657",2.13,2.13,3,,,,Russian Federation
"880211 -- Of an unladen weight not exceeding 2,000 kg",,3.75,3.75,2,,,,Russian Federation
"880212 -- Of an unladen weight exceeding 2,000 kg",,1.35,1.35,2,,,,Russian Federation
"880220 - Airplanes and other aircraft, of an unladen weight not exceeding 2,000 kg","85,649",3.85,3.85,2,,,,Russian Federation
"880230 - Airplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg","151,957",1.35,1.35,2,,,,Russian Federation
"880240 - Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg","17,364,379",1.35,1.35,2,,,,Russian Federation
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,,,Russian Federation
880310 - Propellers and rotors and parts thereof,"7,746",1.35,1.35,2,,,,Russian Federation
880320 - Under-carriages and parts thereof,"71,434",1.35,1.35,2,,,,Russian Federation
880330 - Other parts of airplanes or helicopters,"587,022",1.35,1.35,2,,,,Russian Federation
880390 - Other,"341,518",1.56,1.56,5,,,,Russian Federation
