Importer,Year,Value,Ad val. duties,Number of lines,Cambodia
,(US$),Simple average,MFN duties,Pref. duties,Cambodia
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Cambodia
"080550 - Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia, Citrus latifolia)",,25.00,25.00,1,,,,Cambodia
080590 - Other,,25.00,25.00,1,,,,Cambodia
080610 - Fresh,,25.00,25.00,1,,,,Cambodia
080620 - Dried,,25.00,25.00,1,,,,Cambodia
080711 -- Watermelons,,25.00,25.00,1,,,,Cambodia
080719 -- Other,,25.00,25.00,1,,,,Cambodia
080720 - Papaws (papayas),,25.00,25.00,1,,,,Cambodia
080810 - Apples,,25.00,25.00,1,,,,Cambodia
080830 - Pears,,25.00,25.00,1,,,,Cambodia
080840 - Quinces,,25.00,25.00,1,,,,Cambodia
080910 - Apricots,,25.00,25.00,1,,,,Cambodia
080921 -- Sour cherries (Prunus cerasus),,25.00,25.00,1,,,,Cambodia
080929 -- Other,,25.00,25.00,1,,,,Cambodia
"080930 - Peaches, including nectarines",,25.00,25.00,1,,,,Cambodia
080940 - Plums and sloes,,25.00,25.00,1,,,,Cambodia
081010 - Strawberries,,25.00,25.00,1,,,,Cambodia
"081020 - Raspberries, blackberries, mulberries and loganberries",,25.00,25.00,1,,,,Cambodia
"081030 - Black, white or red currants and gooseberries",,25.00,25.00,1,,,,Cambodia
"081040 - Cranberries, bilberries and other fruits of the genus Vaccinium",,25.00,25.00,1,,,,Cambodia
081050 - Kiwifruit,,25.00,25.00,1,,,,Cambodia
081060 - Durians,,25.00,25.00,1,,,,Cambodia
081070 - Persimmons,,25.00,25.00,1,,,,Cambodia
081090 - Other,,25.00,25.00,1,,,,Cambodia
081110 - Strawberries,,25.00,25.00,1,,,,Cambodia
