Importer,Year,Value,Ad val. duties,Number of lines,Brazil
,(US$),Simple average,MFN duties,Pref. duties,Brazil
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Brazil
,2007,"5,433,402",2.12,2.12,66,,,,Brazil
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","613,162",2.09,2.09,18,,,,Brazil
950410 - Video games of a kind used with a television receiver,137,0.00,0.00,1,,,,Brazil
950420 - Articles and accessories for billiards of all kinds,"157,416",0.00,0.00,2,,,,Brazil
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by other means of payment, other than bowling alley equipment","288,490",0.00,0.00,4,,,,Brazil
950440 - Playing cards,"1,418,248",2.70,2.70,1,,,,Brazil
950490 - Other,"792,629",0.00,0.00,2,,,,Brazil
950510 - Articles for Christmas festivities,"110,284",1.35,1.35,2,,,,Brazil
950590 - Other,"100,252",2.70,2.70,1,,,,Brazil
950611 -- Skis,"1,412",3.70,3.70,4,,,,Brazil
950612 -- Ski-fastenings (ski-bindings),,3.70,3.70,1,,,,Brazil
950619 -- Other,,2.70,2.70,1,,,,Brazil
950621 -- Sailboards,"110,106",2.70,2.70,1,,,,Brazil
950629 -- Other,"454,293",2.70,2.70,1,,,,Brazil
"950631 -- Clubs, complete",781,2.70,2.70,1,,,,Brazil
950632 -- Balls,"3,837",2.70,2.70,1,,,,Brazil
950639 -- Other,439,2.70,2.70,2,,,,Brazil
950640 - Articles and equipment for table-tennis,,2.70,2.70,2,,,,Brazil
"950651 -- Lawn-tennis rackets, whether or not strung","1,754",4.70,4.70,1,,,,Brazil
950659 -- Other,"59,713",2.70,2.70,1,,,,Brazil
950661 -- Lawn-tennis balls,315,2.70,2.70,1,,,,Brazil
950662 -- Inflatable,"114,409",2.70,2.70,2,,,,Brazil
950669 -- Other,"7,510",1.35,1.35,2,,,,Brazil
"950670 - Ice skates and roller skates, including skating boots with skates attached","11,197",1.80,1.80,3,,,,Brazil
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","516,747",2.70,2.70,2,,,,Brazil
950699 -- Other,"507,825",1.35,1.35,2,,,,Brazil
950710 - Fishing rods,14,3.70,3.70,1,,,,Brazil
"950720 - Fish-hooks, whether or not snelled",,2.70,2.70,2,,,,Brazil
950730 - Fishing reels,"13,965",3.70,3.70,1,,,,Brazil
950790 - Other,"48,283",3.70,3.70,1,,,,Brazil
950810 - Travelling circuses and travelling menageries,,1.70,1.70,1,,,,Brazil
950890 - Other,"100,184",1.70,1.70,1,,,,Brazil
,2006,"4,000,304",1.89,1.89,79,,,,Brazil
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages.","73,754",0.00,0.00,2,,,,Brazil
"950210 - Dolls, whether or not dressed","153,284",4.70,4.70,2,,,,Brazil
"950291 -- Garments and accessories therefor, footwear and headgear","1,695",0.00,0.00,1,,,,Brazil
950299 -- Other,"1,896",0.00,0.00,1,,,,Brazil
"950310 - Electric trains, including tracks, signals and other accessories therefor","90,152",0.00,0.00,2,,,,Brazil
"950320 - Reduced-size (""scale'') model assembly kits, whether or not working models, excluding those of subheading 9503.10","13,736",0.00,0.00,2,,,,Brazil
950330 - Other construction sets and constructional toys,"1,105",1.57,1.57,3,,,,Brazil
950341 -- Stuffed,"23,969",4.70,4.70,1,,,,Brazil
950349 -- Other,"25,489",0.00,0.00,3,,,,Brazil
950350 - Toy musical instruments and apparatus,"55,498",0.00,0.00,1,,,,Brazil
950360 - Puzzles,"3,202",2.35,2.35,2,,,,Brazil
"950370 - Other toys, put up in sets or outfits","7,747",4.70,4.70,1,,,,Brazil
"950380 - Other toys and models, incorporating a motor","48,780",2.35,2.35,2,,,,Brazil
950390 - Other,"44,574",1.76,1.76,8,,,,Brazil
950410 - Video games of a kind used with a television receiver,264,0.00,0.00,1,,,,Brazil
950420 - Articles and accessories for billiards,"142,724",0.00,0.00,2,,,,Brazil
"950430 - Other games, operated by coins, banknotes (paper currency), discs or other similar articles, other than bowling alley equipment","598,909",0.00,0.00,4,,,,Brazil
950440 - Playing cards,"428,084",2.70,2.70,1,,,,Brazil
950490 - Other,"653,176",0.00,0.00,2,,,,Brazil
950510 - Articles for Christmas festivities,"17,403",1.35,1.35,2,,,,Brazil
950590 - Other,"81,401",2.70,2.70,1,,,,Brazil
950611 -- Skis,"3,629",3.70,3.70,4,,,,Brazil
950612 -- Ski-fastenings (ski-bindings),,3.70,3.70,1,,,,Brazil
950619 -- Other,"13,171",2.70,2.70,1,,,,Brazil
950621 -- Sailboards,"15,582",2.70,2.70,1,,,,Brazil
950629 -- Other,"314,026",2.70,2.70,1,,,,Brazil
"950631 -- Clubs, complete",,2.70,2.70,1,,,,Brazil
950632 -- Balls,"3,277",2.70,2.70,1,,,,Brazil
950639 -- Other,"11,125",2.70,2.70,2,,,,Brazil
950640 - Articles and equipment for table-tennis,"47,625",2.70,2.70,2,,,,Brazil
"950651 -- Lawn-tennis rackets, whether or not strung",151,4.70,4.70,1,,,,Brazil
950659 -- Other,"19,864",2.70,2.70,1,,,,Brazil
950661 -- Lawn-tennis balls,25,2.70,2.70,1,,,,Brazil
950662 -- Inflatable,"22,890",2.70,2.70,2,,,,Brazil
950669 -- Other,"148,864",1.35,1.35,2,,,,Brazil
"950670 - Ice skates and roller skates, including skating boots with skates attached","20,353",1.80,1.80,3,,,,Brazil
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","232,035",2.70,2.70,2,,,,Brazil
950699 -- Other,"282,485",1.35,1.35,2,,,,Brazil
950710 - Fishing rods,,3.70,3.70,1,,,,Brazil
"950720 - Fish-hooks, whether or not snelled",,2.70,2.70,2,,,,Brazil
950730 - Fishing reels,"18,985",3.70,3.70,1,,,,Brazil
950790 - Other,"10,396",3.70,3.70,1,,,,Brazil
950810 - Travelling circuses and travelling menageries,"266,250",1.70,1.70,1,,,,Brazil
950890 - Other,"102,733",1.70,1.70,1,,,,Brazil
,2005,"5,293,446",1.89,1.89,79,,,,Brazil
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages.","26,897",0.00,0.00,2,,,,Brazil
"950210 - Dolls, whether or not dressed","112,877",4.70,4.70,2,,,,Brazil
"950291 -- Garments and accessories therefor, footwear and headgear",,0.00,0.00,1,,,,Brazil
950299 -- Other,834,0.00,0.00,1,,,,Brazil
"950310 - Electric trains, including tracks, signals and other accessories therefor","109,220",0.00,0.00,2,,,,Brazil
"950320 - Reduced-size (""scale'') model assembly kits, whether or not working models, excluding those of subheading 9503.10","17,741",0.00,0.00,2,,,,Brazil
950330 - Other construction sets and constructional toys,"16,099",1.57,1.57,3,,,,Brazil
950341 -- Stuffed,"4,902",4.70,4.70,1,,,,Brazil
950349 -- Other,"18,438",0.00,0.00,3,,,,Brazil
950350 - Toy musical instruments and apparatus,"31,202",0.00,0.00,1,,,,Brazil
950360 - Puzzles,"8,485",2.35,2.35,2,,,,Brazil
"950370 - Other toys, put up in sets or outfits","23,190",4.70,4.70,1,,,,Brazil
"950380 - Other toys and models, incorporating a motor","26,586",2.35,2.35,2,,,,Brazil
950390 - Other,"115,415",1.76,1.76,8,,,,Brazil
950410 - Video games of a kind used with a television receiver,249,0.00,0.00,1,,,,Brazil
950420 - Articles and accessories for billiards,"341,978",0.00,0.00,2,,,,Brazil
"950430 - Other games, operated by coins, banknotes (paper currency), discs or other similar articles, other than bowling alley equipment","300,662",0.00,0.00,4,,,,Brazil
950440 - Playing cards,"437,003",2.70,2.70,1,,,,Brazil
950490 - Other,"1,403,768",0.00,0.00,2,,,,Brazil
950510 - Articles for Christmas festivities,"33,802",1.35,1.35,2,,,,Brazil
950590 - Other,"115,477",2.70,2.70,1,,,,Brazil
950611 -- Skis,,3.70,3.70,4,,,,Brazil
950612 -- Ski-fastenings (ski-bindings),,3.70,3.70,1,,,,Brazil
950619 -- Other,"10,985",2.70,2.70,1,,,,Brazil
950621 -- Sailboards,"8,696",2.70,2.70,1,,,,Brazil
950629 -- Other,"387,997",2.70,2.70,1,,,,Brazil
"950631 -- Clubs, complete",,2.70,2.70,1,,,,Brazil
950632 -- Balls,,2.70,2.70,1,,,,Brazil
950639 -- Other,"5,399",2.70,2.70,2,,,,Brazil
950640 - Articles and equipment for table-tennis,"64,270",2.70,2.70,2,,,,Brazil
"950651 -- Lawn-tennis rackets, whether or not strung",,4.70,4.70,1,,,,Brazil
950659 -- Other,"43,631",2.70,2.70,1,,,,Brazil
950661 -- Lawn-tennis balls,,2.70,2.70,1,,,,Brazil
950662 -- Inflatable,"164,507",2.70,2.70,2,,,,Brazil
950669 -- Other,"161,322",1.35,1.35,2,,,,Brazil
"950670 - Ice skates and roller skates, including skating boots with skates attached","39,214",1.80,1.80,3,,,,Brazil
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","289,937",2.70,2.70,2,,,,Brazil
950699 -- Other,"319,012",1.35,1.35,2,,,,Brazil
950710 - Fishing rods,,3.70,3.70,1,,,,Brazil
"950720 - Fish-hooks, whether or not snelled","15,066",2.70,2.70,2,,,,Brazil
950730 - Fishing reels,,3.70,3.70,1,,,,Brazil
950790 - Other,"48,545",3.70,3.70,1,,,,Brazil
950810 - Travelling circuses and travelling menageries,"7,141",1.70,1.70,1,,,,Brazil
950890 - Other,"582,898",1.70,1.70,1,,,,Brazil
,2004,"6,396,558",1.89,1.89,79,,,,Brazil
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages.",585,0.00,0.00,2,,,,Brazil
"950210 - Dolls, whether or not dressed","66,872",4.70,4.70,2,,,,Brazil
"950291 -- Garments and accessories therefor, footwear and headgear","2,376",0.00,0.00,1,,,,Brazil
950299 -- Other,,0.00,0.00,1,,,,Brazil
"950310 - Electric trains, including tracks, signals and other accessories therefor","13,447",0.00,0.00,2,,,,Brazil
"950320 - Reduced-size (""scale'') model assembly kits, whether or not working models, excluding those of subheading 9503.10","94,860",0.00,0.00,2,,,,Brazil
950330 - Other construction sets and constructional toys,"77,507",1.57,1.57,3,,,,Brazil
950341 -- Stuffed,"3,993",4.70,4.70,1,,,,Brazil
950349 -- Other,"41,422",0.00,0.00,3,,,,Brazil
950350 - Toy musical instruments and apparatus,"98,119",0.00,0.00,1,,,,Brazil
950360 - Puzzles,"67,880",2.35,2.35,2,,,,Brazil
"950370 - Other toys, put up in sets or outfits","2,426",4.70,4.70,1,,,,Brazil
"950380 - Other toys and models, incorporating a motor","4,068",2.35,2.35,2,,,,Brazil
950390 - Other,"1,865,751",1.76,1.76,8,,,,Brazil
950410 - Video games of a kind used with a television receiver,"4,354",0.00,0.00,1,,,,Brazil
950420 - Articles and accessories for billiards,"310,764",0.00,0.00,2,,,,Brazil
"950430 - Other games, operated by coins, banknotes (paper currency), discs or other similar articles, other than bowling alley equipment","110,595",0.00,0.00,4,,,,Brazil
950440 - Playing cards,"202,495",2.70,2.70,1,,,,Brazil
950490 - Other,"1,344,308",0.00,0.00,2,,,,Brazil
950510 - Articles for Christmas festivities,"9,466",1.35,1.35,2,,,,Brazil
950590 - Other,"106,092",2.70,2.70,1,,,,Brazil
950611 -- Skis,,3.70,3.70,4,,,,Brazil
950612 -- Ski-fastenings (ski-bindings),,3.70,3.70,1,,,,Brazil
950619 -- Other,"17,079",2.70,2.70,1,,,,Brazil
950621 -- Sailboards,,2.70,2.70,1,,,,Brazil
950629 -- Other,"278,659",2.70,2.70,1,,,,Brazil
"950631 -- Clubs, complete",,2.70,2.70,1,,,,Brazil
950632 -- Balls,,2.70,2.70,1,,,,Brazil
950639 -- Other,"1,816",2.70,2.70,2,,,,Brazil
950640 - Articles and equipment for table-tennis,"140,722",2.70,2.70,2,,,,Brazil
"950651 -- Lawn-tennis rackets, whether or not strung",622,4.70,4.70,1,,,,Brazil
950659 -- Other,"22,651",2.70,2.70,1,,,,Brazil
950661 -- Lawn-tennis balls,,2.70,2.70,1,,,,Brazil
950662 -- Inflatable,"163,797",2.70,2.70,2,,,,Brazil
950669 -- Other,"307,393",1.35,1.35,2,,,,Brazil
"950670 - Ice skates and roller skates, including skating boots with skates attached","7,849",1.80,1.80,3,,,,Brazil
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","357,273",2.70,2.70,2,,,,Brazil
950699 -- Other,"412,689",1.35,1.35,2,,,,Brazil
950710 - Fishing rods,"11,792",3.70,3.70,1,,,,Brazil
"950720 - Fish-hooks, whether or not snelled","7,401",2.70,2.70,2,,,,Brazil
950730 - Fishing reels,"8,421",3.70,3.70,1,,,,Brazil
950790 - Other,"96,713",3.70,3.70,1,,,,Brazil
950810 - Travelling circuses and travelling menageries,"3,968",1.70,1.70,1,,,,Brazil
950890 - Other,"130,336",1.70,1.70,1,,,,Brazil
,2003,"5,124,585",2.19,2.19,79,,,,Brazil
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages.","51,741",1.10,1.10,2,,,,Brazil
"950210 - Dolls, whether or not dressed","105,541",4.70,4.70,2,,,,Brazil
"950291 -- Garments and accessories therefor, footwear and headgear",,0.70,0.70,1,,,,Brazil
950299 -- Other,"1,471",0.70,0.70,1,,,,Brazil
"950310 - Electric trains, including tracks, signals and other accessories therefor","37,658",0.80,0.80,2,,,,Brazil
"950320 - Reduced-size (""scale'') model assembly kits, whether or not working models, excluding those of subheading 9503.10","31,232",0.80,0.80,2,,,,Brazil
950330 - Other construction sets and constructional toys,"93,007",2.17,2.17,3,,,,Brazil
950341 -- Stuffed,"8,529",4.70,4.70,1,,,,Brazil
950349 -- Other,"18,472",0.87,0.87,3,,,,Brazil
950350 - Toy musical instruments and apparatus,"24,739",0.80,0.80,1,,,,Brazil
950360 - Puzzles,498,2.85,2.85,2,,,,Brazil
"950370 - Other toys, put up in sets or outfits","5,498",4.70,4.70,1,,,,Brazil
"950380 - Other toys and models, incorporating a motor",,2.75,2.75,2,,,,Brazil
950390 - Other,"1,604,641",2.26,2.26,8,,,,Brazil
950410 - Video games of a kind used with a television receiver,"2,998",0.60,0.60,1,,,,Brazil
950420 - Articles and accessories for billiards,"174,442",0.60,0.60,2,,,,Brazil
"950430 - Other games, operated by coins, banknotes (paper currency), discs or other similar articles, other than bowling alley equipment","96,310",0.60,0.60,4,,,,Brazil
950440 - Playing cards,"318,772",2.70,2.70,1,,,,Brazil
950490 - Other,"1,799,513",0.60,0.60,2,,,,Brazil
950510 - Articles for Christmas festivities,"6,946",1.65,1.65,2,,,,Brazil
950590 - Other,"57,329",2.70,2.70,1,,,,Brazil
950611 -- Skis,,3.70,3.70,4,,,,Brazil
950612 -- Ski-fastenings (ski-bindings),,3.70,3.70,1,,,,Brazil
950619 -- Other,,2.70,2.70,1,,,,Brazil
950621 -- Sailboards,,2.70,2.70,1,,,,Brazil
950629 -- Other,"165,381",2.70,2.70,1,,,,Brazil
"950631 -- Clubs, complete",,2.70,2.70,1,,,,Brazil
950632 -- Balls,124,2.70,2.70,1,,,,Brazil
950639 -- Other,,2.70,2.70,2,,,,Brazil
950640 - Articles and equipment for table-tennis,,2.70,2.70,2,,,,Brazil
"950651 -- Lawn-tennis rackets, whether or not strung",984,4.70,4.70,1,,,,Brazil
950659 -- Other,"6,810",2.70,2.70,1,,,,Brazil
950661 -- Lawn-tennis balls,,2.70,2.70,1,,,,Brazil
950662 -- Inflatable,"46,323",2.70,2.70,2,,,,Brazil
950669 -- Other,"20,871",1.35,1.35,2,,,,Brazil
"950670 - Ice skates and roller skates, including skating boots with skates attached","8,292",1.80,1.80,3,,,,Brazil
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","41,368",2.70,2.70,2,,,,Brazil
950699 -- Other,"239,170",1.35,1.35,2,,,,Brazil
950710 - Fishing rods,"25,226",3.70,3.70,1,,,,Brazil
"950720 - Fish-hooks, whether or not snelled","1,403",2.70,2.70,2,,,,Brazil
950730 - Fishing reels,"8,518",3.70,3.70,1,,,,Brazil
950790 - Other,"79,580",3.70,3.70,1,,,,Brazil
950810 - Travelling circuses and travelling menageries,,1.70,1.70,1,,,,Brazil
950890 - Other,"41,198",1.70,1.70,1,,,,Brazil
,2002,"1,659,301",2.48,2.48,79,,,,Brazil
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages.",9,2.10,2.10,2,,,,Brazil
"950210 - Dolls, whether or not dressed","39,098",4.70,4.70,2,,,,Brazil
"950291 -- Garments and accessories therefor, footwear and headgear","16,097",1.40,1.40,1,,,,Brazil
950299 -- Other,,1.40,1.40,1,,,,Brazil
"950310 - Electric trains, including tracks, signals and other accessories therefor","5,835",1.60,1.60,2,,,,Brazil
"950320 - Reduced-size (""scale'') model assembly kits, whether or not working models, excluding those of subheading 9503.10","9,666",1.60,1.60,2,,,,Brazil
950330 - Other construction sets and constructional toys,"34,511",2.73,2.73,3,,,,Brazil
950341 -- Stuffed,955,4.70,4.70,1,,,,Brazil
950349 -- Other,"6,365",1.70,1.70,3,,,,Brazil
950350 - Toy musical instruments and apparatus,,1.60,1.60,1,,,,Brazil
950360 - Puzzles,662,3.30,3.30,2,,,,Brazil
"950370 - Other toys, put up in sets or outfits","5,675",4.70,4.70,1,,,,Brazil
"950380 - Other toys and models, incorporating a motor","5,561",3.15,3.15,2,,,,Brazil
950390 - Other,"46,466",2.76,2.76,8,,,,Brazil
950410 - Video games of a kind used with a television receiver,,1.10,1.10,1,,,,Brazil
950420 - Articles and accessories for billiards,"21,374",1.10,1.10,2,,,,Brazil
"950430 - Other games, operated by coins, banknotes (paper currency), discs or other similar articles, other than bowling alley equipment","12,276",1.10,1.10,4,,,,Brazil
950440 - Playing cards,"69,382",2.70,2.70,1,,,,Brazil
950490 - Other,"836,583",1.10,1.10,2,,,,Brazil
950510 - Articles for Christmas festivities,586,1.95,1.95,2,,,,Brazil
950590 - Other,"48,915",2.70,2.70,1,,,,Brazil
950611 -- Skis,,3.70,3.70,4,,,,Brazil
950612 -- Ski-fastenings (ski-bindings),,3.70,3.70,1,,,,Brazil
950619 -- Other,,2.70,2.70,1,,,,Brazil
950621 -- Sailboards,,2.70,2.70,1,,,,Brazil
950629 -- Other,"108,868",2.70,2.70,1,,,,Brazil
"950631 -- Clubs, complete",,2.70,2.70,1,,,,Brazil
950632 -- Balls,"1,447",2.70,2.70,1,,,,Brazil
950639 -- Other,"2,639",2.70,2.70,2,,,,Brazil
950640 - Articles and equipment for table-tennis,142,2.70,2.70,2,,,,Brazil
"950651 -- Lawn-tennis rackets, whether or not strung",955,4.70,4.70,1,,,,Brazil
950659 -- Other,66,2.70,2.70,1,,,,Brazil
950661 -- Lawn-tennis balls,,2.70,2.70,1,,,,Brazil
950662 -- Inflatable,"174,618",2.70,2.70,2,,,,Brazil
950669 -- Other,"2,525",1.35,1.35,2,,,,Brazil
"950670 - Ice skates and roller skates, including skating boots with skates attached","2,440",1.80,1.80,3,,,,Brazil
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics",,2.70,2.70,2,,,,Brazil
950699 -- Other,"39,779",1.35,1.35,2,,,,Brazil
950710 - Fishing rods,"16,560",3.70,3.70,1,,,,Brazil
"950720 - Fish-hooks, whether or not snelled",,2.70,2.70,2,,,,Brazil
950730 - Fishing reels,"13,307",3.70,3.70,1,,,,Brazil
950790 - Other,"24,571",3.70,3.70,1,,,,Brazil
950810 - Travelling circuses and travelling menageries,,1.70,1.70,1,,,,Brazil
950890 - Other,"111,365",1.70,1.70,1,,,,Brazil
,2001,"671,416",2.79,2.79,78,,,,Brazil
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages","1,460",3.20,3.20,2,,,,Brazil
"950210 - Dolls, whether or not dressed","58,297",4.70,4.70,2,,,,Brazil
"950291 - - Garments and accessories therefor, footwear and headgear",,2.10,2.10,1,,,,Brazil
950299 - - Other,,2.10,2.10,1,,,,Brazil
"950310 - Electric trains, including tracks, signals and other accessories therefor","3,125",2.40,2.40,2,,,,Brazil
"950320 - Reduced-size (""scale"") model assembly kits, whether or not working models, excluding those of subheading No. 9503.10","3,994",2.40,2.40,2,,,,Brazil
950330 - Other construction sets and constructional toys,"1,263",3.30,3.30,3,,,,Brazil
950341 - - Stuffed,"4,101",4.70,4.70,1,,,,Brazil
950349 - - Other,"3,609",2.53,2.53,3,,,,Brazil
950350 - Toy musical instruments and apparatus,,2.40,2.40,1,,,,Brazil
950360 - Puzzles,"6,465",3.75,3.75,2,,,,Brazil
"950370 - Other toys, put up in sets or outfits","76,771",4.70,4.70,1,,,,Brazil
"950380 - Other toys and models, incorporating a motor",851,3.55,3.55,2,,,,Brazil
950390 - Other,"74,022",3.26,3.26,8,,,,Brazil
950410 - Video games of a kind used with a television receiver,,1.70,1.70,1,,,,Brazil
950420 - Articles and accessories for billiards,"5,131",1.70,1.70,2,,,,Brazil
"950430 - Other games, coin- or disc-operated, other than bowling alley equipment","3,448",1.70,1.70,4,,,,Brazil
950440 - Playing cards,"128,226",2.70,2.70,1,,,,Brazil
950490 - Other,"19,961",1.70,1.70,2,,,,Brazil
950510 - Articles for Christmas festivities,"5,955",2.30,2.30,2,,,,Brazil
950590 - Other,"30,304",2.70,2.70,1,,,,Brazil
950611 - - Skis,,3.70,3.70,4,,,,Brazil
950612 - - Ski-fastenings (ski-bindings),,3.70,3.70,1,,,,Brazil
950619 - - Other,,2.70,2.70,1,,,,Brazil
950621 - - Sailboards,"1,263",2.70,2.70,1,,,,Brazil
950629 - - Other,"83,774",2.70,2.70,1,,,,Brazil
"950631 - - Clubs, complete",,2.70,2.70,1,,,,Brazil
950632 - - Balls,"1,209",2.70,2.70,1,,,,Brazil
950639 - - Other,,2.70,2.70,2,,,,Brazil
950640 - Articles and equipment for table-tennis,,2.70,2.70,2,,,,Brazil
"950651 - - Lawn-tennis rackets, whether or not strung",,4.70,4.70,1,,,,Brazil
950659 - - Other,224,2.70,2.70,1,,,,Brazil
950661 - - Lawn-tennis balls,,2.70,2.70,1,,,,Brazil
950662 - - Inflatable,"25,763",2.70,2.70,2,,,,Brazil
950669 - - Other,"6,537",1.35,1.35,2,,,,Brazil
"950670 - Ice skates and roller skates, including skating boots with skates attached",,1.80,1.80,3,,,,Brazil
"950691 - - Articles and equipment for general physical exercise, gymnastics or athletics","10,200",2.70,2.70,2,,,,Brazil
950699 - - Other,"58,046",1.35,1.35,2,,,,Brazil
950710 - Fishing rods,"2,319",3.70,3.70,1,,,,Brazil
"950720 - Fish-hooks, whether or not snelled","3,510",2.70,2.70,2,,,,Brazil
950730 - Fishing reels,"15,725",3.70,3.70,1,,,,Brazil
950790 - Other,"15,644",3.70,3.70,1,,,,Brazil
"950800 Roundabouts, swings, shooting galleries and other fairground amusements; travelling circuses, travelling menageries and travelling theatres","20,220",1.70,1.70,1,,,,Brazil
,2000,"650,980",3.07,3.07,76,,,,Brazil
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages",,4.20,4.20,2,,,,Brazil
"950210 - Dolls, whether or not dressed","50,937",4.70,4.70,2,,,,Brazil
"950291 - - Garments and accessories therefor, footwear and headgear",,2.80,2.80,1,,,,Brazil
950299 - - Other,,2.80,2.80,1,,,,Brazil
"950310 - Electric trains, including tracks, signals and other accessories therefor",396,3.20,3.20,2,,,,Brazil
"950320 - Reduced-size (""scale"") model assembly kits, whether or not working models, excluding those of subheading No. 9503.10","11,192",3.20,3.20,2,,,,Brazil
950330 - Other construction sets and constructional toys,,3.87,3.87,3,,,,Brazil
950341 - - Stuffed,"3,374",4.70,4.70,1,,,,Brazil
950349 - - Other,"4,619",3.37,3.37,3,,,,Brazil
950350 - Toy musical instruments and apparatus,"1,291",3.20,3.20,1,,,,Brazil
950360 - Puzzles,,4.20,4.20,2,,,,Brazil
"950370 - Other toys, put up in sets or outfits","7,680",4.70,4.70,1,,,,Brazil
"950380 - Other toys and models, incorporating a motor",101,3.95,3.95,2,,,,Brazil
950390 - Other,"91,779",3.76,3.76,8,,,,Brazil
950410 - Video games of a kind used with a television receiver,92,2.20,2.20,1,,,,Brazil
950420 - Articles and accessories for billiards,830,2.20,2.20,2,,,,Brazil
"950430 - Other games, coin- or disc-operated, other than bowling alley equipment","60,636",2.20,2.20,4,,,,Brazil
950440 - Playing cards,"19,628",2.70,2.70,1,,,,Brazil
950490 - Other,"100,353",2.20,2.20,2,,,,Brazil
950510 - Articles for Christmas festivities,"6,758",2.60,2.60,2,,,,Brazil
950590 - Other,"19,563",2.70,2.70,1,,,,Brazil
950611 - - Skis,,3.70,3.70,3,,,,Brazil
950612 - - Ski-fastenings (ski-bindings),,3.70,3.70,1,,,,Brazil
950619 - - Other,"46,530",2.70,2.70,1,,,,Brazil
950621 - - Sailboards,"17,148",2.70,2.70,1,,,,Brazil
950629 - - Other,"90,534",2.70,2.70,1,,,,Brazil
"950631 - - Clubs, complete",,2.70,2.70,1,,,,Brazil
950632 - - Balls,,2.70,2.70,1,,,,Brazil
950639 - - Other,369,2.70,2.70,2,,,,Brazil
950640 - Articles and equipment for table-tennis,,2.70,2.70,2,,,,Brazil
"950651 - - Lawn-tennis rackets, whether or not strung",387,4.70,4.70,1,,,,Brazil
950659 - - Other,"14,539",2.70,2.70,1,,,,Brazil
950661 - - Lawn-tennis balls,,2.70,2.70,1,,,,Brazil
950662 - - Inflatable,"5,919",2.70,2.70,2,,,,Brazil
950669 - - Other,258,1.35,1.35,2,,,,Brazil
"950670 - Ice skates and roller skates, including skating boots with skates attached",535,1.80,1.80,3,,,,Brazil
"950691 - - Articles and equipment for general physical exercise, gymnastics or athletics","43,479",2.70,2.70,1,,,,Brazil
950699 - - Other,"16,779",1.35,1.35,2,,,,Brazil
950710 - Fishing rods,,3.70,3.70,1,,,,Brazil
"950720 - Fish-hooks, whether or not snelled",,2.70,2.70,2,,,,Brazil
950730 - Fishing reels,,3.70,3.70,1,,,,Brazil
950790 - Other,"14,410",3.70,3.70,1,,,,Brazil
"950800 Roundabouts, swings, shooting galleries and other fairground amusements; travelling circuses, travelling menageries and travelling theatres","20,863",1.70,1.70,1,,,,Brazil
,1999,"1,485,857",3.38,3.38,76,,,,Brazil
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages","1,407",5.30,5.30,2,,,,Brazil
"950210 - Dolls, whether or not dressed","69,894",4.70,4.70,2,,,,Brazil
"950291 - - Garments and accessories therefor, footwear and headgear","1,759",3.50,3.50,1,,,,Brazil
950299 - - Other,,3.50,3.50,1,,,,Brazil
"950310 - Electric trains, including tracks, signals and other accessories therefor","13,077",4.00,4.00,2,,,,Brazil
"950320 - Reduced-size (""scale"") model assembly kits, whether or not working models, excluding those of subheading No. 9503.10","2,206",4.00,4.00,2,,,,Brazil
950330 - Other construction sets and constructional toys,,4.40,4.40,3,,,,Brazil
950341 - - Stuffed,,4.70,4.70,1,,,,Brazil
950349 - - Other,"4,721",4.17,4.17,3,,,,Brazil
950350 - Toy musical instruments and apparatus,,4.00,4.00,1,,,,Brazil
950360 - Puzzles,,4.60,4.60,2,,,,Brazil
"950370 - Other toys, put up in sets or outfits",629,4.70,4.70,1,,,,Brazil
"950380 - Other toys and models, incorporating a motor","2,526",4.35,4.35,2,,,,Brazil
950390 - Other,"64,085",4.26,4.26,8,,,,Brazil
950410 - Video games of a kind used with a television receiver,96,2.80,2.80,1,,,,Brazil
950420 - Articles and accessories for billiards,"17,607",2.80,2.80,2,,,,Brazil
"950430 - Other games, coin- or disc-operated, other than bowling alley equipment","74,221",2.80,2.80,4,,,,Brazil
950440 - Playing cards,"4,881",2.70,2.70,1,,,,Brazil
950490 - Other,"500,714",2.80,2.80,2,,,,Brazil
