Importer,Year,Value,Ad val. duties,Number of lines,Nepal
,(US$),Simple average,MFN duties,Pref. duties,Nepal
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Nepal
950590 - Other,"6,016",2.70,2.70,1,,,,Nepal
950611 -- Skis,,3.70,3.70,4,,,,Nepal
950612 -- Ski-fastenings (ski-bindings),,3.70,3.70,1,,,,Nepal
950619 -- Other,"5,043",2.70,2.70,1,,,,Nepal
950621 -- Sailboards,,2.70,2.70,1,,,,Nepal
950629 -- Other,,2.70,2.70,1,,,,Nepal
"950631 -- Clubs, complete",,2.70,2.70,1,,,,Nepal
950632 -- Balls,27,2.70,2.70,1,,,,Nepal
950639 -- Other,,2.70,2.70,2,,,,Nepal
950640 - Articles and equipment for table-tennis,,2.70,2.70,2,,,,Nepal
"950651 -- Lawn-tennis rackets, whether or not strung",,4.70,4.70,1,,,,Nepal
950659 -- Other,,2.70,2.70,1,,,,Nepal
950661 -- Lawn-tennis balls,,2.70,2.70,1,,,,Nepal
950662 -- Inflatable,123,2.70,2.70,2,,,,Nepal
950669 -- Other,"7,497",1.35,1.35,2,,,,Nepal
"950670 - Ice skates and roller skates, including skating boots with skates attached",,1.80,1.80,3,,,,Nepal
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","11,814",2.70,2.70,2,,,,Nepal
950699 -- Other,"1,343",1.35,1.35,2,,,,Nepal
950710 - Fishing rods,,3.70,3.70,1,,,,Nepal
"950720 - Fish-hooks, whether or not snelled",,2.70,2.70,2,,,,Nepal
950730 - Fishing reels,,3.70,3.70,1,,,,Nepal
950790 - Other,,3.70,3.70,1,,,,Nepal
950810 - Travelling circuses and travelling menageries,,1.70,1.70,1,,,,Nepal
950890 - Other,,1.70,1.70,1,,,,Nepal
,2006,"456,712",1.89,1.89,79,,,,Nepal
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages.",,0.00,0.00,2,,,,Nepal
"950210 - Dolls, whether or not dressed","4,420",4.70,4.70,2,,,,Nepal
"950291 -- Garments and accessories therefor, footwear and headgear","1,067",0.00,0.00,1,,,,Nepal
950299 -- Other,452,0.00,0.00,1,,,,Nepal
"950310 - Electric trains, including tracks, signals and other accessories therefor",,0.00,0.00,2,,,,Nepal
"950320 - Reduced-size (""scale'') model assembly kits, whether or not working models, excluding those of subheading 9503.10",,0.00,0.00,2,,,,Nepal
950330 - Other construction sets and constructional toys,,1.57,1.57,3,,,,Nepal
950341 -- Stuffed,"1,745",4.70,4.70,1,,,,Nepal
950349 -- Other,"54,543",0.00,0.00,3,,,,Nepal
950350 - Toy musical instruments and apparatus,100,0.00,0.00,1,,,,Nepal
950360 - Puzzles,75,2.35,2.35,2,,,,Nepal
"950370 - Other toys, put up in sets or outfits",,4.70,4.70,1,,,,Nepal
"950380 - Other toys and models, incorporating a motor",,2.35,2.35,2,,,,Nepal
950390 - Other,"2,549",1.76,1.76,8,,,,Nepal
950410 - Video games of a kind used with a television receiver,,0.00,0.00,1,,,,Nepal
950420 - Articles and accessories for billiards,,0.00,0.00,2,,,,Nepal
"950430 - Other games, operated by coins, banknotes (paper currency), discs or other similar articles, other than bowling alley equipment",,0.00,0.00,4,,,,Nepal
950440 - Playing cards,640,2.70,2.70,1,,,,Nepal
950490 - Other,"3,026",0.00,0.00,2,,,,Nepal
950510 - Articles for Christmas festivities,"80,635",1.35,1.35,2,,,,Nepal
950590 - Other,"17,666",2.70,2.70,1,,,,Nepal
950611 -- Skis,,3.70,3.70,4,,,,Nepal
950612 -- Ski-fastenings (ski-bindings),,3.70,3.70,1,,,,Nepal
950619 -- Other,,2.70,2.70,1,,,,Nepal
950621 -- Sailboards,,2.70,2.70,1,,,,Nepal
950629 -- Other,,2.70,2.70,1,,,,Nepal
"950631 -- Clubs, complete",,2.70,2.70,1,,,,Nepal
950632 -- Balls,"1,494",2.70,2.70,1,,,,Nepal
950639 -- Other,,2.70,2.70,2,,,,Nepal
950640 - Articles and equipment for table-tennis,,2.70,2.70,2,,,,Nepal
"950651 -- Lawn-tennis rackets, whether or not strung",,4.70,4.70,1,,,,Nepal
950659 -- Other,,2.70,2.70,1,,,,Nepal
950661 -- Lawn-tennis balls,,2.70,2.70,1,,,,Nepal
950662 -- Inflatable,879,2.70,2.70,2,,,,Nepal
950669 -- Other,"10,195",1.35,1.35,2,,,,Nepal
"950670 - Ice skates and roller skates, including skating boots with skates attached",,1.80,1.80,3,,,,Nepal
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","246,964",2.70,2.70,2,,,,Nepal
950699 -- Other,"30,260",1.35,1.35,2,,,,Nepal
950710 - Fishing rods,,3.70,3.70,1,,,,Nepal
"950720 - Fish-hooks, whether or not snelled",,2.70,2.70,2,,,,Nepal
950730 - Fishing reels,,3.70,3.70,1,,,,Nepal
950790 - Other,,3.70,3.70,1,,,,Nepal
950810 - Travelling circuses and travelling menageries,,1.70,1.70,1,,,,Nepal
950890 - Other,,1.70,1.70,1,,,,Nepal
,2005,"171,860",1.89,1.89,79,,,,Nepal
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages.",,0.00,0.00,2,,,,Nepal
"950210 - Dolls, whether or not dressed","13,996",4.70,4.70,2,,,,Nepal
"950291 -- Garments and accessories therefor, footwear and headgear","2,675",0.00,0.00,1,,,,Nepal
950299 -- Other,771,0.00,0.00,1,,,,Nepal
"950310 - Electric trains, including tracks, signals and other accessories therefor",,0.00,0.00,2,,,,Nepal
"950320 - Reduced-size (""scale'') model assembly kits, whether or not working models, excluding those of subheading 9503.10",37,0.00,0.00,2,,,,Nepal
950330 - Other construction sets and constructional toys,,1.57,1.57,3,,,,Nepal
950341 -- Stuffed,"3,459",4.70,4.70,1,,,,Nepal
950349 -- Other,"38,791",0.00,0.00,3,,,,Nepal
950350 - Toy musical instruments and apparatus,25,0.00,0.00,1,,,,Nepal
950360 - Puzzles,,2.35,2.35,2,,,,Nepal
"950370 - Other toys, put up in sets or outfits",224,4.70,4.70,1,,,,Nepal
"950380 - Other toys and models, incorporating a motor",,2.35,2.35,2,,,,Nepal
950390 - Other,"6,606",1.76,1.76,8,,,,Nepal
950410 - Video games of a kind used with a television receiver,,0.00,0.00,1,,,,Nepal
950420 - Articles and accessories for billiards,,0.00,0.00,2,,,,Nepal
"950430 - Other games, operated by coins, banknotes (paper currency), discs or other similar articles, other than bowling alley equipment",,0.00,0.00,4,,,,Nepal
950440 - Playing cards,,2.70,2.70,1,,,,Nepal
950490 - Other,"5,350",0.00,0.00,2,,,,Nepal
950510 - Articles for Christmas festivities,"64,544",1.35,1.35,2,,,,Nepal
950590 - Other,"24,658",2.70,2.70,1,,,,Nepal
950611 -- Skis,,3.70,3.70,4,,,,Nepal
950612 -- Ski-fastenings (ski-bindings),,3.70,3.70,1,,,,Nepal
950619 -- Other,,2.70,2.70,1,,,,Nepal
950621 -- Sailboards,,2.70,2.70,1,,,,Nepal
950629 -- Other,,2.70,2.70,1,,,,Nepal
"950631 -- Clubs, complete",,2.70,2.70,1,,,,Nepal
950632 -- Balls,,2.70,2.70,1,,,,Nepal
950639 -- Other,,2.70,2.70,2,,,,Nepal
950640 - Articles and equipment for table-tennis,,2.70,2.70,2,,,,Nepal
"950651 -- Lawn-tennis rackets, whether or not strung",,4.70,4.70,1,,,,Nepal
950659 -- Other,,2.70,2.70,1,,,,Nepal
950661 -- Lawn-tennis balls,,2.70,2.70,1,,,,Nepal
950662 -- Inflatable,921,2.70,2.70,2,,,,Nepal
950669 -- Other,"1,530",1.35,1.35,2,,,,Nepal
"950670 - Ice skates and roller skates, including skating boots with skates attached",,1.80,1.80,3,,,,Nepal
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics",,2.70,2.70,2,,,,Nepal
950699 -- Other,"8,273",1.35,1.35,2,,,,Nepal
950710 - Fishing rods,,3.70,3.70,1,,,,Nepal
"950720 - Fish-hooks, whether or not snelled",,2.70,2.70,2,,,,Nepal
950730 - Fishing reels,,3.70,3.70,1,,,,Nepal
950790 - Other,,3.70,3.70,1,,,,Nepal
950810 - Travelling circuses and travelling menageries,,1.70,1.70,1,,,,Nepal
950890 - Other,,1.70,1.70,1,,,,Nepal
,2004,"120,783",1.89,1.89,79,,,,Nepal
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages.",,0.00,0.00,2,,,,Nepal
"950210 - Dolls, whether or not dressed","4,515",4.70,4.70,2,,,,Nepal
"950291 -- Garments and accessories therefor, footwear and headgear",,0.00,0.00,1,,,,Nepal
950299 -- Other,,0.00,0.00,1,,,,Nepal
"950310 - Electric trains, including tracks, signals and other accessories therefor",,0.00,0.00,2,,,,Nepal
"950320 - Reduced-size (""scale'') model assembly kits, whether or not working models, excluding those of subheading 9503.10",,0.00,0.00,2,,,,Nepal
950330 - Other construction sets and constructional toys,,1.57,1.57,3,,,,Nepal
950341 -- Stuffed,"4,130",4.70,4.70,1,,,,Nepal
950349 -- Other,"31,931",0.00,0.00,3,,,,Nepal
950350 - Toy musical instruments and apparatus,,0.00,0.00,1,,,,Nepal
950360 - Puzzles,,2.35,2.35,2,,,,Nepal
"950370 - Other toys, put up in sets or outfits",162,4.70,4.70,1,,,,Nepal
"950380 - Other toys and models, incorporating a motor",,2.35,2.35,2,,,,Nepal
950390 - Other,"3,359",1.76,1.76,8,,,,Nepal
950410 - Video games of a kind used with a television receiver,,0.00,0.00,1,,,,Nepal
950420 - Articles and accessories for billiards,,0.00,0.00,2,,,,Nepal
"950430 - Other games, operated by coins, banknotes (paper currency), discs or other similar articles, other than bowling alley equipment",187,0.00,0.00,4,,,,Nepal
950440 - Playing cards,,2.70,2.70,1,,,,Nepal
950490 - Other,"6,568",0.00,0.00,2,,,,Nepal
950510 - Articles for Christmas festivities,"28,908",1.35,1.35,2,,,,Nepal
950590 - Other,"18,994",2.70,2.70,1,,,,Nepal
950611 -- Skis,,3.70,3.70,4,,,,Nepal
950612 -- Ski-fastenings (ski-bindings),,3.70,3.70,1,,,,Nepal
950619 -- Other,"10,225",2.70,2.70,1,,,,Nepal
950621 -- Sailboards,,2.70,2.70,1,,,,Nepal
950629 -- Other,,2.70,2.70,1,,,,Nepal
"950631 -- Clubs, complete",,2.70,2.70,1,,,,Nepal
950632 -- Balls,,2.70,2.70,1,,,,Nepal
950639 -- Other,,2.70,2.70,2,,,,Nepal
950640 - Articles and equipment for table-tennis,,2.70,2.70,2,,,,Nepal
"950651 -- Lawn-tennis rackets, whether or not strung",,4.70,4.70,1,,,,Nepal
950659 -- Other,,2.70,2.70,1,,,,Nepal
950661 -- Lawn-tennis balls,,2.70,2.70,1,,,,Nepal
950662 -- Inflatable,323,2.70,2.70,2,,,,Nepal
950669 -- Other,"2,948",1.35,1.35,2,,,,Nepal
"950670 - Ice skates and roller skates, including skating boots with skates attached",,1.80,1.80,3,,,,Nepal
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics",,2.70,2.70,2,,,,Nepal
950699 -- Other,"8,533",1.35,1.35,2,,,,Nepal
950710 - Fishing rods,,3.70,3.70,1,,,,Nepal
"950720 - Fish-hooks, whether or not snelled",,2.70,2.70,2,,,,Nepal
950730 - Fishing reels,,3.70,3.70,1,,,,Nepal
950790 - Other,,3.70,3.70,1,,,,Nepal
950810 - Travelling circuses and travelling menageries,,1.70,1.70,1,,,,Nepal
950890 - Other,,1.70,1.70,1,,,,Nepal
,2003,"169,341",2.19,2.19,79,,,,Nepal
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages.",,1.10,1.10,2,,,,Nepal
"950210 - Dolls, whether or not dressed","2,545",4.70,4.70,2,,,,Nepal
"950291 -- Garments and accessories therefor, footwear and headgear",,0.70,0.70,1,,,,Nepal
950299 -- Other,,0.70,0.70,1,,,,Nepal
"950310 - Electric trains, including tracks, signals and other accessories therefor","2,240",0.80,0.80,2,,,,Nepal
"950320 - Reduced-size (""scale'') model assembly kits, whether or not working models, excluding those of subheading 9503.10",,0.80,0.80,2,,,,Nepal
950330 - Other construction sets and constructional toys,,2.17,2.17,3,,,,Nepal
950341 -- Stuffed,"1,471",4.70,4.70,1,,,,Nepal
950349 -- Other,"19,570",0.87,0.87,3,,,,Nepal
950350 - Toy musical instruments and apparatus,"1,991",0.80,0.80,1,,,,Nepal
950360 - Puzzles,34,2.85,2.85,2,,,,Nepal
"950370 - Other toys, put up in sets or outfits",,4.70,4.70,1,,,,Nepal
"950380 - Other toys and models, incorporating a motor",57,2.75,2.75,2,,,,Nepal
950390 - Other,305,2.26,2.26,8,,,,Nepal
950410 - Video games of a kind used with a television receiver,,0.60,0.60,1,,,,Nepal
950420 - Articles and accessories for billiards,,0.60,0.60,2,,,,Nepal
"950430 - Other games, operated by coins, banknotes (paper currency), discs or other similar articles, other than bowling alley equipment",,0.60,0.60,4,,,,Nepal
950440 - Playing cards,,2.70,2.70,1,,,,Nepal
950490 - Other,"80,213",0.60,0.60,2,,,,Nepal
950510 - Articles for Christmas festivities,"6,685",1.65,1.65,2,,,,Nepal
950590 - Other,"4,717",2.70,2.70,1,,,,Nepal
950611 -- Skis,,3.70,3.70,4,,,,Nepal
950612 -- Ski-fastenings (ski-bindings),,3.70,3.70,1,,,,Nepal
950619 -- Other,,2.70,2.70,1,,,,Nepal
950621 -- Sailboards,,2.70,2.70,1,,,,Nepal
950629 -- Other,,2.70,2.70,1,,,,Nepal
"950631 -- Clubs, complete",339,2.70,2.70,1,,,,Nepal
950632 -- Balls,,2.70,2.70,1,,,,Nepal
950639 -- Other,,2.70,2.70,2,,,,Nepal
950640 - Articles and equipment for table-tennis,,2.70,2.70,2,,,,Nepal
"950651 -- Lawn-tennis rackets, whether or not strung",,4.70,4.70,1,,,,Nepal
950659 -- Other,,2.70,2.70,1,,,,Nepal
950661 -- Lawn-tennis balls,,2.70,2.70,1,,,,Nepal
950662 -- Inflatable,215,2.70,2.70,2,,,,Nepal
950669 -- Other,"3,812",1.35,1.35,2,,,,Nepal
"950670 - Ice skates and roller skates, including skating boots with skates attached",,1.80,1.80,3,,,,Nepal
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics",,2.70,2.70,2,,,,Nepal
950699 -- Other,"45,146",1.35,1.35,2,,,,Nepal
950710 - Fishing rods,,3.70,3.70,1,,,,Nepal
"950720 - Fish-hooks, whether or not snelled",,2.70,2.70,2,,,,Nepal
950730 - Fishing reels,,3.70,3.70,1,,,,Nepal
950790 - Other,,3.70,3.70,1,,,,Nepal
950810 - Travelling circuses and travelling menageries,,1.70,1.70,1,,,,Nepal
950890 - Other,,1.70,1.70,1,,,,Nepal
,2002,"179,555",2.48,2.48,79,,,,Nepal
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages.",,2.10,2.10,2,,,,Nepal
"950210 - Dolls, whether or not dressed","2,213",4.70,4.70,2,,,,Nepal
"950291 -- Garments and accessories therefor, footwear and headgear",,1.40,1.40,1,,,,Nepal
950299 -- Other,,1.40,1.40,1,,,,Nepal
"950310 - Electric trains, including tracks, signals and other accessories therefor",,1.60,1.60,2,,,,Nepal
"950320 - Reduced-size (""scale'') model assembly kits, whether or not working models, excluding those of subheading 9503.10",,1.60,1.60,2,,,,Nepal
950330 - Other construction sets and constructional toys,,2.73,2.73,3,,,,Nepal
950341 -- Stuffed,"1,362",4.70,4.70,1,,,,Nepal
950349 -- Other,"12,427",1.70,1.70,3,,,,Nepal
950350 - Toy musical instruments and apparatus,,1.60,1.60,1,,,,Nepal
950360 - Puzzles,104,3.30,3.30,2,,,,Nepal
"950370 - Other toys, put up in sets or outfits",,4.70,4.70,1,,,,Nepal
"950380 - Other toys and models, incorporating a motor",,3.15,3.15,2,,,,Nepal
950390 - Other,898,2.76,2.76,8,,,,Nepal
950410 - Video games of a kind used with a television receiver,,1.10,1.10,1,,,,Nepal
950420 - Articles and accessories for billiards,,1.10,1.10,2,,,,Nepal
"950430 - Other games, operated by coins, banknotes (paper currency), discs or other similar articles, other than bowling alley equipment",359,1.10,1.10,4,,,,Nepal
950440 - Playing cards,,2.70,2.70,1,,,,Nepal
950490 - Other,331,1.10,1.10,2,,,,Nepal
950510 - Articles for Christmas festivities,"7,254",1.95,1.95,2,,,,Nepal
950590 - Other,"147,455",2.70,2.70,1,,,,Nepal
950611 -- Skis,,3.70,3.70,4,,,,Nepal
950612 -- Ski-fastenings (ski-bindings),,3.70,3.70,1,,,,Nepal
950619 -- Other,,2.70,2.70,1,,,,Nepal
950621 -- Sailboards,,2.70,2.70,1,,,,Nepal
950629 -- Other,,2.70,2.70,1,,,,Nepal
"950631 -- Clubs, complete",,2.70,2.70,1,,,,Nepal
950632 -- Balls,,2.70,2.70,1,,,,Nepal
950639 -- Other,,2.70,2.70,2,,,,Nepal
950640 - Articles and equipment for table-tennis,,2.70,2.70,2,,,,Nepal
"950651 -- Lawn-tennis rackets, whether or not strung",,4.70,4.70,1,,,,Nepal
950659 -- Other,,2.70,2.70,1,,,,Nepal
950661 -- Lawn-tennis balls,,2.70,2.70,1,,,,Nepal
950662 -- Inflatable,,2.70,2.70,2,,,,Nepal
950669 -- Other,"2,695",1.35,1.35,2,,,,Nepal
"950670 - Ice skates and roller skates, including skating boots with skates attached",,1.80,1.80,3,,,,Nepal
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics",,2.70,2.70,2,,,,Nepal
950699 -- Other,"4,455",1.35,1.35,2,,,,Nepal
950710 - Fishing rods,,3.70,3.70,1,,,,Nepal
"950720 - Fish-hooks, whether or not snelled",,2.70,2.70,2,,,,Nepal
950730 - Fishing reels,,3.70,3.70,1,,,,Nepal
950790 - Other,,3.70,3.70,1,,,,Nepal
950810 - Travelling circuses and travelling menageries,,1.70,1.70,1,,,,Nepal
950890 - Other,,1.70,1.70,1,,,,Nepal
,2001,"91,215",2.79,2.79,78,,,,Nepal
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages",,3.20,3.20,2,,,,Nepal
"950210 - Dolls, whether or not dressed","2,006",4.70,4.70,2,,,,Nepal
"950291 - - Garments and accessories therefor, footwear and headgear",,2.10,2.10,1,,,,Nepal
950299 - - Other,,2.10,2.10,1,,,,Nepal
"950310 - Electric trains, including tracks, signals and other accessories therefor",,2.40,2.40,2,,,,Nepal
"950320 - Reduced-size (""scale"") model assembly kits, whether or not working models, excluding those of subheading No. 9503.10",,2.40,2.40,2,,,,Nepal
950330 - Other construction sets and constructional toys,,3.30,3.30,3,,,,Nepal
950341 - - Stuffed,394,4.70,4.70,1,,,,Nepal
950349 - - Other,"4,325",2.53,2.53,3,,,,Nepal
950350 - Toy musical instruments and apparatus,,2.40,2.40,1,,,,Nepal
950360 - Puzzles,45,3.75,3.75,2,,,,Nepal
"950370 - Other toys, put up in sets or outfits",,4.70,4.70,1,,,,Nepal
"950380 - Other toys and models, incorporating a motor",421,3.55,3.55,2,,,,Nepal
950390 - Other,81,3.26,3.26,8,,,,Nepal
950410 - Video games of a kind used with a television receiver,54,1.70,1.70,1,,,,Nepal
950420 - Articles and accessories for billiards,,1.70,1.70,2,,,,Nepal
"950430 - Other games, coin- or disc-operated, other than bowling alley equipment",,1.70,1.70,4,,,,Nepal
950440 - Playing cards,,2.70,2.70,1,,,,Nepal
950490 - Other,"9,313",1.70,1.70,2,,,,Nepal
950510 - Articles for Christmas festivities,"30,501",2.30,2.30,2,,,,Nepal
950590 - Other,"40,333",2.70,2.70,1,,,,Nepal
950611 - - Skis,,3.70,3.70,4,,,,Nepal
950612 - - Ski-fastenings (ski-bindings),,3.70,3.70,1,,,,Nepal
950619 - - Other,,2.70,2.70,1,,,,Nepal
950621 - - Sailboards,,2.70,2.70,1,,,,Nepal
950629 - - Other,,2.70,2.70,1,,,,Nepal
"950631 - - Clubs, complete",,2.70,2.70,1,,,,Nepal
950632 - - Balls,18,2.70,2.70,1,,,,Nepal
950639 - - Other,,2.70,2.70,2,,,,Nepal
950640 - Articles and equipment for table-tennis,,2.70,2.70,2,,,,Nepal
"950651 - - Lawn-tennis rackets, whether or not strung",,4.70,4.70,1,,,,Nepal
950659 - - Other,,2.70,2.70,1,,,,Nepal
950661 - - Lawn-tennis balls,,2.70,2.70,1,,,,Nepal
950662 - - Inflatable,,2.70,2.70,2,,,,Nepal
950669 - - Other,761,1.35,1.35,2,,,,Nepal
"950670 - Ice skates and roller skates, including skating boots with skates attached",36,1.80,1.80,3,,,,Nepal
"950691 - - Articles and equipment for general physical exercise, gymnastics or athletics",,2.70,2.70,2,,,,Nepal
950699 - - Other,,1.35,1.35,2,,,,Nepal
950710 - Fishing rods,,3.70,3.70,1,,,,Nepal
"950720 - Fish-hooks, whether or not snelled",,2.70,2.70,2,,,,Nepal
950730 - Fishing reels,,3.70,3.70,1,,,,Nepal
950790 - Other,"2,928",3.70,3.70,1,,,,Nepal
"950800 Roundabouts, swings, shooting galleries and other fairground amusements; travelling circuses, travelling menageries and travelling theatres",,1.70,1.70,1,,,,Nepal
,2000,"574,818",3.07,3.07,76,,,,Nepal
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages",,4.20,4.20,2,,,,Nepal
"950210 - Dolls, whether or not dressed","2,904",4.70,4.70,2,,,,Nepal
"950291 - - Garments and accessories therefor, footwear and headgear","2,674",2.80,2.80,1,,,,Nepal
950299 - - Other,,2.80,2.80,1,,,,Nepal
"950310 - Electric trains, including tracks, signals and other accessories therefor",,3.20,3.20,2,,,,Nepal
"950320 - Reduced-size (""scale"") model assembly kits, whether or not working models, excluding those of subheading No. 9503.10",,3.20,3.20,2,,,,Nepal
950330 - Other construction sets and constructional toys,,3.87,3.87,3,,,,Nepal
950341 - - Stuffed,157,4.70,4.70,1,,,,Nepal
950349 - - Other,,3.37,3.37,3,,,,Nepal
950350 - Toy musical instruments and apparatus,,3.20,3.20,1,,,,Nepal
950360 - Puzzles,341,4.20,4.20,2,,,,Nepal
"950370 - Other toys, put up in sets or outfits",572,4.70,4.70,1,,,,Nepal
"950380 - Other toys and models, incorporating a motor",,3.95,3.95,2,,,,Nepal
950390 - Other,"13,119",3.76,3.76,8,,,,Nepal
950410 - Video games of a kind used with a television receiver,,2.20,2.20,1,,,,Nepal
950420 - Articles and accessories for billiards,,2.20,2.20,2,,,,Nepal
"950430 - Other games, coin- or disc-operated, other than bowling alley equipment",,2.20,2.20,4,,,,Nepal
950440 - Playing cards,,2.70,2.70,1,,,,Nepal
950490 - Other,"2,176",2.20,2.20,2,,,,Nepal
950510 - Articles for Christmas festivities,"18,485",2.60,2.60,2,,,,Nepal
950590 - Other,"519,899",2.70,2.70,1,,,,Nepal
950611 - - Skis,,3.70,3.70,3,,,,Nepal
950612 - - Ski-fastenings (ski-bindings),,3.70,3.70,1,,,,Nepal
950619 - - Other,,2.70,2.70,1,,,,Nepal
950621 - - Sailboards,,2.70,2.70,1,,,,Nepal
950629 - - Other,,2.70,2.70,1,,,,Nepal
"950631 - - Clubs, complete",,2.70,2.70,1,,,,Nepal
950632 - - Balls,,2.70,2.70,1,,,,Nepal
950639 - - Other,,2.70,2.70,2,,,,Nepal
950640 - Articles and equipment for table-tennis,,2.70,2.70,2,,,,Nepal
"950651 - - Lawn-tennis rackets, whether or not strung",,4.70,4.70,1,,,,Nepal
950659 - - Other,,2.70,2.70,1,,,,Nepal
950661 - - Lawn-tennis balls,,2.70,2.70,1,,,,Nepal
950662 - - Inflatable,,2.70,2.70,2,,,,Nepal
950669 - - Other,562,1.35,1.35,2,,,,Nepal
"950670 - Ice skates and roller skates, including skating boots with skates attached",,1.80,1.80,3,,,,Nepal
"950691 - - Articles and equipment for general physical exercise, gymnastics or athletics","4,628",2.70,2.70,1,,,,Nepal
950699 - - Other,"9,302",1.35,1.35,2,,,,Nepal
950710 - Fishing rods,,3.70,3.70,1,,,,Nepal
"950720 - Fish-hooks, whether or not snelled",,2.70,2.70,2,,,,Nepal
950730 - Fishing reels,,3.70,3.70,1,,,,Nepal
950790 - Other,,3.70,3.70,1,,,,Nepal
"950800 Roundabouts, swings, shooting galleries and other fairground amusements; travelling circuses, travelling menageries and travelling theatres",,1.70,1.70,1,,,,Nepal
,1999,"694,174",3.38,3.38,76,,,,Nepal
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages",,5.30,5.30,2,,,,Nepal
"950210 - Dolls, whether or not dressed","1,652",4.70,4.70,2,,,,Nepal
"950291 - - Garments and accessories therefor, footwear and headgear",,3.50,3.50,1,,,,Nepal
950299 - - Other,,3.50,3.50,1,,,,Nepal
"950310 - Electric trains, including tracks, signals and other accessories therefor",,4.00,4.00,2,,,,Nepal
"950320 - Reduced-size (""scale"") model assembly kits, whether or not working models, excluding those of subheading No. 9503.10",,4.00,4.00,2,,,,Nepal
950330 - Other construction sets and constructional toys,,4.40,4.40,3,,,,Nepal
950341 - - Stuffed,810,4.70,4.70,1,,,,Nepal
950349 - - Other,,4.17,4.17,3,,,,Nepal
950350 - Toy musical instruments and apparatus,373,4.00,4.00,1,,,,Nepal
950360 - Puzzles,,4.60,4.60,2,,,,Nepal
"950370 - Other toys, put up in sets or outfits",,4.70,4.70,1,,,,Nepal
"950380 - Other toys and models, incorporating a motor",,4.35,4.35,2,,,,Nepal
950390 - Other,"21,284",4.26,4.26,8,,,,Nepal
950410 - Video games of a kind used with a television receiver,,2.80,2.80,1,,,,Nepal
950420 - Articles and accessories for billiards,,2.80,2.80,2,,,,Nepal
"950430 - Other games, coin- or disc-operated, other than bowling alley equipment","3,933",2.80,2.80,4,,,,Nepal
950440 - Playing cards,821,2.70,2.70,1,,,,Nepal
950490 - Other,"14,686",2.80,2.80,2,,,,Nepal
950510 - Articles for Christmas festivities,"13,930",2.90,2.90,2,,,,Nepal
950590 - Other,"621,179",2.70,2.70,1,,,,Nepal
950611 - - Skis,,3.70,3.70,3,,,,Nepal
950612 - - Ski-fastenings (ski-bindings),,3.70,3.70,1,,,,Nepal
950619 - - Other,,2.70,2.70,1,,,,Nepal
950621 - - Sailboards,,2.70,2.70,1,,,,Nepal
950629 - - Other,,2.70,2.70,1,,,,Nepal
"950631 - - Clubs, complete",,2.70,2.70,1,,,,Nepal
950632 - - Balls,,2.70,2.70,1,,,,Nepal
950639 - - Other,,2.70,2.70,2,,,,Nepal
950640 - Articles and equipment for table-tennis,,2.70,2.70,2,,,,Nepal
"950651 - - Lawn-tennis rackets, whether or not strung",,4.70,4.70,1,,,,Nepal
950659 - - Other,,2.70,2.70,1,,,,Nepal
950661 - - Lawn-tennis balls,,2.70,2.70,1,,,,Nepal
950662 - - Inflatable,970,2.70,2.70,2,,,,Nepal
950669 - - Other,,1.35,1.35,2,,,,Nepal
"950670 - Ice skates and roller skates, including skating boots with skates attached",,1.80,1.80,3,,,,Nepal
"950691 - - Articles and equipment for general physical exercise, gymnastics or athletics",,2.70,2.70,1,,,,Nepal
950699 - - Other,"14,537",1.35,1.35,2,,,,Nepal
950710 - Fishing rods,,3.70,3.70,1,,,,Nepal
"950720 - Fish-hooks, whether or not snelled",,2.70,2.70,2,,,,Nepal
950730 - Fishing reels,,3.70,3.70,1,,,,Nepal
950790 - Other,,3.70,3.70,1,,,,Nepal
"950800 Roundabouts, swings, shooting galleries and other fairground amusements; travelling circuses, travelling menageries and travelling theatres",,1.70,1.70,1,,,,Nepal
,1998,"854,605",4.04,4.04,75,,,,Nepal
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages",,6.30,6.30,2,,,,Nepal
"950210 - Dolls, whether or not dressed",387,5.40,5.40,2,,,,Nepal
"950291 - - Garments and accessories therefor, footwear and headgear",,4.10,4.10,1,,,,Nepal
