Importer,Year,Value,Ad val. duties,Number of lines,Japan
,(US$),Simple average,MFN duties,Pref. duties,Japan
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Japan
950890 - Other,,20.00,20.00,1,,,,Japan
,2017,,9.09,9.09,55,,,,Japan
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.",,10.00,10.00,4,,,,Japan
950420 - Articles and accessories for billiards of all kinds,,10.00,10.00,1,,,,Japan
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment",,10.00,10.00,1,,,,Japan
950440 - Playing cards,,10.00,10.00,1,,,,Japan
"950450 - Video game consoles and machines, other than those of subheading 9504.30",,10.00,10.00,1,,,,Japan
950490 - Other,,10.00,10.00,3,,,,Japan
950510 - Articles for Christmas festivities,,10.00,10.00,1,,,,Japan
950590 - Other,,10.00,10.00,2,,,,Japan
950611 - - Skis,,0.00,0.00,1,,,,Japan
950612 - - Ski-fastenings (ski-bindings),,0.00,0.00,1,,,,Japan
950619 - - Other,,0.00,0.00,1,,,,Japan
950621 - - Sailboards,,0.00,0.00,1,,,,Japan
950629 - - Other,,0.00,0.00,1,,,,Japan
"950631 - - Clubs, complete",,10.00,10.00,1,,,,Japan
950632 - - Balls,,10.00,10.00,1,,,,Japan
950639 - - Other,,10.00,10.00,1,,,,Japan
950640 - Articles and equipment for table-tennis,,10.00,10.00,1,,,,Japan
"950651 - - Lawn-tennis rackets, whether or not strung",,10.00,10.00,1,,,,Japan
950659 - - Other,,10.00,10.00,2,,,,Japan
950661 - - Lawn-tennis balls,,10.00,10.00,1,,,,Japan
950662 - - Inflatable,,10.00,10.00,4,,,,Japan
950669 - - Other,,10.00,10.00,5,,,,Japan
"950670 - Ice skates and roller skates, including skating boots with skates attached",,10.00,10.00,1,,,,Japan
"950691 - - Articles and equipment for general physical exercise, gymnastics or athletics",,10.00,10.00,2,,,,Japan
950699 - - Other,,10.00,10.00,9,,,,Japan
950710 - Fishing rods,,10.00,10.00,1,,,,Japan
"950720 - Fish-hooks, whether or not snelled",,10.00,10.00,1,,,,Japan
950730 - Fishing reels,,10.00,10.00,1,,,,Japan
950790 - Other,,10.00,10.00,2,,,,Japan
950810 - Travelling circuses and travelling menageries,,10.00,10.00,1,,,,Japan
950890 - Other,,10.00,10.00,1,,,,Japan
,2016,"5,530,841",9.09,9.09,55,,,,Japan
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","3,892",10.00,10.00,4,,,,Japan
950420 - Articles and accessories for billiards of all kinds,,10.00,10.00,1,,,,Japan
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment","6,008",10.00,10.00,1,,,,Japan
950440 - Playing cards,,10.00,10.00,1,,,,Japan
"950450 -Video game consoles and machines, other than those of subheading 9504.30",,10.00,10.00,1,,,,Japan
950490 - Other,"70,166",10.00,10.00,3,,,,Japan
950510 - Articles for Christmas festivities,,10.00,10.00,1,,,,Japan
950590 - Other,"4,821",10.00,10.00,2,,,,Japan
950611 -- Skis,,0.00,0.00,1,,,,Japan
950612 -- Ski-fastenings (ski-bindings),,0.00,0.00,1,,,,Japan
950619 -- Other,616,0.00,0.00,1,,,,Japan
950621 -- Sailboards,,0.00,0.00,1,,,,Japan
950629 -- Other,,0.00,0.00,1,,,,Japan
"950631 -- Clubs, complete",,10.00,10.00,1,,,,Japan
950632 -- Balls,635,10.00,10.00,1,,,,Japan
950639 -- Other,"142,612",10.00,10.00,1,,,,Japan
950640 - Articles and equipment for table-tennis,"102,793",10.00,10.00,1,,,,Japan
"950651 -- Lawn-tennis rackets, whether or not strung","107,652",10.00,10.00,1,,,,Japan
950659 -- Other,"1,185,406",10.00,10.00,2,,,,Japan
950661 -- Lawn-tennis balls,,10.00,10.00,1,,,,Japan
950662 -- Inflatable,"5,434",10.00,10.00,4,,,,Japan
950669 -- Other,"90,088",10.00,10.00,5,,,,Japan
"950670 - Ice skates and roller skates, including skating boots with skates attached",,10.00,10.00,1,,,,Japan
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","3,865",10.00,10.00,2,,,,Japan
950699 -- Other,"3,375,707",10.00,10.00,9,,,,Japan
950710 - Fishing rods,"1,082",10.00,10.00,1,,,,Japan
"950720 - Fish-hooks, whether or not snelled","364,325",10.00,10.00,1,,,,Japan
950730 - Fishing reels,"3,681",10.00,10.00,1,,,,Japan
950790 - Other,"33,914",10.00,10.00,2,,,,Japan
950810 - Travelling circuses and travelling menageries,,10.00,10.00,1,,,,Japan
950890 - Other,"28,144",10.00,10.00,1,,,,Japan
,2015,"4,888,854",9.07,9.07,55,1,,,Japan
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","37,170",10.00,10.00,4,,,,Japan
950420 - Articles and accessories for billiards of all kinds,,10.00,10.00,1,,,,Japan
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment","97,626",10.00,10.00,1,,,,Japan
950440 - Playing cards,69,10.00,10.00,1,,,,Japan
"950450 -Video game consoles and machines, other than those of subheading 9504.30","9,863",10.00,10.00,1,,,,Japan
950490 - Other,"211,384",10.00,10.00,3,1,,,Japan
950510 - Articles for Christmas festivities,,10.00,10.00,1,,,,Japan
950590 - Other,423,10.00,10.00,2,,,,Japan
950611 -- Skis,,0.00,0.00,1,,,,Japan
950612 -- Ski-fastenings (ski-bindings),,0.00,0.00,1,,,,Japan
950619 -- Other,,0.00,0.00,1,,,,Japan
950621 -- Sailboards,,0.00,0.00,1,,,,Japan
950629 -- Other,"26,617",0.00,0.00,1,,,,Japan
"950631 -- Clubs, complete","11,268",10.00,10.00,1,,,,Japan
950632 -- Balls,"6,057",10.00,10.00,1,,,,Japan
950639 -- Other,"145,042",10.00,10.00,1,,,,Japan
950640 - Articles and equipment for table-tennis,"92,575",10.00,10.00,1,,,,Japan
"950651 -- Lawn-tennis rackets, whether or not strung","44,106",10.00,10.00,1,,,,Japan
950659 -- Other,"943,556",10.00,10.00,2,,,,Japan
950661 -- Lawn-tennis balls,,10.00,10.00,1,,,,Japan
950662 -- Inflatable,"3,607",10.00,10.00,4,,,,Japan
950669 -- Other,"41,916",10.00,10.00,5,,,,Japan
"950670 - Ice skates and roller skates, including skating boots with skates attached",,10.00,10.00,1,,,,Japan
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics",,10.00,10.00,2,,,,Japan
950699 -- Other,"2,765,164",10.00,10.00,9,,,,Japan
950710 - Fishing rods,,10.00,10.00,1,,,,Japan
"950720 - Fish-hooks, whether or not snelled","314,642",10.00,10.00,1,,,,Japan
950730 - Fishing reels,,10.00,10.00,1,,,,Japan
950790 - Other,"33,141",10.00,10.00,2,,,,Japan
950810 - Travelling circuses and travelling menageries,,10.00,10.00,1,,,,Japan
950890 - Other,"104,628",10.00,10.00,1,,,,Japan
,2014,"5,389,099",9.09,9.09,55,,,,Japan
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","44,753",10.00,10.00,4,,,,Japan
950420 - Articles and accessories for billiards of all kinds,,10.00,10.00,1,,,,Japan
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment","18,885",10.00,10.00,1,,,,Japan
950440 - Playing cards,,10.00,10.00,1,,,,Japan
"950450 -Video game consoles and machines, other than those of subheading 9504.30",,10.00,10.00,1,,,,Japan
950490 - Other,"292,106",10.00,10.00,3,,,,Japan
950510 - Articles for Christmas festivities,,10.00,10.00,1,,,,Japan
950590 - Other,37,10.00,10.00,2,,,,Japan
950611 -- Skis,,0.00,0.00,1,,,,Japan
950612 -- Ski-fastenings (ski-bindings),,0.00,0.00,1,,,,Japan
950619 -- Other,,0.00,0.00,1,,,,Japan
950621 -- Sailboards,,0.00,0.00,1,,,,Japan
950629 -- Other,"19,648",0.00,0.00,1,,,,Japan
"950631 -- Clubs, complete","21,387",10.00,10.00,1,,,,Japan
950632 -- Balls,"2,801",10.00,10.00,1,,,,Japan
950639 -- Other,"141,389",10.00,10.00,1,,,,Japan
950640 - Articles and equipment for table-tennis,"83,655",10.00,10.00,1,,,,Japan
"950651 -- Lawn-tennis rackets, whether or not strung","74,178",10.00,10.00,1,,,,Japan
950659 -- Other,"821,159",10.00,10.00,2,,,,Japan
950661 -- Lawn-tennis balls,"2,482",10.00,10.00,1,,,,Japan
950662 -- Inflatable,34,10.00,10.00,4,,,,Japan
950669 -- Other,789,10.00,10.00,5,,,,Japan
"950670 - Ice skates and roller skates, including skating boots with skates attached",19,10.00,10.00,1,,,,Japan
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics",629,10.00,10.00,2,,,,Japan
950699 -- Other,"3,617,118",10.00,10.00,9,,,,Japan
950710 - Fishing rods,"2,877",10.00,10.00,1,,,,Japan
"950720 - Fish-hooks, whether or not snelled","241,921",10.00,10.00,1,,,,Japan
950730 - Fishing reels,,10.00,10.00,1,,,,Japan
950790 - Other,"3,232",10.00,10.00,2,,,,Japan
950810 - Travelling circuses and travelling menageries,,10.00,10.00,1,,,,Japan
950890 - Other,,10.00,10.00,1,,,,Japan
,2013,"4,774,716",9.09,9.09,55,,,,Japan
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","37,182",10.00,10.00,4,,,,Japan
950420 - Articles and accessories for billiards of all kinds,,10.00,10.00,1,,,,Japan
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment","7,015",10.00,10.00,1,,,,Japan
950440 - Playing cards,"192,031",10.00,10.00,1,,,,Japan
"950450 -Video game consoles and machines, other than those of subheading 9504.30","200,241",10.00,10.00,1,,,,Japan
950490 - Other,"384,326",10.00,10.00,3,,,,Japan
950510 - Articles for Christmas festivities,,10.00,10.00,1,,,,Japan
950590 - Other,"29,153",10.00,10.00,2,,,,Japan
950611 -- Skis,,0.00,0.00,1,,,,Japan
950612 -- Ski-fastenings (ski-bindings),,0.00,0.00,1,,,,Japan
950619 -- Other,,0.00,0.00,1,,,,Japan
950621 -- Sailboards,,0.00,0.00,1,,,,Japan
950629 -- Other,,0.00,0.00,1,,,,Japan
"950631 -- Clubs, complete",,10.00,10.00,1,,,,Japan
950632 -- Balls,44,10.00,10.00,1,,,,Japan
950639 -- Other,"34,754",10.00,10.00,1,,,,Japan
950640 - Articles and equipment for table-tennis,"160,692",10.00,10.00,1,,,,Japan
"950651 -- Lawn-tennis rackets, whether or not strung","35,247",10.00,10.00,1,,,,Japan
950659 -- Other,"598,397",10.00,10.00,2,,,,Japan
950661 -- Lawn-tennis balls,,10.00,10.00,1,,,,Japan
950662 -- Inflatable,"1,076",10.00,10.00,4,,,,Japan
950669 -- Other,"69,366",10.00,10.00,5,,,,Japan
"950670 - Ice skates and roller skates, including skating boots with skates attached",,10.00,10.00,1,,,,Japan
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","18,118",10.00,10.00,2,,,,Japan
950699 -- Other,"2,757,177",10.00,10.00,9,,,,Japan
950710 - Fishing rods,44,10.00,10.00,1,,,,Japan
"950720 - Fish-hooks, whether or not snelled","218,225",10.00,10.00,1,,,,Japan
950730 - Fishing reels,,10.00,10.00,1,,,,Japan
950790 - Other,"31,628",10.00,10.00,2,,,,Japan
950810 - Travelling circuses and travelling menageries,,10.00,10.00,1,,,,Japan
950890 - Other,,10.00,10.00,1,,,,Japan
,2012,"4,083,392",9.09,9.09,55,,,,Japan
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","72,743",10.00,10.00,4,,,,Japan
950420 - Articles and accessories for billiards of all kinds,,10.00,10.00,1,,,,Japan
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment","41,905",10.00,10.00,1,,,,Japan
950440 - Playing cards,"158,092",10.00,10.00,1,,,,Japan
"950450 -Video game consoles and machines, other than those of subheading 9504.30",,10.00,10.00,1,,,,Japan
950490 - Other,"360,200",10.00,10.00,3,,,,Japan
950510 - Articles for Christmas festivities,,10.00,10.00,1,,,,Japan
950590 - Other,"2,995",10.00,10.00,2,,,,Japan
950611 -- Skis,,0.00,0.00,1,,,,Japan
950612 -- Ski-fastenings (ski-bindings),,0.00,0.00,1,,,,Japan
950619 -- Other,,0.00,0.00,1,,,,Japan
950621 -- Sailboards,,0.00,0.00,1,,,,Japan
950629 -- Other,,0.00,0.00,1,,,,Japan
"950631 -- Clubs, complete","44,555",10.00,10.00,1,,,,Japan
950632 -- Balls,"17,764",10.00,10.00,1,,,,Japan
950639 -- Other,"21,375",10.00,10.00,1,,,,Japan
950640 - Articles and equipment for table-tennis,"21,447",10.00,10.00,1,,,,Japan
"950651 -- Lawn-tennis rackets, whether or not strung","43,844",10.00,10.00,1,,,,Japan
950659 -- Other,"731,741",10.00,10.00,2,,,,Japan
950661 -- Lawn-tennis balls,,10.00,10.00,1,,,,Japan
950662 -- Inflatable,"4,767",10.00,10.00,4,,,,Japan
950669 -- Other,"20,049",10.00,10.00,5,,,,Japan
"950670 - Ice skates and roller skates, including skating boots with skates attached",,10.00,10.00,1,,,,Japan
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics",145,10.00,10.00,2,,,,Japan
950699 -- Other,"2,162,564",10.00,10.00,9,,,,Japan
950710 - Fishing rods,,10.00,10.00,1,,,,Japan
"950720 - Fish-hooks, whether or not snelled","258,564",10.00,10.00,1,,,,Japan
950730 - Fishing reels,,10.00,10.00,1,,,,Japan
950790 - Other,"41,257",10.00,10.00,2,,,,Japan
950810 - Travelling circuses and travelling menageries,,10.00,10.00,1,,,,Japan
950890 - Other,"79,385",10.00,10.00,1,,,,Japan
,2011,"4,934,948",9.09,9.09,55,,,,Japan
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","603,840",10.00,10.00,4,,,,Japan
950420 - Articles and accessories for billiards of all kinds,"5,734",10.00,10.00,1,,,,Japan
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment","37,655",10.00,10.00,1,,,,Japan
950440 - Playing cards,"10,964",10.00,10.00,1,,,,Japan
"950450 -Video game consoles and machines, other than those of subheading 9504.30",491,10.00,10.00,1,,,,Japan
950490 - Other,"524,048",10.00,10.00,3,,,,Japan
950510 - Articles for Christmas festivities,426,10.00,10.00,1,,,,Japan
950590 - Other,"38,995",10.00,10.00,2,,,,Japan
950611 -- Skis,,0.00,0.00,1,,,,Japan
950612 -- Ski-fastenings (ski-bindings),,0.00,0.00,1,,,,Japan
950619 -- Other,,0.00,0.00,1,,,,Japan
950621 -- Sailboards,,0.00,0.00,1,,,,Japan
950629 -- Other,"2,311",0.00,0.00,1,,,,Japan
"950631 -- Clubs, complete","50,341",10.00,10.00,1,,,,Japan
950632 -- Balls,"6,812",10.00,10.00,1,,,,Japan
950639 -- Other,"33,698",10.00,10.00,1,,,,Japan
950640 - Articles and equipment for table-tennis,"83,537",10.00,10.00,1,,,,Japan
"950651 -- Lawn-tennis rackets, whether or not strung","34,853",10.00,10.00,1,,,,Japan
950659 -- Other,"741,765",10.00,10.00,2,,,,Japan
950661 -- Lawn-tennis balls,"1,799",10.00,10.00,1,,,,Japan
950662 -- Inflatable,"15,305",10.00,10.00,4,,,,Japan
950669 -- Other,"21,528",10.00,10.00,5,,,,Japan
"950670 - Ice skates and roller skates, including skating boots with skates attached","3,111",10.00,10.00,1,,,,Japan
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","238,627",10.00,10.00,2,,,,Japan
950699 -- Other,"2,219,177",10.00,10.00,9,,,,Japan
950710 - Fishing rods,145,10.00,10.00,1,,,,Japan
"950720 - Fish-hooks, whether or not snelled","217,370",10.00,10.00,1,,,,Japan
950730 - Fishing reels,"4,607",10.00,10.00,1,,,,Japan
950790 - Other,"9,356",10.00,10.00,2,,,,Japan
950810 - Travelling circuses and travelling menageries,,10.00,10.00,1,,,,Japan
950890 - Other,"28,453",10.00,10.00,1,,,,Japan
,2010,"4,534,288",10.00,10.00,56,,,,Japan
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","310,355",10.00,10.00,4,,,,Japan
950410 - Video games of a kind used with a television receiver,"11,185",10.00,10.00,1,,,,Japan
950420 - Articles and accessories for billiards of all kinds,,10.00,10.00,1,,,,Japan
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by other means of payment, other than bowling alley equipment","27,440",10.00,10.00,3,,,,Japan
950440 - Playing cards,"46,529",10.00,10.00,1,,,,Japan
950490 - Other,"61,223",10.00,10.00,2,,,,Japan
950510 - Articles for Christmas festivities,,10.00,10.00,1,,,,Japan
950590 - Other,"34,404",10.00,10.00,2,,,,Japan
950611 -- Skis,"1,502",10.00,10.00,1,,,,Japan
950612 -- Ski-fastenings (ski-bindings),"53,503",10.00,10.00,1,,,,Japan
950619 -- Other,,10.00,10.00,1,,,,Japan
950621 -- Sailboards,,10.00,10.00,1,,,,Japan
950629 -- Other,,10.00,10.00,1,,,,Japan
"950631 -- Clubs, complete","35,296",10.00,10.00,1,,,,Japan
950632 -- Balls,,10.00,10.00,1,,,,Japan
950639 -- Other,"37,552",10.00,10.00,1,,,,Japan
950640 - Articles and equipment for table-tennis,"67,130",10.00,10.00,1,,,,Japan
"950651 -- Lawn-tennis rackets, whether or not strung","40,346",10.00,10.00,1,,,,Japan
950659 -- Other,"654,813",10.00,10.00,2,,,,Japan
950661 -- Lawn-tennis balls,"22,759",10.00,10.00,1,,,,Japan
950662 -- Inflatable,"46,831",10.00,10.00,4,,,,Japan
950669 -- Other,"38,693",10.00,10.00,5,,,,Japan
"950670 - Ice skates and roller skates, including skating boots with skates attached",,10.00,10.00,1,,,,Japan
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","286,994",10.00,10.00,2,,,,Japan
950699 -- Other,"2,499,053",10.00,10.00,9,,,,Japan
950710 - Fishing rods,,10.00,10.00,1,,,,Japan
"950720 - Fish-hooks, whether or not snelled","159,316",10.00,10.00,1,,,,Japan
950730 - Fishing reels,"2,583",10.00,10.00,1,,,,Japan
950790 - Other,"2,962",10.00,10.00,2,,,,Japan
950810 - Travelling circuses and travelling menageries,,10.00,10.00,1,,,,Japan
950890 - Other,"93,819",10.00,10.00,1,,,,Japan
,2009,"2,196,763",10.00,10.00,56,,,,Japan
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","74,594",10.00,10.00,4,,,,Japan
950410 - Video games of a kind used with a television receiver,"1,080",10.00,10.00,1,,,,Japan
950420 - Articles and accessories for billiards of all kinds,,10.00,10.00,1,,,,Japan
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by other means of payment, other than bowling alley equipment","31,674",10.00,10.00,3,,,,Japan
950440 - Playing cards,"1,395",10.00,10.00,1,,,,Japan
950490 - Other,"132,075",10.00,10.00,2,,,,Japan
950510 - Articles for Christmas festivities,,10.00,10.00,1,,,,Japan
950590 - Other,132,10.00,10.00,2,,,,Japan
950611 -- Skis,,10.00,10.00,1,,,,Japan
950612 -- Ski-fastenings (ski-bindings),,10.00,10.00,1,,,,Japan
950619 -- Other,,10.00,10.00,1,,,,Japan
950621 -- Sailboards,,10.00,10.00,1,,,,Japan
950629 -- Other,,10.00,10.00,1,,,,Japan
"950631 -- Clubs, complete",665,10.00,10.00,1,,,,Japan
950632 -- Balls,,10.00,10.00,1,,,,Japan
950639 -- Other,"27,247",10.00,10.00,1,,,,Japan
950640 - Articles and equipment for table-tennis,,10.00,10.00,1,,,,Japan
"950651 -- Lawn-tennis rackets, whether or not strung","4,754",10.00,10.00,1,,,,Japan
950659 -- Other,"354,223",10.00,10.00,2,,,,Japan
950661 -- Lawn-tennis balls,,10.00,10.00,1,,,,Japan
950662 -- Inflatable,895,10.00,10.00,4,,,,Japan
950669 -- Other,"9,160",10.00,10.00,5,,,,Japan
"950670 - Ice skates and roller skates, including skating boots with skates attached",,10.00,10.00,1,,,,Japan
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics",580,10.00,10.00,2,,,,Japan
950699 -- Other,"1,118,737",10.00,10.00,9,,,,Japan
950710 - Fishing rods,,10.00,10.00,1,,,,Japan
"950720 - Fish-hooks, whether or not snelled","103,867",10.00,10.00,1,,,,Japan
950730 - Fishing reels,,10.00,10.00,1,,,,Japan
950790 - Other,"196,361",10.00,10.00,2,,,,Japan
950810 - Travelling circuses and travelling menageries,,10.00,10.00,1,,,,Japan
950890 - Other,"139,326",10.00,10.00,1,,,,Japan
,2008,"3,097,239",10.00,10.00,56,,,,Japan
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","62,980",10.00,10.00,4,,,,Japan
950410 - Video games of a kind used with a television receiver,"755,775",10.00,10.00,1,,,,Japan
950420 - Articles and accessories for billiards of all kinds,,10.00,10.00,1,,,,Japan
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by other means of payment, other than bowling alley equipment","209,494",10.00,10.00,3,,,,Japan
950440 - Playing cards,,10.00,10.00,1,,,,Japan
950490 - Other,"116,075",10.00,10.00,2,,,,Japan
950510 - Articles for Christmas festivities,,10.00,10.00,1,,,,Japan
950590 - Other,"126,159",10.00,10.00,2,,,,Japan
950611 -- Skis,,10.00,10.00,1,,,,Japan
950612 -- Ski-fastenings (ski-bindings),,10.00,10.00,1,,,,Japan
950619 -- Other,,10.00,10.00,1,,,,Japan
950621 -- Sailboards,,10.00,10.00,1,,,,Japan
950629 -- Other,"2,932",10.00,10.00,1,,,,Japan
"950631 -- Clubs, complete","5,305",10.00,10.00,1,,,,Japan
950632 -- Balls,"18,101",10.00,10.00,1,,,,Japan
950639 -- Other,"72,458",10.00,10.00,1,,,,Japan
950640 - Articles and equipment for table-tennis,"35,445",10.00,10.00,1,,,,Japan
"950651 -- Lawn-tennis rackets, whether or not strung","4,157",10.00,10.00,1,,,,Japan
950659 -- Other,"631,617",10.00,10.00,2,,,,Japan
950661 -- Lawn-tennis balls,203,10.00,10.00,1,,,,Japan
950662 -- Inflatable,"7,286",10.00,10.00,4,,,,Japan
950669 -- Other,"21,366",10.00,10.00,5,,,,Japan
"950670 - Ice skates and roller skates, including skating boots with skates attached",,10.00,10.00,1,,,,Japan
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","3,209",10.00,10.00,2,,,,Japan
950699 -- Other,"865,545",10.00,10.00,9,,,,Japan
950710 - Fishing rods,,10.00,10.00,1,,,,Japan
"950720 - Fish-hooks, whether or not snelled","146,251",10.00,10.00,1,,,,Japan
950730 - Fishing reels,,10.00,10.00,1,,,,Japan
950790 - Other,213,10.00,10.00,2,,,,Japan
950810 - Travelling circuses and travelling menageries,,10.00,10.00,1,,,,Japan
950890 - Other,"12,671",10.00,10.00,1,,,,Japan
,2007,,10.00,10.00,55,,,,Japan
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.",,10.00,10.00,4,,,,Japan
950410 - Video games of a kind used with a television receiver,,10.00,10.00,1,,,,Japan
950420 - Articles and accessories for billiards of all kinds,,10.00,10.00,1,,,,Japan
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by other means of payment, other than bowling alley equipment",,10.00,10.00,2,,,,Japan
950440 - Playing cards,,10.00,10.00,1,,,,Japan
950490 - Other,,10.00,10.00,2,,,,Japan
950510 - Articles for Christmas festivities,,10.00,10.00,1,,,,Japan
950590 - Other,,10.00,10.00,2,,,,Japan
950611 -- Skis,,10.00,10.00,1,,,,Japan
950612 -- Ski-fastenings (ski-bindings),,10.00,10.00,1,,,,Japan
950619 -- Other,,10.00,10.00,1,,,,Japan
950621 -- Sailboards,,10.00,10.00,1,,,,Japan
950629 -- Other,,10.00,10.00,1,,,,Japan
"950631 -- Clubs, complete",,10.00,10.00,1,,,,Japan
950632 -- Balls,,10.00,10.00,1,,,,Japan
950639 -- Other,,10.00,10.00,1,,,,Japan
950640 - Articles and equipment for table-tennis,,10.00,10.00,1,,,,Japan
"950651 -- Lawn-tennis rackets, whether or not strung",,10.00,10.00,1,,,,Japan
950659 -- Other,,10.00,10.00,2,,,,Japan
950661 -- Lawn-tennis balls,,10.00,10.00,1,,,,Japan
950662 -- Inflatable,,10.00,10.00,4,,,,Japan
950669 -- Other,,10.00,10.00,5,,,,Japan
"950670 - Ice skates and roller skates, including skating boots with skates attached",,10.00,10.00,1,,,,Japan
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics",,10.00,10.00,2,,,,Japan
