Importer,Year,Value,Ad val. duties,Number of lines,Brazil
,(US$),Simple average,MFN duties,Pref. duties,Brazil
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Brazil
080830 - Pears,,35.00,35.00,1,,,,Brazil
080840 - Quinces,,35.00,35.00,1,,,,Brazil
080910 - Apricots,,30.00,30.00,1,,,,Brazil
080921 - - Sour cherries (Prunus cerasus),,30.00,30.00,1,,,,Brazil
080929 - - Other,,30.00,30.00,1,,,,Brazil
"080930 - Peaches, including nectarines",,30.00,30.00,1,,,,Brazil
080940 - Plums and sloes,,25.00,25.00,1,,,,Brazil
081010 - Strawberries,,30.00,30.00,1,,,,Brazil
"081020 - Raspberries, blackberries, mulberries and loganberries",,30.00,30.00,1,,,,Brazil
"081030 - Black, white or red currants and gooseberries",,30.00,30.00,1,,,,Brazil
"081040 - Cranberries, bilberries and other fruits of the genus Vaccinium",,30.00,30.00,1,,,,Brazil
081050 - Kiwifruit,,30.00,30.00,1,,,,Brazil
081060 - Durians,,30.00,30.00,1,,,,Brazil
081070 - Persimmons,,30.00,30.00,1,,,,Brazil
081090 - Other,,30.00,30.00,7,,,,Brazil
081110 - Strawberries,,30.00,30.00,3,,,,Brazil
"081120 - Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries",,30.00,30.00,3,,,,Brazil
081190 - Other,,30.00,30.00,2,,,,Brazil
081210 - Cherries,,30.00,30.00,1,,,,Brazil
081290 - Other,,30.00,30.00,2,,,,Brazil
081310 - Apricots,,30.00,30.00,1,,,,Brazil
081320 - Prunes,,25.00,25.00,1,,,,Brazil
081330 - Apples,,30.00,30.00,1,,,,Brazil
081340 - Other fruit,,30.00,30.00,3,,,,Brazil
081350 - Mixtures of nuts or dried fruits of this Chapter,,30.00,30.00,2,,,,Brazil
"081400 Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions.",,30.00,30.00,1,,,,Brazil
,2017,,35.00,35.00,103,2,,,Brazil
080111 - - Desiccated,,70.00,70.00,1,,,,Brazil
080112 - - In the inner shell (endocarp),,70.00,70.00,3,,,,Brazil
080119 - - Other,,70.00,70.00,3,,,,Brazil
080121 - - In shell,,30.00,30.00,1,,,,Brazil
080122 - - Shelled,,30.00,30.00,1,,,,Brazil
080131 - - In shell,,5.00,5.00,1,,,,Brazil
080132 - - Shelled,,45.00,45.00,3,,,,Brazil
080211 - - In shell,,,,1,1,,,Brazil
080212 - - Shelled,,,,1,1,,,Brazil
080221 - - In shell,,10.00,10.00,1,,,,Brazil
080222 - - Shelled,,10.00,10.00,1,,,,Brazil
080231 - - In shell,,30.00,30.00,1,,,,Brazil
080232 - - Shelled,,30.00,30.00,1,,,,Brazil
080241 - - In shell,,30.00,30.00,1,,,,Brazil
080242 - - Shelled,,30.00,30.00,1,,,,Brazil
080251 - - In shell,,10.00,10.00,1,,,,Brazil
080252 - - Shelled,,10.00,10.00,1,,,,Brazil
080261 - - In shell,,30.00,30.00,1,,,,Brazil
080262 - - Shelled,,30.00,30.00,1,,,,Brazil
080270 - Kola nuts (Cola spp.),,30.00,30.00,1,,,,Brazil
080280 - Areca nuts,,100.00,100.00,4,,,,Brazil
080290 - Other,,30.00,30.00,1,,,,Brazil
080310 - Plantains,,30.00,30.00,2,,,,Brazil
080390 - Other,,30.00,30.00,2,,,,Brazil
080410 - Dates,,25.00,25.00,4,,,,Brazil
080420 - Figs,,30.00,30.00,2,,,,Brazil
080430 - Pineapples,,30.00,30.00,1,,,,Brazil
080440 - Avocados,,30.00,30.00,1,,,,Brazil
"080450 - Guavas, mangoes and mangosteens",,30.00,30.00,5,,,,Brazil
080510 - Oranges,,30.00,30.00,1,,,,Brazil
080521 - - Mandarins (including tangerines and satsumas),,30.00,30.00,1,,,,Brazil
080522 - - Clementines,,30.00,30.00,1,,,,Brazil
080529 - - Other,,30.00,30.00,1,,,,Brazil
"080540 - Grapefruit, including pomelos",,25.00,25.00,1,,,,Brazil
"080550 - Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia, Citrus latifolia)",,30.00,30.00,1,,,,Brazil
080590 - Other,,30.00,30.00,1,,,,Brazil
080610 - Fresh,,30.00,30.00,1,,,,Brazil
080620 - Dried,,100.00,100.00,2,,,,Brazil
080711 - - Watermelons,,30.00,30.00,1,,,,Brazil
080719 - - Other,,30.00,30.00,1,,,,Brazil
080720 - Papaws (papayas),,30.00,30.00,1,,,,Brazil
080810 - Apples,,50.00,50.00,1,,,,Brazil
080830 - Pears,,30.00,30.00,1,,,,Brazil
080840 - Quinces,,30.00,30.00,1,,,,Brazil
080910 - Apricots,,30.00,30.00,1,,,,Brazil
080921 - - Sour cherries (Prunus cerasus),,30.00,30.00,1,,,,Brazil
080929 - - Other,,30.00,30.00,1,,,,Brazil
"080930 - Peaches, including nectarines",,30.00,30.00,1,,,,Brazil
080940 - Plums and sloes,,25.00,25.00,1,,,,Brazil
081010 - Strawberries,,30.00,30.00,1,,,,Brazil
"081020 - Raspberries, blackberries, mulberries and loganberries",,30.00,30.00,1,,,,Brazil
"081030 - Black, white or red currants and gooseberries",,30.00,30.00,1,,,,Brazil
"081040 - Cranberries, bilberries and other fruits of the genus Vaccinium",,30.00,30.00,1,,,,Brazil
081050 - Kiwifruit,,30.00,30.00,1,,,,Brazil
081060 - Durians,,15.00,15.00,1,,,,Brazil
081070 - Persimmons,,30.00,30.00,1,,,,Brazil
081090 - Other,,15.00,15.00,7,,,,Brazil
081110 - Strawberries,,30.00,30.00,3,,,,Brazil
"081120 - Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries",,30.00,30.00,3,,,,Brazil
081190 - Other,,30.00,30.00,2,,,,Brazil
081210 - Cherries,,30.00,30.00,1,,,,Brazil
081290 - Other,,30.00,30.00,2,,,,Brazil
081310 - Apricots,,30.00,30.00,1,,,,Brazil
081320 - Prunes,,25.00,25.00,1,,,,Brazil
081330 - Apples,,30.00,30.00,1,,,,Brazil
081340 - Other fruit,,30.00,30.00,3,,,,Brazil
081350 - Mixtures of nuts or dried fruits of this Chapter,,30.00,30.00,2,,,,Brazil
"081400 Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions.",,30.00,30.00,1,,,,Brazil
,2016,"357,869",35.10,35.10,101,2,,,Brazil
080111 -- Desiccated,,70.00,70.00,1,,,,Brazil
080112 -- In the inner shell (endocarp),,70.00,70.00,3,,,,Brazil
080119 -- Other,,70.00,70.00,3,,,,Brazil
080121 -- In shell,,30.00,30.00,1,,,,Brazil
080122 -- Shelled,,30.00,30.00,1,,,,Brazil
080131 -- In shell,"25,290",5.00,5.00,1,,,,Brazil
080132 -- Shelled,,45.00,45.00,3,,,,Brazil
080211 -- In shell,,,,1,1,,,Brazil
080212 -- Shelled,,,,1,1,,,Brazil
080221 -- In shell,,10.00,10.00,1,,,,Brazil
080222 -- Shelled,,10.00,10.00,1,,,,Brazil
080231 -- In shell,,30.00,30.00,1,,,,Brazil
080232 -- Shelled,,30.00,30.00,1,,,,Brazil
080241 -- In shell,,30.00,30.00,1,,,,Brazil
080242 -- Shelled,,30.00,30.00,1,,,,Brazil
080251 -- In shell,,10.00,10.00,1,,,,Brazil
080252 -- Shelled,,10.00,10.00,1,,,,Brazil
080261 -- In shell,,30.00,30.00,1,,,,Brazil
080262 -- Shelled,,30.00,30.00,1,,,,Brazil
080270 - Kola nuts (Cola spp.),,30.00,30.00,1,,,,Brazil
080280 - Areca nuts,,100.00,100.00,4,,,,Brazil
080290 - Other,,30.00,30.00,1,,,,Brazil
080310 - Plantains,,30.00,30.00,2,,,,Brazil
080390 - Other,,30.00,30.00,2,,,,Brazil
080410 - Dates,,25.00,25.00,4,,,,Brazil
080420 - Figs,,30.00,30.00,2,,,,Brazil
080430 - Pineapples,,30.00,30.00,1,,,,Brazil
080440 - Avocados,,30.00,30.00,1,,,,Brazil
"080450 - Guavas, mangoes and mangosteens",,30.00,30.00,5,,,,Brazil
080510 - Oranges,,30.00,30.00,1,,,,Brazil
"080520 - Mandarins (including tangerines and satsumas); clementines, wilkings and similar citrus hybrids",,30.00,30.00,1,,,,Brazil
"080540 - Grapefruit, including pomelos",,25.00,25.00,1,,,,Brazil
"080550 - Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia, Citrus latifolia)",,30.00,30.00,1,,,,Brazil
080590 - Other,,30.00,30.00,1,,,,Brazil
080610 - Fresh,,30.00,30.00,1,,,,Brazil
080620 - Dried,,100.00,100.00,2,,,,Brazil
080711 -- Watermelons,,30.00,30.00,1,,,,Brazil
080719 -- Other,,30.00,30.00,1,,,,Brazil
080720 - Papaws (papayas),,30.00,30.00,1,,,,Brazil
080810 - Apples,"332,579",50.00,50.00,1,,,,Brazil
080830 - Pears,,30.00,30.00,1,,,,Brazil
080840 - Quinces,,30.00,30.00,1,,,,Brazil
080910 - Apricots,,30.00,30.00,1,,,,Brazil
080921 -- Sour cherries (Prunus cerasus),,30.00,30.00,1,,,,Brazil
080929 -- Other,,30.00,30.00,1,,,,Brazil
"080930 - Peaches, including nectarines",,30.00,30.00,1,,,,Brazil
080940 - Plums and sloes,,25.00,25.00,1,,,,Brazil
081010 - Strawberries,,30.00,30.00,1,,,,Brazil
"081020 - Raspberries, blackberries, mulberries and loganberries",,30.00,30.00,1,,,,Brazil
"081030 - Black, white or red currants and gooseberries",,30.00,30.00,1,,,,Brazil
"081040 - Cranberries, bilberries and other fruits of the genus Vaccinium",,30.00,30.00,1,,,,Brazil
081050 - Kiwifruit,,30.00,30.00,1,,,,Brazil
081060 - Durians,,15.00,15.00,1,,,,Brazil
081070 - Persimmons,,30.00,30.00,1,,,,Brazil
081090 - Other,,15.00,15.00,7,,,,Brazil
081110 - Strawberries,,30.00,30.00,3,,,,Brazil
"081120 - Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries",,30.00,30.00,3,,,,Brazil
081190 - Other,,30.00,30.00,2,,,,Brazil
081210 - Cherries,,30.00,30.00,1,,,,Brazil
081290 - Other,,30.00,30.00,2,,,,Brazil
081310 - Apricots,,30.00,30.00,1,,,,Brazil
081320 - Prunes,,25.00,25.00,1,,,,Brazil
081330 - Apples,,30.00,30.00,1,,,,Brazil
081340 - Other fruit,,30.00,30.00,3,,,,Brazil
081350 - Mixtures of nuts or dried fruits of this Chapter,,30.00,30.00,2,,,,Brazil
"081400 Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions.",,30.00,30.00,1,,,,Brazil
,2015,"713,828",35.05,35.05,101,2,,,Brazil
080111 -- Desiccated,,70.00,70.00,1,,,,Brazil
080112 -- In the inner shell (endocarp),,70.00,70.00,3,,,,Brazil
080119 -- Other,,70.00,70.00,3,,,,Brazil
080121 -- In shell,973,30.00,30.00,1,,,,Brazil
080122 -- Shelled,,30.00,30.00,1,,,,Brazil
080131 -- In shell,,0.00,0.00,1,,,,Brazil
080132 -- Shelled,,45.00,45.00,3,,,,Brazil
080211 -- In shell,,,,1,1,,,Brazil
080212 -- Shelled,,,,1,1,,,Brazil
080221 -- In shell,,10.00,10.00,1,,,,Brazil
080222 -- Shelled,,10.00,10.00,1,,,,Brazil
080231 -- In shell,,30.00,30.00,1,,,,Brazil
080232 -- Shelled,,30.00,30.00,1,,,,Brazil
080241 -- In shell,,30.00,30.00,1,,,,Brazil
080242 -- Shelled,,30.00,30.00,1,,,,Brazil
080251 -- In shell,,10.00,10.00,1,,,,Brazil
080252 -- Shelled,,10.00,10.00,1,,,,Brazil
080261 -- In shell,,30.00,30.00,1,,,,Brazil
080262 -- Shelled,,30.00,30.00,1,,,,Brazil
080270 - Kola nuts (Cola spp.),,30.00,30.00,1,,,,Brazil
080280 - Areca nuts,,100.00,100.00,4,,,,Brazil
080290 - Other,,30.00,30.00,1,,,,Brazil
080310 - Plantains,,30.00,30.00,2,,,,Brazil
080390 - Other,,30.00,30.00,2,,,,Brazil
080410 - Dates,,25.00,25.00,4,,,,Brazil
080420 - Figs,,30.00,30.00,2,,,,Brazil
080430 - Pineapples,,30.00,30.00,1,,,,Brazil
080440 - Avocados,,30.00,30.00,1,,,,Brazil
"080450 - Guavas, mangoes and mangosteens",,30.00,30.00,5,,,,Brazil
080510 - Oranges,,30.00,30.00,1,,,,Brazil
"080520 - Mandarins (including tangerines and satsumas); clementines, wilkings and similar citrus hybrids",,30.00,30.00,1,,,,Brazil
"080540 - Grapefruit, including pomelos",,25.00,25.00,1,,,,Brazil
"080550 - Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia, Citrus latifolia)",,30.00,30.00,1,,,,Brazil
080590 - Other,,30.00,30.00,1,,,,Brazil
080610 - Fresh,,30.00,30.00,1,,,,Brazil
080620 - Dried,,100.00,100.00,2,,,,Brazil
080711 -- Watermelons,,30.00,30.00,1,,,,Brazil
080719 -- Other,,30.00,30.00,1,,,,Brazil
080720 - Papaws (papayas),,30.00,30.00,1,,,,Brazil
080810 - Apples,"712,855",50.00,50.00,1,,,,Brazil
080830 - Pears,,30.00,30.00,1,,,,Brazil
080840 - Quinces,,30.00,30.00,1,,,,Brazil
080910 - Apricots,,30.00,30.00,1,,,,Brazil
080921 -- Sour cherries (Prunus cerasus),,30.00,30.00,1,,,,Brazil
080929 -- Other,,30.00,30.00,1,,,,Brazil
"080930 - Peaches, including nectarines",,30.00,30.00,1,,,,Brazil
080940 - Plums and sloes,,25.00,25.00,1,,,,Brazil
081010 - Strawberries,,30.00,30.00,1,,,,Brazil
"081020 - Raspberries, blackberries, mulberries and loganberries",,30.00,30.00,1,,,,Brazil
"081030 - Black, white or red currants and gooseberries",,30.00,30.00,1,,,,Brazil
"081040 - Cranberries, bilberries and other fruits of the genus Vaccinium",,30.00,30.00,1,,,,Brazil
081050 - Kiwifruit,,30.00,30.00,1,,,,Brazil
081060 - Durians,,15.00,15.00,1,,,,Brazil
081070 - Persimmons,,30.00,30.00,1,,,,Brazil
081090 - Other,,15.00,15.00,7,,,,Brazil
081110 - Strawberries,,30.00,30.00,3,,,,Brazil
"081120 - Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries",,30.00,30.00,3,,,,Brazil
081190 - Other,,30.00,30.00,2,,,,Brazil
081210 - Cherries,,30.00,30.00,1,,,,Brazil
081290 - Other,,30.00,30.00,2,,,,Brazil
081310 - Apricots,,30.00,30.00,1,,,,Brazil
081320 - Prunes,,25.00,25.00,1,,,,Brazil
081330 - Apples,,30.00,30.00,1,,,,Brazil
081340 - Other fruit,,30.00,30.00,3,,,,Brazil
081350 - Mixtures of nuts or dried fruits of this Chapter,,30.00,30.00,2,,,,Brazil
"081400 Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions.",,30.00,30.00,1,,,,Brazil
,2014,,35.45,35.45,101,2,,,Brazil
080111 -- Desiccated,,70.00,70.00,1,,,,Brazil
080112 -- In the inner shell (endocarp),,70.00,70.00,3,,,,Brazil
080119 -- Other,,70.00,70.00,3,,,,Brazil
080121 -- In shell,,30.00,30.00,1,,,,Brazil
080122 -- Shelled,,30.00,30.00,1,,,,Brazil
080131 -- In shell,,0.00,0.00,1,,,,Brazil
080132 -- Shelled,,40.00,40.00,3,,,,Brazil
080211 -- In shell,,,,1,1,,,Brazil
080212 -- Shelled,,,,1,1,,,Brazil
080221 -- In shell,,10.00,10.00,1,,,,Brazil
080222 -- Shelled,,10.00,10.00,1,,,,Brazil
080231 -- In shell,,30.00,30.00,1,,,,Brazil
080232 -- Shelled,,30.00,30.00,1,,,,Brazil
080241 -- In shell,,30.00,30.00,1,,,,Brazil
080242 -- Shelled,,30.00,30.00,1,,,,Brazil
080251 -- In shell,,10.00,10.00,1,,,,Brazil
080252 -- Shelled,,10.00,10.00,1,,,,Brazil
080261 -- In shell,,30.00,30.00,1,,,,Brazil
080262 -- Shelled,,30.00,30.00,1,,,,Brazil
080270 - Kola nuts (Cola spp.),,30.00,30.00,1,,,,Brazil
080280 - Areca nuts,,100.00,100.00,4,,,,Brazil
080290 - Other,,100.00,100.00,1,,,,Brazil
080310 - Plantains,,30.00,30.00,2,,,,Brazil
080390 - Other,,30.00,30.00,2,,,,Brazil
080410 - Dates,,25.00,25.00,4,,,,Brazil
080420 - Figs,,30.00,30.00,2,,,,Brazil
080430 - Pineapples,,30.00,30.00,1,,,,Brazil
080440 - Avocados,,30.00,30.00,1,,,,Brazil
"080450 - Guavas, mangoes and mangosteens",,30.00,30.00,5,,,,Brazil
080510 - Oranges,,30.00,30.00,1,,,,Brazil
"080520 - Mandarins (including tangerines and satsumas); clementines, wilkings and similar citrus hybrids",,30.00,30.00,1,,,,Brazil
"080540 - Grapefruit, including pomelos",,25.00,25.00,1,,,,Brazil
"080550 - Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia, Citrus latifolia)",,30.00,30.00,1,,,,Brazil
080590 - Other,,30.00,30.00,1,,,,Brazil
080610 - Fresh,,30.00,30.00,1,,,,Brazil
080620 - Dried,,100.00,100.00,2,,,,Brazil
080711 -- Watermelons,,30.00,30.00,1,,,,Brazil
080719 -- Other,,30.00,30.00,1,,,,Brazil
080720 - Papaws (papayas),,30.00,30.00,1,,,,Brazil
080810 - Apples,,50.00,50.00,1,,,,Brazil
080830 - Pears,,30.00,30.00,1,,,,Brazil
080840 - Quinces,,30.00,30.00,1,,,,Brazil
080910 - Apricots,,30.00,30.00,1,,,,Brazil
080921 -- Sour cherries (Prunus cerasus),,30.00,30.00,1,,,,Brazil
080929 -- Other,,30.00,30.00,1,,,,Brazil
"080930 - Peaches, including nectarines",,30.00,30.00,1,,,,Brazil
080940 - Plums and sloes,,25.00,25.00,1,,,,Brazil
081010 - Strawberries,,30.00,30.00,1,,,,Brazil
"081020 - Raspberries, blackberries, mulberries and loganberries",,30.00,30.00,1,,,,Brazil
"081030 - Black, white or red currants and gooseberries",,30.00,30.00,1,,,,Brazil
"081040 - Cranberries, bilberries and other fruits of the genus Vaccinium",,30.00,30.00,1,,,,Brazil
081050 - Kiwifruit,,30.00,30.00,1,,,,Brazil
081060 - Durians,,15.00,15.00,1,,,,Brazil
081070 - Persimmons,,15.00,15.00,1,,,,Brazil
081090 - Other,,15.00,15.00,7,,,,Brazil
081110 - Strawberries,,30.00,30.00,3,,,,Brazil
"081120 - Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries",,30.00,30.00,3,,,,Brazil
081190 - Other,,30.00,30.00,2,,,,Brazil
081210 - Cherries,,30.00,30.00,1,,,,Brazil
081290 - Other,,30.00,30.00,2,,,,Brazil
081310 - Apricots,,30.00,30.00,1,,,,Brazil
081320 - Prunes,,25.00,25.00,1,,,,Brazil
081330 - Apples,,30.00,30.00,1,,,,Brazil
081340 - Other fruit,,30.00,30.00,3,,,,Brazil
081350 - Mixtures of nuts or dried fruits of this Chapter,,30.00,30.00,2,,,,Brazil
"081400 Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions.",,30.00,30.00,1,,,,Brazil
,2013,"592,705",35.15,35.15,101,2,,,Brazil
080111 -- Desiccated,,70.00,70.00,1,,,,Brazil
080112 -- In the inner shell (endocarp),,70.00,70.00,3,,,,Brazil
080119 -- Other,,70.00,70.00,3,,,,Brazil
080121 -- In shell,,30.00,30.00,1,,,,Brazil
080122 -- Shelled,,30.00,30.00,1,,,,Brazil
080131 -- In shell,,0.00,0.00,1,,,,Brazil
080132 -- Shelled,,30.00,30.00,3,,,,Brazil
080211 -- In shell,,,,1,1,,,Brazil
080212 -- Shelled,,,,1,1,,,Brazil
080221 -- In shell,,10.00,10.00,1,,,,Brazil
080222 -- Shelled,,10.00,10.00,1,,,,Brazil
080231 -- In shell,,30.00,30.00,1,,,,Brazil
080232 -- Shelled,,30.00,30.00,1,,,,Brazil
080241 -- In shell,,30.00,30.00,1,,,,Brazil
080242 -- Shelled,,30.00,30.00,1,,,,Brazil
080251 -- In shell,,10.00,10.00,1,,,,Brazil
080252 -- Shelled,,10.00,10.00,1,,,,Brazil
080261 -- In shell,,30.00,30.00,1,,,,Brazil
080262 -- Shelled,,30.00,30.00,1,,,,Brazil
080270 - Kola nuts (Cola spp.),,30.00,30.00,1,,,,Brazil
080280 - Areca nuts,,100.00,100.00,4,,,,Brazil
080290 - Other,,100.00,100.00,1,,,,Brazil
080310 - Plantains,,30.00,30.00,2,,,,Brazil
080390 - Other,,30.00,30.00,2,,,,Brazil
080410 - Dates,,25.00,25.00,4,,,,Brazil
080420 - Figs,,30.00,30.00,2,,,,Brazil
080430 - Pineapples,,30.00,30.00,1,,,,Brazil
080440 - Avocados,,30.00,30.00,1,,,,Brazil
"080450 - Guavas, mangoes and mangosteens",,30.00,30.00,5,,,,Brazil
080510 - Oranges,,30.00,30.00,1,,,,Brazil
"080520 - Mandarins (including tangerines and satsumas); clementines, wilkings and similar citrus hybrids",,30.00,30.00,1,,,,Brazil
"080540 - Grapefruit, including pomelos",,25.00,25.00,1,,,,Brazil
"080550 - Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia, Citrus latifolia)",,30.00,30.00,1,,,,Brazil
080590 - Other,,30.00,30.00,1,,,,Brazil
080610 - Fresh,,30.00,30.00,1,,,,Brazil
080620 - Dried,,100.00,100.00,2,,,,Brazil
080711 -- Watermelons,,30.00,30.00,1,,,,Brazil
080719 -- Other,,30.00,30.00,1,,,,Brazil
080720 - Papaws (papayas),,30.00,30.00,1,,,,Brazil
080810 - Apples,"592,705",50.00,50.00,1,,,,Brazil
080830 - Pears,,30.00,30.00,1,,,,Brazil
080840 - Quinces,,30.00,30.00,1,,,,Brazil
080910 - Apricots,,30.00,30.00,1,,,,Brazil
080921 -- Sour cherries (Prunus cerasus),,30.00,30.00,1,,,,Brazil
080929 -- Other,,30.00,30.00,1,,,,Brazil
"080930 - Peaches, including nectarines",,30.00,30.00,1,,,,Brazil
080940 - Plums and sloes,,25.00,25.00,1,,,,Brazil
081010 - Strawberries,,30.00,30.00,1,,,,Brazil
"081020 - Raspberries, blackberries, mulberries and loganberries",,30.00,30.00,1,,,,Brazil
"081030 - Black, white or red currants and gooseberries",,30.00,30.00,1,,,,Brazil
"081040 - Cranberries, bilberries and other fruits of the genus Vaccinium",,30.00,30.00,1,,,,Brazil
081050 - Kiwifruit,,30.00,30.00,1,,,,Brazil
081060 - Durians,,15.00,15.00,1,,,,Brazil
081070 - Persimmons,,15.00,15.00,1,,,,Brazil
081090 - Other,,15.00,15.00,7,,,,Brazil
081110 - Strawberries,,30.00,30.00,3,,,,Brazil
"081120 - Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries",,30.00,30.00,3,,,,Brazil
081190 - Other,,30.00,30.00,2,,,,Brazil
081210 - Cherries,,30.00,30.00,1,,,,Brazil
081290 - Other,,30.00,30.00,2,,,,Brazil
081310 - Apricots,,30.00,30.00,1,,,,Brazil
081320 - Prunes,,25.00,25.00,1,,,,Brazil
081330 - Apples,,30.00,30.00,1,,,,Brazil
081340 - Other fruit,,30.00,30.00,3,,,,Brazil
081350 - Mixtures of nuts or dried fruits of this Chapter,,30.00,30.00,2,,,,Brazil
"081400 Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions.",,30.00,30.00,1,,,,Brazil
,2012,"20,330",35.56,35.56,101,2,,,Brazil
080111 -- Desiccated,,70.00,70.00,1,,,,Brazil
080112 -- In the inner shell (endocarp),,70.00,70.00,3,,,,Brazil
080119 -- Other,,70.00,70.00,3,,,,Brazil
080121 -- In shell,,30.00,30.00,1,,,,Brazil
080122 -- Shelled,,30.00,30.00,1,,,,Brazil
080131 -- In shell,,0.00,0.00,1,,,,Brazil
080132 -- Shelled,,30.00,30.00,3,,,,Brazil
080211 -- In shell,,,,1,1,,,Brazil
080212 -- Shelled,,,,1,1,,,Brazil
080221 -- In shell,,30.00,30.00,1,,,,Brazil
080222 -- Shelled,,30.00,30.00,1,,,,Brazil
080231 -- In shell,,30.00,30.00,1,,,,Brazil
080232 -- Shelled,,30.00,30.00,1,,,,Brazil
080241 -- In shell,,30.00,30.00,1,,,,Brazil
080242 -- Shelled,,30.00,30.00,1,,,,Brazil
080251 -- In shell,,10.00,10.00,1,,,,Brazil
080252 -- Shelled,,10.00,10.00,1,,,,Brazil
080261 -- In shell,,30.00,30.00,1,,,,Brazil
080262 -- Shelled,,30.00,30.00,1,,,,Brazil
080270 - Kola nuts (Cola spp.),,30.00,30.00,1,,,,Brazil
080280 - Areca nuts,,100.00,100.00,4,,,,Brazil
080290 - Other,,100.00,100.00,1,,,,Brazil
080310 - Plantains,,30.00,30.00,2,,,,Brazil
080390 - Other,,30.00,30.00,2,,,,Brazil
080410 - Dates,,25.00,25.00,4,,,,Brazil
080420 - Figs,,30.00,30.00,2,,,,Brazil
