Importer,Year,Value,Ad val. duties,Number of lines,Japan
,(US$),Simple average,MFN duties,Pref. duties,Japan
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Japan
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %",,,,4,4,,,Japan
040221 - - Not containing added sugar or other sweetening matter,5,,,4,4,,,Japan
040229 - - Other,,,,5,5,,,Japan
040291 - - Not containing added sugar or other sweetening matter,,,,6,6,,,Japan
040299 - - Other,,,,5,5,,,Japan
040310 - Yogurt,,,,12,12,,,Japan
040390 - Other,,,,18,18,,,Japan
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",41,,,24,24,,,Japan
040490 - Other,,,,6,6,,,Japan
040510 - Butter,"1,490",,,5,5,,,Japan
040520 - Dairy spreads,,,,3,3,,,Japan
040590 - Other,207,,,2,2,,,Japan
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",909,,,3,3,,,Japan
"040620 - Grated or powdered cheese, of all kinds",,,,1,1,,,Japan
"040630 - Processed cheese, not grated or powdered",,,,4,4,,,Japan
040640 - Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,,,,3,3,,,Japan
040690 - Other cheese,"3,928",,,32,32,,,Japan
040711 - - Of fowls of the species Gallus domesticus,,,,1,1,,,Japan
040719 - - Other,,7.70,7.70,3,2,,,Japan
040721 - - Of fowls of the species Gallus domesticus,,,,1,1,,,Japan
040729 - - Other,,7.70,7.70,2,1,,,Japan
040790 - Others,,7.70,7.70,2,1,,,Japan
040811 - - Dried,3,0.00,0.00,2,1,,,Japan
040819 - - Other,1,0.00,0.00,3,2,,,Japan
040891 - - Dried,,0.00,0.00,2,1,,,Japan
040899 - - Other,,0.00,0.00,2,1,,,Japan
040900 Natural honey.,21,17.30,17.30,1,,,,Japan
"041000 Edible products of animal origin, not elsewhere specified or included.",,7.70,7.70,1,,,,Japan
,2016,"1,843,924",5.34,5.34,171,162,,,Japan
"040110 - Of a fat content, by weight, not exceeding 1 %",,,,2,2,,,Japan
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",,,,4,4,,,Japan
"040140 - Of a fat content, by weight, exceeding 6 % but not exceeding 10 %",,,,2,2,,,Japan
"040150 - Of a fat content, by weight, exceeding 10 %","1,078,564",,,6,6,,,Japan
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %","3,827",,,4,4,,,Japan
040221 -- Not containing added sugar or other sweetening matter,260,,,4,4,,,Japan
040229 -- Other,,,,5,5,,,Japan
040291 -- Not containing added sugar or other sweetening matter,,,,6,6,,,Japan
040299 -- Other,,,,5,5,,,Japan
040310 - Yogurt,246,,,12,12,,,Japan
040390 - Other,439,,,18,18,,,Japan
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,,,24,24,,,Japan
040490 - Other,,,,6,6,,,Japan
040510 - Butter,,,,5,5,,,Japan
040520 - Dairy spreads,"187,493",,,3,3,,,Japan
040590 - Other,,,,2,2,,,Japan
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd","1,252",,,3,3,,,Japan
"040620 - Grated or powdered cheese, of all kinds",,,,1,1,,,Japan
"040630 - Processed cheese, not grated or powdered",,,,4,4,,,Japan
040640 - Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,,,,3,3,,,Japan
040690 - Other cheese,"461,308",,,32,32,,,Japan
040711 -- Of fowls of the species Gallus domesticus,,,,1,1,,,Japan
040719 -- Other,,7.70,7.70,3,2,,,Japan
040721 -- Of fowls of the species Gallus domesticus,,,,1,1,,,Japan
040729 -- Other,,7.70,7.70,2,1,,,Japan
040790 - Others,,7.70,7.70,2,1,,,Japan
040811 -- Dried,,0.00,0.00,2,1,,,Japan
040819 -- Other,"70,867",0.00,0.00,3,2,,,Japan
040891 -- Dried,,0.00,0.00,2,1,,,Japan
040899 -- Other,1,0.00,0.00,2,1,,,Japan
040900 Natural honey.,"39,667",17.30,17.30,1,,,,Japan
"041000 Edible products of animal origin, not elsewhere specified or included.",,7.70,7.70,1,,,,Japan
,2015,"353,793",5.34,5.34,171,162,,,Japan
"040110 - Of a fat content, by weight, not exceeding 1 %",,,,2,2,,,Japan
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",,,,4,4,,,Japan
"040140 - Of a fat content, by weight, exceeding 6 % but not exceeding 10 %",,,,2,2,,,Japan
"040150 - Of a fat content, by weight, exceeding 10 %",,,,6,6,,,Japan
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %",583,,,4,4,,,Japan
040221 -- Not containing added sugar or other sweetening matter,200,,,4,4,,,Japan
040229 -- Other,,,,5,5,,,Japan
040291 -- Not containing added sugar or other sweetening matter,,,,6,6,,,Japan
040299 -- Other,,,,5,5,,,Japan
040310 - Yogurt,,,,12,12,,,Japan
040390 - Other,,,,18,18,,,Japan
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","160,313",,,24,24,,,Japan
040490 - Other,1,,,6,6,,,Japan
040510 - Butter,,,,5,5,,,Japan
040520 - Dairy spreads,,,,3,3,,,Japan
040590 - Other,,,,2,2,,,Japan
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,,,3,3,,,Japan
"040620 - Grated or powdered cheese, of all kinds",,,,1,1,,,Japan
"040630 - Processed cheese, not grated or powdered",,,,4,4,,,Japan
040640 - Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,,,,3,3,,,Japan
040690 - Other cheese,"69,196",,,32,32,,,Japan
040711 -- Of fowls of the species Gallus domesticus,,,,1,1,,,Japan
040719 -- Other,,7.70,7.70,3,2,,,Japan
040721 -- Of fowls of the species Gallus domesticus,,,,1,1,,,Japan
040729 -- Other,,7.70,7.70,2,1,,,Japan
040790 - Others,,7.70,7.70,2,1,,,Japan
040811 -- Dried,,0.00,0.00,2,1,,,Japan
040819 -- Other,"35,973",0.00,0.00,3,2,,,Japan
040891 -- Dried,2,0.00,0.00,2,1,,,Japan
040899 -- Other,"5,743",0.00,0.00,2,1,,,Japan
040900 Natural honey.,"81,783",17.30,17.30,1,,,,Japan
"041000 Edible products of animal origin, not elsewhere specified or included.",,7.70,7.70,1,,,,Japan
,2014,"371,010",5.77,5.77,172,161,,,Japan
"040110 - Of a fat content, by weight, not exceeding 1 %","3,878",,,2,2,,,Japan
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",,,,4,4,,,Japan
"040140 - Of a fat content, by weight, exceeding 6 % but not exceeding 10 %",,,,2,2,,,Japan
"040150 - Of a fat content, by weight, exceeding 10 %",,,,6,6,,,Japan
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %",11,,,4,4,,,Japan
040221 -- Not containing added sugar or other sweetening matter,3,,,4,4,,,Japan
040229 -- Other,,,,5,5,,,Japan
040291 -- Not containing added sugar or other sweetening matter,,,,6,6,,,Japan
040299 -- Other,,,,5,5,,,Japan
040310 - Yogurt,,,,12,12,,,Japan
040390 - Other,,,,18,18,,,Japan
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","213,276",,,24,24,,,Japan
040490 - Other,,,,6,6,,,Japan
040510 - Butter,,,,5,5,,,Japan
040520 - Dairy spreads,,,,3,3,,,Japan
040590 - Other,,,,2,2,,,Japan
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,,,2,2,,,Japan
"040620 - Grated or powdered cheese, of all kinds","152,362",7.70,7.70,2,1,,,Japan
"040630 - Processed cheese, not grated or powdered",,,,4,4,,,Japan
040640 - Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,,,,3,3,,,Japan
040690 - Other cheese,708,7.70,7.70,33,32,,,Japan
040711 -- Of fowls of the species Gallus domesticus,,,,1,1,,,Japan
040719 -- Other,,7.70,7.70,3,2,,,Japan
040721 -- Of fowls of the species Gallus domesticus,,,,1,1,,,Japan
040729 -- Other,,7.70,7.70,2,1,,,Japan
040790 - Others,,7.70,7.70,2,1,,,Japan
040811 -- Dried,,0.00,0.00,2,1,,,Japan
040819 -- Other,,0.00,0.00,3,2,,,Japan
040891 -- Dried,1,0.00,0.00,2,1,,,Japan
040899 -- Other,82,0.00,0.00,2,1,,,Japan
040900 Natural honey.,689,17.30,17.30,1,,,,Japan
"041000 Edible products of animal origin, not elsewhere specified or included.",,7.70,7.70,1,,,,Japan
,2013,"34,637",5.77,5.77,172,161,,,Japan
"040110 - Of a fat content, by weight, not exceeding 1 %",,,,2,2,,,Japan
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",,,,4,4,,,Japan
"040140 - Of a fat content, by weight, exceeding 6 % but not exceeding 10 %",,,,2,2,,,Japan
"040150 - Of a fat content, by weight, exceeding 10 %","8,406",,,6,6,,,Japan
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %","25,665",,,4,4,,,Japan
040221 -- Not containing added sugar or other sweetening matter,,,,4,4,,,Japan
040229 -- Other,,,,5,5,,,Japan
040291 -- Not containing added sugar or other sweetening matter,,,,6,6,,,Japan
040299 -- Other,,,,5,5,,,Japan
040310 - Yogurt,27,,,12,12,,,Japan
040390 - Other,,,,18,18,,,Japan
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,,,24,24,,,Japan
040490 - Other,,,,6,6,,,Japan
040510 - Butter,,,,5,5,,,Japan
040520 - Dairy spreads,,,,3,3,,,Japan
040590 - Other,,,,2,2,,,Japan
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,,,2,2,,,Japan
"040620 - Grated or powdered cheese, of all kinds",,7.70,7.70,2,1,,,Japan
"040630 - Processed cheese, not grated or powdered",106,,,4,4,,,Japan
040640 - Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,,,,3,3,,,Japan
040690 - Other cheese,186,7.70,7.70,33,32,,,Japan
040711 -- Of fowls of the species Gallus domesticus,,,,1,1,,,Japan
040719 -- Other,,7.70,7.70,3,2,,,Japan
040721 -- Of fowls of the species Gallus domesticus,,,,1,1,,,Japan
040729 -- Other,,7.70,7.70,2,1,,,Japan
040790 - Others,,7.70,7.70,2,1,,,Japan
040811 -- Dried,,0.00,0.00,2,1,,,Japan
040819 -- Other,,0.00,0.00,3,2,,,Japan
040891 -- Dried,,0.00,0.00,2,1,,,Japan
040899 -- Other,3,0.00,0.00,2,1,,,Japan
040900 Natural honey.,244,17.30,17.30,1,,,,Japan
"041000 Edible products of animal origin, not elsewhere specified or included.",,7.70,7.70,1,,,,Japan
,2012,"140,902",5.77,5.77,172,161,,,Japan
"040110 - Of a fat content, by weight, not exceeding 1 %",,,,2,2,,,Japan
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",,,,4,4,,,Japan
"040140 - Of a fat content, by weight, exceeding 6 % but not exceeding 10 %",,,,2,2,,,Japan
"040150 - Of a fat content, by weight, exceeding 10 %",,,,6,6,,,Japan
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %",13,,,4,4,,,Japan
040221 -- Not containing added sugar or other sweetening matter,1,,,4,4,,,Japan
040229 -- Other,,,,5,5,,,Japan
040291 -- Not containing added sugar or other sweetening matter,,,,6,6,,,Japan
040299 -- Other,,,,5,5,,,Japan
040310 - Yogurt,463,,,12,12,,,Japan
040390 - Other,6,,,18,18,,,Japan
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",270,,,24,24,,,Japan
040490 - Other,,,,6,6,,,Japan
040510 - Butter,373,,,5,5,,,Japan
040520 - Dairy spreads,,,,3,3,,,Japan
040590 - Other,,,,2,2,,,Japan
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd","96,812",,,2,2,,,Japan
"040620 - Grated or powdered cheese, of all kinds",5,7.70,7.70,2,1,,,Japan
"040630 - Processed cheese, not grated or powdered","2,442",,,4,4,,,Japan
040640 - Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,,,,3,3,,,Japan
040690 - Other cheese,,7.70,7.70,33,32,,,Japan
040711 -- Of fowls of the species Gallus domesticus,,,,1,1,,,Japan
040719 -- Other,,7.70,7.70,3,2,,,Japan
040721 -- Of fowls of the species Gallus domesticus,,,,1,1,,,Japan
040729 -- Other,,7.70,7.70,2,1,,,Japan
040790 - Others,,7.70,7.70,2,1,,,Japan
040811 -- Dried,,0.00,0.00,2,1,,,Japan
040819 -- Other,4,0.00,0.00,3,2,,,Japan
040891 -- Dried,,0.00,0.00,2,1,,,Japan
040899 -- Other,1,0.00,0.00,2,1,,,Japan
040900 Natural honey.,"40,512",17.30,17.30,1,,,,Japan
"041000 Edible products of animal origin, not elsewhere specified or included.",,7.70,7.70,1,,,,Japan
,2011,"19,933",5.34,5.34,166,157,,,Japan
"040110 - Of a fat content, by weight, not exceeding 1%",278,,,2,2,,,Japan
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6 %",,,,4,4,,,Japan
"040130 - Of a fat content, by weight, exceeding 6%",,,,6,6,,,Japan
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%",,,,4,4,,,Japan
040221 -- Not containing added sugar or other sweetening matter,,,,5,5,,,Japan
040229 -- Other,,,,5,5,,,Japan
040291 -- Not containing added sugar or other sweetening matter,,,,6,6,,,Japan
040299 -- Other,,,,5,5,,,Japan
040310 - Yogurt,125,,,12,12,,,Japan
040390 - Other,988,,,18,18,,,Japan
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,,,24,24,,,Japan
040490 - Other,,,,6,6,,,Japan
040510 - Butter,,,,5,5,,,Japan
040520 - Dairy spreads,,,,3,3,,,Japan
040590 - Other,,,,2,2,,,Japan
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,,,2,2,,,Japan
"040620 - Grated or powdered cheese, of all kinds",,7.70,7.70,2,1,,,Japan
"040630 - Processed cheese, not grated or powdered","14,365",,,4,4,,,Japan
040640 - Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,,,,3,3,,,Japan
040690 - Other cheese,,7.70,7.70,33,32,,,Japan
"040700 Birds' eggs, in shell, fresh, preserved or cooked.",,7.70,7.70,4,3,,,Japan
040811 -- Dried,,0.00,0.00,2,1,,,Japan
040819 -- Other,,0.00,0.00,3,2,,,Japan
040891 -- Dried,"1,656",0.00,0.00,2,1,,,Japan
040899 -- Other,,0.00,0.00,2,1,,,Japan
040900 Natural honey.,"2,520",17.30,17.30,1,,,,Japan
"041000 Edible products of animal origin, not elsewhere specified or included.",,7.70,7.70,1,,,,Japan
,2010,"233,907",5.34,5.34,166,157,,,Japan
"040110 - Of a fat content, by weight, not exceeding 1%","8,405",,,2,2,,,Japan
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6 %",,,,4,4,,,Japan
"040130 - Of a fat content, by weight, exceeding 6%",,,,6,6,,,Japan
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%",106,,,4,4,,,Japan
040221 -- Not containing added sugar or other sweetening matter,27,,,5,5,,,Japan
040229 -- Other,,,,5,5,,,Japan
040291 -- Not containing added sugar or other sweetening matter,,,,6,6,,,Japan
040299 -- Other,,,,5,5,,,Japan
040310 - Yogurt,,,,12,12,,,Japan
040390 - Other,"34,667",,,18,18,,,Japan
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,,,24,24,,,Japan
040490 - Other,,,,6,6,,,Japan
040510 - Butter,"92,653",,,5,5,,,Japan
040520 - Dairy spreads,,,,3,3,,,Japan
040590 - Other,,,,2,2,,,Japan
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",636,,,2,2,,,Japan
"040620 - Grated or powdered cheese, of all kinds",,7.70,7.70,2,1,,,Japan
"040630 - Processed cheese, not grated or powdered","70,938",,,4,4,,,Japan
040640 - Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,13,,,3,3,,,Japan
040690 - Other cheese,"24,525",7.70,7.70,33,32,,,Japan
"040700 Birds' eggs, in shell, fresh, preserved or cooked.",,7.70,7.70,4,3,,,Japan
040811 -- Dried,,0.00,0.00,2,1,,,Japan
040819 -- Other,13,0.00,0.00,3,2,,,Japan
040891 -- Dried,"1,896",0.00,0.00,2,1,,,Japan
040899 -- Other,,0.00,0.00,2,1,,,Japan
040900 Natural honey.,27,17.30,17.30,1,,,,Japan
"041000 Edible products of animal origin, not elsewhere specified or included.",,7.70,7.70,1,,,,Japan
,2009,"1,027,842",5.34,5.34,166,157,,,Japan
"040110 - Of a fat content, by weight, not exceeding 1%",42,,,2,2,,,Japan
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6 %",,,,4,4,,,Japan
"040130 - Of a fat content, by weight, exceeding 6%","792,665",,,6,6,,,Japan
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%",488,,,4,4,,,Japan
040221 -- Not containing added sugar or other sweetening matter,14,,,5,5,,,Japan
040229 -- Other,,,,5,5,,,Japan
040291 -- Not containing added sugar or other sweetening matter,,,,6,6,,,Japan
040299 -- Other,,,,5,5,,,Japan
040310 - Yogurt,70,,,12,12,,,Japan
040390 - Other,"48,916",,,18,18,,,Japan
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","14,241",,,24,24,,,Japan
040490 - Other,,,,6,6,,,Japan
040510 - Butter,,,,5,5,,,Japan
040520 - Dairy spreads,,,,3,3,,,Japan
040590 - Other,,,,2,2,,,Japan
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,,,2,2,,,Japan
"040620 - Grated or powdered cheese, of all kinds",126,7.70,7.70,2,1,,,Japan
"040630 - Processed cheese, not grated or powdered","22,456",,,4,4,,,Japan
040640 - Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,,,,3,3,,,Japan
040690 - Other cheese,"144,794",7.70,7.70,33,32,,,Japan
"040700 Birds' eggs, in shell, fresh, preserved or cooked.",,7.70,7.70,4,3,,,Japan
040811 -- Dried,,0.00,0.00,2,1,,,Japan
040819 -- Other,28,0.00,0.00,3,2,,,Japan
040891 -- Dried,"2,817",0.00,0.00,2,1,,,Japan
040899 -- Other,363,0.00,0.00,2,1,,,Japan
040900 Natural honey.,670,17.30,17.30,1,,,,Japan
"041000 Edible products of animal origin, not elsewhere specified or included.",153,7.70,7.70,1,,,,Japan
,2008,"254,191",5.34,5.34,166,157,,,Japan
"040110 - Of a fat content, by weight, not exceeding 1%",,,,2,2,,,Japan
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6 %",,,,4,4,,,Japan
"040130 - Of a fat content, by weight, exceeding 6%",,,,6,6,,,Japan
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%",,,,4,4,,,Japan
040221 -- Not containing added sugar or other sweetening matter,,,,5,5,,,Japan
040229 -- Other,,,,5,5,,,Japan
040291 -- Not containing added sugar or other sweetening matter,,,,6,6,,,Japan
040299 -- Other,,,,5,5,,,Japan
040310 - Yogurt,264,,,12,12,,,Japan
040390 - Other,"58,110",,,18,18,,,Japan
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,,,24,24,,,Japan
040490 - Other,,,,6,6,,,Japan
040510 - Butter,,,,5,5,,,Japan
040520 - Dairy spreads,,,,3,3,,,Japan
040590 - Other,732,,,2,2,,,Japan
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,,,2,2,,,Japan
"040620 - Grated or powdered cheese, of all kinds",,7.70,7.70,2,1,,,Japan
"040630 - Processed cheese, not grated or powdered","39,301",,,4,4,,,Japan
040640 - Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,,,,3,3,,,Japan
040690 - Other cheese,"1,494",7.70,7.70,33,32,,,Japan
"040700 Birds' eggs, in shell, fresh, preserved or cooked.",,7.70,7.70,4,3,,,Japan
040811 -- Dried,"154,261",0.00,0.00,2,1,,,Japan
040819 -- Other,,0.00,0.00,3,2,,,Japan
040891 -- Dried,,0.00,0.00,2,1,,,Japan
040899 -- Other,,0.00,0.00,2,1,,,Japan
040900 Natural honey.,29,17.30,17.30,1,,,,Japan
"041000 Edible products of animal origin, not elsewhere specified or included.",,7.70,7.70,1,,,,Japan
,2007,"592,262",5.34,5.34,169,160,,,Japan
"040110 - Of a fat content, by weight, not exceeding 1%",,,,2,2,,,Japan
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6 %",,,,4,4,,,Japan
"040130 - Of a fat content, by weight, exceeding 6%",,,,6,6,,,Japan
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%","2,960",,,4,4,,,Japan
040221 -- Not containing added sugar or other sweetening matter,,,,5,5,,,Japan
040229 -- Other,,,,5,5,,,Japan
040291 -- Not containing added sugar or other sweetening matter,,,,8,8,,,Japan
040299 -- Other,"1,480",,,6,6,,,Japan
040310 - Yogurt,,,,12,12,,,Japan
040390 - Other,"51,599",,,18,18,,,Japan
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","300,962",,,24,24,,,Japan
040490 - Other,,,,6,6,,,Japan
040510 - Butter,,,,5,5,,,Japan
040520 - Dairy spreads,,,,3,3,,,Japan
040590 - Other,,,,2,2,,,Japan
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,,,2,2,,,Japan
"040620 - Grated or powdered cheese, of all kinds","12,458",7.70,7.70,2,1,,,Japan
"040630 - Processed cheese, not grated or powdered",,,,4,4,,,Japan
040640 - Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,,,,3,3,,,Japan
040690 - Other cheese,"1,179",7.70,7.70,33,32,,,Japan
"040700 Birds' eggs, in shell, fresh, preserved or cooked.",,7.70,7.70,4,3,,,Japan
040811 -- Dried,"221,391",0.00,0.00,2,1,,,Japan
040819 -- Other,,0.00,0.00,3,2,,,Japan
040891 -- Dried,,0.00,0.00,2,1,,,Japan
040899 -- Other,,0.00,0.00,2,1,,,Japan
040900 Natural honey.,233,17.30,17.30,1,,,,Japan
"041000 Edible products of animal origin, not elsewhere specified or included.",,7.70,7.70,1,,,,Japan
,2006,"621,346",5.34,5.34,170,161,,,Japan
"040110 - Of a fat content, by weight, not exceeding 1%",,,,2,2,,,Japan
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6%",,,,4,4,,,Japan
"040130 - Of a fat content, by weight, exceeding 6%",,,,6,6,,,Japan
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%","8,312",,,4,4,,,Japan
040221 -- Not containing added sugar or other sweetening matter,,,,5,5,,,Japan
040229 -- Other,,,,5,5,,,Japan
040291 -- Not containing added sugar or other sweetening matter,,,,8,8,,,Japan
040299 -- Other,,,,6,6,,,Japan
040310 - Yogurt,"13,912",,,12,12,,,Japan
040390 - Other,"42,552",,,18,18,,,Japan
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","40,518",,,24,24,,,Japan
040490 - Other,,,,6,6,,,Japan
040510 - Butter,"1,155",,,5,5,,,Japan
040520 - Dairy spreads,,,,3,3,,,Japan
040590 - Other,,,,2,2,,,Japan
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd","50,764",,,2,2,,,Japan
"040620 - Grated or powdered cheese, of all kinds",,7.70,7.70,2,1,,,Japan
"040630 - Processed cheese, not grated or powdered",,,,4,4,,,Japan
040640 - Blue-veined cheese,,,,3,3,,,Japan
040690 - Other cheese,,7.70,7.70,34,33,,,Japan
"040700 Birds' eggs, in shell, fresh, preserved or cooked.",,7.70,7.70,4,3,,,Japan
040811 -- Dried,"457,767",0.00,0.00,2,1,,,Japan
040819 -- Other,,0.00,0.00,3,2,,,Japan
040891 -- Dried,"2,348",0.00,0.00,2,1,,,Japan
040899 -- Other,,0.00,0.00,2,1,,,Japan
040900 Natural honey.,,17.30,17.30,1,,,,Japan
"041000 Edible products of animal origin, not elsewhere specified or included.","4,018",7.70,7.70,1,,,,Japan
,2005,"357,716",5.34,5.34,175,166,,,Japan
"040110 - Of a fat content, by weight, not exceeding 1%","4,267",,,2,2,,,Japan
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6%",,,,4,4,,,Japan
"040130 - Of a fat content, by weight, exceeding 6%",,,,6,6,,,Japan
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%",,,,4,4,,,Japan
040221 -- Not containing added sugar or other sweetening matter,,,,5,5,,,Japan
040229 -- Other,,,,5,5,,,Japan
040291 -- Not containing added sugar or other sweetening matter,,,,8,8,,,Japan
040299 -- Other,,,,6,6,,,Japan
040310 - Yogurt,"1,555",,,12,12,,,Japan
040390 - Other,"56,009",,,18,18,,,Japan
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,,,24,24,,,Japan
040490 - Other,,,,6,6,,,Japan
040510 - Butter,,,,5,5,,,Japan
040520 - Dairy spreads,,,,3,3,,,Japan
040590 - Other,,,,2,2,,,Japan
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",361,,,2,2,,,Japan
