Importer,Year,Value,Ad val. duties,Number of lines,Viet Nam
,(US$),Simple average,MFN duties,Pref. duties,Viet Nam
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Viet Nam
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by other means of payment, other than bowling alley equipment","9,932",0.00,0.00,4,,,,Viet Nam
950440 - Playing cards,"2,490",2.70,2.70,1,,,,Viet Nam
950490 - Other,"600,125",0.00,0.00,2,,,,Viet Nam
950510 - Articles for Christmas festivities,"3,264,877",1.35,1.35,2,,,,Viet Nam
950590 - Other,"2,407,764",2.70,2.70,1,,,,Viet Nam
950611 -- Skis,"5,771",3.70,3.70,4,,,,Viet Nam
950612 -- Ski-fastenings (ski-bindings),,3.70,3.70,1,,,,Viet Nam
950619 -- Other,"17,475",2.70,2.70,1,,,,Viet Nam
950621 -- Sailboards,"104,706",2.70,2.70,1,,,,Viet Nam
950629 -- Other,"690,768",2.70,2.70,1,,,,Viet Nam
"950631 -- Clubs, complete","1,861,398",2.70,2.70,1,,,,Viet Nam
950632 -- Balls,,2.70,2.70,1,,,,Viet Nam
950639 -- Other,"373,047",2.70,2.70,2,,,,Viet Nam
950640 - Articles and equipment for table-tennis,59,2.70,2.70,2,,,,Viet Nam
"950651 -- Lawn-tennis rackets, whether or not strung","1,143,370",4.70,4.70,1,,,,Viet Nam
950659 -- Other,"457,758",2.70,2.70,1,,,,Viet Nam
950661 -- Lawn-tennis balls,,2.70,2.70,1,,,,Viet Nam
950662 -- Inflatable,"7,787,278",2.70,2.70,2,,,,Viet Nam
950669 -- Other,"238,459",1.35,1.35,2,,,,Viet Nam
"950670 - Ice skates and roller skates, including skating boots with skates attached","772,505",1.80,1.80,3,,,,Viet Nam
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","3,464,884",2.70,2.70,2,,,,Viet Nam
950699 -- Other,"4,448,383",1.35,1.35,2,,,,Viet Nam
950710 - Fishing rods,"272,868",3.70,3.70,1,,,,Viet Nam
"950720 - Fish-hooks, whether or not snelled","72,260",2.70,2.70,2,,,,Viet Nam
950730 - Fishing reels,"203,289",3.70,3.70,1,,,,Viet Nam
950790 - Other,"1,424,616",3.70,3.70,1,,,,Viet Nam
950810 - Travelling circuses and travelling menageries,,1.70,1.70,1,,,,Viet Nam
950890 - Other,"1,860",1.70,1.70,1,,,,Viet Nam
,2007,"74,223,758",2.12,2.12,66,,,,Viet Nam
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","53,338,873",2.09,2.09,18,,,,Viet Nam
950410 - Video games of a kind used with a television receiver,"24,984",0.00,0.00,1,,,,Viet Nam
950420 - Articles and accessories for billiards of all kinds,,0.00,0.00,2,,,,Viet Nam
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by other means of payment, other than bowling alley equipment",548,0.00,0.00,4,,,,Viet Nam
950440 - Playing cards,"18,515",2.70,2.70,1,,,,Viet Nam
950490 - Other,"334,169",0.00,0.00,2,,,,Viet Nam
950510 - Articles for Christmas festivities,"2,175,888",1.35,1.35,2,,,,Viet Nam
950590 - Other,"2,117,299",2.70,2.70,1,,,,Viet Nam
950611 -- Skis,,3.70,3.70,4,,,,Viet Nam
950612 -- Ski-fastenings (ski-bindings),14,3.70,3.70,1,,,,Viet Nam
950619 -- Other,"7,730",2.70,2.70,1,,,,Viet Nam
950621 -- Sailboards,"69,320",2.70,2.70,1,,,,Viet Nam
950629 -- Other,"514,883",2.70,2.70,1,,,,Viet Nam
"950631 -- Clubs, complete","979,537",2.70,2.70,1,,,,Viet Nam
950632 -- Balls,"4,632",2.70,2.70,1,,,,Viet Nam
950639 -- Other,"101,198",2.70,2.70,2,,,,Viet Nam
950640 - Articles and equipment for table-tennis,"50,325",2.70,2.70,2,,,,Viet Nam
"950651 -- Lawn-tennis rackets, whether or not strung","406,655",4.70,4.70,1,,,,Viet Nam
950659 -- Other,"180,029",2.70,2.70,1,,,,Viet Nam
950661 -- Lawn-tennis balls,"5,619",2.70,2.70,1,,,,Viet Nam
950662 -- Inflatable,"4,372,978",2.70,2.70,2,,,,Viet Nam
950669 -- Other,"149,604",1.35,1.35,2,,,,Viet Nam
"950670 - Ice skates and roller skates, including skating boots with skates attached","116,808",1.80,1.80,3,,,,Viet Nam
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","3,217,358",2.70,2.70,2,,,,Viet Nam
950699 -- Other,"5,244,246",1.35,1.35,2,,,,Viet Nam
950710 - Fishing rods,"92,797",3.70,3.70,1,,,,Viet Nam
"950720 - Fish-hooks, whether or not snelled","29,740",2.70,2.70,2,,,,Viet Nam
950730 - Fishing reels,"21,256",3.70,3.70,1,,,,Viet Nam
950790 - Other,"588,904",3.70,3.70,1,,,,Viet Nam
950810 - Travelling circuses and travelling menageries,,1.70,1.70,1,,,,Viet Nam
950890 - Other,"59,850",1.70,1.70,1,,,,Viet Nam
,2006,"69,598,610",1.89,1.89,79,,,,Viet Nam
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages.","35,081",0.00,0.00,2,,,,Viet Nam
"950210 - Dolls, whether or not dressed","1,549,009",4.70,4.70,2,,,,Viet Nam
"950291 -- Garments and accessories therefor, footwear and headgear","4,470",0.00,0.00,1,,,,Viet Nam
950299 -- Other,,0.00,0.00,1,,,,Viet Nam
"950310 - Electric trains, including tracks, signals and other accessories therefor","17,076",0.00,0.00,2,,,,Viet Nam
"950320 - Reduced-size (""scale'') model assembly kits, whether or not working models, excluding those of subheading 9503.10","1,070,675",0.00,0.00,2,,,,Viet Nam
950330 - Other construction sets and constructional toys,"506,434",1.57,1.57,3,,,,Viet Nam
950341 -- Stuffed,"15,420,475",4.70,4.70,1,,,,Viet Nam
950349 -- Other,"14,816,306",0.00,0.00,3,,,,Viet Nam
950350 - Toy musical instruments and apparatus,"46,219",0.00,0.00,1,,,,Viet Nam
950360 - Puzzles,"194,668",2.35,2.35,2,,,,Viet Nam
"950370 - Other toys, put up in sets or outfits","2,506,730",4.70,4.70,1,,,,Viet Nam
"950380 - Other toys and models, incorporating a motor","3,461,451",2.35,2.35,2,,,,Viet Nam
950390 - Other,"11,197,654",1.76,1.76,8,,,,Viet Nam
950410 - Video games of a kind used with a television receiver,"1,946",0.00,0.00,1,,,,Viet Nam
950420 - Articles and accessories for billiards,954,0.00,0.00,2,,,,Viet Nam
"950430 - Other games, operated by coins, banknotes (paper currency), discs or other similar articles, other than bowling alley equipment","1,042",0.00,0.00,4,,,,Viet Nam
950440 - Playing cards,151,2.70,2.70,1,,,,Viet Nam
950490 - Other,"323,304",0.00,0.00,2,,,,Viet Nam
950510 - Articles for Christmas festivities,"1,880,977",1.35,1.35,2,,,,Viet Nam
950590 - Other,"4,956,996",2.70,2.70,1,,,,Viet Nam
950611 -- Skis,"1,055",3.70,3.70,4,,,,Viet Nam
950612 -- Ski-fastenings (ski-bindings),,3.70,3.70,1,,,,Viet Nam
950619 -- Other,"170,360",2.70,2.70,1,,,,Viet Nam
950621 -- Sailboards,"50,375",2.70,2.70,1,,,,Viet Nam
950629 -- Other,"171,892",2.70,2.70,1,,,,Viet Nam
"950631 -- Clubs, complete","536,041",2.70,2.70,1,,,,Viet Nam
950632 -- Balls,"14,364",2.70,2.70,1,,,,Viet Nam
950639 -- Other,"1,507",2.70,2.70,2,,,,Viet Nam
950640 - Articles and equipment for table-tennis,,2.70,2.70,2,,,,Viet Nam
"950651 -- Lawn-tennis rackets, whether or not strung","106,651",4.70,4.70,1,,,,Viet Nam
950659 -- Other,"43,620",2.70,2.70,1,,,,Viet Nam
950661 -- Lawn-tennis balls,,2.70,2.70,1,,,,Viet Nam
950662 -- Inflatable,"2,027,254",2.70,2.70,2,,,,Viet Nam
950669 -- Other,"215,461",1.35,1.35,2,,,,Viet Nam
"950670 - Ice skates and roller skates, including skating boots with skates attached","626,180",1.80,1.80,3,,,,Viet Nam
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","2,398,824",2.70,2.70,2,,,,Viet Nam
950699 -- Other,"3,974,840",1.35,1.35,2,,,,Viet Nam
950710 - Fishing rods,"43,004",3.70,3.70,1,,,,Viet Nam
"950720 - Fish-hooks, whether or not snelled","350,890",2.70,2.70,2,,,,Viet Nam
950730 - Fishing reels,352,3.70,3.70,1,,,,Viet Nam
950790 - Other,"549,764",3.70,3.70,1,,,,Viet Nam
950810 - Travelling circuses and travelling menageries,,1.70,1.70,1,,,,Viet Nam
950890 - Other,"324,560",1.70,1.70,1,,,,Viet Nam
,2005,"67,637,305",1.89,1.89,79,,,,Viet Nam
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages.","554,346",0.00,0.00,2,,,,Viet Nam
"950210 - Dolls, whether or not dressed","1,213,794",4.70,4.70,2,,,,Viet Nam
"950291 -- Garments and accessories therefor, footwear and headgear",87,0.00,0.00,1,,,,Viet Nam
950299 -- Other,"32,732",0.00,0.00,1,,,,Viet Nam
"950310 - Electric trains, including tracks, signals and other accessories therefor","36,029",0.00,0.00,2,,,,Viet Nam
"950320 - Reduced-size (""scale'') model assembly kits, whether or not working models, excluding those of subheading 9503.10","1,195,829",0.00,0.00,2,,,,Viet Nam
950330 - Other construction sets and constructional toys,"263,824",1.57,1.57,3,,,,Viet Nam
950341 -- Stuffed,"19,963,423",4.70,4.70,1,,,,Viet Nam
950349 -- Other,"3,149,153",0.00,0.00,3,,,,Viet Nam
950350 - Toy musical instruments and apparatus,"120,367",0.00,0.00,1,,,,Viet Nam
950360 - Puzzles,"239,688",2.35,2.35,2,,,,Viet Nam
"950370 - Other toys, put up in sets or outfits","2,836,050",4.70,4.70,1,,,,Viet Nam
"950380 - Other toys and models, incorporating a motor","827,774",2.35,2.35,2,,,,Viet Nam
950390 - Other,"9,153,315",1.76,1.76,8,,,,Viet Nam
950410 - Video games of a kind used with a television receiver,"36,626",0.00,0.00,1,,,,Viet Nam
950420 - Articles and accessories for billiards,"2,712",0.00,0.00,2,,,,Viet Nam
"950430 - Other games, operated by coins, banknotes (paper currency), discs or other similar articles, other than bowling alley equipment","1,704",0.00,0.00,4,,,,Viet Nam
950440 - Playing cards,"3,894",2.70,2.70,1,,,,Viet Nam
950490 - Other,"313,152",0.00,0.00,2,,,,Viet Nam
950510 - Articles for Christmas festivities,"1,947,302",1.35,1.35,2,,,,Viet Nam
950590 - Other,"11,790,098",2.70,2.70,1,,,,Viet Nam
950611 -- Skis,"23,688",3.70,3.70,4,,,,Viet Nam
950612 -- Ski-fastenings (ski-bindings),,3.70,3.70,1,,,,Viet Nam
950619 -- Other,"95,883",2.70,2.70,1,,,,Viet Nam
950621 -- Sailboards,"40,707",2.70,2.70,1,,,,Viet Nam
950629 -- Other,"200,313",2.70,2.70,1,,,,Viet Nam
"950631 -- Clubs, complete","18,512",2.70,2.70,1,,,,Viet Nam
950632 -- Balls,75,2.70,2.70,1,,,,Viet Nam
950639 -- Other,"4,902",2.70,2.70,2,,,,Viet Nam
950640 - Articles and equipment for table-tennis,,2.70,2.70,2,,,,Viet Nam
"950651 -- Lawn-tennis rackets, whether or not strung","23,688",4.70,4.70,1,,,,Viet Nam
950659 -- Other,"60,264",2.70,2.70,1,,,,Viet Nam
950661 -- Lawn-tennis balls,"225,941",2.70,2.70,1,,,,Viet Nam
950662 -- Inflatable,"2,051,881",2.70,2.70,2,,,,Viet Nam
950669 -- Other,"123,813",1.35,1.35,2,,,,Viet Nam
"950670 - Ice skates and roller skates, including skating boots with skates attached",,1.80,1.80,3,,,,Viet Nam
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","4,085,263",2.70,2.70,2,,,,Viet Nam
950699 -- Other,"6,360,722",1.35,1.35,2,,,,Viet Nam
950710 - Fishing rods,"27,594",3.70,3.70,1,,,,Viet Nam
"950720 - Fish-hooks, whether or not snelled","28,179",2.70,2.70,2,,,,Viet Nam
950730 - Fishing reels,"3,508",3.70,3.70,1,,,,Viet Nam
950790 - Other,"493,671",3.70,3.70,1,,,,Viet Nam
950810 - Travelling circuses and travelling menageries,,1.70,1.70,1,,,,Viet Nam
950890 - Other,"86,801",1.70,1.70,1,,,,Viet Nam
,2004,"71,617,767",1.89,1.89,79,,,,Viet Nam
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages.","196,785",0.00,0.00,2,,,,Viet Nam
"950210 - Dolls, whether or not dressed","6,489,241",4.70,4.70,2,,,,Viet Nam
"950291 -- Garments and accessories therefor, footwear and headgear","4,714",0.00,0.00,1,,,,Viet Nam
950299 -- Other,,0.00,0.00,1,,,,Viet Nam
"950310 - Electric trains, including tracks, signals and other accessories therefor","27,988",0.00,0.00,2,,,,Viet Nam
"950320 - Reduced-size (""scale'') model assembly kits, whether or not working models, excluding those of subheading 9503.10","1,401,963",0.00,0.00,2,,,,Viet Nam
950330 - Other construction sets and constructional toys,"336,861",1.57,1.57,3,,,,Viet Nam
950341 -- Stuffed,"15,554,114",4.70,4.70,1,,,,Viet Nam
950349 -- Other,"5,497,517",0.00,0.00,3,,,,Viet Nam
950350 - Toy musical instruments and apparatus,"68,054",0.00,0.00,1,,,,Viet Nam
950360 - Puzzles,"20,599",2.35,2.35,2,,,,Viet Nam
"950370 - Other toys, put up in sets or outfits","5,213,609",4.70,4.70,1,,,,Viet Nam
"950380 - Other toys and models, incorporating a motor","3,148,573",2.35,2.35,2,,,,Viet Nam
950390 - Other,"12,271,461",1.76,1.76,8,,,,Viet Nam
950410 - Video games of a kind used with a television receiver,,0.00,0.00,1,,,,Viet Nam
950420 - Articles and accessories for billiards,"9,715",0.00,0.00,2,,,,Viet Nam
"950430 - Other games, operated by coins, banknotes (paper currency), discs or other similar articles, other than bowling alley equipment","14,280",0.00,0.00,4,,,,Viet Nam
950440 - Playing cards,124,2.70,2.70,1,,,,Viet Nam
950490 - Other,"267,289",0.00,0.00,2,,,,Viet Nam
950510 - Articles for Christmas festivities,"1,526,751",1.35,1.35,2,,,,Viet Nam
950590 - Other,"9,820,219",2.70,2.70,1,,,,Viet Nam
950611 -- Skis,"10,411",3.70,3.70,4,,,,Viet Nam
950612 -- Ski-fastenings (ski-bindings),"2,873",3.70,3.70,1,,,,Viet Nam
950619 -- Other,,2.70,2.70,1,,,,Viet Nam
950621 -- Sailboards,"7,040",2.70,2.70,1,,,,Viet Nam
950629 -- Other,"137,414",2.70,2.70,1,,,,Viet Nam
"950631 -- Clubs, complete","8,769",2.70,2.70,1,,,,Viet Nam
950632 -- Balls,,2.70,2.70,1,,,,Viet Nam
950639 -- Other,386,2.70,2.70,2,,,,Viet Nam
950640 - Articles and equipment for table-tennis,"4,018",2.70,2.70,2,,,,Viet Nam
"950651 -- Lawn-tennis rackets, whether or not strung",,4.70,4.70,1,,,,Viet Nam
950659 -- Other,"31,085",2.70,2.70,1,,,,Viet Nam
950661 -- Lawn-tennis balls,"7,588",2.70,2.70,1,,,,Viet Nam
950662 -- Inflatable,"1,869,644",2.70,2.70,2,,,,Viet Nam
950669 -- Other,"172,790",1.35,1.35,2,,,,Viet Nam
"950670 - Ice skates and roller skates, including skating boots with skates attached",50,1.80,1.80,3,,,,Viet Nam
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","2,521,460",2.70,2.70,2,,,,Viet Nam
950699 -- Other,"4,236,077",1.35,1.35,2,,,,Viet Nam
950710 - Fishing rods,,3.70,3.70,1,,,,Viet Nam
"950720 - Fish-hooks, whether or not snelled","39,046",2.70,2.70,2,,,,Viet Nam
950730 - Fishing reels,"5,983",3.70,3.70,1,,,,Viet Nam
950790 - Other,"617,547",3.70,3.70,1,,,,Viet Nam
950810 - Travelling circuses and travelling menageries,,1.70,1.70,1,,,,Viet Nam
950890 - Other,"75,729",1.70,1.70,1,,,,Viet Nam
,2003,"66,352,197",2.19,2.19,79,,,,Viet Nam
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages.","146,140",1.10,1.10,2,,,,Viet Nam
"950210 - Dolls, whether or not dressed","7,205,110",4.70,4.70,2,,,,Viet Nam
"950291 -- Garments and accessories therefor, footwear and headgear","4,661",0.70,0.70,1,,,,Viet Nam
950299 -- Other,735,0.70,0.70,1,,,,Viet Nam
"950310 - Electric trains, including tracks, signals and other accessories therefor","100,722",0.80,0.80,2,,,,Viet Nam
"950320 - Reduced-size (""scale'') model assembly kits, whether or not working models, excluding those of subheading 9503.10","1,315,687",0.80,0.80,2,,,,Viet Nam
950330 - Other construction sets and constructional toys,"276,363",2.17,2.17,3,,,,Viet Nam
950341 -- Stuffed,"24,415,616",4.70,4.70,1,,,,Viet Nam
950349 -- Other,"1,845,440",0.87,0.87,3,,,,Viet Nam
950350 - Toy musical instruments and apparatus,"2,907",0.80,0.80,1,,,,Viet Nam
950360 - Puzzles,"103,030",2.85,2.85,2,,,,Viet Nam
"950370 - Other toys, put up in sets or outfits","5,137,311",4.70,4.70,1,,,,Viet Nam
"950380 - Other toys and models, incorporating a motor","44,479",2.75,2.75,2,,,,Viet Nam
950390 - Other,"8,521,114",2.26,2.26,8,,,,Viet Nam
950410 - Video games of a kind used with a television receiver,90,0.60,0.60,1,,,,Viet Nam
950420 - Articles and accessories for billiards,"19,638",0.60,0.60,2,,,,Viet Nam
"950430 - Other games, operated by coins, banknotes (paper currency), discs or other similar articles, other than bowling alley equipment",486,0.60,0.60,4,,,,Viet Nam
950440 - Playing cards,,2.70,2.70,1,,,,Viet Nam
950490 - Other,"15,724",0.60,0.60,2,,,,Viet Nam
950510 - Articles for Christmas festivities,"1,489,836",1.65,1.65,2,,,,Viet Nam
950590 - Other,"8,310,519",2.70,2.70,1,,,,Viet Nam
950611 -- Skis,"4,762",3.70,3.70,4,,,,Viet Nam
950612 -- Ski-fastenings (ski-bindings),,3.70,3.70,1,,,,Viet Nam
950619 -- Other,"4,185",2.70,2.70,1,,,,Viet Nam
950621 -- Sailboards,,2.70,2.70,1,,,,Viet Nam
950629 -- Other,"236,240",2.70,2.70,1,,,,Viet Nam
"950631 -- Clubs, complete",385,2.70,2.70,1,,,,Viet Nam
950632 -- Balls,"27,036",2.70,2.70,1,,,,Viet Nam
950639 -- Other,"25,101",2.70,2.70,2,,,,Viet Nam
950640 - Articles and equipment for table-tennis,"2,692",2.70,2.70,2,,,,Viet Nam
"950651 -- Lawn-tennis rackets, whether or not strung",,4.70,4.70,1,,,,Viet Nam
950659 -- Other,"20,079",2.70,2.70,1,,,,Viet Nam
950661 -- Lawn-tennis balls,"10,384",2.70,2.70,1,,,,Viet Nam
950662 -- Inflatable,"2,084,496",2.70,2.70,2,,,,Viet Nam
950669 -- Other,"262,766",1.35,1.35,2,,,,Viet Nam
"950670 - Ice skates and roller skates, including skating boots with skates attached",973,1.80,1.80,3,,,,Viet Nam
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","1,462,302",2.70,2.70,2,,,,Viet Nam
950699 -- Other,"2,462,441",1.35,1.35,2,,,,Viet Nam
950710 - Fishing rods,,3.70,3.70,1,,,,Viet Nam
"950720 - Fish-hooks, whether or not snelled","149,330",2.70,2.70,2,,,,Viet Nam
950730 - Fishing reels,,3.70,3.70,1,,,,Viet Nam
950790 - Other,"568,123",3.70,3.70,1,,,,Viet Nam
950810 - Travelling circuses and travelling menageries,,1.70,1.70,1,,,,Viet Nam
950890 - Other,"75,293",1.70,1.70,1,,,,Viet Nam
,2002,"58,261,236",2.48,2.48,79,,,,Viet Nam
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages.","44,451",2.10,2.10,2,,,,Viet Nam
"950210 - Dolls, whether or not dressed","6,908,034",4.70,4.70,2,,,,Viet Nam
"950291 -- Garments and accessories therefor, footwear and headgear","11,510",1.40,1.40,1,,,,Viet Nam
950299 -- Other,,1.40,1.40,1,,,,Viet Nam
"950310 - Electric trains, including tracks, signals and other accessories therefor","58,401",1.60,1.60,2,,,,Viet Nam
"950320 - Reduced-size (""scale'') model assembly kits, whether or not working models, excluding those of subheading 9503.10","1,241,354",1.60,1.60,2,,,,Viet Nam
950330 - Other construction sets and constructional toys,"64,729",2.73,2.73,3,,,,Viet Nam
950341 -- Stuffed,"17,850,506",4.70,4.70,1,,,,Viet Nam
950349 -- Other,"5,168,390",1.70,1.70,3,,,,Viet Nam
950350 - Toy musical instruments and apparatus,"97,708",1.60,1.60,1,,,,Viet Nam
950360 - Puzzles,"77,515",3.30,3.30,2,,,,Viet Nam
"950370 - Other toys, put up in sets or outfits","6,837,082",4.70,4.70,1,,,,Viet Nam
"950380 - Other toys and models, incorporating a motor","1,457,066",3.15,3.15,2,,,,Viet Nam
950390 - Other,"6,327,831",2.76,2.76,8,,,,Viet Nam
950410 - Video games of a kind used with a television receiver,,1.10,1.10,1,,,,Viet Nam
950420 - Articles and accessories for billiards,"18,367",1.10,1.10,2,,,,Viet Nam
"950430 - Other games, operated by coins, banknotes (paper currency), discs or other similar articles, other than bowling alley equipment",,1.10,1.10,4,,,,Viet Nam
950440 - Playing cards,473,2.70,2.70,1,,,,Viet Nam
950490 - Other,"23,843",1.10,1.10,2,,,,Viet Nam
950510 - Articles for Christmas festivities,"1,619,417",1.95,1.95,2,,,,Viet Nam
950590 - Other,"6,876,332",2.70,2.70,1,,,,Viet Nam
950611 -- Skis,,3.70,3.70,4,,,,Viet Nam
950612 -- Ski-fastenings (ski-bindings),,3.70,3.70,1,,,,Viet Nam
950619 -- Other,284,2.70,2.70,1,,,,Viet Nam
950621 -- Sailboards,"11,548",2.70,2.70,1,,,,Viet Nam
950629 -- Other,"277,613",2.70,2.70,1,,,,Viet Nam
"950631 -- Clubs, complete","10,772",2.70,2.70,1,,,,Viet Nam
950632 -- Balls,"5,571",2.70,2.70,1,,,,Viet Nam
950639 -- Other,"33,613",2.70,2.70,2,,,,Viet Nam
950640 - Articles and equipment for table-tennis,,2.70,2.70,2,,,,Viet Nam
"950651 -- Lawn-tennis rackets, whether or not strung",,4.70,4.70,1,,,,Viet Nam
950659 -- Other,"76,201",2.70,2.70,1,,,,Viet Nam
950661 -- Lawn-tennis balls,"4,965",2.70,2.70,1,,,,Viet Nam
950662 -- Inflatable,"1,218,609",2.70,2.70,2,,,,Viet Nam
950669 -- Other,"181,021",1.35,1.35,2,,,,Viet Nam
"950670 - Ice skates and roller skates, including skating boots with skates attached","13,449",1.80,1.80,3,,,,Viet Nam
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","3,821",2.70,2.70,2,,,,Viet Nam
950699 -- Other,"1,033,048",1.35,1.35,2,,,,Viet Nam
950710 - Fishing rods,"19,899",3.70,3.70,1,,,,Viet Nam
"950720 - Fish-hooks, whether or not snelled","102,266",2.70,2.70,2,,,,Viet Nam
950730 - Fishing reels,"24,770",3.70,3.70,1,,,,Viet Nam
950790 - Other,"554,487",3.70,3.70,1,,,,Viet Nam
950810 - Travelling circuses and travelling menageries,"5,580",1.70,1.70,1,,,,Viet Nam
950890 - Other,709,1.70,1.70,1,,,,Viet Nam
,2001,"57,721,850",2.79,2.79,78,,,,Viet Nam
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages","23,946",3.20,3.20,2,,,,Viet Nam
"950210 - Dolls, whether or not dressed","2,748,169",4.70,4.70,2,,,,Viet Nam
"950291 - - Garments and accessories therefor, footwear and headgear","11,928",2.10,2.10,1,,,,Viet Nam
950299 - - Other,"1,254",2.10,2.10,1,,,,Viet Nam
"950310 - Electric trains, including tracks, signals and other accessories therefor","1,191",2.40,2.40,2,,,,Viet Nam
"950320 - Reduced-size (""scale"") model assembly kits, whether or not working models, excluding those of subheading No. 9503.10","937,074",2.40,2.40,2,,,,Viet Nam
950330 - Other construction sets and constructional toys,"18,752",3.30,3.30,3,,,,Viet Nam
950341 - - Stuffed,"19,845,330",4.70,4.70,1,,,,Viet Nam
950349 - - Other,"2,570,619",2.53,2.53,3,,,,Viet Nam
950350 - Toy musical instruments and apparatus,"6,510",2.40,2.40,1,,,,Viet Nam
950360 - Puzzles,"7,486",3.75,3.75,2,,,,Viet Nam
"950370 - Other toys, put up in sets or outfits","14,399,678",4.70,4.70,1,,,,Viet Nam
"950380 - Other toys and models, incorporating a motor","75,768",3.55,3.55,2,,,,Viet Nam
950390 - Other,"6,641,793",3.26,3.26,8,,,,Viet Nam
950410 - Video games of a kind used with a television receiver,,1.70,1.70,1,,,,Viet Nam
950420 - Articles and accessories for billiards,949,1.70,1.70,2,,,,Viet Nam
"950430 - Other games, coin- or disc-operated, other than bowling alley equipment","6,600",1.70,1.70,4,,,,Viet Nam
950440 - Playing cards,"1,854",2.70,2.70,1,,,,Viet Nam
950490 - Other,"32,256",1.70,1.70,2,,,,Viet Nam
950510 - Articles for Christmas festivities,"1,974,478",2.30,2.30,2,,,,Viet Nam
950590 - Other,"4,432,453",2.70,2.70,1,,,,Viet Nam
950611 - - Skis,,3.70,3.70,4,,,,Viet Nam
950612 - - Ski-fastenings (ski-bindings),,3.70,3.70,1,,,,Viet Nam
950619 - - Other,"4,110",2.70,2.70,1,,,,Viet Nam
950621 - - Sailboards,788,2.70,2.70,1,,,,Viet Nam
950629 - - Other,"568,389",2.70,2.70,1,,,,Viet Nam
"950631 - - Clubs, complete","10,397",2.70,2.70,1,,,,Viet Nam
950632 - - Balls,"8,230",2.70,2.70,1,,,,Viet Nam
950639 - - Other,"203,707",2.70,2.70,2,,,,Viet Nam
950640 - Articles and equipment for table-tennis,,2.70,2.70,2,,,,Viet Nam
"950651 - - Lawn-tennis rackets, whether or not strung","204,182",4.70,4.70,1,,,,Viet Nam
950659 - - Other,"27,895",2.70,2.70,1,,,,Viet Nam
950661 - - Lawn-tennis balls,,2.70,2.70,1,,,,Viet Nam
950662 - - Inflatable,"844,596",2.70,2.70,2,,,,Viet Nam
950669 - - Other,"70,646",1.35,1.35,2,,,,Viet Nam
"950670 - Ice skates and roller skates, including skating boots with skates attached","6,233",1.80,1.80,3,,,,Viet Nam
"950691 - - Articles and equipment for general physical exercise, gymnastics or athletics","49,055",2.70,2.70,2,,,,Viet Nam
950699 - - Other,"1,579,627",1.35,1.35,2,,,,Viet Nam
950710 - Fishing rods,"10,101",3.70,3.70,1,,,,Viet Nam
"950720 - Fish-hooks, whether or not snelled","104,048",2.70,2.70,2,,,,Viet Nam
950730 - Fishing reels,,3.70,3.70,1,,,,Viet Nam
950790 - Other,"276,395",3.70,3.70,1,,,,Viet Nam
"950800 Roundabouts, swings, shooting galleries and other fairground amusements; travelling circuses, travelling menageries and travelling theatres","15,367",1.70,1.70,1,,,,Viet Nam
,2000,"56,442,873",3.07,3.07,76,,,,Viet Nam
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages","67,523",4.20,4.20,2,,,,Viet Nam
"950210 - Dolls, whether or not dressed","5,655,207",4.70,4.70,2,,,,Viet Nam
"950291 - - Garments and accessories therefor, footwear and headgear","8,860",2.80,2.80,1,,,,Viet Nam
950299 - - Other,,2.80,2.80,1,,,,Viet Nam
"950310 - Electric trains, including tracks, signals and other accessories therefor",885,3.20,3.20,2,,,,Viet Nam
"950320 - Reduced-size (""scale"") model assembly kits, whether or not working models, excluding those of subheading No. 9503.10","655,285",3.20,3.20,2,,,,Viet Nam
950330 - Other construction sets and constructional toys,"60,230",3.87,3.87,3,,,,Viet Nam
950341 - - Stuffed,"21,451,507",4.70,4.70,1,,,,Viet Nam
950349 - - Other,"3,776,097",3.37,3.37,3,,,,Viet Nam
950350 - Toy musical instruments and apparatus,,3.20,3.20,1,,,,Viet Nam
950360 - Puzzles,"54,284",4.20,4.20,2,,,,Viet Nam
