Importer,Year,Value,Ad val. duties,Number of lines,India
,(US$),Simple average,MFN duties,Pref. duties,India
,MFN,Best,All items,Non ad val.,All items,Non ad val.,India
040390 - Other,"29,132",,,18,18,,,India
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,,,24,24,,,India
040490 - Other,,,,6,6,,,India
040510 - Butter,62,,,5,5,,,India
040520 - Dairy spreads,,,,3,3,,,India
040590 - Other,"10,685",,,2,2,,,India
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,,,2,2,,,India
"040620 - Grated or powdered cheese, of all kinds",,7.70,7.70,2,1,,,India
"040630 - Processed cheese, not grated or powdered",,,,4,4,,,India
040640 - Blue-veined cheese,,,,3,3,,,India
040690 - Other cheese,,7.70,7.70,39,38,,,India
"040700 Birds' eggs, in shell, fresh, preserved or cooked.",,7.70,7.70,4,3,,,India
040811 -- Dried,"1,871,634",0.00,0.00,2,1,,,India
040819 -- Other,,0.00,0.00,3,2,,,India
040891 -- Dried,"3,034,992",0.00,0.00,2,1,,,India
040899 -- Other,,0.00,0.00,2,1,,,India
040900 Natural honey.,"12,486,208",17.30,17.30,1,,,,India
"041000 Edible products of animal origin, not elsewhere specified or included.",,7.70,7.70,1,,,,India
,2003,"14,483,964",5.34,5.34,175,166,,,India
"040110 - Of a fat content, by weight, not exceeding 1%",,,,2,2,,,India
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6%",,,,4,4,,,India
"040130 - Of a fat content, by weight, exceeding 6%",,,,6,6,,,India
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%",,,,4,4,,,India
040221 -- Not containing added sugar or other sweetening matter,,,,5,5,,,India
040229 -- Other,,,,5,5,,,India
040291 -- Not containing added sugar or other sweetening matter,,,,8,8,,,India
040299 -- Other,,,,6,6,,,India
040310 - Yogurt,,,,12,12,,,India
040390 - Other,"31,764",,,18,18,,,India
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,,,24,24,,,India
040490 - Other,,,,6,6,,,India
040510 - Butter,,,,5,5,,,India
040520 - Dairy spreads,,,,3,3,,,India
040590 - Other,"9,242",,,2,2,,,India
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,,,2,2,,,India
"040620 - Grated or powdered cheese, of all kinds",,7.70,7.70,2,1,,,India
"040630 - Processed cheese, not grated or powdered",,,,4,4,,,India
040640 - Blue-veined cheese,,,,3,3,,,India
040690 - Other cheese,,7.70,7.70,39,38,,,India
"040700 Birds' eggs, in shell, fresh, preserved or cooked.",,7.70,7.70,4,3,,,India
040811 -- Dried,"1,376,829",0.00,0.00,2,1,,,India
040819 -- Other,,0.00,0.00,3,2,,,India
040891 -- Dried,"2,947,172",0.00,0.00,2,1,,,India
040899 -- Other,"23,325",0.00,0.00,2,1,,,India
040900 Natural honey.,"10,094,908",17.30,17.30,1,,,,India
"041000 Edible products of animal origin, not elsewhere specified or included.",724,7.70,7.70,1,,,,India
,2002,"6,571,368",5.34,5.34,175,166,,,India
"040110 - Of a fat content, by weight, not exceeding 1%",,,,2,2,,,India
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6%",,,,4,4,,,India
"040130 - Of a fat content, by weight, exceeding 6%",,,,6,6,,,India
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%",38,,,4,4,,,India
040221 -- Not containing added sugar or other sweetening matter,,,,5,5,,,India
040229 -- Other,,,,5,5,,,India
040291 -- Not containing added sugar or other sweetening matter,,,,8,8,,,India
040299 -- Other,,,,6,6,,,India
040310 - Yogurt,,,,12,12,,,India
040390 - Other,,,,18,18,,,India
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,,,24,24,,,India
040490 - Other,,,,6,6,,,India
040510 - Butter,,,,5,5,,,India
040520 - Dairy spreads,,,,3,3,,,India
040590 - Other,"6,252",,,2,2,,,India
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,,,2,2,,,India
"040620 - Grated or powdered cheese, of all kinds",,7.70,7.70,2,1,,,India
"040630 - Processed cheese, not grated or powdered",,,,4,4,,,India
040640 - Blue-veined cheese,,,,3,3,,,India
040690 - Other cheese,,7.70,7.70,39,38,,,India
"040700 Birds' eggs, in shell, fresh, preserved or cooked.",,7.70,7.70,4,3,,,India
040811 -- Dried,"1,537,703",0.00,0.00,2,1,,,India
040819 -- Other,,0.00,0.00,3,2,,,India
040891 -- Dried,"459,276",0.00,0.00,2,1,,,India
040899 -- Other,,0.00,0.00,2,1,,,India
040900 Natural honey.,"4,556,428",17.30,17.30,1,,,,India
"041000 Edible products of animal origin, not elsewhere specified or included.","11,671",7.70,7.70,1,,,,India
,2001,"3,126,337",5.34,5.34,175,166,,,India
"040110 - Of a fat content, by weight, not exceeding 1 %",,,,2,2,,,India
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",,,,4,4,,,India
"040130 - Of a fat content, by weight, exceeding 6 %",,,,6,6,,,India
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %",,,,4,4,,,India
040221 - - Not containing added sugar or other sweetening matter,,,,5,5,,,India
040229 - - Other,,,,5,5,,,India
040291 - - Not containing added sugar or other sweetening matter,,,,8,8,,,India
040299 - - Other,,,,6,6,,,India
040310 - Yogurt,,,,12,12,,,India
040390 - Other,"11,561",,,18,18,,,India
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,,,24,24,,,India
040490 - Other,,,,6,6,,,India
040510 - Butter,,,,5,5,,,India
040520 - Dairy spreads,,,,3,3,,,India
040590 - Other,860,,,2,2,,,India
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,,,2,2,,,India
"040620 - Grated or powdered cheese, of all kinds",,7.70,7.70,2,1,,,India
"040630 - Processed cheese, not grated or powdered",,,,4,4,,,India
040640 - Blue-veined cheese,,,,3,3,,,India
040690 - Other cheese,,7.70,7.70,39,38,,,India
"040700 Birds' eggs, in shell, fresh, preserved or cooked",,7.70,7.70,4,3,,,India
040811 - - Dried,"1,047,927",0.00,0.00,2,1,,,India
040819 - - Other,,0.00,0.00,3,2,,,India
040891 - - Dried,"387,024",0.00,0.00,2,1,,,India
040899 - - Other,"45,948",0.00,0.00,2,1,,,India
040900 Natural honey,"1,633,017",17.30,17.30,1,,,,India
"041000 Edible products of animal origin, not elsewhere specified or included",,7.70,7.70,1,,,,India
,2000,"3,509,113",5.59,5.59,175,166,,,India
"040110 - Of a fat content, by weight, not exceeding 1 %",,,,2,2,,,India
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",,,,4,4,,,India
"040130 - Of a fat content, by weight, exceeding 6 %",,,,6,6,,,India
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %","100,417",,,4,4,,,India
040221 - - Not containing added sugar or other sweetening matter,,,,5,5,,,India
040229 - - Other,,,,5,5,,,India
040291 - - Not containing added sugar or other sweetening matter,,,,8,8,,,India
040299 - - Other,,,,6,6,,,India
040310 - Yogurt,,,,12,12,,,India
040390 - Other,,,,18,18,,,India
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,,,24,24,,,India
040490 - Other,,,,6,6,,,India
040510 - Butter,"2,047",,,5,5,,,India
040520 - Dairy spreads,,,,3,3,,,India
040590 - Other,,,,2,2,,,India
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,,,2,2,,,India
"040620 - Grated or powdered cheese, of all kinds",,8.05,8.05,2,1,,,India
"040630 - Processed cheese, not grated or powdered",,,,4,4,,,India
040640 - Blue-veined cheese,,,,3,3,,,India
040690 - Other cheese,,8.05,8.05,39,38,,,India
"040700 Birds' eggs, in shell, fresh, preserved or cooked",,8.05,8.05,4,3,,,India
040811 - - Dried,"920,969",0.00,0.00,2,1,,,India
040819 - - Other,,0.00,0.00,3,2,,,India
040891 - - Dried,"222,362",0.00,0.00,2,1,,,India
040899 - - Other,,0.00,0.00,2,1,,,India
040900 Natural honey,"2,263,318",18.10,18.10,1,,,,India
"041000 Edible products of animal origin, not elsewhere specified or included",,8.05,8.05,1,,,,India
,1999,"1,399,017",6.08,6.08,175,166,,,India
"040110 - Of a fat content, by weight, not exceeding 1 %",,,,2,2,,,India
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",,,,4,4,,,India
"040130 - Of a fat content, by weight, exceeding 6 %",,,,6,6,,,India
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %",,,,4,4,,,India
040221 - - Not containing added sugar or other sweetening matter,,,,5,5,,,India
040229 - - Other,,,,5,5,,,India
040291 - - Not containing added sugar or other sweetening matter,,,,8,8,,,India
040299 - - Other,,,,6,6,,,India
040310 - Yogurt,,,,12,12,,,India
040390 - Other,,,,18,18,,,India
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,,,24,24,,,India
040490 - Other,,,,6,6,,,India
040510 - Butter,,,,5,5,,,India
040520 - Dairy spreads,,,,3,3,,,India
040590 - Other,,,,2,2,,,India
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,,,2,2,,,India
"040620 - Grated or powdered cheese, of all kinds",,8.75,8.75,2,1,,,India
"040630 - Processed cheese, not grated or powdered",,,,4,4,,,India
040640 - Blue-veined cheese,,,,3,3,,,India
040690 - Other cheese,"2,622",8.75,8.75,39,38,,,India
"040700 Birds' eggs, in shell, fresh, preserved or cooked",,8.75,8.75,4,3,,,India
040811 - - Dried,,0.00,0.00,2,1,,,India
040819 - - Other,,0.00,0.00,3,2,,,India
040891 - - Dried,"58,554",0.00,0.00,2,1,,,India
040899 - - Other,,0.00,0.00,2,1,,,India
040900 Natural honey,"1,337,842",19.70,19.70,1,,,,India
"041000 Edible products of animal origin, not elsewhere specified or included",,8.75,8.75,1,,,,India
,1998,"3,169,398",6.32,6.32,175,166,,,India
"040110 - Of a fat content, by weight, not exceeding 1 %",,,,2,2,,,India
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",,,,4,4,,,India
"040130 - Of a fat content, by weight, exceeding 6 %",,,,6,6,,,India
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %","19,169",,,4,4,,,India
040221 - - Not containing added sugar or other sweetening matter,,,,5,5,,,India
040229 - - Other,,,,5,5,,,India
040291 - - Not containing added sugar or other sweetening matter,,,,8,8,,,India
040299 - - Other,,,,6,6,,,India
040310 - Yogurt,,,,12,12,,,India
040390 - Other,,,,18,18,,,India
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,,,24,24,,,India
040490 - Other,,,,6,6,,,India
040510 - Butter,,,,5,5,,,India
040520 - Dairy spreads,,,,3,3,,,India
040590 - Other,,,,2,2,,,India
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,,,2,2,,,India
"040620 - Grated or powdered cheese, of all kinds",,9.10,9.10,2,1,,,India
"040630 - Processed cheese, not grated or powdered",,,,4,4,,,India
040640 - Blue-veined cheese,,,,3,3,,,India
040690 - Other cheese,,9.10,9.10,39,38,,,India
"040700 Birds' eggs, in shell, fresh, preserved or cooked",,9.10,9.10,4,3,,,India
040811 - - Dried,"235,387",0.00,0.00,2,1,,,India
040819 - - Other,,0.00,0.00,3,2,,,India
040891 - - Dried,"1,019,554",0.00,0.00,2,1,,,India
040899 - - Other,,0.00,0.00,2,1,,,India
040900 Natural honey,"1,895,289",20.50,20.50,1,,,,India
"041000 Edible products of animal origin, not elsewhere specified or included",,9.10,9.10,1,,,,India
,1997,"3,280,211",6.81,6.81,175,166,,,India
"040110 - Of a fat content, by weight, not exceeding 1 %",,,,2,2,,,India
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",193,,,4,4,,,India
"040130 - Of a fat content, by weight, exceeding 6 %",,,,6,6,,,India
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %","41,710",,,4,4,,,India
040221 - - Not containing added sugar or other sweetening matter,,,,5,5,,,India
040229 - - Other,386,,,5,5,,,India
040291 - - Not containing added sugar or other sweetening matter,,,,8,8,,,India
040299 - - Other,,,,6,6,,,India
040310 - Yogurt,,,,12,12,,,India
040390 - Other,,,,18,18,,,India
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,,,24,24,,,India
040490 - Other,,,,6,6,,,India
040510 - Butter,,,,5,5,,,India
040520 - Dairy spreads,,,,3,3,,,India
040590 - Other,,,,2,2,,,India
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,,,2,2,,,India
"040620 - Grated or powdered cheese, of all kinds",,9.80,9.80,2,1,,,India
"040630 - Processed cheese, not grated or powdered",,,,4,4,,,India
040640 - Blue-veined cheese,,,,3,3,,,India
040690 - Other cheese,"5,704",9.80,9.80,39,38,,,India
"040700 Birds' eggs, in shell, fresh, preserved or cooked",,9.80,9.80,4,3,,,India
040811 - - Dried,"641,413",0.00,0.00,2,1,,,India
040819 - - Other,,0.00,0.00,3,2,,,India
040891 - - Dried,"1,681,747",0.00,0.00,2,1,,,India
040899 - - Other,,0.00,0.00,2,1,,,India
040900 Natural honey,"909,058",22.10,22.10,1,,,,India
"041000 Edible products of animal origin, not elsewhere specified or included",,9.80,9.80,1,,,,India
,1996,"1,922,668",7.36,7.36,178,169,,,India
"040110 - Of a fat content, by weight, not exceeding 1 %",,,,2,2,,,India
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",,,,4,4,,,India
"040130 - Of a fat content, by weight, exceeding 6 %",,,,6,6,,,India
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %","644,182",,,4,4,,,India
040221 - - Not containing added sugar or other sweetening matter,,,,5,5,,,India
040229 - - Other,,,,5,5,,,India
040291 - - Not containing added sugar or other sweetening matter,,,,8,8,,,India
040299 - - Other,,,,6,6,,,India
040310 - Yogurt,,,,12,12,,,India
040390 - Other,,,,18,18,,,India
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,,,24,24,,,India
040490 - Other,,,,6,6,,,India
040510 - Butter,,,,5,5,,,India
040520 - Dairy spreads,"7,098",,,3,3,,,India
040590 - Other,,,,2,2,,,India
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,,,2,2,,,India
"040620 - Grated or powdered cheese, of all kinds",,10.60,10.60,2,1,,,India
"040630 - Processed cheese, not grated or powdered",,,,4,4,,,India
040640 - Blue-veined cheese,,,,3,3,,,India
040690 - Other cheese,,10.60,10.60,42,41,,,India
"040700 Birds' eggs, in shell, fresh, preserved or cooked",,10.60,10.60,4,3,,,India
040811 - - Dried,"291,154",0.00,0.00,2,1,,,India
040819 - - Other,,0.00,0.00,3,2,,,India
040891 - - Dried,"738,880",0.00,0.00,2,1,,,India
040899 - - Other,,0.00,0.00,2,1,,,India
040900 Natural honey,"241,354",23.80,23.80,1,,,,India
"041000 Edible products of animal origin, not elsewhere specified or included",,10.60,10.60,1,,,,India
