Importer,Year,Value,Ad val. duties,Number of lines,China
,(US$),Simple average,MFN duties,Pref. duties,China
,MFN,Best,All items,Non ad val.,All items,Non ad val.,China
391190 - Other,,3.30,3.30,5,,,,China
391211 - - Non-plasticised,,6.50,6.50,1,,,,China
391212 - - Plasticised,,6.50,6.50,1,,,,China
391220 - Cellulose nitrates (including collodions),,6.33,6.33,3,,,,China
391231 - - Carboxymethylcellulose and its salts,,6.50,6.50,1,,,,China
391239 - - Other,,3.25,3.25,2,,,,China
391290 - Other,,6.45,6.45,2,,,,China
"391310 - Alginic acid, its salts and esters",,5.00,5.00,1,,,,China
391390 - Other,,6.50,6.50,1,,,,China
"391400 Ion-exchangers based on polymers of headings 39.01 to 39.13, in primary forms.",,6.50,6.50,1,,,,China
391510 - Of polymers of ethylene,,6.50,6.50,1,,,,China
391520 - Of polymers of styrene,,6.50,6.50,1,,,,China
391530 - Of polymers of vinyl chloride,,6.50,6.50,1,,,,China
391590 - Of other plastics,,6.50,6.50,2,,,,China
391610 - Of polymers of ethylene,,6.50,6.50,1,,,,China
391620 - Of polymers of vinyl chloride,,6.50,6.50,1,,,,China
391690 - Of other plastics,,6.50,6.50,3,,,,China
391710 - Artificial guts (sausage casings) of hardened protein or of cellulosic materials,,5.90,5.90,2,,,,China
391721 - - Of polymers of ethylene,,6.50,6.50,2,,,,China
391722 - - Of polymers of propylene,,6.50,6.50,2,,,,China
391723 - - Of polymers of vinyl chloride,,6.50,6.50,2,,,,China
391729 - - Of other plastics,,6.50,6.50,1,,,,China
"391731 - - Flexible tubes, pipes and hoses, having a minimum burst pressure of 27.6 MPa",,6.50,6.50,1,,,,China
"391732 - - Other, not reinforced or otherwise combined with other materials, without fittings",,6.50,6.50,1,,,,China
"391733 - - Other, not reinforced or otherwise combined with other materials, with fittings",,6.50,6.50,1,,,,China
391739 - - Other,,6.50,6.50,1,,,,China
391740 - Fittings,,6.50,6.50,1,,,,China
391810 - Of polymers of vinyl chloride,,6.50,6.50,2,,,,China
391890 - Of other plastics,,6.50,6.50,1,,,,China
391910 - In rolls of a width not exceeding 20 cm,,6.35,6.35,4,,,,China
391990 - Other,,3.25,3.25,2,,,,China
392010 - Of polymers of ethylene,,4.64,4.64,7,,,,China
392020 - Of polymers of propylene,,6.50,6.50,3,,,,China
392030 - Of polymers of styrene,,6.50,6.50,1,,,,China
392043 - - Containing by weight not less than 6 % of plasticisers,,6.50,6.50,2,,,,China
392049 - - Other,,6.50,6.50,2,,,,China
392051 - - Of poly(methyl methacrylate),,6.50,6.50,1,,,,China
392059 - - Other,,3.25,3.25,2,,,,China
392061 - - Of polycarbonates,,6.50,6.50,1,,,,China
392062 - - Of poly(ethylene terephthalate),,4.33,4.33,3,,,,China
392063 - - Of unsaturated polyesters,,6.50,6.50,1,,,,China
392069 - - Of other polyesters,,6.50,6.50,1,,,,China
392071 - - Of regenerated cellulose,,6.50,6.50,1,,,,China
392073 - - Of cellulose acetate,,6.40,6.40,2,,,,China
392079 - - Of other cellulose derivatives,,6.10,6.10,2,,,,China
392091 - - Of poly(vinyl butyral),,6.10,6.10,1,,,,China
392092 - - Of polyamides,,6.50,6.50,1,,,,China
392093 - - Of amino-resins,,6.50,6.50,1,,,,China
392094 - - Of phenolic resins,,6.50,6.50,1,,,,China
392099 - - Of other plastics,,3.25,3.25,6,,,,China
392111 - - Of polymers of styrene,,6.50,6.50,1,,,,China
392112 - - Of polymers of vinyl chloride,,6.50,6.50,1,,,,China
392113 - - Of polyurethanes,,6.50,6.50,2,,,,China
392114 - - Of regenerated cellulose,,6.50,6.50,1,,,,China
392119 - - Of other plastics,,6.50,6.50,1,,,,China
392190 - Other,,6.50,6.50,8,,,,China
"392210 - Baths, shower-baths, sinks and wash-basins",,6.50,6.50,1,,,,China
392220 - Lavatory seats and covers,,6.50,6.50,1,,,,China
392290 - Other,,6.50,6.50,1,,,,China
"392310 - Boxes, cases, crates and similar articles",,3.25,3.25,2,,,,China
392321 - - Of polymers of ethylene,,6.50,6.50,1,,,,China
392329 - - Of other plastics,,6.50,6.50,2,,,,China
"392330 - Carboys, bottles, flasks and similar articles",,6.50,6.50,2,,,,China
"392340 - Spools, cops, bobbins and similar supports",,5.90,5.90,2,,,,China
"392350 - Stoppers, lids, caps and other closures",,6.50,6.50,2,,,,China
392390 - Other,,6.50,6.50,1,,,,China
392410 - Tableware and kitchenware,,6.50,6.50,1,,,,China
392490 - Other,,6.50,6.50,1,,,,China
"392510 - Reservoirs, tanks, vats and similar containers, of a capacity exceeding 300 l",,6.50,6.50,1,,,,China
"392520 - Doors, windows and their frames and thresholds for doors",,6.50,6.50,1,,,,China
"392530 - Shutters, blinds (including Venetian blinds) and similar articles and parts thereof",,6.50,6.50,1,,,,China
392590 - Other,,6.50,6.50,3,,,,China
392610 - Office or school supplies,,6.50,6.50,1,,,,China
"392620 - Articles of apparel and clothing accessories (including gloves, mittens and mitts)",,6.50,6.50,1,,,,China
"392630 - Fittings for furniture, coachwork or the like",,6.50,6.50,1,,,,China
392640 - Statuettes and other ornamental articles,,6.50,6.50,1,,,,China
392690 - Other,,6.50,6.50,3,,,,China
,2017,"10,997,005,737",5.49,5.49,210,,,,China
390110 - Polyethylene having a specific gravity of less than 0.94,"3,898,188",6.50,6.50,2,,,,China
390120 - Polyethylene having a specific gravity of 0.94 or more,"1,827,080",3.25,3.25,2,,,,China
390130 - Ethylene-vinyl acetate copolymers,"3,625,646",6.50,6.50,1,,,,China
"390140 - Ethylene-alpha-olefin copolymers, having a specific gravity of less than 0.94","1,376,676",6.50,6.50,1,,,,China
390190 - Other,"48,857,620",3.25,3.25,2,,,,China
390210 - Polypropylene,"4,443,478",6.50,6.50,1,,,,China
390220 - Polyisobutylene,"5,859,423",6.50,6.50,1,,,,China
390230 - Propylene copolymers,"282,590",6.50,6.50,1,,,,China
390290 - Other,"1,920,672",2.17,2.17,3,,,,China
390311 - - Expansible,"2,926,650",6.50,6.50,1,,,,China
390319 - - Other,"4,626,756",6.50,6.50,1,,,,China
390320 - Styrene-acrylonitrile (SAN) copolymers,"393,559",6.50,6.50,1,,,,China
390330 - Acrylonitrile-butadiene-styrene (ABS) copolymers,"2,109,389",6.50,6.50,1,,,,China
390390 - Other,"10,912,903",2.17,2.17,3,,,,China
"390410 - Poly(vinyl chloride), not mixed with any other substances","1,967,338",6.50,6.50,1,,,,China
390421 - - Non-plasticised,"588,671",6.50,6.50,1,,,,China
390422 - - Plasticised,"715,693",6.50,6.50,1,,,,China
390430 - Vinyl chloride-vinyl acetate copolymers,"1,709,726",6.50,6.50,1,,,,China
390440 - Other vinyl chloride copolymers,"4,290,939",6.50,6.50,1,,,,China
390450 - Vinylidene chloride polymers,"13,296",3.25,3.25,2,,,,China
390461 - - Polytetrafluoroethylene,"47,763,180",6.50,6.50,1,,,,China
390469 - - Other,"34,634,686",4.33,4.33,3,,,,China
390490 - Other,"1,082,541",6.50,6.50,1,,,,China
390512 - - In aqueous dispersion,9,6.50,6.50,1,,,,China
390519 - - Other,"788,569",6.50,6.50,1,,,,China
390521 - - In aqueous dispersion,"49,347",6.50,6.50,1,,,,China
390529 - - Other,"40,098",6.50,6.50,1,,,,China
"390530 - Poly(vinyl alcohol), whether or not containing unhydrolysed acetate groups","69,437,418",6.50,6.50,1,,,,China
390591 - - Copolymers,"581,087",6.50,6.50,1,,,,China
390599 - - Other,"14,979,492",3.25,3.25,2,,,,China
390610 - Poly(methyl methacrylate),"7,291,542",6.50,6.50,1,,,,China
390690 - Other,"37,031,897",0.93,0.93,7,,,,China
390710 - Polyacetals,"4,452,284",6.50,6.50,1,,,,China
390720 - Other polyethers,"43,161,783",4.88,4.88,4,,,,China
390730 - Epoxide resins,"11,744,717",6.50,6.50,1,,,,China
390740 - Polycarbonates,"8,743,745",6.50,6.50,1,,,,China
390750 - Alkyd resins,"164,698",6.50,6.50,1,,,,China
390761 - - Having a viscosity number of 78 ml/g or higher,"48,795,154",6.50,6.50,1,,,,China
390769 - - Other,"15,553,332",6.50,6.50,1,,,,China
390770 - Poly(lactic acid),"6,628,562",0.00,0.00,1,,,,China
390791 - - Unsaturated,"2,811,462",6.50,6.50,2,,,,China
390799 - - Other,"73,623,272",3.80,3.80,3,,,,China
"390810 - Polyamide-6, -11, -12, -6,6, -6,9, -6,10 or -6,12","21,878,274",6.50,6.50,1,,,,China
390890 - Other,"19,204,135",6.50,6.50,1,,,,China
390910 - Urea resins; thiourea resins,"2,051,124",6.50,6.50,1,,,,China
390920 - Melamine resins,"276,471",6.50,6.50,1,,,,China
"390931 - - Poly(methylene phenyl isocyanate) (crude MDI, polymeric MDI)","44,200,649",6.50,6.50,1,,,,China
390939 - - Other,"773,380",6.50,6.50,1,,,,China
390940 - Phenolic resins,"10,239,419",6.50,6.50,1,,,,China
390950 - Polyurethanes,"24,711,436",3.25,3.25,2,,,,China
391000 Silicones in primary forms.,"54,039,441",6.50,6.50,1,,,,China
"391110 - Petroleum resins, coumarone, indene or coumarone-indene resins and polyterpenes","42,310,264",6.50,6.50,1,,,,China
391190 - Other,"49,317,020",3.30,3.30,5,,,,China
391211 - - Non-plasticised,"3,906,711",6.50,6.50,1,,,,China
391212 - - Plasticised,"16,551",6.50,6.50,1,,,,China
391220 - Cellulose nitrates (including collodions),"590,162",6.33,6.33,3,,,,China
391231 - - Carboxymethylcellulose and its salts,"9,663,828",6.50,6.50,1,,,,China
391239 - - Other,"20,106,506",3.25,3.25,2,,,,China
391290 - Other,"1,686,755",6.45,6.45,2,,,,China
"391310 - Alginic acid, its salts and esters","35,150,166",5.00,5.00,1,,,,China
391390 - Other,"77,532,942",6.50,6.50,1,,,,China
"391400 Ion-exchangers based on polymers of headings 39.01 to 39.13, in primary forms.","46,159,118",6.50,6.50,1,,,,China
391510 - Of polymers of ethylene,"490,154",6.50,6.50,1,,,,China
391520 - Of polymers of styrene,"205,033",6.50,6.50,1,,,,China
391530 - Of polymers of vinyl chloride,"16,813",6.50,6.50,1,,,,China
391590 - Of other plastics,"1,804,915",6.50,6.50,2,,,,China
391610 - Of polymers of ethylene,"8,239,550",6.50,6.50,1,,,,China
391620 - Of polymers of vinyl chloride,"7,751,819",6.50,6.50,1,,,,China
391690 - Of other plastics,"26,828,515",6.50,6.50,3,,,,China
391710 - Artificial guts (sausage casings) of hardened protein or of cellulosic materials,"1,523,055",5.90,5.90,2,,,,China
391721 - - Of polymers of ethylene,"10,740,711",6.50,6.50,2,,,,China
391722 - - Of polymers of propylene,"9,014,004",6.50,6.50,2,,,,China
391723 - - Of polymers of vinyl chloride,"6,948,391",6.50,6.50,2,,,,China
391729 - - Of other plastics,"18,565,838",6.50,6.50,1,,,,China
"391731 - - Flexible tubes, pipes and hoses, having a minimum burst pressure of 27.6 MPa","13,645,721",6.50,6.50,1,,,,China
"391732 - - Other, not reinforced or otherwise combined with other materials, without fittings","44,326,234",6.50,6.50,1,,,,China
"391733 - - Other, not reinforced or otherwise combined with other materials, with fittings","26,120,563",6.50,6.50,1,,,,China
391739 - - Other,"83,003,317",6.50,6.50,1,,,,China
391740 - Fittings,"72,371,058",6.50,6.50,1,,,,China
391810 - Of polymers of vinyl chloride,"627,348,420",6.50,6.50,2,,,,China
391890 - Of other plastics,"198,806,225",6.50,6.50,1,,,,China
391910 - In rolls of a width not exceeding 20 cm,"169,334,179",6.35,6.35,4,,,,China
391990 - Other,"178,613,996",3.25,3.25,2,,,,China
392010 - Of polymers of ethylene,"86,724,366",4.64,4.64,7,,,,China
392020 - Of polymers of propylene,"48,027,319",6.50,6.50,3,,,,China
392030 - Of polymers of styrene,"17,170,032",6.50,6.50,1,,,,China
392043 - - Containing by weight not less than 6 % of plasticisers,"31,170,993",6.50,6.50,2,,,,China
392049 - - Other,"35,742,084",6.50,6.50,2,,,,China
392051 - - Of poly(methyl methacrylate),"19,210,619",6.50,6.50,1,,,,China
392059 - - Other,"6,342,519",3.25,3.25,2,,,,China
392061 - - Of polycarbonates,"8,233,247",6.50,6.50,1,,,,China
392062 - - Of poly(ethylene terephthalate),"71,543,986",4.33,4.33,3,,,,China
392063 - - Of unsaturated polyesters,"6,965,065",6.50,6.50,1,,,,China
392069 - - Of other polyesters,"12,492,587",6.50,6.50,1,,,,China
392071 - - Of regenerated cellulose,"2,045,252",6.50,6.50,1,,,,China
392073 - - Of cellulose acetate,"5,633,666",6.40,6.40,2,,,,China
392079 - - Of other cellulose derivatives,"1,132,616",6.10,6.10,2,,,,China
392091 - - Of poly(vinyl butyral),"11,326,501",6.10,6.10,1,,,,China
392092 - - Of polyamides,"18,179,177",6.50,6.50,1,,,,China
392093 - - Of amino-resins,"22,043",6.50,6.50,1,,,,China
392094 - - Of phenolic resins,"1,729,175",6.50,6.50,1,,,,China
392099 - - Of other plastics,"79,551,591",3.25,3.25,6,,,,China
392111 - - Of polymers of styrene,"4,765,038",6.50,6.50,1,,,,China
392112 - - Of polymers of vinyl chloride,"33,830,252",6.50,6.50,1,,,,China
392113 - - Of polyurethanes,"28,631,336",6.50,6.50,2,,,,China
392114 - - Of regenerated cellulose,"2,345,632",6.50,6.50,1,,,,China
392119 - - Of other plastics,"34,570,651",6.50,6.50,1,,,,China
392190 - Other,"163,911,618",6.50,6.50,8,,,,China
"392210 - Baths, shower-baths, sinks and wash-basins","163,711,093",6.50,6.50,1,,,,China
392220 - Lavatory seats and covers,"132,251,214",6.50,6.50,1,,,,China
392290 - Other,"78,374,916",6.50,6.50,1,,,,China
"392310 - Boxes, cases, crates and similar articles","237,613,379",3.25,3.25,2,,,,China
392321 - - Of polymers of ethylene,"383,543,480",6.50,6.50,1,,,,China
392329 - - Of other plastics,"165,273,069",6.50,6.50,2,,,,China
"392330 - Carboys, bottles, flasks and similar articles","280,807,340",6.50,6.50,2,,,,China
"392340 - Spools, cops, bobbins and similar supports","18,836,806",5.90,5.90,2,,,,China
"392350 - Stoppers, lids, caps and other closures","205,652,206",6.50,6.50,2,,,,China
392390 - Other,"169,833,812",6.50,6.50,1,,,,China
392410 - Tableware and kitchenware,"826,649,765",6.50,6.50,1,,,,China
392490 - Other,"475,745,445",6.50,6.50,1,,,,China
"392510 - Reservoirs, tanks, vats and similar containers, of a capacity exceeding 300 l","1,255,439",6.50,6.50,1,,,,China
"392520 - Doors, windows and their frames and thresholds for doors","12,727,757",6.50,6.50,1,,,,China
"392530 - Shutters, blinds (including Venetian blinds) and similar articles and parts thereof","63,364,930",6.50,6.50,1,,,,China
392590 - Other,"174,501,214",6.50,6.50,3,,,,China
392610 - Office or school supplies,"209,769,486",6.50,6.50,1,,,,China
"392620 - Articles of apparel and clothing accessories (including gloves, mittens and mitts)","567,107,021",6.50,6.50,1,,,,China
"392630 - Fittings for furniture, coachwork or the like","115,517,582",6.50,6.50,1,,,,China
392640 - Statuettes and other ornamental articles,"465,860,035",6.50,6.50,1,,,,China
392690 - Other,"3,016,094,352",6.50,6.50,3,,,,China
,2016,"9,873,083,519",5.53,5.53,205,,,,China
390110 - Polyethylene having a specific gravity of less than 0.94,"13,088,308",6.50,6.50,2,,,,China
390120 - Polyethylene having a specific gravity of 0.94 or more,"2,788,770",3.25,3.25,2,,,,China
390130 - Ethylene-vinyl acetate copolymers,"4,162,900",6.50,6.50,1,,,,China
390190 - Other,"44,791,682",3.25,3.25,2,,,,China
390210 - Polypropylene,"4,843,940",6.50,6.50,1,,,,China
390220 - Polyisobutylene,"6,651,607",6.50,6.50,1,,,,China
390230 - Propylene copolymers,"312,290",6.50,6.50,1,,,,China
390290 - Other,"962,407",2.17,2.17,3,,,,China
390311 -- Expansible,"3,845,591",6.50,6.50,1,,,,China
390319 -- Other,"3,765,643",6.50,6.50,1,,,,China
390320 - Styrene-acrylonitrile (SAN) copolymers,"257,929",6.50,6.50,1,,,,China
390330 - Acrylonitrile-butadiene-styrene (ABS) copolymers,"1,175,233",6.50,6.50,1,,,,China
390390 - Other,"8,995,279",2.17,2.17,3,,,,China
"390410 - Poly(vinyl chloride), not mixed with any other substances","2,021,567",6.50,6.50,1,,,,China
390421 -- Non-plasticised,"576,692",6.50,6.50,1,,,,China
390422 -- Plasticised,"501,372",6.50,6.50,1,,,,China
390430 - Vinyl chloride-vinyl acetate copolymers,"1,894,614",6.50,6.50,1,,,,China
390440 - Other vinyl chloride copolymers,"4,270,277",6.50,6.50,1,,,,China
390450 - Vinylidene chloride polymers,"14,797",3.25,3.25,2,,,,China
390461 -- Polytetrafluoroethylene,"37,217,703",6.50,6.50,1,,,,China
390469 -- Other,"24,341,313",4.33,4.33,3,,,,China
390490 - Other,"1,796,448",6.50,6.50,1,,,,China
390512 -- In aqueous dispersion,"3,148",6.50,6.50,1,,,,China
390519 -- Other,"722,794",6.50,6.50,1,,,,China
390521 -- In aqueous dispersion,"85,513",6.50,6.50,1,,,,China
390529 -- Other,"47,230",6.50,6.50,1,,,,China
"390530 - Poly(vinyl alcohol), whether or not containing unhydrolysed acetate groups","52,484,083",6.50,6.50,1,,,,China
390591 -- Copolymers,"548,992",6.50,6.50,1,,,,China
390599 -- Other,"12,646,798",3.25,3.25,2,,,,China
390610 - Poly(methyl methacrylate),"1,098,705",6.50,6.50,1,,,,China
390690 - Other,"28,234,326",0.93,0.93,7,,,,China
390710 - Polyacetals,"5,034,959",6.50,6.50,1,,,,China
390720 - Other polyethers,"30,545,511",4.88,4.88,4,,,,China
390730 - Epoxide resins,"12,779,906",6.50,6.50,1,,,,China
390740 - Polycarbonates,"5,611,268",6.50,6.50,1,,,,China
390750 - Alkyd resins,"190,082",6.50,6.50,1,,,,China
390760 - Poly(ethylene terephthalate),"12,405,947",6.50,6.50,2,,,,China
390770 - Poly(lactic acid),"4,462,786",0.00,0.00,1,,,,China
390791 -- Unsaturated,"3,853,040",6.50,6.50,2,,,,China
390799 -- Other,"49,488,422",3.25,3.25,2,,,,China
"390810 - Polyamide-6, -11, -12, -6,6, -6,9, -6,10 or -6,12","9,642,542",6.50,6.50,1,,,,China
390890 - Other,"17,123,920",6.50,6.50,1,,,,China
390910 - Urea resins; thiourea resins,"518,725",6.50,6.50,1,,,,China
390920 - Melamine resins,"185,587",6.50,6.50,1,,,,China
390930 - Other amino-resins,"2,534,534",6.50,6.50,1,,,,China
390940 - Phenolic resins,"5,625,365",6.50,6.50,1,,,,China
390950 - Polyurethanes,"12,157,440",3.25,3.25,2,,,,China
391000 Silicones in primary forms.,"28,742,802",6.50,6.50,1,,,,China
"391110 - Petroleum resins, coumarone, indene or coumarone-indene resins and polyterpenes","42,417,552",6.50,6.50,1,,,,China
391190 - Other,"31,336,142",3.30,3.30,5,,,,China
391211 -- Non-plasticised,"7,634,691",6.50,6.50,1,,,,China
391212 -- Plasticised,"11,301",6.50,6.50,1,,,,China
391220 - Cellulose nitrates (including collodions),"6,958,232",6.33,6.33,3,,,,China
391231 -- Carboxymethylcellulose and its salts,"9,366,414",6.50,6.50,1,,,,China
391239 -- Other,"22,855,620",3.25,3.25,2,,,,China
391290 - Other,"1,594,546",6.45,6.45,2,,,,China
"391310 - Alginic acid, its salts and esters","33,243,403",5.00,5.00,1,,,,China
391390 - Other,"68,196,962",6.50,6.50,1,,,,China
"391400 Ion-exchangers based on polymers of headings 39.01 to 39.13, in primary forms.","37,015,131",6.50,6.50,1,,,,China
391510 - Of polymers of ethylene,"258,206",6.50,6.50,1,,,,China
391520 - Of polymers of styrene,"108,683",6.50,6.50,1,,,,China
391530 - Of polymers of vinyl chloride,"17,739",6.50,6.50,1,,,,China
391590 - Of other plastics,"1,085,094",6.50,6.50,2,,,,China
391610 - Of polymers of ethylene,"4,678,535",6.50,6.50,1,,,,China
391620 - Of polymers of vinyl chloride,"10,955,072",6.50,6.50,1,,,,China
391690 - Of other plastics,"24,559,392",6.50,6.50,3,,,,China
391710 - Artificial guts (sausage casings) of hardened protein or of cellulosic materials,"1,102,443",5.90,5.90,2,,,,China
391721 -- Of polymers of ethylene,"10,867,833",6.50,6.50,2,,,,China
391722 -- Of polymers of propylene,"8,587,381",6.50,6.50,2,,,,China
391723 -- Of polymers of vinyl chloride,"7,102,003",6.50,6.50,2,,,,China
391729 -- Of other plastics,"18,113,542",6.50,6.50,1,,,,China
"391731 -- Flexible tubes, pipes and hoses, having a minimum burst pressure of 27.6 MPa","12,280,139",6.50,6.50,1,,,,China
"391732 -- Other, not reinforced or otherwise combined with other materials, without fittings","35,259,969",6.50,6.50,1,,,,China
"391733 -- Other, not reinforced or otherwise combined with other materials, with fittings","25,426,772",6.50,6.50,1,,,,China
391739 -- Other,"69,446,907",6.50,6.50,1,,,,China
391740 - Fittings,"61,890,098",6.50,6.50,1,,,,China
391810 - Of polymers of vinyl chloride,"538,336,812",6.50,6.50,2,,,,China
391890 - Of other plastics,"168,413,768",6.50,6.50,1,,,,China
391910 - In rolls of a width not exceeding 20 cm,"159,660,740",6.35,6.35,4,,,,China
391990 - Other,"185,576,348",6.50,6.50,1,,,,China
392010 - Of polymers of ethylene,"79,429,715",4.64,4.64,7,,,,China
392020 - Of polymers of propylene,"43,503,276",6.50,6.50,3,,,,China
392030 - Of polymers of styrene,"14,230,591",6.50,6.50,1,,,,China
392043 -- Containing by weight not less than 6 % of plasticisers,"32,323,042",6.50,6.50,2,,,,China
392049 -- Other,"34,773,608",6.50,6.50,2,,,,China
392051 -- Of poly(methyl methacrylate),"15,143,448",6.50,6.50,1,,,,China
392059 -- Other,"6,761,161",3.25,3.25,2,,,,China
392061 -- Of polycarbonates,"7,338,596",6.50,6.50,1,,,,China
392062 -- Of poly(ethylene terephthalate),"56,616,932",4.33,4.33,3,,,,China
392063 -- Of unsaturated polyesters,"6,082,669",6.50,6.50,1,,,,China
392069 -- Of other polyesters,"11,120,617",6.50,6.50,1,,,,China
392071 -- Of regenerated cellulose,"1,990,454",6.50,6.50,1,,,,China
392073 -- Of cellulose acetate,"5,901,138",6.40,6.40,2,,,,China
392079 -- Of other cellulose derivatives,"988,338",6.10,6.10,2,,,,China
392091 -- Of poly(vinyl butyral),"8,577,874",6.10,6.10,1,,,,China
392092 -- Of polyamides,"14,744,364",6.50,6.50,1,,,,China
392093 -- Of amino-resins,"1,461",6.50,6.50,1,,,,China
392094 -- Of phenolic resins,"2,047,053",6.50,6.50,1,,,,China
392099 -- Of other plastics,"68,458,566",3.25,3.25,6,,,,China
392111 -- Of polymers of styrene,"4,291,983",6.50,6.50,1,,,,China
392112 -- Of polymers of vinyl chloride,"32,475,739",6.50,6.50,1,,,,China
392113 -- Of polyurethanes,"19,379,532",6.50,6.50,2,,,,China
392114 -- Of regenerated cellulose,"2,447,933",6.50,6.50,1,,,,China
392119 -- Of other plastics,"41,776,184",6.50,6.50,1,,,,China
392190 - Other,"149,895,954",6.50,6.50,8,,,,China
"392210 - Baths, shower-baths, sinks and wash-basins","139,048,678",6.50,6.50,1,,,,China
392220 - Lavatory seats and covers,"119,373,547",6.50,6.50,1,,,,China
392290 - Other,"61,669,186",6.50,6.50,1,,,,China
"392310 - Boxes, cases, crates and similar articles","230,887,468",6.50,6.50,1,,,,China
392321 -- Of polymers of ethylene,"389,863,333",6.50,6.50,1,,,,China
392329 -- Of other plastics,"144,910,008",6.50,6.50,2,,,,China
"392330 - Carboys, bottles, flasks and similar articles","232,047,383",6.50,6.50,2,,,,China
"392340 - Spools, cops, bobbins and similar supports","17,835,647",5.90,5.90,2,,,,China
"392350 - Stoppers, lids, caps and other closures","197,643,818",6.50,6.50,2,,,,China
392390 - Other,"154,265,075",6.50,6.50,1,,,,China
392410 - Tableware and kitchenware,"801,555,992",6.50,6.50,1,,,,China
392490 - Other,"434,854,754",6.50,6.50,1,,,,China
"392510 - Reservoirs, tanks, vats and similar containers, of a capacity exceeding 300 l","988,782",6.50,6.50,1,,,,China
"392520 - Doors, windows and their frames and thresholds for doors","10,793,675",6.50,6.50,1,,,,China
"392530 - Shutters, blinds (including Venetian blinds) and similar articles and parts thereof","54,774,669",6.50,6.50,1,,,,China
392590 - Other,"158,979,382",6.50,6.50,3,,,,China
392610 - Office or school supplies,"202,775,997",6.50,6.50,1,,,,China
"392620 - Articles of apparel and clothing accessories (including gloves, mittens and mitts)","555,102,341",6.50,6.50,1,,,,China
