Importer,Year,Value,Ad val. duties,Number of lines,India
,(US$),Simple average,MFN duties,Pref. duties,India
,MFN,Best,All items,Non ad val.,All items,Non ad val.,India
081050 - Kiwifruit,,8.80,5.30,1,,1,,India
081060 - Durians,,8.80,5.30,1,,1,,India
081070 - Persimmons,,8.80,5.30,1,,1,,India
081090 - Other,,4.40,2.65,2,,1,,India
081110 - Strawberries,,17.60,17.60,3,1,,,India
"081120 - Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries",,14.67,14.67,7,1,,,India
081190 - Other,,10.75,5.20,10,2,8,2,India
081210 - Cherries,,8.80,5.30,1,,1,,India
081290 - Other,,7.16,3.76,5,,5,,India
081310 - Apricots,,5.60,2.10,1,,1,,India
081320 - Prunes,,9.60,6.10,1,,1,,India
081330 - Apples,,3.20,0.00,1,,1,,India
081340 - Other fruit,,3.28,1.00,5,,4,,India
081350 - Mixtures of nuts or dried fruits of this Chapter,,6.86,3.01,7,,7,,India
"081400 Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions.",,1.60,0.00,1,,1,,India
,2017,"503,085,756",6.67,4.49,125,24,82,2,India
080111 - - Desiccated,"1,248,633",0.00,0.00,1,,,,India
080112 - - In the inner shell (endocarp),"1,439,251",0.00,0.00,1,,,,India
080119 - - Other,"3,053,248",0.00,0.00,1,,,,India
080121 - - In shell,46,0.00,0.00,1,,,,India
080122 - - Shelled,163,0.00,0.00,1,,,,India
080131 - - In shell,"3,476",0.00,0.00,1,,,,India
080132 - - Shelled,"261,683,103",0.00,0.00,1,,,,India
080211 - - In shell,"7,627",2.80,1.05,2,,1,,India
080212 - - Shelled,"16,700",1.75,0.00,2,,1,,India
080221 - - In shell,,3.20,0.00,1,,1,,India
080222 - - Shelled,"1,548",3.20,0.00,1,,1,,India
080231 - - In shell,513,4.00,0.00,1,,1,,India
080232 - - Shelled,"7,801,859",5.10,1.60,1,,1,,India
080241 - - In shell,47,5.60,2.10,1,,1,,India
080242 - - Shelled,615,5.60,2.10,1,,1,,India
080251 - - In shell,273,1.60,0.00,1,,1,,India
080252 - - Shelled,403,1.60,0.00,1,,1,,India
080261 - - In shell,,2.00,0.00,1,,1,,India
080262 - - Shelled,"1,027",2.00,0.00,1,,1,,India
080270 - Kola nuts (Cola spp.),"525,382",0.00,0.00,1,,,,India
080280 - Areca nuts,"290,190",0.00,0.00,1,,,,India
080290 - Other,"739,881",1.33,0.00,3,,2,,India
080310 - Plantains,"7,116",16.00,12.50,2,,2,,India
080390 - Other,"142,405",16.00,12.50,2,1,1,,India
080410 - Dates,"79,855",7.70,4.20,1,,1,,India
080420 - Figs,"281,342",6.80,3.30,2,,2,,India
080430 - Pineapples,"50,654",5.80,2.30,1,,1,,India
080440 - Avocados,"47,450",4.00,0.00,1,,1,,India
"080450 - Guavas, mangoes and mangosteens","13,131,795",0.00,0.00,1,,,,India
080510 - Oranges,"65,200",16.00,16.00,4,3,,,India
080521 - - Mandarins (including tangerines and satsumas),"19,283",,,2,2,,,India
080522 - - Clementines,"6,867",,,1,1,,,India
080529 - - Other,"6,695",,,1,1,,,India
"080540 - Grapefruit, including pomelos","21,965",1.50,0.00,1,,1,,India
"080550 - Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia, Citrus latifolia)","93,660",12.80,8.90,2,1,1,,India
080590 - Other,416,12.80,9.30,1,,1,,India
080610 - Fresh,"177,902,712",14.40,9.45,2,1,2,,India
080620 - Dried,"2,659,160",2.40,0.00,3,,3,,India
080711 - - Watermelons,"7,410",8.80,5.30,1,,1,,India
080719 - - Other,"24,034",8.80,5.30,1,,1,,India
080720 - Papaws (papayas),"167,617",0.00,0.00,1,,,,India
080810 - Apples,"13,908",,,2,2,,,India
080830 - Pears,"4,826",,,2,2,,,India
080840 - Quinces,52,7.20,3.70,1,,1,,India
080910 - Apricots,201,,16.50,1,1,1,,India
080921 - - Sour cherries (Prunus cerasus),,,8.50,1,1,1,,India
080929 - - Other,"1,244",,8.50,1,1,1,,India
"080930 - Peaches, including nectarines","1,302",,14.10,2,2,2,,India
080940 - Plums and sloes,"5,141",12.00,5.65,2,1,2,,India
081010 - Strawberries,180,11.20,7.70,1,,1,,India
"081020 - Raspberries, blackberries, mulberries and loganberries",816,9.20,5.70,2,,2,,India
"081030 - Black, white or red currants and gooseberries","19,118",9.07,5.57,3,,3,,India
"081040 - Cranberries, bilberries and other fruits of the genus Vaccinium","16,604",4.00,1.53,4,,3,,India
081050 - Kiwifruit,"2,799",8.80,5.30,1,,1,,India
081060 - Durians,17,8.80,5.30,1,,1,,India
081070 - Persimmons,,8.80,5.30,1,,1,,India
081090 - Other,"11,557,293",4.40,2.65,2,,1,,India
081110 - Strawberries,"2,995",17.60,17.60,3,1,,,India
"081120 - Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries","40,397",14.67,14.67,7,1,,,India
081190 - Other,"17,355,812",10.75,5.20,10,2,8,2,India
081210 - Cherries,,8.80,5.30,1,,1,,India
081290 - Other,"249,107",7.16,3.76,5,,5,,India
081310 - Apricots,"2,689",5.60,2.10,1,,1,,India
081320 - Prunes,723,9.60,6.10,1,,1,,India
081330 - Apples,24,3.20,0.00,1,,1,,India
081340 - Other fruit,"2,130,131",3.28,1.00,5,,4,,India
081350 - Mixtures of nuts or dried fruits of this Chapter,"12,364",6.86,3.01,7,,7,,India
"081400 Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions.","138,388",1.60,0.00,1,,1,,India
,2016,"367,495,363",6.67,4.49,124,23,82,2,India
080111 -- Desiccated,"1,740,083",0.00,0.00,1,,,,India
080112 -- In the inner shell (endocarp),"962,130",0.00,0.00,1,,,,India
080119 -- Other,"2,480,169",0.00,0.00,1,,,,India
080121 -- In shell,,0.00,0.00,1,,,,India
080122 -- Shelled,83,0.00,0.00,1,,,,India
080131 -- In shell,"122,853",0.00,0.00,1,,,,India
080132 -- Shelled,"144,491,765",0.00,0.00,1,,,,India
080211 -- In shell,"3,060",2.80,1.05,2,,1,,India
080212 -- Shelled,"6,971",1.75,0.00,2,,1,,India
080221 -- In shell,,3.20,0.00,1,,1,,India
080222 -- Shelled,"1,117",3.20,0.00,1,,1,,India
080231 -- In shell,,4.00,0.00,1,,1,,India
080232 -- Shelled,"8,698,743",5.10,1.60,1,,1,,India
080241 -- In shell,,5.60,2.10,1,,1,,India
080242 -- Shelled,,5.60,2.10,1,,1,,India
080251 -- In shell,90,1.60,0.00,1,,1,,India
080252 -- Shelled,"82,961",1.60,0.00,1,,1,,India
080261 -- In shell,,2.00,0.00,1,,1,,India
080262 -- Shelled,,2.00,0.00,1,,1,,India
080270 - Kola nuts (Cola spp.),"384,862",0.00,0.00,1,,,,India
080280 - Areca nuts,"389,397",0.00,0.00,1,,,,India
080290 - Other,"321,760",1.33,0.00,3,,2,,India
080310 - Plantains,"11,964",16.00,12.50,2,,2,,India
080390 - Other,"130,267",16.00,12.50,2,1,1,,India
080410 - Dates,"68,418",7.70,4.20,1,,1,,India
080420 - Figs,"234,171",6.80,3.30,2,,2,,India
080430 - Pineapples,"23,927",5.80,2.30,1,,1,,India
080440 - Avocados,1,4.00,0.00,1,,1,,India
"080450 - Guavas, mangoes and mangosteens","8,819,395",0.00,0.00,1,,,,India
080510 - Oranges,"57,106",16.00,16.00,2,1,,,India
"080520 - Mandarins (including tangerines and satsumas); clementines, wilkings and similar citrus hybrids",,,,5,5,,,India
"080540 - Grapefruit, including pomelos","1,670",1.50,0.00,1,,1,,India
"080550 - Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia, Citrus latifolia)","58,239",12.80,8.90,2,1,1,,India
080590 - Other,"1,465",12.80,9.30,1,,1,,India
080610 - Fresh,"163,101,647",14.40,9.45,2,1,2,,India
080620 - Dried,"6,864,556",2.40,0.00,3,,3,,India
080711 -- Watermelons,2,8.80,5.30,1,,1,,India
080719 -- Other,"8,650",8.80,5.30,1,,1,,India
080720 - Papaws (papayas),"238,909",0.00,0.00,1,,,,India
080810 - Apples,7,,,2,2,,,India
080830 - Pears,,,,2,2,,,India
080840 - Quinces,"5,918",7.20,3.70,1,,1,,India
080910 - Apricots,,,16.50,1,1,1,,India
080921 -- Sour cherries (Prunus cerasus),,,8.50,1,1,1,,India
080929 -- Other,,,8.50,1,1,1,,India
"080930 - Peaches, including nectarines",,,14.10,2,2,2,,India
080940 - Plums and sloes,,12.00,5.65,2,1,2,,India
081010 - Strawberries,,11.20,7.70,1,,1,,India
"081020 - Raspberries, blackberries, mulberries and loganberries",,9.20,5.70,2,,2,,India
"081030 - Black, white or red currants and gooseberries","14,919",9.07,5.57,3,,3,,India
"081040 - Cranberries, bilberries and other fruits of the genus Vaccinium",69,4.00,1.53,4,,3,,India
081050 - Kiwifruit,,8.80,5.30,1,,1,,India
081060 - Durians,,8.80,5.30,1,,1,,India
081070 - Persimmons,"5,710",8.80,5.30,1,,1,,India
081090 - Other,"5,547,729",4.40,2.65,2,,1,,India
081110 - Strawberries,3,17.60,17.60,3,1,,,India
"081120 - Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries","1,615",14.67,14.67,7,1,,,India
081190 - Other,"21,241,558",10.75,5.20,10,2,8,2,India
081210 - Cherries,,8.80,5.30,1,,1,,India
081290 - Other,"272,017",7.16,3.76,5,,5,,India
081310 - Apricots,490,5.60,2.10,1,,1,,India
081320 - Prunes,"12,016",9.60,6.10,1,,1,,India
081330 - Apples,"16,337",3.20,0.00,1,,1,,India
081340 - Other fruit,"993,745",3.28,1.00,5,,4,,India
081350 - Mixtures of nuts or dried fruits of this Chapter,"39,282",6.86,3.01,7,,7,,India
"081400 Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions.","37,520",1.60,0.00,1,,1,,India
,2015,"337,391,062",6.67,4.49,124,23,82,2,India
080111 -- Desiccated,"1,077,404",0.00,0.00,1,,,,India
080112 -- In the inner shell (endocarp),"965,687",0.00,0.00,1,,,,India
080119 -- Other,"2,935,159",0.00,0.00,1,,,,India
080121 -- In shell,,0.00,0.00,1,,,,India
080122 -- Shelled,,0.00,0.00,1,,,,India
080131 -- In shell,"961,700",0.00,0.00,1,,,,India
080132 -- Shelled,"200,870,059",0.00,0.00,1,,,,India
080211 -- In shell,"4,514",2.80,1.05,2,,1,,India
080212 -- Shelled,"5,573",1.75,0.00,2,,1,,India
080221 -- In shell,"2,706",3.20,0.00,1,,1,,India
080222 -- Shelled,,3.20,0.00,1,,1,,India
080231 -- In shell,,4.00,0.00,1,,1,,India
080232 -- Shelled,"9,504,520",5.10,1.60,1,,1,,India
080241 -- In shell,,5.60,2.10,1,,1,,India
080242 -- Shelled,,5.60,2.10,1,,1,,India
080251 -- In shell,474,1.60,0.00,1,,1,,India
080252 -- Shelled,,1.60,0.00,1,,1,,India
080261 -- In shell,,2.00,0.00,1,,1,,India
080262 -- Shelled,,2.00,0.00,1,,1,,India
080270 - Kola nuts (Cola spp.),"436,238",0.00,0.00,1,,,,India
080280 - Areca nuts,"403,826",0.00,0.00,1,,,,India
080290 - Other,"427,873",1.33,0.00,3,,2,,India
080310 - Plantains,"7,986",16.00,12.50,2,,2,,India
080390 - Other,"147,296",16.00,12.50,2,1,1,,India
080410 - Dates,"115,773",7.70,4.20,1,,1,,India
080420 - Figs,"24,899",6.80,3.30,2,,2,,India
080430 - Pineapples,"1,454",5.80,2.30,1,,1,,India
080440 - Avocados,,4.00,0.00,1,,1,,India
"080450 - Guavas, mangoes and mangosteens","5,812,152",0.00,0.00,1,,,,India
080510 - Oranges,705,16.00,16.00,2,1,,,India
"080520 - Mandarins (including tangerines and satsumas); clementines, wilkings and similar citrus hybrids",,,,5,5,,,India
"080540 - Grapefruit, including pomelos",34,1.50,0.00,1,,1,,India
"080550 - Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia, Citrus latifolia)",,12.80,8.90,2,1,1,,India
080590 - Other,"1,558",12.80,9.30,1,,1,,India
080610 - Fresh,"84,037,255",14.40,9.45,2,1,2,,India
080620 - Dried,"4,596,494",2.40,0.00,3,,3,,India
080711 -- Watermelons,,8.80,5.30,1,,1,,India
080719 -- Other,865,8.80,5.30,1,,1,,India
080720 - Papaws (papayas),"64,235",0.00,0.00,1,,,,India
080810 - Apples,,,,2,2,,,India
080830 - Pears,"27,260",,,2,2,,,India
080840 - Quinces,,7.20,3.70,1,,1,,India
080910 - Apricots,,,16.50,1,1,1,,India
080921 -- Sour cherries (Prunus cerasus),,,8.50,1,1,1,,India
080929 -- Other,,,8.50,1,1,1,,India
"080930 - Peaches, including nectarines",,,14.10,2,2,2,,India
080940 - Plums and sloes,,12.00,5.65,2,1,2,,India
081010 - Strawberries,,11.20,7.70,1,,1,,India
"081020 - Raspberries, blackberries, mulberries and loganberries",,9.20,5.70,2,,2,,India
"081030 - Black, white or red currants and gooseberries","7,334",9.07,5.57,3,,3,,India
"081040 - Cranberries, bilberries and other fruits of the genus Vaccinium",7,4.00,1.53,4,,3,,India
081050 - Kiwifruit,,8.80,5.30,1,,1,,India
081060 - Durians,,8.80,5.30,1,,1,,India
081070 - Persimmons,,8.80,5.30,1,,1,,India
081090 - Other,"2,675,833",4.40,2.65,2,,1,,India
081110 - Strawberries,,17.60,17.60,3,1,,,India
"081120 - Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries",,14.67,14.67,7,1,,,India
081190 - Other,"18,880,616",10.75,5.20,10,2,8,2,India
081210 - Cherries,,8.80,5.30,1,,1,,India
081290 - Other,"248,157",7.16,3.76,5,,5,,India
081310 - Apricots,317,5.60,2.10,1,,1,,India
081320 - Prunes,24,9.60,6.10,1,,1,,India
081330 - Apples,,3.20,0.00,1,,1,,India
081340 - Other fruit,"3,006,177",3.28,1.00,5,,4,,India
081350 - Mixtures of nuts or dried fruits of this Chapter,"46,815",6.86,3.01,7,,7,,India
"081400 Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions.","92,082",1.60,0.00,1,,1,,India
,2014,"388,009,046",6.67,4.49,124,23,82,2,India
080111 -- Desiccated,"705,873",0.00,0.00,1,,,,India
080112 -- In the inner shell (endocarp),"666,670",0.00,0.00,1,,,,India
080119 -- Other,"2,771,220",0.00,0.00,1,,,,India
080121 -- In shell,,0.00,0.00,1,,,,India
080122 -- Shelled,"10,139",0.00,0.00,1,,,,India
080131 -- In shell,"677,310",0.00,0.00,1,,,,India
080132 -- Shelled,"204,147,689",0.00,0.00,1,,,,India
080211 -- In shell,"1,823",2.80,1.05,2,,1,,India
080212 -- Shelled,"34,492",1.75,0.00,2,,1,,India
080221 -- In shell,,3.20,0.00,1,,1,,India
080222 -- Shelled,,3.20,0.00,1,,1,,India
080231 -- In shell,,4.00,0.00,1,,1,,India
080232 -- Shelled,"15,648,954",5.10,1.60,1,,1,,India
080241 -- In shell,,5.60,2.10,1,,1,,India
080242 -- Shelled,,5.60,2.10,1,,1,,India
080251 -- In shell,,1.60,0.00,1,,1,,India
080252 -- Shelled,1,1.60,0.00,1,,1,,India
080261 -- In shell,,2.00,0.00,1,,1,,India
080262 -- Shelled,"108,480",2.00,0.00,1,,1,,India
080270 - Kola nuts (Cola spp.),"331,348",0.00,0.00,1,,,,India
080280 - Areca nuts,"288,486",0.00,0.00,1,,,,India
080290 - Other,"244,191",1.33,0.00,3,,2,,India
080310 - Plantains,"2,531",16.00,12.50,2,,2,,India
080390 - Other,"144,103",16.00,12.50,2,1,1,,India
080410 - Dates,"163,622",7.70,4.20,1,,1,,India
080420 - Figs,218,6.80,3.30,2,,2,,India
080430 - Pineapples,"3,164",5.80,2.30,1,,1,,India
080440 - Avocados,11,4.00,0.00,1,,1,,India
"080450 - Guavas, mangoes and mangosteens","1,550,116",0.00,0.00,1,,,,India
080510 - Oranges,"3,349",16.00,16.00,2,1,,,India
"080520 - Mandarins (including tangerines and satsumas); clementines, wilkings and similar citrus hybrids","2,009",,,5,5,,,India
"080540 - Grapefruit, including pomelos",,1.50,0.00,1,,1,,India
"080550 - Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia, Citrus latifolia)","19,445",12.80,8.90,2,1,1,,India
080590 - Other,"5,538",12.80,9.30,1,,1,,India
080610 - Fresh,"134,894,113",14.40,9.45,2,1,2,,India
080620 - Dried,"4,081,140",2.40,0.00,3,,3,,India
080711 -- Watermelons,,8.80,5.30,1,,1,,India
080719 -- Other,37,8.80,5.30,1,,1,,India
080720 - Papaws (papayas),"28,290",0.00,0.00,1,,,,India
080810 - Apples,,,,2,2,,,India
080830 - Pears,,,,2,2,,,India
080840 - Quinces,,7.20,3.70,1,,1,,India
080910 - Apricots,,,16.50,1,1,1,,India
080921 -- Sour cherries (Prunus cerasus),,,8.50,1,1,1,,India
080929 -- Other,,,8.50,1,1,1,,India
"080930 - Peaches, including nectarines",,,14.10,2,2,2,,India
080940 - Plums and sloes,,12.00,5.65,2,1,2,,India
081010 - Strawberries,,11.20,7.70,1,,1,,India
"081020 - Raspberries, blackberries, mulberries and loganberries",,9.20,5.70,2,,2,,India
"081030 - Black, white or red currants and gooseberries","4,368",9.07,5.57,3,,3,,India
"081040 - Cranberries, bilberries and other fruits of the genus Vaccinium",,4.00,1.53,4,,3,,India
081050 - Kiwifruit,,8.80,5.30,1,,1,,India
081060 - Durians,,8.80,5.30,1,,1,,India
081070 - Persimmons,,8.80,5.30,1,,1,,India
081090 - Other,"2,751,506",4.40,2.65,2,,1,,India
081110 - Strawberries,,17.60,17.60,3,1,,,India
"081120 - Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries",,14.67,14.67,7,1,,,India
081190 - Other,"14,322,077",10.75,5.20,10,2,8,2,India
081210 - Cherries,,8.80,5.30,1,,1,,India
081290 - Other,"375,927",7.16,3.76,5,,5,,India
081310 - Apricots,257,5.60,2.10,1,,1,,India
081320 - Prunes,"23,510",9.60,6.10,1,,1,,India
081330 - Apples,,3.20,0.00,1,,1,,India
081340 - Other fruit,"3,910,504",3.28,1.00,5,,4,,India
081350 - Mixtures of nuts or dried fruits of this Chapter,"29,885",6.86,3.01,7,,7,,India
"081400 Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions.","56,649",1.60,0.00,1,,1,,India
,2013,"376,426,951",6.67,4.49,124,23,82,2,India
080111 -- Desiccated,"713,348",0.00,0.00,1,,,,India
080112 -- In the inner shell (endocarp),"697,570",0.00,0.00,1,,,,India
080119 -- Other,"1,701,879",0.00,0.00,1,,,,India
080121 -- In shell,,0.00,0.00,1,,,,India
080122 -- Shelled,"944,582",0.00,0.00,1,,,,India
080131 -- In shell,"403,851",0.00,0.00,1,,,,India
080132 -- Shelled,"193,095,497",0.00,0.00,1,,,,India
080211 -- In shell,,2.80,1.05,2,,1,,India
080212 -- Shelled,"121,807",1.75,0.00,2,,1,,India
080221 -- In shell,"3,041",3.20,0.00,1,,1,,India
080222 -- Shelled,,3.20,0.00,1,,1,,India
080231 -- In shell,11,4.00,0.00,1,,1,,India
080232 -- Shelled,"19,812,770",5.10,1.60,1,,1,,India
080241 -- In shell,,5.60,2.10,1,,1,,India
080242 -- Shelled,,5.60,2.10,1,,1,,India
080251 -- In shell,11,1.60,0.00,1,,1,,India
080252 -- Shelled,903,1.60,0.00,1,,1,,India
080261 -- In shell,,2.00,0.00,1,,1,,India
080262 -- Shelled,,2.00,0.00,1,,1,,India
080270 - Kola nuts (Cola spp.),"307,782",0.00,0.00,1,,,,India
080280 - Areca nuts,"262,369",0.00,0.00,1,,,,India
080290 - Other,"314,892",1.33,0.00,3,,2,,India
080310 - Plantains,"3,127",16.00,12.50,2,,2,,India
080390 - Other,"117,044",16.00,12.50,2,1,1,,India
080410 - Dates,"65,082",7.70,4.20,1,,1,,India
080420 - Figs,121,6.80,3.30,2,,2,,India
080430 - Pineapples,452,5.80,2.30,1,,1,,India
080440 - Avocados,,4.00,0.00,1,,1,,India
"080450 - Guavas, mangoes and mangosteens","11,978,283",0.00,0.00,1,,,,India
080510 - Oranges,,16.00,16.00,2,1,,,India
"080520 - Mandarins (including tangerines and satsumas); clementines, wilkings and similar citrus hybrids",,,,5,5,,,India
"080540 - Grapefruit, including pomelos",,1.50,0.00,1,,1,,India
"080550 - Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia, Citrus latifolia)","2,829",12.80,8.90,2,1,1,,India
080590 - Other,,12.80,9.30,1,,1,,India
080610 - Fresh,"121,292,445",14.40,9.45,2,1,2,,India
080620 - Dried,"4,828,078",2.40,0.00,3,,3,,India
080711 -- Watermelons,412,8.80,5.30,1,,1,,India
080719 -- Other,,8.80,5.30,1,,1,,India
080720 - Papaws (papayas),"42,319",0.00,0.00,1,,,,India
080810 - Apples,,,,2,2,,,India
080830 - Pears,,,,2,2,,,India
080840 - Quinces,,7.20,3.70,1,,1,,India
080910 - Apricots,,,16.50,1,1,1,,India
080921 -- Sour cherries (Prunus cerasus),,,8.50,1,1,1,,India
080929 -- Other,,,8.50,1,1,1,,India
"080930 - Peaches, including nectarines",,,14.10,2,2,2,,India
080940 - Plums and sloes,,12.00,5.65,2,1,2,,India
081010 - Strawberries,,11.20,7.70,1,,1,,India
"081020 - Raspberries, blackberries, mulberries and loganberries",,9.20,5.70,2,,2,,India
"081030 - Black, white or red currants and gooseberries","1,062",9.07,5.57,3,,3,,India
"081040 - Cranberries, bilberries and other fruits of the genus Vaccinium","1,687",4.00,1.53,4,,3,,India
081050 - Kiwifruit,,8.80,5.30,1,,1,,India
081060 - Durians,,8.80,5.30,1,,1,,India
081070 - Persimmons,,8.80,5.30,1,,1,,India
081090 - Other,"3,489,507",4.40,2.65,2,,1,,India
081110 - Strawberries,"9,230",17.60,17.60,3,1,,,India
"081120 - Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries",,14.67,14.67,7,1,,,India
081190 - Other,"11,791,093",10.75,5.20,10,2,8,2,India
081210 - Cherries,,8.80,5.30,1,,1,,India
081290 - Other,"491,891",7.16,3.76,5,,5,,India
081310 - Apricots,425,5.60,2.10,1,,1,,India
081320 - Prunes,133,9.60,6.10,1,,1,,India
081330 - Apples,228,3.20,0.00,1,,1,,India
081340 - Other fruit,"3,807,603",3.28,1.00,5,,4,,India
081350 - Mixtures of nuts or dried fruits of this Chapter,"20,624",6.86,3.01,7,,7,,India
"081400 Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions.","102,963",1.60,0.00,1,,1,,India
,2012,"329,964,781",7.14,4.49,124,16,82,2,India
080111 -- Desiccated,"1,016,532",0.00,0.00,1,,,,India
080112 -- In the inner shell (endocarp),"349,087",0.00,0.00,1,,,,India
080119 -- Other,"1,157,969",0.00,0.00,1,,,,India
080121 -- In shell,,0.00,0.00,1,,,,India
080122 -- Shelled,437,0.00,0.00,1,,,,India
080131 -- In shell,"783,793",0.00,0.00,1,,,,India
080132 -- Shelled,"198,705,752",0.00,0.00,1,,,,India
080211 -- In shell,,2.80,1.05,2,,1,,India
080212 -- Shelled,"5,527",1.75,0.00,2,,1,,India
080221 -- In shell,"1,093",3.20,0.00,1,,1,,India
080222 -- Shelled,"91,003",3.20,0.00,1,,1,,India
080231 -- In shell,87,4.00,0.00,1,,1,,India
080232 -- Shelled,"24,231,824",5.10,1.60,1,,1,,India
080241 -- In shell,,5.60,2.10,1,,1,,India
080242 -- Shelled,,5.60,2.10,1,,1,,India
080251 -- In shell,270,1.60,0.00,1,,1,,India
080252 -- Shelled,,1.60,0.00,1,,1,,India
080261 -- In shell,,2.00,0.00,1,,1,,India
080262 -- Shelled,,2.00,0.00,1,,1,,India
080270 - Kola nuts (Cola spp.),"526,530",0.00,0.00,1,,,,India
080280 - Areca nuts,"269,242",0.00,0.00,1,,,,India
080290 - Other,"524,666",1.33,0.00,3,,2,,India
080310 - Plantains,643,16.00,12.50,2,,2,,India
080390 - Other,"87,934",16.00,12.50,2,1,1,,India
080410 - Dates,"76,463",7.70,4.20,1,,1,,India
080420 - Figs,,6.80,3.30,2,,2,,India
080430 - Pineapples,"9,383",5.80,2.30,1,,1,,India
080440 - Avocados,,4.00,0.00,1,,1,,India
"080450 - Guavas, mangoes and mangosteens","7,769,299",0.00,0.00,1,,,,India
080510 - Oranges,,16.00,16.00,2,1,,,India
