Importer,Year,Value,Ad val. duties,Number of lines,Russian Federation
,(US$),Simple average,MFN duties,Pref. duties,Russian Federation
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Russian Federation
950669 - - Other,,10.00,10.00,5,,,,Russian Federation
"950670 - Ice skates and roller skates, including skating boots with skates attached",,10.00,10.00,1,,,,Russian Federation
"950691 - - Articles and equipment for general physical exercise, gymnastics or athletics",,10.00,10.00,2,,,,Russian Federation
950699 - - Other,,10.00,10.00,9,,,,Russian Federation
950710 - Fishing rods,,10.00,10.00,1,,,,Russian Federation
"950720 - Fish-hooks, whether or not snelled",,10.00,10.00,1,,,,Russian Federation
950730 - Fishing reels,,10.00,10.00,1,,,,Russian Federation
950790 - Other,,10.00,10.00,2,,,,Russian Federation
950810 - Travelling circuses and travelling menageries,,10.00,10.00,1,,,,Russian Federation
950890 - Other,,10.00,10.00,1,,,,Russian Federation
,2016,"68,978",9.09,9.09,55,,,,Russian Federation
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","14,089",10.00,10.00,4,,,,Russian Federation
950420 - Articles and accessories for billiards of all kinds,,10.00,10.00,1,,,,Russian Federation
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment",,10.00,10.00,1,,,,Russian Federation
950440 - Playing cards,,10.00,10.00,1,,,,Russian Federation
"950450 -Video game consoles and machines, other than those of subheading 9504.30",,10.00,10.00,1,,,,Russian Federation
950490 - Other,"5,166",10.00,10.00,3,,,,Russian Federation
950510 - Articles for Christmas festivities,,10.00,10.00,1,,,,Russian Federation
950590 - Other,94,10.00,10.00,2,,,,Russian Federation
950611 -- Skis,,0.00,0.00,1,,,,Russian Federation
950612 -- Ski-fastenings (ski-bindings),,0.00,0.00,1,,,,Russian Federation
950619 -- Other,,0.00,0.00,1,,,,Russian Federation
950621 -- Sailboards,,0.00,0.00,1,,,,Russian Federation
950629 -- Other,,0.00,0.00,1,,,,Russian Federation
"950631 -- Clubs, complete",,10.00,10.00,1,,,,Russian Federation
950632 -- Balls,,10.00,10.00,1,,,,Russian Federation
950639 -- Other,,10.00,10.00,1,,,,Russian Federation
950640 - Articles and equipment for table-tennis,,10.00,10.00,1,,,,Russian Federation
"950651 -- Lawn-tennis rackets, whether or not strung",,10.00,10.00,1,,,,Russian Federation
950659 -- Other,,10.00,10.00,2,,,,Russian Federation
950661 -- Lawn-tennis balls,,10.00,10.00,1,,,,Russian Federation
950662 -- Inflatable,,10.00,10.00,4,,,,Russian Federation
950669 -- Other,,10.00,10.00,5,,,,Russian Federation
"950670 - Ice skates and roller skates, including skating boots with skates attached",,10.00,10.00,1,,,,Russian Federation
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","37,275",10.00,10.00,2,,,,Russian Federation
950699 -- Other,"12,354",10.00,10.00,9,,,,Russian Federation
950710 - Fishing rods,,10.00,10.00,1,,,,Russian Federation
"950720 - Fish-hooks, whether or not snelled",,10.00,10.00,1,,,,Russian Federation
950730 - Fishing reels,,10.00,10.00,1,,,,Russian Federation
950790 - Other,,10.00,10.00,2,,,,Russian Federation
950810 - Travelling circuses and travelling menageries,,10.00,10.00,1,,,,Russian Federation
950890 - Other,,10.00,10.00,1,,,,Russian Federation
,2015,"15,958",9.07,9.07,55,1,,,Russian Federation
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","1,221",10.00,10.00,4,,,,Russian Federation
950420 - Articles and accessories for billiards of all kinds,"2,522",10.00,10.00,1,,,,Russian Federation
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment",,10.00,10.00,1,,,,Russian Federation
950440 - Playing cards,,10.00,10.00,1,,,,Russian Federation
"950450 -Video game consoles and machines, other than those of subheading 9504.30",,10.00,10.00,1,,,,Russian Federation
950490 - Other,,10.00,10.00,3,1,,,Russian Federation
950510 - Articles for Christmas festivities,,10.00,10.00,1,,,,Russian Federation
950590 - Other,21,10.00,10.00,2,,,,Russian Federation
950611 -- Skis,,0.00,0.00,1,,,,Russian Federation
950612 -- Ski-fastenings (ski-bindings),,0.00,0.00,1,,,,Russian Federation
950619 -- Other,,0.00,0.00,1,,,,Russian Federation
950621 -- Sailboards,,0.00,0.00,1,,,,Russian Federation
950629 -- Other,,0.00,0.00,1,,,,Russian Federation
"950631 -- Clubs, complete",,10.00,10.00,1,,,,Russian Federation
950632 -- Balls,,10.00,10.00,1,,,,Russian Federation
950639 -- Other,,10.00,10.00,1,,,,Russian Federation
950640 - Articles and equipment for table-tennis,,10.00,10.00,1,,,,Russian Federation
"950651 -- Lawn-tennis rackets, whether or not strung",,10.00,10.00,1,,,,Russian Federation
950659 -- Other,,10.00,10.00,2,,,,Russian Federation
950661 -- Lawn-tennis balls,,10.00,10.00,1,,,,Russian Federation
950662 -- Inflatable,,10.00,10.00,4,,,,Russian Federation
950669 -- Other,,10.00,10.00,5,,,,Russian Federation
"950670 - Ice skates and roller skates, including skating boots with skates attached",,10.00,10.00,1,,,,Russian Federation
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics",,10.00,10.00,2,,,,Russian Federation
950699 -- Other,"12,194",10.00,10.00,9,,,,Russian Federation
950710 - Fishing rods,,10.00,10.00,1,,,,Russian Federation
"950720 - Fish-hooks, whether or not snelled",,10.00,10.00,1,,,,Russian Federation
950730 - Fishing reels,,10.00,10.00,1,,,,Russian Federation
950790 - Other,,10.00,10.00,2,,,,Russian Federation
950810 - Travelling circuses and travelling menageries,,10.00,10.00,1,,,,Russian Federation
950890 - Other,,10.00,10.00,1,,,,Russian Federation
,2014,"41,472",9.09,9.09,55,,,,Russian Federation
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.",334,10.00,10.00,4,,,,Russian Federation
950420 - Articles and accessories for billiards of all kinds,,10.00,10.00,1,,,,Russian Federation
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment","4,993",10.00,10.00,1,,,,Russian Federation
950440 - Playing cards,,10.00,10.00,1,,,,Russian Federation
"950450 -Video game consoles and machines, other than those of subheading 9504.30",,10.00,10.00,1,,,,Russian Federation
950490 - Other,,10.00,10.00,3,,,,Russian Federation
950510 - Articles for Christmas festivities,,10.00,10.00,1,,,,Russian Federation
950590 - Other,,10.00,10.00,2,,,,Russian Federation
950611 -- Skis,,0.00,0.00,1,,,,Russian Federation
950612 -- Ski-fastenings (ski-bindings),,0.00,0.00,1,,,,Russian Federation
950619 -- Other,,0.00,0.00,1,,,,Russian Federation
950621 -- Sailboards,,0.00,0.00,1,,,,Russian Federation
950629 -- Other,,0.00,0.00,1,,,,Russian Federation
"950631 -- Clubs, complete",,10.00,10.00,1,,,,Russian Federation
950632 -- Balls,,10.00,10.00,1,,,,Russian Federation
950639 -- Other,,10.00,10.00,1,,,,Russian Federation
950640 - Articles and equipment for table-tennis,,10.00,10.00,1,,,,Russian Federation
"950651 -- Lawn-tennis rackets, whether or not strung",,10.00,10.00,1,,,,Russian Federation
950659 -- Other,,10.00,10.00,2,,,,Russian Federation
950661 -- Lawn-tennis balls,,10.00,10.00,1,,,,Russian Federation
950662 -- Inflatable,,10.00,10.00,4,,,,Russian Federation
950669 -- Other,,10.00,10.00,5,,,,Russian Federation
"950670 - Ice skates and roller skates, including skating boots with skates attached",,10.00,10.00,1,,,,Russian Federation
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics",,10.00,10.00,2,,,,Russian Federation
950699 -- Other,"15,071",10.00,10.00,9,,,,Russian Federation
950710 - Fishing rods,,10.00,10.00,1,,,,Russian Federation
"950720 - Fish-hooks, whether or not snelled",,10.00,10.00,1,,,,Russian Federation
950730 - Fishing reels,,10.00,10.00,1,,,,Russian Federation
950790 - Other,,10.00,10.00,2,,,,Russian Federation
950810 - Travelling circuses and travelling menageries,,10.00,10.00,1,,,,Russian Federation
950890 - Other,"21,074",10.00,10.00,1,,,,Russian Federation
,2013,"12,897",9.09,9.09,55,,,,Russian Federation
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.",,10.00,10.00,4,,,,Russian Federation
950420 - Articles and accessories for billiards of all kinds,,10.00,10.00,1,,,,Russian Federation
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment",,10.00,10.00,1,,,,Russian Federation
950440 - Playing cards,,10.00,10.00,1,,,,Russian Federation
"950450 -Video game consoles and machines, other than those of subheading 9504.30",,10.00,10.00,1,,,,Russian Federation
950490 - Other,,10.00,10.00,3,,,,Russian Federation
950510 - Articles for Christmas festivities,,10.00,10.00,1,,,,Russian Federation
950590 - Other,728,10.00,10.00,2,,,,Russian Federation
950611 -- Skis,,0.00,0.00,1,,,,Russian Federation
950612 -- Ski-fastenings (ski-bindings),,0.00,0.00,1,,,,Russian Federation
950619 -- Other,,0.00,0.00,1,,,,Russian Federation
950621 -- Sailboards,,0.00,0.00,1,,,,Russian Federation
950629 -- Other,,0.00,0.00,1,,,,Russian Federation
"950631 -- Clubs, complete",,10.00,10.00,1,,,,Russian Federation
950632 -- Balls,,10.00,10.00,1,,,,Russian Federation
950639 -- Other,,10.00,10.00,1,,,,Russian Federation
950640 - Articles and equipment for table-tennis,,10.00,10.00,1,,,,Russian Federation
"950651 -- Lawn-tennis rackets, whether or not strung",,10.00,10.00,1,,,,Russian Federation
950659 -- Other,,10.00,10.00,2,,,,Russian Federation
950661 -- Lawn-tennis balls,,10.00,10.00,1,,,,Russian Federation
950662 -- Inflatable,,10.00,10.00,4,,,,Russian Federation
950669 -- Other,,10.00,10.00,5,,,,Russian Federation
"950670 - Ice skates and roller skates, including skating boots with skates attached",,10.00,10.00,1,,,,Russian Federation
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics",,10.00,10.00,2,,,,Russian Federation
950699 -- Other,"12,169",10.00,10.00,9,,,,Russian Federation
950710 - Fishing rods,,10.00,10.00,1,,,,Russian Federation
"950720 - Fish-hooks, whether or not snelled",,10.00,10.00,1,,,,Russian Federation
950730 - Fishing reels,,10.00,10.00,1,,,,Russian Federation
950790 - Other,,10.00,10.00,2,,,,Russian Federation
950810 - Travelling circuses and travelling menageries,,10.00,10.00,1,,,,Russian Federation
950890 - Other,,10.00,10.00,1,,,,Russian Federation
,2012,"91,118",9.09,9.09,55,,,,Russian Federation
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.",,10.00,10.00,4,,,,Russian Federation
950420 - Articles and accessories for billiards of all kinds,,10.00,10.00,1,,,,Russian Federation
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment",,10.00,10.00,1,,,,Russian Federation
950440 - Playing cards,,10.00,10.00,1,,,,Russian Federation
"950450 -Video game consoles and machines, other than those of subheading 9504.30",,10.00,10.00,1,,,,Russian Federation
950490 - Other,,10.00,10.00,3,,,,Russian Federation
950510 - Articles for Christmas festivities,,10.00,10.00,1,,,,Russian Federation
950590 - Other,"6,183",10.00,10.00,2,,,,Russian Federation
950611 -- Skis,,0.00,0.00,1,,,,Russian Federation
950612 -- Ski-fastenings (ski-bindings),,0.00,0.00,1,,,,Russian Federation
950619 -- Other,,0.00,0.00,1,,,,Russian Federation
950621 -- Sailboards,,0.00,0.00,1,,,,Russian Federation
950629 -- Other,,0.00,0.00,1,,,,Russian Federation
"950631 -- Clubs, complete",,10.00,10.00,1,,,,Russian Federation
950632 -- Balls,,10.00,10.00,1,,,,Russian Federation
950639 -- Other,,10.00,10.00,1,,,,Russian Federation
950640 - Articles and equipment for table-tennis,,10.00,10.00,1,,,,Russian Federation
"950651 -- Lawn-tennis rackets, whether or not strung",,10.00,10.00,1,,,,Russian Federation
950659 -- Other,,10.00,10.00,2,,,,Russian Federation
950661 -- Lawn-tennis balls,,10.00,10.00,1,,,,Russian Federation
950662 -- Inflatable,,10.00,10.00,4,,,,Russian Federation
950669 -- Other,,10.00,10.00,5,,,,Russian Federation
"950670 - Ice skates and roller skates, including skating boots with skates attached",,10.00,10.00,1,,,,Russian Federation
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics",,10.00,10.00,2,,,,Russian Federation
950699 -- Other,"21,599",10.00,10.00,9,,,,Russian Federation
950710 - Fishing rods,,10.00,10.00,1,,,,Russian Federation
"950720 - Fish-hooks, whether or not snelled",,10.00,10.00,1,,,,Russian Federation
950730 - Fishing reels,,10.00,10.00,1,,,,Russian Federation
950790 - Other,,10.00,10.00,2,,,,Russian Federation
950810 - Travelling circuses and travelling menageries,,10.00,10.00,1,,,,Russian Federation
950890 - Other,"63,336",10.00,10.00,1,,,,Russian Federation
,2011,"287,006",9.09,9.09,55,,,,Russian Federation
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","187,082",10.00,10.00,4,,,,Russian Federation
950420 - Articles and accessories for billiards of all kinds,,10.00,10.00,1,,,,Russian Federation
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment",,10.00,10.00,1,,,,Russian Federation
950440 - Playing cards,,10.00,10.00,1,,,,Russian Federation
"950450 -Video game consoles and machines, other than those of subheading 9504.30",,10.00,10.00,1,,,,Russian Federation
950490 - Other,526,10.00,10.00,3,,,,Russian Federation
950510 - Articles for Christmas festivities,,10.00,10.00,1,,,,Russian Federation
950590 - Other,"10,226",10.00,10.00,2,,,,Russian Federation
950611 -- Skis,,0.00,0.00,1,,,,Russian Federation
950612 -- Ski-fastenings (ski-bindings),,0.00,0.00,1,,,,Russian Federation
950619 -- Other,,0.00,0.00,1,,,,Russian Federation
950621 -- Sailboards,,0.00,0.00,1,,,,Russian Federation
950629 -- Other,,0.00,0.00,1,,,,Russian Federation
"950631 -- Clubs, complete",,10.00,10.00,1,,,,Russian Federation
950632 -- Balls,,10.00,10.00,1,,,,Russian Federation
950639 -- Other,,10.00,10.00,1,,,,Russian Federation
950640 - Articles and equipment for table-tennis,,10.00,10.00,1,,,,Russian Federation
"950651 -- Lawn-tennis rackets, whether or not strung",,10.00,10.00,1,,,,Russian Federation
950659 -- Other,,10.00,10.00,2,,,,Russian Federation
950661 -- Lawn-tennis balls,,10.00,10.00,1,,,,Russian Federation
950662 -- Inflatable,,10.00,10.00,4,,,,Russian Federation
950669 -- Other,"2,369",10.00,10.00,5,,,,Russian Federation
"950670 - Ice skates and roller skates, including skating boots with skates attached","1,847",10.00,10.00,1,,,,Russian Federation
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","17,656",10.00,10.00,2,,,,Russian Federation
950699 -- Other,"49,653",10.00,10.00,9,,,,Russian Federation
950710 - Fishing rods,,10.00,10.00,1,,,,Russian Federation
"950720 - Fish-hooks, whether or not snelled",,10.00,10.00,1,,,,Russian Federation
950730 - Fishing reels,,10.00,10.00,1,,,,Russian Federation
950790 - Other,,10.00,10.00,2,,,,Russian Federation
950810 - Travelling circuses and travelling menageries,,10.00,10.00,1,,,,Russian Federation
950890 - Other,"17,647",10.00,10.00,1,,,,Russian Federation
,2010,"23,993",10.00,10.00,56,,,,Russian Federation
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.",,10.00,10.00,4,,,,Russian Federation
950410 - Video games of a kind used with a television receiver,,10.00,10.00,1,,,,Russian Federation
950420 - Articles and accessories for billiards of all kinds,,10.00,10.00,1,,,,Russian Federation
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by other means of payment, other than bowling alley equipment",,10.00,10.00,3,,,,Russian Federation
950440 - Playing cards,,10.00,10.00,1,,,,Russian Federation
950490 - Other,,10.00,10.00,2,,,,Russian Federation
950510 - Articles for Christmas festivities,,10.00,10.00,1,,,,Russian Federation
950590 - Other,,10.00,10.00,2,,,,Russian Federation
950611 -- Skis,,10.00,10.00,1,,,,Russian Federation
950612 -- Ski-fastenings (ski-bindings),,10.00,10.00,1,,,,Russian Federation
950619 -- Other,,10.00,10.00,1,,,,Russian Federation
950621 -- Sailboards,,10.00,10.00,1,,,,Russian Federation
950629 -- Other,,10.00,10.00,1,,,,Russian Federation
"950631 -- Clubs, complete",,10.00,10.00,1,,,,Russian Federation
950632 -- Balls,,10.00,10.00,1,,,,Russian Federation
950639 -- Other,,10.00,10.00,1,,,,Russian Federation
950640 - Articles and equipment for table-tennis,,10.00,10.00,1,,,,Russian Federation
"950651 -- Lawn-tennis rackets, whether or not strung",,10.00,10.00,1,,,,Russian Federation
950659 -- Other,,10.00,10.00,2,,,,Russian Federation
950661 -- Lawn-tennis balls,,10.00,10.00,1,,,,Russian Federation
950662 -- Inflatable,,10.00,10.00,4,,,,Russian Federation
950669 -- Other,"11,633",10.00,10.00,5,,,,Russian Federation
"950670 - Ice skates and roller skates, including skating boots with skates attached",,10.00,10.00,1,,,,Russian Federation
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics",,10.00,10.00,2,,,,Russian Federation
950699 -- Other,"12,361",10.00,10.00,9,,,,Russian Federation
950710 - Fishing rods,,10.00,10.00,1,,,,Russian Federation
"950720 - Fish-hooks, whether or not snelled",,10.00,10.00,1,,,,Russian Federation
950730 - Fishing reels,,10.00,10.00,1,,,,Russian Federation
950790 - Other,,10.00,10.00,2,,,,Russian Federation
950810 - Travelling circuses and travelling menageries,,10.00,10.00,1,,,,Russian Federation
950890 - Other,,10.00,10.00,1,,,,Russian Federation
,2009,"37,674",10.00,10.00,56,,,,Russian Federation
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.",,10.00,10.00,4,,,,Russian Federation
950410 - Video games of a kind used with a television receiver,,10.00,10.00,1,,,,Russian Federation
950420 - Articles and accessories for billiards of all kinds,,10.00,10.00,1,,,,Russian Federation
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by other means of payment, other than bowling alley equipment",,10.00,10.00,3,,,,Russian Federation
950440 - Playing cards,,10.00,10.00,1,,,,Russian Federation
950490 - Other,,10.00,10.00,2,,,,Russian Federation
950510 - Articles for Christmas festivities,,10.00,10.00,1,,,,Russian Federation
950590 - Other,,10.00,10.00,2,,,,Russian Federation
950611 -- Skis,,10.00,10.00,1,,,,Russian Federation
950612 -- Ski-fastenings (ski-bindings),,10.00,10.00,1,,,,Russian Federation
950619 -- Other,"5,595",10.00,10.00,1,,,,Russian Federation
950621 -- Sailboards,,10.00,10.00,1,,,,Russian Federation
950629 -- Other,,10.00,10.00,1,,,,Russian Federation
"950631 -- Clubs, complete",,10.00,10.00,1,,,,Russian Federation
950632 -- Balls,,10.00,10.00,1,,,,Russian Federation
950639 -- Other,,10.00,10.00,1,,,,Russian Federation
950640 - Articles and equipment for table-tennis,,10.00,10.00,1,,,,Russian Federation
"950651 -- Lawn-tennis rackets, whether or not strung",,10.00,10.00,1,,,,Russian Federation
950659 -- Other,,10.00,10.00,2,,,,Russian Federation
950661 -- Lawn-tennis balls,,10.00,10.00,1,,,,Russian Federation
950662 -- Inflatable,,10.00,10.00,4,,,,Russian Federation
950669 -- Other,,10.00,10.00,5,,,,Russian Federation
"950670 - Ice skates and roller skates, including skating boots with skates attached",,10.00,10.00,1,,,,Russian Federation
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","7,972",10.00,10.00,2,,,,Russian Federation
950699 -- Other,"24,107",10.00,10.00,9,,,,Russian Federation
950710 - Fishing rods,,10.00,10.00,1,,,,Russian Federation
"950720 - Fish-hooks, whether or not snelled",,10.00,10.00,1,,,,Russian Federation
950730 - Fishing reels,,10.00,10.00,1,,,,Russian Federation
950790 - Other,,10.00,10.00,2,,,,Russian Federation
950810 - Travelling circuses and travelling menageries,,10.00,10.00,1,,,,Russian Federation
950890 - Other,,10.00,10.00,1,,,,Russian Federation
,2008,"1,468,690",10.00,10.00,56,,,,Russian Federation
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","1,453,107",10.00,10.00,4,,,,Russian Federation
950410 - Video games of a kind used with a television receiver,,10.00,10.00,1,,,,Russian Federation
950420 - Articles and accessories for billiards of all kinds,,10.00,10.00,1,,,,Russian Federation
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by other means of payment, other than bowling alley equipment",,10.00,10.00,3,,,,Russian Federation
950440 - Playing cards,,10.00,10.00,1,,,,Russian Federation
950490 - Other,,10.00,10.00,2,,,,Russian Federation
950510 - Articles for Christmas festivities,,10.00,10.00,1,,,,Russian Federation
950590 - Other,,10.00,10.00,2,,,,Russian Federation
950611 -- Skis,,10.00,10.00,1,,,,Russian Federation
950612 -- Ski-fastenings (ski-bindings),,10.00,10.00,1,,,,Russian Federation
950619 -- Other,"15,583",10.00,10.00,1,,,,Russian Federation
950621 -- Sailboards,,10.00,10.00,1,,,,Russian Federation
950629 -- Other,,10.00,10.00,1,,,,Russian Federation
"950631 -- Clubs, complete",,10.00,10.00,1,,,,Russian Federation
950632 -- Balls,,10.00,10.00,1,,,,Russian Federation
950639 -- Other,,10.00,10.00,1,,,,Russian Federation
950640 - Articles and equipment for table-tennis,,10.00,10.00,1,,,,Russian Federation
"950651 -- Lawn-tennis rackets, whether or not strung",,10.00,10.00,1,,,,Russian Federation
950659 -- Other,,10.00,10.00,2,,,,Russian Federation
950661 -- Lawn-tennis balls,,10.00,10.00,1,,,,Russian Federation
950662 -- Inflatable,,10.00,10.00,4,,,,Russian Federation
950669 -- Other,,10.00,10.00,5,,,,Russian Federation
"950670 - Ice skates and roller skates, including skating boots with skates attached",,10.00,10.00,1,,,,Russian Federation
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics",,10.00,10.00,2,,,,Russian Federation
950699 -- Other,,10.00,10.00,9,,,,Russian Federation
950710 - Fishing rods,,10.00,10.00,1,,,,Russian Federation
"950720 - Fish-hooks, whether or not snelled",,10.00,10.00,1,,,,Russian Federation
950730 - Fishing reels,,10.00,10.00,1,,,,Russian Federation
950790 - Other,,10.00,10.00,2,,,,Russian Federation
950810 - Travelling circuses and travelling menageries,,10.00,10.00,1,,,,Russian Federation
950890 - Other,,10.00,10.00,1,,,,Russian Federation
,2007,"70,123",10.00,10.00,55,,,,Russian Federation
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","70,123",10.00,10.00,4,,,,Russian Federation
950410 - Video games of a kind used with a television receiver,,10.00,10.00,1,,,,Russian Federation
950420 - Articles and accessories for billiards of all kinds,,10.00,10.00,1,,,,Russian Federation
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by other means of payment, other than bowling alley equipment",,10.00,10.00,2,,,,Russian Federation
950440 - Playing cards,,10.00,10.00,1,,,,Russian Federation
950490 - Other,,10.00,10.00,2,,,,Russian Federation
