Importer,Year,Value,Ad val. duties,Number of lines,South Africa
,(US$),Simple average,MFN duties,Pref. duties,South Africa
,MFN,Best,All items,Non ad val.,All items,Non ad val.,South Africa
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,,0.00,3,3,3,,South Africa
"040620 - Grated or powdered cheese, of all kinds",,,0.00,1,1,1,,South Africa
"040630 - Processed cheese, not grated or powdered",,,0.00,4,4,4,,South Africa
040640 - Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,,,0.00,3,3,1,,South Africa
040690 - Other cheese,269,,0.00,32,32,11,,South Africa
040711 -- Of fowls of the species Gallus domesticus,,,0.00,1,1,1,,South Africa
040719 -- Other,,7.70,0.00,3,2,3,,South Africa
040721 -- Of fowls of the species Gallus domesticus,,,0.00,1,1,1,,South Africa
040729 -- Other,,7.70,0.00,2,1,2,,South Africa
040790 - Others,,7.70,0.00,2,1,2,,South Africa
040811 -- Dried,,0.00,0.00,2,1,1,,South Africa
040819 -- Other,,0.00,0.00,3,2,2,,South Africa
040891 -- Dried,,0.00,0.00,2,1,1,,South Africa
040899 -- Other,,0.00,0.00,2,1,1,,South Africa
040900 Natural honey.,"1,078",17.30,0.00,1,,1,,South Africa
"041000 Edible products of animal origin, not elsewhere specified or included.",,7.70,0.00,1,,1,,South Africa
,2015,"13,075",5.34,0.00,171,162,99,14,South Africa
"040110 - Of a fat content, by weight, not exceeding 1 %",3,,0.00,2,2,2,,South Africa
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",3,,0.00,4,4,4,,South Africa
"040140 - Of a fat content, by weight, exceeding 6 % but not exceeding 10 %",,,0.00,2,2,2,,South Africa
"040150 - Of a fat content, by weight, exceeding 10 %",465,,0.00,6,6,6,,South Africa
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %",50,,,4,4,,,South Africa
040221 -- Not containing added sugar or other sweetening matter,,,,4,4,,,South Africa
040229 -- Other,,,,5,5,,,South Africa
040291 -- Not containing added sugar or other sweetening matter,50,,0.00,6,6,6,,South Africa
040299 -- Other,190,,0.00,5,5,5,,South Africa
040310 - Yogurt,17,,0.00,12,12,12,6,South Africa
040390 - Other,62,,0.00,18,18,12,6,South Africa
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,,0.00,24,24,12,,South Africa
040490 - Other,,,,6,6,,,South Africa
040510 - Butter,,,,5,5,,,South Africa
040520 - Dairy spreads,,,,3,3,2,2,South Africa
040590 - Other,,,,2,2,,,South Africa
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,,0.00,3,3,3,,South Africa
"040620 - Grated or powdered cheese, of all kinds",,,0.00,1,1,1,,South Africa
"040630 - Processed cheese, not grated or powdered",,,0.00,4,4,4,,South Africa
040640 - Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,,,0.00,3,3,1,,South Africa
040690 - Other cheese,"1,007",,0.00,32,32,11,,South Africa
040711 -- Of fowls of the species Gallus domesticus,,,0.00,1,1,1,,South Africa
040719 -- Other,,7.70,0.00,3,2,3,,South Africa
040721 -- Of fowls of the species Gallus domesticus,,,0.00,1,1,1,,South Africa
040729 -- Other,,7.70,0.00,2,1,2,,South Africa
040790 - Others,,7.70,0.00,2,1,2,,South Africa
040811 -- Dried,,0.00,0.00,2,1,1,,South Africa
040819 -- Other,,0.00,0.00,3,2,2,,South Africa
040891 -- Dried,,0.00,0.00,2,1,1,,South Africa
040899 -- Other,,0.00,0.00,2,1,1,,South Africa
040900 Natural honey.,"11,228",17.30,0.00,1,,1,,South Africa
"041000 Edible products of animal origin, not elsewhere specified or included.",,7.70,0.00,1,,1,,South Africa
,2014,"87,645",5.77,0.17,172,161,97,14,South Africa
"040110 - Of a fat content, by weight, not exceeding 1 %","1,384",,0.00,2,2,2,,South Africa
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",,,0.00,4,4,4,,South Africa
"040140 - Of a fat content, by weight, exceeding 6 % but not exceeding 10 %",,,0.00,2,2,2,,South Africa
"040150 - Of a fat content, by weight, exceeding 10 %",,,0.00,6,6,6,,South Africa
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %",244,,,4,4,,,South Africa
040221 -- Not containing added sugar or other sweetening matter,,,,4,4,,,South Africa
040229 -- Other,,,,5,5,,,South Africa
040291 -- Not containing added sugar or other sweetening matter,340,,0.00,6,6,6,,South Africa
040299 -- Other,130,,0.00,5,5,5,,South Africa
040310 - Yogurt,122,,0.00,12,12,12,6,South Africa
040390 - Other,170,,0.00,18,18,12,6,South Africa
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","1,888",,0.00,24,24,12,,South Africa
040490 - Other,,,,6,6,,,South Africa
040510 - Butter,,,,5,5,,,South Africa
040520 - Dairy spreads,,,,3,3,2,2,South Africa
040590 - Other,,,,2,2,,,South Africa
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,,0.00,2,2,2,,South Africa
"040620 - Grated or powdered cheese, of all kinds",,7.70,3.85,2,1,1,,South Africa
"040630 - Processed cheese, not grated or powdered",,,0.00,4,4,4,,South Africa
040640 - Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,,,0.00,3,3,1,,South Africa
040690 - Other cheese,182,7.70,0.70,33,32,10,,South Africa
040711 -- Of fowls of the species Gallus domesticus,,,0.00,1,1,1,,South Africa
040719 -- Other,,7.70,0.00,3,2,3,,South Africa
040721 -- Of fowls of the species Gallus domesticus,,,0.00,1,1,1,,South Africa
040729 -- Other,,7.70,0.00,2,1,2,,South Africa
040790 - Others,,7.70,0.00,2,1,2,,South Africa
040811 -- Dried,,0.00,0.00,2,1,1,,South Africa
040819 -- Other,,0.00,0.00,3,2,2,,South Africa
040891 -- Dried,223,0.00,0.00,2,1,1,,South Africa
040899 -- Other,,0.00,0.00,2,1,1,,South Africa
040900 Natural honey.,"82,963",17.30,0.00,1,,1,,South Africa
"041000 Edible products of animal origin, not elsewhere specified or included.",,7.70,0.00,1,,1,,South Africa
,2013,"1,689",5.77,0.17,172,161,97,14,South Africa
"040110 - Of a fat content, by weight, not exceeding 1 %",372,,0.00,2,2,2,,South Africa
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",491,,0.00,4,4,4,,South Africa
"040140 - Of a fat content, by weight, exceeding 6 % but not exceeding 10 %",,,0.00,2,2,2,,South Africa
"040150 - Of a fat content, by weight, exceeding 10 %",,,0.00,6,6,6,,South Africa
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %",491,,,4,4,,,South Africa
040221 -- Not containing added sugar or other sweetening matter,,,,4,4,,,South Africa
040229 -- Other,3,,,5,5,,,South Africa
040291 -- Not containing added sugar or other sweetening matter,,,0.00,6,6,6,,South Africa
040299 -- Other,,,0.00,5,5,5,,South Africa
040310 - Yogurt,,,0.00,12,12,12,6,South Africa
040390 - Other,,,0.00,18,18,12,6,South Africa
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,,0.00,24,24,12,,South Africa
040490 - Other,,,,6,6,,,South Africa
040510 - Butter,,,,5,5,,,South Africa
040520 - Dairy spreads,,,,3,3,2,2,South Africa
040590 - Other,,,,2,2,,,South Africa
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,,0.00,2,2,2,,South Africa
"040620 - Grated or powdered cheese, of all kinds",,7.70,3.85,2,1,1,,South Africa
"040630 - Processed cheese, not grated or powdered",,,0.00,4,4,4,,South Africa
040640 - Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,,,0.00,3,3,1,,South Africa
040690 - Other cheese,332,7.70,0.70,33,32,10,,South Africa
040711 -- Of fowls of the species Gallus domesticus,,,0.00,1,1,1,,South Africa
040719 -- Other,,7.70,0.00,3,2,3,,South Africa
040721 -- Of fowls of the species Gallus domesticus,,,0.00,1,1,1,,South Africa
040729 -- Other,,7.70,0.00,2,1,2,,South Africa
040790 - Others,,7.70,0.00,2,1,2,,South Africa
040811 -- Dried,,0.00,0.00,2,1,1,,South Africa
040819 -- Other,,0.00,0.00,3,2,2,,South Africa
040891 -- Dried,,0.00,0.00,2,1,1,,South Africa
040899 -- Other,,0.00,0.00,2,1,1,,South Africa
040900 Natural honey.,,17.30,0.00,1,,1,,South Africa
"041000 Edible products of animal origin, not elsewhere specified or included.",,7.70,0.00,1,,1,,South Africa
,2012,"107,159",5.77,0.17,172,161,97,14,South Africa
"040110 - Of a fat content, by weight, not exceeding 1 %",,,0.00,2,2,2,,South Africa
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",,,0.00,4,4,4,,South Africa
"040140 - Of a fat content, by weight, exceeding 6 % but not exceeding 10 %",,,0.00,2,2,2,,South Africa
"040150 - Of a fat content, by weight, exceeding 10 %",,,0.00,6,6,6,,South Africa
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %",141,,,4,4,,,South Africa
040221 -- Not containing added sugar or other sweetening matter,437,,,4,4,,,South Africa
040229 -- Other,,,,5,5,,,South Africa
040291 -- Not containing added sugar or other sweetening matter,51,,0.00,6,6,6,,South Africa
040299 -- Other,,,0.00,5,5,5,,South Africa
040310 - Yogurt,,,0.00,12,12,12,6,South Africa
040390 - Other,,,0.00,18,18,12,6,South Africa
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,,0.00,24,24,12,,South Africa
040490 - Other,,,,6,6,,,South Africa
040510 - Butter,,,,5,5,,,South Africa
040520 - Dairy spreads,,,,3,3,2,2,South Africa
040590 - Other,,,,2,2,,,South Africa
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,,0.00,2,2,2,,South Africa
"040620 - Grated or powdered cheese, of all kinds",,7.70,3.85,2,1,1,,South Africa
"040630 - Processed cheese, not grated or powdered",,,0.00,4,4,4,,South Africa
040640 - Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,,,0.00,3,3,1,,South Africa
040690 - Other cheese,"99,833",7.70,0.70,33,32,10,,South Africa
040711 -- Of fowls of the species Gallus domesticus,,,0.00,1,1,1,,South Africa
040719 -- Other,,7.70,0.00,3,2,3,,South Africa
040721 -- Of fowls of the species Gallus domesticus,,,0.00,1,1,1,,South Africa
040729 -- Other,,7.70,0.00,2,1,2,,South Africa
040790 - Others,"6,697",7.70,0.00,2,1,2,,South Africa
040811 -- Dried,,0.00,0.00,2,1,1,,South Africa
040819 -- Other,,0.00,0.00,3,2,2,,South Africa
040891 -- Dried,,0.00,0.00,2,1,1,,South Africa
040899 -- Other,,0.00,0.00,2,1,1,,South Africa
040900 Natural honey.,,17.30,0.00,1,,1,,South Africa
"041000 Edible products of animal origin, not elsewhere specified or included.",,7.70,0.00,1,,1,,South Africa
,2011,947,5.34,0.19,166,157,90,14,South Africa
"040110 - Of a fat content, by weight, not exceeding 1%",,,0.00,2,2,2,,South Africa
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6 %",,,0.00,4,4,4,,South Africa
"040130 - Of a fat content, by weight, exceeding 6%",,,0.00,6,6,6,,South Africa
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%",390,,,4,4,,,South Africa
040221 -- Not containing added sugar or other sweetening matter,487,,,5,5,,,South Africa
040229 -- Other,,,,5,5,,,South Africa
040291 -- Not containing added sugar or other sweetening matter,,,0.00,6,6,6,,South Africa
040299 -- Other,,,0.00,5,5,5,,South Africa
040310 - Yogurt,,,0.00,12,12,12,6,South Africa
040390 - Other,,,0.00,18,18,12,6,South Africa
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,,0.00,24,24,12,,South Africa
040490 - Other,,,,6,6,,,South Africa
040510 - Butter,,,,5,5,,,South Africa
040520 - Dairy spreads,,,,3,3,2,2,South Africa
040590 - Other,,,,2,2,,,South Africa
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,,0.00,2,2,2,,South Africa
"040620 - Grated or powdered cheese, of all kinds",,7.70,3.85,2,1,1,,South Africa
"040630 - Processed cheese, not grated or powdered",,,0.00,4,4,4,,South Africa
040640 - Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,,,0.00,3,3,1,,South Africa
040690 - Other cheese,70,7.70,0.70,33,32,10,,South Africa
"040700 Birds' eggs, in shell, fresh, preserved or cooked.",,7.70,0.00,4,3,4,,South Africa
040811 -- Dried,,0.00,0.00,2,1,1,,South Africa
040819 -- Other,,0.00,0.00,3,2,2,,South Africa
040891 -- Dried,,0.00,0.00,2,1,1,,South Africa
040899 -- Other,,0.00,0.00,2,1,1,,South Africa
040900 Natural honey.,,17.30,0.00,1,,1,,South Africa
"041000 Edible products of animal origin, not elsewhere specified or included.",,7.70,0.00,1,,1,,South Africa
,2010,"42,714",5.34,5.34,166,157,,,South Africa
"040110 - Of a fat content, by weight, not exceeding 1%",,,,2,2,,,South Africa
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6 %",,,,4,4,,,South Africa
"040130 - Of a fat content, by weight, exceeding 6%",,,,6,6,,,South Africa
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%",278,,,4,4,,,South Africa
040221 -- Not containing added sugar or other sweetening matter,"1,670",,,5,5,,,South Africa
040229 -- Other,,,,5,5,,,South Africa
040291 -- Not containing added sugar or other sweetening matter,,,,6,6,,,South Africa
040299 -- Other,,,,5,5,,,South Africa
040310 - Yogurt,265,,,12,12,,,South Africa
040390 - Other,,,,18,18,,,South Africa
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,,,24,24,,,South Africa
040490 - Other,,,,6,6,,,South Africa
040510 - Butter,,,,5,5,,,South Africa
040520 - Dairy spreads,,,,3,3,,,South Africa
040590 - Other,,,,2,2,,,South Africa
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd","40,328",,,2,2,,,South Africa
"040620 - Grated or powdered cheese, of all kinds",,7.70,7.70,2,1,,,South Africa
"040630 - Processed cheese, not grated or powdered",,,,4,4,,,South Africa
040640 - Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,,,,3,3,,,South Africa
040690 - Other cheese,,7.70,7.70,33,32,,,South Africa
"040700 Birds' eggs, in shell, fresh, preserved or cooked.",172,7.70,7.70,4,3,,,South Africa
040811 -- Dried,,0.00,0.00,2,1,,,South Africa
040819 -- Other,,0.00,0.00,3,2,,,South Africa
040891 -- Dried,,0.00,0.00,2,1,,,South Africa
040899 -- Other,,0.00,0.00,2,1,,,South Africa
040900 Natural honey.,,17.30,17.30,1,,,,South Africa
"041000 Edible products of animal origin, not elsewhere specified or included.",,7.70,7.70,1,,,,South Africa
,2009,"308,767",5.34,5.34,166,157,,,South Africa
"040110 - Of a fat content, by weight, not exceeding 1%",,,,2,2,,,South Africa
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6 %",,,,4,4,,,South Africa
"040130 - Of a fat content, by weight, exceeding 6%",,,,6,6,,,South Africa
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%",767,,,4,4,,,South Africa
040221 -- Not containing added sugar or other sweetening matter,307,,,5,5,,,South Africa
040229 -- Other,,,,5,5,,,South Africa
040291 -- Not containing added sugar or other sweetening matter,,,,6,6,,,South Africa
040299 -- Other,,,,5,5,,,South Africa
040310 - Yogurt,,,,12,12,,,South Africa
040390 - Other,,,,18,18,,,South Africa
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,,,24,24,,,South Africa
040490 - Other,,,,6,6,,,South Africa
040510 - Butter,,,,5,5,,,South Africa
040520 - Dairy spreads,,,,3,3,,,South Africa
040590 - Other,,,,2,2,,,South Africa
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd","291,513",,,2,2,,,South Africa
"040620 - Grated or powdered cheese, of all kinds",,7.70,7.70,2,1,,,South Africa
"040630 - Processed cheese, not grated or powdered",,,,4,4,,,South Africa
040640 - Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,,,,3,3,,,South Africa
040690 - Other cheese,,7.70,7.70,33,32,,,South Africa
"040700 Birds' eggs, in shell, fresh, preserved or cooked.","15,943",7.70,7.70,4,3,,,South Africa
040811 -- Dried,,0.00,0.00,2,1,,,South Africa
040819 -- Other,,0.00,0.00,3,2,,,South Africa
040891 -- Dried,,0.00,0.00,2,1,,,South Africa
040899 -- Other,126,0.00,0.00,2,1,,,South Africa
040900 Natural honey.,112,17.30,17.30,1,,,,South Africa
"041000 Edible products of animal origin, not elsewhere specified or included.",,7.70,7.70,1,,,,South Africa
,2008,"322,174",5.34,5.34,166,157,,,South Africa
"040110 - Of a fat content, by weight, not exceeding 1%",,,,2,2,,,South Africa
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6 %",,,,4,4,,,South Africa
"040130 - Of a fat content, by weight, exceeding 6%",,,,6,6,,,South Africa
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%","1,567",,,4,4,,,South Africa
040221 -- Not containing added sugar or other sweetening matter,615,,,5,5,,,South Africa
040229 -- Other,,,,5,5,,,South Africa
040291 -- Not containing added sugar or other sweetening matter,,,,6,6,,,South Africa
040299 -- Other,,,,5,5,,,South Africa
040310 - Yogurt,15,,,12,12,,,South Africa
040390 - Other,,,,18,18,,,South Africa
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,,,24,24,,,South Africa
040490 - Other,,,,6,6,,,South Africa
040510 - Butter,,,,5,5,,,South Africa
040520 - Dairy spreads,,,,3,3,,,South Africa
040590 - Other,,,,2,2,,,South Africa
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd","292,335",,,2,2,,,South Africa
"040620 - Grated or powdered cheese, of all kinds",,7.70,7.70,2,1,,,South Africa
"040630 - Processed cheese, not grated or powdered",,,,4,4,,,South Africa
040640 - Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,,,,3,3,,,South Africa
040690 - Other cheese,,7.70,7.70,33,32,,,South Africa
"040700 Birds' eggs, in shell, fresh, preserved or cooked.",,7.70,7.70,4,3,,,South Africa
040811 -- Dried,,0.00,0.00,2,1,,,South Africa
040819 -- Other,,0.00,0.00,3,2,,,South Africa
040891 -- Dried,,0.00,0.00,2,1,,,South Africa
040899 -- Other,"27,641",0.00,0.00,2,1,,,South Africa
040900 Natural honey.,,17.30,17.30,1,,,,South Africa
"041000 Edible products of animal origin, not elsewhere specified or included.",,7.70,7.70,1,,,,South Africa
,2007,"7,579",5.34,5.34,169,160,,,South Africa
"040110 - Of a fat content, by weight, not exceeding 1%",,,,2,2,,,South Africa
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6 %",,,,4,4,,,South Africa
"040130 - Of a fat content, by weight, exceeding 6%",,,,6,6,,,South Africa
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%",,,,4,4,,,South Africa
040221 -- Not containing added sugar or other sweetening matter,493,,,5,5,,,South Africa
040229 -- Other,,,,5,5,,,South Africa
040291 -- Not containing added sugar or other sweetening matter,,,,8,8,,,South Africa
040299 -- Other,,,,6,6,,,South Africa
040310 - Yogurt,,,,12,12,,,South Africa
040390 - Other,,,,18,18,,,South Africa
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,,,24,24,,,South Africa
040490 - Other,,,,6,6,,,South Africa
040510 - Butter,,,,5,5,,,South Africa
040520 - Dairy spreads,,,,3,3,,,South Africa
040590 - Other,,,,2,2,,,South Africa
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,,,2,2,,,South Africa
"040620 - Grated or powdered cheese, of all kinds","4,262",7.70,7.70,2,1,,,South Africa
"040630 - Processed cheese, not grated or powdered",,,,4,4,,,South Africa
040640 - Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,,,,3,3,,,South Africa
040690 - Other cheese,,7.70,7.70,33,32,,,South Africa
"040700 Birds' eggs, in shell, fresh, preserved or cooked.",,7.70,7.70,4,3,,,South Africa
040811 -- Dried,,0.00,0.00,2,1,,,South Africa
040819 -- Other,,0.00,0.00,3,2,,,South Africa
040891 -- Dried,,0.00,0.00,2,1,,,South Africa
040899 -- Other,,0.00,0.00,2,1,,,South Africa
040900 Natural honey.,"2,823",17.30,17.30,1,,,,South Africa
"041000 Edible products of animal origin, not elsewhere specified or included.",,7.70,7.70,1,,,,South Africa
,2006,"7,559",5.34,5.34,170,161,,,South Africa
"040110 - Of a fat content, by weight, not exceeding 1%",,,,2,2,,,South Africa
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6%",,,,4,4,,,South Africa
"040130 - Of a fat content, by weight, exceeding 6%",289,,,6,6,,,South Africa
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%",38,,,4,4,,,South Africa
040221 -- Not containing added sugar or other sweetening matter,"1,431",,,5,5,,,South Africa
040229 -- Other,,,,5,5,,,South Africa
040291 -- Not containing added sugar or other sweetening matter,,,,8,8,,,South Africa
040299 -- Other,,,,6,6,,,South Africa
040310 - Yogurt,,,,12,12,,,South Africa
040390 - Other,25,,,18,18,,,South Africa
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,,,24,24,,,South Africa
040490 - Other,,,,6,6,,,South Africa
040510 - Butter,,,,5,5,,,South Africa
040520 - Dairy spreads,,,,3,3,,,South Africa
040590 - Other,,,,2,2,,,South Africa
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,,,2,2,,,South Africa
"040620 - Grated or powdered cheese, of all kinds",,7.70,7.70,2,1,,,South Africa
