Importer,Year,Value,Ad val. duties,Number of lines,United States of America
,(US$),Simple average,MFN duties,Pref. duties,United States of America
,MFN,Best,All items,Non ad val.,All items,Non ad val.,United States of America
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%","6,436,720",,,4,4,,,United States of America
040221 -- Not containing added sugar or other sweetening matter,"4,972",,,5,5,,,United States of America
040229 -- Other,,,,5,5,,,United States of America
040291 -- Not containing added sugar or other sweetening matter,"2,386",,,8,8,,,United States of America
040299 -- Other,100,,,6,6,,,United States of America
040310 - Yogurt,"157,415",,,12,12,,,United States of America
040390 - Other,,,,18,18,,,United States of America
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","1,619,862",,,24,24,,,United States of America
040490 - Other,"32,457",,,6,6,,,United States of America
040510 - Butter,"19,211",,,5,5,,,United States of America
040520 - Dairy spreads,,,,3,3,,,United States of America
040590 - Other,"160,792",,,2,2,,,United States of America
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd","155,267",,,2,2,,,United States of America
"040620 - Grated or powdered cheese, of all kinds","183,405",7.70,7.70,2,1,,,United States of America
"040630 - Processed cheese, not grated or powdered","1,188,815",,,4,4,,,United States of America
040640 - Blue-veined cheese,,,,3,3,,,United States of America
040690 - Other cheese,"1,334,904",7.70,7.70,34,33,,,United States of America
"040700 Birds' eggs, in shell, fresh, preserved or cooked.","23,433,463",7.70,7.70,4,3,,,United States of America
040811 -- Dried,"2,199,874",0.00,0.00,2,1,,,United States of America
040819 -- Other,,0.00,0.00,3,2,,,United States of America
040891 -- Dried,"2,385,904",0.00,0.00,2,1,,,United States of America
040899 -- Other,"276,759",0.00,0.00,2,1,,,United States of America
040900 Natural honey.,"296,887",17.30,17.30,1,,,,United States of America
"041000 Edible products of animal origin, not elsewhere specified or included.","44,486",7.70,7.70,1,,,,United States of America
,2005,"40,294,901",5.34,5.34,175,166,,,United States of America
"040110 - Of a fat content, by weight, not exceeding 1%",,,,2,2,,,United States of America
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6%",,,,4,4,,,United States of America
"040130 - Of a fat content, by weight, exceeding 6%",162,,,6,6,,,United States of America
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%","2,341,048",,,4,4,,,United States of America
040221 -- Not containing added sugar or other sweetening matter,"107,378",,,5,5,,,United States of America
040229 -- Other,,,,5,5,,,United States of America
040291 -- Not containing added sugar or other sweetening matter,299,,,8,8,,,United States of America
040299 -- Other,"1,306",,,6,6,,,United States of America
040310 - Yogurt,"166,859",,,12,12,,,United States of America
040390 - Other,"5,947",,,18,18,,,United States of America
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","1,102,011",,,24,24,,,United States of America
040490 - Other,"13,760",,,6,6,,,United States of America
040510 - Butter,"8,908",,,5,5,,,United States of America
040520 - Dairy spreads,,,,3,3,,,United States of America
040590 - Other,,,,2,2,,,United States of America
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd","116,373",,,2,2,,,United States of America
"040620 - Grated or powdered cheese, of all kinds","200,897",7.70,7.70,2,1,,,United States of America
"040630 - Processed cheese, not grated or powdered",883,,,4,4,,,United States of America
040640 - Blue-veined cheese,,,,3,3,,,United States of America
040690 - Other cheese,"609,397",7.70,7.70,39,38,,,United States of America
"040700 Birds' eggs, in shell, fresh, preserved or cooked.","31,436,674",7.70,7.70,4,3,,,United States of America
040811 -- Dried,"736,121",0.00,0.00,2,1,,,United States of America
040819 -- Other,"9,816",0.00,0.00,3,2,,,United States of America
040891 -- Dried,"2,966,618",0.00,0.00,2,1,,,United States of America
040899 -- Other,"170,168",0.00,0.00,2,1,,,United States of America
040900 Natural honey.,"248,024",17.30,17.30,1,,,,United States of America
"041000 Edible products of animal origin, not elsewhere specified or included.","52,252",7.70,7.70,1,,,,United States of America
,2004,"63,193,465",5.34,5.34,175,166,,,United States of America
"040110 - Of a fat content, by weight, not exceeding 1%",,,,2,2,,,United States of America
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6%",274,,,4,4,,,United States of America
"040130 - Of a fat content, by weight, exceeding 6%",,,,6,6,,,United States of America
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%","25,627,641",,,4,4,,,United States of America
040221 -- Not containing added sugar or other sweetening matter,"163,361",,,5,5,,,United States of America
040229 -- Other,"1,493",,,5,5,,,United States of America
040291 -- Not containing added sugar or other sweetening matter,,,,8,8,,,United States of America
040299 -- Other,,,,6,6,,,United States of America
040310 - Yogurt,"803,958",,,12,12,,,United States of America
040390 - Other,"10,984",,,18,18,,,United States of America
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","1,438,906",,,24,24,,,United States of America
040490 - Other,896,,,6,6,,,United States of America
040510 - Butter,"9,503",,,5,5,,,United States of America
040520 - Dairy spreads,,,,3,3,,,United States of America
040590 - Other,448,,,2,2,,,United States of America
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd","80,244",,,2,2,,,United States of America
"040620 - Grated or powdered cheese, of all kinds","198,278",7.70,7.70,2,1,,,United States of America
"040630 - Processed cheese, not grated or powdered","4,876",,,4,4,,,United States of America
040640 - Blue-veined cheese,,,,3,3,,,United States of America
040690 - Other cheese,"271,307",7.70,7.70,39,38,,,United States of America
"040700 Birds' eggs, in shell, fresh, preserved or cooked.","29,860,944",7.70,7.70,4,3,,,United States of America
040811 -- Dried,"1,081,920",0.00,0.00,2,1,,,United States of America
040819 -- Other,,0.00,0.00,3,2,,,United States of America
040891 -- Dried,"2,997,240",0.00,0.00,2,1,,,United States of America
040899 -- Other,286,0.00,0.00,2,1,,,United States of America
040900 Natural honey.,"584,558",17.30,17.30,1,,,,United States of America
"041000 Edible products of animal origin, not elsewhere specified or included.","56,349",7.70,7.70,1,,,,United States of America
,2003,"25,711,960",5.34,5.34,175,166,,,United States of America
"040110 - Of a fat content, by weight, not exceeding 1%",,,,2,2,,,United States of America
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6%",,,,4,4,,,United States of America
"040130 - Of a fat content, by weight, exceeding 6%","1,606",,,6,6,,,United States of America
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%","1,128,824",,,4,4,,,United States of America
040221 -- Not containing added sugar or other sweetening matter,"54,433",,,5,5,,,United States of America
040229 -- Other,792,,,5,5,,,United States of America
040291 -- Not containing added sugar or other sweetening matter,,,,8,8,,,United States of America
040299 -- Other,"1,912",,,6,6,,,United States of America
040310 - Yogurt,"200,652",,,12,12,,,United States of America
040390 - Other,,,,18,18,,,United States of America
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","615,882",,,24,24,,,United States of America
040490 - Other,"8,789",,,6,6,,,United States of America
040510 - Butter,"11,561",,,5,5,,,United States of America
040520 - Dairy spreads,,,,3,3,,,United States of America
040590 - Other,"13,133",,,2,2,,,United States of America
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd","160,133",,,2,2,,,United States of America
"040620 - Grated or powdered cheese, of all kinds","40,158",7.70,7.70,2,1,,,United States of America
"040630 - Processed cheese, not grated or powdered","17,387",,,4,4,,,United States of America
040640 - Blue-veined cheese,,,,3,3,,,United States of America
040690 - Other cheese,"461,224",7.70,7.70,39,38,,,United States of America
"040700 Birds' eggs, in shell, fresh, preserved or cooked.","17,811,320",7.70,7.70,4,3,,,United States of America
040811 -- Dried,"1,257,521",0.00,0.00,2,1,,,United States of America
040819 -- Other,"9,841",0.00,0.00,3,2,,,United States of America
040891 -- Dried,"2,241,258",0.00,0.00,2,1,,,United States of America
040899 -- Other,"41,334",0.00,0.00,2,1,,,United States of America
040900 Natural honey.,"501,314",17.30,17.30,1,,,,United States of America
"041000 Edible products of animal origin, not elsewhere specified or included.","1,132,885",7.70,7.70,1,,,,United States of America
,2002,"17,305,268",5.34,5.34,175,166,,,United States of America
"040110 - Of a fat content, by weight, not exceeding 1%",,,,2,2,,,United States of America
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6%",,,,4,4,,,United States of America
"040130 - Of a fat content, by weight, exceeding 6%",,,,6,6,,,United States of America
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%","355,033",,,4,4,,,United States of America
040221 -- Not containing added sugar or other sweetening matter,"23,408",,,5,5,,,United States of America
040229 -- Other,"1,513",,,5,5,,,United States of America
040291 -- Not containing added sugar or other sweetening matter,577,,,8,8,,,United States of America
040299 -- Other,426,,,6,6,,,United States of America
040310 - Yogurt,"133,505",,,12,12,,,United States of America
040390 - Other,"44,442",,,18,18,,,United States of America
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","317,477",,,24,24,,,United States of America
040490 - Other,"67,282",,,6,6,,,United States of America
040510 - Butter,"7,207",,,5,5,,,United States of America
040520 - Dairy spreads,,,,3,3,,,United States of America
040590 - Other,"8,758",,,2,2,,,United States of America
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd","231,251",,,2,2,,,United States of America
"040620 - Grated or powdered cheese, of all kinds",123,7.70,7.70,2,1,,,United States of America
"040630 - Processed cheese, not grated or powdered","324,920",,,4,4,,,United States of America
040640 - Blue-veined cheese,,,,3,3,,,United States of America
040690 - Other cheese,"538,977",7.70,7.70,39,38,,,United States of America
"040700 Birds' eggs, in shell, fresh, preserved or cooked.","10,347,893",7.70,7.70,4,3,,,United States of America
040811 -- Dried,"207,597",0.00,0.00,2,1,,,United States of America
040819 -- Other,,0.00,0.00,3,2,,,United States of America
040891 -- Dried,"3,187,508",0.00,0.00,2,1,,,United States of America
040899 -- Other,208,0.00,0.00,2,1,,,United States of America
040900 Natural honey.,"1,009,981",17.30,17.30,1,,,,United States of America
"041000 Edible products of animal origin, not elsewhere specified or included.","497,183",7.70,7.70,1,,,,United States of America
,2001,"21,638,417",5.34,5.34,175,166,,,United States of America
"040110 - Of a fat content, by weight, not exceeding 1 %","37,897",,,2,2,,,United States of America
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",,,,4,4,,,United States of America
"040130 - Of a fat content, by weight, exceeding 6 %","1,245",,,6,6,,,United States of America
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %","186,675",,,4,4,,,United States of America
040221 - - Not containing added sugar or other sweetening matter,"215,053",,,5,5,,,United States of America
040229 - - Other,"1,227",,,5,5,,,United States of America
040291 - - Not containing added sugar or other sweetening matter,385,,,8,8,,,United States of America
040299 - - Other,"2,221",,,6,6,,,United States of America
040310 - Yogurt,"227,823",,,12,12,,,United States of America
040390 - Other,"887,185",,,18,18,,,United States of America
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","650,748",,,24,24,,,United States of America
040490 - Other,"211,579",,,6,6,,,United States of America
040510 - Butter,"24,384",,,5,5,,,United States of America
040520 - Dairy spreads,179,,,3,3,,,United States of America
040590 - Other,"2,319",,,2,2,,,United States of America
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd","417,337",,,2,2,,,United States of America
"040620 - Grated or powdered cheese, of all kinds","143,620",7.70,7.70,2,1,,,United States of America
"040630 - Processed cheese, not grated or powdered","174,559",,,4,4,,,United States of America
040640 - Blue-veined cheese,,,,3,3,,,United States of America
040690 - Other cheese,"1,223,202",7.70,7.70,39,38,,,United States of America
"040700 Birds' eggs, in shell, fresh, preserved or cooked","13,259,336",7.70,7.70,4,3,,,United States of America
040811 - - Dried,"130,930",0.00,0.00,2,1,,,United States of America
040819 - - Other,,0.00,0.00,3,2,,,United States of America
040891 - - Dried,"2,330,420",0.00,0.00,2,1,,,United States of America
040899 - - Other,161,0.00,0.00,2,1,,,United States of America
040900 Natural honey,"1,497,967",17.30,17.30,1,,,,United States of America
"041000 Edible products of animal origin, not elsewhere specified or included","11,964",7.70,7.70,1,,,,United States of America
,2000,"21,341,925",5.59,5.59,175,166,,,United States of America
"040110 - Of a fat content, by weight, not exceeding 1 %",682,,,2,2,,,United States of America
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",,,,4,4,,,United States of America
"040130 - Of a fat content, by weight, exceeding 6 %",,,,6,6,,,United States of America
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %","14,465",,,4,4,,,United States of America
040221 - - Not containing added sugar or other sweetening matter,"2,250",,,5,5,,,United States of America
040229 - - Other,"1,263",,,5,5,,,United States of America
040291 - - Not containing added sugar or other sweetening matter,138,,,8,8,,,United States of America
040299 - - Other,"1,927",,,6,6,,,United States of America
040310 - Yogurt,"319,636",,,12,12,,,United States of America
040390 - Other,"131,883",,,18,18,,,United States of America
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","437,957",,,24,24,,,United States of America
040490 - Other,"28,654",,,6,6,,,United States of America
040510 - Butter,"26,183",,,5,5,,,United States of America
040520 - Dairy spreads,,,,3,3,,,United States of America
040590 - Other,,,,2,2,,,United States of America
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd","528,417",,,2,2,,,United States of America
"040620 - Grated or powdered cheese, of all kinds","145,786",8.05,8.05,2,1,,,United States of America
"040630 - Processed cheese, not grated or powdered","296,117",,,4,4,,,United States of America
040640 - Blue-veined cheese,"19,204",,,3,3,,,United States of America
040690 - Other cheese,"1,606,475",8.05,8.05,39,38,,,United States of America
"040700 Birds' eggs, in shell, fresh, preserved or cooked","11,166,195",8.05,8.05,4,3,,,United States of America
040811 - - Dried,"447,877",0.00,0.00,2,1,,,United States of America
040819 - - Other,,0.00,0.00,3,2,,,United States of America
040891 - - Dried,"4,440,020",0.00,0.00,2,1,,,United States of America
040899 - - Other,"67,467",0.00,0.00,2,1,,,United States of America
040900 Natural honey,"1,610,531",18.10,18.10,1,,,,United States of America
"041000 Edible products of animal origin, not elsewhere specified or included","48,798",8.05,8.05,1,,,,United States of America
,1999,"19,002,728",6.08,6.08,175,166,,,United States of America
"040110 - Of a fat content, by weight, not exceeding 1 %",,,,2,2,,,United States of America
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",,,,4,4,,,United States of America
"040130 - Of a fat content, by weight, exceeding 6 %",,,,6,6,,,United States of America
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %","73,624",,,4,4,,,United States of America
040221 - - Not containing added sugar or other sweetening matter,618,,,5,5,,,United States of America
040229 - - Other,"7,397",,,5,5,,,United States of America
040291 - - Not containing added sugar or other sweetening matter,"5,872",,,8,8,,,United States of America
040299 - - Other,533,,,6,6,,,United States of America
040310 - Yogurt,"339,472",,,12,12,,,United States of America
040390 - Other,"646,715",,,18,18,,,United States of America
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","368,366",,,24,24,,,United States of America
040490 - Other,"50,070",,,6,6,,,United States of America
040510 - Butter,"29,543",,,5,5,,,United States of America
040520 - Dairy spreads,309,,,3,3,,,United States of America
040590 - Other,"83,301",,,2,2,,,United States of America
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd","284,212",,,2,2,,,United States of America
"040620 - Grated or powdered cheese, of all kinds","40,255",8.75,8.75,2,1,,,United States of America
"040630 - Processed cheese, not grated or powdered","239,854",,,4,4,,,United States of America
040640 - Blue-veined cheese,959,,,3,3,,,United States of America
040690 - Other cheese,"2,186,661",8.75,8.75,39,38,,,United States of America
"040700 Birds' eggs, in shell, fresh, preserved or cooked","8,541,416",8.75,8.75,4,3,,,United States of America
040811 - - Dried,"413,768",0.00,0.00,2,1,,,United States of America
040819 - - Other,714,0.00,0.00,3,2,,,United States of America
040891 - - Dried,"3,675,022",0.00,0.00,2,1,,,United States of America
040899 - - Other,,0.00,0.00,2,1,,,United States of America
040900 Natural honey,"1,896,076",19.70,19.70,1,,,,United States of America
"041000 Edible products of animal origin, not elsewhere specified or included","117,971",8.75,8.75,1,,,,United States of America
,1998,"19,066,178",6.32,6.32,175,166,,,United States of America
"040110 - Of a fat content, by weight, not exceeding 1 %",,,,2,2,,,United States of America
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",,,,4,4,,,United States of America
"040130 - Of a fat content, by weight, exceeding 6 %",,,,6,6,,,United States of America
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %","21,675",,,4,4,,,United States of America
040221 - - Not containing added sugar or other sweetening matter,"106,668",,,5,5,,,United States of America
040229 - - Other,,,,5,5,,,United States of America
040291 - - Not containing added sugar or other sweetening matter,"6,551",,,8,8,,,United States of America
040299 - - Other,12,,,6,6,,,United States of America
040310 - Yogurt,"290,337",,,12,12,,,United States of America
040390 - Other,"44,791",,,18,18,,,United States of America
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","547,763",,,24,24,,,United States of America
040490 - Other,"46,099",,,6,6,,,United States of America
040510 - Butter,"21,167",,,5,5,,,United States of America
040520 - Dairy spreads,48,,,3,3,,,United States of America
040590 - Other,"1,199",,,2,2,,,United States of America
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd","285,397",,,2,2,,,United States of America
"040620 - Grated or powdered cheese, of all kinds","31,314",9.10,9.10,2,1,,,United States of America
"040630 - Processed cheese, not grated or powdered","216,594",,,4,4,,,United States of America
040640 - Blue-veined cheese,"71,601",,,3,3,,,United States of America
040690 - Other cheese,"1,417,007",9.10,9.10,39,38,,,United States of America
"040700 Birds' eggs, in shell, fresh, preserved or cooked","10,562,656",9.10,9.10,4,3,,,United States of America
040811 - - Dried,"653,922",0.00,0.00,2,1,,,United States of America
040819 - - Other,,0.00,0.00,3,2,,,United States of America
040891 - - Dried,"2,779,016",0.00,0.00,2,1,,,United States of America
040899 - - Other,"26,955",0.00,0.00,2,1,,,United States of America
040900 Natural honey,"1,798,925",20.50,20.50,1,,,,United States of America
"041000 Edible products of animal origin, not elsewhere specified or included","136,481",9.10,9.10,1,,,,United States of America
,1997,"20,588,904",6.81,6.81,175,166,,,United States of America
"040110 - Of a fat content, by weight, not exceeding 1 %",,,,2,2,,,United States of America
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %","12,758",,,4,4,,,United States of America
"040130 - Of a fat content, by weight, exceeding 6 %",,,,6,6,,,United States of America
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %","80,415",,,4,4,,,United States of America
040221 - - Not containing added sugar or other sweetening matter,"6,884",,,5,5,,,United States of America
040229 - - Other,,,,5,5,,,United States of America
040291 - - Not containing added sugar or other sweetening matter,"1,247",,,8,8,,,United States of America
040299 - - Other,"30,404",,,6,6,,,United States of America
040310 - Yogurt,"189,328",,,12,12,,,United States of America
040390 - Other,"133,885",,,18,18,,,United States of America
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","570,161",,,24,24,,,United States of America
040490 - Other,"37,162",,,6,6,,,United States of America
040510 - Butter,"6,362",,,5,5,,,United States of America
040520 - Dairy spreads,,,,3,3,,,United States of America
040590 - Other,,,,2,2,,,United States of America
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd","250,283",,,2,2,,,United States of America
"040620 - Grated or powdered cheese, of all kinds","21,388",9.80,9.80,2,1,,,United States of America
"040630 - Processed cheese, not grated or powdered","176,207",,,4,4,,,United States of America
040640 - Blue-veined cheese,"1,690",,,3,3,,,United States of America
040690 - Other cheese,"4,860,813",9.80,9.80,39,38,,,United States of America
"040700 Birds' eggs, in shell, fresh, preserved or cooked","8,281,679",9.80,9.80,4,3,,,United States of America
040811 - - Dried,"1,293,168",0.00,0.00,2,1,,,United States of America
040819 - - Other,295,0.00,0.00,3,2,,,United States of America
040891 - - Dried,"3,349,966",0.00,0.00,2,1,,,United States of America
040899 - - Other,"44,364",0.00,0.00,2,1,,,United States of America
040900 Natural honey,"1,034,562",22.10,22.10,1,,,,United States of America
"041000 Edible products of animal origin, not elsewhere specified or included","205,885",9.80,9.80,1,,,,United States of America
,1996,"19,040,105",7.36,7.36,178,169,,,United States of America
"040110 - Of a fat content, by weight, not exceeding 1 %",,,,2,2,,,United States of America
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",,,,4,4,,,United States of America
"040130 - Of a fat content, by weight, exceeding 6 %",,,,6,6,,,United States of America
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %","4,875",,,4,4,,,United States of America
040221 - - Not containing added sugar or other sweetening matter,"255,905",,,5,5,,,United States of America
040229 - - Other,"109,859",,,5,5,,,United States of America
040291 - - Not containing added sugar or other sweetening matter,"1,727",,,8,8,,,United States of America
040299 - - Other,"10,958",,,6,6,,,United States of America
040310 - Yogurt,"291,751",,,12,12,,,United States of America
040390 - Other,"108,627",,,18,18,,,United States of America
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","488,320",,,24,24,,,United States of America
040490 - Other,"94,457",,,6,6,,,United States of America
040510 - Butter,"3,606",,,5,5,,,United States of America
040520 - Dairy spreads,"1,549",,,3,3,,,United States of America
040590 - Other,,,,2,2,,,United States of America
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd","106,977",,,2,2,,,United States of America
"040620 - Grated or powdered cheese, of all kinds","38,981",10.60,10.60,2,1,,,United States of America
"040630 - Processed cheese, not grated or powdered","2,288,635",,,4,4,,,United States of America
040640 - Blue-veined cheese,,,,3,3,,,United States of America
040690 - Other cheese,"905,002",10.60,10.60,42,41,,,United States of America
"040700 Birds' eggs, in shell, fresh, preserved or cooked","7,611,263",10.60,10.60,4,3,,,United States of America
040811 - - Dried,"3,137,959",0.00,0.00,2,1,,,United States of America
040819 - - Other,"78,318",0.00,0.00,3,2,,,United States of America
040891 - - Dried,"1,476,351",0.00,0.00,2,1,,,United States of America
040899 - - Other,"129,591",0.00,0.00,2,1,,,United States of America
040900 Natural honey,"1,726,695",23.80,23.80,1,,,,United States of America
"041000 Edible products of animal origin, not elsewhere specified or included","168,699",10.60,10.60,1,,,,United States of America
