Importer,Year,Value,Ad val. duties,Number of lines,India
,(US$),Simple average,MFN duties,Pref. duties,India
,MFN,Best,All items,Non ad val.,All items,Non ad val.,India
610443 - - Of synthetic fibres,,12.00,9.60,1,,1,,India
610444 - - Of artificial fibres,,12.00,9.60,1,,1,,India
610449 - - Of other textile materials,,12.00,9.60,1,,1,,India
610451 - - Of wool or fine animal hair,,12.00,9.60,1,,1,,India
610452 - - Of cotton,,12.00,9.60,1,,1,,India
610453 - - Of synthetic fibres,,12.00,9.60,1,,1,,India
610459 - - Of other textile materials,,12.00,9.60,1,,1,,India
610461 - - Of wool or fine animal hair,,12.00,9.60,1,,1,,India
610462 - - Of cotton,,12.00,9.60,1,,1,,India
610463 - - Of synthetic fibres,,12.00,9.60,1,,1,,India
610469 - - Of other textile materials,,12.00,9.60,1,,1,,India
610510 - Of cotton,,12.00,9.60,1,,1,,India
610520 - Of man-made fibres,,12.00,9.60,2,,2,,India
610590 - Of other textile materials,,12.00,9.60,2,,2,,India
610610 - Of cotton,,12.00,9.60,1,,1,,India
610620 - Of man-made fibres,,12.00,9.60,1,,1,,India
610690 - Of other textile materials,,12.00,9.60,4,,4,,India
610711 - - Of cotton,,12.00,9.60,1,,1,,India
610712 - - Of man-made fibres,,12.00,9.60,1,,1,,India
610719 - - Of other textile materials,,12.00,9.60,1,,1,,India
610721 - - Of cotton,,12.00,9.60,1,,1,,India
610722 - - Of man-made fibres,,12.00,9.60,1,,1,,India
610729 - - Of other textile materials,,12.00,9.60,1,,1,,India
610791 - - Of cotton,,12.00,9.60,1,,1,,India
610799 - - Of other textile materials,,12.00,9.60,1,,1,,India
610811 - - Of man-made fibres,,12.00,9.60,1,,1,,India
610819 - - Of other textile materials,,12.00,9.60,1,,1,,India
610821 - - Of cotton,,12.00,9.60,1,,1,,India
610822 - - Of man-made fibres,,12.00,9.60,1,,1,,India
610829 - - Of other textile materials,,12.00,9.60,1,,1,,India
610831 - - Of cotton,,12.00,9.60,1,,1,,India
610832 - - Of man-made fibres,,12.00,9.60,1,,1,,India
610839 - - Of other textile materials,,12.00,9.60,1,,1,,India
610891 - - Of cotton,,12.00,9.60,1,,1,,India
610892 - - Of man-made fibres,,12.00,9.60,1,,1,,India
610899 - - Of other textile materials,,12.00,9.60,1,,1,,India
610910 - Of cotton,,12.00,9.60,1,,1,,India
610990 - Of other textile materials,,12.00,9.60,2,,2,,India
611011 - - Of wool,,11.50,9.20,3,,3,,India
611012 - - Of Kashmir (cashmere) goats,,12.00,9.60,2,,2,,India
611019 - - Other,,12.00,9.60,2,,2,,India
611020 - Of cotton,,12.00,9.60,3,,3,,India
611030 - Of man-made fibres,,12.00,9.60,3,,3,,India
611090 - Of other textile materials,,12.00,9.60,2,,2,,India
611120 - Of cotton,,10.45,8.35,2,,2,,India
611130 - Of synthetic fibres,,10.45,8.35,2,,2,,India
611190 - Of other textile materials,,10.97,8.77,3,,3,,India
611211 - - Of cotton,,12.00,9.60,1,,1,,India
611212 - - Of synthetic fibres,,12.00,9.60,1,,1,,India
611219 - - Of other textile materials,,12.00,9.60,1,,1,,India
611220 - Ski suits,,12.00,9.60,1,,1,,India
611231 - - Of synthetic fibres,,10.00,8.00,2,,2,,India
611239 - - Of other textile materials,,10.00,8.00,2,,2,,India
611241 - - Of synthetic fibres,,10.00,8.00,2,,2,,India
611249 - - Of other textile materials,,10.00,8.00,2,,2,,India
"611300 Garments, made up of knitted or crocheted fabrics of heading 59.03, 59.06 or 59.07.",,10.00,8.00,2,,2,,India
611420 - Of cotton,,12.00,9.60,1,,1,,India
611430 - Of man-made fibres,,12.00,9.60,1,,1,,India
611490 - Of other textile materials,,12.00,9.60,1,,1,,India
"611510 - Graduated compression hosiery (for example, stockings for varicose veins)",,10.00,8.00,2,,2,,India
"611521 - - Of synthetic fibres, measuring per single yarn less than 67 decitex",,12.00,9.60,1,,1,,India
"611522 - - Of synthetic fibres, measuring per single yarn 67 decitex or more",,12.00,9.60,1,,1,,India
611529 - - Of other textile materials,,12.00,9.60,1,,1,,India
"611530 - Other women's full-length or knee-length hosiery, measuring per single yarn less than 67 decitex",,12.00,9.60,3,,3,,India
611594 - - Of wool or fine animal hair,,12.00,9.60,1,,1,,India
611595 - - Of cotton,,12.00,9.60,1,,1,,India
611596 - - Of synthetic fibres,,12.00,9.60,3,,3,,India
611599 - - Of other textile materials,,12.00,9.60,1,,1,,India
"611610 - Impregnated, coated or covered with plastics or rubber",,8.45,6.75,2,,2,,India
611691 - - Of wool or fine animal hair,,8.90,7.10,1,,1,,India
611692 - - Of cotton,,8.90,7.10,1,,1,,India
611693 - - Of synthetic fibres,,8.90,7.10,1,,1,,India
611699 - - Of other textile materials,,8.90,7.10,1,,1,,India
"611710 - Shawls, scarves, mufflers, mantillas, veils and the like",,12.00,9.60,1,,1,,India
611780 - Other accessories,,10.00,8.00,2,,2,,India
611790 - Parts,,12.00,9.60,1,,1,,India
,2017,"2,893,255,695",11.60,9.28,147,,147,,India
610120 - Of cotton,"6,964,254",12.00,9.60,2,,2,,India
610130 - Of man-made fibres,"1,263,000",12.00,9.60,2,,2,,India
610190 - Of other textile materials,"478,827",12.00,9.60,2,,2,,India
610210 - Of wool or fine animal hair,"266,596",12.00,9.60,2,,2,,India
610220 - Of cotton,"8,873,559",12.00,9.60,2,,2,,India
610230 - Of man-made fibres,"5,340,150",12.00,9.60,2,,2,,India
610290 - Of other textile materials,"203,640",12.00,9.60,2,,2,,India
610310 - Suits,"126,073",12.00,9.60,2,,2,,India
610322 - - Of cotton,"4,819,806",12.00,9.60,1,,1,,India
610323 - - Of synthetic fibres,"222,858",12.00,9.60,1,,1,,India
610329 - - Of other textile materials,"76,201",12.00,9.60,1,,1,,India
610331 - - Of wool or fine animal hair,"202,124",12.00,9.60,1,,1,,India
610332 - - Of cotton,"2,950,836",12.00,9.60,1,,1,,India
610333 - - Of synthetic fibres,"604,758",12.00,9.60,1,,1,,India
610339 - - Of other textile materials,"746,561",12.00,9.60,1,,1,,India
610341 - - Of wool or fine animal hair,"318,787",12.00,9.60,1,,1,,India
610342 - - Of cotton,"49,231,111",12.00,9.60,1,,1,,India
610343 - - Of synthetic fibres,"4,477,711",12.00,9.60,1,,1,,India
610349 - - Of other textile materials,"1,193,466",12.00,9.60,1,,1,,India
610413 - - Of synthetic fibres,"2,496,270",12.00,9.60,1,,1,,India
610419 - - Of other textile materials,"2,382,740",12.00,9.60,2,,2,,India
610422 - - Of cotton,"5,944,997",12.00,9.60,1,,1,,India
610423 - - Of synthetic fibres,"676,564",12.00,9.60,1,,1,,India
610429 - - Of other textile materials,"2,478,023",12.00,9.60,2,,2,,India
610431 - - Of wool or fine animal hair,"215,997",12.00,9.60,1,,1,,India
610432 - - Of cotton,"6,448,370",12.00,9.60,1,,1,,India
610433 - - Of synthetic fibres,"1,951,734",12.00,9.60,1,,1,,India
610439 - - Of other textile materials,"875,682",12.00,9.60,1,,1,,India
610441 - - Of wool or fine animal hair,"1,584,852",12.00,9.60,1,,1,,India
610442 - - Of cotton,"85,232,055",12.00,9.60,1,,1,,India
610443 - - Of synthetic fibres,"28,793,863",12.00,9.60,1,,1,,India
610444 - - Of artificial fibres,"17,801,599",12.00,9.60,1,,1,,India
610449 - - Of other textile materials,"9,130,359",12.00,9.60,1,,1,,India
610451 - - Of wool or fine animal hair,"111,237",12.00,9.60,1,,1,,India
610452 - - Of cotton,"9,009,081",12.00,9.60,1,,1,,India
610453 - - Of synthetic fibres,"5,401,064",12.00,9.60,1,,1,,India
610459 - - Of other textile materials,"1,426,025",12.00,9.60,1,,1,,India
610461 - - Of wool or fine animal hair,"112,474",12.00,9.60,1,,1,,India
610462 - - Of cotton,"208,727,855",12.00,9.60,1,,1,,India
610463 - - Of synthetic fibres,"22,842,655",12.00,9.60,1,,1,,India
610469 - - Of other textile materials,"6,104,612",12.00,9.60,1,,1,,India
610510 - Of cotton,"146,673,682",12.00,9.60,1,,1,,India
610520 - Of man-made fibres,"4,835,285",12.00,9.60,2,,2,,India
610590 - Of other textile materials,"732,521",12.00,9.60,2,,2,,India
610610 - Of cotton,"66,663,070",12.00,9.60,1,,1,,India
610620 - Of man-made fibres,"26,761,001",12.00,9.60,1,,1,,India
610690 - Of other textile materials,"2,606,340",12.00,9.60,4,,4,,India
610711 - - Of cotton,"88,179,111",12.00,9.60,1,,1,,India
610712 - - Of man-made fibres,"2,937,568",12.00,9.60,1,,1,,India
610719 - - Of other textile materials,"688,312",12.00,9.60,1,,1,,India
610721 - - Of cotton,"110,029,093",12.00,9.60,1,,1,,India
610722 - - Of man-made fibres,"2,885,991",12.00,9.60,1,,1,,India
610729 - - Of other textile materials,"315,412",12.00,9.60,1,,1,,India
610791 - - Of cotton,"2,292,313",12.00,9.60,1,,1,,India
610799 - - Of other textile materials,"1,699,336",12.00,9.60,1,,1,,India
610811 - - Of man-made fibres,"53,111",12.00,9.60,1,,1,,India
610819 - - Of other textile materials,"184,605",12.00,9.60,1,,1,,India
610821 - - Of cotton,"59,984,321",12.00,9.60,1,,1,,India
610822 - - Of man-made fibres,"5,975,866",12.00,9.60,1,,1,,India
610829 - - Of other textile materials,"306,246",12.00,9.60,1,,1,,India
610831 - - Of cotton,"163,875,469",12.00,9.60,1,,1,,India
610832 - - Of man-made fibres,"12,379,501",12.00,9.60,1,,1,,India
610839 - - Of other textile materials,"1,143,388",12.00,9.60,1,,1,,India
610891 - - Of cotton,"6,970,248",12.00,9.60,1,,1,,India
610892 - - Of man-made fibres,"1,473,835",12.00,9.60,1,,1,,India
610899 - - Of other textile materials,"317,099",12.00,9.60,1,,1,,India
610910 - Of cotton,"785,583,900",12.00,9.60,1,,1,,India
610990 - Of other textile materials,"147,118,943",12.00,9.60,2,,2,,India
611011 - - Of wool,"2,467,018",11.50,9.20,3,,3,,India
611012 - - Of Kashmir (cashmere) goats,"580,384",12.00,9.60,2,,2,,India
611019 - - Other,"890,914",12.00,9.60,2,,2,,India
611020 - Of cotton,"211,777,592",12.00,9.60,3,,3,,India
611030 - Of man-made fibres,"42,926,799",12.00,9.60,3,,3,,India
611090 - Of other textile materials,"2,491,391",12.00,9.60,2,,2,,India
611120 - Of cotton,"343,879,514",10.45,8.35,2,,2,,India
611130 - Of synthetic fibres,"7,978,745",10.45,8.35,2,,2,,India
611190 - Of other textile materials,"2,620,366",10.97,8.77,3,,3,,India
611211 - - Of cotton,"4,544,765",12.00,9.60,1,,1,,India
611212 - - Of synthetic fibres,"548,685",12.00,9.60,1,,1,,India
611219 - - Of other textile materials,"44,395",12.00,9.60,1,,1,,India
611220 - Ski suits,"59,407",12.00,9.60,1,,1,,India
611231 - - Of synthetic fibres,"87,653",10.00,8.00,2,,2,,India
611239 - - Of other textile materials,"55,742",10.00,8.00,2,,2,,India
611241 - - Of synthetic fibres,"403,492",10.00,8.00,2,,2,,India
611249 - - Of other textile materials,"263,923",10.00,8.00,2,,2,,India
"611300 Garments, made up of knitted or crocheted fabrics of heading 59.03, 59.06 or 59.07.","723,465",10.00,8.00,2,,2,,India
611420 - Of cotton,"37,011,658",12.00,9.60,1,,1,,India
611430 - Of man-made fibres,"15,894,494",12.00,9.60,1,,1,,India
611490 - Of other textile materials,"4,168,816",12.00,9.60,1,,1,,India
"611510 - Graduated compression hosiery (for example, stockings for varicose veins)","628,823",10.00,8.00,2,,2,,India
"611521 - - Of synthetic fibres, measuring per single yarn less than 67 decitex","27,541",12.00,9.60,1,,1,,India
"611522 - - Of synthetic fibres, measuring per single yarn 67 decitex or more","42,775",12.00,9.60,1,,1,,India
611529 - - Of other textile materials,"1,312,874",12.00,9.60,1,,1,,India
"611530 - Other women's full-length or knee-length hosiery, measuring per single yarn less than 67 decitex","22,124",12.00,9.60,3,,3,,India
611594 - - Of wool or fine animal hair,"83,682",12.00,9.60,1,,1,,India
611595 - - Of cotton,"26,003,011",12.00,9.60,1,,1,,India
611596 - - Of synthetic fibres,"2,492,992",12.00,9.60,3,,3,,India
611599 - - Of other textile materials,"1,474,516",12.00,9.60,1,,1,,India
"611610 - Impregnated, coated or covered with plastics or rubber","10,244,205",8.45,6.75,2,,2,,India
611691 - - Of wool or fine animal hair,"22,229",8.90,7.10,1,,1,,India
611692 - - Of cotton,"1,685,638",8.90,7.10,1,,1,,India
611693 - - Of synthetic fibres,"6,924,355",8.90,7.10,1,,1,,India
611699 - - Of other textile materials,"141,607",8.90,7.10,1,,1,,India
"611710 - Shawls, scarves, mufflers, mantillas, veils and the like","8,165,577",12.00,9.60,1,,1,,India
611780 - Other accessories,"3,048,196",10.00,8.00,2,,2,,India
611790 - Parts,"742,336",12.00,9.60,1,,1,,India
,2016,"2,851,619,182",11.60,9.28,147,,147,,India
610120 - Of cotton,"4,460,151",12.00,9.60,2,,2,,India
610130 - Of man-made fibres,"1,254,981",12.00,9.60,2,,2,,India
610190 - Of other textile materials,"435,547",12.00,9.60,2,,2,,India
610210 - Of wool or fine animal hair,"529,186",12.00,9.60,2,,2,,India
610220 - Of cotton,"7,734,711",12.00,9.60,2,,2,,India
610230 - Of man-made fibres,"3,759,490",12.00,9.60,2,,2,,India
610290 - Of other textile materials,"263,399",12.00,9.60,2,,2,,India
610310 - Suits,"327,637",12.00,9.60,2,,2,,India
610322 -- Of cotton,"1,697,896",12.00,9.60,1,,1,,India
610323 -- Of synthetic fibres,"201,189",12.00,9.60,1,,1,,India
610329 -- Of other textile materials,"48,388",12.00,9.60,1,,1,,India
610331 -- Of wool or fine animal hair,"145,312",12.00,9.60,1,,1,,India
610332 -- Of cotton,"2,648,265",12.00,9.60,1,,1,,India
610333 -- Of synthetic fibres,"493,470",12.00,9.60,1,,1,,India
610339 -- Of other textile materials,"469,274",12.00,9.60,1,,1,,India
610341 -- Of wool or fine animal hair,"255,658",12.00,9.60,1,,1,,India
610342 -- Of cotton,"39,801,299",12.00,9.60,1,,1,,India
610343 -- Of synthetic fibres,"3,896,520",12.00,9.60,1,,1,,India
610349 -- Of other textile materials,"1,100,772",12.00,9.60,1,,1,,India
610413 -- Of synthetic fibres,"4,141,847",12.00,9.60,1,,1,,India
610419 -- Of other textile materials,"2,684,900",12.00,9.60,2,,2,,India
610422 -- Of cotton,"3,653,025",12.00,9.60,1,,1,,India
610423 -- Of synthetic fibres,"410,619",12.00,9.60,1,,1,,India
610429 -- Of other textile materials,"1,596,745",12.00,9.60,2,,2,,India
610431 -- Of wool or fine animal hair,"603,073",12.00,9.60,1,,1,,India
610432 -- Of cotton,"5,799,872",12.00,9.60,1,,1,,India
610433 -- Of synthetic fibres,"1,347,906",12.00,9.60,1,,1,,India
610439 -- Of other textile materials,"459,643",12.00,9.60,1,,1,,India
610441 -- Of wool or fine animal hair,"696,752",12.00,9.60,1,,1,,India
610442 -- Of cotton,"88,279,530",12.00,9.60,1,,1,,India
610443 -- Of synthetic fibres,"28,353,440",12.00,9.60,1,,1,,India
610444 -- Of artificial fibres,"20,015,434",12.00,9.60,1,,1,,India
610449 -- Of other textile materials,"7,464,777",12.00,9.60,1,,1,,India
610451 -- Of wool or fine animal hair,"205,957",12.00,9.60,1,,1,,India
610452 -- Of cotton,"10,952,198",12.00,9.60,1,,1,,India
610453 -- Of synthetic fibres,"4,828,921",12.00,9.60,1,,1,,India
610459 -- Of other textile materials,"1,279,030",12.00,9.60,1,,1,,India
610461 -- Of wool or fine animal hair,"48,943",12.00,9.60,1,,1,,India
610462 -- Of cotton,"215,846,343",12.00,9.60,1,,1,,India
610463 -- Of synthetic fibres,"20,825,026",12.00,9.60,1,,1,,India
610469 -- Of other textile materials,"5,362,072",12.00,9.60,1,,1,,India
610510 - Of cotton,"138,701,322",12.00,9.60,1,,1,,India
610520 - Of man-made fibres,"4,913,828",12.00,9.60,2,,2,,India
610590 - Of other textile materials,"469,115",12.00,9.60,2,,2,,India
610610 - Of cotton,"69,078,102",12.00,9.60,1,,1,,India
610620 - Of man-made fibres,"32,010,150",12.00,9.60,1,,1,,India
610690 - Of other textile materials,"2,463,401",12.00,9.60,4,,4,,India
610711 -- Of cotton,"88,327,701",12.00,9.60,1,,1,,India
610712 -- Of man-made fibres,"3,379,991",12.00,9.60,1,,1,,India
610719 -- Of other textile materials,"509,667",12.00,9.60,1,,1,,India
610721 -- Of cotton,"103,845,493",12.00,9.60,1,,1,,India
610722 -- Of man-made fibres,"2,126,640",12.00,9.60,1,,1,,India
610729 -- Of other textile materials,"217,073",12.00,9.60,1,,1,,India
610791 -- Of cotton,"3,575,314",12.00,9.60,1,,1,,India
610799 -- Of other textile materials,"1,575,727",12.00,9.60,1,,1,,India
610811 -- Of man-made fibres,"291,176",12.00,9.60,1,,1,,India
610819 -- Of other textile materials,"817,056",12.00,9.60,1,,1,,India
610821 -- Of cotton,"62,560,297",12.00,9.60,1,,1,,India
610822 -- Of man-made fibres,"8,206,827",12.00,9.60,1,,1,,India
610829 -- Of other textile materials,"427,523",12.00,9.60,1,,1,,India
610831 -- Of cotton,"173,910,838",12.00,9.60,1,,1,,India
610832 -- Of man-made fibres,"12,935,199",12.00,9.60,1,,1,,India
610839 -- Of other textile materials,"1,327,202",12.00,9.60,1,,1,,India
610891 -- Of cotton,"6,059,989",12.00,9.60,1,,1,,India
610892 -- Of man-made fibres,"1,519,951",12.00,9.60,1,,1,,India
610899 -- Of other textile materials,"233,967",12.00,9.60,1,,1,,India
610910 - Of cotton,"772,742,282",12.00,9.60,1,,1,,India
610990 - Of other textile materials,"140,656,281",12.00,9.60,2,,2,,India
611011 -- Of wool,"3,323,738",11.50,9.20,3,,3,,India
611012 -- Of Kashmir (cashmere) goats,"196,603",12.00,9.60,2,,2,,India
611019 -- Other,"733,020",12.00,9.60,2,,2,,India
611020 - Of cotton,"199,115,002",12.00,9.60,3,,3,,India
611030 - Of man-made fibres,"40,441,761",12.00,9.60,3,,3,,India
611090 - Of other textile materials,"1,835,715",12.00,9.60,2,,2,,India
611120 - Of cotton,"343,697,986",10.45,8.35,2,,2,,India
611130 - Of synthetic fibres,"6,869,013",10.45,8.35,2,,2,,India
611190 - Of other textile materials,"2,421,845",10.97,8.77,3,,3,,India
611211 -- Of cotton,"4,858,906",12.00,9.60,1,,1,,India
611212 -- Of synthetic fibres,"269,123",12.00,9.60,1,,1,,India
611219 -- Of other textile materials,"64,394",12.00,9.60,1,,1,,India
611220 - Ski suits,"21,775",12.00,9.60,1,,1,,India
611231 -- Of synthetic fibres,"27,395",10.00,8.00,2,,2,,India
611239 -- Of other textile materials,"22,614",10.00,8.00,2,,2,,India
611241 -- Of synthetic fibres,"1,199,762",10.00,8.00,2,,2,,India
611249 -- Of other textile materials,"299,817",10.00,8.00,2,,2,,India
"611300 Garments, made up of knitted or crocheted fabrics of heading 59.03, 59.06 or 59.07.","503,250",10.00,8.00,2,,2,,India
611420 - Of cotton,"40,159,894",12.00,9.60,1,,1,,India
611430 - Of man-made fibres,"14,385,847",12.00,9.60,1,,1,,India
611490 - Of other textile materials,"3,995,770",12.00,9.60,1,,1,,India
"611510 - Graduated compression hosiery (for example, stockings for varicose veins)","205,834",10.00,8.00,2,,2,,India
"611521 -- Of synthetic fibres, measuring per single yarn less than 67 decitex","53,793",12.00,9.60,1,,1,,India
"611522 -- Of synthetic fibres, measuring per single yarn 67 decitex or more","71,619",12.00,9.60,1,,1,,India
611529 -- Of other textile materials,"861,397",12.00,9.60,1,,1,,India
"611530 - Other women's full-length or knee-length hosiery, measuring per single yarn less than 67 decitex","35,389",12.00,9.60,3,,3,,India
611594 -- Of wool or fine animal hair,"73,205",12.00,9.60,1,,1,,India
611595 -- Of cotton,"26,006,494",12.00,9.60,1,,1,,India
611596 -- Of synthetic fibres,"2,806,700",12.00,9.60,3,,3,,India
611599 -- Of other textile materials,"513,057",12.00,9.60,1,,1,,India
"611610 - Impregnated, coated or covered with plastics or rubber","9,083,452",8.45,6.75,2,,2,,India
611691 -- Of wool or fine animal hair,"78,685",8.90,7.10,1,,1,,India
611692 -- Of cotton,"1,122,750",8.90,7.10,1,,1,,India
611693 -- Of synthetic fibres,"6,640,274",8.90,7.10,1,,1,,India
611699 -- Of other textile materials,"253,663",8.90,7.10,1,,1,,India
"611710 - Shawls, scarves, mufflers, mantillas, veils and the like","9,021,767",12.00,9.60,1,,1,,India
611780 - Other accessories,"2,333,359",10.00,8.00,2,,2,,India
611790 - Parts,"753,208",12.00,9.60,1,,1,,India
,2015,"2,801,957,222",11.60,9.28,147,,147,,India
610120 - Of cotton,"7,239,379",12.00,9.60,2,,2,,India
610130 - Of man-made fibres,"535,479",12.00,9.60,2,,2,,India
610190 - Of other textile materials,"315,146",12.00,9.60,2,,2,,India
610210 - Of wool or fine animal hair,"595,919",12.00,9.60,2,,2,,India
610220 - Of cotton,"8,962,986",12.00,9.60,2,,2,,India
610230 - Of man-made fibres,"1,972,696",12.00,9.60,2,,2,,India
610290 - Of other textile materials,"99,545",12.00,9.60,2,,2,,India
610310 - Suits,"301,411",12.00,9.60,2,,2,,India
610322 -- Of cotton,"1,820,829",12.00,9.60,1,,1,,India
610323 -- Of synthetic fibres,"327,607",12.00,9.60,1,,1,,India
610329 -- Of other textile materials,"28,590",12.00,9.60,1,,1,,India
610331 -- Of wool or fine animal hair,"401,514",12.00,9.60,1,,1,,India
610332 -- Of cotton,"2,765,202",12.00,9.60,1,,1,,India
610333 -- Of synthetic fibres,"507,710",12.00,9.60,1,,1,,India
610339 -- Of other textile materials,"680,715",12.00,9.60,1,,1,,India
610341 -- Of wool or fine animal hair,"198,746",12.00,9.60,1,,1,,India
610342 -- Of cotton,"35,176,420",12.00,9.60,1,,1,,India
610343 -- Of synthetic fibres,"3,858,641",12.00,9.60,1,,1,,India
610349 -- Of other textile materials,"1,616,236",12.00,9.60,1,,1,,India
610413 -- Of synthetic fibres,"4,008,185",12.00,9.60,1,,1,,India
610419 -- Of other textile materials,"2,489,198",12.00,9.60,2,,2,,India
610422 -- Of cotton,"2,926,000",12.00,9.60,1,,1,,India
610423 -- Of synthetic fibres,"424,754",12.00,9.60,1,,1,,India
610429 -- Of other textile materials,"282,611",12.00,9.60,2,,2,,India
610431 -- Of wool or fine animal hair,"704,537",12.00,9.60,1,,1,,India
610432 -- Of cotton,"5,847,012",12.00,9.60,1,,1,,India
610433 -- Of synthetic fibres,"1,198,265",12.00,9.60,1,,1,,India
610439 -- Of other textile materials,"868,742",12.00,9.60,1,,1,,India
610441 -- Of wool or fine animal hair,"744,217",12.00,9.60,1,,1,,India
610442 -- Of cotton,"89,781,652",12.00,9.60,1,,1,,India
610443 -- Of synthetic fibres,"32,092,333",12.00,9.60,1,,1,,India
610444 -- Of artificial fibres,"26,042,485",12.00,9.60,1,,1,,India
610449 -- Of other textile materials,"5,431,097",12.00,9.60,1,,1,,India
610451 -- Of wool or fine animal hair,"258,029",12.00,9.60,1,,1,,India
610452 -- Of cotton,"13,255,433",12.00,9.60,1,,1,,India
610453 -- Of synthetic fibres,"5,157,899",12.00,9.60,1,,1,,India
610459 -- Of other textile materials,"2,738,779",12.00,9.60,1,,1,,India
610461 -- Of wool or fine animal hair,"40,465",12.00,9.60,1,,1,,India
610462 -- Of cotton,"202,153,601",12.00,9.60,1,,1,,India
610463 -- Of synthetic fibres,"14,606,020",12.00,9.60,1,,1,,India
610469 -- Of other textile materials,"5,797,213",12.00,9.60,1,,1,,India
610510 - Of cotton,"157,869,696",12.00,9.60,1,,1,,India
610520 - Of man-made fibres,"3,708,964",12.00,9.60,2,,2,,India
610590 - Of other textile materials,"1,074,717",12.00,9.60,2,,2,,India
610610 - Of cotton,"71,467,429",12.00,9.60,1,,1,,India
610620 - Of man-made fibres,"24,925,857",12.00,9.60,1,,1,,India
610690 - Of other textile materials,"2,305,934",12.00,9.60,4,,4,,India
610711 -- Of cotton,"92,024,845",12.00,9.60,1,,1,,India
610712 -- Of man-made fibres,"2,110,410",12.00,9.60,1,,1,,India
610719 -- Of other textile materials,"441,921",12.00,9.60,1,,1,,India
610721 -- Of cotton,"103,530,830",12.00,9.60,1,,1,,India
610722 -- Of man-made fibres,"1,498,344",12.00,9.60,1,,1,,India
610729 -- Of other textile materials,"351,507",12.00,9.60,1,,1,,India
610791 -- Of cotton,"3,848,301",12.00,9.60,1,,1,,India
610799 -- Of other textile materials,"1,593,681",12.00,9.60,1,,1,,India
610811 -- Of man-made fibres,"1,172,485",12.00,9.60,1,,1,,India
610819 -- Of other textile materials,"548,187",12.00,9.60,1,,1,,India
610821 -- Of cotton,"54,785,276",12.00,9.60,1,,1,,India
610822 -- Of man-made fibres,"9,909,956",12.00,9.60,1,,1,,India
610829 -- Of other textile materials,"492,224",12.00,9.60,1,,1,,India
610831 -- Of cotton,"177,481,881",12.00,9.60,1,,1,,India
610832 -- Of man-made fibres,"7,486,893",12.00,9.60,1,,1,,India
610839 -- Of other textile materials,"1,278,992",12.00,9.60,1,,1,,India
610891 -- Of cotton,"7,320,676",12.00,9.60,1,,1,,India
610892 -- Of man-made fibres,"1,486,702",12.00,9.60,1,,1,,India
610899 -- Of other textile materials,"65,450",12.00,9.60,1,,1,,India
610910 - Of cotton,"784,631,597",12.00,9.60,1,,1,,India
610990 - Of other textile materials,"129,197,971",12.00,9.60,2,,2,,India
611011 -- Of wool,"4,547,239",11.50,9.20,3,,3,,India
611012 -- Of Kashmir (cashmere) goats,"247,383",12.00,9.60,2,,2,,India
611019 -- Other,"1,119,800",12.00,9.60,2,,2,,India
611020 - Of cotton,"205,146,560",12.00,9.60,3,,3,,India
611030 - Of man-made fibres,"45,248,862",12.00,9.60,3,,3,,India
611090 - Of other textile materials,"1,897,741",12.00,9.60,2,,2,,India
611120 - Of cotton,"292,755,164",10.45,8.35,2,,2,,India
611130 - Of synthetic fibres,"4,079,057",10.45,8.35,2,,2,,India
