Importer,Year,Value,Ad val. duties,Number of lines,China
,(US$),Simple average,MFN duties,Pref. duties,China
,MFN,Best,All items,Non ad val.,All items,Non ad val.,China
880320 - Under-carriages and parts thereof,,2.50,2.50,1,,,,China
880330 - Other parts of aeroplanes or helicopters,,2.50,2.50,1,,,,China
880390 - Other,,10.00,10.00,1,,,,China
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,,10.00,10.00,2,,,,China
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,10.00,10.00,3,,,,China
880521 - - Air combat simulators and parts thereof,,10.00,10.00,1,,,,China
880529 - - Other,,10.00,10.00,1,,,,China
,2016,"5,969,785",7.83,7.83,20,,,,China
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.","178,589",10.00,10.00,3,,,,China
"880211 -- Of an unladen weight not exceeding 2,000 kg",,10.00,10.00,1,,,,China
"880212 -- Of an unladen weight exceeding 2,000 kg",,10.00,10.00,1,,,,China
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.00,3.00,1,,,,China
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,3.00,3.00,1,,,,China
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,3.00,3.00,1,,,,China
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,10.00,10.00,1,,,,China
880310 - Propellers and rotors and parts thereof,,2.50,2.50,1,,,,China
880320 - Under-carriages and parts thereof,,2.50,2.50,1,,,,China
880330 - Other parts of aeroplanes or helicopters,"5,352,330",2.50,2.50,1,,,,China
880390 - Other,"397,981",10.00,10.00,1,,,,China
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"39,887",10.00,10.00,2,,,,China
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,10.00,10.00,3,,,,China
880521 -- Air combat simulators and parts thereof,998,10.00,10.00,1,,,,China
880529 -- Other,,10.00,10.00,1,,,,China
,2015,"5,647,598",7.83,7.83,20,,,,China
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.","12,587",10.00,10.00,3,,,,China
"880211 -- Of an unladen weight not exceeding 2,000 kg",,10.00,10.00,1,,,,China
"880212 -- Of an unladen weight exceeding 2,000 kg",,10.00,10.00,1,,,,China
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.00,3.00,1,,,,China
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,3.00,3.00,1,,,,China
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,3.00,3.00,1,,,,China
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,10.00,10.00,1,,,,China
880310 - Propellers and rotors and parts thereof,,2.50,2.50,1,,,,China
880320 - Under-carriages and parts thereof,,2.50,2.50,1,,,,China
880330 - Other parts of aeroplanes or helicopters,"5,234,639",2.50,2.50,1,,,,China
880390 - Other,"197,017",10.00,10.00,1,,,,China
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"197,028",10.00,10.00,2,,,,China
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,10.00,10.00,3,,,,China
880521 -- Air combat simulators and parts thereof,663,10.00,10.00,1,,,,China
880529 -- Other,"5,664",10.00,10.00,1,,,,China
,2014,"23,605,293",7.83,7.83,20,,,,China
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.","13,147",10.00,10.00,3,,,,China
"880211 -- Of an unladen weight not exceeding 2,000 kg",,10.00,10.00,1,,,,China
"880212 -- Of an unladen weight exceeding 2,000 kg",,10.00,10.00,1,,,,China
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.00,3.00,1,,,,China
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,3.00,3.00,1,,,,China
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg","20,743,985",3.00,3.00,1,,,,China
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,10.00,10.00,1,,,,China
880310 - Propellers and rotors and parts thereof,,2.50,2.50,1,,,,China
880320 - Under-carriages and parts thereof,,2.50,2.50,1,,,,China
880330 - Other parts of aeroplanes or helicopters,"2,739,566",2.50,2.50,1,,,,China
880390 - Other,"93,707",10.00,10.00,1,,,,China
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"12,615",10.00,10.00,2,,,,China
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,10.00,10.00,3,,,,China
880521 -- Air combat simulators and parts thereof,,10.00,10.00,1,,,,China
880529 -- Other,"2,273",10.00,10.00,1,,,,China
,2013,"16,559,096",7.83,7.83,20,,,,China
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.","22,491",10.00,10.00,3,,,,China
"880211 -- Of an unladen weight not exceeding 2,000 kg",,10.00,10.00,1,,,,China
"880212 -- Of an unladen weight exceeding 2,000 kg",,10.00,10.00,1,,,,China
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.00,3.00,1,,,,China
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,3.00,3.00,1,,,,China
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,3.00,3.00,1,,,,China
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,10.00,10.00,1,,,,China
880310 - Propellers and rotors and parts thereof,,2.50,2.50,1,,,,China
880320 - Under-carriages and parts thereof,"10,650",2.50,2.50,1,,,,China
880330 - Other parts of aeroplanes or helicopters,"16,420,032",2.50,2.50,1,,,,China
880390 - Other,"101,876",10.00,10.00,1,,,,China
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,,10.00,10.00,2,,,,China
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,10.00,10.00,3,,,,China
880521 -- Air combat simulators and parts thereof,,10.00,10.00,1,,,,China
880529 -- Other,"4,047",10.00,10.00,1,,,,China
,2012,"1,300,051",7.83,7.83,20,,,,China
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.","25,729",10.00,10.00,3,,,,China
"880211 -- Of an unladen weight not exceeding 2,000 kg",,10.00,10.00,1,,,,China
"880212 -- Of an unladen weight exceeding 2,000 kg",,10.00,10.00,1,,,,China
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.00,3.00,1,,,,China
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,3.00,3.00,1,,,,China
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,3.00,3.00,1,,,,China
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,10.00,10.00,1,,,,China
880310 - Propellers and rotors and parts thereof,,2.50,2.50,1,,,,China
880320 - Under-carriages and parts thereof,"20,704",2.50,2.50,1,,,,China
880330 - Other parts of aeroplanes or helicopters,"1,209,475",2.50,2.50,1,,,,China
880390 - Other,"41,400",10.00,10.00,1,,,,China
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"2,668",10.00,10.00,2,,,,China
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,10.00,10.00,3,,,,China
880521 -- Air combat simulators and parts thereof,,10.00,10.00,1,,,,China
880529 -- Other,75,10.00,10.00,1,,,,China
,2011,"68,218,394",7.90,7.90,20,,,,China
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.","286,902",10.00,10.00,3,,,,China
"880211 -- Of an unladen weight not exceeding 2,000 kg",,10.00,10.00,1,,,,China
"880212 -- Of an unladen weight exceeding 2,000 kg",,10.00,10.00,1,,,,China
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.00,3.00,1,,,,China
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,3.00,3.00,1,,,,China
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,3.00,3.00,1,,,,China
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,10.00,10.00,1,,,,China
880310 - Propellers and rotors and parts thereof,"168,737",3.00,3.00,1,,,,China
880320 - Under-carriages and parts thereof,"112,109",3.00,3.00,1,,,,China
880330 - Other parts of aeroplanes or helicopters,"64,046,787",3.00,3.00,1,,,,China
880390 - Other,"3,471,091",10.00,10.00,1,,,,China
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"88,300",10.00,10.00,2,,,,China
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,10.00,10.00,3,,,,China
880521 -- Air combat simulators and parts thereof,"34,379",10.00,10.00,1,,,,China
880529 -- Other,"10,089",10.00,10.00,1,,,,China
,2010,"19,752,051",7.90,7.90,20,,,,China
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.","394,964",10.00,10.00,3,,,,China
"880211 -- Of an unladen weight not exceeding 2,000 kg",,10.00,10.00,1,,,,China
"880212 -- Of an unladen weight exceeding 2,000 kg",,10.00,10.00,1,,,,China
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.00,3.00,1,,,,China
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,3.00,3.00,1,,,,China
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,3.00,3.00,1,,,,China
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,10.00,10.00,1,,,,China
880310 - Propellers and rotors and parts thereof,,3.00,3.00,1,,,,China
880320 - Under-carriages and parts thereof,"30,593",3.00,3.00,1,,,,China
880330 - Other parts of aeroplanes or helicopters,"18,946,250",3.00,3.00,1,,,,China
880390 - Other,"5,237",10.00,10.00,1,,,,China
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"11,590",10.00,10.00,2,,,,China
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,10.00,10.00,3,,,,China
880521 -- Air combat simulators and parts thereof,"352,312",10.00,10.00,1,,,,China
880529 -- Other,"11,104",10.00,10.00,1,,,,China
,2009,"5,856,396",7.90,7.90,20,,,,China
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.","213,211",10.00,10.00,3,,,,China
"880211 -- Of an unladen weight not exceeding 2,000 kg",,10.00,10.00,1,,,,China
"880212 -- Of an unladen weight exceeding 2,000 kg",,10.00,10.00,1,,,,China
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.00,3.00,1,,,,China
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,3.00,3.00,1,,,,China
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,3.00,3.00,1,,,,China
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,10.00,10.00,1,,,,China
880310 - Propellers and rotors and parts thereof,,3.00,3.00,1,,,,China
880320 - Under-carriages and parts thereof,,3.00,3.00,1,,,,China
880330 - Other parts of aeroplanes or helicopters,"5,435,819",3.00,3.00,1,,,,China
880390 - Other,"193,024",10.00,10.00,1,,,,China
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,,10.00,10.00,2,,,,China
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,10.00,10.00,3,,,,China
880521 -- Air combat simulators and parts thereof,"14,341",10.00,10.00,1,,,,China
880529 -- Other,,10.00,10.00,1,,,,China
,2008,"3,529,160",6.45,6.45,20,,,,China
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.","12,731",8.33,8.33,3,,,,China
"880211 -- Of an unladen weight not exceeding 2,000 kg",,3.00,3.00,1,,,,China
"880212 -- Of an unladen weight exceeding 2,000 kg",,3.00,3.00,1,,,,China
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.00,3.00,1,,,,China
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,3.00,3.00,1,,,,China
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,3.00,3.00,1,,,,China
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,10.00,10.00,1,,,,China
880310 - Propellers and rotors and parts thereof,,3.00,3.00,1,,,,China
880320 - Under-carriages and parts thereof,,3.00,3.00,1,,,,China
880330 - Other parts of aeroplanes or helicopters,"3,065,655",3.00,3.00,1,,,,China
880390 - Other,"445,640",10.00,10.00,1,,,,China
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,,10.00,10.00,2,,,,China
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,10.00,10.00,3,,,,China
880521 -- Air combat simulators and parts thereof,,5.00,5.00,1,,,,China
880529 -- Other,"5,134",5.00,5.00,1,,,,China
,2007,"23,450,426",7.90,7.90,20,,,,China
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.","67,738",10.00,10.00,3,,,,China
"880211 -- Of an unladen weight not exceeding 2,000 kg",,10.00,10.00,1,,,,China
"880212 -- Of an unladen weight exceeding 2,000 kg",,10.00,10.00,1,,,,China
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg","21,576,094",3.00,3.00,1,,,,China
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,3.00,3.00,1,,,,China
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,3.00,3.00,1,,,,China
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,10.00,10.00,1,,,,China
880310 - Propellers and rotors and parts thereof,,3.00,3.00,1,,,,China
880320 - Under-carriages and parts thereof,,3.00,3.00,1,,,,China
880330 - Other parts of aeroplanes or helicopters,"1,780,348",3.00,3.00,1,,,,China
880390 - Other,"24,677",10.00,10.00,1,,,,China
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"1,569",10.00,10.00,2,,,,China
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,10.00,10.00,3,,,,China
880521 -- Air combat simulators and parts thereof,,10.00,10.00,1,,,,China
880529 -- Other,,10.00,10.00,1,,,,China
,2006,"356,447",9.65,9.65,20,,,,China
880110 - Gliders and hang gliders,,12.50,12.50,1,,,,China
880190 - Other,"1,011",12.50,12.50,2,,,,China
"880211 -- Of an unladen weight not exceeding 2,000 kg",,12.50,12.50,1,,,,China
"880212 -- Of an unladen weight exceeding 2,000 kg",,12.50,12.50,1,,,,China
"880220 - Airplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.00,3.00,1,,,,China
"880230 - Airplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,3.00,3.00,1,,,,China
"880240 - Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,3.00,3.00,1,,,,China
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,12.50,12.50,1,,,,China
880310 - Propellers and rotors and parts thereof,587,3.00,3.00,1,,,,China
880320 - Under-carriages and parts thereof,,3.00,3.00,1,,,,China
880330 - Other parts of airplanes or helicopters,"245,144",3.00,3.00,1,,,,China
880390 - Other,"106,892",12.50,12.50,1,,,,China
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,,12.50,12.50,2,,,,China
880510 - Aircraft launching gear and parts thereof; deck- Arrestor or similar gear and parts thereof,,12.50,12.50,3,,,,China
880521 -- Air combat simulators and parts thereof,"2,814",12.50,12.50,1,,,,China
880529 -- Other,,12.50,12.50,1,,,,China
,2005,"1,068,002",11.40,11.40,20,,,,China
880110 - Gliders and hang gliders,,15.00,15.00,1,,,,China
880190 - Other,584,15.00,15.00,2,,,,China
"880211 -- Of an unladen weight not exceeding 2,000 kg",,15.00,15.00,1,,,,China
"880212 -- Of an unladen weight exceeding 2,000 kg",,15.00,15.00,1,,,,China
"880220 - Airplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.00,3.00,1,,,,China
"880230 - Airplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,3.00,3.00,1,,,,China
"880240 - Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,3.00,3.00,1,,,,China
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,15.00,15.00,1,,,,China
880310 - Propellers and rotors and parts thereof,,3.00,3.00,1,,,,China
880320 - Under-carriages and parts thereof,,3.00,3.00,1,,,,China
880330 - Other parts of airplanes or helicopters,"101,120",3.00,3.00,1,,,,China
880390 - Other,"89,080",15.00,15.00,1,,,,China
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,767,15.00,15.00,2,,,,China
880510 - Aircraft launching gear and parts thereof; deck- Arrestor or similar gear and parts thereof,,15.00,15.00,3,,,,China
880521 -- Air combat simulators and parts thereof,,15.00,15.00,1,,,,China
880529 -- Other,"876,452",15.00,15.00,1,,,,China
,2004,"128,646",14.90,14.90,20,,,,China
880110 - Gliders and hang gliders,,20.00,20.00,1,,,,China
880190 - Other,"10,257",20.00,20.00,2,,,,China
"880211 -- Of an unladen weight not exceeding 2,000 kg",,20.00,20.00,1,,,,China
"880212 -- Of an unladen weight exceeding 2,000 kg",,20.00,20.00,1,,,,China
"880220 - Airplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.00,3.00,1,,,,China
"880230 - Airplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,3.00,3.00,1,,,,China
"880240 - Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,3.00,3.00,1,,,,China
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,20.00,20.00,1,,,,China
880310 - Propellers and rotors and parts thereof,,3.00,3.00,1,,,,China
880320 - Under-carriages and parts thereof,,3.00,3.00,1,,,,China
880330 - Other parts of airplanes or helicopters,"118,192",3.00,3.00,1,,,,China
880390 - Other,,20.00,20.00,1,,,,China
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,197,20.00,20.00,2,,,,China
880510 - Aircraft launching gear and parts thereof; deck- Arrestor or similar gear and parts thereof,,20.00,20.00,3,,,,China
880521 -- Air combat simulators and parts thereof,,20.00,20.00,1,,,,China
880529 -- Other,,20.00,20.00,1,,,,China
,2003,"2,019,335",18.40,18.40,20,,,,China
880110 - Gliders and hang gliders,,25.00,25.00,1,,,,China
880190 - Other,225,25.00,25.00,2,,,,China
"880211 -- Of an unladen weight not exceeding 2,000 kg","1,948,031",25.00,25.00,1,,,,China
"880212 -- Of an unladen weight exceeding 2,000 kg",,25.00,25.00,1,,,,China
"880220 - Airplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.00,3.00,1,,,,China
"880230 - Airplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,3.00,3.00,1,,,,China
"880240 - Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,3.00,3.00,1,,,,China
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,25.00,25.00,1,,,,China
880310 - Propellers and rotors and parts thereof,,3.00,3.00,1,,,,China
880320 - Under-carriages and parts thereof,,3.00,3.00,1,,,,China
880330 - Other parts of airplanes or helicopters,"42,862",3.00,3.00,1,,,,China
880390 - Other,"28,216",25.00,25.00,1,,,,China
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,,25.00,25.00,2,,,,China
880510 - Aircraft launching gear and parts thereof; deck- Arrestor or similar gear and parts thereof,,25.00,25.00,3,,,,China
880521 -- Air combat simulators and parts thereof,,25.00,25.00,1,,,,China
880529 -- Other,,25.00,25.00,1,,,,China
,2002,"25,958",18.94,18.94,16,,,,China
880110 - Gliders and hang gliders,,25.00,25.00,1,,,,China
880190 - Other,302,30.00,30.00,1,,,,China
"880211 -- Of an unladen weight not exceeding 2,000 kg",,25.00,25.00,1,,,,China
"880212 -- Of an unladen weight exceeding 2,000 kg",,25.00,25.00,1,,,,China
"880220 - Airplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.00,3.00,1,,,,China
"880230 - Airplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,3.00,3.00,1,,,,China
"880240 - Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,3.00,3.00,1,,,,China
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,30.00,30.00,1,,,,China
880310 - Propellers and rotors and parts thereof,,3.00,3.00,1,,,,China
880320 - Under-carriages and parts thereof,,3.00,3.00,1,,,,China
880330 - Other parts of airplanes or helicopters,"21,998",3.00,3.00,1,,,,China
880390 - Other,591,30.00,30.00,1,,,,China
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,,30.00,30.00,1,,,,China
880510 - Aircraft launching gear and parts thereof; deck- Arrestor or similar gear and parts thereof,,30.00,30.00,1,,,,China
880521 -- Air combat simulators and parts thereof,"1,534",30.00,30.00,1,,,,China
880529 -- Other,"1,534",30.00,30.00,1,,,,China
,2001,"27,499",15.80,15.80,15,,,,China
880110 - Gliders and hang gliders,,3.00,3.00,1,,,,China
880190 - Other,,35.00,35.00,1,,,,China
"880211 - - Of an unladen weight not exceeding 2,000 kg",,3.00,3.00,1,,,,China
"880212 - - Of an unladen weight exceeding 2,000 kg",,3.00,3.00,1,,,,China
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.00,3.00,1,,,,China
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,3.00,3.00,1,,,,China
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,3.00,3.00,1,,,,China
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,35.00,35.00,1,,,,China
880310 - Propellers and rotors and parts thereof,543,3.00,3.00,1,,,,China
880320 - Under-carriages and parts thereof,,3.00,3.00,1,,,,China
880330 - Other parts of aeroplanes or helicopters,"26,156",3.00,3.00,1,,,,China
880390 - Other,800,35.00,35.00,1,,,,China
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto,,35.00,35.00,1,,,,China
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,35.00,35.00,1,,,,China
880520 - Ground flying trainers and parts thereof,,35.00,35.00,1,,,,China
,2000,"2,863",16.00,16.00,15,,,,China
880110 - Gliders and hang gliders,,0.00,0.00,1,,,,China
880190 - Other,,38.50,38.50,1,,,,China
"880211 - - Of an unladen weight not exceeding 2,000 kg",,0.00,0.00,1,,,,China
"880212 - - Of an unladen weight exceeding 2,000 kg",,0.00,0.00,1,,,,China
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,0.00,0.00,1,,,,China
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,0.00,0.00,1,,,,China
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,0.00,0.00,1,,,,China
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,38.50,38.50,1,,,,China
880310 - Propellers and rotors and parts thereof,,3.00,3.00,1,,,,China
880320 - Under-carriages and parts thereof,,3.00,3.00,1,,,,China
880330 - Other parts of aeroplanes or helicopters,"2,863",3.00,3.00,1,,,,China
880390 - Other,,38.50,38.50,1,,,,China
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto,,38.50,38.50,1,,,,China
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,38.50,38.50,1,,,,China
880520 - Ground flying trainers and parts thereof,,38.50,38.50,1,,,,China
,1999,217,16.60,16.60,15,,,,China
880110 - Gliders and hang gliders,,0.00,0.00,1,,,,China
880190 - Other,,40.00,40.00,1,,,,China
"880211 - - Of an unladen weight not exceeding 2,000 kg",,0.00,0.00,1,,,,China
"880212 - - Of an unladen weight exceeding 2,000 kg",,0.00,0.00,1,,,,China
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,0.00,0.00,1,,,,China
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,0.00,0.00,1,,,,China
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,0.00,0.00,1,,,,China
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,40.00,40.00,1,,,,China
880310 - Propellers and rotors and parts thereof,,3.00,3.00,1,,,,China
880320 - Under-carriages and parts thereof,,3.00,3.00,1,,,,China
