Importer,Year,Value,Ad val. duties,Number of lines,India
,(US$),Simple average,MFN duties,Pref. duties,India
,MFN,Best,All items,Non ad val.,All items,Non ad val.,India
611019 - - Other,,35.00,35.00,1,,,,India
611020 - Of cotton,,35.00,35.00,1,,,,India
611030 - Of man-made fibres,,35.00,35.00,1,,,,India
611090 - Of other textile materials,,35.00,35.00,1,,,,India
611120 - Of cotton,,35.00,35.00,1,,,,India
611130 - Of synthetic fibres,,35.00,35.00,1,,,,India
611190 - Of other textile materials,,35.00,35.00,2,,,,India
611211 - - Of cotton,,35.00,35.00,1,,,,India
611212 - - Of synthetic fibres,,35.00,35.00,1,,,,India
611219 - - Of other textile materials,,35.00,35.00,1,,,,India
611220 - Ski suits,,35.00,35.00,1,,,,India
611231 - - Of synthetic fibres,,35.00,35.00,1,,,,India
611239 - - Of other textile materials,,35.00,35.00,1,,,,India
611241 - - Of synthetic fibres,,35.00,35.00,1,,,,India
611249 - - Of other textile materials,,35.00,35.00,1,,,,India
"611300 Garments, made up of knitted or crocheted fabrics of heading 59.03, 59.06 or 59.07.",,35.00,35.00,1,,,,India
611420 - Of cotton,,35.00,35.00,1,,,,India
611430 - Of man-made fibres,,35.00,35.00,1,,,,India
611490 - Of other textile materials,,35.00,35.00,2,,,,India
"611510 - Graduated compression hosiery (for example, stockings for varicose veins)",,35.00,35.00,12,,,,India
"611521 - - Of synthetic fibres, measuring per single yarn less than 67 decitex",,35.00,35.00,1,,,,India
"611522 - - Of synthetic fibres, measuring per single yarn 67 decitex or more",,35.00,35.00,1,,,,India
611529 - - Of other textile materials,,35.00,35.00,3,,,,India
"611530 - Other women's full-length or knee-length hosiery, measuring per single yarn less than 67 decitex",,35.00,35.00,3,,,,India
611594 - - Of wool or fine animal hair,,35.00,35.00,1,,,,India
611595 - - Of cotton,,35.00,35.00,1,,,,India
611596 - - Of synthetic fibres,,35.00,35.00,1,,,,India
611599 - - Of other textile materials,,35.00,35.00,1,,,,India
"611610 - Impregnated, coated or covered with plastics or rubber",,35.00,35.00,1,,,,India
611691 - - Of wool or fine animal hair,,35.00,35.00,1,,,,India
611692 - - Of cotton,,35.00,35.00,1,,,,India
611693 - - Of synthetic fibres,,35.00,35.00,1,,,,India
611699 - - Of other textile materials,,35.00,35.00,1,,,,India
"611710 - Shawls, scarves, mufflers, mantillas, veils and the like",,35.00,35.00,1,,,,India
611780 - Other accessories,,35.00,35.00,2,,,,India
611790 - Parts,,35.00,35.00,1,,,,India
,2017,"9,845,192",35.00,35.00,132,,,,India
610120 - Of cotton,"93,299",35.00,35.00,1,,,,India
610130 - Of man-made fibres,"295,912",35.00,35.00,1,,,,India
610190 - Of other textile materials,,35.00,35.00,2,,,,India
610210 - Of wool or fine animal hair,238,35.00,35.00,1,,,,India
610220 - Of cotton,"13,833",35.00,35.00,1,,,,India
610230 - Of man-made fibres,"24,260",35.00,35.00,1,,,,India
610290 - Of other textile materials,,35.00,35.00,1,,,,India
610310 - Suits,,35.00,35.00,3,,,,India
610322 - - Of cotton,306,35.00,35.00,1,,,,India
610323 - - Of synthetic fibres,"19,432",35.00,35.00,1,,,,India
610329 - - Of other textile materials,,35.00,35.00,2,,,,India
610331 - - Of wool or fine animal hair,,35.00,35.00,1,,,,India
610332 - - Of cotton,,35.00,35.00,1,,,,India
610333 - - Of synthetic fibres,,35.00,35.00,1,,,,India
610339 - - Of other textile materials,,35.00,35.00,1,,,,India
610341 - - Of wool or fine animal hair,,35.00,35.00,1,,,,India
610342 - - Of cotton,"175,373",35.00,35.00,1,,,,India
610343 - - Of synthetic fibres,"260,272",35.00,35.00,1,,,,India
610349 - - Of other textile materials,,35.00,35.00,1,,,,India
610413 - - Of synthetic fibres,,35.00,35.00,1,,,,India
610419 - - Of other textile materials,,35.00,35.00,3,,,,India
610422 - - Of cotton,"4,193",35.00,35.00,1,,,,India
610423 - - Of synthetic fibres,,35.00,35.00,1,,,,India
610429 - - Of other textile materials,,35.00,35.00,2,,,,India
610431 - - Of wool or fine animal hair,,35.00,35.00,1,,,,India
610432 - - Of cotton,"19,018",35.00,35.00,1,,,,India
610433 - - Of synthetic fibres,"8,123",35.00,35.00,1,,,,India
610439 - - Of other textile materials,"2,742",35.00,35.00,1,,,,India
610441 - - Of wool or fine animal hair,,35.00,35.00,1,,,,India
610442 - - Of cotton,"111,298",35.00,35.00,1,,,,India
610443 - - Of synthetic fibres,"442,626",35.00,35.00,1,,,,India
610444 - - Of artificial fibres,"29,500",35.00,35.00,1,,,,India
610449 - - Of other textile materials,415,35.00,35.00,1,,,,India
610451 - - Of wool or fine animal hair,,35.00,35.00,1,,,,India
610452 - - Of cotton,"1,796",35.00,35.00,1,,,,India
610453 - - Of synthetic fibres,"39,521",35.00,35.00,1,,,,India
610459 - - Of other textile materials,"4,765",35.00,35.00,1,,,,India
610461 - - Of wool or fine animal hair,,35.00,35.00,1,,,,India
610462 - - Of cotton,"269,867",35.00,35.00,1,,,,India
610463 - - Of synthetic fibres,"169,603",35.00,35.00,1,,,,India
610469 - - Of other textile materials,,35.00,35.00,1,,,,India
610510 - Of cotton,"1,032,003",35.00,35.00,1,,,,India
610520 - Of man-made fibres,"761,335",35.00,35.00,1,,,,India
610590 - Of other textile materials,,35.00,35.00,1,,,,India
610610 - Of cotton,"899,217",35.00,35.00,1,,,,India
610620 - Of man-made fibres,"841,129",35.00,35.00,1,,,,India
610690 - Of other textile materials,,35.00,35.00,1,,,,India
610711 - - Of cotton,"10,586",35.00,35.00,1,,,,India
610712 - - Of man-made fibres,205,35.00,35.00,1,,,,India
610719 - - Of other textile materials,,35.00,35.00,1,,,,India
610721 - - Of cotton,"1,567",35.00,35.00,1,,,,India
610722 - - Of man-made fibres,,35.00,35.00,1,,,,India
610729 - - Of other textile materials,,35.00,35.00,1,,,,India
610791 - - Of cotton,,35.00,35.00,1,,,,India
610799 - - Of other textile materials,,35.00,35.00,2,,,,India
610811 - - Of man-made fibres,45,35.00,35.00,1,,,,India
610819 - - Of other textile materials,,35.00,35.00,1,,,,India
610821 - - Of cotton,"182,491",35.00,35.00,1,,,,India
610822 - - Of man-made fibres,"88,662",35.00,35.00,1,,,,India
610829 - - Of other textile materials,,35.00,35.00,1,,,,India
610831 - - Of cotton,"10,766",35.00,35.00,1,,,,India
610832 - - Of man-made fibres,,35.00,35.00,1,,,,India
610839 - - Of other textile materials,,35.00,35.00,1,,,,India
610891 - - Of cotton,170,35.00,35.00,1,,,,India
610892 - - Of man-made fibres,,35.00,35.00,1,,,,India
610899 - - Of other textile materials,,35.00,35.00,1,,,,India
610910 - Of cotton,"1,831,484",35.00,35.00,1,,,,India
610990 - Of other textile materials,"849,234",35.00,35.00,1,,,,India
611011 - - Of wool,331,35.00,35.00,1,,,,India
611012 - - Of Kashmir (cashmere) goats,,35.00,35.00,1,,,,India
611019 - - Other,,35.00,35.00,1,,,,India
611020 - Of cotton,"261,503",35.00,35.00,1,,,,India
611030 - Of man-made fibres,"2,696",35.00,35.00,1,,,,India
611090 - Of other textile materials,453,35.00,35.00,1,,,,India
611120 - Of cotton,"520,240",35.00,35.00,1,,,,India
611130 - Of synthetic fibres,"3,086",35.00,35.00,1,,,,India
611190 - Of other textile materials,"5,894",35.00,35.00,2,,,,India
611211 - - Of cotton,,35.00,35.00,1,,,,India
611212 - - Of synthetic fibres,,35.00,35.00,1,,,,India
611219 - - Of other textile materials,,35.00,35.00,1,,,,India
611220 - Ski suits,,35.00,35.00,1,,,,India
611231 - - Of synthetic fibres,,35.00,35.00,1,,,,India
611239 - - Of other textile materials,,35.00,35.00,1,,,,India
611241 - - Of synthetic fibres,13,35.00,35.00,1,,,,India
611249 - - Of other textile materials,,35.00,35.00,1,,,,India
"611300 Garments, made up of knitted or crocheted fabrics of heading 59.03, 59.06 or 59.07.",,35.00,35.00,1,,,,India
611420 - Of cotton,"45,196",35.00,35.00,1,,,,India
611430 - Of man-made fibres,"6,451",35.00,35.00,1,,,,India
611490 - Of other textile materials,622,35.00,35.00,2,,,,India
"611510 - Graduated compression hosiery (for example, stockings for varicose veins)",,35.00,35.00,12,,,,India
"611521 - - Of synthetic fibres, measuring per single yarn less than 67 decitex",,35.00,35.00,1,,,,India
"611522 - - Of synthetic fibres, measuring per single yarn 67 decitex or more",,35.00,35.00,1,,,,India
611529 - - Of other textile materials,,35.00,35.00,3,,,,India
"611530 - Other women's full-length or knee-length hosiery, measuring per single yarn less than 67 decitex",,35.00,35.00,3,,,,India
611594 - - Of wool or fine animal hair,,35.00,35.00,1,,,,India
611595 - - Of cotton,"429,204",35.00,35.00,1,,,,India
611596 - - Of synthetic fibres,"23,542",35.00,35.00,1,,,,India
611599 - - Of other textile materials,"6,005",35.00,35.00,1,,,,India
"611610 - Impregnated, coated or covered with plastics or rubber","4,656",35.00,35.00,1,,,,India
611691 - - Of wool or fine animal hair,,35.00,35.00,1,,,,India
611692 - - Of cotton,"8,996",35.00,35.00,1,,,,India
611693 - - Of synthetic fibres,"7,959",35.00,35.00,1,,,,India
611699 - - Of other textile materials,,35.00,35.00,1,,,,India
"611710 - Shawls, scarves, mufflers, mantillas, veils and the like","13,421",35.00,35.00,1,,,,India
611780 - Other accessories,150,35.00,35.00,2,,,,India
611790 - Parts,"9,488",35.00,35.00,1,,,,India
,2016,"10,108,264",35.00,35.00,132,,,,India
610120 - Of cotton,"91,647",35.00,35.00,1,,,,India
610130 - Of man-made fibres,"20,974",35.00,35.00,1,,,,India
610190 - Of other textile materials,,35.00,35.00,2,,,,India
610210 - Of wool or fine animal hair,,35.00,35.00,1,,,,India
610220 - Of cotton,"34,531",35.00,35.00,1,,,,India
610230 - Of man-made fibres,,35.00,35.00,1,,,,India
610290 - Of other textile materials,,35.00,35.00,1,,,,India
610310 - Suits,,35.00,35.00,3,,,,India
610322 -- Of cotton,344,35.00,35.00,1,,,,India
610323 -- Of synthetic fibres,,35.00,35.00,1,,,,India
610329 -- Of other textile materials,,35.00,35.00,2,,,,India
610331 -- Of wool or fine animal hair,,35.00,35.00,1,,,,India
610332 -- Of cotton,,35.00,35.00,1,,,,India
610333 -- Of synthetic fibres,,35.00,35.00,1,,,,India
610339 -- Of other textile materials,,35.00,35.00,1,,,,India
610341 -- Of wool or fine animal hair,,35.00,35.00,1,,,,India
610342 -- Of cotton,"107,725",35.00,35.00,1,,,,India
610343 -- Of synthetic fibres,"64,737",35.00,35.00,1,,,,India
610349 -- Of other textile materials,,35.00,35.00,1,,,,India
610413 -- Of synthetic fibres,,35.00,35.00,1,,,,India
610419 -- Of other textile materials,,35.00,35.00,3,,,,India
610422 -- Of cotton,"7,553",35.00,35.00,1,,,,India
610423 -- Of synthetic fibres,,35.00,35.00,1,,,,India
610429 -- Of other textile materials,,35.00,35.00,2,,,,India
610431 -- Of wool or fine animal hair,,35.00,35.00,1,,,,India
610432 -- Of cotton,,35.00,35.00,1,,,,India
610433 -- Of synthetic fibres,23,35.00,35.00,1,,,,India
610439 -- Of other textile materials,,35.00,35.00,1,,,,India
610441 -- Of wool or fine animal hair,,35.00,35.00,1,,,,India
610442 -- Of cotton,"126,631",35.00,35.00,1,,,,India
610443 -- Of synthetic fibres,"326,042",35.00,35.00,1,,,,India
610444 -- Of artificial fibres,"55,509",35.00,35.00,1,,,,India
610449 -- Of other textile materials,,35.00,35.00,1,,,,India
610451 -- Of wool or fine animal hair,,35.00,35.00,1,,,,India
610452 -- Of cotton,"89,072",35.00,35.00,1,,,,India
610453 -- Of synthetic fibres,"21,960",35.00,35.00,1,,,,India
610459 -- Of other textile materials,"1,729",35.00,35.00,1,,,,India
610461 -- Of wool or fine animal hair,,35.00,35.00,1,,,,India
610462 -- Of cotton,"213,645",35.00,35.00,1,,,,India
610463 -- Of synthetic fibres,"59,836",35.00,35.00,1,,,,India
610469 -- Of other textile materials,"2,737",35.00,35.00,1,,,,India
610510 - Of cotton,"1,993,051",35.00,35.00,1,,,,India
610520 - Of man-made fibres,"300,287",35.00,35.00,1,,,,India
610590 - Of other textile materials,"1,745",35.00,35.00,1,,,,India
610610 - Of cotton,"723,455",35.00,35.00,1,,,,India
610620 - Of man-made fibres,"831,968",35.00,35.00,1,,,,India
610690 - Of other textile materials,"1,583",35.00,35.00,1,,,,India
610711 -- Of cotton,"53,217",35.00,35.00,1,,,,India
610712 -- Of man-made fibres,,35.00,35.00,1,,,,India
610719 -- Of other textile materials,,35.00,35.00,1,,,,India
610721 -- Of cotton,"22,745",35.00,35.00,1,,,,India
610722 -- Of man-made fibres,,35.00,35.00,1,,,,India
610729 -- Of other textile materials,,35.00,35.00,1,,,,India
610791 -- Of cotton,,35.00,35.00,1,,,,India
610799 -- Of other textile materials,,35.00,35.00,2,,,,India
610811 -- Of man-made fibres,,35.00,35.00,1,,,,India
610819 -- Of other textile materials,"62,630",35.00,35.00,1,,,,India
610821 -- Of cotton,"12,834",35.00,35.00,1,,,,India
610822 -- Of man-made fibres,,35.00,35.00,1,,,,India
610829 -- Of other textile materials,,35.00,35.00,1,,,,India
610831 -- Of cotton,"11,665",35.00,35.00,1,,,,India
610832 -- Of man-made fibres,,35.00,35.00,1,,,,India
610839 -- Of other textile materials,,35.00,35.00,1,,,,India
610891 -- Of cotton,,35.00,35.00,1,,,,India
610892 -- Of man-made fibres,,35.00,35.00,1,,,,India
610899 -- Of other textile materials,,35.00,35.00,1,,,,India
610910 - Of cotton,"1,684,049",35.00,35.00,1,,,,India
610990 - Of other textile materials,"486,124",35.00,35.00,1,,,,India
611011 -- Of wool,,35.00,35.00,1,,,,India
611012 -- Of Kashmir (cashmere) goats,,35.00,35.00,1,,,,India
611019 -- Other,,35.00,35.00,1,,,,India
611020 - Of cotton,"99,618",35.00,35.00,1,,,,India
611030 - Of man-made fibres,"3,892",35.00,35.00,1,,,,India
611090 - Of other textile materials,114,35.00,35.00,1,,,,India
611120 - Of cotton,"2,213,207",35.00,35.00,1,,,,India
611130 - Of synthetic fibres,"2,278",35.00,35.00,1,,,,India
611190 - Of other textile materials,,35.00,35.00,2,,,,India
611211 -- Of cotton,,35.00,35.00,1,,,,India
611212 -- Of synthetic fibres,343,35.00,35.00,1,,,,India
611219 -- Of other textile materials,,35.00,35.00,1,,,,India
611220 - Ski suits,,35.00,35.00,1,,,,India
611231 -- Of synthetic fibres,,35.00,35.00,1,,,,India
611239 -- Of other textile materials,,35.00,35.00,1,,,,India
611241 -- Of synthetic fibres,,35.00,35.00,1,,,,India
611249 -- Of other textile materials,,35.00,35.00,1,,,,India
"611300 Garments, made up of knitted or crocheted fabrics of heading 59.03, 59.06 or 59.07.",,35.00,35.00,1,,,,India
611420 - Of cotton,"41,235",35.00,35.00,1,,,,India
611430 - Of man-made fibres,"28,931",35.00,35.00,1,,,,India
611490 - Of other textile materials,"1,524",35.00,35.00,2,,,,India
"611510 - Graduated compression hosiery (for example, stockings for varicose veins)","101,896",35.00,35.00,12,,,,India
"611521 -- Of synthetic fibres, measuring per single yarn less than 67 decitex",,35.00,35.00,1,,,,India
"611522 -- Of synthetic fibres, measuring per single yarn 67 decitex or more",,35.00,35.00,1,,,,India
611529 -- Of other textile materials,,35.00,35.00,3,,,,India
"611530 - Other women's full-length or knee-length hosiery, measuring per single yarn less than 67 decitex",,35.00,35.00,3,,,,India
611594 -- Of wool or fine animal hair,,35.00,35.00,1,,,,India
611595 -- Of cotton,"157,571",35.00,35.00,1,,,,India
611596 -- Of synthetic fibres,"8,475",35.00,35.00,1,,,,India
611599 -- Of other textile materials,,35.00,35.00,1,,,,India
"611610 - Impregnated, coated or covered with plastics or rubber","14,997",35.00,35.00,1,,,,India
611691 -- Of wool or fine animal hair,,35.00,35.00,1,,,,India
611692 -- Of cotton,49,35.00,35.00,1,,,,India
611693 -- Of synthetic fibres,"13,376",35.00,35.00,1,,,,India
611699 -- Of other textile materials,25,35.00,35.00,1,,,,India
"611710 - Shawls, scarves, mufflers, mantillas, veils and the like","9,975",35.00,35.00,1,,,,India
611780 - Other accessories,710,35.00,35.00,2,,,,India
611790 - Parts,,35.00,35.00,1,,,,India
,2015,"31,664,091",35.00,35.00,132,,,,India
610120 - Of cotton,"75,483",35.00,35.00,1,,,,India
610130 - Of man-made fibres,"25,697",35.00,35.00,1,,,,India
610190 - Of other textile materials,,35.00,35.00,2,,,,India
610210 - Of wool or fine animal hair,,35.00,35.00,1,,,,India
610220 - Of cotton,"102,432",35.00,35.00,1,,,,India
610230 - Of man-made fibres,"52,470",35.00,35.00,1,,,,India
610290 - Of other textile materials,,35.00,35.00,1,,,,India
610310 - Suits,,35.00,35.00,3,,,,India
610322 -- Of cotton,,35.00,35.00,1,,,,India
610323 -- Of synthetic fibres,,35.00,35.00,1,,,,India
610329 -- Of other textile materials,,35.00,35.00,2,,,,India
610331 -- Of wool or fine animal hair,,35.00,35.00,1,,,,India
610332 -- Of cotton,"1,144",35.00,35.00,1,,,,India
610333 -- Of synthetic fibres,,35.00,35.00,1,,,,India
610339 -- Of other textile materials,,35.00,35.00,1,,,,India
610341 -- Of wool or fine animal hair,,35.00,35.00,1,,,,India
610342 -- Of cotton,"169,885",35.00,35.00,1,,,,India
610343 -- Of synthetic fibres,"9,702",35.00,35.00,1,,,,India
610349 -- Of other textile materials,"10,951",35.00,35.00,1,,,,India
610413 -- Of synthetic fibres,,35.00,35.00,1,,,,India
610419 -- Of other textile materials,,35.00,35.00,3,,,,India
610422 -- Of cotton,"103,629",35.00,35.00,1,,,,India
610423 -- Of synthetic fibres,,35.00,35.00,1,,,,India
610429 -- Of other textile materials,,35.00,35.00,2,,,,India
610431 -- Of wool or fine animal hair,,35.00,35.00,1,,,,India
610432 -- Of cotton,986,35.00,35.00,1,,,,India
610433 -- Of synthetic fibres,,35.00,35.00,1,,,,India
610439 -- Of other textile materials,,35.00,35.00,1,,,,India
610441 -- Of wool or fine animal hair,,35.00,35.00,1,,,,India
610442 -- Of cotton,"407,305",35.00,35.00,1,,,,India
610443 -- Of synthetic fibres,"590,623",35.00,35.00,1,,,,India
610444 -- Of artificial fibres,"184,633",35.00,35.00,1,,,,India
610449 -- Of other textile materials,"11,025",35.00,35.00,1,,,,India
610451 -- Of wool or fine animal hair,,35.00,35.00,1,,,,India
610452 -- Of cotton,"62,746",35.00,35.00,1,,,,India
610453 -- Of synthetic fibres,"12,169",35.00,35.00,1,,,,India
610459 -- Of other textile materials,"8,412",35.00,35.00,1,,,,India
610461 -- Of wool or fine animal hair,,35.00,35.00,1,,,,India
610462 -- Of cotton,"528,652",35.00,35.00,1,,,,India
610463 -- Of synthetic fibres,"39,667",35.00,35.00,1,,,,India
610469 -- Of other textile materials,"16,274",35.00,35.00,1,,,,India
610510 - Of cotton,"10,248,877",35.00,35.00,1,,,,India
610520 - Of man-made fibres,"908,191",35.00,35.00,1,,,,India
610590 - Of other textile materials,121,35.00,35.00,1,,,,India
610610 - Of cotton,"4,546,259",35.00,35.00,1,,,,India
610620 - Of man-made fibres,"2,161,533",35.00,35.00,1,,,,India
610690 - Of other textile materials,"5,919",35.00,35.00,1,,,,India
610711 -- Of cotton,"89,556",35.00,35.00,1,,,,India
610712 -- Of man-made fibres,,35.00,35.00,1,,,,India
610719 -- Of other textile materials,,35.00,35.00,1,,,,India
610721 -- Of cotton,"55,661",35.00,35.00,1,,,,India
610722 -- Of man-made fibres,,35.00,35.00,1,,,,India
610729 -- Of other textile materials,,35.00,35.00,1,,,,India
610791 -- Of cotton,,35.00,35.00,1,,,,India
610799 -- Of other textile materials,,35.00,35.00,2,,,,India
610811 -- Of man-made fibres,,35.00,35.00,1,,,,India
610819 -- Of other textile materials,,35.00,35.00,1,,,,India
610821 -- Of cotton,"30,505",35.00,35.00,1,,,,India
610822 -- Of man-made fibres,"6,640",35.00,35.00,1,,,,India
610829 -- Of other textile materials,,35.00,35.00,1,,,,India
610831 -- Of cotton,812,35.00,35.00,1,,,,India
610832 -- Of man-made fibres,62,35.00,35.00,1,,,,India
610839 -- Of other textile materials,,35.00,35.00,1,,,,India
610891 -- Of cotton,"8,471",35.00,35.00,1,,,,India
610892 -- Of man-made fibres,"4,583",35.00,35.00,1,,,,India
610899 -- Of other textile materials,,35.00,35.00,1,,,,India
610910 - Of cotton,"5,662,434",35.00,35.00,1,,,,India
610990 - Of other textile materials,"913,621",35.00,35.00,1,,,,India
611011 -- Of wool,460,35.00,35.00,1,,,,India
611012 -- Of Kashmir (cashmere) goats,,35.00,35.00,1,,,,India
611019 -- Other,,35.00,35.00,1,,,,India
611020 - Of cotton,"267,388",35.00,35.00,1,,,,India
611030 - Of man-made fibres,"106,637",35.00,35.00,1,,,,India
611090 - Of other textile materials,,35.00,35.00,1,,,,India
611120 - Of cotton,"3,449,669",35.00,35.00,1,,,,India
611130 - Of synthetic fibres,"53,831",35.00,35.00,1,,,,India
611190 - Of other textile materials,"45,097",35.00,35.00,2,,,,India
611211 -- Of cotton,,35.00,35.00,1,,,,India
611212 -- Of synthetic fibres,"9,443",35.00,35.00,1,,,,India
611219 -- Of other textile materials,,35.00,35.00,1,,,,India
611220 - Ski suits,,35.00,35.00,1,,,,India
611231 -- Of synthetic fibres,,35.00,35.00,1,,,,India
611239 -- Of other textile materials,,35.00,35.00,1,,,,India
611241 -- Of synthetic fibres,"2,079",35.00,35.00,1,,,,India
611249 -- Of other textile materials,123,35.00,35.00,1,,,,India
"611300 Garments, made up of knitted or crocheted fabrics of heading 59.03, 59.06 or 59.07.",,35.00,35.00,1,,,,India
611420 - Of cotton,"98,706",35.00,35.00,1,,,,India
611430 - Of man-made fibres,"138,351",35.00,35.00,1,,,,India
611490 - Of other textile materials,,35.00,35.00,2,,,,India
"611510 - Graduated compression hosiery (for example, stockings for varicose veins)","5,002",35.00,35.00,12,,,,India
"611521 -- Of synthetic fibres, measuring per single yarn less than 67 decitex",,35.00,35.00,1,,,,India
"611522 -- Of synthetic fibres, measuring per single yarn 67 decitex or more",,35.00,35.00,1,,,,India
611529 -- Of other textile materials,,35.00,35.00,3,,,,India
"611530 - Other women's full-length or knee-length hosiery, measuring per single yarn less than 67 decitex",,35.00,35.00,3,,,,India
611594 -- Of wool or fine animal hair,,35.00,35.00,1,,,,India
611595 -- Of cotton,"318,580",35.00,35.00,1,,,,India
611596 -- Of synthetic fibres,"1,295",35.00,35.00,1,,,,India
611599 -- Of other textile materials,,35.00,35.00,1,,,,India
"611610 - Impregnated, coated or covered with plastics or rubber","53,064",35.00,35.00,1,,,,India
611691 -- Of wool or fine animal hair,,35.00,35.00,1,,,,India
611692 -- Of cotton,982,35.00,35.00,1,,,,India
611693 -- Of synthetic fibres,"18,223",35.00,35.00,1,,,,India
611699 -- Of other textile materials,"1,013",35.00,35.00,1,,,,India
"611710 - Shawls, scarves, mufflers, mantillas, veils and the like","36,804",35.00,35.00,1,,,,India
611780 - Other accessories,,35.00,35.00,2,,,,India
611790 - Parts,214,35.00,35.00,1,,,,India
,2014,"37,550,286",35.00,35.00,132,,,,India
610120 - Of cotton,"233,274",35.00,35.00,1,,,,India
610130 - Of man-made fibres,"38,454",35.00,35.00,1,,,,India
610190 - Of other textile materials,,35.00,35.00,2,,,,India
610210 - Of wool or fine animal hair,,35.00,35.00,1,,,,India
610220 - Of cotton,"60,365",35.00,35.00,1,,,,India
610230 - Of man-made fibres,"129,556",35.00,35.00,1,,,,India
610290 - Of other textile materials,"2,686",35.00,35.00,1,,,,India
610310 - Suits,,35.00,35.00,3,,,,India
610322 -- Of cotton,"20,000",35.00,35.00,1,,,,India
