Importer,Year,Value,Ad val. duties,Number of lines,Ukraine
,(US$),Simple average,MFN duties,Pref. duties,Ukraine
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Ukraine
950611 - - Skis,,0.00,0.00,1,,,,Ukraine
950612 - - Ski-fastenings (ski-bindings),,0.00,0.00,1,,,,Ukraine
950619 - - Other,,0.00,0.00,1,,,,Ukraine
950621 - - Sailboards,,0.00,0.00,1,,,,Ukraine
950629 - - Other,,0.00,0.00,1,,,,Ukraine
"950631 - - Clubs, complete",,10.00,10.00,1,,,,Ukraine
950632 - - Balls,,10.00,10.00,1,,,,Ukraine
950639 - - Other,,10.00,10.00,1,,,,Ukraine
950640 - Articles and equipment for table-tennis,,10.00,10.00,1,,,,Ukraine
"950651 - - Lawn-tennis rackets, whether or not strung",,10.00,10.00,1,,,,Ukraine
950659 - - Other,,10.00,10.00,2,,,,Ukraine
950661 - - Lawn-tennis balls,,10.00,10.00,1,,,,Ukraine
950662 - - Inflatable,,10.00,10.00,4,,,,Ukraine
950669 - - Other,,10.00,10.00,5,,,,Ukraine
"950670 - Ice skates and roller skates, including skating boots with skates attached",,10.00,10.00,1,,,,Ukraine
"950691 - - Articles and equipment for general physical exercise, gymnastics or athletics",,10.00,10.00,2,,,,Ukraine
950699 - - Other,,10.00,10.00,9,,,,Ukraine
950710 - Fishing rods,,10.00,10.00,1,,,,Ukraine
"950720 - Fish-hooks, whether or not snelled",,10.00,10.00,1,,,,Ukraine
950730 - Fishing reels,,10.00,10.00,1,,,,Ukraine
950790 - Other,,10.00,10.00,2,,,,Ukraine
950810 - Travelling circuses and travelling menageries,,10.00,10.00,1,,,,Ukraine
950890 - Other,,10.00,10.00,1,,,,Ukraine
,2016,,9.09,9.09,55,,,,Ukraine
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.",,10.00,10.00,4,,,,Ukraine
950420 - Articles and accessories for billiards of all kinds,,10.00,10.00,1,,,,Ukraine
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment",,10.00,10.00,1,,,,Ukraine
950440 - Playing cards,,10.00,10.00,1,,,,Ukraine
"950450 -Video game consoles and machines, other than those of subheading 9504.30",,10.00,10.00,1,,,,Ukraine
950490 - Other,,10.00,10.00,3,,,,Ukraine
950510 - Articles for Christmas festivities,,10.00,10.00,1,,,,Ukraine
950590 - Other,,10.00,10.00,2,,,,Ukraine
950611 -- Skis,,0.00,0.00,1,,,,Ukraine
950612 -- Ski-fastenings (ski-bindings),,0.00,0.00,1,,,,Ukraine
950619 -- Other,,0.00,0.00,1,,,,Ukraine
950621 -- Sailboards,,0.00,0.00,1,,,,Ukraine
950629 -- Other,,0.00,0.00,1,,,,Ukraine
"950631 -- Clubs, complete",,10.00,10.00,1,,,,Ukraine
950632 -- Balls,,10.00,10.00,1,,,,Ukraine
950639 -- Other,,10.00,10.00,1,,,,Ukraine
950640 - Articles and equipment for table-tennis,,10.00,10.00,1,,,,Ukraine
"950651 -- Lawn-tennis rackets, whether or not strung",,10.00,10.00,1,,,,Ukraine
950659 -- Other,,10.00,10.00,2,,,,Ukraine
950661 -- Lawn-tennis balls,,10.00,10.00,1,,,,Ukraine
950662 -- Inflatable,,10.00,10.00,4,,,,Ukraine
950669 -- Other,,10.00,10.00,5,,,,Ukraine
"950670 - Ice skates and roller skates, including skating boots with skates attached",,10.00,10.00,1,,,,Ukraine
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics",,10.00,10.00,2,,,,Ukraine
950699 -- Other,,10.00,10.00,9,,,,Ukraine
950710 - Fishing rods,,10.00,10.00,1,,,,Ukraine
"950720 - Fish-hooks, whether or not snelled",,10.00,10.00,1,,,,Ukraine
950730 - Fishing reels,,10.00,10.00,1,,,,Ukraine
950790 - Other,,10.00,10.00,2,,,,Ukraine
950810 - Travelling circuses and travelling menageries,,10.00,10.00,1,,,,Ukraine
950890 - Other,,10.00,10.00,1,,,,Ukraine
,2015,,9.07,9.07,55,1,,,Ukraine
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.",,10.00,10.00,4,,,,Ukraine
950420 - Articles and accessories for billiards of all kinds,,10.00,10.00,1,,,,Ukraine
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment",,10.00,10.00,1,,,,Ukraine
950440 - Playing cards,,10.00,10.00,1,,,,Ukraine
"950450 -Video game consoles and machines, other than those of subheading 9504.30",,10.00,10.00,1,,,,Ukraine
950490 - Other,,10.00,10.00,3,1,,,Ukraine
950510 - Articles for Christmas festivities,,10.00,10.00,1,,,,Ukraine
950590 - Other,,10.00,10.00,2,,,,Ukraine
950611 -- Skis,,0.00,0.00,1,,,,Ukraine
950612 -- Ski-fastenings (ski-bindings),,0.00,0.00,1,,,,Ukraine
950619 -- Other,,0.00,0.00,1,,,,Ukraine
950621 -- Sailboards,,0.00,0.00,1,,,,Ukraine
950629 -- Other,,0.00,0.00,1,,,,Ukraine
"950631 -- Clubs, complete",,10.00,10.00,1,,,,Ukraine
950632 -- Balls,,10.00,10.00,1,,,,Ukraine
950639 -- Other,,10.00,10.00,1,,,,Ukraine
950640 - Articles and equipment for table-tennis,,10.00,10.00,1,,,,Ukraine
"950651 -- Lawn-tennis rackets, whether or not strung",,10.00,10.00,1,,,,Ukraine
950659 -- Other,,10.00,10.00,2,,,,Ukraine
950661 -- Lawn-tennis balls,,10.00,10.00,1,,,,Ukraine
950662 -- Inflatable,,10.00,10.00,4,,,,Ukraine
950669 -- Other,,10.00,10.00,5,,,,Ukraine
"950670 - Ice skates and roller skates, including skating boots with skates attached",,10.00,10.00,1,,,,Ukraine
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics",,10.00,10.00,2,,,,Ukraine
950699 -- Other,,10.00,10.00,9,,,,Ukraine
950710 - Fishing rods,,10.00,10.00,1,,,,Ukraine
"950720 - Fish-hooks, whether or not snelled",,10.00,10.00,1,,,,Ukraine
950730 - Fishing reels,,10.00,10.00,1,,,,Ukraine
950790 - Other,,10.00,10.00,2,,,,Ukraine
950810 - Travelling circuses and travelling menageries,,10.00,10.00,1,,,,Ukraine
950890 - Other,,10.00,10.00,1,,,,Ukraine
,2014,"50,651",9.09,9.09,55,,,,Ukraine
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.",356,10.00,10.00,4,,,,Ukraine
950420 - Articles and accessories for billiards of all kinds,,10.00,10.00,1,,,,Ukraine
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment",,10.00,10.00,1,,,,Ukraine
950440 - Playing cards,,10.00,10.00,1,,,,Ukraine
"950450 -Video game consoles and machines, other than those of subheading 9504.30",,10.00,10.00,1,,,,Ukraine
950490 - Other,,10.00,10.00,3,,,,Ukraine
950510 - Articles for Christmas festivities,,10.00,10.00,1,,,,Ukraine
950590 - Other,,10.00,10.00,2,,,,Ukraine
950611 -- Skis,,0.00,0.00,1,,,,Ukraine
950612 -- Ski-fastenings (ski-bindings),,0.00,0.00,1,,,,Ukraine
950619 -- Other,,0.00,0.00,1,,,,Ukraine
950621 -- Sailboards,,0.00,0.00,1,,,,Ukraine
950629 -- Other,,0.00,0.00,1,,,,Ukraine
"950631 -- Clubs, complete",,10.00,10.00,1,,,,Ukraine
950632 -- Balls,,10.00,10.00,1,,,,Ukraine
950639 -- Other,,10.00,10.00,1,,,,Ukraine
950640 - Articles and equipment for table-tennis,,10.00,10.00,1,,,,Ukraine
"950651 -- Lawn-tennis rackets, whether or not strung",,10.00,10.00,1,,,,Ukraine
950659 -- Other,,10.00,10.00,2,,,,Ukraine
950661 -- Lawn-tennis balls,,10.00,10.00,1,,,,Ukraine
950662 -- Inflatable,,10.00,10.00,4,,,,Ukraine
950669 -- Other,,10.00,10.00,5,,,,Ukraine
"950670 - Ice skates and roller skates, including skating boots with skates attached",,10.00,10.00,1,,,,Ukraine
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","3,786",10.00,10.00,2,,,,Ukraine
950699 -- Other,"46,509",10.00,10.00,9,,,,Ukraine
950710 - Fishing rods,,10.00,10.00,1,,,,Ukraine
"950720 - Fish-hooks, whether or not snelled",,10.00,10.00,1,,,,Ukraine
950730 - Fishing reels,,10.00,10.00,1,,,,Ukraine
950790 - Other,,10.00,10.00,2,,,,Ukraine
950810 - Travelling circuses and travelling menageries,,10.00,10.00,1,,,,Ukraine
950890 - Other,,10.00,10.00,1,,,,Ukraine
,2013,,9.09,9.09,55,,,,Ukraine
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.",,10.00,10.00,4,,,,Ukraine
950420 - Articles and accessories for billiards of all kinds,,10.00,10.00,1,,,,Ukraine
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment",,10.00,10.00,1,,,,Ukraine
950440 - Playing cards,,10.00,10.00,1,,,,Ukraine
"950450 -Video game consoles and machines, other than those of subheading 9504.30",,10.00,10.00,1,,,,Ukraine
950490 - Other,,10.00,10.00,3,,,,Ukraine
950510 - Articles for Christmas festivities,,10.00,10.00,1,,,,Ukraine
950590 - Other,,10.00,10.00,2,,,,Ukraine
950611 -- Skis,,0.00,0.00,1,,,,Ukraine
950612 -- Ski-fastenings (ski-bindings),,0.00,0.00,1,,,,Ukraine
950619 -- Other,,0.00,0.00,1,,,,Ukraine
950621 -- Sailboards,,0.00,0.00,1,,,,Ukraine
950629 -- Other,,0.00,0.00,1,,,,Ukraine
"950631 -- Clubs, complete",,10.00,10.00,1,,,,Ukraine
950632 -- Balls,,10.00,10.00,1,,,,Ukraine
950639 -- Other,,10.00,10.00,1,,,,Ukraine
950640 - Articles and equipment for table-tennis,,10.00,10.00,1,,,,Ukraine
"950651 -- Lawn-tennis rackets, whether or not strung",,10.00,10.00,1,,,,Ukraine
950659 -- Other,,10.00,10.00,2,,,,Ukraine
950661 -- Lawn-tennis balls,,10.00,10.00,1,,,,Ukraine
950662 -- Inflatable,,10.00,10.00,4,,,,Ukraine
950669 -- Other,,10.00,10.00,5,,,,Ukraine
"950670 - Ice skates and roller skates, including skating boots with skates attached",,10.00,10.00,1,,,,Ukraine
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics",,10.00,10.00,2,,,,Ukraine
950699 -- Other,,10.00,10.00,9,,,,Ukraine
950710 - Fishing rods,,10.00,10.00,1,,,,Ukraine
"950720 - Fish-hooks, whether or not snelled",,10.00,10.00,1,,,,Ukraine
950730 - Fishing reels,,10.00,10.00,1,,,,Ukraine
950790 - Other,,10.00,10.00,2,,,,Ukraine
950810 - Travelling circuses and travelling menageries,,10.00,10.00,1,,,,Ukraine
950890 - Other,,10.00,10.00,1,,,,Ukraine
,2012,"4,028",9.09,9.09,55,,,,Ukraine
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.",,10.00,10.00,4,,,,Ukraine
950420 - Articles and accessories for billiards of all kinds,,10.00,10.00,1,,,,Ukraine
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment",,10.00,10.00,1,,,,Ukraine
950440 - Playing cards,,10.00,10.00,1,,,,Ukraine
"950450 -Video game consoles and machines, other than those of subheading 9504.30",,10.00,10.00,1,,,,Ukraine
950490 - Other,,10.00,10.00,3,,,,Ukraine
950510 - Articles for Christmas festivities,,10.00,10.00,1,,,,Ukraine
950590 - Other,,10.00,10.00,2,,,,Ukraine
950611 -- Skis,480,0.00,0.00,1,,,,Ukraine
950612 -- Ski-fastenings (ski-bindings),,0.00,0.00,1,,,,Ukraine
950619 -- Other,,0.00,0.00,1,,,,Ukraine
950621 -- Sailboards,,0.00,0.00,1,,,,Ukraine
950629 -- Other,,0.00,0.00,1,,,,Ukraine
"950631 -- Clubs, complete",,10.00,10.00,1,,,,Ukraine
950632 -- Balls,,10.00,10.00,1,,,,Ukraine
950639 -- Other,,10.00,10.00,1,,,,Ukraine
950640 - Articles and equipment for table-tennis,,10.00,10.00,1,,,,Ukraine
"950651 -- Lawn-tennis rackets, whether or not strung",,10.00,10.00,1,,,,Ukraine
950659 -- Other,,10.00,10.00,2,,,,Ukraine
950661 -- Lawn-tennis balls,,10.00,10.00,1,,,,Ukraine
950662 -- Inflatable,,10.00,10.00,4,,,,Ukraine
950669 -- Other,,10.00,10.00,5,,,,Ukraine
"950670 - Ice skates and roller skates, including skating boots with skates attached",,10.00,10.00,1,,,,Ukraine
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics",,10.00,10.00,2,,,,Ukraine
950699 -- Other,"3,548",10.00,10.00,9,,,,Ukraine
950710 - Fishing rods,,10.00,10.00,1,,,,Ukraine
"950720 - Fish-hooks, whether or not snelled",,10.00,10.00,1,,,,Ukraine
950730 - Fishing reels,,10.00,10.00,1,,,,Ukraine
950790 - Other,,10.00,10.00,2,,,,Ukraine
950810 - Travelling circuses and travelling menageries,,10.00,10.00,1,,,,Ukraine
950890 - Other,,10.00,10.00,1,,,,Ukraine
,2011,"112,403",9.09,9.09,55,,,,Ukraine
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","7,624",10.00,10.00,4,,,,Ukraine
950420 - Articles and accessories for billiards of all kinds,,10.00,10.00,1,,,,Ukraine
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment",,10.00,10.00,1,,,,Ukraine
950440 - Playing cards,,10.00,10.00,1,,,,Ukraine
"950450 -Video game consoles and machines, other than those of subheading 9504.30",,10.00,10.00,1,,,,Ukraine
950490 - Other,,10.00,10.00,3,,,,Ukraine
950510 - Articles for Christmas festivities,,10.00,10.00,1,,,,Ukraine
950590 - Other,536,10.00,10.00,2,,,,Ukraine
950611 -- Skis,,0.00,0.00,1,,,,Ukraine
950612 -- Ski-fastenings (ski-bindings),,0.00,0.00,1,,,,Ukraine
950619 -- Other,,0.00,0.00,1,,,,Ukraine
950621 -- Sailboards,,0.00,0.00,1,,,,Ukraine
950629 -- Other,,0.00,0.00,1,,,,Ukraine
"950631 -- Clubs, complete",,10.00,10.00,1,,,,Ukraine
950632 -- Balls,,10.00,10.00,1,,,,Ukraine
950639 -- Other,,10.00,10.00,1,,,,Ukraine
950640 - Articles and equipment for table-tennis,,10.00,10.00,1,,,,Ukraine
"950651 -- Lawn-tennis rackets, whether or not strung",,10.00,10.00,1,,,,Ukraine
950659 -- Other,,10.00,10.00,2,,,,Ukraine
950661 -- Lawn-tennis balls,,10.00,10.00,1,,,,Ukraine
950662 -- Inflatable,,10.00,10.00,4,,,,Ukraine
950669 -- Other,,10.00,10.00,5,,,,Ukraine
"950670 - Ice skates and roller skates, including skating boots with skates attached",,10.00,10.00,1,,,,Ukraine
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","98,807",10.00,10.00,2,,,,Ukraine
950699 -- Other,"5,436",10.00,10.00,9,,,,Ukraine
950710 - Fishing rods,,10.00,10.00,1,,,,Ukraine
"950720 - Fish-hooks, whether or not snelled",,10.00,10.00,1,,,,Ukraine
950730 - Fishing reels,,10.00,10.00,1,,,,Ukraine
950790 - Other,,10.00,10.00,2,,,,Ukraine
950810 - Travelling circuses and travelling menageries,,10.00,10.00,1,,,,Ukraine
950890 - Other,,10.00,10.00,1,,,,Ukraine
,2010,,10.00,10.00,56,,,,Ukraine
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.",,10.00,10.00,4,,,,Ukraine
950410 - Video games of a kind used with a television receiver,,10.00,10.00,1,,,,Ukraine
950420 - Articles and accessories for billiards of all kinds,,10.00,10.00,1,,,,Ukraine
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by other means of payment, other than bowling alley equipment",,10.00,10.00,3,,,,Ukraine
950440 - Playing cards,,10.00,10.00,1,,,,Ukraine
950490 - Other,,10.00,10.00,2,,,,Ukraine
950510 - Articles for Christmas festivities,,10.00,10.00,1,,,,Ukraine
950590 - Other,,10.00,10.00,2,,,,Ukraine
950611 -- Skis,,10.00,10.00,1,,,,Ukraine
950612 -- Ski-fastenings (ski-bindings),,10.00,10.00,1,,,,Ukraine
950619 -- Other,,10.00,10.00,1,,,,Ukraine
950621 -- Sailboards,,10.00,10.00,1,,,,Ukraine
950629 -- Other,,10.00,10.00,1,,,,Ukraine
"950631 -- Clubs, complete",,10.00,10.00,1,,,,Ukraine
950632 -- Balls,,10.00,10.00,1,,,,Ukraine
950639 -- Other,,10.00,10.00,1,,,,Ukraine
950640 - Articles and equipment for table-tennis,,10.00,10.00,1,,,,Ukraine
"950651 -- Lawn-tennis rackets, whether or not strung",,10.00,10.00,1,,,,Ukraine
950659 -- Other,,10.00,10.00,2,,,,Ukraine
950661 -- Lawn-tennis balls,,10.00,10.00,1,,,,Ukraine
950662 -- Inflatable,,10.00,10.00,4,,,,Ukraine
950669 -- Other,,10.00,10.00,5,,,,Ukraine
"950670 - Ice skates and roller skates, including skating boots with skates attached",,10.00,10.00,1,,,,Ukraine
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics",,10.00,10.00,2,,,,Ukraine
950699 -- Other,,10.00,10.00,9,,,,Ukraine
950710 - Fishing rods,,10.00,10.00,1,,,,Ukraine
"950720 - Fish-hooks, whether or not snelled",,10.00,10.00,1,,,,Ukraine
950730 - Fishing reels,,10.00,10.00,1,,,,Ukraine
950790 - Other,,10.00,10.00,2,,,,Ukraine
950810 - Travelling circuses and travelling menageries,,10.00,10.00,1,,,,Ukraine
950890 - Other,,10.00,10.00,1,,,,Ukraine
,2009,,10.00,10.00,56,,,,Ukraine
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.",,10.00,10.00,4,,,,Ukraine
950410 - Video games of a kind used with a television receiver,,10.00,10.00,1,,,,Ukraine
950420 - Articles and accessories for billiards of all kinds,,10.00,10.00,1,,,,Ukraine
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by other means of payment, other than bowling alley equipment",,10.00,10.00,3,,,,Ukraine
950440 - Playing cards,,10.00,10.00,1,,,,Ukraine
950490 - Other,,10.00,10.00,2,,,,Ukraine
950510 - Articles for Christmas festivities,,10.00,10.00,1,,,,Ukraine
950590 - Other,,10.00,10.00,2,,,,Ukraine
950611 -- Skis,,10.00,10.00,1,,,,Ukraine
950612 -- Ski-fastenings (ski-bindings),,10.00,10.00,1,,,,Ukraine
950619 -- Other,,10.00,10.00,1,,,,Ukraine
950621 -- Sailboards,,10.00,10.00,1,,,,Ukraine
950629 -- Other,,10.00,10.00,1,,,,Ukraine
"950631 -- Clubs, complete",,10.00,10.00,1,,,,Ukraine
950632 -- Balls,,10.00,10.00,1,,,,Ukraine
950639 -- Other,,10.00,10.00,1,,,,Ukraine
950640 - Articles and equipment for table-tennis,,10.00,10.00,1,,,,Ukraine
"950651 -- Lawn-tennis rackets, whether or not strung",,10.00,10.00,1,,,,Ukraine
950659 -- Other,,10.00,10.00,2,,,,Ukraine
950661 -- Lawn-tennis balls,,10.00,10.00,1,,,,Ukraine
950662 -- Inflatable,,10.00,10.00,4,,,,Ukraine
950669 -- Other,,10.00,10.00,5,,,,Ukraine
"950670 - Ice skates and roller skates, including skating boots with skates attached",,10.00,10.00,1,,,,Ukraine
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics",,10.00,10.00,2,,,,Ukraine
950699 -- Other,,10.00,10.00,9,,,,Ukraine
950710 - Fishing rods,,10.00,10.00,1,,,,Ukraine
"950720 - Fish-hooks, whether or not snelled",,10.00,10.00,1,,,,Ukraine
950730 - Fishing reels,,10.00,10.00,1,,,,Ukraine
950790 - Other,,10.00,10.00,2,,,,Ukraine
950810 - Travelling circuses and travelling menageries,,10.00,10.00,1,,,,Ukraine
950890 - Other,,10.00,10.00,1,,,,Ukraine
,2008,"31,100",10.00,10.00,56,,,,Ukraine
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","5,256",10.00,10.00,4,,,,Ukraine
950410 - Video games of a kind used with a television receiver,"2,054",10.00,10.00,1,,,,Ukraine
950420 - Articles and accessories for billiards of all kinds,,10.00,10.00,1,,,,Ukraine
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by other means of payment, other than bowling alley equipment",,10.00,10.00,3,,,,Ukraine
950440 - Playing cards,,10.00,10.00,1,,,,Ukraine
950490 - Other,,10.00,10.00,2,,,,Ukraine
950510 - Articles for Christmas festivities,,10.00,10.00,1,,,,Ukraine
950590 - Other,,10.00,10.00,2,,,,Ukraine
950611 -- Skis,,10.00,10.00,1,,,,Ukraine
950612 -- Ski-fastenings (ski-bindings),,10.00,10.00,1,,,,Ukraine
950619 -- Other,,10.00,10.00,1,,,,Ukraine
950621 -- Sailboards,,10.00,10.00,1,,,,Ukraine
950629 -- Other,,10.00,10.00,1,,,,Ukraine
"950631 -- Clubs, complete",,10.00,10.00,1,,,,Ukraine
950632 -- Balls,,10.00,10.00,1,,,,Ukraine
950639 -- Other,,10.00,10.00,1,,,,Ukraine
950640 - Articles and equipment for table-tennis,,10.00,10.00,1,,,,Ukraine
"950651 -- Lawn-tennis rackets, whether or not strung",,10.00,10.00,1,,,,Ukraine
950659 -- Other,,10.00,10.00,2,,,,Ukraine
950661 -- Lawn-tennis balls,,10.00,10.00,1,,,,Ukraine
950662 -- Inflatable,,10.00,10.00,4,,,,Ukraine
950669 -- Other,99,10.00,10.00,5,,,,Ukraine
"950670 - Ice skates and roller skates, including skating boots with skates attached",,10.00,10.00,1,,,,Ukraine
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","3,546",10.00,10.00,2,,,,Ukraine
950699 -- Other,"20,145",10.00,10.00,9,,,,Ukraine
950710 - Fishing rods,,10.00,10.00,1,,,,Ukraine
"950720 - Fish-hooks, whether or not snelled",,10.00,10.00,1,,,,Ukraine
950730 - Fishing reels,,10.00,10.00,1,,,,Ukraine
950790 - Other,,10.00,10.00,2,,,,Ukraine
950810 - Travelling circuses and travelling menageries,,10.00,10.00,1,,,,Ukraine
950890 - Other,,10.00,10.00,1,,,,Ukraine
,2007,"42,420",10.00,10.00,55,,,,Ukraine
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.",,10.00,10.00,4,,,,Ukraine
950410 - Video games of a kind used with a television receiver,,10.00,10.00,1,,,,Ukraine
950420 - Articles and accessories for billiards of all kinds,,10.00,10.00,1,,,,Ukraine
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by other means of payment, other than bowling alley equipment",,10.00,10.00,2,,,,Ukraine
950440 - Playing cards,,10.00,10.00,1,,,,Ukraine
950490 - Other,,10.00,10.00,2,,,,Ukraine
950510 - Articles for Christmas festivities,,10.00,10.00,1,,,,Ukraine
950590 - Other,,10.00,10.00,2,,,,Ukraine
950611 -- Skis,,10.00,10.00,1,,,,Ukraine
950612 -- Ski-fastenings (ski-bindings),,10.00,10.00,1,,,,Ukraine
950619 -- Other,,10.00,10.00,1,,,,Ukraine
950621 -- Sailboards,,10.00,10.00,1,,,,Ukraine
950629 -- Other,,10.00,10.00,1,,,,Ukraine
"950631 -- Clubs, complete",,10.00,10.00,1,,,,Ukraine
950632 -- Balls,,10.00,10.00,1,,,,Ukraine
950639 -- Other,,10.00,10.00,1,,,,Ukraine
950640 - Articles and equipment for table-tennis,,10.00,10.00,1,,,,Ukraine
"950651 -- Lawn-tennis rackets, whether or not strung",,10.00,10.00,1,,,,Ukraine
950659 -- Other,,10.00,10.00,2,,,,Ukraine
950661 -- Lawn-tennis balls,,10.00,10.00,1,,,,Ukraine
