Importer,Year,Value,Ad val. duties,Number of lines,Viet Nam
,(US$),Simple average,MFN duties,Pref. duties,Viet Nam
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Viet Nam
880320 - Under-carriages and parts thereof,"172,246",2.70,0.00,1,,1,,Viet Nam
880330 - Other parts of aeroplanes or helicopters,"1,544,786",2.70,0.00,1,,1,,Viet Nam
880390 - Other,"168,599",1.95,0.00,4,,4,,Viet Nam
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"8,297,197",2.70,0.00,1,,1,,Viet Nam
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,2.20,0.00,2,,2,,Viet Nam
880521 -- Air combat simulators and parts thereof,,1.70,0.00,1,,1,,Viet Nam
880529 -- Other,97,1.70,0.00,1,,1,,Viet Nam
,2010,"6,358,415",3.07,3.07,21,,,,Viet Nam
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.","38,233",3.20,3.20,2,,,,Viet Nam
"880211 -- Of an unladen weight not exceeding 2,000 kg",,7.50,7.50,1,,,,Viet Nam
"880212 -- Of an unladen weight exceeding 2,000 kg",,2.70,2.70,1,,,,Viet Nam
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,7.70,7.70,1,,,,Viet Nam
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,2.70,2.70,1,,,,Viet Nam
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,2.70,2.70,1,,,,Viet Nam
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,,,Viet Nam
880310 - Propellers and rotors and parts thereof,"2,890",2.70,2.70,1,,,,Viet Nam
880320 - Under-carriages and parts thereof,"564,297",2.70,2.70,1,,,,Viet Nam
880330 - Other parts of aeroplanes or helicopters,"1,481,814",2.70,2.70,1,,,,Viet Nam
880390 - Other,"21,397",1.95,1.95,4,,,,Viet Nam
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"4,249,783",2.70,2.70,1,,,,Viet Nam
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,2.20,2.20,2,,,,Viet Nam
880521 -- Air combat simulators and parts thereof,,1.70,1.70,1,,,,Viet Nam
880529 -- Other,,1.70,1.70,1,,,,Viet Nam
,2009,"5,403,790",3.07,3.07,21,,,,Viet Nam
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.","93,438",3.20,3.20,2,,,,Viet Nam
"880211 -- Of an unladen weight not exceeding 2,000 kg",,7.50,7.50,1,,,,Viet Nam
"880212 -- Of an unladen weight exceeding 2,000 kg",,2.70,2.70,1,,,,Viet Nam
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,7.70,7.70,1,,,,Viet Nam
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,2.70,2.70,1,,,,Viet Nam
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,2.70,2.70,1,,,,Viet Nam
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,,,Viet Nam
880310 - Propellers and rotors and parts thereof,865,2.70,2.70,1,,,,Viet Nam
880320 - Under-carriages and parts thereof,"160,193",2.70,2.70,1,,,,Viet Nam
880330 - Other parts of aeroplanes or helicopters,"986,793",2.70,2.70,1,,,,Viet Nam
880390 - Other,"45,638",1.95,1.95,4,,,,Viet Nam
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"4,116,864",2.70,2.70,1,,,,Viet Nam
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,2.20,2.20,2,,,,Viet Nam
880521 -- Air combat simulators and parts thereof,,1.70,1.70,1,,,,Viet Nam
880529 -- Other,,1.70,1.70,1,,,,Viet Nam
,2008,"5,773,142",3.07,3.07,21,,,,Viet Nam
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.","117,142",3.20,3.20,2,,,,Viet Nam
"880211 -- Of an unladen weight not exceeding 2,000 kg",,7.50,7.50,1,,,,Viet Nam
"880212 -- Of an unladen weight exceeding 2,000 kg",,2.70,2.70,1,,,,Viet Nam
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,7.70,7.70,1,,,,Viet Nam
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,2.70,2.70,1,,,,Viet Nam
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,2.70,2.70,1,,,,Viet Nam
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,,,Viet Nam
880310 - Propellers and rotors and parts thereof,,2.70,2.70,1,,,,Viet Nam
880320 - Under-carriages and parts thereof,"160,560",2.70,2.70,1,,,,Viet Nam
880330 - Other parts of aeroplanes or helicopters,"672,165",2.70,2.70,1,,,,Viet Nam
880390 - Other,"32,783",1.95,1.95,4,,,,Viet Nam
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"4,790,493",2.70,2.70,1,,,,Viet Nam
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,2.20,2.20,2,,,,Viet Nam
880521 -- Air combat simulators and parts thereof,,1.70,1.70,1,,,,Viet Nam
880529 -- Other,,1.70,1.70,1,,,,Viet Nam
,2007,"6,494,114",3.07,3.07,21,,,,Viet Nam
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.","46,803",3.20,3.20,2,,,,Viet Nam
"880211 -- Of an unladen weight not exceeding 2,000 kg",,7.50,7.50,1,,,,Viet Nam
"880212 -- Of an unladen weight exceeding 2,000 kg",,2.70,2.70,1,,,,Viet Nam
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,7.70,7.70,1,,,,Viet Nam
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,2.70,2.70,1,,,,Viet Nam
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,2.70,2.70,1,,,,Viet Nam
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,,,Viet Nam
880310 - Propellers and rotors and parts thereof,"2,878",2.70,2.70,1,,,,Viet Nam
880320 - Under-carriages and parts thereof,"54,560",2.70,2.70,1,,,,Viet Nam
880330 - Other parts of aeroplanes or helicopters,"1,221,527",2.70,2.70,1,,,,Viet Nam
880390 - Other,"57,588",1.95,1.95,4,,,,Viet Nam
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"5,110,759",2.70,2.70,1,,,,Viet Nam
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,2.20,2.20,2,,,,Viet Nam
880521 -- Air combat simulators and parts thereof,,1.70,1.70,1,,,,Viet Nam
880529 -- Other,,1.70,1.70,1,,,,Viet Nam
,2006,"4,299,187",3.10,3.10,22,,,,Viet Nam
880110 - Gliders and hang gliders,"14,979",3.70,3.70,1,,,,Viet Nam
880190 - Other,"10,057",3.20,3.20,2,,,,Viet Nam
"880211 -- Of an unladen weight not exceeding 2,000 kg",,7.50,7.50,1,,,,Viet Nam
"880212 -- Of an unladen weight exceeding 2,000 kg",,2.70,2.70,1,,,,Viet Nam
"880220 - Airplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,7.70,7.70,1,,,,Viet Nam
"880230 - Airplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,2.70,2.70,1,,,,Viet Nam
"880240 - Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,2.70,2.70,1,,,,Viet Nam
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,,,Viet Nam
880310 - Propellers and rotors and parts thereof,"26,631",2.70,2.70,1,,,,Viet Nam
880320 - Under-carriages and parts thereof,"4,043",2.70,2.70,1,,,,Viet Nam
880330 - Other parts of airplanes or helicopters,"227,351",2.70,2.70,1,,,,Viet Nam
880390 - Other,"63,634",1.95,1.95,4,,,,Viet Nam
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"3,952,491",2.70,2.70,1,,,,Viet Nam
880510 - Aircraft launching gear and parts thereof; deck- Arrestor or similar gear and parts thereof,,2.20,2.20,2,,,,Viet Nam
880521 -- Air combat simulators and parts thereof,,1.70,1.70,1,,,,Viet Nam
880529 -- Other,,1.70,1.70,1,,,,Viet Nam
,2005,"7,402,382",2.01,2.01,34,,,,Viet Nam
880110 - Gliders and hang gliders,"4,628",1.85,1.85,2,,,,Viet Nam
880190 - Other,"8,895",2.13,2.13,3,,,,Viet Nam
"880211 -- Of an unladen weight not exceeding 2,000 kg",,3.75,3.75,2,,,,Viet Nam
"880212 -- Of an unladen weight exceeding 2,000 kg",,1.35,1.35,2,,,,Viet Nam
"880220 - Airplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.85,3.85,2,,,,Viet Nam
"880230 - Airplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,1.35,1.35,2,,,,Viet Nam
"880240 - Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,1.35,1.35,2,,,,Viet Nam
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,,,Viet Nam
880310 - Propellers and rotors and parts thereof,"187,100",1.35,1.35,2,,,,Viet Nam
880320 - Under-carriages and parts thereof,"407,094",1.35,1.35,2,,,,Viet Nam
880330 - Other parts of airplanes or helicopters,"835,674",1.35,1.35,2,,,,Viet Nam
880390 - Other,"13,436",1.56,1.56,5,,,,Viet Nam
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"5,945,553",2.70,2.70,1,,,,Viet Nam
880510 - Aircraft launching gear and parts thereof; deck- Arrestor or similar gear and parts thereof,,2.20,2.20,2,,,,Viet Nam
880521 -- Air combat simulators and parts thereof,,1.70,1.70,1,,,,Viet Nam
880529 -- Other,,0.85,0.85,2,,,,Viet Nam
,2004,"6,198,143",2.06,2.06,34,,,,Viet Nam
880110 - Gliders and hang gliders,"2,015",1.85,1.85,2,,,,Viet Nam
880190 - Other,"12,588",2.13,2.13,3,,,,Viet Nam
"880211 -- Of an unladen weight not exceeding 2,000 kg",,3.75,3.75,2,,,,Viet Nam
"880212 -- Of an unladen weight exceeding 2,000 kg",,1.35,1.35,2,,,,Viet Nam
"880220 - Airplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.85,3.85,2,,,,Viet Nam
"880230 - Airplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,1.35,1.35,2,,,,Viet Nam
"880240 - Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,1.35,1.35,2,,,,Viet Nam
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,,,Viet Nam
880310 - Propellers and rotors and parts thereof,"847,158",1.35,1.35,2,,,,Viet Nam
880320 - Under-carriages and parts thereof,"566,211",1.35,1.35,2,,,,Viet Nam
880330 - Other parts of airplanes or helicopters,"619,686",1.35,1.35,2,,,,Viet Nam
880390 - Other,"5,921",1.96,1.96,5,,,,Viet Nam
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"4,144,564",2.70,2.70,1,,,,Viet Nam
880510 - Aircraft launching gear and parts thereof; deck- Arrestor or similar gear and parts thereof,,2.20,2.20,2,,,,Viet Nam
880521 -- Air combat simulators and parts thereof,,1.70,1.70,1,,,,Viet Nam
880529 -- Other,,0.85,0.85,2,,,,Viet Nam
,2003,"5,478,820",2.01,2.01,34,,,,Viet Nam
880110 - Gliders and hang gliders,"3,314",1.85,1.85,2,,,,Viet Nam
880190 - Other,"7,511",2.13,2.13,3,,,,Viet Nam
"880211 -- Of an unladen weight not exceeding 2,000 kg",,3.75,3.75,2,,,,Viet Nam
"880212 -- Of an unladen weight exceeding 2,000 kg",,1.35,1.35,2,,,,Viet Nam
"880220 - Airplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.85,3.85,2,,,,Viet Nam
"880230 - Airplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,1.35,1.35,2,,,,Viet Nam
"880240 - Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,1.35,1.35,2,,,,Viet Nam
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,,,Viet Nam
880310 - Propellers and rotors and parts thereof,"789,238",1.35,1.35,2,,,,Viet Nam
880320 - Under-carriages and parts thereof,"339,654",1.35,1.35,2,,,,Viet Nam
880330 - Other parts of airplanes or helicopters,"337,403",1.35,1.35,2,,,,Viet Nam
880390 - Other,"24,547",1.56,1.56,5,,,,Viet Nam
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"3,977,152",2.70,2.70,1,,,,Viet Nam
880510 - Aircraft launching gear and parts thereof; deck- Arrestor or similar gear and parts thereof,,2.20,2.20,2,,,,Viet Nam
880521 -- Air combat simulators and parts thereof,,1.70,1.70,1,,,,Viet Nam
880529 -- Other,,0.85,0.85,2,,,,Viet Nam
,2002,"4,555,738",2.01,2.01,34,,,,Viet Nam
880110 - Gliders and hang gliders,,1.85,1.85,2,,,,Viet Nam
880190 - Other,,2.13,2.13,3,,,,Viet Nam
"880211 -- Of an unladen weight not exceeding 2,000 kg",,3.75,3.75,2,,,,Viet Nam
"880212 -- Of an unladen weight exceeding 2,000 kg",,1.35,1.35,2,,,,Viet Nam
"880220 - Airplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.85,3.85,2,,,,Viet Nam
"880230 - Airplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,1.35,1.35,2,,,,Viet Nam
"880240 - Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,1.35,1.35,2,,,,Viet Nam
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,,,Viet Nam
880310 - Propellers and rotors and parts thereof,"508,608",1.35,1.35,2,,,,Viet Nam
880320 - Under-carriages and parts thereof,"155,589",1.35,1.35,2,,,,Viet Nam
880330 - Other parts of airplanes or helicopters,"134,744",1.35,1.35,2,,,,Viet Nam
880390 - Other,"28,808",1.56,1.56,5,,,,Viet Nam
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"3,727,988",2.70,2.70,1,,,,Viet Nam
880510 - Aircraft launching gear and parts thereof; deck- Arrestor or similar gear and parts thereof,,2.20,2.20,2,,,,Viet Nam
880521 -- Air combat simulators and parts thereof,,1.70,1.70,1,,,,Viet Nam
880529 -- Other,,0.85,0.85,2,,,,Viet Nam
,2001,"2,838,426",2.02,2.02,33,,,,Viet Nam
880110 - Gliders and hang gliders,,1.85,1.85,2,,,,Viet Nam
