Importer,Year,Value,Ad val. duties,Number of lines,"Korea, Republic of"
,(US$),Simple average,MFN duties,Pref. duties,"Korea, Republic of"
,MFN,Best,All items,Non ad val.,All items,Non ad val.,"Korea, Republic of"
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","8,377,236",1.98,0.00,19,,8,,"Korea, Republic of"
950420 - Articles and accessories for billiards of all kinds,"559,295",0.00,0.00,1,,,,"Korea, Republic of"
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment","13,766,265",0.00,0.00,3,,,,"Korea, Republic of"
950440 - Playing cards,"58,823",2.70,0.00,1,,1,,"Korea, Republic of"
"950450 - Video game consoles and machines, other than those of subheading 9504.30","416,973",0.00,0.00,1,,,,"Korea, Republic of"
950490 - Other,"1,303,077",0.00,0.00,2,,,,"Korea, Republic of"
950510 - Articles for Christmas festivities,"25,381",1.35,0.00,2,,1,,"Korea, Republic of"
950590 - Other,"805,027",2.70,0.00,1,,1,,"Korea, Republic of"
950611 - - Skis,"3,282",3.70,0.00,4,,4,,"Korea, Republic of"
950612 - - Ski-fastenings (ski-bindings),1,3.70,0.00,1,,1,,"Korea, Republic of"
950619 - - Other,"38,592",2.70,0.00,1,,1,,"Korea, Republic of"
950621 - - Sailboards,"17,116",2.70,0.00,1,,1,,"Korea, Republic of"
950629 - - Other,"199,685",2.70,0.00,1,,1,,"Korea, Republic of"
"950631 - - Clubs, complete","6,154",2.70,0.00,1,,1,,"Korea, Republic of"
950632 - - Balls,"8,333,463",2.70,0.00,1,,1,,"Korea, Republic of"
950639 - - Other,"644,233",2.70,0.00,2,,2,,"Korea, Republic of"
950640 - Articles and equipment for table-tennis,"222,611",2.70,0.00,1,,1,,"Korea, Republic of"
"950651 - - Lawn-tennis rackets, whether or not strung","1,007",4.70,0.00,1,,1,,"Korea, Republic of"
950659 - - Other,"3,863",2.70,0.00,1,,1,,"Korea, Republic of"
950661 - - Lawn-tennis balls,"16,621",2.70,0.00,1,,1,,"Korea, Republic of"
950662 - - Inflatable,"28,084",2.70,0.00,1,,1,,"Korea, Republic of"
950669 - - Other,"34,146",1.35,0.00,2,,1,,"Korea, Republic of"
"950670 - Ice skates and roller skates, including skating boots with skates attached","86,964",1.80,0.00,3,,2,,"Korea, Republic of"
"950691 - - Articles and equipment for general physical exercise, gymnastics or athletics","3,501,686",2.70,0.00,2,,2,,"Korea, Republic of"
950699 - - Other,"6,746,738",1.35,0.00,2,,1,,"Korea, Republic of"
950710 - Fishing rods,"6,849,765",3.70,0.00,1,,1,,"Korea, Republic of"
"950720 - Fish-hooks, whether or not snelled","2,098,676",2.70,0.00,2,,2,,"Korea, Republic of"
950730 - Fishing reels,"4,433,971",3.70,0.00,1,,1,,"Korea, Republic of"
950790 - Other,"2,559,540",3.70,0.00,1,,1,,"Korea, Republic of"
950810 - Travelling circuses and travelling menageries,,1.70,0.00,1,,1,,"Korea, Republic of"
950890 - Other,"4,994,404",1.70,0.00,1,,1,,"Korea, Republic of"
,2016,"59,043,665",2.17,0.00,62,,41,,"Korea, Republic of"
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","10,176,372",2.09,0.00,18,,8,,"Korea, Republic of"
950420 - Articles and accessories for billiards of all kinds,"477,144",0.00,0.00,1,,,,"Korea, Republic of"
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment","9,551,675",0.00,0.00,3,,,,"Korea, Republic of"
950440 - Playing cards,"116,076",2.70,0.00,1,,1,,"Korea, Republic of"
"950450 -Video game consoles and machines, other than those of subheading 9504.30","133,730",0.00,0.00,1,,,,"Korea, Republic of"
950490 - Other,"1,213,945",0.00,0.00,2,,,,"Korea, Republic of"
950510 - Articles for Christmas festivities,"29,063",1.35,0.00,2,,1,,"Korea, Republic of"
950590 - Other,"687,509",2.70,0.00,1,,1,,"Korea, Republic of"
950611 -- Skis,"38,763",3.70,0.00,4,,4,,"Korea, Republic of"
950612 -- Ski-fastenings (ski-bindings),,3.70,0.00,1,,1,,"Korea, Republic of"
950619 -- Other,"21,064",2.70,0.00,1,,1,,"Korea, Republic of"
950621 -- Sailboards,"25,041",2.70,0.00,1,,1,,"Korea, Republic of"
950629 -- Other,"295,302",2.70,0.00,1,,1,,"Korea, Republic of"
"950631 -- Clubs, complete","58,159",2.70,0.00,1,,1,,"Korea, Republic of"
950632 -- Balls,"3,358,304",2.70,0.00,1,,1,,"Korea, Republic of"
950639 -- Other,"426,540",2.70,0.00,2,,2,,"Korea, Republic of"
950640 - Articles and equipment for table-tennis,"153,678",2.70,0.00,1,,1,,"Korea, Republic of"
"950651 -- Lawn-tennis rackets, whether or not strung","17,037",4.70,0.00,1,,1,,"Korea, Republic of"
950659 -- Other,"6,764",2.70,0.00,1,,1,,"Korea, Republic of"
950661 -- Lawn-tennis balls,,2.70,0.00,1,,1,,"Korea, Republic of"
950662 -- Inflatable,"237,756",2.70,0.00,1,,1,,"Korea, Republic of"
950669 -- Other,"52,262",1.35,0.00,2,,1,,"Korea, Republic of"
"950670 - Ice skates and roller skates, including skating boots with skates attached","80,390",1.80,0.00,3,,2,,"Korea, Republic of"
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","4,997,132",2.70,0.00,2,,2,,"Korea, Republic of"
950699 -- Other,"6,945,295",1.35,0.00,2,,1,,"Korea, Republic of"
950710 - Fishing rods,"7,097,375",3.70,0.00,1,,1,,"Korea, Republic of"
"950720 - Fish-hooks, whether or not snelled","1,863,325",2.70,0.00,2,,2,,"Korea, Republic of"
950730 - Fishing reels,"4,320,227",3.70,0.00,1,,1,,"Korea, Republic of"
950790 - Other,"2,832,956",3.70,0.00,1,,1,,"Korea, Republic of"
950810 - Travelling circuses and travelling menageries,9,1.70,0.00,1,,1,,"Korea, Republic of"
950890 - Other,"3,830,771",1.70,0.00,1,,1,,"Korea, Republic of"
,2015,"60,884,625",2.17,0.00,62,,41,,"Korea, Republic of"
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","12,086,862",2.09,0.00,18,,8,,"Korea, Republic of"
950420 - Articles and accessories for billiards of all kinds,"474,271",0.00,0.00,1,,,,"Korea, Republic of"
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment","10,296,858",0.00,0.00,3,,,,"Korea, Republic of"
950440 - Playing cards,"71,490",2.70,0.00,1,,1,,"Korea, Republic of"
"950450 -Video game consoles and machines, other than those of subheading 9504.30","300,293",0.00,0.00,1,,,,"Korea, Republic of"
950490 - Other,"1,984,770",0.00,0.00,2,,,,"Korea, Republic of"
950510 - Articles for Christmas festivities,"21,361",1.35,0.00,2,,1,,"Korea, Republic of"
950590 - Other,"808,179",2.70,0.00,1,,1,,"Korea, Republic of"
950611 -- Skis,"24,802",3.70,0.00,4,,4,,"Korea, Republic of"
950612 -- Ski-fastenings (ski-bindings),"1,634",3.70,0.00,1,,1,,"Korea, Republic of"
950619 -- Other,"50,000",2.70,0.00,1,,1,,"Korea, Republic of"
950621 -- Sailboards,"172,960",2.70,0.00,1,,1,,"Korea, Republic of"
950629 -- Other,"206,858",2.70,0.00,1,,1,,"Korea, Republic of"
"950631 -- Clubs, complete","14,775",2.70,0.00,1,,1,,"Korea, Republic of"
950632 -- Balls,"2,465,555",2.70,0.00,1,,1,,"Korea, Republic of"
950639 -- Other,"562,271",2.70,0.00,2,,2,,"Korea, Republic of"
950640 - Articles and equipment for table-tennis,"218,630",2.70,0.00,1,,1,,"Korea, Republic of"
"950651 -- Lawn-tennis rackets, whether or not strung","10,838",4.70,0.00,1,,1,,"Korea, Republic of"
950659 -- Other,,2.70,0.00,1,,1,,"Korea, Republic of"
950661 -- Lawn-tennis balls,"56,951",2.70,0.00,1,,1,,"Korea, Republic of"
950662 -- Inflatable,"36,177",2.70,0.00,1,,1,,"Korea, Republic of"
950669 -- Other,"33,434",1.35,0.00,2,,1,,"Korea, Republic of"
"950670 - Ice skates and roller skates, including skating boots with skates attached","67,132",1.80,0.00,3,,2,,"Korea, Republic of"
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","4,665,109",2.70,0.00,2,,2,,"Korea, Republic of"
950699 -- Other,"8,194,952",1.35,0.00,2,,1,,"Korea, Republic of"
950710 - Fishing rods,"8,827,165",3.70,0.00,1,,1,,"Korea, Republic of"
"950720 - Fish-hooks, whether or not snelled","1,958,117",2.70,0.00,2,,2,,"Korea, Republic of"
950730 - Fishing reels,"3,951,599",3.70,0.00,1,,1,,"Korea, Republic of"
950790 - Other,"2,828,119",3.70,0.00,1,,1,,"Korea, Republic of"
950810 - Travelling circuses and travelling menageries,"3,428",1.70,0.00,1,,1,,"Korea, Republic of"
950890 - Other,"490,037",1.70,0.00,1,,1,,"Korea, Republic of"
,2014,"80,576,129",2.17,0.00,62,,41,,"Korea, Republic of"
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","12,535,495",2.09,0.00,18,,8,,"Korea, Republic of"
950420 - Articles and accessories for billiards of all kinds,"241,858",0.00,0.00,1,,,,"Korea, Republic of"
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment","16,483,815",0.00,0.00,3,,,,"Korea, Republic of"
950440 - Playing cards,"1,006",2.70,0.00,1,,1,,"Korea, Republic of"
"950450 -Video game consoles and machines, other than those of subheading 9504.30","1,449,538",0.00,0.00,1,,,,"Korea, Republic of"
950490 - Other,"6,573,205",0.00,0.00,2,,,,"Korea, Republic of"
950510 - Articles for Christmas festivities,"12,763",1.35,0.00,2,,1,,"Korea, Republic of"
950590 - Other,"160,701",2.70,0.00,1,,1,,"Korea, Republic of"
950611 -- Skis,"7,941",3.70,0.00,4,,4,,"Korea, Republic of"
950612 -- Ski-fastenings (ski-bindings),,3.70,0.00,1,,1,,"Korea, Republic of"
950619 -- Other,"101,451",2.70,0.00,1,,1,,"Korea, Republic of"
950621 -- Sailboards,"980,252",2.70,0.00,1,,1,,"Korea, Republic of"
950629 -- Other,"1,867,102",2.70,0.00,1,,1,,"Korea, Republic of"
"950631 -- Clubs, complete","9,807",2.70,0.00,1,,1,,"Korea, Republic of"
950632 -- Balls,"2,959,069",2.70,0.00,1,,1,,"Korea, Republic of"
950639 -- Other,"460,992",2.70,0.00,2,,2,,"Korea, Republic of"
950640 - Articles and equipment for table-tennis,"316,165",2.70,0.00,1,,1,,"Korea, Republic of"
"950651 -- Lawn-tennis rackets, whether or not strung",332,4.70,0.00,1,,1,,"Korea, Republic of"
950659 -- Other,"28,356",2.70,0.00,1,,1,,"Korea, Republic of"
950661 -- Lawn-tennis balls,,2.70,0.00,1,,1,,"Korea, Republic of"
950662 -- Inflatable,"102,095",2.70,0.00,1,,1,,"Korea, Republic of"
950669 -- Other,"72,290",1.35,0.00,2,,1,,"Korea, Republic of"
"950670 - Ice skates and roller skates, including skating boots with skates attached","45,198",1.80,0.00,3,,2,,"Korea, Republic of"
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","6,080,007",2.70,0.00,2,,2,,"Korea, Republic of"
950699 -- Other,"10,059,720",1.35,0.00,2,,1,,"Korea, Republic of"
950710 - Fishing rods,"9,479,249",3.70,0.00,1,,1,,"Korea, Republic of"
"950720 - Fish-hooks, whether or not snelled","1,952,764",2.70,0.00,2,,2,,"Korea, Republic of"
950730 - Fishing reels,"4,779,944",3.70,0.00,1,,1,,"Korea, Republic of"
950790 - Other,"3,207,011",3.70,0.00,1,,1,,"Korea, Republic of"
950810 - Travelling circuses and travelling menageries,,1.70,0.00,1,,1,,"Korea, Republic of"
950890 - Other,"608,005",1.70,0.00,1,,1,,"Korea, Republic of"
,2013,"69,819,838",2.17,0.00,62,,41,,"Korea, Republic of"
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","12,344,397",2.09,0.00,18,,8,,"Korea, Republic of"
950420 - Articles and accessories for billiards of all kinds,"248,619",0.00,0.00,1,,,,"Korea, Republic of"
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment","15,755,405",0.00,0.00,3,,,,"Korea, Republic of"
950440 - Playing cards,"5,352",2.70,0.00,1,,1,,"Korea, Republic of"
"950450 -Video game consoles and machines, other than those of subheading 9504.30","802,722",0.00,0.00,1,,,,"Korea, Republic of"
950490 - Other,"955,126",0.00,0.00,2,,,,"Korea, Republic of"
950510 - Articles for Christmas festivities,"36,693",1.35,0.00,2,,1,,"Korea, Republic of"
950590 - Other,"270,311",2.70,0.00,1,,1,,"Korea, Republic of"
950611 -- Skis,"3,533",3.70,0.00,4,,4,,"Korea, Republic of"
950612 -- Ski-fastenings (ski-bindings),438,3.70,0.00,1,,1,,"Korea, Republic of"
950619 -- Other,"54,768",2.70,0.00,1,,1,,"Korea, Republic of"
950621 -- Sailboards,"1,228,579",2.70,0.00,1,,1,,"Korea, Republic of"
950629 -- Other,"4,193,865",2.70,0.00,1,,1,,"Korea, Republic of"
"950631 -- Clubs, complete","14,688",2.70,0.00,1,,1,,"Korea, Republic of"
950632 -- Balls,"1,201,833",2.70,0.00,1,,1,,"Korea, Republic of"
950639 -- Other,"516,507",2.70,0.00,2,,2,,"Korea, Republic of"
950640 - Articles and equipment for table-tennis,"185,339",2.70,0.00,1,,1,,"Korea, Republic of"
"950651 -- Lawn-tennis rackets, whether or not strung","6,016",4.70,0.00,1,,1,,"Korea, Republic of"
950659 -- Other,"6,255",2.70,0.00,1,,1,,"Korea, Republic of"
950661 -- Lawn-tennis balls,,2.70,0.00,1,,1,,"Korea, Republic of"
950662 -- Inflatable,"17,078",2.70,0.00,1,,1,,"Korea, Republic of"
950669 -- Other,"53,612",1.35,0.00,2,,1,,"Korea, Republic of"
"950670 - Ice skates and roller skates, including skating boots with skates attached","117,636",1.80,0.00,3,,2,,"Korea, Republic of"
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","5,360,643",2.70,0.00,2,,2,,"Korea, Republic of"
950699 -- Other,"9,789,124",1.35,0.00,2,,1,,"Korea, Republic of"
950710 - Fishing rods,"7,436,361",3.70,0.00,1,,1,,"Korea, Republic of"
"950720 - Fish-hooks, whether or not snelled","1,716,096",2.70,0.00,2,,2,,"Korea, Republic of"
950730 - Fishing reels,"3,231,764",3.70,0.00,1,,1,,"Korea, Republic of"
950790 - Other,"3,130,546",3.70,0.00,1,,1,,"Korea, Republic of"
950810 - Travelling circuses and travelling menageries,,1.70,0.00,1,,1,,"Korea, Republic of"
950890 - Other,"1,136,534",1.70,0.00,1,,1,,"Korea, Republic of"
,2012,"70,661,715",2.17,0.00,62,,41,,"Korea, Republic of"
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","11,694,297",2.09,0.00,18,,8,,"Korea, Republic of"
950420 - Articles and accessories for billiards of all kinds,"111,427",0.00,0.00,1,,,,"Korea, Republic of"
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment","18,434,936",0.00,0.00,3,,,,"Korea, Republic of"
950440 - Playing cards,"11,594",2.70,0.00,1,,1,,"Korea, Republic of"
"950450 -Video game consoles and machines, other than those of subheading 9504.30","271,658",0.00,0.00,1,,,,"Korea, Republic of"
950490 - Other,"456,238",0.00,0.00,2,,,,"Korea, Republic of"
950510 - Articles for Christmas festivities,"29,473",1.35,0.00,2,,1,,"Korea, Republic of"
950590 - Other,"212,012",2.70,0.00,1,,1,,"Korea, Republic of"
950611 -- Skis,"24,974",3.70,0.00,4,,4,,"Korea, Republic of"
950612 -- Ski-fastenings (ski-bindings),"43,123",3.70,0.00,1,,1,,"Korea, Republic of"
950619 -- Other,"229,949",2.70,0.00,1,,1,,"Korea, Republic of"
950621 -- Sailboards,"609,409",2.70,0.00,1,,1,,"Korea, Republic of"
950629 -- Other,"2,494,409",2.70,0.00,1,,1,,"Korea, Republic of"
"950631 -- Clubs, complete","41,208",2.70,0.00,1,,1,,"Korea, Republic of"
950632 -- Balls,"1,740,771",2.70,0.00,1,,1,,"Korea, Republic of"
950639 -- Other,"611,324",2.70,0.00,2,,2,,"Korea, Republic of"
950640 - Articles and equipment for table-tennis,"139,199",2.70,0.00,1,,1,,"Korea, Republic of"
"950651 -- Lawn-tennis rackets, whether or not strung",,4.70,0.00,1,,1,,"Korea, Republic of"
950659 -- Other,"3,330",2.70,0.00,1,,1,,"Korea, Republic of"
950661 -- Lawn-tennis balls,,2.70,0.00,1,,1,,"Korea, Republic of"
950662 -- Inflatable,"38,226",2.70,0.00,1,,1,,"Korea, Republic of"
950669 -- Other,"66,465",1.35,0.00,2,,1,,"Korea, Republic of"
"950670 - Ice skates and roller skates, including skating boots with skates attached","107,095",1.80,0.00,3,,2,,"Korea, Republic of"
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","6,821,440",2.70,0.00,2,,2,,"Korea, Republic of"
950699 -- Other,"10,169,575",1.35,0.00,2,,1,,"Korea, Republic of"
950710 - Fishing rods,"8,074,704",3.70,0.00,1,,1,,"Korea, Republic of"
"950720 - Fish-hooks, whether or not snelled","1,965,670",2.70,0.00,2,,2,,"Korea, Republic of"
950730 - Fishing reels,"2,641,405",3.70,0.00,1,,1,,"Korea, Republic of"
950790 - Other,"3,522,368",3.70,0.00,1,,1,,"Korea, Republic of"
950810 - Travelling circuses and travelling menageries,,1.70,0.00,1,,1,,"Korea, Republic of"
950890 - Other,"95,437",1.70,0.00,1,,1,,"Korea, Republic of"
,2011,"60,881,472",2.17,2.17,62,,,,"Korea, Republic of"
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","13,500,437",2.09,2.09,18,,,,"Korea, Republic of"
950410 - Video games of a kind used with a television receiver,"384,164",0.00,0.00,1,,,,"Korea, Republic of"
950420 - Articles and accessories for billiards of all kinds,"154,094",0.00,0.00,1,,,,"Korea, Republic of"
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by other means of payment, other than bowling alley equipment","9,666,911",0.00,0.00,3,,,,"Korea, Republic of"
950440 - Playing cards,404,2.70,2.70,1,,,,"Korea, Republic of"
950490 - Other,"733,278",0.00,0.00,2,,,,"Korea, Republic of"
950510 - Articles for Christmas festivities,"27,047",1.35,1.35,2,,,,"Korea, Republic of"
950590 - Other,"205,738",2.70,2.70,1,,,,"Korea, Republic of"
950611 -- Skis,"160,400",3.70,3.70,4,,,,"Korea, Republic of"
950612 -- Ski-fastenings (ski-bindings),"34,842",3.70,3.70,1,,,,"Korea, Republic of"
950619 -- Other,"103,105",2.70,2.70,1,,,,"Korea, Republic of"
950621 -- Sailboards,"230,306",2.70,2.70,1,,,,"Korea, Republic of"
950629 -- Other,"449,880",2.70,2.70,1,,,,"Korea, Republic of"
"950631 -- Clubs, complete","52,158",2.70,2.70,1,,,,"Korea, Republic of"
950632 -- Balls,"1,715,807",2.70,2.70,1,,,,"Korea, Republic of"
950639 -- Other,"462,826",2.70,2.70,2,,,,"Korea, Republic of"
950640 - Articles and equipment for table-tennis,"81,975",2.70,2.70,1,,,,"Korea, Republic of"
"950651 -- Lawn-tennis rackets, whether or not strung",84,4.70,4.70,1,,,,"Korea, Republic of"
950659 -- Other,"5,373",2.70,2.70,1,,,,"Korea, Republic of"
950661 -- Lawn-tennis balls,,2.70,2.70,1,,,,"Korea, Republic of"
950662 -- Inflatable,"5,693",2.70,2.70,1,,,,"Korea, Republic of"
950669 -- Other,"55,541",1.35,1.35,2,,,,"Korea, Republic of"
"950670 - Ice skates and roller skates, including skating boots with skates attached","255,557",1.80,1.80,3,,,,"Korea, Republic of"
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","6,039,512",2.70,2.70,2,,,,"Korea, Republic of"
950699 -- Other,"9,958,535",1.35,1.35,2,,,,"Korea, Republic of"
950710 - Fishing rods,"8,655,595",3.70,3.70,1,,,,"Korea, Republic of"
"950720 - Fish-hooks, whether or not snelled","2,034,742",2.70,2.70,2,,,,"Korea, Republic of"
950730 - Fishing reels,"2,535,639",3.70,3.70,1,,,,"Korea, Republic of"
950790 - Other,"3,285,273",3.70,3.70,1,,,,"Korea, Republic of"
950810 - Travelling circuses and travelling menageries,,1.70,1.70,1,,,,"Korea, Republic of"
950890 - Other,"86,555",1.70,1.70,1,,,,"Korea, Republic of"
,2010,"63,969,466",2.12,2.12,66,,,,"Korea, Republic of"
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","11,766,820",2.09,2.09,18,,,,"Korea, Republic of"
950410 - Video games of a kind used with a television receiver,"1,412,931",0.00,0.00,1,,,,"Korea, Republic of"
950420 - Articles and accessories for billiards of all kinds,"100,236",0.00,0.00,2,,,,"Korea, Republic of"
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by other means of payment, other than bowling alley equipment","15,933,920",0.00,0.00,4,,,,"Korea, Republic of"
950440 - Playing cards,"2,161",2.70,2.70,1,,,,"Korea, Republic of"
950490 - Other,"561,262",0.00,0.00,2,,,,"Korea, Republic of"
950510 - Articles for Christmas festivities,"39,440",1.35,1.35,2,,,,"Korea, Republic of"
950590 - Other,"115,521",2.70,2.70,1,,,,"Korea, Republic of"
950611 -- Skis,"3,168",3.70,3.70,4,,,,"Korea, Republic of"
950612 -- Ski-fastenings (ski-bindings),689,3.70,3.70,1,,,,"Korea, Republic of"
950619 -- Other,"155,650",2.70,2.70,1,,,,"Korea, Republic of"
950621 -- Sailboards,"11,229",2.70,2.70,1,,,,"Korea, Republic of"
950629 -- Other,"238,056",2.70,2.70,1,,,,"Korea, Republic of"
"950631 -- Clubs, complete","25,533",2.70,2.70,1,,,,"Korea, Republic of"
950632 -- Balls,"1,274,289",2.70,2.70,1,,,,"Korea, Republic of"
950639 -- Other,"301,544",2.70,2.70,2,,,,"Korea, Republic of"
950640 - Articles and equipment for table-tennis,"51,570",2.70,2.70,2,,,,"Korea, Republic of"
"950651 -- Lawn-tennis rackets, whether or not strung","5,422",4.70,4.70,1,,,,"Korea, Republic of"
950659 -- Other,"5,449",2.70,2.70,1,,,,"Korea, Republic of"
950661 -- Lawn-tennis balls,"37,040",2.70,2.70,1,,,,"Korea, Republic of"
950662 -- Inflatable,"85,786",2.70,2.70,2,,,,"Korea, Republic of"
950669 -- Other,"37,875",1.35,1.35,2,,,,"Korea, Republic of"
"950670 - Ice skates and roller skates, including skating boots with skates attached","276,872",1.80,1.80,3,,,,"Korea, Republic of"
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","6,947,742",2.70,2.70,2,,,,"Korea, Republic of"
950699 -- Other,"10,362,679",1.35,1.35,2,,,,"Korea, Republic of"
950710 - Fishing rods,"6,457,100",3.70,3.70,1,,,,"Korea, Republic of"
"950720 - Fish-hooks, whether or not snelled","1,805,550",2.70,2.70,2,,,,"Korea, Republic of"
950730 - Fishing reels,"1,952,398",3.70,3.70,1,,,,"Korea, Republic of"
950790 - Other,"3,881,676",3.70,3.70,1,,,,"Korea, Republic of"
950810 - Travelling circuses and travelling menageries,,1.70,1.70,1,,,,"Korea, Republic of"
950890 - Other,"119,857",1.70,1.70,1,,,,"Korea, Republic of"
,2009,"81,422,064",2.12,2.12,66,,,,"Korea, Republic of"
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","12,631,337",2.09,2.09,18,,,,"Korea, Republic of"
950410 - Video games of a kind used with a television receiver,"4,173,395",0.00,0.00,1,,,,"Korea, Republic of"
950420 - Articles and accessories for billiards of all kinds,"54,188",0.00,0.00,2,,,,"Korea, Republic of"
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by other means of payment, other than bowling alley equipment","15,060,883",0.00,0.00,4,,,,"Korea, Republic of"
950440 - Playing cards,391,2.70,2.70,1,,,,"Korea, Republic of"
950490 - Other,"13,634,993",0.00,0.00,2,,,,"Korea, Republic of"
950510 - Articles for Christmas festivities,"145,408",1.35,1.35,2,,,,"Korea, Republic of"
