Importer,Year,Value,Ad val. duties,Number of lines,European Union
,(US$),Simple average,MFN duties,Pref. duties,European Union
,MFN,Best,All items,Non ad val.,All items,Non ad val.,European Union
040899 -- Other,,10.00,10.00,1,,,,European Union
040900 Natural honey.,,16.00,16.00,1,,,,European Union
"041000 Edible products of animal origin, not elsewhere specified or included.",,14.00,14.00,1,,,,European Union
,2006,"18,943,000",13.77,13.77,43,,,,European Union
"040110 - Of a fat content, by weight, not exceeding 1%",,13.00,13.00,2,,,,European Union
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6%",,13.00,13.00,2,,,,European Union
"040130 - Of a fat content, by weight, exceeding 6%",,12.67,12.67,3,,,,European Union
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%",,16.00,16.00,2,,,,European Union
040221 -- Not containing added sugar or other sweetening matter,"434,000",16.00,16.00,3,,,,European Union
040229 -- Other,,16.00,16.00,3,,,,European Union
040291 -- Not containing added sugar or other sweetening matter,,14.00,14.00,1,,,,European Union
040299 -- Other,,14.00,14.00,1,,,,European Union
040310 - Yogurt,,16.00,16.00,1,,,,European Union
040390 - Other,"59,000",16.00,16.00,1,,,,European Union
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","8,720,000",14.00,14.00,1,,,,European Union
040490 - Other,"754,000",14.00,14.00,1,,,,European Union
040510 - Butter,"225,000",16.00,16.00,1,,,,European Union
040520 - Dairy spreads,"77,000",16.00,16.00,1,,,,European Union
040590 - Other,"25,000",16.00,16.00,2,,,,European Union
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd","78,000",16.00,16.00,2,,,,European Union
"040620 - Grated or powdered cheese, of all kinds","1,000",16.00,16.00,1,,,,European Union
"040630 - Processed cheese, not grated or powdered","169,000",16.00,16.00,1,,,,European Union
040640 - Blue-veined cheese,"308,000",16.00,16.00,1,,,,European Union
040690 - Other cheese,"5,026,000",16.00,16.00,4,,,,European Union
"040700 Birds' eggs, in shell, fresh, preserved or cooked.","3,067,000",2.67,2.67,3,,,,European Union
040811 -- Dried,,10.00,10.00,1,,,,European Union
040819 -- Other,,10.00,10.00,1,,,,European Union
040891 -- Dried,,10.00,10.00,1,,,,European Union
040899 -- Other,,10.00,10.00,1,,,,European Union
040900 Natural honey.,,16.00,16.00,1,,,,European Union
"041000 Edible products of animal origin, not elsewhere specified or included.",,14.00,14.00,1,,,,European Union
,2005,"17,269,000",16.67,16.67,43,,,,European Union
"040110 - Of a fat content, by weight, not exceeding 1%",,13.00,13.00,2,,,,European Union
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6%",,13.00,13.00,2,,,,European Union
"040130 - Of a fat content, by weight, exceeding 6%",,12.67,12.67,3,,,,European Union
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%",,27.00,27.00,2,,,,European Union
040221 -- Not containing added sugar or other sweetening matter,"477,000",23.33,23.33,3,,,,European Union
040229 -- Other,,23.33,23.33,3,,,,European Union
040291 -- Not containing added sugar or other sweetening matter,,14.00,14.00,1,,,,European Union
040299 -- Other,,27.00,27.00,1,,,,European Union
040310 - Yogurt,,16.00,16.00,1,,,,European Union
040390 - Other,"77,000",16.00,16.00,1,,,,European Union
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","8,087,000",27.00,27.00,1,,,,European Union
040490 - Other,"462,000",14.00,14.00,1,,,,European Union
040510 - Butter,"103,000",16.00,16.00,1,,,,European Union
040520 - Dairy spreads,"15,000",16.00,16.00,1,,,,European Union
040590 - Other,"113,000",16.00,16.00,2,,,,European Union
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd","12,000",21.50,21.50,2,,,,European Union
"040620 - Grated or powdered cheese, of all kinds",,16.00,16.00,1,,,,European Union
"040630 - Processed cheese, not grated or powdered","114,000",16.00,16.00,1,,,,European Union
040640 - Blue-veined cheese,"177,000",16.00,16.00,1,,,,European Union
040690 - Other cheese,"2,606,000",21.50,21.50,4,,,,European Union
"040700 Birds' eggs, in shell, fresh, preserved or cooked.","5,026,000",2.67,2.67,3,,,,European Union
040811 -- Dried,,10.00,10.00,1,,,,European Union
040819 -- Other,,10.00,10.00,1,,,,European Union
040891 -- Dried,,10.00,10.00,1,,,,European Union
040899 -- Other,,10.00,10.00,1,,,,European Union
040900 Natural honey.,,16.00,16.00,1,,,,European Union
"041000 Edible products of animal origin, not elsewhere specified or included.",,14.00,14.00,1,,,,European Union
,2004,"8,685,000",16.67,16.67,43,,,,European Union
"040110 - Of a fat content, by weight, not exceeding 1%",,13.00,13.00,2,,,,European Union
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6%","1,000",13.00,13.00,2,,,,European Union
"040130 - Of a fat content, by weight, exceeding 6%",,12.67,12.67,3,,,,European Union
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%",,27.00,27.00,2,,,,European Union
040221 -- Not containing added sugar or other sweetening matter,"366,000",23.33,23.33,3,,,,European Union
040229 -- Other,,23.33,23.33,3,,,,European Union
040291 -- Not containing added sugar or other sweetening matter,,14.00,14.00,1,,,,European Union
040299 -- Other,,27.00,27.00,1,,,,European Union
040310 - Yogurt,,16.00,16.00,1,,,,European Union
040390 - Other,"73,000",16.00,16.00,1,,,,European Union
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","4,146,000",27.00,27.00,1,,,,European Union
040490 - Other,"127,000",14.00,14.00,1,,,,European Union
040510 - Butter,"74,000",16.00,16.00,1,,,,European Union
040520 - Dairy spreads,"26,000",16.00,16.00,1,,,,European Union
040590 - Other,"157,000",16.00,16.00,2,,,,European Union
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,21.50,21.50,2,,,,European Union
"040620 - Grated or powdered cheese, of all kinds",,16.00,16.00,1,,,,European Union
"040630 - Processed cheese, not grated or powdered","133,000",16.00,16.00,1,,,,European Union
040640 - Blue-veined cheese,"128,000",16.00,16.00,1,,,,European Union
040690 - Other cheese,"2,564,000",21.50,21.50,4,,,,European Union
"040700 Birds' eggs, in shell, fresh, preserved or cooked.","890,000",2.67,2.67,3,,,,European Union
040811 -- Dried,,10.00,10.00,1,,,,European Union
040819 -- Other,,10.00,10.00,1,,,,European Union
040891 -- Dried,,10.00,10.00,1,,,,European Union
040899 -- Other,,10.00,10.00,1,,,,European Union
040900 Natural honey.,,16.00,16.00,1,,,,European Union
"041000 Edible products of animal origin, not elsewhere specified or included.",,14.00,14.00,1,,,,European Union
,2003,"13,129,000",17.72,17.72,43,,,,European Union
"040110 - Of a fat content, by weight, not exceeding 1%",,14.50,14.50,2,,,,European Union
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6%",,14.50,14.50,2,,,,European Union
"040130 - Of a fat content, by weight, exceeding 6%",,14.17,14.17,3,,,,European Union
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%",,27.00,27.00,2,,,,European Union
040221 -- Not containing added sugar or other sweetening matter,"418,000",23.83,23.83,3,,,,European Union
040229 -- Other,"143,000",23.83,23.83,3,,,,European Union
040291 -- Not containing added sugar or other sweetening matter,,15.50,15.50,1,,,,European Union
040299 -- Other,,27.00,27.00,1,,,,European Union
040310 - Yogurt,,17.50,17.50,1,,,,European Union
040390 - Other,"45,000",17.50,17.50,1,,,,European Union
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","7,655,000",27.00,27.00,1,,,,European Union
040490 - Other,"347,000",15.50,15.50,1,,,,European Union
040510 - Butter,"109,000",17.50,17.50,1,,,,European Union
040520 - Dairy spreads,,17.50,17.50,1,,,,European Union
040590 - Other,"107,000",17.50,17.50,2,,,,European Union
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,22.25,22.25,2,,,,European Union
"040620 - Grated or powdered cheese, of all kinds",,17.50,17.50,1,,,,European Union
"040630 - Processed cheese, not grated or powdered","129,000",17.50,17.50,1,,,,European Union
040640 - Blue-veined cheese,"120,000",17.50,17.50,1,,,,European Union
040690 - Other cheese,"2,392,000",22.25,22.25,4,,,,European Union
"040700 Birds' eggs, in shell, fresh, preserved or cooked.","1,664,000",3.17,3.17,3,,,,European Union
040811 -- Dried,,11.50,11.50,1,,,,European Union
040819 -- Other,,11.50,11.50,1,,,,European Union
040891 -- Dried,,11.50,11.50,1,,,,European Union
040899 -- Other,,11.50,11.50,1,,,,European Union
040900 Natural honey.,,17.50,17.50,1,,,,European Union
"041000 Edible products of animal origin, not elsewhere specified or included.",,15.50,15.50,1,,,,European Union
,2002,"16,666,434",17.23,17.23,43,,,,European Union
"040110 - Of a fat content, by weight, not exceeding 1%",,14.50,14.50,2,,,,European Union
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6%","1,262",14.50,14.50,2,,,,European Union
"040130 - Of a fat content, by weight, exceeding 6%",,14.17,14.17,3,,,,European Union
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%",,27.00,27.00,2,,,,European Union
040221 -- Not containing added sugar or other sweetening matter,"1,092,487",20.67,20.67,3,,,,European Union
040229 -- Other,"443,071",23.83,23.83,3,,,,European Union
040291 -- Not containing added sugar or other sweetening matter,"18,434",15.50,15.50,1,,,,European Union
040299 -- Other,"19,863",27.00,27.00,1,,,,European Union
040310 - Yogurt,,17.50,17.50,1,,,,European Union
040390 - Other,"169,314",17.50,17.50,1,,,,European Union
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","7,983,249",15.50,15.50,1,,,,European Union
040490 - Other,"1,836,666",15.50,15.50,1,,,,European Union
040510 - Butter,"109,116",17.50,17.50,1,,,,European Union
040520 - Dairy spreads,,17.50,17.50,1,,,,European Union
040590 - Other,"42,724",17.50,17.50,2,,,,European Union
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd","11,752",22.25,22.25,2,,,,European Union
"040620 - Grated or powdered cheese, of all kinds",176,17.50,17.50,1,,,,European Union
"040630 - Processed cheese, not grated or powdered","149,312",17.50,17.50,1,,,,European Union
040640 - Blue-veined cheese,"313,215",17.50,17.50,1,,,,European Union
040690 - Other cheese,"3,270,877",22.25,22.25,4,,,,European Union
"040700 Birds' eggs, in shell, fresh, preserved or cooked.","1,193,827",3.17,3.17,3,,,,European Union
040811 -- Dried,,11.50,11.50,1,,,,European Union
040819 -- Other,,11.50,11.50,1,,,,European Union
040891 -- Dried,,11.50,11.50,1,,,,European Union
040899 -- Other,,11.50,11.50,1,,,,European Union
040900 Natural honey.,,17.50,17.50,1,,,,European Union
"041000 Edible products of animal origin, not elsewhere specified or included.","11,089",15.50,15.50,1,,,,European Union
,2001,"29,540,930",17.98,17.98,43,,,,European Union
"040110 - Of a fat content, by weight, not exceeding 1 %",,15.50,15.50,2,,,,European Union
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %","5,986",15.50,15.50,2,,,,European Union
"040130 - Of a fat content, by weight, exceeding 6 %",,15.17,15.17,3,,,,European Union
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %",,27.00,27.00,2,,,,European Union
040221 - - Not containing added sugar or other sweetening matter,"9,876,334",21.33,21.33,3,,,,European Union
040229 - - Other,"452,766",24.17,24.17,3,,,,European Union
040291 - - Not containing added sugar or other sweetening matter,,16.50,16.50,1,,,,European Union
040299 - - Other,"42,040",27.00,27.00,1,,,,European Union
040310 - Yogurt,"9,086",18.50,18.50,1,,,,European Union
040390 - Other,"135,461",18.50,18.50,1,,,,European Union
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","10,636,250",16.50,16.50,1,,,,European Union
040490 - Other,"1,746,900",16.50,16.50,1,,,,European Union
040510 - Butter,"106,441",18.50,18.50,1,,,,European Union
040520 - Dairy spreads,,18.50,18.50,1,,,,European Union
040590 - Other,"410,821",18.50,18.50,2,,,,European Union
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd","224,280",22.75,22.75,2,,,,European Union
"040620 - Grated or powdered cheese, of all kinds",,18.50,18.50,1,,,,European Union
"040630 - Processed cheese, not grated or powdered","239,130",18.50,18.50,1,,,,European Union
040640 - Blue-veined cheese,"230,575",18.50,18.50,1,,,,European Union
040690 - Other cheese,"4,670,683",22.75,22.75,4,,,,European Union
"040700 Birds' eggs, in shell, fresh, preserved or cooked","753,991",3.50,3.50,3,,,,European Union
040811 - - Dried,,12.50,12.50,1,,,,European Union
040819 - - Other,,12.50,12.50,1,,,,European Union
040891 - - Dried,,12.50,12.50,1,,,,European Union
040899 - - Other,,12.50,12.50,1,,,,European Union
040900 Natural honey,186,18.50,18.50,1,,,,European Union
"041000 Edible products of animal origin, not elsewhere specified or included",,16.50,16.50,1,,,,European Union
,2000,"45,660,365",18.53,18.53,43,,,,European Union
"040110 - Of a fat content, by weight, not exceeding 1 %",,16.00,16.00,2,,,,European Union
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %","1,199",16.00,16.00,2,,,,European Union
"040130 - Of a fat content, by weight, exceeding 6 %","52,836",15.67,15.67,3,,,,European Union
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %","4,322,641",27.00,27.00,2,,,,European Union
040221 - - Not containing added sugar or other sweetening matter,"16,505,051",24.33,24.33,3,,,,European Union
040229 - - Other,"714,626",24.33,24.33,3,,,,European Union
040291 - - Not containing added sugar or other sweetening matter,,17.00,17.00,1,,,,European Union
040299 - - Other,"63,221",27.00,27.00,1,,,,European Union
040310 - Yogurt,,19.00,19.00,1,,,,European Union
040390 - Other,"58,706",19.00,19.00,1,,,,European Union
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","11,447,597",17.00,17.00,1,,,,European Union
040490 - Other,"1,830,343",17.00,17.00,1,,,,European Union
040510 - Butter,"262,133",19.00,19.00,1,,,,European Union
040520 - Dairy spreads,,19.00,19.00,1,,,,European Union
040590 - Other,"1,847,813",19.00,19.00,2,,,,European Union
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd","453,526",23.00,23.00,2,,,,European Union
"040620 - Grated or powdered cheese, of all kinds","24,434",19.00,19.00,1,,,,European Union
"040630 - Processed cheese, not grated or powdered","228,875",19.00,19.00,1,,,,European Union
040640 - Blue-veined cheese,"138,053",19.00,19.00,1,,,,European Union
040690 - Other cheese,"6,799,657",23.00,23.00,4,,,,European Union
"040700 Birds' eggs, in shell, fresh, preserved or cooked","907,669",3.67,3.67,3,,,,European Union
040811 - - Dried,,13.00,13.00,1,,,,European Union
040819 - - Other,,13.00,13.00,1,,,,European Union
040891 - - Dried,,13.00,13.00,1,,,,European Union
040899 - - Other,,13.00,13.00,1,,,,European Union
040900 Natural honey,"1,518",19.00,19.00,1,,,,European Union
"041000 Edible products of animal origin, not elsewhere specified or included",467,17.00,17.00,1,,,,European Union
,1999,"36,794,264",19.23,19.23,43,,,,European Union
"040110 - Of a fat content, by weight, not exceeding 1 %",,16.00,16.00,2,,,,European Union
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %","55,154",16.00,16.00,2,,,,European Union
"040130 - Of a fat content, by weight, exceeding 6 %","75,241",15.67,15.67,3,,,,European Union
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %","452,676",30.00,30.00,2,,,,European Union
040221 - - Not containing added sugar or other sweetening matter,"14,941,876",26.33,26.33,3,,,,European Union
040229 - - Other,"1,220,160",26.33,26.33,3,,,,European Union
040291 - - Not containing added sugar or other sweetening matter,"35,665",17.00,17.00,1,,,,European Union
040299 - - Other,"99,654",30.00,30.00,1,,,,European Union
040310 - Yogurt,,19.00,19.00,1,,,,European Union
040390 - Other,"151,941",19.00,19.00,1,,,,European Union
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","8,887,670",17.00,17.00,1,,,,European Union
040490 - Other,"2,107,901",17.00,17.00,1,,,,European Union
040510 - Butter,"216,220",19.00,19.00,1,,,,European Union
040520 - Dairy spreads,,19.00,19.00,1,,,,European Union
040590 - Other,"133,134",19.00,19.00,2,,,,European Union
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd","650,606",24.50,24.50,2,,,,European Union
"040620 - Grated or powdered cheese, of all kinds","21,610",19.00,19.00,1,,,,European Union
"040630 - Processed cheese, not grated or powdered","574,367",19.00,19.00,1,,,,European Union
040640 - Blue-veined cheese,"316,330",19.00,19.00,1,,,,European Union
040690 - Other cheese,"6,183,442",24.50,24.50,4,,,,European Union
"040700 Birds' eggs, in shell, fresh, preserved or cooked","642,404",3.67,3.67,3,,,,European Union
040811 - - Dried,,13.00,13.00,1,,,,European Union
040819 - - Other,,13.00,13.00,1,,,,European Union
040891 - - Dried,,13.00,13.00,1,,,,European Union
040899 - - Other,,13.00,13.00,1,,,,European Union
040900 Natural honey,"1,602",19.00,19.00,1,,,,European Union
"041000 Edible products of animal origin, not elsewhere specified or included","26,611",17.00,17.00,1,,,,European Union
,1998,"75,413,249",19.93,19.93,43,,,,European Union
"040110 - Of a fat content, by weight, not exceeding 1 %",,16.00,16.00,2,,,,European Union
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %","83,397",16.00,16.00,2,,,,European Union
"040130 - Of a fat content, by weight, exceeding 6 %","966,282",15.67,15.67,3,,,,European Union
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %","321,424",33.00,33.00,2,,,,European Union
040221 - - Not containing added sugar or other sweetening matter,"33,590,407",28.33,28.33,3,,,,European Union
040229 - - Other,"1,446,133",28.33,28.33,3,,,,European Union
040291 - - Not containing added sugar or other sweetening matter,"162,519",17.00,17.00,1,,,,European Union
040299 - - Other,"2,505,878",33.00,33.00,1,,,,European Union
040310 - Yogurt,,19.00,19.00,1,,,,European Union
040390 - Other,"1,484,901",19.00,19.00,1,,,,European Union
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","12,139,045",17.00,17.00,1,,,,European Union
040490 - Other,"4,510,696",17.00,17.00,1,,,,European Union
040510 - Butter,"1,168,335",19.00,19.00,1,,,,European Union
040520 - Dairy spreads,207,19.00,19.00,1,,,,European Union
040590 - Other,"146,878",19.00,19.00,2,,,,European Union
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd","669,909",26.00,26.00,2,,,,European Union
"040620 - Grated or powdered cheese, of all kinds","17,574",19.00,19.00,1,,,,European Union
"040630 - Processed cheese, not grated or powdered","1,862,628",19.00,19.00,1,,,,European Union
040640 - Blue-veined cheese,"1,109,888",19.00,19.00,1,,,,European Union
040690 - Other cheese,"12,543,869",26.00,26.00,4,,,,European Union
"040700 Birds' eggs, in shell, fresh, preserved or cooked","645,667",3.67,3.67,3,,,,European Union
040811 - - Dried,,13.00,13.00,1,,,,European Union
040819 - - Other,"4,448",13.00,13.00,1,,,,European Union
040891 - - Dried,,13.00,13.00,1,,,,European Union
040899 - - Other,,13.00,13.00,1,,,,European Union
040900 Natural honey,"32,551",19.00,19.00,1,,,,European Union
"041000 Edible products of animal origin, not elsewhere specified or included",613,17.00,17.00,1,,,,European Union
,1997,"67,539,571",18.16,18.16,43,,,,European Union
"040110 - Of a fat content, by weight, not exceeding 1 %","30,992",16.00,16.00,2,,,,European Union
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %","69,568",16.00,16.00,2,,,,European Union
"040130 - Of a fat content, by weight, exceeding 6 %","605,027",15.67,15.67,3,,,,European Union
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %","2,885,281",30.00,30.00,2,,,,European Union
040221 - - Not containing added sugar or other sweetening matter,"29,214,722",26.33,26.33,3,,,,European Union
040229 - - Other,"367,919",26.33,26.33,3,,,,European Union
040291 - - Not containing added sugar or other sweetening matter,"576,405",17.00,17.00,1,,,,European Union
040299 - - Other,"9,675,214",17.00,17.00,1,,,,European Union
040310 - Yogurt,"4,300",19.00,19.00,1,,,,European Union
040390 - Other,"401,949",19.00,19.00,1,,,,European Union
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","3,654,187",17.00,17.00,1,,,,European Union
040490 - Other,"3,194,828",17.00,17.00,1,,,,European Union
040510 - Butter,"460,271",19.00,19.00,1,,,,European Union
040520 - Dairy spreads,,19.00,19.00,1,,,,European Union
040590 - Other,"95,015",19.00,19.00,2,,,,European Union
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd","722,044",19.00,19.00,2,,,,European Union
"040620 - Grated or powdered cheese, of all kinds","110,330",19.00,19.00,1,,,,European Union
"040630 - Processed cheese, not grated or powdered","1,805,376",19.00,19.00,1,,,,European Union
040640 - Blue-veined cheese,"587,851",19.00,19.00,1,,,,European Union
040690 - Other cheese,"12,775,543",19.00,19.00,4,,,,European Union
"040700 Birds' eggs, in shell, fresh, preserved or cooked","210,499",3.67,3.67,3,,,,European Union
040811 - - Dried,,13.00,13.00,1,,,,European Union
040819 - - Other,,13.00,13.00,1,,,,European Union
040891 - - Dried,,13.00,13.00,1,,,,European Union
040899 - - Other,,13.00,13.00,1,,,,European Union
040900 Natural honey,"40,523",19.00,19.00,1,,,,European Union
"041000 Edible products of animal origin, not elsewhere specified or included","51,727",17.00,17.00,1,,,,European Union
,1996,"88,174,493",15.72,15.72,43,,,,European Union
"040110 - Of a fat content, by weight, not exceeding 1 %",169,13.00,13.00,2,,,,European Union
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",183,13.00,13.00,2,,,,European Union
"040130 - Of a fat content, by weight, exceeding 6 %","527,860",12.67,12.67,3,,,,European Union
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %","4,546,837",30.00,30.00,2,,,,European Union
040221 - - Not containing added sugar or other sweetening matter,"41,475,144",25.33,25.33,3,,,,European Union
040229 - - Other,"5,221,651",25.33,25.33,3,,,,European Union
040291 - - Not containing added sugar or other sweetening matter,,14.00,14.00,1,,,,European Union
040299 - - Other,"10,296,882",14.00,14.00,1,,,,European Union
040310 - Yogurt,"2,966",16.00,16.00,1,,,,European Union
040390 - Other,"146,390",16.00,16.00,1,,,,European Union
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","4,022,554",14.00,14.00,1,,,,European Union
040490 - Other,"1,863,672",14.00,14.00,1,,,,European Union
040510 - Butter,"358,746",16.00,16.00,1,,,,European Union
040520 - Dairy spreads,,16.00,16.00,1,,,,European Union
040590 - Other,"712,614",16.00,16.00,2,,,,European Union
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd","1,427,481",16.00,16.00,2,,,,European Union
"040620 - Grated or powdered cheese, of all kinds","22,975",16.00,16.00,1,,,,European Union
"040630 - Processed cheese, not grated or powdered","2,913,512",16.00,16.00,1,,,,European Union
040640 - Blue-veined cheese,"545,675",16.00,16.00,1,,,,European Union
040690 - Other cheese,"13,369,585",16.00,16.00,4,,,,European Union
"040700 Birds' eggs, in shell, fresh, preserved or cooked","617,889",2.67,2.67,3,,,,European Union
040811 - - Dried,,10.00,10.00,1,,,,European Union
040819 - - Other,"1,405",10.00,10.00,1,,,,European Union
040891 - - Dried,,10.00,10.00,1,,,,European Union
040899 - - Other,"1,544",10.00,10.00,1,,,,European Union
040900 Natural honey,"41,884",16.00,16.00,1,,,,European Union
"041000 Edible products of animal origin, not elsewhere specified or included","56,876",14.00,14.00,1,,,,European Union
