Importer,Year,Value,Ad val. duties,Number of lines,European Union
,(US$),Simple average,MFN duties,Pref. duties,European Union
,MFN,Best,All items,Non ad val.,All items,Non ad val.,European Union
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","2,167,999",28.00,28.00,1,,,,European Union
040490 - Other,"112,250",14.00,14.00,1,,,,European Union
040510 - Butter,"4,627,508",16.00,16.00,1,,,,European Union
040520 - Dairy spreads,"3,071",16.00,16.00,1,,,,European Union
040590 - Other,,16.00,16.00,2,,,,European Union
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd","738,964",22.00,22.00,2,,,,European Union
"040620 - Grated or powdered cheese, of all kinds","26,361",16.00,16.00,1,,,,European Union
"040630 - Processed cheese, not grated or powdered","748,070",16.00,16.00,1,,,,European Union
040640 - Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,"1,332,271",16.00,16.00,1,,,,European Union
040690 - Other cheese,"21,341,258",22.00,22.00,4,,,,European Union
040711 - - Of fowls of the species Gallus domesticus,"2,418,932",0.00,0.00,1,,,,European Union
040719 - - Other,"22,670",0.00,0.00,1,,,,European Union
040721 - - Of fowls of the species Gallus domesticus,,8.00,8.00,1,,,,European Union
040729 - - Other,,8.00,8.00,1,,,,European Union
040790 - Others,,8.00,8.00,1,,,,European Union
040811 - - Dried,,10.00,10.00,1,,,,European Union
040819 - - Other,,10.00,10.00,1,,,,European Union
040891 - - Dried,"125,355",10.00,10.00,1,,,,European Union
040899 - - Other,,10.00,10.00,1,,,,European Union
040900 Natural honey.,"1,230",16.00,16.00,1,,,,European Union
"041000 Edible products of animal origin, not elsewhere specified or included.",,14.00,14.00,1,,,,European Union
,2016,"23,591,443",16.29,16.29,48,,,,European Union
"040110 - Of a fat content, by weight, not exceeding 1 %",,13.00,13.00,2,,,,European Union
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",,13.00,13.00,2,,,,European Union
"040140 - Of a fat content, by weight, exceeding 6 % but not exceeding 10 %",,12.67,12.67,3,,,,European Union
"040150 - Of a fat content, by weight, exceeding 10 %",,12.67,12.67,3,,,,European Union
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %","112,978",28.00,28.00,2,,,,European Union
040221 -- Not containing added sugar or other sweetening matter,,24.00,24.00,3,,,,European Union
040229 -- Other,,24.00,24.00,3,,,,European Union
040291 -- Not containing added sugar or other sweetening matter,,14.00,14.00,1,,,,European Union
040299 -- Other,,28.00,28.00,1,,,,European Union
040310 - Yogurt,,16.00,16.00,1,,,,European Union
040390 - Other,"1,247",16.00,16.00,1,,,,European Union
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","2,143,524",28.00,28.00,1,,,,European Union
040490 - Other,"58,725",14.00,14.00,1,,,,European Union
040510 - Butter,"2,733,099",16.00,16.00,1,,,,European Union
040520 - Dairy spreads,"11,564",16.00,16.00,1,,,,European Union
040590 - Other,,16.00,16.00,2,,,,European Union
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd","468,374",22.00,22.00,2,,,,European Union
"040620 - Grated or powdered cheese, of all kinds","15,694",16.00,16.00,1,,,,European Union
"040630 - Processed cheese, not grated or powdered","569,342",16.00,16.00,1,,,,European Union
040640 - Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,"1,290,297",16.00,16.00,1,,,,European Union
040690 - Other cheese,"14,265,393",22.00,22.00,4,,,,European Union
040711 -- Of fowls of the species Gallus domesticus,"1,740,409",0.00,0.00,1,,,,European Union
040719 -- Other,"8,792",0.00,0.00,1,,,,European Union
040721 -- Of fowls of the species Gallus domesticus,,8.00,8.00,1,,,,European Union
040729 -- Other,,8.00,8.00,1,,,,European Union
040790 - Others,,8.00,8.00,1,,,,European Union
040811 -- Dried,,10.00,10.00,1,,,,European Union
040819 -- Other,,10.00,10.00,1,,,,European Union
040891 -- Dried,"171,630",10.00,10.00,1,,,,European Union
040899 -- Other,,10.00,10.00,1,,,,European Union
040900 Natural honey.,375,16.00,16.00,1,,,,European Union
"041000 Edible products of animal origin, not elsewhere specified or included.",,14.00,14.00,1,,,,European Union
,2015,"29,140,447",16.29,16.29,48,,,,European Union
"040110 - Of a fat content, by weight, not exceeding 1 %","19,482",13.00,13.00,2,,,,European Union
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %","80,756",13.00,13.00,2,,,,European Union
"040140 - Of a fat content, by weight, exceeding 6 % but not exceeding 10 %","5,900",12.67,12.67,3,,,,European Union
"040150 - Of a fat content, by weight, exceeding 10 %","1,805",12.67,12.67,3,,,,European Union
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %",,28.00,28.00,2,,,,European Union
040221 -- Not containing added sugar or other sweetening matter,,24.00,24.00,3,,,,European Union
040229 -- Other,,24.00,24.00,3,,,,European Union
040291 -- Not containing added sugar or other sweetening matter,,14.00,14.00,1,,,,European Union
040299 -- Other,"5,742",28.00,28.00,1,,,,European Union
040310 - Yogurt,,16.00,16.00,1,,,,European Union
040390 - Other,"1,011",16.00,16.00,1,,,,European Union
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","1,473,328",28.00,28.00,1,,,,European Union
040490 - Other,"78,603",14.00,14.00,1,,,,European Union
040510 - Butter,"2,724,127",16.00,16.00,1,,,,European Union
040520 - Dairy spreads,"27,632",16.00,16.00,1,,,,European Union
040590 - Other,,16.00,16.00,2,,,,European Union
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd","491,786",22.00,22.00,2,,,,European Union
"040620 - Grated or powdered cheese, of all kinds","18,796",16.00,16.00,1,,,,European Union
"040630 - Processed cheese, not grated or powdered","830,908",16.00,16.00,1,,,,European Union
040640 - Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,"1,490,519",16.00,16.00,1,,,,European Union
040690 - Other cheese,"18,393,373",22.00,22.00,4,,,,European Union
040711 -- Of fowls of the species Gallus domesticus,"3,333,559",0.00,0.00,1,,,,European Union
040719 -- Other,"78,045",0.00,0.00,1,,,,European Union
040721 -- Of fowls of the species Gallus domesticus,,8.00,8.00,1,,,,European Union
040729 -- Other,,8.00,8.00,1,,,,European Union
040790 - Others,,8.00,8.00,1,,,,European Union
040811 -- Dried,,10.00,10.00,1,,,,European Union
040819 -- Other,,10.00,10.00,1,,,,European Union
040891 -- Dried,"83,759",10.00,10.00,1,,,,European Union
040899 -- Other,,10.00,10.00,1,,,,European Union
040900 Natural honey.,"1,312",16.00,16.00,1,,,,European Union
"041000 Edible products of animal origin, not elsewhere specified or included.",4,14.00,14.00,1,,,,European Union
,2014,"38,010,070",16.29,16.29,48,,,,European Union
"040110 - Of a fat content, by weight, not exceeding 1 %","37,141",13.00,13.00,2,,,,European Union
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %","86,940",13.00,13.00,2,,,,European Union
"040140 - Of a fat content, by weight, exceeding 6 % but not exceeding 10 %","23,170",12.67,12.67,3,,,,European Union
"040150 - Of a fat content, by weight, exceeding 10 %","6,766",12.67,12.67,3,,,,European Union
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %",,28.00,28.00,2,,,,European Union
040221 -- Not containing added sugar or other sweetening matter,,24.00,24.00,3,,,,European Union
040229 -- Other,,24.00,24.00,3,,,,European Union
040291 -- Not containing added sugar or other sweetening matter,,14.00,14.00,1,,,,European Union
040299 -- Other,,28.00,28.00,1,,,,European Union
040310 - Yogurt,,16.00,16.00,1,,,,European Union
040390 - Other,,16.00,16.00,1,,,,European Union
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","1,164,137",28.00,28.00,1,,,,European Union
040490 - Other,,14.00,14.00,1,,,,European Union
040510 - Butter,"2,618,050",16.00,16.00,1,,,,European Union
040520 - Dairy spreads,"46,671",16.00,16.00,1,,,,European Union
040590 - Other,,16.00,16.00,2,,,,European Union
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd","701,192",22.00,22.00,2,,,,European Union
"040620 - Grated or powdered cheese, of all kinds","41,831",16.00,16.00,1,,,,European Union
"040630 - Processed cheese, not grated or powdered","1,682,404",16.00,16.00,1,,,,European Union
040640 - Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,"1,575,084",16.00,16.00,1,,,,European Union
040690 - Other cheese,"25,863,327",22.00,22.00,4,,,,European Union
040711 -- Of fowls of the species Gallus domesticus,"4,140,139",0.00,0.00,1,,,,European Union
040719 -- Other,"21,362",0.00,0.00,1,,,,European Union
040721 -- Of fowls of the species Gallus domesticus,,8.00,8.00,1,,,,European Union
040729 -- Other,,8.00,8.00,1,,,,European Union
040790 - Others,,8.00,8.00,1,,,,European Union
040811 -- Dried,,10.00,10.00,1,,,,European Union
040819 -- Other,"1,234",10.00,10.00,1,,,,European Union
040891 -- Dried,,10.00,10.00,1,,,,European Union
040899 -- Other,,10.00,10.00,1,,,,European Union
040900 Natural honey.,622,16.00,16.00,1,,,,European Union
"041000 Edible products of animal origin, not elsewhere specified or included.",,14.00,14.00,1,,,,European Union
,2013,"42,206,370",16.29,16.29,48,,,,European Union
"040110 - Of a fat content, by weight, not exceeding 1 %","39,123",13.00,13.00,2,,,,European Union
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %","190,227",13.00,13.00,2,,,,European Union
"040140 - Of a fat content, by weight, exceeding 6 % but not exceeding 10 %","156,354",12.67,12.67,3,,,,European Union
"040150 - Of a fat content, by weight, exceeding 10 %","75,428",12.67,12.67,3,,,,European Union
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %",,28.00,28.00,2,,,,European Union
040221 -- Not containing added sugar or other sweetening matter,"3,951",24.00,24.00,3,,,,European Union
040229 -- Other,,24.00,24.00,3,,,,European Union
040291 -- Not containing added sugar or other sweetening matter,,14.00,14.00,1,,,,European Union
040299 -- Other,,28.00,28.00,1,,,,European Union
040310 - Yogurt,,16.00,16.00,1,,,,European Union
040390 - Other,,16.00,16.00,1,,,,European Union
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","5,184,288",28.00,28.00,1,,,,European Union
040490 - Other,"68,025",14.00,14.00,1,,,,European Union
040510 - Butter,"3,755,013",16.00,16.00,1,,,,European Union
040520 - Dairy spreads,"72,361",16.00,16.00,1,,,,European Union
040590 - Other,,16.00,16.00,2,,,,European Union
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd","616,556",22.00,22.00,2,,,,European Union
"040620 - Grated or powdered cheese, of all kinds","18,174",16.00,16.00,1,,,,European Union
"040630 - Processed cheese, not grated or powdered","3,357,549",16.00,16.00,1,,,,European Union
040640 - Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,"2,153,310",16.00,16.00,1,,,,European Union
040690 - Other cheese,"23,055,284",22.00,22.00,4,,,,European Union
040711 -- Of fowls of the species Gallus domesticus,"3,435,903",0.00,0.00,1,,,,European Union
040719 -- Other,"24,824",0.00,0.00,1,,,,European Union
040721 -- Of fowls of the species Gallus domesticus,,8.00,8.00,1,,,,European Union
040729 -- Other,,8.00,8.00,1,,,,European Union
040790 - Others,,8.00,8.00,1,,,,European Union
040811 -- Dried,,10.00,10.00,1,,,,European Union
040819 -- Other,,10.00,10.00,1,,,,European Union
040891 -- Dried,,10.00,10.00,1,,,,European Union
040899 -- Other,,10.00,10.00,1,,,,European Union
040900 Natural honey.,,16.00,16.00,1,,,,European Union
"041000 Edible products of animal origin, not elsewhere specified or included.",,14.00,14.00,1,,,,European Union
,2012,"42,506,401",16.29,16.29,48,,,,European Union
"040110 - Of a fat content, by weight, not exceeding 1 %","32,282",13.00,13.00,2,,,,European Union
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %","135,628",13.00,13.00,2,,,,European Union
"040140 - Of a fat content, by weight, exceeding 6 % but not exceeding 10 %","5,495",12.67,12.67,3,,,,European Union
"040150 - Of a fat content, by weight, exceeding 10 %",,12.67,12.67,3,,,,European Union
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %",,28.00,28.00,2,,,,European Union
040221 -- Not containing added sugar or other sweetening matter,"1,892",24.00,24.00,3,,,,European Union
040229 -- Other,,24.00,24.00,3,,,,European Union
040291 -- Not containing added sugar or other sweetening matter,,14.00,14.00,1,,,,European Union
040299 -- Other,,28.00,28.00,1,,,,European Union
040310 - Yogurt,,16.00,16.00,1,,,,European Union
040390 - Other,"38,372",16.00,16.00,1,,,,European Union
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","10,711,522",28.00,28.00,1,,,,European Union
040490 - Other,"111,694",14.00,14.00,1,,,,European Union
040510 - Butter,"1,886,588",16.00,16.00,1,,,,European Union
040520 - Dairy spreads,"381,801",16.00,16.00,1,,,,European Union
040590 - Other,"13,347",16.00,16.00,2,,,,European Union
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd","262,552",22.00,22.00,2,,,,European Union
"040620 - Grated or powdered cheese, of all kinds","16,474",16.00,16.00,1,,,,European Union
"040630 - Processed cheese, not grated or powdered","2,348,166",16.00,16.00,1,,,,European Union
040640 - Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,"1,224,460",16.00,16.00,1,,,,European Union
040690 - Other cheese,"22,435,148",22.00,22.00,4,,,,European Union
040711 -- Of fowls of the species Gallus domesticus,"2,863,267",0.00,0.00,1,,,,European Union
040719 -- Other,"37,712",0.00,0.00,1,,,,European Union
040721 -- Of fowls of the species Gallus domesticus,,8.00,8.00,1,,,,European Union
040729 -- Other,,8.00,8.00,1,,,,European Union
040790 - Others,,8.00,8.00,1,,,,European Union
040811 -- Dried,,10.00,10.00,1,,,,European Union
040819 -- Other,,10.00,10.00,1,,,,European Union
040891 -- Dried,,10.00,10.00,1,,,,European Union
040899 -- Other,,10.00,10.00,1,,,,European Union
040900 Natural honey.,,16.00,16.00,1,,,,European Union
"041000 Edible products of animal origin, not elsewhere specified or included.",,14.00,14.00,1,,,,European Union
,2011,"36,045,000",16.93,16.93,43,,,,European Union
"040110 - Of a fat content, by weight, not exceeding 1%","22,000",13.00,13.00,2,,,,European Union
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6 %","76,000",13.00,13.00,2,,,,European Union
"040130 - Of a fat content, by weight, exceeding 6%","12,000",12.67,12.67,3,,,,European Union
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%",,28.00,28.00,2,,,,European Union
040221 -- Not containing added sugar or other sweetening matter,"4,000",24.00,24.00,3,,,,European Union
040229 -- Other,,24.00,24.00,3,,,,European Union
040291 -- Not containing added sugar or other sweetening matter,,14.00,14.00,1,,,,European Union
040299 -- Other,,28.00,28.00,1,,,,European Union
040310 - Yogurt,,16.00,16.00,1,,,,European Union
040390 - Other,,16.00,16.00,1,,,,European Union
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","10,724,000",28.00,28.00,1,,,,European Union
040490 - Other,,14.00,14.00,1,,,,European Union
040510 - Butter,"1,694,000",16.00,16.00,1,,,,European Union
040520 - Dairy spreads,"342,000",16.00,16.00,1,,,,European Union
040590 - Other,,16.00,16.00,2,,,,European Union
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd","176,000",22.00,22.00,2,,,,European Union
"040620 - Grated or powdered cheese, of all kinds","10,000",16.00,16.00,1,,,,European Union
"040630 - Processed cheese, not grated or powdered","1,465,000",16.00,16.00,1,,,,European Union
040640 - Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,"701,000",16.00,16.00,1,,,,European Union
040690 - Other cheese,"18,595,000",22.00,22.00,4,,,,European Union
"040700 Birds' eggs, in shell, fresh, preserved or cooked.","2,224,000",2.67,2.67,3,,,,European Union
040811 -- Dried,,10.00,10.00,1,,,,European Union
040819 -- Other,,10.00,10.00,1,,,,European Union
040891 -- Dried,,10.00,10.00,1,,,,European Union
040899 -- Other,,10.00,10.00,1,,,,European Union
040900 Natural honey.,,16.00,16.00,1,,,,European Union
"041000 Edible products of animal origin, not elsewhere specified or included.",,14.00,14.00,1,,,,European Union
,2010,"27,096,000",16.93,16.93,43,,,,European Union
"040110 - Of a fat content, by weight, not exceeding 1%","11,000",13.00,13.00,2,,,,European Union
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6 %","25,000",13.00,13.00,2,,,,European Union
"040130 - Of a fat content, by weight, exceeding 6%",,12.67,12.67,3,,,,European Union
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%",,28.00,28.00,2,,,,European Union
040221 -- Not containing added sugar or other sweetening matter,,24.00,24.00,3,,,,European Union
040229 -- Other,,24.00,24.00,3,,,,European Union
040291 -- Not containing added sugar or other sweetening matter,,14.00,14.00,1,,,,European Union
040299 -- Other,,28.00,28.00,1,,,,European Union
040310 - Yogurt,,16.00,16.00,1,,,,European Union
040390 - Other,"133,000",16.00,16.00,1,,,,European Union
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","3,591,000",28.00,28.00,1,,,,European Union
040490 - Other,"29,000",14.00,14.00,1,,,,European Union
040510 - Butter,"1,106,000",16.00,16.00,1,,,,European Union
040520 - Dairy spreads,"296,000",16.00,16.00,1,,,,European Union
040590 - Other,,16.00,16.00,2,,,,European Union
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd","40,000",22.00,22.00,2,,,,European Union
"040620 - Grated or powdered cheese, of all kinds",,16.00,16.00,1,,,,European Union
"040630 - Processed cheese, not grated or powdered","923,000",16.00,16.00,1,,,,European Union
040640 - Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,"758,000",16.00,16.00,1,,,,European Union
040690 - Other cheese,"16,093,000",22.00,22.00,4,,,,European Union
"040700 Birds' eggs, in shell, fresh, preserved or cooked.","4,091,000",2.67,2.67,3,,,,European Union
040811 -- Dried,,10.00,10.00,1,,,,European Union
040819 -- Other,,10.00,10.00,1,,,,European Union
040891 -- Dried,,10.00,10.00,1,,,,European Union
040899 -- Other,,10.00,10.00,1,,,,European Union
040900 Natural honey.,,16.00,16.00,1,,,,European Union
"041000 Edible products of animal origin, not elsewhere specified or included.",,14.00,14.00,1,,,,European Union
,2009,"19,309,000",13.77,13.77,43,,,,European Union
"040110 - Of a fat content, by weight, not exceeding 1%","9,000",13.00,13.00,2,,,,European Union
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6 %","15,000",13.00,13.00,2,,,,European Union
"040130 - Of a fat content, by weight, exceeding 6%",,12.67,12.67,3,,,,European Union
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%",,16.00,16.00,2,,,,European Union
040221 -- Not containing added sugar or other sweetening matter,,16.00,16.00,3,,,,European Union
040229 -- Other,"6,000",16.00,16.00,3,,,,European Union
040291 -- Not containing added sugar or other sweetening matter,,14.00,14.00,1,,,,European Union
040299 -- Other,,14.00,14.00,1,,,,European Union
040310 - Yogurt,,16.00,16.00,1,,,,European Union
040390 - Other,"155,000",16.00,16.00,1,,,,European Union
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","4,911,000",14.00,14.00,1,,,,European Union
040490 - Other,"15,000",14.00,14.00,1,,,,European Union
040510 - Butter,"605,000",16.00,16.00,1,,,,European Union
040520 - Dairy spreads,"144,000",16.00,16.00,1,,,,European Union
040590 - Other,,16.00,16.00,2,,,,European Union
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd","237,000",16.00,16.00,2,,,,European Union
"040620 - Grated or powdered cheese, of all kinds",,16.00,16.00,1,,,,European Union
"040630 - Processed cheese, not grated or powdered","505,000",16.00,16.00,1,,,,European Union
040640 - Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,"307,000",16.00,16.00,1,,,,European Union
040690 - Other cheese,"8,877,000",16.00,16.00,4,,,,European Union
"040700 Birds' eggs, in shell, fresh, preserved or cooked.","3,523,000",2.67,2.67,3,,,,European Union
040811 -- Dried,,10.00,10.00,1,,,,European Union
040819 -- Other,,10.00,10.00,1,,,,European Union
040891 -- Dried,,10.00,10.00,1,,,,European Union
040899 -- Other,,10.00,10.00,1,,,,European Union
040900 Natural honey.,,16.00,16.00,1,,,,European Union
"041000 Edible products of animal origin, not elsewhere specified or included.",,14.00,14.00,1,,,,European Union
,2008,"37,170,000",13.77,13.77,43,,,,European Union
"040110 - Of a fat content, by weight, not exceeding 1%","3,000",13.00,13.00,2,,,,European Union
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6 %","7,000",13.00,13.00,2,,,,European Union
"040130 - Of a fat content, by weight, exceeding 6%",,12.67,12.67,3,,,,European Union
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%","2,554,000",16.00,16.00,2,,,,European Union
040221 -- Not containing added sugar or other sweetening matter,"4,274,000",16.00,16.00,3,,,,European Union
040229 -- Other,"8,000",16.00,16.00,3,,,,European Union
040291 -- Not containing added sugar or other sweetening matter,,14.00,14.00,1,,,,European Union
040299 -- Other,,14.00,14.00,1,,,,European Union
040310 - Yogurt,,16.00,16.00,1,,,,European Union
040390 - Other,"216,000",16.00,16.00,1,,,,European Union
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","11,493,000",14.00,14.00,1,,,,European Union
040490 - Other,"330,000",14.00,14.00,1,,,,European Union
040510 - Butter,"564,000",16.00,16.00,1,,,,European Union
040520 - Dairy spreads,"177,000",16.00,16.00,1,,,,European Union
040590 - Other,,16.00,16.00,2,,,,European Union
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd","105,000",16.00,16.00,2,,,,European Union
"040620 - Grated or powdered cheese, of all kinds",,16.00,16.00,1,,,,European Union
"040630 - Processed cheese, not grated or powdered","303,000",16.00,16.00,1,,,,European Union
040640 - Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,"428,000",16.00,16.00,1,,,,European Union
040690 - Other cheese,"11,222,000",16.00,16.00,4,,,,European Union
"040700 Birds' eggs, in shell, fresh, preserved or cooked.","5,486,000",2.67,2.67,3,,,,European Union
040811 -- Dried,,10.00,10.00,1,,,,European Union
040819 -- Other,,10.00,10.00,1,,,,European Union
040891 -- Dried,,10.00,10.00,1,,,,European Union
040899 -- Other,,10.00,10.00,1,,,,European Union
040900 Natural honey.,,16.00,16.00,1,,,,European Union
"041000 Edible products of animal origin, not elsewhere specified or included.",,14.00,14.00,1,,,,European Union
,2007,"28,957,000",13.77,13.77,43,,,,European Union
"040110 - Of a fat content, by weight, not exceeding 1%",,13.00,13.00,2,,,,European Union
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6 %",,13.00,13.00,2,,,,European Union
"040130 - Of a fat content, by weight, exceeding 6%",,12.67,12.67,3,,,,European Union
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%",,16.00,16.00,2,,,,European Union
040221 -- Not containing added sugar or other sweetening matter,"541,000",16.00,16.00,3,,,,European Union
040229 -- Other,,16.00,16.00,3,,,,European Union
040291 -- Not containing added sugar or other sweetening matter,,14.00,14.00,1,,,,European Union
040299 -- Other,,14.00,14.00,1,,,,European Union
040310 - Yogurt,,16.00,16.00,1,,,,European Union
040390 - Other,"66,000",16.00,16.00,1,,,,European Union
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","13,647,000",14.00,14.00,1,,,,European Union
040490 - Other,"2,000",14.00,14.00,1,,,,European Union
040510 - Butter,"396,000",16.00,16.00,1,,,,European Union
040520 - Dairy spreads,"120,000",16.00,16.00,1,,,,European Union
040590 - Other,,16.00,16.00,2,,,,European Union
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd","365,000",16.00,16.00,2,,,,European Union
"040620 - Grated or powdered cheese, of all kinds","1,000",16.00,16.00,1,,,,European Union
"040630 - Processed cheese, not grated or powdered","236,000",16.00,16.00,1,,,,European Union
040640 - Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,"402,000",16.00,16.00,1,,,,European Union
040690 - Other cheese,"7,547,000",16.00,16.00,4,,,,European Union
"040700 Birds' eggs, in shell, fresh, preserved or cooked.","5,634,000",2.67,2.67,3,,,,European Union
040811 -- Dried,,10.00,10.00,1,,,,European Union
040819 -- Other,,10.00,10.00,1,,,,European Union
040891 -- Dried,,10.00,10.00,1,,,,European Union
