Importer,Year,Value,Ad val. duties,Number of lines,Russian Federation
,(US$),Simple average,MFN duties,Pref. duties,Russian Federation
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Russian Federation
871390 - Other,,0.00,0.00,1,,,,Russian Federation
871410 - Of motorcycles (including mopeds),,3.70,3.70,6,,,,Russian Federation
871420 - Of carriages for disabled persons,,0.00,0.00,1,,,,Russian Federation
"871491 - - Frames and forks, and parts thereof",,4.70,4.70,3,,,,Russian Federation
871492 - - Wheel rims and spokes,,4.70,4.70,2,,,,Russian Federation
"871493 - - Hubs, other than coaster braking hubs and hub brakes, and free-wheel sprocket-wheels",,4.70,4.70,1,,,,Russian Federation
"871494 - - Brakes, including coaster braking hubs and hub brakes, and parts thereof",,4.70,4.70,2,,,,Russian Federation
871495 - - Saddles,,4.70,4.70,1,,,,Russian Federation
"871496 - - Pedals and crank-gear, and parts thereof",,4.70,4.70,3,,,,Russian Federation
871499 - - Other,,4.70,4.70,4,,,,Russian Federation
871500 Baby carriages and parts thereof.,,2.70,2.70,2,,,,Russian Federation
"871610 - Trailers and semi-trailers of the caravan type, for housing or camping",,2.70,2.70,2,,,,Russian Federation
871620 - Self-loading or self-unloading trailers and semi-trailers for agricultural purposes,,2.70,2.70,1,,,,Russian Federation
871631 - - Tanker trailers and tanker semi-trailers,,2.70,2.70,1,,,,Russian Federation
871639 - - Other,,2.70,2.70,4,,,,Russian Federation
871640 - Other trailers and semi-trailers,,2.70,2.70,1,,,,Russian Federation
871680 - Other vehicles,,1.70,1.70,1,,,,Russian Federation
871690 - Parts,,1.70,1.70,4,,,,Russian Federation
,2017,"144,166,874",6.65,6.65,199,,,,Russian Federation
870110 - Single axle tractors,"311,479",3.00,3.00,1,,,,Russian Federation
870120 - Road tractors for semi-trailers,"763,645",16.00,16.00,2,,,,Russian Federation
870130 - Track-laying tractors,"805,354",0.00,0.00,1,,,,Russian Federation
870191 - - Not exceeding 18 kW,"4,576",3.50,3.50,2,,,,Russian Federation
870192 - - Exceeding 18 kW but not exceeding 37 kW,"39,185",3.50,3.50,2,,,,Russian Federation
870193 - - Exceeding 37 kW but not exceeding 75 kW,"975,061",3.50,3.50,2,,,,Russian Federation
870194 - - Exceeding 75 kW but not exceeding 130 kW,"132,691",3.50,3.50,2,,,,Russian Federation
870195 - - Exceeding 130 kW,"2,035,907",3.50,3.50,2,,,,Russian Federation
870210 - With only compression-ignition internal combustion piston engine (diesel or semi-diesel),"547,671",13.00,13.00,4,,,,Russian Federation
870220 - With both compression-ignition internal combustion piston engine (diesel or semi-diesel) and electric motor as motors for propulsion,,13.00,13.00,2,,,,Russian Federation
870230 - With both spark-ignition internal combustion reciprocating piston engine and electric motor as motors for propulsion,,13.00,13.00,2,,,,Russian Federation
870240 - With only electric motor for propulsion,203,10.00,10.00,1,,,,Russian Federation
870290 - Other,"179,265",12.40,12.40,5,,,,Russian Federation
870310 - Vehicles specially designed for travelling on snow; golf cars and similar vehicles,"443,978",7.50,7.50,2,,,,Russian Federation
"870321 - - Of a cylinder capacity not exceeding 1,000 cc","231,497",10.00,10.00,2,,,,Russian Federation
"870322 - - Of a cylinder capacity exceeding 1,000 cc but not exceeding 1,500 cc","493,609",10.00,10.00,2,,,,Russian Federation
"870323 - - Of a cylinder capacity exceeding 1,500 cc but not exceeding 3,000 cc","48,188,628",10.00,10.00,3,,,,Russian Federation
"870324 - - Of a cylinder capacity exceeding 3,000 cc","12,423,504",10.00,10.00,2,,,,Russian Federation
"870331 - - Of a cylinder capacity not exceeding 1,500 cc","166,165",10.00,10.00,2,,,,Russian Federation
"870332 - - Of a cylinder capacity exceeding 1,500 cc but not exceeding 2,500 cc","2,962,543",10.00,10.00,3,,,,Russian Federation
"870333 - - Of a cylinder capacity exceeding 2,500 cc","3,674,793",10.00,10.00,3,,,,Russian Federation
"870340 - Other vehicles, with both spark-ignition internal combustion reciprocating piston engine and electric motor as motors for propulsion, other than those capable of being charged by plugging to external source of electric power","29,432",10.00,10.00,2,,,,Russian Federation
"870350 - Other vehicles, with both compression-ignition internal combustion piston engine (diesel or semi-diesel) and electric motor as motors for propulsion, other than those capable of being charged by plugging to external source of electric power",,10.00,10.00,1,,,,Russian Federation
"870360 - Other vehicles, with both spark-ignition internal combustion reciprocating piston engine and electric motor as motors for propulsion, capable of being charged by plugging to external source of electric power",,10.00,10.00,2,,,,Russian Federation
"870370 - Other vehicles, with both compression-ignition internal combustion piston engine (diesel or semi-diesel) and electric motor as motors for propulsion, capable of being charged by plugging to external source of electric power",,10.00,10.00,1,,,,Russian Federation
"870380 - Other vehicles, with only electric motor for propulsion","40,869",10.00,10.00,2,,,,Russian Federation
870390 - Other,"37,285",10.00,10.00,1,,,,Russian Federation
870410 - Dumpers designed for off-highway use,"1,415",0.00,0.00,2,,,,Russian Federation
870421 - - g.v.w. not exceeding 5 tonnes,"1,438,285",13.50,13.50,5,,,,Russian Federation
870422 - - g.v.w. exceeding 5 tonnes but not exceeding 20 tonnes,"155,644",15.83,15.83,3,,,,Russian Federation
870423 - - g.v.w. exceeding 20 tonnes,"636,732",15.83,15.83,3,,,,Russian Federation
870431 - - g.v.w. not exceeding 5 tonnes,"589,062",13.50,13.50,5,,,,Russian Federation
870432 - - g.v.w. exceeding 5 tonnes,"4,030",15.83,15.83,3,,,,Russian Federation
870490 - Other,1,10.00,10.00,1,,,,Russian Federation
870510 - Crane lorries,"478,929",3.70,3.70,1,,,,Russian Federation
870520 - Mobile drilling derricks,"5,657",3.70,3.70,1,,,,Russian Federation
870530 - Fire fighting vehicles,,3.70,3.70,1,,,,Russian Federation
870540 - Concrete-mixer lorries,"13,523",3.70,3.70,1,,,,Russian Federation
870590 - Other,"1,043,037",3.70,3.70,2,,,,Russian Federation
"870600 Chassis fitted with engines, for the motor vehicles of headings 87.01 to 87.05.",,9.88,9.88,4,,,,Russian Federation
870710 - For the vehicles of heading 87.03,"102,553",4.50,4.50,2,,,,Russian Federation
870790 - Other,"911,115",4.50,4.50,2,,,,Russian Federation
870810 - Bumpers and parts thereof,"576,196",3.75,3.75,2,,,,Russian Federation
870821 - - Safety seat belts,"42,652",3.75,3.75,2,,,,Russian Federation
870829 - - Other,"12,859,979",3.75,3.75,2,,,,Russian Federation
870830 - Brakes and servo-brakes; parts thereof,"9,520,031",4.00,4.00,3,,,,Russian Federation
870840 - Gear boxes and parts thereof,"790,914",3.88,3.88,4,,,,Russian Federation
"870850 - Drive-axles with differential, whether or not provided with other transmission components, and non-driving axles; parts thereof","1,872,345",4.00,4.00,5,,,,Russian Federation
870870 - Road wheels and parts and accessories thereof,"12,965,030",3.75,3.75,4,,,,Russian Federation
870880 - Suspension systems and parts thereof (including shock-absorbers),"1,673,851",3.80,3.80,5,,,,Russian Federation
870891 - - Radiators and parts thereof,"609,471",3.88,3.88,4,,,,Russian Federation
870892 - - Silencers (mufflers) and exhaust pipes; parts thereof,"945,890",3.88,3.88,4,,,,Russian Federation
870893 - - Clutches and parts thereof,"3,203,901",3.75,3.75,2,,,,Russian Federation
"870894 - - Steering wheels, steering columns and steering boxes; parts thereof","441,200",3.88,3.88,4,,,,Russian Federation
870895 - - Safety airbags with inflater system; parts thereof,"41,745",3.67,3.67,3,,,,Russian Federation
870899 - - Other,"6,345,776",3.67,3.67,3,,,,Russian Federation
870911 - - Electrical,"5,860",3.00,3.00,2,,,,Russian Federation
870919 - - Other,"291,155",3.00,3.00,2,,,,Russian Federation
870990 - Parts,"222,632",3.50,3.50,1,,,,Russian Federation
"871000 Tanks and other armoured fighting vehicles, motorised, whether or not fitted with weapons, and parts of such vehicles.","35,320",1.70,1.70,1,,,,Russian Federation
871110 - With reciprocating internal combustion piston engine of a cylinder capacity not exceeding 50 cc,294,8.00,8.00,1,,,,Russian Federation
871120 - With reciprocating internal combustion piston engine of a cylinder capacity exceeding 50 cc but not exceeding 250 cc,"6,264",8.00,8.00,3,,,,Russian Federation
871130 - With reciprocating internal combustion piston engine of a cylinder capacity exceeding 250 cc but not exceeding 500 cc,"24,988",6.00,6.00,2,,,,Russian Federation
871140 - With reciprocating internal combustion piston engine of a cylinder capacity exceeding 500 cc but not exceeding 800 cc,"1,640,231",6.00,6.00,1,,,,Russian Federation
871150 - With reciprocating internal combustion piston engine of a cylinder capacity exceeding 800 cc,"66,289",6.00,6.00,1,,,,Russian Federation
871160 - With electric motor for propulsion,"27,014",6.00,6.00,2,,,,Russian Federation
871190 - Other,745,6.00,6.00,1,,,,Russian Federation
"871200 Bicycles and other cycles (including delivery tricycles), not motorised.","22,687",14.50,14.50,2,,,,Russian Federation
871310 - Not mechanically propelled,"1,599",0.00,0.00,1,,,,Russian Federation
871390 - Other,"13,289",0.00,0.00,1,,,,Russian Federation
871410 - Of motorcycles (including mopeds),"2,178,799",3.70,3.70,6,,,,Russian Federation
871420 - Of carriages for disabled persons,"3,560",0.00,0.00,1,,,,Russian Federation
"871491 - - Frames and forks, and parts thereof","105,781",4.70,4.70,3,,,,Russian Federation
871492 - - Wheel rims and spokes,"1,697",4.70,4.70,2,,,,Russian Federation
"871493 - - Hubs, other than coaster braking hubs and hub brakes, and free-wheel sprocket-wheels",508,4.70,4.70,1,,,,Russian Federation
"871494 - - Brakes, including coaster braking hubs and hub brakes, and parts thereof",143,4.70,4.70,2,,,,Russian Federation
871495 - - Saddles,197,4.70,4.70,1,,,,Russian Federation
"871496 - - Pedals and crank-gear, and parts thereof",126,4.70,4.70,3,,,,Russian Federation
871499 - - Other,"10,346",4.70,4.70,4,,,,Russian Federation
871500 Baby carriages and parts thereof.,"17,103",2.70,2.70,2,,,,Russian Federation
"871610 - Trailers and semi-trailers of the caravan type, for housing or camping","101,571",2.70,2.70,2,,,,Russian Federation
871620 - Self-loading or self-unloading trailers and semi-trailers for agricultural purposes,"68,547",2.70,2.70,1,,,,Russian Federation
871631 - - Tanker trailers and tanker semi-trailers,"5,899",2.70,2.70,1,,,,Russian Federation
871639 - - Other,"3,281,774",2.70,2.70,4,,,,Russian Federation
871640 - Other trailers and semi-trailers,"530,451",2.70,2.70,1,,,,Russian Federation
871680 - Other vehicles,"3,403,919",1.70,1.70,1,,,,Russian Federation
871690 - Parts,"341,783",1.70,1.70,4,,,,Russian Federation
,2016,"154,032,522",6.29,6.29,184,,,,Russian Federation
870110 - Pedestrian controlled tractors,"296,894",3.00,3.00,1,,,,Russian Federation
870120 - Road tractors for semi-trailers,"1,243,448",16.00,16.00,2,,,,Russian Federation
870130 -Track-laying tractors,"186,482",0.00,0.00,1,,,,Russian Federation
870190 - Other,"2,031,568",0.88,0.88,8,,,,Russian Federation
870210 -With compression-ignition internal combustion piston engine (diesel or semi-diesel),"174,634",13.00,13.00,4,,,,Russian Federation
870290 - Other,"256,316",12.40,12.40,5,,,,Russian Federation
870310 -Vehicles specially designed for travelling on snow; golf cars and similar vehicles,"140,728",7.50,7.50,2,,,,Russian Federation
"870321 -- Of a cylinder capacity not exceeding 1,000 cc","199,960",10.00,10.00,2,,,,Russian Federation
"870322 -- Of a cylinder capacity exceeding 1,000 cc but not exceeding 1,500 cc","1,285,339",10.00,10.00,2,,,,Russian Federation
"870323 -- Of a cylinder capacity exceeding 1,500 cc but not exceeding 3,000 cc","44,338,020",10.00,10.00,3,,,,Russian Federation
"870324 -- Of a cylinder capacity exceeding 3,000 cc","26,038,949",10.00,10.00,2,,,,Russian Federation
"870331 -- Of a cylinder capacity not exceeding 1,500 cc","70,661",10.00,10.00,2,,,,Russian Federation
"870332 -- Of a cylinder capacity exceeding 1,500 cc but not exceeding 2,500 cc","5,088,125",10.00,10.00,3,,,,Russian Federation
"870333 -- Of a cylinder capacity exceeding 2,500 cc","7,341,762",10.00,10.00,3,,,,Russian Federation
870390 - Other,"97,577",10.00,10.00,2,,,,Russian Federation
870410 - Dumpers designed for off-highway use,"3,240,731",0.00,0.00,2,,,,Russian Federation
870421 -- g.v.w. not exceeding 5 tonnes,"756,092",13.50,13.50,5,,,,Russian Federation
870422 -- g.v.w. exceeding 5 tonnes but not exceeding 20 tonnes,"983,736",15.83,15.83,3,,,,Russian Federation
870423 -- g.v.w. exceeding 20 tonnes,"631,484",15.83,15.83,3,,,,Russian Federation
870431 -- g.v.w. not exceeding 5 tonnes,"452,563",13.50,13.50,5,,,,Russian Federation
870432 -- g.v.w. exceeding 5 tonnes,"4,209",15.83,15.83,3,,,,Russian Federation
870490 - Other,"18,701",10.00,10.00,1,,,,Russian Federation
870510 - Crane lorries,"1,298,524",3.70,3.70,1,,,,Russian Federation
870520 -Mobile drilling derricks,"172,054",3.70,3.70,1,,,,Russian Federation
870530 - Fire fighting vehicles,,3.70,3.70,1,,,,Russian Federation
870540 - Concrete-mixer lorries,"115,946",3.70,3.70,1,,,,Russian Federation
870590 - Other,"1,893,012",3.70,3.70,2,,,,Russian Federation
"870600 Chassis fitted with engines, for the motor vehicles of headings 87.01 to 87.05.","309,412",9.88,9.88,4,,,,Russian Federation
870710 - For the vehicles of heading 87.03,"306,562",4.50,4.50,2,,,,Russian Federation
870790 - Other,"857,168",4.50,4.50,2,,,,Russian Federation
870810 - Bumpers and parts thereof,"444,801",3.75,3.75,2,,,,Russian Federation
870821 -- Safety seat belts,"76,894",3.75,3.75,2,,,,Russian Federation
870829 -- Other,"11,182,654",3.75,3.75,2,,,,Russian Federation
870830 - Brakes and servo-brakes; parts thereof,"5,705,478",4.00,4.00,3,,,,Russian Federation
870840 - Gear boxes and parts thereof,"1,005,567",3.88,3.88,4,,,,Russian Federation
"870850 - Drive-axles with differential, whether or not provided with other transmission components, and non-driving axles; parts thereof","1,317,236",4.00,4.00,5,,,,Russian Federation
870870 - Road wheels and parts and accessories thereof,"8,435,819",3.75,3.75,4,,,,Russian Federation
870880 - Suspension systems and parts thereof (including shock- absorbers),"1,725,828",3.80,3.80,5,,,,Russian Federation
870891 -- Radiators and parts thereof,"1,457,318",3.88,3.88,4,,,,Russian Federation
870892 -- Silencers (mufflers) and exhaust pipes; parts thereof,"1,320,446",3.88,3.88,4,,,,Russian Federation
870893 -- Clutches and parts thereof,"807,526",3.75,3.75,2,,,,Russian Federation
"870894 -- Steering wheels, steering columns and steering boxes; parts thereof","419,000",3.88,3.88,4,,,,Russian Federation
870895 -- Safety airbags with inflater system; parts thereof,"66,912",3.67,3.67,3,,,,Russian Federation
870899 -- Other,"4,128,012",3.67,3.67,3,,,,Russian Federation
870911 -- Electrical,"101,437",3.00,3.00,2,,,,Russian Federation
870919 -- Other,"642,196",3.00,3.00,2,,,,Russian Federation
870990 - Parts,"14,829",3.50,3.50,1,,,,Russian Federation
"871000 Tanks and other armoured fighting vehicles, motorised, whether or not fitted with weapons, and parts of such vehicles.","33,008",1.70,1.70,1,,,,Russian Federation
871110 -With reciprocating internal combustion piston engine of a cylinder capacity not exceeding 50 cc,"3,634",8.00,8.00,1,,,,Russian Federation
871120 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 50 cc but not exceeding 250 cc,"7,671",8.00,8.00,3,,,,Russian Federation
871130 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 250 cc but not exceeding 500 cc,"13,882",6.00,6.00,2,,,,Russian Federation
871140 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 500 cc but not exceeding 800 cc,"2,857,143",6.00,6.00,1,,,,Russian Federation
871150 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 800 cc,"87,174",6.00,6.00,1,,,,Russian Federation
871190 - Other,"37,813",6.00,6.00,2,,,,Russian Federation
"871200 Bicycles and other cycles (including delivery tricycles), not motorised.","16,452",14.50,14.50,2,,,,Russian Federation
871310 - Not mechanically propelled,935,0.00,0.00,1,,,,Russian Federation
871390 - Other,"3,521",0.00,0.00,1,,,,Russian Federation
871410 - Of motorcycles (including mopeds),"2,472,699",3.70,3.70,6,,,,Russian Federation
871420 - Of carriages for disabled persons,"1,029",0.00,0.00,1,,,,Russian Federation
"871491 -- Frames and forks, and parts thereof","152,639",4.70,4.70,3,,,,Russian Federation
871492 -- Wheel rims and spokes,"2,354",4.70,4.70,2,,,,Russian Federation
"871493 -- Hubs, other than coaster braking hubs and hub brakes, and free- wheel sprocket-wheels",204,4.70,4.70,1,,,,Russian Federation
"871494 -- Brakes, including coaster braking hubs and hub brakes, and parts thereof",,4.70,4.70,2,,,,Russian Federation
871495 -- Saddles,3,4.70,4.70,1,,,,Russian Federation
"871496 -- Pedals and crank-gear, and parts thereof","1,608",4.70,4.70,3,,,,Russian Federation
871499 -- Other,"10,715",4.70,4.70,4,,,,Russian Federation
871500 Baby carriages and parts thereof.,"3,158",2.70,2.70,2,,,,Russian Federation
"871610 -Trailers and semi-trailers of the caravan type, for housing or camping","1,773",2.70,2.70,2,,,,Russian Federation
871620 - Self-loading or self-unloading trailers and semi-trailers for agricultural purposes,"311,292",2.70,2.70,1,,,,Russian Federation
871631 -- Tanker trailers and tanker semi-trailers,"74,752",2.70,2.70,1,,,,Russian Federation
871639 -- Other,"6,761,492",2.70,2.70,4,,,,Russian Federation
871640 - Other trailers and semi-trailers,"280,183",2.70,2.70,1,,,,Russian Federation
871680 - Other vehicles,"1,102,469",1.70,1.70,1,,,,Russian Federation
871690 - Parts,"1,112,304",1.70,1.70,4,,,,Russian Federation
,2015,"92,397,255",6.29,6.29,184,,,,Russian Federation
870110 - Pedestrian controlled tractors,"224,211",3.00,3.00,1,,,,Russian Federation
870120 - Road tractors for semi-trailers,"515,663",16.00,16.00,2,,,,Russian Federation
870130 -Track-laying tractors,"356,433",0.00,0.00,1,,,,Russian Federation
870190 - Other,"485,163",0.88,0.88,8,,,,Russian Federation
870210 -With compression-ignition internal combustion piston engine (diesel or semi-diesel),"297,934",13.00,13.00,4,,,,Russian Federation
870290 - Other,"59,455",12.40,12.40,5,,,,Russian Federation
870310 -Vehicles specially designed for travelling on snow; golf cars and similar vehicles,"1,201,557",7.50,7.50,2,,,,Russian Federation
"870321 -- Of a cylinder capacity not exceeding 1,000 cc","84,094",10.00,10.00,2,,,,Russian Federation
"870322 -- Of a cylinder capacity exceeding 1,000 cc but not exceeding 1,500 cc","1,109,795",10.00,10.00,2,,,,Russian Federation
"870323 -- Of a cylinder capacity exceeding 1,500 cc but not exceeding 3,000 cc","24,823,096",10.00,10.00,3,,,,Russian Federation
"870324 -- Of a cylinder capacity exceeding 3,000 cc","13,903,165",10.00,10.00,2,,,,Russian Federation
"870331 -- Of a cylinder capacity not exceeding 1,500 cc","13,414",10.00,10.00,2,,,,Russian Federation
"870332 -- Of a cylinder capacity exceeding 1,500 cc but not exceeding 2,500 cc","2,217,211",10.00,10.00,3,,,,Russian Federation
"870333 -- Of a cylinder capacity exceeding 2,500 cc","1,768,538",10.00,10.00,3,,,,Russian Federation
870390 - Other,"116,533",10.00,10.00,2,,,,Russian Federation
870410 - Dumpers designed for off-highway use,"151,978",0.00,0.00,2,,,,Russian Federation
870421 -- g.v.w. not exceeding 5 tonnes,"974,323",13.50,13.50,5,,,,Russian Federation
870422 -- g.v.w. exceeding 5 tonnes but not exceeding 20 tonnes,"435,409",15.83,15.83,3,,,,Russian Federation
870423 -- g.v.w. exceeding 20 tonnes,"198,412",15.83,15.83,3,,,,Russian Federation
870431 -- g.v.w. not exceeding 5 tonnes,"322,392",13.50,13.50,5,,,,Russian Federation
870432 -- g.v.w. exceeding 5 tonnes,,15.83,15.83,3,,,,Russian Federation
870490 - Other,,10.00,10.00,1,,,,Russian Federation
870510 - Crane lorries,"747,733",3.70,3.70,1,,,,Russian Federation
870520 -Mobile drilling derricks,,3.70,3.70,1,,,,Russian Federation
870530 - Fire fighting vehicles,,3.70,3.70,1,,,,Russian Federation
870540 - Concrete-mixer lorries,"268,518",3.70,3.70,1,,,,Russian Federation
870590 - Other,"851,487",3.70,3.70,2,,,,Russian Federation
"870600 Chassis fitted with engines, for the motor vehicles of headings 87.01 to 87.05.","538,515",9.88,9.88,4,,,,Russian Federation
870710 - For the vehicles of heading 87.03,"2,710,325",4.50,4.50,2,,,,Russian Federation
870790 - Other,"1,895,064",4.50,4.50,2,,,,Russian Federation
870810 - Bumpers and parts thereof,"386,470",3.75,3.75,2,,,,Russian Federation
870821 -- Safety seat belts,"67,491",3.75,3.75,2,,,,Russian Federation
870829 -- Other,"6,416,421",3.75,3.75,2,,,,Russian Federation
870830 - Brakes and servo-brakes; parts thereof,"4,019,311",4.00,4.00,3,,,,Russian Federation
870840 - Gear boxes and parts thereof,"1,380,665",3.88,3.88,4,,,,Russian Federation
"870850 - Drive-axles with differential, whether or not provided with other transmission components, and non-driving axles; parts thereof","1,418,534",4.00,4.00,5,,,,Russian Federation
870870 - Road wheels and parts and accessories thereof,"3,795,282",3.75,3.75,4,,,,Russian Federation
870880 - Suspension systems and parts thereof (including shock- absorbers),"1,294,709",3.80,3.80,5,,,,Russian Federation
870891 -- Radiators and parts thereof,"769,570",3.88,3.88,4,,,,Russian Federation
870892 -- Silencers (mufflers) and exhaust pipes; parts thereof,"1,217,346",3.88,3.88,4,,,,Russian Federation
