Importer,Year,Value,Ad val. duties,Number of lines,Russian Federation
,(US$),Simple average,MFN duties,Pref. duties,Russian Federation
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Russian Federation
870893 -- Clutches and parts thereof,"564,971",3.75,3.75,2,,,,Russian Federation
"870894 -- Steering wheels, steering columns and steering boxes; parts thereof","735,830",3.88,3.88,4,,,,Russian Federation
870895 -- Safety airbags with inflater system; parts thereof,"69,612",3.67,3.67,3,,,,Russian Federation
870899 -- Other,"4,081,632",3.67,3.67,3,,,,Russian Federation
870911 -- Electrical,"3,912",3.00,3.00,2,,,,Russian Federation
870919 -- Other,"25,333",3.00,3.00,2,,,,Russian Federation
870990 - Parts,708,3.50,3.50,1,,,,Russian Federation
"871000 Tanks and other armoured fighting vehicles, motorised, whether or not fitted with weapons, and parts of such vehicles.","63,572",1.70,1.70,1,,,,Russian Federation
871110 -With reciprocating internal combustion piston engine of a cylinder capacity not exceeding 50 cc,"74,202",8.00,8.00,1,,,,Russian Federation
871120 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 50 cc but not exceeding 250 cc,"6,192",8.00,8.00,3,,,,Russian Federation
871130 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 250 cc but not exceeding 500 cc,"7,747",6.00,6.00,2,,,,Russian Federation
871140 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 500 cc but not exceeding 800 cc,"2,335,948",6.00,6.00,1,,,,Russian Federation
871150 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 800 cc,"23,001",6.00,6.00,1,,,,Russian Federation
871190 - Other,"20,694",6.00,6.00,2,,,,Russian Federation
"871200 Bicycles and other cycles (including delivery tricycles), not motorised.","15,921",14.50,14.50,2,,,,Russian Federation
871310 - Not mechanically propelled,,0.00,0.00,1,,,,Russian Federation
871390 - Other,,0.00,0.00,1,,,,Russian Federation
871410 - Of motorcycles (including mopeds),"2,996,395",3.70,3.70,6,,,,Russian Federation
871420 - Of carriages for disabled persons,"7,054",0.00,0.00,1,,,,Russian Federation
"871491 -- Frames and forks, and parts thereof","9,753",4.70,4.70,3,,,,Russian Federation
871492 -- Wheel rims and spokes,"48,939",4.70,4.70,2,,,,Russian Federation
"871493 -- Hubs, other than coaster braking hubs and hub brakes, and free- wheel sprocket-wheels","1,645",4.70,4.70,1,,,,Russian Federation
"871494 -- Brakes, including coaster braking hubs and hub brakes, and parts thereof","2,220",4.70,4.70,2,,,,Russian Federation
871495 -- Saddles,414,4.70,4.70,1,,,,Russian Federation
"871496 -- Pedals and crank-gear, and parts thereof","1,088",4.70,4.70,3,,,,Russian Federation
871499 -- Other,"6,691",4.70,4.70,4,,,,Russian Federation
871500 Baby carriages and parts thereof.,"12,760",2.70,2.70,2,,,,Russian Federation
"871610 -Trailers and semi-trailers of the caravan type, for housing or camping",776,2.70,2.70,2,,,,Russian Federation
871620 - Self-loading or self-unloading trailers and semi-trailers for agricultural purposes,"11,118",2.70,2.70,1,,,,Russian Federation
871631 -- Tanker trailers and tanker semi-trailers,"30,671",2.70,2.70,1,,,,Russian Federation
871639 -- Other,"2,887,339",2.70,2.70,4,,,,Russian Federation
871640 - Other trailers and semi-trailers,"190,375",2.70,2.70,1,,,,Russian Federation
871680 - Other vehicles,"851,433",1.70,1.70,1,,,,Russian Federation
871690 - Parts,"273,095",1.70,1.70,4,,,,Russian Federation
,2014,"73,984,910",6.29,6.29,184,,,,Russian Federation
870110 - Pedestrian controlled tractors,"243,708",3.00,3.00,1,,,,Russian Federation
870120 - Road tractors for semi-trailers,"1,096,128",16.00,16.00,2,,,,Russian Federation
870130 -Track-laying tractors,"651,819",0.00,0.00,1,,,,Russian Federation
870190 - Other,"214,558",0.88,0.88,8,,,,Russian Federation
870210 -With compression-ignition internal combustion piston engine (diesel or semi-diesel),"297,569",13.00,13.00,4,,,,Russian Federation
870290 - Other,,12.40,12.40,5,,,,Russian Federation
870310 -Vehicles specially designed for travelling on snow; golf cars and similar vehicles,"96,034",7.50,7.50,2,,,,Russian Federation
"870321 -- Of a cylinder capacity not exceeding 1,000 cc","88,781",10.00,10.00,2,,,,Russian Federation
"870322 -- Of a cylinder capacity exceeding 1,000 cc but not exceeding 1,500 cc","371,271",10.00,10.00,2,,,,Russian Federation
"870323 -- Of a cylinder capacity exceeding 1,500 cc but not exceeding 3,000 cc","19,986,153",10.00,10.00,3,,,,Russian Federation
"870324 -- Of a cylinder capacity exceeding 3,000 cc","3,979,307",10.00,10.00,2,,,,Russian Federation
"870331 -- Of a cylinder capacity not exceeding 1,500 cc","34,701",10.00,10.00,2,,,,Russian Federation
"870332 -- Of a cylinder capacity exceeding 1,500 cc but not exceeding 2,500 cc","1,185,373",10.00,10.00,3,,,,Russian Federation
"870333 -- Of a cylinder capacity exceeding 2,500 cc","707,652",10.00,10.00,3,,,,Russian Federation
870390 - Other,,10.00,10.00,2,,,,Russian Federation
870410 - Dumpers designed for off-highway use,"1,592,080",0.00,0.00,2,,,,Russian Federation
870421 -- g.v.w. not exceeding 5 tonnes,"1,305,092",13.50,13.50,5,,,,Russian Federation
870422 -- g.v.w. exceeding 5 tonnes but not exceeding 20 tonnes,"629,540",15.83,15.83,3,,,,Russian Federation
870423 -- g.v.w. exceeding 20 tonnes,"434,276",15.83,15.83,3,,,,Russian Federation
870431 -- g.v.w. not exceeding 5 tonnes,"525,161",13.50,13.50,5,,,,Russian Federation
870432 -- g.v.w. exceeding 5 tonnes,,15.83,15.83,3,,,,Russian Federation
870490 - Other,,10.00,10.00,1,,,,Russian Federation
870510 - Crane lorries,,3.70,3.70,1,,,,Russian Federation
870520 -Mobile drilling derricks,"270,947",3.70,3.70,1,,,,Russian Federation
870530 - Fire fighting vehicles,,3.70,3.70,1,,,,Russian Federation
870540 - Concrete-mixer lorries,,3.70,3.70,1,,,,Russian Federation
870590 - Other,"1,002,193",3.70,3.70,2,,,,Russian Federation
"870600 Chassis fitted with engines, for the motor vehicles of headings 87.01 to 87.05.",,9.88,9.88,4,,,,Russian Federation
870710 - For the vehicles of heading 87.03,"667,474",4.50,4.50,2,,,,Russian Federation
870790 - Other,"609,695",4.50,4.50,2,,,,Russian Federation
870810 - Bumpers and parts thereof,"929,962",3.75,3.75,2,,,,Russian Federation
870821 -- Safety seat belts,"61,052",3.75,3.75,2,,,,Russian Federation
870829 -- Other,"5,950,798",3.75,3.75,2,,,,Russian Federation
870830 - Brakes and servo-brakes; parts thereof,"4,778,945",4.00,4.00,3,,,,Russian Federation
870840 - Gear boxes and parts thereof,"1,048,905",3.88,3.88,4,,,,Russian Federation
"870850 - Drive-axles with differential, whether or not provided with other transmission components, and non-driving axles; parts thereof","3,396,694",4.00,4.00,5,,,,Russian Federation
870870 - Road wheels and parts and accessories thereof,"4,538,275",3.75,3.75,4,,,,Russian Federation
870880 - Suspension systems and parts thereof (including shock- absorbers),"1,386,167",3.80,3.80,5,,,,Russian Federation
870891 -- Radiators and parts thereof,"623,521",3.88,3.88,4,,,,Russian Federation
870892 -- Silencers (mufflers) and exhaust pipes; parts thereof,"2,074,152",3.88,3.88,4,,,,Russian Federation
870893 -- Clutches and parts thereof,"639,429",3.75,3.75,2,,,,Russian Federation
"870894 -- Steering wheels, steering columns and steering boxes; parts thereof","473,257",3.88,3.88,4,,,,Russian Federation
870895 -- Safety airbags with inflater system; parts thereof,"36,208",3.67,3.67,3,,,,Russian Federation
870899 -- Other,"3,860,392",3.67,3.67,3,,,,Russian Federation
870911 -- Electrical,"74,797",3.00,3.00,2,,,,Russian Federation
870919 -- Other,"390,929",3.00,3.00,2,,,,Russian Federation
870990 - Parts,"50,449",3.50,3.50,1,,,,Russian Federation
"871000 Tanks and other armoured fighting vehicles, motorised, whether or not fitted with weapons, and parts of such vehicles.","245,616",1.70,1.70,1,,,,Russian Federation
871110 -With reciprocating internal combustion piston engine of a cylinder capacity not exceeding 50 cc,,8.00,8.00,1,,,,Russian Federation
871120 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 50 cc but not exceeding 250 cc,"2,209",8.00,8.00,3,,,,Russian Federation
871130 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 250 cc but not exceeding 500 cc,"12,280",6.00,6.00,2,,,,Russian Federation
871140 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 500 cc but not exceeding 800 cc,"2,179,606",6.00,6.00,1,,,,Russian Federation
871150 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 800 cc,"66,914",6.00,6.00,1,,,,Russian Federation
871190 - Other,"8,975",6.00,6.00,2,,,,Russian Federation
"871200 Bicycles and other cycles (including delivery tricycles), not motorised.","29,326",14.50,14.50,2,,,,Russian Federation
871310 - Not mechanically propelled,"3,243",0.00,0.00,1,,,,Russian Federation
871390 - Other,,0.00,0.00,1,,,,Russian Federation
871410 - Of motorcycles (including mopeds),"2,542,864",3.70,3.70,6,,,,Russian Federation
871420 - Of carriages for disabled persons,"1,002",0.00,0.00,1,,,,Russian Federation
"871491 -- Frames and forks, and parts thereof","329,719",4.70,4.70,3,,,,Russian Federation
871492 -- Wheel rims and spokes,"80,530",4.70,4.70,2,,,,Russian Federation
"871493 -- Hubs, other than coaster braking hubs and hub brakes, and free- wheel sprocket-wheels",,4.70,4.70,1,,,,Russian Federation
"871494 -- Brakes, including coaster braking hubs and hub brakes, and parts thereof","1,425",4.70,4.70,2,,,,Russian Federation
871495 -- Saddles,617,4.70,4.70,1,,,,Russian Federation
"871496 -- Pedals and crank-gear, and parts thereof","6,342",4.70,4.70,3,,,,Russian Federation
871499 -- Other,"7,347",4.70,4.70,4,,,,Russian Federation
871500 Baby carriages and parts thereof.,"1,475",2.70,2.70,2,,,,Russian Federation
"871610 -Trailers and semi-trailers of the caravan type, for housing or camping","9,753",2.70,2.70,2,,,,Russian Federation
871620 - Self-loading or self-unloading trailers and semi-trailers for agricultural purposes,"179,120",2.70,2.70,1,,,,Russian Federation
871631 -- Tanker trailers and tanker semi-trailers,"100,738",2.70,2.70,1,,,,Russian Federation
871639 -- Other,"1,181,410",2.70,2.70,4,,,,Russian Federation
871640 - Other trailers and semi-trailers,"109,745",2.70,2.70,1,,,,Russian Federation
871680 - Other vehicles,"247,182",1.70,1.70,1,,,,Russian Federation
871690 - Parts,"334,029",1.70,1.70,4,,,,Russian Federation
,2013,"84,381,134",6.37,2.74,179,,166,,Russian Federation
870110 - Pedestrian controlled tractors,"190,425",3.00,0.00,1,,1,,Russian Federation
870120 - Road tractors for semi-trailers,"2,882,483",16.00,0.00,2,,2,,Russian Federation
870130 -Track-laying tractors,"15,365",0.00,0.00,1,,,,Russian Federation
870190 - Other,"256,799",0.88,0.00,8,,1,,Russian Federation
870210 -With compression-ignition internal combustion piston engine (diesel or semi-diesel),956,13.00,8.85,4,,4,,Russian Federation
870290 - Other,"4,117",12.40,8.38,5,,5,,Russian Federation
870310 -Vehicles specially designed for travelling on snow; golf cars and similar vehicles,"178,327",7.50,4.00,2,,2,,Russian Federation
"870321 -- Of a cylinder capacity not exceeding 1,000 cc","35,989",10.00,6.50,2,,2,,Russian Federation
"870322 -- Of a cylinder capacity exceeding 1,000 cc but not exceeding 1,500 cc","542,510",10.00,6.50,2,,2,,Russian Federation
"870323 -- Of a cylinder capacity exceeding 1,500 cc but not exceeding 3,000 cc","21,145,817",10.00,6.50,3,,3,,Russian Federation
"870324 -- Of a cylinder capacity exceeding 3,000 cc","3,288,526",10.00,6.50,2,,2,,Russian Federation
"870331 -- Of a cylinder capacity not exceeding 1,500 cc","115,445",10.00,6.50,2,,2,,Russian Federation
"870332 -- Of a cylinder capacity exceeding 1,500 cc but not exceeding 2,500 cc","845,471",10.00,6.50,3,,3,,Russian Federation
"870333 -- Of a cylinder capacity exceeding 2,500 cc","512,457",10.00,6.50,3,,3,,Russian Federation
870390 - Other,,10.00,6.50,2,,2,,Russian Federation
870410 - Dumpers designed for off-highway use,"164,542",0.00,0.00,2,,,,Russian Federation
870421 -- g.v.w. not exceeding 5 tonnes,"517,942",13.50,8.76,5,,5,,Russian Federation
870422 -- g.v.w. exceeding 5 tonnes but not exceeding 20 tonnes,"293,705",15.83,10.27,3,,3,,Russian Federation
870423 -- g.v.w. exceeding 20 tonnes,"628,579",15.83,10.27,3,,3,,Russian Federation
870431 -- g.v.w. not exceeding 5 tonnes,"106,560",13.50,8.76,5,,5,,Russian Federation
870432 -- g.v.w. exceeding 5 tonnes,,15.83,10.27,3,,3,,Russian Federation
870490 - Other,452,10.00,6.50,1,,1,,Russian Federation
870510 - Crane lorries,,3.70,0.00,1,,1,,Russian Federation
870520 -Mobile drilling derricks,"65,511",3.70,0.00,1,,1,,Russian Federation
870530 - Fire fighting vehicles,"193,134",3.70,0.00,1,,1,,Russian Federation
870540 - Concrete-mixer lorries,,3.70,0.00,1,,1,,Russian Federation
870590 - Other,"8,708,287",3.70,0.00,2,,2,,Russian Federation
"870600 Chassis fitted with engines, for the motor vehicles of headings 87.01 to 87.05.","26,029",9.88,5.58,4,,4,,Russian Federation
870710 - For the vehicles of heading 87.03,"885,219",4.50,0.00,2,,2,,Russian Federation
870790 - Other,"85,671",4.50,0.00,2,,2,,Russian Federation
870810 - Bumpers and parts thereof,"818,619",3.75,0.00,2,,2,,Russian Federation
870821 -- Safety seat belts,"32,871",3.75,0.00,2,,2,,Russian Federation
870829 -- Other,"10,727,591",3.75,0.00,2,,2,,Russian Federation
870830 - Brakes and servo-brakes; parts thereof,"5,411,936",4.00,0.00,3,,3,,Russian Federation
870840 - Gear boxes and parts thereof,"1,159,554",3.88,0.00,4,,4,,Russian Federation
"870850 - Drive-axles with differential, whether or not provided with other transmission components, and non-driving axles; parts thereof","3,832,580",4.00,0.00,5,,5,,Russian Federation
870870 - Road wheels and parts and accessories thereof,"1,955,797",3.75,0.00,4,,4,,Russian Federation
870880 - Suspension systems and parts thereof (including shock- absorbers),"1,205,467",3.80,0.00,5,,5,,Russian Federation
870891 -- Radiators and parts thereof,"598,300",3.88,0.00,4,,4,,Russian Federation
870892 -- Silencers (mufflers) and exhaust pipes; parts thereof,"2,573,178",3.88,0.00,4,,4,,Russian Federation
870893 -- Clutches and parts thereof,"770,315",3.75,0.00,2,,2,,Russian Federation
"870894 -- Steering wheels, steering columns and steering boxes; parts thereof","382,291",3.88,0.00,4,,4,,Russian Federation
870895 -- Safety airbags with inflater system; parts thereof,"19,355",3.67,0.00,3,,3,,Russian Federation
870899 -- Other,"4,597,035",3.67,0.00,3,,3,,Russian Federation
870911 -- Electrical,,3.00,0.00,2,,2,,Russian Federation
870919 -- Other,"4,290",3.00,0.00,2,,2,,Russian Federation
870990 - Parts,"2,922",3.50,0.00,1,,1,,Russian Federation
"871000 Tanks and other armoured fighting vehicles, motorised, whether or not fitted with weapons, and parts of such vehicles.","336,149",1.70,0.00,1,,1,,Russian Federation
871110 -With reciprocating internal combustion piston engine of a cylinder capacity not exceeding 50 cc,,8.00,4.50,1,,1,,Russian Federation
871120 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 50 cc but not exceeding 250 cc,305,8.00,4.50,3,,3,,Russian Federation
871130 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 250 cc but not exceeding 500 cc,"3,984",6.00,2.50,2,,2,,Russian Federation
871140 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 500 cc but not exceeding 800 cc,"2,288,220",6.00,2.50,1,,1,,Russian Federation
871150 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 800 cc,"135,179",6.00,2.50,1,,1,,Russian Federation
871190 - Other,"1,394",6.00,2.50,2,,2,,Russian Federation
"871200 Bicycles and other cycles (including delivery tricycles), not motorised.","27,981",14.50,10.50,2,,2,,Russian Federation
871310 - Not mechanically propelled,"3,054",0.00,0.00,1,,,,Russian Federation
871390 - Other,"1,368",0.00,0.00,1,,,,Russian Federation
871410 - Of motorcycles (including mopeds),"2,300,231",3.70,0.00,1,,1,,Russian Federation
871420 - Of carriages for disabled persons,"16,122",0.00,0.00,1,,,,Russian Federation
"871491 -- Frames and forks, and parts thereof","284,952",4.70,1.20,3,,3,,Russian Federation
871492 -- Wheel rims and spokes,66,4.70,1.20,2,,2,,Russian Federation
"871493 -- Hubs, other than coaster braking hubs and hub brakes, and free- wheel sprocket-wheels",,4.70,1.20,1,,1,,Russian Federation
"871494 -- Brakes, including coaster braking hubs and hub brakes, and parts thereof","2,527",4.70,1.20,2,,2,,Russian Federation
871495 -- Saddles,"1,912",4.70,1.20,1,,1,,Russian Federation
"871496 -- Pedals and crank-gear, and parts thereof",876,4.70,1.20,3,,3,,Russian Federation
871499 -- Other,"11,988",4.70,1.20,4,,4,,Russian Federation
871500 Baby carriages and parts thereof.,"3,147",2.70,0.00,2,,2,,Russian Federation
"871610 -Trailers and semi-trailers of the caravan type, for housing or camping",,2.70,0.00,2,,2,,Russian Federation
871620 - Self-loading or self-unloading trailers and semi-trailers for agricultural purposes,"41,381",2.70,0.00,1,,1,,Russian Federation
871631 -- Tanker trailers and tanker semi-trailers,"212,895",2.70,0.00,1,,1,,Russian Federation
871639 -- Other,"1,663,679",2.70,0.00,4,,4,,Russian Federation
871640 - Other trailers and semi-trailers,"191,129",2.70,0.00,1,,1,,Russian Federation
871680 - Other vehicles,"935,392",1.70,0.00,1,,1,,Russian Federation
871690 - Parts,"134,781",1.70,0.00,4,,4,,Russian Federation
,2012,"80,685,740",6.37,2.74,179,,166,,Russian Federation
870110 - Pedestrian controlled tractors,"228,316",3.00,0.00,1,,1,,Russian Federation
870120 - Road tractors for semi-trailers,"1,579,576",16.00,0.00,2,,2,,Russian Federation
870130 -Track-laying tractors,,0.00,0.00,1,,,,Russian Federation
870190 - Other,"457,751",0.88,0.00,8,,1,,Russian Federation
870210 -With compression-ignition internal combustion piston engine (diesel or semi-diesel),"59,254",13.00,8.85,4,,4,,Russian Federation
870290 - Other,,12.40,8.38,5,,5,,Russian Federation
870310 -Vehicles specially designed for travelling on snow; golf cars and similar vehicles,"102,763",7.50,4.00,2,,2,,Russian Federation
"870321 -- Of a cylinder capacity not exceeding 1,000 cc","6,645",10.00,6.50,2,,2,,Russian Federation
"870322 -- Of a cylinder capacity exceeding 1,000 cc but not exceeding 1,500 cc","728,303",10.00,6.50,2,,2,,Russian Federation
"870323 -- Of a cylinder capacity exceeding 1,500 cc but not exceeding 3,000 cc","19,373,985",10.00,6.50,3,,3,,Russian Federation
"870324 -- Of a cylinder capacity exceeding 3,000 cc","1,980,013",10.00,6.50,2,,2,,Russian Federation
"870331 -- Of a cylinder capacity not exceeding 1,500 cc",,10.00,6.50,2,,2,,Russian Federation
"870332 -- Of a cylinder capacity exceeding 1,500 cc but not exceeding 2,500 cc","1,015,617",10.00,6.50,3,,3,,Russian Federation
"870333 -- Of a cylinder capacity exceeding 2,500 cc","501,825",10.00,6.50,3,,3,,Russian Federation
870390 - Other,,10.00,6.50,2,,2,,Russian Federation
870410 - Dumpers designed for off-highway use,,0.00,0.00,2,,,,Russian Federation
870421 -- g.v.w. not exceeding 5 tonnes,"326,247",13.50,8.76,5,,5,,Russian Federation
870422 -- g.v.w. exceeding 5 tonnes but not exceeding 20 tonnes,"918,368",15.83,10.27,3,,3,,Russian Federation
870423 -- g.v.w. exceeding 20 tonnes,"376,825",15.83,10.27,3,,3,,Russian Federation
870431 -- g.v.w. not exceeding 5 tonnes,"199,730",13.50,8.76,5,,5,,Russian Federation
870432 -- g.v.w. exceeding 5 tonnes,,15.83,10.27,3,,3,,Russian Federation
870490 - Other,,10.00,6.50,1,,1,,Russian Federation
870510 - Crane lorries,"10,270",3.70,0.00,1,,1,,Russian Federation
870520 -Mobile drilling derricks,"16,889",3.70,0.00,1,,1,,Russian Federation
870530 - Fire fighting vehicles,,3.70,0.00,1,,1,,Russian Federation
870540 - Concrete-mixer lorries,,3.70,0.00,1,,1,,Russian Federation
870590 - Other,"9,213,470",3.70,0.00,2,,2,,Russian Federation
"870600 Chassis fitted with engines, for the motor vehicles of headings 87.01 to 87.05.","17,609",9.88,5.58,4,,4,,Russian Federation
870710 - For the vehicles of heading 87.03,"742,391",4.50,0.00,2,,2,,Russian Federation
870790 - Other,"290,540",4.50,0.00,2,,2,,Russian Federation
870810 - Bumpers and parts thereof,"528,575",3.75,0.00,2,,2,,Russian Federation
870821 -- Safety seat belts,"28,030",3.75,0.00,2,,2,,Russian Federation
870829 -- Other,"6,160,877",3.75,0.00,2,,2,,Russian Federation
870830 - Brakes and servo-brakes; parts thereof,"5,574,165",4.00,0.00,3,,3,,Russian Federation
870840 - Gear boxes and parts thereof,"1,270,121",3.88,0.00,4,,4,,Russian Federation
"870850 - Drive-axles with differential, whether or not provided with other transmission components, and non-driving axles; parts thereof","2,364,460",4.00,0.00,5,,5,,Russian Federation
870870 - Road wheels and parts and accessories thereof,"7,137,429",3.75,0.00,4,,4,,Russian Federation
870880 - Suspension systems and parts thereof (including shock- absorbers),"1,018,671",3.80,0.00,5,,5,,Russian Federation
870891 -- Radiators and parts thereof,"324,237",3.88,0.00,4,,4,,Russian Federation
870892 -- Silencers (mufflers) and exhaust pipes; parts thereof,"2,218,365",3.88,0.00,4,,4,,Russian Federation
870893 -- Clutches and parts thereof,"833,708",3.75,0.00,2,,2,,Russian Federation
"870894 -- Steering wheels, steering columns and steering boxes; parts thereof","692,096",3.88,0.00,4,,4,,Russian Federation
870895 -- Safety airbags with inflater system; parts thereof,"3,638",3.67,0.00,3,,3,,Russian Federation
870899 -- Other,"5,698,949",3.67,0.00,3,,3,,Russian Federation
870911 -- Electrical,,3.00,0.00,2,,2,,Russian Federation
870919 -- Other,,3.00,0.00,2,,2,,Russian Federation
870990 - Parts,"1,992",3.50,0.00,1,,1,,Russian Federation
"871000 Tanks and other armoured fighting vehicles, motorised, whether or not fitted with weapons, and parts of such vehicles.","53,535",1.70,0.00,1,,1,,Russian Federation
871110 -With reciprocating internal combustion piston engine of a cylinder capacity not exceeding 50 cc,90,8.00,4.50,1,,1,,Russian Federation
871120 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 50 cc but not exceeding 250 cc,"5,540",8.00,4.50,3,,3,,Russian Federation
871130 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 250 cc but not exceeding 500 cc,"7,314",6.00,2.50,2,,2,,Russian Federation
871140 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 500 cc but not exceeding 800 cc,"2,136,710",6.00,2.50,1,,1,,Russian Federation
871150 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 800 cc,"16,568",6.00,2.50,1,,1,,Russian Federation
871190 - Other,"44,100",6.00,2.50,2,,2,,Russian Federation
"871200 Bicycles and other cycles (including delivery tricycles), not motorised.","4,460",14.50,10.50,2,,2,,Russian Federation
871310 - Not mechanically propelled,"2,571",0.00,0.00,1,,,,Russian Federation
871390 - Other,,0.00,0.00,1,,,,Russian Federation
871410 - Of motorcycles (including mopeds),"2,212,189",3.70,0.00,1,,1,,Russian Federation
871420 - Of carriages for disabled persons,"18,483",0.00,0.00,1,,,,Russian Federation
"871491 -- Frames and forks, and parts thereof","238,559",4.70,1.20,3,,3,,Russian Federation
871492 -- Wheel rims and spokes,154,4.70,1.20,2,,2,,Russian Federation
"871493 -- Hubs, other than coaster braking hubs and hub brakes, and free- wheel sprocket-wheels",,4.70,1.20,1,,1,,Russian Federation
"871494 -- Brakes, including coaster braking hubs and hub brakes, and parts thereof",,4.70,1.20,2,,2,,Russian Federation
871495 -- Saddles,1,4.70,1.20,1,,1,,Russian Federation
"871496 -- Pedals and crank-gear, and parts thereof",797,4.70,1.20,3,,3,,Russian Federation
871499 -- Other,"10,847",4.70,1.20,4,,4,,Russian Federation
871500 Baby carriages and parts thereof.,"2,892",2.70,0.00,2,,2,,Russian Federation
"871610 -Trailers and semi-trailers of the caravan type, for housing or camping",720,2.70,0.00,2,,2,,Russian Federation
871620 - Self-loading or self-unloading trailers and semi-trailers for agricultural purposes,"99,859",2.70,0.00,1,,1,,Russian Federation
871631 -- Tanker trailers and tanker semi-trailers,"15,681",2.70,0.00,1,,1,,Russian Federation
871639 -- Other,"3,132,249",2.70,0.00,4,,4,,Russian Federation
871640 - Other trailers and semi-trailers,"340,206",2.70,0.00,1,,1,,Russian Federation
871680 - Other vehicles,"245,028",1.70,0.00,1,,1,,Russian Federation
871690 - Parts,"95,488",1.70,0.00,4,,4,,Russian Federation
,2011,"94,667,247",6.30,2.69,188,,175,,Russian Federation
870110 - Pedestrian controlled tractors,"231,615",3.00,0.00,1,,1,,Russian Federation
870120 - Road tractors for semi-trailers,"10,825,320",16.00,0.00,2,,2,,Russian Federation
870130 - Track-laying tractors,"52,367",0.00,0.00,1,,,,Russian Federation
870190 - Other,"440,109",0.88,0.00,8,,1,,Russian Federation
870210 - With compression-ignition internal combustion piston engine (diesel or semi-diesel),"13,224",13.00,8.85,4,,4,,Russian Federation
870290 - Other,,12.40,8.38,5,,5,,Russian Federation
870310 - Vehicles specially designed for travelling on snow; golf cars and similar vehicles,"128,997",7.50,4.00,2,,2,,Russian Federation
"870321 -- Of a cylinder capacity not exceeding 1,000 cc","18,458",10.00,6.50,2,,2,,Russian Federation
"870322 -- Of a cylinder capacity exceeding 1,000 cc but not exceeding 1,500 cc","691,017",10.00,6.50,2,,2,,Russian Federation
"870323 -- Of a cylinder capacity exceeding 1,500 cc but not exceeding 3,000 cc","29,095,264",10.00,6.50,3,,3,,Russian Federation
"870324 -- Of a cylinder capacity exceeding 3,000 cc","1,954,340",10.00,6.50,2,,2,,Russian Federation
"870331 -- Of a cylinder capacity not exceeding 1,500 cc","60,232",10.00,6.50,2,,2,,Russian Federation
"870332 -- Of a cylinder capacity exceeding 1,500 cc but not exceeding 2,500 cc","853,449",10.00,6.50,3,,3,,Russian Federation
"870333 -- Of a cylinder capacity exceeding 2,500 cc","302,482",10.00,6.50,3,,3,,Russian Federation
870390 - Other,"378,596",10.00,6.50,2,,2,,Russian Federation
870410 - Dumpers designed for off-highway use,"57,072",0.00,0.00,2,,,,Russian Federation
870421 -- g.v.w. not exceeding 5 tonnes,"81,794",13.50,8.76,5,,5,,Russian Federation
870422 -- g.v.w. exceeding 5 tonnes but not exceeding 20 tonnes,"693,787",15.83,10.27,3,,3,,Russian Federation
870423 -- g.v.w. exceeding 20 tonnes,"1,185,260",15.83,10.27,3,,3,,Russian Federation
870431 -- g.v.w. not exceeding 5 tonnes,"713,706",13.50,8.76,5,,5,,Russian Federation
870432 -- g.v.w. exceeding 5 tonnes,"8,088",15.83,10.27,3,,3,,Russian Federation
870490 - Other,,10.00,6.50,1,,1,,Russian Federation
870510 - Crane lorries,"295,758",3.70,0.00,1,,1,,Russian Federation
870520 - Mobile drilling derricks,"146,355",3.70,0.00,1,,1,,Russian Federation
870530 - Fire fighting vehicles,"814,320",3.70,0.00,1,,1,,Russian Federation
870540 - Concrete-mixer lorries,,3.70,0.00,1,,1,,Russian Federation
870590 - Other,"493,297",3.70,0.00,3,,3,,Russian Federation
"870600 Chassis fitted with engines, for the motor vehicles of headings 87.01 to 87.05.","3,146",9.88,5.58,4,,4,,Russian Federation
870710 - For the vehicles of heading 87.03,"154,359",4.50,0.00,2,,2,,Russian Federation
870790 - Other,"1,083,700",4.50,0.00,2,,2,,Russian Federation
870810 - Bumpers and parts thereof,"228,427",3.75,0.00,2,,2,,Russian Federation
870821 -- Safety seat belts,"36,136",3.75,0.00,2,,2,,Russian Federation
870829 -- Other,"5,105,926",3.75,0.00,2,,2,,Russian Federation
870830 - Brakes and servo-brakes; parts thereof,"6,589,185",4.00,0.00,3,,3,,Russian Federation
870840 - Gear boxes and parts thereof,"1,068,304",3.88,0.00,4,,4,,Russian Federation
