Importer,Year,Value,Ad val. duties,Number of lines,India
,(US$),Simple average,MFN duties,Pref. duties,India
,MFN,Best,All items,Non ad val.,All items,Non ad val.,India
851290 - Parts,,2.45,0.00,2,,2,,India
851310 - Lamps,,5.70,0.00,1,,1,,India
851390 - Parts,,5.70,0.00,1,,1,,India
851410 - Resistance heated furnaces and ovens,,2.20,0.00,2,,2,,India
851420 - Furnaces and ovens functioning by induction or dielectric loss,,2.20,0.00,2,,2,,India
851430 - Other furnaces and ovens,,1.65,0.00,2,,2,,India
851440 - Other equipment for the heat treatment of materials by induction or dielectric loss,,2.20,0.00,1,,1,,India
851490 - Parts,,1.65,0.00,2,,2,,India
851511 - - Soldering irons and guns,,2.70,0.00,1,,1,,India
851519 - - Other,,2.05,0.00,2,,2,,India
851521 - - Fully or partly automatic,,2.70,0.00,1,,1,,India
851529 - - Other,,2.70,0.00,1,,1,,India
851531 - - Fully or partly automatic,,2.70,0.00,1,,1,,India
851539 - - Other,,2.70,0.00,3,,3,,India
851580 - Other machines and apparatus,,2.70,0.00,2,,2,,India
851590 - Parts,,1.35,0.00,2,,1,,India
851610 - Electric instantaneous or storage water heaters and immersion heaters,,2.70,0.00,2,,2,,India
851621 - - Storage heating radiators,,2.70,0.00,1,,1,,India
851629 - - Other,,2.70,0.00,4,,4,,India
851631 - - Hair dryers,,2.70,0.00,1,,1,,India
851632 - - Other hair-dressing apparatus,,2.70,0.00,1,,1,,India
851633 - - Hand-drying apparatus,,2.70,0.00,1,,1,,India
851640 - Electric smoothing irons,,2.70,0.00,1,,1,,India
851650 - Microwave ovens,,5.00,0.00,1,,1,,India
"851660 - Other ovens; cookers, cooking plates, boiling rings, grillers and roasters",,2.70,0.00,5,,5,,India
851671 - - Coffee or tea makers,,2.70,0.00,1,,1,,India
851672 - - Toasters,,2.70,0.00,1,,1,,India
851679 - - Other,,2.70,0.00,2,,2,,India
851680 - Electric heating resistors,,2.70,0.00,2,,2,,India
851690 - Parts,,2.70,0.00,1,,1,,India
851711 - - Line telephone sets with cordless handsets,,0.00,0.00,1,,,,India
851712 - - Telephones for cellular networks or for other wireless networks,,0.00,0.00,1,,,,India
851718 - - Other,,0.00,0.00,1,,,,India
851761 - - Base stations,,0.00,0.00,1,,,,India
"851762 - - Machines for the reception, conversion and transmission or regeneration of voice, images or other data, including switching and routing apparatus",,0.00,0.00,1,,,,India
851769 - - Other,,0.00,0.00,4,,,,India
851770 - Parts,,0.00,0.00,1,,,,India
851810 - Microphones and stands therefor,,0.65,0.00,2,,1,,India
"851821 - - Single loudspeakers, mounted in their enclosures",,0.00,0.00,1,,,,India
"851822 - - Multiple loudspeakers, mounted in the same enclosure",,2.30,0.00,1,,1,,India
851829 - - Other,,0.75,0.00,2,,1,,India
"851830 - Headphones and earphones, whether or not combined with a microphone, and sets consisting of a microphone and one or more loudspeakers",,0.50,0.00,2,,1,,India
851840 - Audio-frequency electric amplifiers,,1.90,0.00,2,,2,,India
851850 - Electric sound amplifier sets,,1.00,0.00,1,,1,,India
851890 - Parts,,1.00,0.00,1,,1,,India
"851920 - Apparatus operated by coins, banknotes, bank cards, tokens or by other means of payment",,6.67,0.00,3,,3,,India
851930 - Turntables (record-decks),,2.00,0.00,1,,1,,India
851950 - Telephone answering machines,,0.00,0.00,1,,,,India
"851981 - - Using magnetic, optical or semiconductor media",,1.71,0.00,10,,5,,India
851989 - - Other,,0.00,0.00,1,,,,India
852110 - Magnetic tape-type,,2.00,0.00,2,,1,,India
852190 - Other,,10.40,0.00,1,,1,,India
852210 - Pick-up cartridges,,4.00,0.00,1,,1,,India
852290 - Other,,0.67,0.00,6,,2,,India
852321 - - Cards incorporating a magnetic stripe,,0.00,0.00,1,,,,India
852329 - - Other,,0.00,0.00,3,,,,India
852341 - - Unrecorded,,0.00,0.00,3,,,,India
852349 - - Other,,0.00,0.00,3,,,,India
852351 - - Solid-state non-volatile storage devices,,0.00,0.00,2,,,,India
852352 - - “Smart cards”,,0.00,0.00,1,,,,India
852359 - - Other,,0.00,0.00,2,,,,India
852380 - Other,,0.00,0.00,2,,,,India
852550 - Transmission apparatus,,1.80,0.00,1,,1,,India
852560 - Transmission apparatus incorporating reception apparatus,,0.00,0.00,1,,,,India
"852580 - Television cameras, digital cameras and video camera recorders",,2.72,0.00,5,,3,,India
852610 - Radar apparatus,,1.90,0.00,1,,1,,India
852691 - - Radio navigational aid apparatus,,1.90,0.00,2,,2,,India
852692 - - Radio remote control apparatus,,1.90,0.00,1,,1,,India
852712 - - Pocket-size radio cassette-players,,2.50,0.00,2,,1,,India
852713 - - Other apparatus combined with sound recording or reproducing apparatus,,6.00,0.00,3,,3,,India
852719 - - Other,,0.00,0.00,1,,,,India
852721 - - Combined with sound recording or reproducing apparatus,,11.08,0.00,6,,6,,India
852729 - - Other,,9.00,0.00,1,,1,,India
852791 - - Combined with sound recording or reproducing apparatus,,4.60,0.00,5,,4,,India
852792 - - Not combined with sound recording or reproducing apparatus but combined with a clock,,2.25,0.00,2,,1,,India
852799 - - Other,,4.50,0.00,1,,1,,India
852842 - - Capable of directly connecting to and designed for use with an automatic data processing machine of heading 84.71,,0.00,0.00,1,,,,India
852849 - - Other,,7.00,0.00,1,,1,,India
852852 - - Capable of directly connecting to and designed for use with an automatic data processing machine of heading 84.71,,0.00,0.00,3,,,,India
852859 - - Other,,14.00,0.00,1,,1,,India
852862 - - Capable of directly connecting to and designed for use with an automatic data processing machine of heading 84.71,,0.00,0.00,1,,,,India
852869 - - Other,,8.00,0.00,2,,2,,India
852871 - - Not designed to incorporate a video display or screen,,4.20,0.00,5,,2,,India
"852872 - - Other, colour",,14.00,0.00,6,,6,,India
"852873 - - Other, monochrome",,2.00,0.00,1,,1,,India
852910 - Aerials and aerial reflectors of all kinds; parts suitable for use therewith,,1.41,0.00,7,,5,,India
852990 - Other,,1.43,0.00,8,,4,,India
853010 - Equipment for railways or tramways,,1.70,0.00,1,,1,,India
853080 - Other equipment,,1.70,0.00,1,,1,,India
853090 - Parts,,1.70,0.00,1,,1,,India
853110 - Burglar or fire alarms and similar apparatus,,2.20,0.00,2,,2,,India
853120 - Indicator panels incorporating liquid crystal devices (LCD) or light-emitting diodes (LED),,0.00,0.00,3,,,,India
853180 - Other apparatus,,1.10,0.00,2,,1,,India
853190 - Parts,,0.00,0.00,1,,,,India
853210 - Fixed capacitors designed for use in 50/60 Hz circuits and having a reactive power handling capacity of not less than 0.5 kvar (power capacitors),,0.00,0.00,1,,,,India
853221 - - Tantalum,,0.00,0.00,1,,,,India
853222 - - Aluminium electrolytic,,0.00,0.00,1,,,,India
"853223 - - Ceramic dielectric, single layer",,0.00,0.00,1,,,,India
"853224 - - Ceramic dielectric, multilayer",,0.00,0.00,1,,,,India
853225 - - Dielectric of paper or plastics,,0.00,0.00,1,,,,India
853229 - - Other,,0.00,0.00,1,,,,India
853230 - Variable or adjustable (pre-set) capacitors,,0.00,0.00,1,,,,India
853290 - Parts,,0.00,0.00,1,,,,India
"853310 - Fixed carbon resistors, composition or film types",,0.00,0.00,1,,,,India
853321 - - For a power handling capacity not exceeding 20 W,,0.00,0.00,1,,,,India
853329 - - Other,,0.00,0.00,1,,,,India
853331 - - For a power handling capacity not exceeding 20 W,,0.00,0.00,1,,,,India
853339 - - Other,,0.00,0.00,1,,,,India
"853340 - Other variable resistors, including rheostats and potentiometers",,0.00,0.00,2,,,,India
853390 - Parts,,0.00,0.00,1,,,,India
853400 Printed circuits.,,0.00,0.00,3,,,,India
853510 - Fuses,,2.70,0.00,1,,1,,India
853521 - - For a voltage of less than 72.5 kV,,2.70,0.00,1,,1,,India
853529 - - Other,,2.70,0.00,1,,1,,India
853530 - Isolating switches and make-and-break switches,,2.70,0.00,2,,2,,India
"853540 - Lightning arresters, voltage limiters and surge suppressors",,2.70,0.00,1,,1,,India
853590 - Other,,2.70,0.00,1,,1,,India
853610 - Fuses,,2.30,0.00,3,,3,,India
853620 - Automatic circuit breakers,,2.30,0.00,2,,2,,India
853630 - Other apparatus for protecting electrical circuits,,1.20,0.00,3,,3,,India
853641 - - For a voltage not exceeding 60 V,,2.30,0.00,2,,2,,India
853649 - - Other,,2.30,0.00,1,,1,,India
853650 - Other switches,,0.69,0.00,7,,4,,India
853661 - - Lamp-holders,,2.30,0.00,2,,2,,India
853669 - - Other,,0.77,0.00,3,,1,,India
"853670 - Connectors for optical fibres, optical fibre bundles or cables",,3.00,0.00,1,,1,,India
853690 - Other apparatus,,0.94,0.00,5,,3,,India
"853710 - For a voltage not exceeding 1,000 V",,1.58,0.00,4,,3,,India
"853720 - For a voltage exceeding 1,000 V",,2.10,0.00,2,,2,,India
"853810 - Boards, panels, consoles, desks, cabinets and other bases for the goods of heading 85.37, not equipped with their apparatus",,1.10,0.00,1,,1,,India
853890 - Other,,1.23,0.00,4,,2,,India
853910 - Sealed beam lamp units,,2.70,0.00,1,,1,,India
853921 - - Tungsten halogen,,2.70,0.00,3,,3,,India
"853922 - - Other, of a power not exceeding 200 W and for a voltage exceeding 100 V",,2.70,0.00,2,,2,,India
853929 - - Other,,2.70,0.00,3,,3,,India
"853931 - - Fluorescent, hot cathode",,2.70,0.00,2,,2,,India
853932 - - Mercury or sodium vapour lamps; metal halide lamps,,2.70,0.00,2,,2,,India
853939 - - Other,,2.05,0.00,2,,2,,India
853941 - - Arc-lamps,,2.70,0.00,1,,1,,India
853949 - - Other,,2.70,0.00,1,,1,,India
853950 - Light-emitting diode (LED) lamps,,3.70,0.00,1,,1,,India
853990 - Parts,,2.70,0.00,2,,2,,India
854011 - - Colour,,14.00,0.00,1,,1,,India
854012 - - Monochrome,,7.50,0.00,1,,1,,India
854020 - Television camera tubes; image converters and intensifiers; other photo-cathode tubes,,2.70,0.00,2,,2,,India
"854040 - Data/graphic display tubes, monochrome; data/graphic display tubes, colour, with a phosphor dot screen pitch smaller than 0.4 mm",,2.60,0.00,1,,1,,India
854060 - Other cathode-ray tubes,,2.60,0.00,1,,1,,India
854071 - - Magnetrons,,2.70,0.00,1,,1,,India
854079 - - Other,,2.70,0.00,1,,1,,India
854081 - - Receiver or amplifier valves and tubes,,2.70,0.00,1,,1,,India
854089 - - Other,,2.70,0.00,1,,1,,India
854091 - - Of cathode-ray tubes,,2.70,0.00,1,,1,,India
854099 - - Other,,2.70,0.00,1,,1,,India
"854110 - Diodes, other than photosensitive or light-emitting diodes (LED)",,0.00,0.00,1,,,,India
854121 - - With a dissipation rate of less than 1 W,,0.00,0.00,1,,,,India
854129 - - Other,,0.00,0.00,1,,,,India
"854130 - Thyristors, diacs and triacs, other than photosensitive devices",,0.00,0.00,1,,,,India
"854140 - Photosensitive semiconductor devices, including photovoltaic cells whether or not assembled in modules or made up into panels; light-emitting diodes (LED)",,0.00,0.00,2,,,,India
854150 - Other semiconductor devices,,0.00,0.00,1,,,,India
854160 - Mounted piezo-electric crystals,,0.00,0.00,1,,,,India
854190 - Parts,,0.00,0.00,1,,,,India
"854231 - - Processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",,0.00,0.00,3,,,,India
854232 - - Memories,,0.00,0.00,10,,,,India
854233 - - Amplifiers,,0.00,0.00,2,,,,India
854239 - - Other,,0.00,0.00,3,,,,India
854290 - Parts,,0.00,0.00,1,,,,India
854310 - Particle accelerators,,4.00,0.00,1,,1,,India
854320 - Signal generators,,1.90,0.00,1,,1,,India
"854330 - Machines and apparatus for electroplating, electrolysis or electrophoresis",,1.85,0.00,2,,1,,India
854370 - Other machines and apparatus,,2.12,0.00,15,,12,,India
854390 - Parts,,0.00,0.00,1,,,,India
854411 - - Of copper,,3.70,0.00,2,,2,,India
854419 - - Other,,3.70,0.00,1,,1,,India
854420 - Co-axial cable and other co-axial electric conductors,,3.70,0.00,1,,1,,India
"854430 - Ignition wiring sets and other wiring sets of a kind used in vehicles, aircraft or ships",,3.70,0.00,1,,1,,India
854442 - - Fitted with connectors,,1.65,0.00,2,,1,,India
854449 - - Other,,2.96,0.00,5,,4,,India
"854460 - Other electric conductors, for a voltage exceeding 1,000 V",,3.70,0.00,2,,2,,India
854470 - Optical fibre cables,,0.00,0.00,1,,,,India
854511 - - Of a kind used for furnaces,,2.70,0.00,1,,1,,India
854519 - - Other,,2.70,0.00,1,,1,,India
854520 - Brushes,,2.70,0.00,1,,1,,India
854590 - Other,,2.20,0.00,2,,2,,India
854610 - Of glass,,3.70,0.00,1,,1,,India
854620 - Of ceramics,,4.70,0.00,1,,1,,India
854690 - Other,,3.70,0.00,2,,2,,India
854710 - Insulating fittings of ceramics,,4.70,0.00,1,,1,,India
854720 - Insulating fittings of plastics,,3.70,0.00,1,,1,,India
854790 - Other,,3.70,0.00,1,,1,,India
"854810 - Waste and scrap of primary cells, primary batteries and electric accumulators; spent primary cells, spent primary batteries and spent electric accumulators",,1.98,0.00,5,,3,,India
854890 - Other,,0.90,0.00,3,,1,,India
,2017,"10,267,203,820",2.58,0.00,497,,351,,India
850110 - Motors of an output not exceeding 37.5 W,"72,504,302",3.20,0.00,4,,4,,India
850120 - Universal AC/DC motors of an output exceeding 37.5 W,"25,538,376",2.70,0.00,1,,1,,India
850131 - - Of an output not exceeding 750 W,"48,712,185",2.70,0.00,1,,1,,India
850132 - - Of an output exceeding 750 W but not exceeding 75 kW,"268,579",2.70,0.00,1,,1,,India
850133 - - Of an output exceeding 75 kW but not exceeding 375 kW,"196,729",2.70,0.00,1,,1,,India
850134 - - Of an output exceeding 375 kW,"76,016",2.70,0.00,1,,1,,India
"850140 - Other AC motors, single-phase","4,868,372",2.70,0.00,2,,2,,India
850151 - - Of an output not exceeding 750 W,"8,918,021",2.70,0.00,1,,1,,India
850152 - - Of an output exceeding 750 W but not exceeding 75 kW,"4,663,337",2.70,0.00,3,,3,,India
850153 - - Of an output exceeding 75 kW,"16,898,407",2.70,0.00,4,,4,,India
850161 - - Of an output not exceeding 75 kVA,"237,356",2.70,0.00,2,,2,,India
850162 - - Of an output exceeding 75 kVA but not exceeding 375 kVA,"539,895",2.70,0.00,1,,1,,India
850163 - - Of an output exceeding 375 kVA but not exceeding 750 kVA,"3,253",2.70,0.00,1,,1,,India
850164 - - Of an output exceeding 750 kVA,"633,162",2.70,0.00,1,,1,,India
850211 - - Of an output not exceeding 75 kVA,"20,593",2.70,0.00,2,,2,,India
850212 - - Of an output exceeding 75 kVA but not exceeding 375 kVA,"97,359",2.70,0.00,1,,1,,India
850213 - - Of an output exceeding 375 kVA,"5,714,470",2.70,0.00,3,,3,,India
850220 - Generating sets with spark-ignition internal combustion piston engines,"16,867",2.70,0.00,4,,4,,India
850231 - - Wind-powered,"4,238",2.70,0.00,1,,1,,India
850239 - - Other,"152,112",2.70,0.00,2,,2,,India
850240 - Electric rotary converters,"116,086",2.70,0.00,1,,1,,India
850300 Parts suitable for use solely or principally with the machines of heading 85.01 or 85.02.,"14,905,652",2.70,0.00,3,,3,,India
850410 - Ballasts for discharge lamps or tubes,"523,301",3.70,0.00,2,,2,,India
850421 - - Having a power handling capacity not exceeding 650 kVA,"17,069",3.70,0.00,1,,1,,India
"850422 - - Having a power handling capacity exceeding 650 kVA but not exceeding 10,000 kVA","22,780",3.70,0.00,2,,2,,India
"850423 - - Having a power handling capacity exceeding 10,000 kVA","20,172,016",3.70,0.00,1,,1,,India
850431 - - Having a power handling capacity not exceeding 1 kVA,"2,453,356",3.70,0.00,3,,3,,India
850432 - - Having a power handling capacity exceeding 1 kVA but not exceeding 16 kVA,"192,178",3.70,0.00,1,,1,,India
850433 - - Having a power handling capacity exceeding 16 kVA but not exceeding 500 kVA,"7,698,755",3.70,0.00,1,,1,,India
850434 - - Having a power handling capacity exceeding 500 kVA,"800,986",3.70,0.00,1,,1,,India
850440 - Static converters,"96,251,532",2.08,0.00,6,,5,,India
850450 - Other inductors,"19,750,820",1.40,0.00,2,,1,,India
850490 - Parts,"8,361,479",1.02,0.00,5,,3,,India
850511 - - Of metal,"5,534,348",2.20,0.00,1,,1,,India
850519 - - Other,"38,855,789",2.20,0.00,2,,2,,India
"850520 - Electro-magnetic couplings, clutches and brakes","9,090,789",2.20,0.00,1,,1,,India
"850590 - Other, including parts","45,022,737",1.45,0.00,4,,3,,India
850610 - Manganese dioxide,"803,141",4.70,0.00,4,,4,,India
850630 - Mercuric oxide,,4.70,0.00,1,,1,,India
850640 - Silver oxide,107,4.70,0.00,1,,1,,India
850650 - Lithium,"22,843,925",4.70,0.00,3,,3,,India
850660 - Air-zinc,"417,292",4.70,0.00,1,,1,,India
850680 - Other primary cells and primary batteries,"218,400",2.35,0.00,2,,1,,India
850690 - Parts,"74,339",4.70,0.00,1,,1,,India
"850710 - Lead-acid, of a kind used for starting piston engines","266,650,966",3.70,0.00,2,,2,,India
850720 - Other lead-acid accumulators,"18,265,657",3.70,0.00,2,,2,,India
850730 - Nickel-cadmium,"34,713",2.60,0.00,2,,2,,India
850740 - Nickel-iron,"4,570",2.70,0.00,1,,1,,India
850750 - Nickel-metal hydride,"438,030",2.70,0.00,1,,1,,India
850760 - Lithium-ion,"1,332,643,628",2.70,0.00,1,,1,,India
850780 - Other accumulators,"46,579,493",2.70,0.00,1,,1,,India
850790 - Parts,"26,493,854",2.70,0.00,2,,2,,India
"850811 - - Of a power not exceeding 1,500 W and having a dust bag or other receptacle capacity not exceeding 20 l","15,053,182",2.20,0.00,1,,1,,India
850819 - - Other,"162,765",1.70,0.00,1,,1,,India
850860 - Other vacuum cleaners,"186,987",1.70,0.00,1,,1,,India
850870 - Parts,"1,250,135",1.70,0.00,1,,1,,India
850940 - Food grinders and mixers; fruit or vegetable juice extractors,"27,539,713",2.20,0.00,1,,1,,India
850980 - Other appliances,"4,125,507",2.20,0.00,1,,1,,India
850990 - Parts,"1,868,668",2.20,0.00,1,,1,,India
851010 - Shavers,"5,133",2.20,0.00,1,,1,,India
851020 - Hair clippers,"66,287",2.20,0.00,1,,1,,India
851030 - Hair-removing appliances,"100,114",2.20,0.00,1,,1,,India
851090 - Parts,"28,464",2.20,0.00,1,,1,,India
851110 - Sparking plugs,"4,065,410",3.20,0.00,1,,1,,India
851120 - Ignition magnetos; magneto-dynamos; magnetic flywheels,"30,564",3.20,0.00,1,,1,,India
851130 - Distributors; ignition coils,"9,944,329",3.20,0.00,1,,1,,India
851140 - Starter motors and dual purpose starter-generators,"22,243,650",3.20,0.00,1,,1,,India
851150 - Other generators,"41,744,838",3.20,0.00,1,,1,,India
851180 - Other equipment,"4,128,348",3.20,0.00,1,,1,,India
851190 - Parts,"19,810,854",3.20,0.00,1,,1,,India
851210 - Lighting or visual signalling equipment of a kind used on bicycles,"15,106",2.70,0.00,1,,1,,India
851220 - Other lighting or visual signalling equipment,"390,346,469",2.70,0.00,1,,1,,India
851230 - Sound signalling equipment,"6,422,274",2.45,0.00,2,,2,,India
"851240 - Windscreen wipers, defrosters and demisters","3,526,070",2.70,0.00,1,,1,,India
851290 - Parts,"86,333,482",2.45,0.00,2,,2,,India
851310 - Lamps,"507,974",5.70,0.00,1,,1,,India
851390 - Parts,"23,356",5.70,0.00,1,,1,,India
851410 - Resistance heated furnaces and ovens,"2,189,354",2.20,0.00,2,,2,,India
851420 - Furnaces and ovens functioning by induction or dielectric loss,"877,283",2.20,0.00,2,,2,,India
851430 - Other furnaces and ovens,"1,245,425",1.95,0.00,2,,2,,India
851440 - Other equipment for the heat treatment of materials by induction or dielectric loss,"149,638",2.20,0.00,1,,1,,India
851490 - Parts,"767,717",1.95,0.00,2,,2,,India
851511 - - Soldering irons and guns,"7,560",2.70,0.00,1,,1,,India
851519 - - Other,"149,026",2.35,0.00,2,,2,,India
851521 - - Fully or partly automatic,"22,032,877",2.70,0.00,1,,1,,India
851529 - - Other,"231,489",2.70,0.00,1,,1,,India
851531 - - Fully or partly automatic,"8,812,736",2.70,0.00,1,,1,,India
851539 - - Other,"431,123",2.70,0.00,3,,3,,India
851580 - Other machines and apparatus,"12,670,714",2.70,0.00,2,,2,,India
851590 - Parts,"11,951,681",1.35,0.00,2,,1,,India
851610 - Electric instantaneous or storage water heaters and immersion heaters,"1,430,742",2.70,0.00,2,,2,,India
851621 - - Storage heating radiators,"66,623",2.70,0.00,1,,1,,India
851629 - - Other,"4,548,006",2.70,0.00,4,,4,,India
851631 - - Hair dryers,"694,750",2.70,0.00,1,,1,,India
851632 - - Other hair-dressing apparatus,"9,265,591",2.70,0.00,1,,1,,India
851633 - - Hand-drying apparatus,"178,247",2.70,0.00,1,,1,,India
851640 - Electric smoothing irons,"42,276",2.70,0.00,1,,1,,India
851650 - Microwave ovens,"1,413,734",5.00,0.00,1,,1,,India
"851660 - Other ovens; cookers, cooking plates, boiling rings, grillers and roasters","3,134,387",2.70,0.00,5,,5,,India
851671 - - Coffee or tea makers,"195,405",2.70,0.00,1,,1,,India
851672 - - Toasters,722,2.70,0.00,1,,1,,India
851679 - - Other,"12,644,959",2.70,0.00,2,,2,,India
851680 - Electric heating resistors,"4,641,668",2.70,0.00,2,,2,,India
851690 - Parts,"8,194,499",2.70,0.00,1,,1,,India
851711 - - Line telephone sets with cordless handsets,"2,334,246",0.00,0.00,1,,,,India
851712 - - Telephones for cellular networks or for other wireless networks,"839,984,143",0.00,0.00,1,,,,India
851718 - - Other,"4,418,294",0.00,0.00,1,,,,India
851761 - - Base stations,"4,910,033",0.00,0.00,1,,,,India
"851762 - - Machines for the reception, conversion and transmission or regeneration of voice, images or other data, including switching and routing apparatus","99,766,892",0.00,0.00,1,,,,India
851769 - - Other,"8,426,906",0.00,0.00,4,,,,India
851770 - Parts,"142,073,026",0.00,0.00,1,,,,India
851810 - Microphones and stands therefor,"3,278,767",0.95,0.00,2,,1,,India
"851821 - - Single loudspeakers, mounted in their enclosures","586,438",0.00,0.00,1,,,,India
"851822 - - Multiple loudspeakers, mounted in the same enclosure","1,151,737",3.40,0.00,1,,1,,India
851829 - - Other,"5,387,885",1.15,0.00,2,,1,,India
"851830 - Headphones and earphones, whether or not combined with a microphone, and sets consisting of a microphone and one or more loudspeakers","3,826,847",0.75,0.00,2,,1,,India
851840 - Audio-frequency electric amplifiers,"3,686,351",2.85,0.00,2,,2,,India
851850 - Electric sound amplifier sets,"932,697",1.50,0.00,1,,1,,India
851890 - Parts,"1,057,891",1.50,0.00,1,,1,,India
