Importer,Year,Value,Ad val. duties,Number of lines,Viet Nam
,(US$),Simple average,MFN duties,Pref. duties,Viet Nam
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Viet Nam
880521 -- Air combat simulators and parts thereof,,10.00,10.00,1,,,,Viet Nam
880529 -- Other,,10.00,10.00,1,,,,Viet Nam
,2011,"774,966",7.90,7.90,20,,,,Viet Nam
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.",,10.00,10.00,3,,,,Viet Nam
"880211 -- Of an unladen weight not exceeding 2,000 kg",,10.00,10.00,1,,,,Viet Nam
"880212 -- Of an unladen weight exceeding 2,000 kg",,10.00,10.00,1,,,,Viet Nam
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.00,3.00,1,,,,Viet Nam
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,3.00,3.00,1,,,,Viet Nam
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,3.00,3.00,1,,,,Viet Nam
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,10.00,10.00,1,,,,Viet Nam
880310 - Propellers and rotors and parts thereof,,3.00,3.00,1,,,,Viet Nam
880320 - Under-carriages and parts thereof,,3.00,3.00,1,,,,Viet Nam
880330 - Other parts of aeroplanes or helicopters,"462,576",3.00,3.00,1,,,,Viet Nam
880390 - Other,"312,390",10.00,10.00,1,,,,Viet Nam
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,,10.00,10.00,2,,,,Viet Nam
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,10.00,10.00,3,,,,Viet Nam
880521 -- Air combat simulators and parts thereof,,10.00,10.00,1,,,,Viet Nam
880529 -- Other,,10.00,10.00,1,,,,Viet Nam
,2010,"127,465",7.90,7.90,20,,,,Viet Nam
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.",,10.00,10.00,3,,,,Viet Nam
"880211 -- Of an unladen weight not exceeding 2,000 kg",,10.00,10.00,1,,,,Viet Nam
"880212 -- Of an unladen weight exceeding 2,000 kg",,10.00,10.00,1,,,,Viet Nam
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.00,3.00,1,,,,Viet Nam
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,3.00,3.00,1,,,,Viet Nam
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,3.00,3.00,1,,,,Viet Nam
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,10.00,10.00,1,,,,Viet Nam
880310 - Propellers and rotors and parts thereof,,3.00,3.00,1,,,,Viet Nam
880320 - Under-carriages and parts thereof,,3.00,3.00,1,,,,Viet Nam
880330 - Other parts of aeroplanes or helicopters,"127,465",3.00,3.00,1,,,,Viet Nam
880390 - Other,,10.00,10.00,1,,,,Viet Nam
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,,10.00,10.00,2,,,,Viet Nam
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,10.00,10.00,3,,,,Viet Nam
880521 -- Air combat simulators and parts thereof,,10.00,10.00,1,,,,Viet Nam
880529 -- Other,,10.00,10.00,1,,,,Viet Nam
,2009,"17,808",7.90,7.90,20,,,,Viet Nam
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.",,10.00,10.00,3,,,,Viet Nam
"880211 -- Of an unladen weight not exceeding 2,000 kg",,10.00,10.00,1,,,,Viet Nam
"880212 -- Of an unladen weight exceeding 2,000 kg",,10.00,10.00,1,,,,Viet Nam
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.00,3.00,1,,,,Viet Nam
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,3.00,3.00,1,,,,Viet Nam
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,3.00,3.00,1,,,,Viet Nam
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,10.00,10.00,1,,,,Viet Nam
880310 - Propellers and rotors and parts thereof,,3.00,3.00,1,,,,Viet Nam
880320 - Under-carriages and parts thereof,,3.00,3.00,1,,,,Viet Nam
880330 - Other parts of aeroplanes or helicopters,"17,808",3.00,3.00,1,,,,Viet Nam
880390 - Other,,10.00,10.00,1,,,,Viet Nam
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,,10.00,10.00,2,,,,Viet Nam
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,10.00,10.00,3,,,,Viet Nam
880521 -- Air combat simulators and parts thereof,,10.00,10.00,1,,,,Viet Nam
880529 -- Other,,10.00,10.00,1,,,,Viet Nam
,2008,"15,972",6.45,6.45,20,,,,Viet Nam
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.",,8.33,8.33,3,,,,Viet Nam
"880211 -- Of an unladen weight not exceeding 2,000 kg",,3.00,3.00,1,,,,Viet Nam
"880212 -- Of an unladen weight exceeding 2,000 kg",,3.00,3.00,1,,,,Viet Nam
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.00,3.00,1,,,,Viet Nam
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,3.00,3.00,1,,,,Viet Nam
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,3.00,3.00,1,,,,Viet Nam
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,10.00,10.00,1,,,,Viet Nam
880310 - Propellers and rotors and parts thereof,,3.00,3.00,1,,,,Viet Nam
880320 - Under-carriages and parts thereof,,3.00,3.00,1,,,,Viet Nam
880330 - Other parts of aeroplanes or helicopters,"15,972",3.00,3.00,1,,,,Viet Nam
880390 - Other,,10.00,10.00,1,,,,Viet Nam
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,,10.00,10.00,2,,,,Viet Nam
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,10.00,10.00,3,,,,Viet Nam
880521 -- Air combat simulators and parts thereof,,5.00,5.00,1,,,,Viet Nam
880529 -- Other,,5.00,5.00,1,,,,Viet Nam
,2007,"5,980",7.90,7.90,20,,,,Viet Nam
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.",,10.00,10.00,3,,,,Viet Nam
"880211 -- Of an unladen weight not exceeding 2,000 kg",,10.00,10.00,1,,,,Viet Nam
"880212 -- Of an unladen weight exceeding 2,000 kg",,10.00,10.00,1,,,,Viet Nam
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.00,3.00,1,,,,Viet Nam
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,3.00,3.00,1,,,,Viet Nam
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,3.00,3.00,1,,,,Viet Nam
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,10.00,10.00,1,,,,Viet Nam
880310 - Propellers and rotors and parts thereof,,3.00,3.00,1,,,,Viet Nam
880320 - Under-carriages and parts thereof,,3.00,3.00,1,,,,Viet Nam
880330 - Other parts of aeroplanes or helicopters,"3,710",3.00,3.00,1,,,,Viet Nam
880390 - Other,,10.00,10.00,1,,,,Viet Nam
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"2,270",10.00,10.00,2,,,,Viet Nam
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,10.00,10.00,3,,,,Viet Nam
880521 -- Air combat simulators and parts thereof,,10.00,10.00,1,,,,Viet Nam
880529 -- Other,,10.00,10.00,1,,,,Viet Nam
,2006,"2,638",9.65,9.65,20,,,,Viet Nam
880110 - Gliders and hang gliders,,12.50,12.50,1,,,,Viet Nam
880190 - Other,,12.50,12.50,2,,,,Viet Nam
"880211 -- Of an unladen weight not exceeding 2,000 kg",,12.50,12.50,1,,,,Viet Nam
"880212 -- Of an unladen weight exceeding 2,000 kg",,12.50,12.50,1,,,,Viet Nam
"880220 - Airplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.00,3.00,1,,,,Viet Nam
"880230 - Airplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,3.00,3.00,1,,,,Viet Nam
"880240 - Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,3.00,3.00,1,,,,Viet Nam
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,12.50,12.50,1,,,,Viet Nam
880310 - Propellers and rotors and parts thereof,,3.00,3.00,1,,,,Viet Nam
880320 - Under-carriages and parts thereof,,3.00,3.00,1,,,,Viet Nam
880330 - Other parts of airplanes or helicopters,,3.00,3.00,1,,,,Viet Nam
880390 - Other,"1,161",12.50,12.50,1,,,,Viet Nam
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"1,478",12.50,12.50,2,,,,Viet Nam
880510 - Aircraft launching gear and parts thereof; deck- Arrestor or similar gear and parts thereof,,12.50,12.50,3,,,,Viet Nam
880521 -- Air combat simulators and parts thereof,,12.50,12.50,1,,,,Viet Nam
880529 -- Other,,12.50,12.50,1,,,,Viet Nam
,2005,"2,656",11.40,11.40,20,,,,Viet Nam
880110 - Gliders and hang gliders,,15.00,15.00,1,,,,Viet Nam
880190 - Other,,15.00,15.00,2,,,,Viet Nam
"880211 -- Of an unladen weight not exceeding 2,000 kg",,15.00,15.00,1,,,,Viet Nam
"880212 -- Of an unladen weight exceeding 2,000 kg",,15.00,15.00,1,,,,Viet Nam
"880220 - Airplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.00,3.00,1,,,,Viet Nam
"880230 - Airplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,3.00,3.00,1,,,,Viet Nam
"880240 - Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,3.00,3.00,1,,,,Viet Nam
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,15.00,15.00,1,,,,Viet Nam
880310 - Propellers and rotors and parts thereof,,3.00,3.00,1,,,,Viet Nam
880320 - Under-carriages and parts thereof,,3.00,3.00,1,,,,Viet Nam
880330 - Other parts of airplanes or helicopters,,3.00,3.00,1,,,,Viet Nam
880390 - Other,,15.00,15.00,1,,,,Viet Nam
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"2,656",15.00,15.00,2,,,,Viet Nam
880510 - Aircraft launching gear and parts thereof; deck- Arrestor or similar gear and parts thereof,,15.00,15.00,3,,,,Viet Nam
880521 -- Air combat simulators and parts thereof,,15.00,15.00,1,,,,Viet Nam
880529 -- Other,,15.00,15.00,1,,,,Viet Nam
,2004,,14.90,14.90,20,,,,Viet Nam
880110 - Gliders and hang gliders,,20.00,20.00,1,,,,Viet Nam
880190 - Other,,20.00,20.00,2,,,,Viet Nam
"880211 -- Of an unladen weight not exceeding 2,000 kg",,20.00,20.00,1,,,,Viet Nam
"880212 -- Of an unladen weight exceeding 2,000 kg",,20.00,20.00,1,,,,Viet Nam
"880220 - Airplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.00,3.00,1,,,,Viet Nam
"880230 - Airplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,3.00,3.00,1,,,,Viet Nam
"880240 - Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,3.00,3.00,1,,,,Viet Nam
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,20.00,20.00,1,,,,Viet Nam
880310 - Propellers and rotors and parts thereof,,3.00,3.00,1,,,,Viet Nam
880320 - Under-carriages and parts thereof,,3.00,3.00,1,,,,Viet Nam
880330 - Other parts of airplanes or helicopters,,3.00,3.00,1,,,,Viet Nam
880390 - Other,,20.00,20.00,1,,,,Viet Nam
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,,20.00,20.00,2,,,,Viet Nam
880510 - Aircraft launching gear and parts thereof; deck- Arrestor or similar gear and parts thereof,,20.00,20.00,3,,,,Viet Nam
880521 -- Air combat simulators and parts thereof,,20.00,20.00,1,,,,Viet Nam
880529 -- Other,,20.00,20.00,1,,,,Viet Nam
,2003,109,18.40,18.40,20,,,,Viet Nam
880110 - Gliders and hang gliders,,25.00,25.00,1,,,,Viet Nam
880190 - Other,,25.00,25.00,2,,,,Viet Nam
"880211 -- Of an unladen weight not exceeding 2,000 kg",,25.00,25.00,1,,,,Viet Nam
"880212 -- Of an unladen weight exceeding 2,000 kg",,25.00,25.00,1,,,,Viet Nam
"880220 - Airplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.00,3.00,1,,,,Viet Nam
"880230 - Airplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,3.00,3.00,1,,,,Viet Nam
"880240 - Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,3.00,3.00,1,,,,Viet Nam
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,25.00,25.00,1,,,,Viet Nam
880310 - Propellers and rotors and parts thereof,,3.00,3.00,1,,,,Viet Nam
880320 - Under-carriages and parts thereof,,3.00,3.00,1,,,,Viet Nam
880330 - Other parts of airplanes or helicopters,,3.00,3.00,1,,,,Viet Nam
880390 - Other,,25.00,25.00,1,,,,Viet Nam
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,109,25.00,25.00,2,,,,Viet Nam
880510 - Aircraft launching gear and parts thereof; deck- Arrestor or similar gear and parts thereof,,25.00,25.00,3,,,,Viet Nam
880521 -- Air combat simulators and parts thereof,,25.00,25.00,1,,,,Viet Nam
880529 -- Other,,25.00,25.00,1,,,,Viet Nam
,2002,,18.94,18.94,16,,,,Viet Nam
880110 - Gliders and hang gliders,,25.00,25.00,1,,,,Viet Nam
880190 - Other,,30.00,30.00,1,,,,Viet Nam
"880211 -- Of an unladen weight not exceeding 2,000 kg",,25.00,25.00,1,,,,Viet Nam
"880212 -- Of an unladen weight exceeding 2,000 kg",,25.00,25.00,1,,,,Viet Nam
"880220 - Airplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.00,3.00,1,,,,Viet Nam
"880230 - Airplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,3.00,3.00,1,,,,Viet Nam
"880240 - Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,3.00,3.00,1,,,,Viet Nam
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,30.00,30.00,1,,,,Viet Nam
880310 - Propellers and rotors and parts thereof,,3.00,3.00,1,,,,Viet Nam
880320 - Under-carriages and parts thereof,,3.00,3.00,1,,,,Viet Nam
880330 - Other parts of airplanes or helicopters,,3.00,3.00,1,,,,Viet Nam
880390 - Other,,30.00,30.00,1,,,,Viet Nam
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,,30.00,30.00,1,,,,Viet Nam
880510 - Aircraft launching gear and parts thereof; deck- Arrestor or similar gear and parts thereof,,30.00,30.00,1,,,,Viet Nam
880521 -- Air combat simulators and parts thereof,,30.00,30.00,1,,,,Viet Nam
880529 -- Other,,30.00,30.00,1,,,,Viet Nam
,2001,,15.80,15.80,15,,,,Viet Nam
880110 - Gliders and hang gliders,,3.00,3.00,1,,,,Viet Nam
880190 - Other,,35.00,35.00,1,,,,Viet Nam
"880211 - - Of an unladen weight not exceeding 2,000 kg",,3.00,3.00,1,,,,Viet Nam
"880212 - - Of an unladen weight exceeding 2,000 kg",,3.00,3.00,1,,,,Viet Nam
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.00,3.00,1,,,,Viet Nam
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,3.00,3.00,1,,,,Viet Nam
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,3.00,3.00,1,,,,Viet Nam
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,35.00,35.00,1,,,,Viet Nam
880310 - Propellers and rotors and parts thereof,,3.00,3.00,1,,,,Viet Nam
880320 - Under-carriages and parts thereof,,3.00,3.00,1,,,,Viet Nam
880330 - Other parts of aeroplanes or helicopters,,3.00,3.00,1,,,,Viet Nam
880390 - Other,,35.00,35.00,1,,,,Viet Nam
