Importer,Year,Value,Ad val. duties,Number of lines,European Union
,(US$),Simple average,MFN duties,Pref. duties,European Union
,MFN,Best,All items,Non ad val.,All items,Non ad val.,European Union
950410 - Video games of a kind used with a television receiver,"2,124,019",10.00,10.00,1,,,,European Union
950420 - Articles and accessories for billiards of all kinds,"30,488",10.00,10.00,1,,,,European Union
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by other means of payment, other than bowling alley equipment","365,112",10.00,10.00,2,,,,European Union
950440 - Playing cards,"15,189",10.00,10.00,1,,,,European Union
950490 - Other,"495,901",10.00,10.00,2,,,,European Union
950510 - Articles for Christmas festivities,"22,509",10.00,10.00,1,,,,European Union
950590 - Other,"63,952",10.00,10.00,2,,,,European Union
950611 -- Skis,"22,491",10.00,10.00,1,,,,European Union
950612 -- Ski-fastenings (ski-bindings),"2,372",10.00,10.00,1,,,,European Union
950619 -- Other,"187,727",10.00,10.00,1,,,,European Union
950621 -- Sailboards,"2,300",10.00,10.00,1,,,,European Union
950629 -- Other,"125,441",10.00,10.00,1,,,,European Union
"950631 -- Clubs, complete",90,10.00,10.00,1,,,,European Union
950632 -- Balls,"1,385",10.00,10.00,1,,,,European Union
950639 -- Other,"6,528",10.00,10.00,1,,,,European Union
950640 - Articles and equipment for table-tennis,"221,355",10.00,10.00,1,,,,European Union
"950651 -- Lawn-tennis rackets, whether or not strung","15,576",10.00,10.00,1,,,,European Union
950659 -- Other,"6,823",10.00,10.00,2,,,,European Union
950661 -- Lawn-tennis balls,,10.00,10.00,1,,,,European Union
950662 -- Inflatable,"30,769",10.00,10.00,4,,,,European Union
950669 -- Other,"25,385",10.00,10.00,5,,,,European Union
"950670 - Ice skates and roller skates, including skating boots with skates attached","58,221",10.00,10.00,1,,,,European Union
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","3,801,918",10.00,10.00,2,,,,European Union
950699 -- Other,"3,360,128",10.00,10.00,9,,,,European Union
950710 - Fishing rods,554,10.00,10.00,1,,,,European Union
"950720 - Fish-hooks, whether or not snelled","7,572",10.00,10.00,1,,,,European Union
950730 - Fishing reels,527,10.00,10.00,1,,,,European Union
950790 - Other,"270,421",10.00,10.00,2,,,,European Union
950810 - Travelling circuses and travelling menageries,,10.00,10.00,1,,,,European Union
950890 - Other,"1,356,825",10.00,10.00,1,,,,European Union
,2006,"22,334,124",12.50,12.50,79,,,,European Union
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages.","30,426",12.50,12.50,2,,,,European Union
"950210 - Dolls, whether or not dressed","14,707",12.50,12.50,4,,,,European Union
"950291 -- Garments and accessories therefor, footwear and headgear",48,12.50,12.50,1,,,,European Union
950299 -- Other,"1,521",12.50,12.50,1,,,,European Union
"950310 - Electric trains, including tracks, signals and other accessories therefor","2,645",12.50,12.50,1,,,,European Union
"950320 - Reduced-size (""scale'') model assembly kits, whether or not working models, excluding those of subheading 9503.10","73,565",12.50,12.50,1,,,,European Union
950330 - Other construction sets and constructional toys,"348,576",12.50,12.50,1,,,,European Union
950341 -- Stuffed,"55,738",12.50,12.50,1,,,,European Union
950349 -- Other,"214,441",12.50,12.50,4,,,,European Union
950350 - Toy musical instruments and apparatus,"36,682",12.50,12.50,2,,,,European Union
950360 - Puzzles,"39,324",12.50,12.50,2,,,,European Union
"950370 - Other toys, put up in sets or outfits","53,363",12.50,12.50,2,,,,European Union
"950380 - Other toys and models, incorporating a motor","49,020",12.50,12.50,2,,,,European Union
950390 - Other,"434,177",12.50,12.50,3,,,,European Union
950410 - Video games of a kind used with a television receiver,"267,852",12.50,12.50,1,,,,European Union
950420 - Articles and accessories for billiards,"9,372",12.50,12.50,1,,,,European Union
"950430 - Other games, operated by coins, banknotes (paper currency), discs or other similar articles, other than bowling alley equipment","294,948",12.50,12.50,3,,,,European Union
950440 - Playing cards,"16,026",12.50,12.50,1,,,,European Union
950490 - Other,"171,849",12.50,12.50,2,,,,European Union
950510 - Articles for Christmas festivities,"28,076",12.50,12.50,1,,,,European Union
950590 - Other,"9,933",12.50,12.50,2,,,,European Union
950611 -- Skis,"2,953",12.50,12.50,1,,,,European Union
950612 -- Ski-fastenings (ski-bindings),"57,953",12.50,12.50,1,,,,European Union
950619 -- Other,"290,150",12.50,12.50,1,,,,European Union
950621 -- Sailboards,"2,580",12.50,12.50,1,,,,European Union
950629 -- Other,"63,755",12.50,12.50,1,,,,European Union
"950631 -- Clubs, complete","17,262",12.50,12.50,1,,,,European Union
950632 -- Balls,678,12.50,12.50,1,,,,European Union
950639 -- Other,"20,978",12.50,12.50,1,,,,European Union
950640 - Articles and equipment for table-tennis,"93,800",12.50,12.50,1,,,,European Union
"950651 -- Lawn-tennis rackets, whether or not strung","76,090",12.50,12.50,1,,,,European Union
950659 -- Other,"13,161",12.50,12.50,2,,,,European Union
950661 -- Lawn-tennis balls,"4,351",12.50,12.50,1,,,,European Union
950662 -- Inflatable,"5,223",12.50,12.50,4,,,,European Union
950669 -- Other,"8,469",12.50,12.50,5,,,,European Union
"950670 - Ice skates and roller skates, including skating boots with skates attached","55,207",12.50,12.50,1,,,,European Union
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","13,104,549",12.50,12.50,2,,,,European Union
950699 -- Other,"3,853,931",12.50,12.50,9,,,,European Union
950710 - Fishing rods,,12.50,12.50,1,,,,European Union
"950720 - Fish-hooks, whether or not snelled","4,726",12.50,12.50,1,,,,European Union
950730 - Fishing reels,,12.50,12.50,1,,,,European Union
950790 - Other,"11,318",12.50,12.50,2,,,,European Union
950810 - Travelling circuses and travelling menageries,,12.50,12.50,1,,,,European Union
950890 - Other,"2,494,703",12.50,12.50,1,,,,European Union
,2005,"20,716,080",15.00,15.00,79,,,,European Union
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages.","133,638",15.00,15.00,2,,,,European Union
"950210 - Dolls, whether or not dressed","18,714",15.00,15.00,4,,,,European Union
"950291 -- Garments and accessories therefor, footwear and headgear","1,515",15.00,15.00,1,,,,European Union
950299 -- Other,"18,118",15.00,15.00,1,,,,European Union
"950310 - Electric trains, including tracks, signals and other accessories therefor",25,15.00,15.00,1,,,,European Union
"950320 - Reduced-size (""scale'') model assembly kits, whether or not working models, excluding those of subheading 9503.10","77,274",15.00,15.00,1,,,,European Union
950330 - Other construction sets and constructional toys,"218,913",15.00,15.00,1,,,,European Union
950341 -- Stuffed,"5,793",15.00,15.00,1,,,,European Union
950349 -- Other,"89,613",15.00,15.00,4,,,,European Union
950350 - Toy musical instruments and apparatus,"9,354",15.00,15.00,2,,,,European Union
950360 - Puzzles,"31,739",15.00,15.00,2,,,,European Union
"950370 - Other toys, put up in sets or outfits","11,146",15.00,15.00,2,,,,European Union
"950380 - Other toys and models, incorporating a motor","12,398",15.00,15.00,2,,,,European Union
950390 - Other,"185,139",15.00,15.00,3,,,,European Union
950410 - Video games of a kind used with a television receiver,"6,518",15.00,15.00,1,,,,European Union
950420 - Articles and accessories for billiards,"12,582",15.00,15.00,1,,,,European Union
"950430 - Other games, operated by coins, banknotes (paper currency), discs or other similar articles, other than bowling alley equipment","280,090",15.00,15.00,3,,,,European Union
950440 - Playing cards,"5,574",15.00,15.00,1,,,,European Union
950490 - Other,"20,737",15.00,15.00,2,,,,European Union
950510 - Articles for Christmas festivities,"13,226",15.00,15.00,1,,,,European Union
950590 - Other,"66,301",15.00,15.00,2,,,,European Union
950611 -- Skis,"12,851",15.00,15.00,1,,,,European Union
950612 -- Ski-fastenings (ski-bindings),,15.00,15.00,1,,,,European Union
950619 -- Other,"42,166",15.00,15.00,1,,,,European Union
950621 -- Sailboards,"7,649",15.00,15.00,1,,,,European Union
950629 -- Other,"238,161",15.00,15.00,1,,,,European Union
"950631 -- Clubs, complete","41,981",15.00,15.00,1,,,,European Union
950632 -- Balls,"43,832",15.00,15.00,1,,,,European Union
950639 -- Other,"12,826",15.00,15.00,1,,,,European Union
950640 - Articles and equipment for table-tennis,"110,707",15.00,15.00,1,,,,European Union
"950651 -- Lawn-tennis rackets, whether or not strung","123,442",15.00,15.00,1,,,,European Union
950659 -- Other,,15.00,15.00,2,,,,European Union
950661 -- Lawn-tennis balls,"9,423",15.00,15.00,1,,,,European Union
950662 -- Inflatable,"6,838",15.00,15.00,4,,,,European Union
950669 -- Other,"38,160",15.00,15.00,5,,,,European Union
"950670 - Ice skates and roller skates, including skating boots with skates attached","67,970",15.00,15.00,1,,,,European Union
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","2,681,315",15.00,15.00,2,,,,European Union
950699 -- Other,"6,287,961",15.00,15.00,9,,,,European Union
950710 - Fishing rods,,15.00,15.00,1,,,,European Union
"950720 - Fish-hooks, whether or not snelled","5,870",15.00,15.00,1,,,,European Union
950730 - Fishing reels,477,15.00,15.00,1,,,,European Union
950790 - Other,"6,767",15.00,15.00,2,,,,European Union
950810 - Travelling circuses and travelling menageries,,15.00,15.00,1,,,,European Union
950890 - Other,"9,759,274",15.00,15.00,1,,,,European Union
,2004,"6,309,495",20.00,20.00,79,,,,European Union
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages.","12,725",20.00,20.00,2,,,,European Union
"950210 - Dolls, whether or not dressed","19,048",20.00,20.00,4,,,,European Union
"950291 -- Garments and accessories therefor, footwear and headgear",,20.00,20.00,1,,,,European Union
950299 -- Other,"81,093",20.00,20.00,1,,,,European Union
"950310 - Electric trains, including tracks, signals and other accessories therefor","6,794",20.00,20.00,1,,,,European Union
"950320 - Reduced-size (""scale'') model assembly kits, whether or not working models, excluding those of subheading 9503.10","17,467",20.00,20.00,1,,,,European Union
950330 - Other construction sets and constructional toys,"86,413",20.00,20.00,1,,,,European Union
950341 -- Stuffed,"1,096",20.00,20.00,1,,,,European Union
950349 -- Other,"21,913",20.00,20.00,4,,,,European Union
950350 - Toy musical instruments and apparatus,"5,961",20.00,20.00,2,,,,European Union
950360 - Puzzles,"39,646",20.00,20.00,2,,,,European Union
"950370 - Other toys, put up in sets or outfits","10,375",20.00,20.00,2,,,,European Union
"950380 - Other toys and models, incorporating a motor","52,956",20.00,20.00,2,,,,European Union
950390 - Other,"318,850",20.00,20.00,3,,,,European Union
950410 - Video games of a kind used with a television receiver,"30,249",20.00,20.00,1,,,,European Union
950420 - Articles and accessories for billiards,"24,609",20.00,20.00,1,,,,European Union
"950430 - Other games, operated by coins, banknotes (paper currency), discs or other similar articles, other than bowling alley equipment","208,778",20.00,20.00,3,,,,European Union
950440 - Playing cards,3,20.00,20.00,1,,,,European Union
950490 - Other,"158,575",20.00,20.00,2,,,,European Union
950510 - Articles for Christmas festivities,"23,867",20.00,20.00,1,,,,European Union
950590 - Other,"43,541",20.00,20.00,2,,,,European Union
950611 -- Skis,"2,139",20.00,20.00,1,,,,European Union
950612 -- Ski-fastenings (ski-bindings),982,20.00,20.00,1,,,,European Union
950619 -- Other,"62,456",20.00,20.00,1,,,,European Union
950621 -- Sailboards,"6,449",20.00,20.00,1,,,,European Union
950629 -- Other,"264,997",20.00,20.00,1,,,,European Union
"950631 -- Clubs, complete","5,268",20.00,20.00,1,,,,European Union
950632 -- Balls,"45,261",20.00,20.00,1,,,,European Union
950639 -- Other,"214,785",20.00,20.00,1,,,,European Union
950640 - Articles and equipment for table-tennis,"111,090",20.00,20.00,1,,,,European Union
"950651 -- Lawn-tennis rackets, whether or not strung","100,470",20.00,20.00,1,,,,European Union
950659 -- Other,"47,136",20.00,20.00,2,,,,European Union
950661 -- Lawn-tennis balls,"2,380",20.00,20.00,1,,,,European Union
950662 -- Inflatable,"3,524",20.00,20.00,4,,,,European Union
950669 -- Other,"44,373",20.00,20.00,5,,,,European Union
"950670 - Ice skates and roller skates, including skating boots with skates attached","14,095",20.00,20.00,1,,,,European Union
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","788,713",20.00,20.00,2,,,,European Union
950699 -- Other,"2,215,393",20.00,20.00,9,,,,European Union
950710 - Fishing rods,,20.00,20.00,1,,,,European Union
"950720 - Fish-hooks, whether or not snelled","6,896",20.00,20.00,1,,,,European Union
950730 - Fishing reels,,20.00,20.00,1,,,,European Union
950790 - Other,"7,497",20.00,20.00,2,,,,European Union
950810 - Travelling circuses and travelling menageries,,20.00,20.00,1,,,,European Union
950890 - Other,"1,201,632",20.00,20.00,1,,,,European Union
,2003,"4,580,123",25.00,25.00,79,,,,European Union
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages.","123,236",25.00,25.00,2,,,,European Union
"950210 - Dolls, whether or not dressed","7,901",25.00,25.00,4,,,,European Union
"950291 -- Garments and accessories therefor, footwear and headgear",,25.00,25.00,1,,,,European Union
950299 -- Other,"53,425",25.00,25.00,1,,,,European Union
"950310 - Electric trains, including tracks, signals and other accessories therefor","17,491",25.00,25.00,1,,,,European Union
"950320 - Reduced-size (""scale'') model assembly kits, whether or not working models, excluding those of subheading 9503.10","53,993",25.00,25.00,1,,,,European Union
950330 - Other construction sets and constructional toys,"94,764",25.00,25.00,1,,,,European Union
950341 -- Stuffed,"4,290",25.00,25.00,1,,,,European Union
950349 -- Other,"31,983",25.00,25.00,4,,,,European Union
950350 - Toy musical instruments and apparatus,"6,030",25.00,25.00,2,,,,European Union
950360 - Puzzles,50,25.00,25.00,2,,,,European Union
"950370 - Other toys, put up in sets or outfits","7,904",25.00,25.00,2,,,,European Union
"950380 - Other toys and models, incorporating a motor","6,104",25.00,25.00,2,,,,European Union
950390 - Other,"151,820",25.00,25.00,3,,,,European Union
950410 - Video games of a kind used with a television receiver,"24,301",25.00,25.00,1,,,,European Union
950420 - Articles and accessories for billiards,"9,858",25.00,25.00,1,,,,European Union
"950430 - Other games, operated by coins, banknotes (paper currency), discs or other similar articles, other than bowling alley equipment","127,544",25.00,25.00,3,,,,European Union
950440 - Playing cards,15,25.00,25.00,1,,,,European Union
950490 - Other,"90,296",25.00,25.00,2,,,,European Union
950510 - Articles for Christmas festivities,310,25.00,25.00,1,,,,European Union
950590 - Other,"16,985",25.00,25.00,2,,,,European Union
950611 -- Skis,"172,667",25.00,25.00,1,,,,European Union
950612 -- Ski-fastenings (ski-bindings),,25.00,25.00,1,,,,European Union
950619 -- Other,"227,918",25.00,25.00,1,,,,European Union
950621 -- Sailboards,,25.00,25.00,1,,,,European Union
950629 -- Other,"126,837",25.00,25.00,1,,,,European Union
"950631 -- Clubs, complete","15,086",25.00,25.00,1,,,,European Union
950632 -- Balls,"22,872",25.00,25.00,1,,,,European Union
950639 -- Other,"182,291",25.00,25.00,1,,,,European Union
950640 - Articles and equipment for table-tennis,"83,141",25.00,25.00,1,,,,European Union
"950651 -- Lawn-tennis rackets, whether or not strung","56,416",25.00,25.00,1,,,,European Union
950659 -- Other,"1,502",25.00,25.00,2,,,,European Union
950661 -- Lawn-tennis balls,126,25.00,25.00,1,,,,European Union
950662 -- Inflatable,"20,502",25.00,25.00,4,,,,European Union
950669 -- Other,"22,889",25.00,25.00,5,,,,European Union
"950670 - Ice skates and roller skates, including skating boots with skates attached","6,472",25.00,25.00,1,,,,European Union
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","1,048,431",25.00,25.00,2,,,,European Union
950699 -- Other,"1,059,727",25.00,25.00,9,,,,European Union
950710 - Fishing rods,27,25.00,25.00,1,,,,European Union
"950720 - Fish-hooks, whether or not snelled","7,735",25.00,25.00,1,,,,European Union
950730 - Fishing reels,"5,509",25.00,25.00,1,,,,European Union
950790 - Other,"14,809",25.00,25.00,2,,,,European Union
950810 - Travelling circuses and travelling menageries,303,25.00,25.00,1,,,,European Union
950890 - Other,"676,562",25.00,25.00,1,,,,European Union
,2002,"7,023,246",27.61,27.61,44,,,,European Union
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages.","29,626",30.00,30.00,1,,,,European Union
"950210 - Dolls, whether or not dressed","1,781",30.00,30.00,1,,,,European Union
"950291 -- Garments and accessories therefor, footwear and headgear",,30.00,30.00,1,,,,European Union
950299 -- Other,"6,777",30.00,30.00,1,,,,European Union
"950310 - Electric trains, including tracks, signals and other accessories therefor","6,239",30.00,30.00,1,,,,European Union
"950320 - Reduced-size (""scale'') model assembly kits, whether or not working models, excluding those of subheading 9503.10","26,314",30.00,30.00,1,,,,European Union
950330 - Other construction sets and constructional toys,"88,452",30.00,30.00,1,,,,European Union
950341 -- Stuffed,"7,287",30.00,30.00,1,,,,European Union
950349 -- Other,"4,710",30.00,30.00,1,,,,European Union
950350 - Toy musical instruments and apparatus,"13,761",30.00,30.00,1,,,,European Union
950360 - Puzzles,"32,135",30.00,30.00,1,,,,European Union
"950370 - Other toys, put up in sets or outfits","8,329",30.00,30.00,1,,,,European Union
"950380 - Other toys and models, incorporating a motor","34,492",30.00,30.00,1,,,,European Union
950390 - Other,"134,146",30.00,30.00,1,,,,European Union
950410 - Video games of a kind used with a television receiver,"84,706",30.00,30.00,1,,,,European Union
950420 - Articles and accessories for billiards,"6,750",30.00,30.00,1,,,,European Union
"950430 - Other games, operated by coins, banknotes (paper currency), discs or other similar articles, other than bowling alley equipment",,30.00,30.00,1,,,,European Union
950440 - Playing cards,,30.00,30.00,1,,,,European Union
950490 - Other,"28,451",30.00,30.00,1,,,,European Union
950510 - Articles for Christmas festivities,"16,591",30.00,30.00,1,,,,European Union
950590 - Other,"45,469",30.00,30.00,1,,,,European Union
950611 -- Skis,"1,984",25.00,25.00,1,,,,European Union
950612 -- Ski-fastenings (ski-bindings),"9,891",25.00,25.00,1,,,,European Union
950619 -- Other,"648,066",25.00,25.00,1,,,,European Union
950621 -- Sailboards,,25.00,25.00,1,,,,European Union
950629 -- Other,"246,556",25.00,25.00,1,,,,European Union
"950631 -- Clubs, complete","37,773",25.00,25.00,1,,,,European Union
950632 -- Balls,"58,604",25.00,25.00,1,,,,European Union
950639 -- Other,"282,518",25.00,25.00,1,,,,European Union
950640 - Articles and equipment for table-tennis,"87,875",25.00,25.00,1,,,,European Union
"950651 -- Lawn-tennis rackets, whether or not strung","13,202",25.00,25.00,1,,,,European Union
950659 -- Other,"129,411",25.00,25.00,1,,,,European Union
950661 -- Lawn-tennis balls,"116,888",25.00,25.00,1,,,,European Union
950662 -- Inflatable,"95,667",25.00,25.00,1,,,,European Union
950669 -- Other,"148,854",25.00,25.00,1,,,,European Union
"950670 - Ice skates and roller skates, including skating boots with skates attached",602,25.00,25.00,1,,,,European Union
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","1,478,068",25.00,25.00,1,,,,European Union
950699 -- Other,"2,130,192",25.00,25.00,1,,,,European Union
950710 - Fishing rods,,25.00,25.00,1,,,,European Union
"950720 - Fish-hooks, whether or not snelled","3,963",25.00,25.00,1,,,,European Union
950730 - Fishing reels,,25.00,25.00,1,,,,European Union
950790 - Other,"7,316",25.00,25.00,1,,,,European Union
950810 - Travelling circuses and travelling menageries,"474,899",30.00,30.00,1,,,,European Union
950890 - Other,"474,899",30.00,30.00,1,,,,European Union
,2001,"3,278,373",29.88,29.88,43,,,,European Union
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages","40,634",35.00,35.00,1,,,,European Union
"950210 - Dolls, whether or not dressed","11,898",35.00,35.00,1,,,,European Union
"950291 - - Garments and accessories therefor, footwear and headgear",,35.00,35.00,1,,,,European Union
950299 - - Other,"17,098",35.00,35.00,1,,,,European Union
"950310 - Electric trains, including tracks, signals and other accessories therefor","14,007",35.00,35.00,1,,,,European Union
"950320 - Reduced-size (""scale"") model assembly kits, whether or not working models, excluding those of subheading No. 9503.10","56,795",35.00,35.00,1,,,,European Union
950330 - Other construction sets and constructional toys,"125,950",35.00,35.00,1,,,,European Union
950341 - - Stuffed,"16,544",35.00,35.00,1,,,,European Union
950349 - - Other,"4,804",35.00,35.00,1,,,,European Union
950350 - Toy musical instruments and apparatus,"9,134",35.00,35.00,1,,,,European Union
950360 - Puzzles,"16,056",35.00,35.00,1,,,,European Union
"950370 - Other toys, put up in sets or outfits","6,830",35.00,35.00,1,,,,European Union
"950380 - Other toys and models, incorporating a motor","39,930",35.00,35.00,1,,,,European Union
950390 - Other,"106,055",35.00,35.00,1,,,,European Union
950410 - Video games of a kind used with a television receiver,"102,247",35.00,35.00,1,,,,European Union
950420 - Articles and accessories for billiards,"17,872",35.00,35.00,1,,,,European Union
"950430 - Other games, coin- or disc-operated, other than bowling alley equipment","89,659",35.00,35.00,1,,,,European Union
950440 - Playing cards,4,35.00,35.00,1,,,,European Union
950490 - Other,"233,743",35.00,35.00,1,,,,European Union
950510 - Articles for Christmas festivities,"1,864",35.00,35.00,1,,,,European Union
950590 - Other,"4,902",35.00,35.00,1,,,,European Union
950611 - - Skis,"10,406",25.00,25.00,1,,,,European Union
950612 - - Ski-fastenings (ski-bindings),,25.00,25.00,1,,,,European Union
950619 - - Other,"100,432",25.00,25.00,1,,,,European Union
950621 - - Sailboards,,25.00,25.00,1,,,,European Union
950629 - - Other,"77,928",25.00,25.00,1,,,,European Union
"950631 - - Clubs, complete","40,943",25.00,25.00,1,,,,European Union
950632 - - Balls,"54,707",25.00,25.00,1,,,,European Union
950639 - - Other,"15,102",25.00,25.00,1,,,,European Union
950640 - Articles and equipment for table-tennis,"75,112",25.00,25.00,1,,,,European Union
"950651 - - Lawn-tennis rackets, whether or not strung",,25.00,25.00,1,,,,European Union
950659 - - Other,"57,626",25.00,25.00,1,,,,European Union
950661 - - Lawn-tennis balls,"10,237",25.00,25.00,1,,,,European Union
950662 - - Inflatable,"4,530",25.00,25.00,1,,,,European Union
950669 - - Other,"28,755",25.00,25.00,1,,,,European Union
"950670 - Ice skates and roller skates, including skating boots with skates attached","1,651",25.00,25.00,1,,,,European Union
"950691 - - Articles and equipment for general physical exercise, gymnastics or athletics","684,731",25.00,25.00,1,,,,European Union
950699 - - Other,"667,855",25.00,25.00,1,,,,European Union
950710 - Fishing rods,,25.00,25.00,1,,,,European Union
"950720 - Fish-hooks, whether or not snelled","1,397",25.00,25.00,1,,,,European Union
950730 - Fishing reels,441,25.00,25.00,1,,,,European Union
950790 - Other,"2,838",25.00,25.00,1,,,,European Union
"950800 Roundabouts, swings, shooting galleries and other fairground amusements; travelling circuses, travelling menageries and travelling theatres","527,657",25.00,25.00,1,,,,European Union
,2000,"3,575,805",33.13,33.13,43,,,,European Union
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages","16,333",38.50,38.50,1,,,,European Union
"950210 - Dolls, whether or not dressed","25,812",38.50,38.50,1,,,,European Union
"950291 - - Garments and accessories therefor, footwear and headgear",53,38.50,38.50,1,,,,European Union
950299 - - Other,"5,053",38.50,38.50,1,,,,European Union
"950310 - Electric trains, including tracks, signals and other accessories therefor","70,117",38.50,38.50,1,,,,European Union
"950320 - Reduced-size (""scale"") model assembly kits, whether or not working models, excluding those of subheading No. 9503.10","53,567",38.50,38.50,1,,,,European Union
950330 - Other construction sets and constructional toys,"14,610",38.50,38.50,1,,,,European Union
950341 - - Stuffed,"1,962",38.50,38.50,1,,,,European Union
950349 - - Other,"7,698",38.50,38.50,1,,,,European Union
950350 - Toy musical instruments and apparatus,"3,829",38.50,38.50,1,,,,European Union
950360 - Puzzles,"1,479",38.50,38.50,1,,,,European Union
"950370 - Other toys, put up in sets or outfits","23,322",38.50,38.50,1,,,,European Union
"950380 - Other toys and models, incorporating a motor","14,421",38.50,38.50,1,,,,European Union
950390 - Other,"99,276",38.50,38.50,1,,,,European Union
950410 - Video games of a kind used with a television receiver,"6,399",38.50,38.50,1,,,,European Union
950420 - Articles and accessories for billiards,"43,774",38.50,38.50,1,,,,European Union
"950430 - Other games, coin- or disc-operated, other than bowling alley equipment","100,962",38.50,38.50,1,,,,European Union
950440 - Playing cards,,38.50,38.50,1,,,,European Union
950490 - Other,"317,678",38.50,38.50,1,,,,European Union
950510 - Articles for Christmas festivities,480,38.50,38.50,1,,,,European Union
950590 - Other,"123,581",38.50,38.50,1,,,,European Union
950611 - - Skis,"81,638",27.50,27.50,1,,,,European Union
950612 - - Ski-fastenings (ski-bindings),,27.50,27.50,1,,,,European Union
950619 - - Other,"149,838",27.50,27.50,1,,,,European Union
950621 - - Sailboards,,27.50,27.50,1,,,,European Union
950629 - - Other,"35,034",27.50,27.50,1,,,,European Union
"950631 - - Clubs, complete","40,368",27.50,27.50,1,,,,European Union
950632 - - Balls,"20,905",27.50,27.50,1,,,,European Union
950639 - - Other,"409,693",27.50,27.50,1,,,,European Union
950640 - Articles and equipment for table-tennis,"94,283",27.50,27.50,1,,,,European Union
"950651 - - Lawn-tennis rackets, whether or not strung","38,930",27.50,27.50,1,,,,European Union
950659 - - Other,"42,256",27.50,27.50,1,,,,European Union
950661 - - Lawn-tennis balls,"4,523",27.50,27.50,1,,,,European Union
950662 - - Inflatable,"30,058",27.50,27.50,1,,,,European Union
950669 - - Other,"98,719",27.50,27.50,1,,,,European Union
"950670 - Ice skates and roller skates, including skating boots with skates attached","1,171",27.50,27.50,1,,,,European Union
"950691 - - Articles and equipment for general physical exercise, gymnastics or athletics","770,855",27.50,27.50,1,,,,European Union
950699 - - Other,"365,400",27.50,27.50,1,,,,European Union
950710 - Fishing rods,,27.50,27.50,1,,,,European Union
"950720 - Fish-hooks, whether or not snelled","3,946",27.50,27.50,1,,,,European Union
950730 - Fishing reels,,27.50,27.50,1,,,,European Union
950790 - Other,18,27.50,27.50,1,,,,European Union
"950800 Roundabouts, swings, shooting galleries and other fairground amusements; travelling circuses, travelling menageries and travelling theatres","457,765",38.50,38.50,1,,,,European Union
,1999,"3,359,423",27.50,27.50,43,,,,European Union
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages","42,138",27.50,27.50,1,,,,European Union
"950210 - Dolls, whether or not dressed","31,318",27.50,27.50,1,,,,European Union
"950291 - - Garments and accessories therefor, footwear and headgear","17,266",27.50,27.50,1,,,,European Union
950299 - - Other,"2,701",27.50,27.50,1,,,,European Union
"950310 - Electric trains, including tracks, signals and other accessories therefor","51,106",27.50,27.50,1,,,,European Union
"950320 - Reduced-size (""scale"") model assembly kits, whether or not working models, excluding those of subheading No. 9503.10","47,221",27.50,27.50,1,,,,European Union
950330 - Other construction sets and constructional toys,"137,688",27.50,27.50,1,,,,European Union
950341 - - Stuffed,,27.50,27.50,1,,,,European Union
950349 - - Other,"35,536",27.50,27.50,1,,,,European Union
950350 - Toy musical instruments and apparatus,163,27.50,27.50,1,,,,European Union
950360 - Puzzles,,27.50,27.50,1,,,,European Union
"950370 - Other toys, put up in sets or outfits","26,365",27.50,27.50,1,,,,European Union
"950380 - Other toys and models, incorporating a motor","15,847",27.50,27.50,1,,,,European Union
950390 - Other,"210,548",27.50,27.50,1,,,,European Union
950410 - Video games of a kind used with a television receiver,"46,349",27.50,27.50,1,,,,European Union
950420 - Articles and accessories for billiards,"212,067",27.50,27.50,1,,,,European Union
"950430 - Other games, coin- or disc-operated, other than bowling alley equipment","94,774",27.50,27.50,1,,,,European Union
950440 - Playing cards,"2,627",27.50,27.50,1,,,,European Union
950490 - Other,"254,657",27.50,27.50,1,,,,European Union
950510 - Articles for Christmas festivities,"5,475",27.50,27.50,1,,,,European Union
950590 - Other,"171,507",27.50,27.50,1,,,,European Union
950611 - - Skis,"124,298",27.50,27.50,1,,,,European Union
950612 - - Ski-fastenings (ski-bindings),"5,064",27.50,27.50,1,,,,European Union
950619 - - Other,"107,102",27.50,27.50,1,,,,European Union
950621 - - Sailboards,,27.50,27.50,1,,,,European Union
950629 - - Other,"23,438",27.50,27.50,1,,,,European Union
"950631 - - Clubs, complete","37,579",27.50,27.50,1,,,,European Union
