Importer,Year,Value,Ad val. duties,Number of lines,Russian Federation
,(US$),Simple average,MFN duties,Pref. duties,Russian Federation
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Russian Federation
390791 - - Unsaturated,,10.00,10.00,6,,,,Russian Federation
390799 - - Other,,10.00,10.00,3,,,,Russian Federation
"390810 - Polyamide-6, -11, -12, -6,6, -6,9, -6,10 or -6,12",,10.00,10.00,2,,,,Russian Federation
390890 - Other,,10.00,10.00,3,,,,Russian Federation
390910 - Urea resins; thiourea resins,,10.00,10.00,2,,,,Russian Federation
390920 - Melamine resins,,10.00,10.00,2,,,,Russian Federation
"390931 - - Poly(methylene phenyl isocyanate) (crude MDI, polymeric MDI)",,10.00,10.00,1,,,,Russian Federation
390939 - - Other,,10.00,10.00,2,,,,Russian Federation
390940 - Phenolic resins,,10.00,10.00,7,,,,Russian Federation
390950 - Polyurethanes,,10.00,10.00,1,,,,Russian Federation
391000 Silicones in primary forms.,,10.00,10.00,3,,,,Russian Federation
"391110 - Petroleum resins, coumarone, indene or coumarone-indene resins and polyterpenes",,10.00,10.00,2,,,,Russian Federation
391190 - Other,,10.00,10.00,2,,,,Russian Federation
391211 - - Non-plasticised,,10.00,10.00,5,,,,Russian Federation
391212 - - Plasticised,,10.00,10.00,4,,,,Russian Federation
391220 - Cellulose nitrates (including collodions),,10.00,10.00,4,,,,Russian Federation
391231 - - Carboxymethylcellulose and its salts,,10.00,10.00,1,,,,Russian Federation
391239 - - Other,,10.00,10.00,6,,,,Russian Federation
391290 - Other,,10.00,10.00,3,,,,Russian Federation
"391310 - Alginic acid, its salts and esters",,10.00,10.00,2,,,,Russian Federation
391390 - Other,,10.00,10.00,5,,,,Russian Federation
"391400 Ion-exchangers based on polymers of headings 39.01 to 39.13, in primary forms.",,10.00,10.00,3,,,,Russian Federation
391510 - Of polymers of ethylene,,10.00,10.00,1,,,,Russian Federation
391520 - Of polymers of styrene,,10.00,10.00,1,,,,Russian Federation
391530 - Of polymers of vinyl chloride,,10.00,10.00,2,,,,Russian Federation
391590 - Of other plastics,,10.00,10.00,17,,,,Russian Federation
391610 - Of polymers of ethylene,,10.00,10.00,3,,,,Russian Federation
391620 - Of polymers of vinyl chloride,,10.00,10.00,4,,,,Russian Federation
391690 - Of other plastics,,10.00,10.00,17,,,,Russian Federation
391710 - Artificial guts (sausage casings) of hardened protein or of cellulosic materials,,10.00,10.00,2,,,,Russian Federation
391721 - - Of polymers of ethylene,,10.00,10.00,2,,,,Russian Federation
391722 - - Of polymers of propylene,,10.00,10.00,1,,,,Russian Federation
391723 - - Of polymers of vinyl chloride,,10.00,10.00,2,,,,Russian Federation
391729 - - Of other plastics,,10.00,10.00,6,,,,Russian Federation
"391731 - - Flexible tubes, pipes and hoses, having a minimum burst pressure of 27.6 MPa",,10.00,10.00,1,,,,Russian Federation
"391732 - - Other, not reinforced or otherwise combined with other materials, without fittings",,10.00,10.00,3,,,,Russian Federation
"391733 - - Other, not reinforced or otherwise combined with other materials, with fittings",,10.00,10.00,1,,,,Russian Federation
391739 - - Other,,10.00,10.00,3,,,,Russian Federation
391740 - Fittings,,10.00,10.00,1,,,,Russian Federation
391810 - Of polymers of vinyl chloride,,10.00,10.00,2,,,,Russian Federation
391890 - Of other plastics,,10.00,10.00,3,,,,Russian Federation
391910 - In rolls of a width not exceeding 20 cm,,10.00,10.00,1,,,,Russian Federation
391990 - Other,,11.67,11.67,3,,,,Russian Federation
392010 - Of polymers of ethylene,,10.00,10.00,6,,,,Russian Federation
392020 - Of polymers of propylene,,10.00,10.00,3,,,,Russian Federation
392030 - Of polymers of styrene,,10.00,10.00,3,,,,Russian Federation
392043 - - Containing by weight not less than 6 % of plasticisers,,10.00,10.00,1,,,,Russian Federation
392049 - - Other,,10.00,10.00,1,,,,Russian Federation
392051 - - Of poly(methyl methacrylate),,10.00,10.00,6,,,,Russian Federation
392059 - - Other,,10.00,10.00,6,,,,Russian Federation
392061 - - Of polycarbonates,,10.00,10.00,3,,,,Russian Federation
392062 - - Of poly(ethylene terephthalate),,10.00,10.00,3,,,,Russian Federation
392063 - - Of unsaturated polyesters,,10.00,10.00,3,,,,Russian Federation
392069 - - Of other polyesters,,10.00,10.00,12,,,,Russian Federation
392071 - - Of regenerated cellulose,,10.00,10.00,7,,,,Russian Federation
392073 - - Of cellulose acetate,,10.00,10.00,9,,,,Russian Federation
392079 - - Of other cellulose derivatives,,10.00,10.00,6,,,,Russian Federation
392091 - - Of poly(vinyl butyral),,10.00,10.00,3,,,,Russian Federation
392092 - - Of polyamides,,10.00,10.00,6,,,,Russian Federation
392093 - - Of amino-resins,,10.00,10.00,3,,,,Russian Federation
392094 - - Of phenolic resins,,10.00,10.00,3,,,,Russian Federation
392099 - - Of other plastics,,10.26,10.26,19,,,,Russian Federation
392111 - - Of polymers of styrene,,10.00,10.00,1,,,,Russian Federation
392112 - - Of polymers of vinyl chloride,,10.00,10.00,1,,,,Russian Federation
392113 - - Of polyurethanes,,10.00,10.00,2,,,,Russian Federation
392114 - - Of regenerated cellulose,,10.00,10.00,1,,,,Russian Federation
392119 - - Of other plastics,,10.00,10.00,1,,,,Russian Federation
392190 - Other,,10.00,10.00,22,,,,Russian Federation
"392210 - Baths, shower-baths, sinks and wash-basins",,10.00,10.00,1,,,,Russian Federation
392220 - Lavatory seats and covers,,10.00,10.00,1,,,,Russian Federation
392290 - Other,,10.00,10.00,1,,,,Russian Federation
"392310 - Boxes, cases, crates and similar articles",,10.00,10.00,5,,,,Russian Federation
392321 - - Of polymers of ethylene,,10.00,10.00,1,,,,Russian Federation
392329 - - Of other plastics,,10.00,10.00,2,,,,Russian Federation
"392330 - Carboys, bottles, flasks and similar articles",,10.00,10.00,2,,,,Russian Federation
"392340 - Spools, cops, bobbins and similar supports",,10.00,10.00,1,,,,Russian Federation
"392350 - Stoppers, lids, caps and other closures",,10.00,10.00,2,,,,Russian Federation
392390 - Other,,10.00,10.00,3,,,,Russian Federation
392410 - Tableware and kitchenware,,10.00,10.00,2,,,,Russian Federation
392490 - Other,,10.00,10.00,3,,,,Russian Federation
"392510 - Reservoirs, tanks, vats and similar containers, of a capacity exceeding 300 l",,10.00,10.00,1,,,,Russian Federation
"392520 - Doors, windows and their frames and thresholds for doors",,10.00,10.00,1,,,,Russian Federation
"392530 - Shutters, blinds (including Venetian blinds) and similar articles and parts thereof",,10.00,10.00,1,,,,Russian Federation
392590 - Other,,10.00,10.00,2,,,,Russian Federation
392610 - Office or school supplies,,10.00,10.00,4,,,,Russian Federation
"392620 - Articles of apparel and clothing accessories (including gloves, mittens and mitts)",,10.00,10.00,10,,,,Russian Federation
"392630 - Fittings for furniture, coachwork or the like",,10.00,10.00,2,,,,Russian Federation
392640 - Statuettes and other ornamental articles,,10.00,10.00,13,,,,Russian Federation
392690 - Other,,10.63,10.63,16,,,,Russian Federation
,2017,,9.15,9.15,414,,,,Russian Federation
390110 - Polyethylene having a specific gravity of less than 0.94,,7.50,7.50,2,,,,Russian Federation
390120 - Polyethylene having a specific gravity of 0.94 or more,,7.50,7.50,1,,,,Russian Federation
390130 - Ethylene-vinyl acetate copolymers,,7.50,7.50,1,,,,Russian Federation
"390140 - Ethylene-alpha-olefin copolymers, having a specific gravity of less than 0.94",,10.00,10.00,1,,,,Russian Federation
390190 - Other,,7.50,7.50,2,,,,Russian Federation
390210 - Polypropylene,,7.50,7.50,1,,,,Russian Federation
390220 - Polyisobutylene,,7.50,7.50,1,,,,Russian Federation
390230 - Propylene copolymers,,7.50,7.50,1,,,,Russian Federation
390290 - Other,,7.50,7.50,1,,,,Russian Federation
390311 - - Expansible,,7.50,7.50,1,,,,Russian Federation
390319 - - Other,,7.50,7.50,2,,,,Russian Federation
390320 - Styrene-acrylonitrile (SAN) copolymers,,7.50,7.50,1,,,,Russian Federation
390330 - Acrylonitrile-butadiene-styrene (ABS) copolymers,,7.50,7.50,1,,,,Russian Federation
390390 - Other,,7.50,7.50,3,,,,Russian Federation
"390410 - Poly(vinyl chloride), not mixed with any other substances",,7.50,7.50,2,,,,Russian Federation
390421 - - Non-plasticised,,7.50,7.50,2,,,,Russian Federation
390422 - - Plasticised,,7.50,7.50,2,,,,Russian Federation
390430 - Vinyl chloride-vinyl acetate copolymers,,7.50,7.50,2,,,,Russian Federation
390440 - Other vinyl chloride copolymers,,7.50,7.50,1,,,,Russian Federation
390450 - Vinylidene chloride polymers,,7.50,7.50,2,,,,Russian Federation
390461 - - Polytetrafluoroethylene,,7.50,7.50,1,,,,Russian Federation
390469 - - Other,,7.50,7.50,2,,,,Russian Federation
390490 - Other,,7.50,7.50,1,,,,Russian Federation
390512 - - In aqueous dispersion,,7.50,7.50,3,,,,Russian Federation
390519 - - Other,,7.50,7.50,3,,,,Russian Federation
390521 - - In aqueous dispersion,,7.50,7.50,1,,,,Russian Federation
390529 - - Other,,7.50,7.50,1,,,,Russian Federation
"390530 - Poly(vinyl alcohol), whether or not containing unhydrolysed acetate groups",,7.50,7.50,1,,,,Russian Federation
390591 - - Copolymers,,7.50,7.50,1,,,,Russian Federation
390599 - - Other,,7.50,7.50,2,,,,Russian Federation
390610 - Poly(methyl methacrylate),,7.50,7.50,2,,,,Russian Federation
390690 - Other,,7.50,7.50,4,,,,Russian Federation
390710 - Polyacetals,,7.50,7.50,1,,,,Russian Federation
390720 - Other polyethers,,7.50,7.50,2,,,,Russian Federation
390730 - Epoxide resins,,7.50,7.50,2,,,,Russian Federation
390740 - Polycarbonates,,7.50,7.50,1,,,,Russian Federation
390750 - Alkyd resins,,7.50,7.50,1,,,,Russian Federation
390761 - - Having a viscosity number of 78 ml/g or higher,,10.00,10.00,1,,,,Russian Federation
390769 - - Other,,10.00,10.00,3,,,,Russian Federation
390770 - Poly(lactic acid),,7.50,7.50,1,,,,Russian Federation
390791 - - Unsaturated,,7.50,7.50,6,,,,Russian Federation
390799 - - Other,,7.50,7.50,3,,,,Russian Federation
"390810 - Polyamide-6, -11, -12, -6,6, -6,9, -6,10 or -6,12",,10.00,10.00,2,,,,Russian Federation
390890 - Other,,10.00,10.00,3,,,,Russian Federation
390910 - Urea resins; thiourea resins,,7.50,7.50,2,,,,Russian Federation
390920 - Melamine resins,,7.50,7.50,2,,,,Russian Federation
"390931 - - Poly(methylene phenyl isocyanate) (crude MDI, polymeric MDI)",,10.00,10.00,1,,,,Russian Federation
390939 - - Other,,10.00,10.00,2,,,,Russian Federation
390940 - Phenolic resins,,7.50,7.50,7,,,,Russian Federation
390950 - Polyurethanes,,7.50,7.50,1,,,,Russian Federation
391000 Silicones in primary forms.,,7.50,7.50,3,,,,Russian Federation
"391110 - Petroleum resins, coumarone, indene or coumarone-indene resins and polyterpenes",,7.50,7.50,2,,,,Russian Federation
391190 - Other,,7.50,7.50,2,,,,Russian Federation
391211 - - Non-plasticised,,7.50,7.50,5,,,,Russian Federation
391212 - - Plasticised,,7.50,7.50,4,,,,Russian Federation
391220 - Cellulose nitrates (including collodions),,7.50,7.50,4,,,,Russian Federation
391231 - - Carboxymethylcellulose and its salts,,7.50,7.50,1,,,,Russian Federation
391239 - - Other,,7.50,7.50,6,,,,Russian Federation
391290 - Other,,7.50,7.50,3,,,,Russian Federation
"391310 - Alginic acid, its salts and esters",,7.50,7.50,2,,,,Russian Federation
391390 - Other,,7.50,7.50,5,,,,Russian Federation
"391400 Ion-exchangers based on polymers of headings 39.01 to 39.13, in primary forms.",,7.50,7.50,3,,,,Russian Federation
391510 - Of polymers of ethylene,,7.50,7.50,1,,,,Russian Federation
391520 - Of polymers of styrene,,7.50,7.50,1,,,,Russian Federation
391530 - Of polymers of vinyl chloride,,7.50,7.50,2,,,,Russian Federation
391590 - Of other plastics,,7.50,7.50,17,,,,Russian Federation
391610 - Of polymers of ethylene,,10.00,10.00,3,,,,Russian Federation
391620 - Of polymers of vinyl chloride,,10.00,10.00,4,,,,Russian Federation
391690 - Of other plastics,,10.00,10.00,17,,,,Russian Federation
391710 - Artificial guts (sausage casings) of hardened protein or of cellulosic materials,,10.00,10.00,2,,,,Russian Federation
391721 - - Of polymers of ethylene,,10.00,10.00,2,,,,Russian Federation
391722 - - Of polymers of propylene,,10.00,10.00,1,,,,Russian Federation
391723 - - Of polymers of vinyl chloride,,10.00,10.00,2,,,,Russian Federation
391729 - - Of other plastics,,10.00,10.00,6,,,,Russian Federation
"391731 - - Flexible tubes, pipes and hoses, having a minimum burst pressure of 27.6 MPa",,10.00,10.00,1,,,,Russian Federation
"391732 - - Other, not reinforced or otherwise combined with other materials, without fittings",,10.00,10.00,3,,,,Russian Federation
"391733 - - Other, not reinforced or otherwise combined with other materials, with fittings",,10.00,10.00,1,,,,Russian Federation
391739 - - Other,,10.00,10.00,3,,,,Russian Federation
391740 - Fittings,,10.00,10.00,1,,,,Russian Federation
391810 - Of polymers of vinyl chloride,,10.00,10.00,2,,,,Russian Federation
391890 - Of other plastics,,10.00,10.00,3,,,,Russian Federation
391910 - In rolls of a width not exceeding 20 cm,,10.00,10.00,1,,,,Russian Federation
391990 - Other,,10.00,10.00,3,,,,Russian Federation
392010 - Of polymers of ethylene,,10.00,10.00,6,,,,Russian Federation
392020 - Of polymers of propylene,,10.00,10.00,3,,,,Russian Federation
392030 - Of polymers of styrene,,10.00,10.00,3,,,,Russian Federation
392043 - - Containing by weight not less than 6 % of plasticisers,,10.00,10.00,1,,,,Russian Federation
392049 - - Other,,10.00,10.00,1,,,,Russian Federation
392051 - - Of poly(methyl methacrylate),,10.00,10.00,6,,,,Russian Federation
392059 - - Other,,10.00,10.00,6,,,,Russian Federation
392061 - - Of polycarbonates,,10.00,10.00,3,,,,Russian Federation
392062 - - Of poly(ethylene terephthalate),,10.00,10.00,3,,,,Russian Federation
392063 - - Of unsaturated polyesters,,10.00,10.00,3,,,,Russian Federation
392069 - - Of other polyesters,,10.00,10.00,12,,,,Russian Federation
392071 - - Of regenerated cellulose,,10.00,10.00,7,,,,Russian Federation
392073 - - Of cellulose acetate,,10.00,10.00,9,,,,Russian Federation
392079 - - Of other cellulose derivatives,,10.00,10.00,6,,,,Russian Federation
392091 - - Of poly(vinyl butyral),,10.00,10.00,3,,,,Russian Federation
392092 - - Of polyamides,,10.00,10.00,6,,,,Russian Federation
392093 - - Of amino-resins,,10.00,10.00,3,,,,Russian Federation
392094 - - Of phenolic resins,,10.00,10.00,3,,,,Russian Federation
392099 - - Of other plastics,,10.00,10.00,19,,,,Russian Federation
392111 - - Of polymers of styrene,,10.00,10.00,1,,,,Russian Federation
392112 - - Of polymers of vinyl chloride,,10.00,10.00,1,,,,Russian Federation
392113 - - Of polyurethanes,,10.00,10.00,2,,,,Russian Federation
392114 - - Of regenerated cellulose,,10.00,10.00,1,,,,Russian Federation
392119 - - Of other plastics,,10.00,10.00,1,,,,Russian Federation
392190 - Other,,10.00,10.00,22,,,,Russian Federation
"392210 - Baths, shower-baths, sinks and wash-basins",,10.00,10.00,1,,,,Russian Federation
392220 - Lavatory seats and covers,,10.00,10.00,1,,,,Russian Federation
392290 - Other,,10.00,10.00,1,,,,Russian Federation
"392310 - Boxes, cases, crates and similar articles",,10.00,10.00,5,,,,Russian Federation
392321 - - Of polymers of ethylene,,10.00,10.00,1,,,,Russian Federation
392329 - - Of other plastics,,10.00,10.00,2,,,,Russian Federation
"392330 - Carboys, bottles, flasks and similar articles",,10.00,10.00,2,,,,Russian Federation
"392340 - Spools, cops, bobbins and similar supports",,10.00,10.00,1,,,,Russian Federation
"392350 - Stoppers, lids, caps and other closures",,10.00,10.00,2,,,,Russian Federation
392390 - Other,,10.00,10.00,3,,,,Russian Federation
392410 - Tableware and kitchenware,,10.00,10.00,2,,,,Russian Federation
392490 - Other,,10.00,10.00,3,,,,Russian Federation
"392510 - Reservoirs, tanks, vats and similar containers, of a capacity exceeding 300 l",,10.00,10.00,1,,,,Russian Federation
"392520 - Doors, windows and their frames and thresholds for doors",,10.00,10.00,1,,,,Russian Federation
"392530 - Shutters, blinds (including Venetian blinds) and similar articles and parts thereof",,10.00,10.00,1,,,,Russian Federation
392590 - Other,,10.00,10.00,2,,,,Russian Federation
392610 - Office or school supplies,,10.00,10.00,4,,,,Russian Federation
"392620 - Articles of apparel and clothing accessories (including gloves, mittens and mitts)",,10.00,10.00,10,,,,Russian Federation
"392630 - Fittings for furniture, coachwork or the like",,10.00,10.00,2,,,,Russian Federation
392640 - Statuettes and other ornamental articles,,10.00,10.00,13,,,,Russian Federation
392690 - Other,,10.00,10.00,16,,,,Russian Federation
,2016,"72,811,723",9.11,9.11,411,,,,Russian Federation
390110 - Polyethylene having a specific gravity of less than 0.94,"166,822",7.50,7.50,2,,,,Russian Federation
390120 - Polyethylene having a specific gravity of 0.94 or more,,7.50,7.50,1,,,,Russian Federation
390130 - Ethylene-vinyl acetate copolymers,,7.50,7.50,1,,,,Russian Federation
390190 - Other,,7.50,7.50,2,,,,Russian Federation
390210 - Polypropylene,"956,255",7.50,7.50,1,,,,Russian Federation
390220 - Polyisobutylene,"21,074",7.50,7.50,1,,,,Russian Federation
390230 - Propylene copolymers,,7.50,7.50,1,,,,Russian Federation
390290 - Other,"121,174",7.50,7.50,1,,,,Russian Federation
390311 -- Expansible,,7.50,7.50,1,,,,Russian Federation
390319 -- Other,,7.50,7.50,2,,,,Russian Federation
390320 - Styrene-acrylonitrile (SAN) copolymers,,7.50,7.50,1,,,,Russian Federation
390330 - Acrylonitrile-butadiene-styrene (ABS) copolymers,,7.50,7.50,1,,,,Russian Federation
390390 - Other,,7.50,7.50,3,,,,Russian Federation
"390410 - Poly(vinyl chloride), not mixed with any other substances","5,313,854",7.50,7.50,2,,,,Russian Federation
390421 -- Non-plasticised,"18,694,155",7.50,7.50,2,,,,Russian Federation
390422 -- Plasticised,,7.50,7.50,2,,,,Russian Federation
390430 - Vinyl chloride-vinyl acetate copolymers,"290,710",7.50,7.50,2,,,,Russian Federation
390440 - Other vinyl chloride copolymers,,7.50,7.50,1,,,,Russian Federation
390450 - Vinylidene chloride polymers,,7.50,7.50,2,,,,Russian Federation
390461 -- Polytetrafluoroethylene,"2,080,322",7.50,7.50,1,,,,Russian Federation
390469 -- Other,,7.50,7.50,2,,,,Russian Federation
390490 - Other,,7.50,7.50,1,,,,Russian Federation
390512 -- In aqueous dispersion,,7.50,7.50,3,,,,Russian Federation
390519 -- Other,,7.50,7.50,3,,,,Russian Federation
390521 -- In aqueous dispersion,,7.50,7.50,1,,,,Russian Federation
390529 -- Other,,7.50,7.50,1,,,,Russian Federation
"390530 - Poly(vinyl alcohol), whether or not containing unhydrolysed acetate groups",,7.50,7.50,1,,,,Russian Federation
390591 -- Copolymers,,7.50,7.50,1,,,,Russian Federation
390599 -- Other,,7.50,7.50,2,,,,Russian Federation
390610 - Poly(methyl methacrylate),,7.50,7.50,2,,,,Russian Federation
390690 - Other,"46,449",7.50,7.50,4,,,,Russian Federation
390710 - Polyacetals,,7.50,7.50,1,,,,Russian Federation
390720 - Other polyethers,"760,591",7.50,7.50,2,,,,Russian Federation
390730 - Epoxide resins,"2,203",7.50,7.50,2,,,,Russian Federation
390740 - Polycarbonates,,7.50,7.50,1,,,,Russian Federation
390750 - Alkyd resins,,7.50,7.50,1,,,,Russian Federation
390760 - Poly(ethylene terephthalate),,7.50,7.50,3,,,,Russian Federation
390770 - Poly(lactic acid),,7.50,7.50,1,,,,Russian Federation
390791 -- Unsaturated,,7.50,7.50,6,,,,Russian Federation
390799 -- Other,"140,072",7.50,7.50,3,,,,Russian Federation
"390810 - Polyamide-6, -11, -12, -6,6, -6,9, -6,10 or -6,12","27,695,499",10.00,10.00,2,,,,Russian Federation
390890 - Other,"15,051,934",10.00,10.00,3,,,,Russian Federation
390910 - Urea resins; thiourea resins,,7.50,7.50,2,,,,Russian Federation
390920 - Melamine resins,"28,539",7.50,7.50,2,,,,Russian Federation
390930 - Other amino-resins,,7.50,7.50,2,,,,Russian Federation
390940 - Phenolic resins,"1,730",7.50,7.50,7,,,,Russian Federation
390950 - Polyurethanes,,7.50,7.50,1,,,,Russian Federation
391000 Silicones in primary forms.,489,7.50,7.50,3,,,,Russian Federation
"391110 - Petroleum resins, coumarone, indene or coumarone-indene resins and polyterpenes","34,745",7.50,7.50,2,,,,Russian Federation
391190 - Other,,7.50,7.50,2,,,,Russian Federation
391211 -- Non-plasticised,,7.50,7.50,5,,,,Russian Federation
391212 -- Plasticised,,7.50,7.50,4,,,,Russian Federation
391220 - Cellulose nitrates (including collodions),,7.50,7.50,4,,,,Russian Federation
391231 -- Carboxymethylcellulose and its salts,42,7.50,7.50,1,,,,Russian Federation
391239 -- Other,,7.50,7.50,6,,,,Russian Federation
391290 - Other,,7.50,7.50,3,,,,Russian Federation
"391310 - Alginic acid, its salts and esters",,7.50,7.50,2,,,,Russian Federation
391390 - Other,,7.50,7.50,5,,,,Russian Federation
"391400 Ion-exchangers based on polymers of headings 39.01 to 39.13, in primary forms.",,7.50,7.50,3,,,,Russian Federation
391510 - Of polymers of ethylene,,7.50,7.50,1,,,,Russian Federation
391520 - Of polymers of styrene,,7.50,7.50,1,,,,Russian Federation
391530 - Of polymers of vinyl chloride,,7.50,7.50,2,,,,Russian Federation
391590 - Of other plastics,"3,394",7.50,7.50,17,,,,Russian Federation
391610 - Of polymers of ethylene,,10.00,10.00,3,,,,Russian Federation
391620 - Of polymers of vinyl chloride,,10.00,10.00,4,,,,Russian Federation
391690 - Of other plastics,,10.00,10.00,17,,,,Russian Federation
391710 - Artificial guts (sausage casings) of hardened protein or of cellulosic materials,,10.00,10.00,2,,,,Russian Federation
391721 -- Of polymers of ethylene,,10.00,10.00,2,,,,Russian Federation
391722 -- Of polymers of propylene,,10.00,10.00,1,,,,Russian Federation
391723 -- Of polymers of vinyl chloride,185,10.00,10.00,2,,,,Russian Federation
391729 -- Of other plastics,,10.00,10.00,6,,,,Russian Federation
"391731 -- Flexible tubes, pipes and hoses, having a minimum burst pressure of 27.6 MPa","1,268",10.00,10.00,1,,,,Russian Federation
"391732 -- Other, not reinforced or otherwise combined with other materials, without fittings","227,774",10.00,10.00,3,,,,Russian Federation
"391733 -- Other, not reinforced or otherwise combined with other materials, with fittings",,10.00,10.00,1,,,,Russian Federation
391739 -- Other,"6,587",10.00,10.00,3,,,,Russian Federation
391740 - Fittings,,10.00,10.00,1,,,,Russian Federation
391810 - Of polymers of vinyl chloride,,10.00,10.00,2,,,,Russian Federation
391890 - Of other plastics,,10.00,10.00,3,,,,Russian Federation
391910 - In rolls of a width not exceeding 20 cm,,10.00,10.00,1,,,,Russian Federation
391990 - Other,"309,787",10.00,10.00,3,,,,Russian Federation
392010 - Of polymers of ethylene,757,10.00,10.00,6,,,,Russian Federation
392020 - Of polymers of propylene,837,10.00,10.00,3,,,,Russian Federation
392030 - Of polymers of styrene,,10.00,10.00,3,,,,Russian Federation
392043 -- Containing by weight not less than 6 % of plasticisers,,10.00,10.00,1,,,,Russian Federation
392049 -- Other,679,10.00,10.00,1,,,,Russian Federation
392051 -- Of poly(methyl methacrylate),"217,936",10.00,10.00,6,,,,Russian Federation
392059 -- Other,,10.00,10.00,6,,,,Russian Federation
392061 -- Of polycarbonates,,10.00,10.00,3,,,,Russian Federation
392062 -- Of poly(ethylene terephthalate),,10.00,10.00,3,,,,Russian Federation
392063 -- Of unsaturated polyesters,,10.00,10.00,3,,,,Russian Federation
392069 -- Of other polyesters,"4,661",10.00,10.00,12,,,,Russian Federation
392071 -- Of regenerated cellulose,,10.00,10.00,7,,,,Russian Federation
392073 -- Of cellulose acetate,,10.00,10.00,9,,,,Russian Federation
392079 -- Of other cellulose derivatives,,10.00,10.00,6,,,,Russian Federation
392091 -- Of poly(vinyl butyral),,10.00,10.00,3,,,,Russian Federation
392092 -- Of polyamides,"87,923",10.00,10.00,6,,,,Russian Federation
392093 -- Of amino-resins,,10.00,10.00,3,,,,Russian Federation
392094 -- Of phenolic resins,,10.00,10.00,3,,,,Russian Federation
392099 -- Of other plastics,,10.00,10.00,19,,,,Russian Federation
392111 -- Of polymers of styrene,,10.00,10.00,1,,,,Russian Federation
392112 -- Of polymers of vinyl chloride,,10.00,10.00,1,,,,Russian Federation
392113 -- Of polyurethanes,,10.00,10.00,2,,,,Russian Federation
392114 -- Of regenerated cellulose,,10.00,10.00,1,,,,Russian Federation
392119 -- Of other plastics,,10.00,10.00,1,,,,Russian Federation
392190 - Other,4,10.00,10.00,22,,,,Russian Federation
"392210 - Baths, shower-baths, sinks and wash-basins",,10.00,10.00,1,,,,Russian Federation
392220 - Lavatory seats and covers,,10.00,10.00,1,,,,Russian Federation
