Importer,Year,Value,Ad val. duties,Number of lines,United States of America
,(US$),Simple average,MFN duties,Pref. duties,United States of America
,MFN,Best,All items,Non ad val.,All items,Non ad val.,United States of America
"392310 - Boxes, cases, crates and similar articles","72,913,618",6.50,6.50,1,,,,United States of America
392321 -- Of polymers of ethylene,"52,684,118",6.50,6.50,1,,,,United States of America
392329 -- Of other plastics,"25,515,582",6.50,6.50,2,,,,United States of America
"392330 - Carboys, bottles, flasks and similar articles","132,915,142",6.50,6.50,2,,,,United States of America
"392340 - Spools, cops, bobbins and similar supports","3,566,761",5.90,5.90,2,,,,United States of America
"392350 - Stoppers, lids, caps and other closures","115,930,291",6.50,6.50,2,,,,United States of America
392390 - Other,"64,456,611",6.50,6.50,1,,,,United States of America
392410 - Tableware and kitchenware,"55,896,894",6.50,6.50,1,,,,United States of America
392490 - Other,"26,479,612",6.50,6.50,1,,,,United States of America
"392510 - Reservoirs, tanks, vats and similar containers, of a capacity exceeding 300 l","1,459,839",6.50,6.50,1,,,,United States of America
"392520 - Doors, windows and their frames and thresholds for doors","1,099,882",6.50,6.50,1,,,,United States of America
"392530 - Shutters, blinds (including Venetian blinds) and similar articles and parts thereof","4,408,818",6.50,6.50,1,,,,United States of America
392590 - Other,"20,488,429",6.50,6.50,3,,,,United States of America
392610 - Office or school supplies,"5,780,676",6.50,6.50,1,,,,United States of America
"392620 - Articles of apparel and clothing accessories (including gloves, mittens and mitts)","4,197,964",6.50,6.50,1,,,,United States of America
"392630 - Fittings for furniture, coachwork or the like","13,141,709",6.50,6.50,1,,,,United States of America
392640 - Statuettes and other ornamental articles,"9,272,790",6.50,6.50,1,,,,United States of America
392690 - Other,"828,393,291",6.50,6.50,3,,,,United States of America
,2012,"6,832,508,865",5.53,5.53,205,,,,United States of America
390110 - Polyethylene having a specific gravity of less than 0.94,"103,325,623",6.50,6.50,2,,,,United States of America
390120 - Polyethylene having a specific gravity of 0.94 or more,"88,171,994",3.25,3.25,2,,,,United States of America
390130 - Ethylene-vinyl acetate copolymers,"27,006,530",6.50,6.50,1,,,,United States of America
390190 - Other,"336,223,152",3.25,3.25,2,,,,United States of America
390210 - Polypropylene,"61,388,036",6.50,6.50,1,,,,United States of America
390220 - Polyisobutylene,"24,944,474",6.50,6.50,1,,,,United States of America
390230 - Propylene copolymers,"77,993,334",6.50,6.50,1,,,,United States of America
390290 - Other,"120,762,317",2.17,2.17,3,,,,United States of America
390311 -- Expansible,"581,550",6.50,6.50,1,,,,United States of America
390319 -- Other,"11,298,004",6.50,6.50,1,,,,United States of America
390320 - Styrene-acrylonitrile (SAN) copolymers,"4,881,276",6.50,6.50,1,,,,United States of America
390330 - Acrylonitrile-butadiene-styrene (ABS) copolymers,"13,852,093",6.50,6.50,1,,,,United States of America
390390 - Other,"65,961,954",2.17,2.17,3,,,,United States of America
"390410 - Poly(vinyl chloride), not mixed with any other substances","26,875,310",6.50,6.50,1,,,,United States of America
390421 -- Non-plasticised,"1,423,605",6.50,6.50,1,,,,United States of America
390422 -- Plasticised,"5,334,922",6.50,6.50,1,,,,United States of America
390430 - Vinyl chloride-vinyl acetate copolymers,"194,666",6.50,6.50,1,,,,United States of America
390440 - Other vinyl chloride copolymers,"1,308,105",6.50,6.50,1,,,,United States of America
390450 - Vinylidene chloride polymers,"2,736,722",3.25,3.25,2,,,,United States of America
390461 -- Polytetrafluoroethylene,"37,895,415",6.50,6.50,1,,,,United States of America
390469 -- Other,"103,398,710",4.33,4.33,3,,,,United States of America
390490 - Other,"4,683,136",6.50,6.50,1,,,,United States of America
390512 -- In aqueous dispersion,"1,189,036",6.50,6.50,1,,,,United States of America
390519 -- Other,"4,140,168",6.50,6.50,1,,,,United States of America
390521 -- In aqueous dispersion,"146,645",6.50,6.50,1,,,,United States of America
390529 -- Other,"338,933",6.50,6.50,1,,,,United States of America
"390530 - Poly(vinyl alcohol), whether or not containing unhydrolysed acetate groups","36,853,172",6.50,6.50,1,,,,United States of America
390591 -- Copolymers,"12,983,440",6.50,6.50,1,,,,United States of America
390599 -- Other,"138,723,224",3.25,3.25,2,,,,United States of America
390610 - Poly(methyl methacrylate),"12,371,208",6.50,6.50,1,,,,United States of America
390690 - Other,"228,327,064",0.93,0.93,7,,,,United States of America
390710 - Polyacetals,"20,283,145",6.50,6.50,1,,,,United States of America
390720 - Other polyethers,"227,128,740",4.88,4.88,4,,,,United States of America
390730 - Epoxide resins,"84,021,671",6.50,6.50,1,,,,United States of America
390740 - Polycarbonates,"35,028,676",6.50,6.50,1,,,,United States of America
390750 - Alkyd resins,"3,397,404",6.50,6.50,1,,,,United States of America
390760 - Poly(ethylene terephthalate),"20,016,555",6.50,6.50,2,,,,United States of America
390770 - Poly(lactic acid),"39,813,850",0.00,0.00,1,,,,United States of America
390791 -- Unsaturated,"7,055,866",6.50,6.50,2,,,,United States of America
390799 -- Other,"237,884,238",3.25,3.25,2,,,,United States of America
"390810 - Polyamide-6, -11, -12, -6,6, -6,9, -6,10 or -6,12","218,470,185",6.50,6.50,1,,,,United States of America
390890 - Other,"70,605,023",6.50,6.50,1,,,,United States of America
390910 - Urea resins; thiourea resins,"2,353,468",6.50,6.50,1,,,,United States of America
390920 - Melamine resins,"2,788,676",6.50,6.50,1,,,,United States of America
390930 - Other amino-resins,"3,595,861",6.50,6.50,1,,,,United States of America
390940 - Phenolic resins,"21,521,437",6.50,6.50,1,,,,United States of America
390950 - Polyurethanes,"75,661,339",3.25,3.25,2,,,,United States of America
391000 Silicones in primary forms.,"187,997,427",6.50,6.50,1,,,,United States of America
"391110 - Petroleum resins, coumarone, indene or coumarone-indene resins and polyterpenes","110,366,672",6.50,6.50,1,,,,United States of America
391190 - Other,"266,755,681",3.30,3.30,5,,,,United States of America
391211 -- Non-plasticised,"131,551,536",6.50,6.50,1,,,,United States of America
391212 -- Plasticised,"165,746",6.50,6.50,1,,,,United States of America
391220 - Cellulose nitrates (including collodions),"205,848",6.33,6.33,3,,,,United States of America
391231 -- Carboxymethylcellulose and its salts,"2,474,629",6.50,6.50,1,,,,United States of America
391239 -- Other,"115,021,548",3.25,3.25,2,,,,United States of America
391290 - Other,"63,116,360",6.45,6.45,2,,,,United States of America
"391310 - Alginic acid, its salts and esters","278,844",5.00,5.00,1,,,,United States of America
391390 - Other,"65,386,357",6.50,6.50,1,,,,United States of America
"391400 Ion-exchangers based on polymers of headings 39.01 to 39.13, in primary forms.","11,617,365",6.50,6.50,1,,,,United States of America
391510 - Of polymers of ethylene,"361,527",6.50,6.50,1,,,,United States of America
391520 - Of polymers of styrene,"122,545",6.50,6.50,1,,,,United States of America
391530 - Of polymers of vinyl chloride,"25,887",6.50,6.50,1,,,,United States of America
391590 - Of other plastics,"1,881,035",6.50,6.50,2,,,,United States of America
391610 - Of polymers of ethylene,"2,918,495",6.50,6.50,1,,,,United States of America
391620 - Of polymers of vinyl chloride,"2,325,738",6.50,6.50,1,,,,United States of America
391690 - Of other plastics,"26,600,923",6.50,6.50,3,,,,United States of America
391710 - Artificial guts (sausage casings) of hardened protein or of cellulosic materials,"2,407,513",5.90,5.90,2,,,,United States of America
391721 -- Of polymers of ethylene,"5,457,959",6.50,6.50,2,,,,United States of America
391722 -- Of polymers of propylene,"2,712,189",6.50,6.50,2,,,,United States of America
391723 -- Of polymers of vinyl chloride,"7,007,154",6.50,6.50,2,,,,United States of America
391729 -- Of other plastics,"20,267,314",6.50,6.50,1,,,,United States of America
"391731 -- Flexible tubes, pipes and hoses, having a minimum burst pressure of 27.6 MPa","29,540,523",6.50,6.50,1,,,,United States of America
"391732 -- Other, not reinforced or otherwise combined with other materials, without fittings","118,999,109",6.50,6.50,1,,,,United States of America
"391733 -- Other, not reinforced or otherwise combined with other materials, with fittings","12,433,377",6.50,6.50,1,,,,United States of America
391739 -- Other,"43,975,698",6.50,6.50,1,,,,United States of America
391740 - Fittings,"68,396,105",6.50,6.50,1,,,,United States of America
391810 - Of polymers of vinyl chloride,"19,631,413",6.50,6.50,2,,,,United States of America
391890 - Of other plastics,"27,690,163",6.50,6.50,1,,,,United States of America
391910 - In rolls of a width not exceeding 20 cm,"102,116,054",6.35,6.35,4,,,,United States of America
391990 - Other,"317,240,464",6.50,6.50,1,,,,United States of America
392010 - Of polymers of ethylene,"108,778,451",4.64,4.64,7,,,,United States of America
392020 - Of polymers of propylene,"32,714,825",6.50,6.50,3,,,,United States of America
392030 - Of polymers of styrene,"7,595,280",6.50,6.50,1,,,,United States of America
392043 -- Containing by weight not less than 6 % of plasticisers,"14,112,710",6.50,6.50,2,,,,United States of America
392049 -- Other,"17,239,767",6.50,6.50,2,,,,United States of America
392051 -- Of poly(methyl methacrylate),"77,730,057",6.50,6.50,1,,,,United States of America
392059 -- Other,"9,094,784",3.25,3.25,2,,,,United States of America
392061 -- Of polycarbonates,"33,969,458",6.50,6.50,1,,,,United States of America
392062 -- Of poly(ethylene terephthalate),"117,645,927",4.33,4.33,3,,,,United States of America
392063 -- Of unsaturated polyesters,"2,183,021",6.50,6.50,1,,,,United States of America
392069 -- Of other polyesters,"32,170,665",6.50,6.50,1,,,,United States of America
392071 -- Of regenerated cellulose,"3,683,796",6.50,6.50,1,,,,United States of America
392073 -- Of cellulose acetate,"1,420,103",6.40,6.40,2,,,,United States of America
392079 -- Of other cellulose derivatives,"562,095",6.10,6.10,2,,,,United States of America
392091 -- Of poly(vinyl butyral),"17,885,075",6.10,6.10,1,,,,United States of America
392092 -- Of polyamides,"15,205,405",6.50,6.50,1,,,,United States of America
392093 -- Of amino-resins,"212,378",6.50,6.50,1,,,,United States of America
392094 -- Of phenolic resins,"56,131",6.50,6.50,1,,,,United States of America
392099 -- Of other plastics,"202,205,419",3.25,3.25,6,,,,United States of America
392111 -- Of polymers of styrene,"18,491,302",6.50,6.50,1,,,,United States of America
392112 -- Of polymers of vinyl chloride,"7,374,531",6.50,6.50,1,,,,United States of America
392113 -- Of polyurethanes,"35,720,075",6.50,6.50,2,,,,United States of America
392114 -- Of regenerated cellulose,"7,052,338",6.50,6.50,1,,,,United States of America
392119 -- Of other plastics,"75,004,888",6.50,6.50,1,,,,United States of America
392190 - Other,"169,779,947",6.50,6.50,8,,,,United States of America
"392210 - Baths, shower-baths, sinks and wash-basins","5,197,703",6.50,6.50,1,,,,United States of America
392220 - Lavatory seats and covers,"474,515",6.50,6.50,1,,,,United States of America
392290 - Other,"5,332,174",6.50,6.50,1,,,,United States of America
"392310 - Boxes, cases, crates and similar articles","66,735,432",6.50,6.50,1,,,,United States of America
392321 -- Of polymers of ethylene,"58,906,517",6.50,6.50,1,,,,United States of America
392329 -- Of other plastics,"24,614,970",6.50,6.50,2,,,,United States of America
"392330 - Carboys, bottles, flasks and similar articles","135,434,231",6.50,6.50,2,,,,United States of America
"392340 - Spools, cops, bobbins and similar supports","2,774,563",5.90,5.90,2,,,,United States of America
"392350 - Stoppers, lids, caps and other closures","125,783,030",6.50,6.50,2,,,,United States of America
392390 - Other,"55,128,676",6.50,6.50,1,,,,United States of America
392410 - Tableware and kitchenware,"56,761,850",6.50,6.50,1,,,,United States of America
392490 - Other,"30,950,026",6.50,6.50,1,,,,United States of America
"392510 - Reservoirs, tanks, vats and similar containers, of a capacity exceeding 300 l","1,983,059",6.50,6.50,1,,,,United States of America
"392520 - Doors, windows and their frames and thresholds for doors","1,450,681",6.50,6.50,1,,,,United States of America
"392530 - Shutters, blinds (including Venetian blinds) and similar articles and parts thereof","4,595,064",6.50,6.50,1,,,,United States of America
392590 - Other,"21,962,907",6.50,6.50,3,,,,United States of America
392610 - Office or school supplies,"7,180,185",6.50,6.50,1,,,,United States of America
"392620 - Articles of apparel and clothing accessories (including gloves, mittens and mitts)","5,131,041",6.50,6.50,1,,,,United States of America
"392630 - Fittings for furniture, coachwork or the like","9,959,263",6.50,6.50,1,,,,United States of America
392640 - Statuettes and other ornamental articles,"5,976,283",6.50,6.50,1,,,,United States of America
392690 - Other,"806,299,118",6.50,6.50,3,,,,United States of America
,2011,"6,980,897,094",5.59,5.59,205,,,,United States of America
390110 - Polyethylene having a specific gravity of less than 0.94,"105,401,948",6.50,6.50,2,,,,United States of America
390120 - Polyethylene having a specific gravity of 0.94 or more,"111,091,302",3.25,3.25,2,,,,United States of America
390130 - Ethylene-vinyl acetate copolymers,"45,681,863",6.50,6.50,1,,,,United States of America
390190 - Other,"280,418,609",3.25,3.25,2,,,,United States of America
390210 - Polypropylene,"72,814,156",6.50,6.50,1,,,,United States of America
390220 - Polyisobutylene,"23,761,287",6.50,6.50,1,,,,United States of America
390230 - Propylene copolymers,"95,892,486",6.50,6.50,1,,,,United States of America
390290 - Other,"127,867,672",2.17,2.17,3,,,,United States of America
390311 -- Expansible,"716,435",6.50,6.50,1,,,,United States of America
390319 -- Other,"11,071,091",6.50,6.50,1,,,,United States of America
390320 - Styrene-acrylonitrile (SAN) copolymers,"5,000,301",6.50,6.50,1,,,,United States of America
390330 - Acrylonitrile-butadiene-styrene (ABS) copolymers,"12,290,901",6.50,6.50,1,,,,United States of America
390390 - Other,"57,481,860",2.17,2.17,3,,,,United States of America
"390410 - Poly(vinyl chloride), not mixed with any other substances","31,114,332",6.50,6.50,1,,,,United States of America
390421 -- Non-plasticised,"4,774,546",6.50,6.50,1,,,,United States of America
390422 -- Plasticised,"7,157,567",6.50,6.50,1,,,,United States of America
390430 - Vinyl chloride-vinyl acetate copolymers,"484,583",6.50,6.50,1,,,,United States of America
390440 - Other vinyl chloride copolymers,"1,487,923",6.50,6.50,1,,,,United States of America
390450 - Vinylidene chloride polymers,"3,935,852",3.25,3.25,2,,,,United States of America
390461 -- Polytetrafluoroethylene,"41,334,591",6.50,6.50,1,,,,United States of America
390469 -- Other,"101,450,756",4.33,4.33,3,,,,United States of America
390490 - Other,"4,319,947",6.50,6.50,1,,,,United States of America
390512 -- In aqueous dispersion,"1,166,663",6.50,6.50,1,,,,United States of America
390519 -- Other,"4,266,633",6.50,6.50,1,,,,United States of America
390521 -- In aqueous dispersion,"519,745",6.50,6.50,1,,,,United States of America
390529 -- Other,"538,426",6.50,6.50,1,,,,United States of America
"390530 - Poly(vinyl alcohol), whether or not containing unhydrolysed acetate groups","57,277,640",6.50,6.50,1,,,,United States of America
390591 -- Copolymers,"12,884,296",6.50,6.50,1,,,,United States of America
390599 -- Other,"119,532,070",3.25,3.25,2,,,,United States of America
390610 - Poly(methyl methacrylate),"16,984,920",6.50,6.50,1,,,,United States of America
390690 - Other,"278,098,674",1.64,1.64,7,,,,United States of America
390710 - Polyacetals,"35,100,769",6.50,6.50,1,,,,United States of America
390720 - Other polyethers,"231,363,304",4.88,4.88,4,,,,United States of America
390730 - Epoxide resins,"80,796,482",6.50,6.50,1,,,,United States of America
390740 - Polycarbonates,"21,725,821",6.50,6.50,1,,,,United States of America
390750 - Alkyd resins,"4,135,200",6.50,6.50,1,,,,United States of America
390760 - Poly(ethylene terephthalate),"21,573,146",6.50,6.50,2,,,,United States of America
390770 - Poly(lactic acid),"41,338,864",6.50,6.50,1,,,,United States of America
390791 -- Unsaturated,"6,392,356",6.50,6.50,2,,,,United States of America
390799 -- Other,"297,890,060",3.25,3.25,2,,,,United States of America
"390810 - Polyamide-6, -11, -12, -6,6, -6,9, -6,10 or -6,12","151,025,068",6.50,6.50,1,,,,United States of America
390890 - Other,"77,938,428",6.50,6.50,1,,,,United States of America
390910 - Urea resins; thiourea resins,"2,662,604",6.50,6.50,1,,,,United States of America
390920 - Melamine resins,"3,016,923",6.50,6.50,1,,,,United States of America
390930 - Other amino-resins,"6,491,787",6.50,6.50,1,,,,United States of America
390940 - Phenolic resins,"24,103,956",6.50,6.50,1,,,,United States of America
390950 - Polyurethanes,"88,236,305",3.25,3.25,2,,,,United States of America
391000 Silicones in primary forms.,"169,059,054",6.50,6.50,1,,,,United States of America
"391110 - Petroleum resins, coumarone, indene or coumarone-indene resins and polyterpenes","103,362,528",6.50,6.50,1,,,,United States of America
391190 - Other,"286,484,360",3.30,3.30,5,,,,United States of America
391211 -- Non-plasticised,"128,745,857",6.50,6.50,1,,,,United States of America
391212 -- Plasticised,"324,433",6.50,6.50,1,,,,United States of America
391220 - Cellulose nitrates (including collodions),"237,030",6.33,6.33,3,,,,United States of America
391231 -- Carboxymethylcellulose and its salts,"3,183,379",6.50,6.50,1,,,,United States of America
391239 -- Other,"82,923,431",3.25,3.25,2,,,,United States of America
391290 - Other,"75,693,271",6.45,6.45,2,,,,United States of America
"391310 - Alginic acid, its salts and esters","490,680",5.00,5.00,1,,,,United States of America
391390 - Other,"83,815,661",6.50,6.50,1,,,,United States of America
"391400 Ion-exchangers based on polymers of headings 39.01 to 39.13, in primary forms.","17,507,769",6.50,6.50,1,,,,United States of America
391510 - Of polymers of ethylene,"409,457",6.50,6.50,1,,,,United States of America
391520 - Of polymers of styrene,"290,761",6.50,6.50,1,,,,United States of America
391530 - Of polymers of vinyl chloride,"306,379",6.50,6.50,1,,,,United States of America
391590 - Of other plastics,"3,924,883",6.50,6.50,2,,,,United States of America
391610 - Of polymers of ethylene,"2,204,455",6.50,6.50,1,,,,United States of America
391620 - Of polymers of vinyl chloride,"3,259,438",6.50,6.50,1,,,,United States of America
391690 - Of other plastics,"30,558,117",6.50,6.50,3,,,,United States of America
391710 - Artificial guts (sausage casings) of hardened protein or of cellulosic materials,"4,573,416",5.90,5.90,2,,,,United States of America
391721 -- Of polymers of ethylene,"6,974,755",6.50,6.50,2,,,,United States of America
391722 -- Of polymers of propylene,"2,193,722",6.50,6.50,2,,,,United States of America
391723 -- Of polymers of vinyl chloride,"6,106,147",6.50,6.50,2,,,,United States of America
391729 -- Of other plastics,"17,164,446",6.50,6.50,1,,,,United States of America
"391731 -- Flexible tubes, pipes and hoses, having a minimum burst pressure of 27.6 MPa","32,348,813",6.50,6.50,1,,,,United States of America
"391732 -- Other, not reinforced or otherwise combined with other materials, without fittings","103,453,273",6.50,6.50,1,,,,United States of America
"391733 -- Other, not reinforced or otherwise combined with other materials, with fittings","11,419,119",6.50,6.50,1,,,,United States of America
391739 -- Other,"37,633,235",6.50,6.50,1,,,,United States of America
391740 - Fittings,"54,489,492",6.50,6.50,1,,,,United States of America
391810 - Of polymers of vinyl chloride,"20,549,525",6.50,6.50,2,,,,United States of America
391890 - Of other plastics,"16,342,971",6.50,6.50,1,,,,United States of America
391910 - In rolls of a width not exceeding 20 cm,"103,554,193",6.35,6.35,4,,,,United States of America
391990 - Other,"285,295,369",6.50,6.50,1,,,,United States of America
392010 - Of polymers of ethylene,"113,635,182",4.64,4.64,7,,,,United States of America
392020 - Of polymers of propylene,"31,231,775",6.50,6.50,3,,,,United States of America
392030 - Of polymers of styrene,"14,385,652",6.50,6.50,1,,,,United States of America
392043 -- Containing by weight not less than 6 % of plasticisers,"15,497,804",6.50,6.50,2,,,,United States of America
392049 -- Other,"16,851,288",6.50,6.50,2,,,,United States of America
392051 -- Of poly(methyl methacrylate),"98,053,260",6.50,6.50,1,,,,United States of America
392059 -- Other,"10,874,179",3.25,3.25,2,,,,United States of America
392061 -- Of polycarbonates,"33,994,895",6.50,6.50,1,,,,United States of America
392062 -- Of poly(ethylene terephthalate),"115,387,209",4.33,4.33,3,,,,United States of America
392063 -- Of unsaturated polyesters,"1,931,915",6.50,6.50,1,,,,United States of America
392069 -- Of other polyesters,"31,072,850",6.50,6.50,1,,,,United States of America
392071 -- Of regenerated cellulose,"4,102,586",6.50,6.50,1,,,,United States of America
392073 -- Of cellulose acetate,"1,629,461",6.40,6.40,2,,,,United States of America
392079 -- Of other cellulose derivatives,"920,279",6.10,6.10,2,,,,United States of America
392091 -- Of poly(vinyl butyral),"16,837,618",6.10,6.10,1,,,,United States of America
392092 -- Of polyamides,"17,788,800",6.50,6.50,1,,,,United States of America
392093 -- Of amino-resins,"39,825",6.50,6.50,1,,,,United States of America
392094 -- Of phenolic resins,"38,085",6.50,6.50,1,,,,United States of America
392099 -- Of other plastics,"255,035,280",3.25,3.25,6,,,,United States of America
392111 -- Of polymers of styrene,"15,971,112",6.50,6.50,1,,,,United States of America
392112 -- Of polymers of vinyl chloride,"6,749,168",6.50,6.50,1,,,,United States of America
392113 -- Of polyurethanes,"35,451,595",6.50,6.50,2,,,,United States of America
392114 -- Of regenerated cellulose,"12,232,799",6.50,6.50,1,,,,United States of America
392119 -- Of other plastics,"72,453,516",6.50,6.50,1,,,,United States of America
392190 - Other,"187,792,632",6.50,6.50,8,,,,United States of America
"392210 - Baths, shower-baths, sinks and wash-basins","4,738,229",6.50,6.50,1,,,,United States of America
392220 - Lavatory seats and covers,"538,593",6.50,6.50,1,,,,United States of America
392290 - Other,"4,252,115",6.50,6.50,1,,,,United States of America
"392310 - Boxes, cases, crates and similar articles","72,232,536",6.50,6.50,1,,,,United States of America
392321 -- Of polymers of ethylene,"46,777,715",6.50,6.50,1,,,,United States of America
392329 -- Of other plastics,"23,582,011",6.50,6.50,2,,,,United States of America
"392330 - Carboys, bottles, flasks and similar articles","139,677,345",6.50,6.50,2,,,,United States of America
"392340 - Spools, cops, bobbins and similar supports","4,286,859",5.90,5.90,2,,,,United States of America
"392350 - Stoppers, lids, caps and other closures","126,874,995",6.50,6.50,2,,,,United States of America
392390 - Other,"61,978,327",6.50,6.50,1,,,,United States of America
392410 - Tableware and kitchenware,"56,905,461",6.50,6.50,1,,,,United States of America
392490 - Other,"28,506,545",6.50,6.50,1,,,,United States of America
"392510 - Reservoirs, tanks, vats and similar containers, of a capacity exceeding 300 l","831,121",6.50,6.50,1,,,,United States of America
"392520 - Doors, windows and their frames and thresholds for doors","1,321,272",6.50,6.50,1,,,,United States of America
"392530 - Shutters, blinds (including Venetian blinds) and similar articles and parts thereof","5,686,793",6.50,6.50,1,,,,United States of America
392590 - Other,"24,522,655",6.50,6.50,3,,,,United States of America
392610 - Office or school supplies,"7,473,105",6.50,6.50,1,,,,United States of America
"392620 - Articles of apparel and clothing accessories (including gloves, mittens and mitts)","6,183,167",6.50,6.50,1,,,,United States of America
"392630 - Fittings for furniture, coachwork or the like","8,203,307",6.50,6.50,1,,,,United States of America
392640 - Statuettes and other ornamental articles,"5,448,720",6.50,6.50,1,,,,United States of America
392690 - Other,"815,427,893",6.50,6.50,3,,,,United States of America
,2010,"6,409,156,214",5.59,5.59,204,,,,United States of America
390110 - Polyethylene having a specific gravity of less than 0.94,"97,073,441",6.50,6.50,2,,,,United States of America
390120 - Polyethylene having a specific gravity of 0.94 or more,"90,430,279",3.25,3.25,2,,,,United States of America
390130 - Ethylene-vinyl acetate copolymers,"69,130,668",6.50,6.50,1,,,,United States of America
390190 - Other,"250,841,504",3.25,3.25,2,,,,United States of America
390210 - Polypropylene,"61,391,377",6.50,6.50,1,,,,United States of America
390220 - Polyisobutylene,"30,780,765",6.50,6.50,1,,,,United States of America
390230 - Propylene copolymers,"80,335,405",6.50,6.50,1,,,,United States of America
390290 - Other,"101,816,783",2.17,2.17,3,,,,United States of America
390311 -- Expansible,"979,533",6.50,6.50,1,,,,United States of America
390319 -- Other,"15,911,091",6.50,6.50,1,,,,United States of America
390320 - Styrene-acrylonitrile (SAN) copolymers,"7,153,650",6.50,6.50,1,,,,United States of America
390330 - Acrylonitrile-butadiene-styrene (ABS) copolymers,"17,787,222",6.50,6.50,1,,,,United States of America
390390 - Other,"67,511,286",2.17,2.17,3,,,,United States of America
"390410 - Poly(vinyl chloride), not mixed with any other substances","45,067,238",6.50,6.50,1,,,,United States of America
390421 -- Non-plasticised,"3,100,176",6.50,6.50,1,,,,United States of America
390422 -- Plasticised,"6,420,233",6.50,6.50,1,,,,United States of America
390430 - Vinyl chloride-vinyl acetate copolymers,"1,182,074",6.50,6.50,1,,,,United States of America
390440 - Other vinyl chloride copolymers,"1,210,152",6.50,6.50,1,,,,United States of America
390450 - Vinylidene chloride polymers,"3,453,820",3.25,3.25,2,,,,United States of America
390461 -- Polytetrafluoroethylene,"27,419,533",6.50,6.50,1,,,,United States of America
390469 -- Other,"69,614,297",3.25,3.25,2,,,,United States of America
390490 - Other,"5,602,567",6.50,6.50,1,,,,United States of America
390512 -- In aqueous dispersion,"1,132,426",6.50,6.50,1,,,,United States of America
390519 -- Other,"4,162,539",6.50,6.50,1,,,,United States of America
390521 -- In aqueous dispersion,"1,355,555",6.50,6.50,1,,,,United States of America
390529 -- Other,"1,297,728",6.50,6.50,1,,,,United States of America
"390530 - Poly(vinyl alcohol), whether or not containing unhydrolysed acetate groups","42,776,150",6.50,6.50,1,,,,United States of America
390591 -- Copolymers,"7,072,344",6.50,6.50,1,,,,United States of America
390599 -- Other,"80,692,389",3.25,3.25,2,,,,United States of America
390610 - Poly(methyl methacrylate),"17,492,002",6.50,6.50,1,,,,United States of America
390690 - Other,"227,426,765",1.64,1.64,7,,,,United States of America
390710 - Polyacetals,"22,040,664",6.50,6.50,1,,,,United States of America
390720 - Other polyethers,"226,046,605",4.88,4.88,4,,,,United States of America
390730 - Epoxide resins,"98,782,348",6.50,6.50,1,,,,United States of America
390740 - Polycarbonates,"22,952,971",6.50,6.50,1,,,,United States of America
390750 - Alkyd resins,"3,995,487",6.50,6.50,1,,,,United States of America
390760 - Poly(ethylene terephthalate),"27,841,980",6.50,6.50,2,,,,United States of America
390770 - Poly(lactic acid),"23,780,141",6.50,6.50,1,,,,United States of America
390791 -- Unsaturated,"5,221,230",6.50,6.50,2,,,,United States of America
390799 -- Other,"244,324,681",3.25,3.25,2,,,,United States of America
"390810 - Polyamide-6, -11, -12, -6,6, -6,9, -6,10 or -6,12","109,128,787",6.50,6.50,1,,,,United States of America
390890 - Other,"66,902,365",6.50,6.50,1,,,,United States of America
390910 - Urea resins; thiourea resins,"2,294,349",6.50,6.50,1,,,,United States of America
390920 - Melamine resins,"3,648,154",6.50,6.50,1,,,,United States of America
390930 - Other amino-resins,"6,714,021",6.50,6.50,1,,,,United States of America
390940 - Phenolic resins,"22,682,210",6.50,6.50,1,,,,United States of America
390950 - Polyurethanes,"74,070,704",3.25,3.25,2,,,,United States of America
391000 Silicones in primary forms.,"211,789,073",6.50,6.50,1,,,,United States of America
"391110 - Petroleum resins, coumarone, indene or coumarone-indene resins and polyterpenes","82,003,759",6.50,6.50,1,,,,United States of America
391190 - Other,"250,270,246",3.30,3.30,5,,,,United States of America
391211 -- Non-plasticised,"103,810,384",6.50,6.50,1,,,,United States of America
391212 -- Plasticised,"205,073",6.50,6.50,1,,,,United States of America
391220 - Cellulose nitrates (including collodions),"577,409",6.33,6.33,3,,,,United States of America
391231 -- Carboxymethylcellulose and its salts,"4,713,752",6.50,6.50,1,,,,United States of America
391239 -- Other,"96,334,867",3.25,3.25,2,,,,United States of America
391290 - Other,"74,214,012",6.45,6.45,2,,,,United States of America
"391310 - Alginic acid, its salts and esters","578,642",5.00,5.00,1,,,,United States of America
391390 - Other,"69,198,570",6.50,6.50,1,,,,United States of America
"391400 Ion-exchangers based on polymers of headings 39.01 to 39.13, in primary forms.","10,300,742",6.50,6.50,1,,,,United States of America
391510 - Of polymers of ethylene,"369,579",6.50,6.50,1,,,,United States of America
391520 - Of polymers of styrene,"239,183",6.50,6.50,1,,,,United States of America
391530 - Of polymers of vinyl chloride,"93,064",6.50,6.50,1,,,,United States of America
391590 - Of other plastics,"3,977,697",6.50,6.50,2,,,,United States of America
391610 - Of polymers of ethylene,"3,401,004",6.50,6.50,1,,,,United States of America
391620 - Of polymers of vinyl chloride,"3,286,384",6.50,6.50,1,,,,United States of America
391690 - Of other plastics,"27,868,892",6.50,6.50,3,,,,United States of America
391710 - Artificial guts (sausage casings) of hardened protein or of cellulosic materials,"6,748,542",5.90,5.90,2,,,,United States of America
391721 -- Of polymers of ethylene,"6,239,513",6.50,6.50,2,,,,United States of America
391722 -- Of polymers of propylene,"2,149,901",6.50,6.50,2,,,,United States of America
