Importer,Year,Value,Ad val. duties,Number of lines,European Union
,(US$),Simple average,MFN duties,Pref. duties,European Union
,MFN,Best,All items,Non ad val.,All items,Non ad val.,European Union
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter","1,428,193",27.50,27.50,1,,,,European Union
170219 - - Other,"595,187",27.50,27.50,1,,,,European Union
170220 - Maple sugar and maple syrup,265,38.50,38.50,1,,,,European Union
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose","10,738",38.50,38.50,1,,,,European Union
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose",230,38.50,38.50,1,,,,European Union
170250 - Chemically pure fructose,"25,672",38.50,38.50,1,,,,European Union
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose","37,842",38.50,38.50,1,,,,European Union
"170290 - Other, including invert sugar","33,599",38.50,38.50,1,,,,European Union
170310 - Cane molasses,,16.50,16.50,1,,,,European Union
170390 - Other,,16.50,16.50,1,,,,European Union
"170410 - Chewing gum, whether or not sugar-coated","55,266",38.50,38.50,1,,,,European Union
170490 - Other,"672,269",38.50,38.50,1,,,,European Union
,1999,"10,253,322",38.50,38.50,16,,,,European Union
170111 - - Cane sugar,"3,257,689",44.00,44.00,1,,,,European Union
170112 - - Beet sugar,,44.00,44.00,1,,,,European Union
170191 - - Containing added flavouring or colouring matter,,44.00,44.00,1,,,,European Union
170199 - - Other,"3,883,046",44.00,44.00,1,,,,European Union
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter","645,184",27.50,27.50,1,,,,European Union
170219 - - Other,"697,082",27.50,27.50,1,,,,European Union
170220 - Maple sugar and maple syrup,"1,909",44.00,44.00,1,,,,European Union
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose","3,168",44.00,44.00,1,,,,European Union
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose","3,827",44.00,44.00,1,,,,European Union
170250 - Chemically pure fructose,"9,339",44.00,44.00,1,,,,European Union
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose","68,428",44.00,44.00,1,,,,European Union
"170290 - Other, including invert sugar","13,776",44.00,44.00,1,,,,European Union
170310 - Cane molasses,,16.50,16.50,1,,,,European Union
170390 - Other,"1,206,935",16.50,16.50,1,,,,European Union
"170410 - Chewing gum, whether or not sugar-coated","2,717",44.00,44.00,1,,,,European Union
170490 - Other,"460,222",44.00,44.00,1,,,,European Union
,1998,"21,384,695",33.75,33.75,16,,,,European Union
170111 - - Cane sugar,"3,512,359",40.00,40.00,1,,,,European Union
170112 - - Beet sugar,,40.00,40.00,1,,,,European Union
170191 - - Containing added flavouring or colouring matter,,40.00,40.00,1,,,,European Union
170199 - - Other,"15,366,708",40.00,40.00,1,,,,European Union
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter","984,130",20.00,20.00,1,,,,European Union
170219 - - Other,"616,282",20.00,20.00,1,,,,European Union
170220 - Maple sugar and maple syrup,"3,164",40.00,40.00,1,,,,European Union
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,40.00,40.00,1,,,,European Union
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose",,40.00,40.00,1,,,,European Union
170250 - Chemically pure fructose,"24,542",40.00,40.00,1,,,,European Union
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose","28,274",40.00,40.00,1,,,,European Union
"170290 - Other, including invert sugar","34,267",40.00,40.00,1,,,,European Union
170310 - Cane molasses,,10.00,10.00,1,,,,European Union
170390 - Other,"692,636",10.00,10.00,1,,,,European Union
"170410 - Chewing gum, whether or not sugar-coated","1,357",40.00,40.00,1,,,,European Union
170490 - Other,"120,976",40.00,40.00,1,,,,European Union
,1997,"19,607,761",33.13,33.13,16,,,,European Union
170111 - - Cane sugar,"10,236,511",0.00,0.00,1,,,,European Union
170112 - - Beet sugar,,0.00,0.00,1,,,,European Union
170191 - - Containing added flavouring or colouring matter,,45.00,45.00,1,,,,European Union
170199 - - Other,"6,033,291",45.00,45.00,1,,,,European Union
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter","1,359,230",25.00,25.00,1,,,,European Union
170219 - - Other,"650,846",25.00,25.00,1,,,,European Union
170220 - Maple sugar and maple syrup,201,45.00,45.00,1,,,,European Union
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose","1,652",45.00,45.00,1,,,,European Union
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose","5,216",45.00,45.00,1,,,,European Union
170250 - Chemically pure fructose,"20,450",45.00,45.00,1,,,,European Union
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose",,45.00,45.00,1,,,,European Union
"170290 - Other, including invert sugar","93,248",45.00,45.00,1,,,,European Union
170310 - Cane molasses,,15.00,15.00,1,,,,European Union
170390 - Other,"669,162",15.00,15.00,1,,,,European Union
"170410 - Chewing gum, whether or not sugar-coated","123,938",45.00,45.00,1,,,,European Union
170490 - Other,"414,016",45.00,45.00,1,,,,European Union
,1996,"3,601,285",36.75,36.75,16,,,,European Union
170111 - - Cane sugar,"326,765",0.00,0.00,1,,,,European Union
170112 - - Beet sugar,,0.00,0.00,1,,,,European Union
170191 - - Containing added flavouring or colouring matter,,52.00,52.00,1,,,,European Union
170199 - - Other,"336,873",52.00,52.00,1,,,,European Union
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter","1,156,747",22.00,22.00,1,,,,European Union
170219 - - Other,"1,070,399",22.00,22.00,1,,,,European Union
170220 - Maple sugar and maple syrup,,52.00,52.00,1,,,,European Union
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,52.00,52.00,1,,,,European Union
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose","35,780",52.00,52.00,1,,,,European Union
170250 - Chemically pure fructose,"3,667",52.00,52.00,1,,,,European Union
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose",,52.00,52.00,1,,,,European Union
"170290 - Other, including invert sugar",845,52.00,52.00,1,,,,European Union
170310 - Cane molasses,,12.00,12.00,1,,,,European Union
170390 - Other,"386,590",12.00,12.00,1,,,,European Union
"170410 - Chewing gum, whether or not sugar-coated","282,863",52.00,52.00,1,,,,European Union
170490 - Other,756,52.00,52.00,1,,,,European Union
