Importer,Year,Value,Ad val. duties,Number of lines,Ukraine
,(US$),Simple average,MFN duties,Pref. duties,Ukraine
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Ukraine
"880212 - - Of an unladen weight exceeding 2,000 kg","2,102,409",1.35,1.35,2,,,,Ukraine
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg","164,189",3.85,3.85,2,,,,Ukraine
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,1.35,1.35,2,,,,Ukraine
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,1.35,1.35,2,,,,Ukraine
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,,,Ukraine
880310 - Propellers and rotors and parts thereof,,1.35,1.35,2,,,,Ukraine
880320 - Under-carriages and parts thereof,815,1.35,1.35,2,,,,Ukraine
880330 - Other parts of aeroplanes or helicopters,"68,156",1.35,1.35,2,,,,Ukraine
880390 - Other,"173,511",1.56,1.56,5,,,,Ukraine
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto,"61,843",2.70,2.70,1,,,,Ukraine
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,2.20,2.20,2,,,,Ukraine
880520 - Ground flying trainers and parts thereof,,0.85,0.85,2,,,,Ukraine
,2000,"586,638",2.02,2.02,33,,,,Ukraine
880110 - Gliders and hang gliders,"63,798",1.85,1.85,2,,,,Ukraine
880190 - Other,,2.13,2.13,3,,,,Ukraine
"880211 - - Of an unladen weight not exceeding 2,000 kg",,3.75,3.75,2,,,,Ukraine
"880212 - - Of an unladen weight exceeding 2,000 kg",,1.35,1.35,2,,,,Ukraine
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg","114,458",3.85,3.85,2,,,,Ukraine
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,1.35,1.35,2,,,,Ukraine
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg","172,052",1.35,1.35,2,,,,Ukraine
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,,,Ukraine
880310 - Propellers and rotors and parts thereof,"6,555",1.35,1.35,2,,,,Ukraine
880320 - Under-carriages and parts thereof,,1.35,1.35,2,,,,Ukraine
880330 - Other parts of aeroplanes or helicopters,"63,853",1.35,1.35,2,,,,Ukraine
880390 - Other,"154,895",1.56,1.56,5,,,,Ukraine
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto,"11,026",2.70,2.70,1,,,,Ukraine
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,2.20,2.20,2,,,,Ukraine
880520 - Ground flying trainers and parts thereof,,0.85,0.85,2,,,,Ukraine
,1999,"934,327",2.02,2.02,33,,,,Ukraine
880110 - Gliders and hang gliders,"207,006",1.85,1.85,2,,,,Ukraine
880190 - Other,,2.13,2.13,3,,,,Ukraine
"880211 - - Of an unladen weight not exceeding 2,000 kg",,3.75,3.75,2,,,,Ukraine
"880212 - - Of an unladen weight exceeding 2,000 kg",,1.35,1.35,2,,,,Ukraine
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg","318,061",3.85,3.85,2,,,,Ukraine
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,1.35,1.35,2,,,,Ukraine
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,1.35,1.35,2,,,,Ukraine
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,,,Ukraine
880310 - Propellers and rotors and parts thereof,"229,558",1.35,1.35,2,,,,Ukraine
880320 - Under-carriages and parts thereof,,1.35,1.35,2,,,,Ukraine
880330 - Other parts of aeroplanes or helicopters,"135,226",1.35,1.35,2,,,,Ukraine
880390 - Other,"37,110",1.56,1.56,5,,,,Ukraine
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto,"7,365",2.70,2.70,1,,,,Ukraine
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,2.20,2.20,2,,,,Ukraine
880520 - Ground flying trainers and parts thereof,,0.85,0.85,2,,,,Ukraine
,1998,"696,667",2.33,2.33,30,,,,Ukraine
880110 - Gliders and hang gliders,"257,692",2.20,2.20,2,,,,Ukraine
880190 - Other,,2.63,2.63,3,,,,Ukraine
"880211 - - Of an unladen weight not exceeding 2,000 kg",,4.50,4.50,2,,,,Ukraine
"880212 - - Of an unladen weight exceeding 2,000 kg",,1.60,1.60,2,,,,Ukraine
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg","316,493",4.30,4.30,2,,,,Ukraine
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,1.65,1.65,2,,,,Ukraine
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,1.60,1.60,2,,,,Ukraine
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.60,4.60,1,,,,Ukraine
880310 - Propellers and rotors and parts thereof,,1.60,1.60,2,,,,Ukraine
880320 - Under-carriages and parts thereof,"6,890",1.60,1.60,2,,,,Ukraine
880330 - Other parts of aeroplanes or helicopters,"62,313",1.60,1.60,2,,,,Ukraine
880390 - Other,"20,367",1.77,1.77,3,,,,Ukraine
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto,"32,912",3.30,3.30,1,,,,Ukraine
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,2.75,2.75,2,,,,Ukraine
880520 - Ground flying trainers and parts thereof,,1.05,1.05,2,,,,Ukraine
,1997,"27,284,435",2.68,2.68,30,,,,Ukraine
880110 - Gliders and hang gliders,"190,360",2.50,2.50,2,,,,Ukraine
880190 - Other,"3,686",3.13,3.13,3,,,,Ukraine
"880211 - - Of an unladen weight not exceeding 2,000 kg",,5.25,5.25,2,,,,Ukraine
"880212 - - Of an unladen weight exceeding 2,000 kg",,1.80,1.80,2,,,,Ukraine
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg","222,759",4.70,4.70,2,,,,Ukraine
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg","26,732,294",1.90,1.90,2,,,,Ukraine
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,1.80,1.80,2,,,,Ukraine
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,5.10,5.10,1,,,,Ukraine
880310 - Propellers and rotors and parts thereof,,1.80,1.80,2,,,,Ukraine
880320 - Under-carriages and parts thereof,"17,589",1.80,1.80,2,,,,Ukraine
880330 - Other parts of aeroplanes or helicopters,"94,216",1.80,1.80,2,,,,Ukraine
880390 - Other,"23,531",2.03,2.03,3,,,,Ukraine
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto,,3.90,3.90,1,,,,Ukraine
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,3.35,3.35,2,,,,Ukraine
880520 - Ground flying trainers and parts thereof,,1.25,1.25,2,,,,Ukraine
,1996,"20,918,166",2.68,2.68,30,,,,Ukraine
880110 - Gliders and hang gliders,"13,384",2.50,2.50,2,,,,Ukraine
880190 - Other,,3.13,3.13,3,,,,Ukraine
"880211 - - Of an unladen weight not exceeding 2,000 kg",,5.25,5.25,2,,,,Ukraine
"880212 - - Of an unladen weight exceeding 2,000 kg",,1.80,1.80,2,,,,Ukraine
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg","144,561",4.70,4.70,2,,,,Ukraine
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg","20,633,018",1.90,1.90,2,,,,Ukraine
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,1.80,1.80,2,,,,Ukraine
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,5.10,5.10,1,,,,Ukraine
880310 - Propellers and rotors and parts thereof,"7,987",1.80,1.80,2,,,,Ukraine
880320 - Under-carriages and parts thereof,,1.80,1.80,2,,,,Ukraine
880330 - Other parts of aeroplanes or helicopters,"101,669",1.80,1.80,2,,,,Ukraine
880390 - Other,"12,062",2.03,2.03,3,,,,Ukraine
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto,"5,485",3.90,3.90,1,,,,Ukraine
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,3.35,3.35,2,,,,Ukraine
880520 - Ground flying trainers and parts thereof,,1.25,1.25,2,,,,Ukraine
