Importer,Year,Value,Ad val. duties,Number of lines,"Saudi Arabia, Kingdom of"
,(US$),Simple average,MFN duties,Pref. duties,"Saudi Arabia, Kingdom of"
,MFN,Best,All items,Non ad val.,All items,Non ad val.,"Saudi Arabia, Kingdom of"
610422 -- Of cotton,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610423 -- Of synthetic fibres,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610429 -- Of other textile materials,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610431 -- Of wool or fine animal hair,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610432 -- Of cotton,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610433 -- Of synthetic fibres,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610439 -- Of other textile materials,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610441 -- Of wool or fine animal hair,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610442 -- Of cotton,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610443 -- Of synthetic fibres,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610444 -- Of artificial fibres,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610449 -- Of other textile materials,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610451 -- Of wool or fine animal hair,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610452 -- Of cotton,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610453 -- Of synthetic fibres,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610459 -- Of other textile materials,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610461 -- Of wool or fine animal hair,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610462 -- Of cotton,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610463 -- Of synthetic fibres,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610469 -- Of other textile materials,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610510 - Of cotton,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610520 - Of man-made fibres,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610590 - Of other textile materials,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610610 - Of cotton,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610620 - Of man-made fibres,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610690 - Of other textile materials,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610711 -- Of cotton,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610712 -- Of man-made fibres,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610719 -- Of other textile materials,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610721 -- Of cotton,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610722 -- Of man-made fibres,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610729 -- Of other textile materials,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610791 -- Of cotton,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610799 -- Of other textile materials,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610811 -- Of man-made fibres,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610819 -- Of other textile materials,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610821 -- Of cotton,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610822 -- Of man-made fibres,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610829 -- Of other textile materials,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610831 -- Of cotton,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610832 -- Of man-made fibres,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610839 -- Of other textile materials,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610891 -- Of cotton,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610892 -- Of man-made fibres,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610899 -- Of other textile materials,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610910 - Of cotton,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610990 - Of other textile materials,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
611011 -- Of wool,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
611012 -- Of Kashmir (cashmere) goats,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
611019 -- Other,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
611020 - Of cotton,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
611030 - Of man-made fibres,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
611090 - Of other textile materials,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
611120 - Of cotton,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
611130 - Of synthetic fibres,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
611190 - Of other textile materials,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
611211 -- Of cotton,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
611212 -- Of synthetic fibres,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
611219 -- Of other textile materials,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
611220 - Ski suits,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
611231 -- Of synthetic fibres,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
611239 -- Of other textile materials,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
611241 -- Of synthetic fibres,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
611249 -- Of other textile materials,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
"611300 Garments, made up of knitted or crocheted fabrics of heading 59.03, 59.06 or 59.07.",,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
611420 - Of cotton,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
611430 - Of man-made fibres,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
611490 - Of other textile materials,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
"611510 - Graduated compression hosiery (for example, stockings for varicose veins)",,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
"611521 -- Of synthetic fibres, measuring per single yarn less than 67 decitex",,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
"611522 -- Of synthetic fibres, measuring per single yarn 67 decitex or more",,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
611529 -- Of other textile materials,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
"611530 - Other women's full-length or knee-length hosiery, measuring per single yarn less than 67 decitex",,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
611594 -- Of wool or fine animal hair,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
611595 -- Of cotton,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
611596 -- Of synthetic fibres,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
611599 -- Of other textile materials,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
"611610 - Impregnated, coated or covered with plastics or rubber",,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
611691 -- Of wool or fine animal hair,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
611692 -- Of cotton,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
611693 -- Of synthetic fibres,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
611699 -- Of other textile materials,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
"611710 - Shawls, scarves, mufflers, mantillas, veils and the like",,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
611780 - Other accessories,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
611790 - Parts,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
,2015,,10.00,0.00,106,,106,,"Saudi Arabia, Kingdom of"
610120 - Of cotton,,10.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
610130 - Of man-made fibres,,10.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
610190 - Of other textile materials,,10.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
610210 - Of wool or fine animal hair,,10.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
610220 - Of cotton,,10.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
610230 - Of man-made fibres,,10.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
610290 - Of other textile materials,,10.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
610310 - Suits,,10.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
610322 -- Of cotton,,10.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
610323 -- Of synthetic fibres,,10.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
610329 -- Of other textile materials,,10.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
610331 -- Of wool or fine animal hair,,10.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
610332 -- Of cotton,,10.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
610333 -- Of synthetic fibres,,10.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
610339 -- Of other textile materials,,10.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
610341 -- Of wool or fine animal hair,,10.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
610342 -- Of cotton,,10.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
610343 -- Of synthetic fibres,,10.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
610349 -- Of other textile materials,,10.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
610413 -- Of synthetic fibres,,10.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
610419 -- Of other textile materials,,10.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
610422 -- Of cotton,,10.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
610423 -- Of synthetic fibres,,10.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
610429 -- Of other textile materials,,10.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
610431 -- Of wool or fine animal hair,,10.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
610432 -- Of cotton,,10.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
610433 -- Of synthetic fibres,,10.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
610439 -- Of other textile materials,,10.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
610441 -- Of wool or fine animal hair,,10.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
610442 -- Of cotton,,10.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
610443 -- Of synthetic fibres,,10.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
610444 -- Of artificial fibres,,10.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
610449 -- Of other textile materials,,10.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
610451 -- Of wool or fine animal hair,,10.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
610452 -- Of cotton,,10.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
610453 -- Of synthetic fibres,,10.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
610459 -- Of other textile materials,,10.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
610461 -- Of wool or fine animal hair,,10.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
610462 -- Of cotton,,10.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
610463 -- Of synthetic fibres,,10.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
610469 -- Of other textile materials,,10.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
610510 - Of cotton,,10.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
610520 - Of man-made fibres,,10.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
610590 - Of other textile materials,,10.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
610610 - Of cotton,,10.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
610620 - Of man-made fibres,,10.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
610690 - Of other textile materials,,10.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
610711 -- Of cotton,,10.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
610712 -- Of man-made fibres,,10.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
610719 -- Of other textile materials,,10.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
610721 -- Of cotton,,10.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
610722 -- Of man-made fibres,,10.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
610729 -- Of other textile materials,,10.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
610791 -- Of cotton,,10.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
610799 -- Of other textile materials,,10.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
610811 -- Of man-made fibres,,10.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
610819 -- Of other textile materials,,10.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
610821 -- Of cotton,,10.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
610822 -- Of man-made fibres,,10.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
610829 -- Of other textile materials,,10.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
610831 -- Of cotton,,10.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
610832 -- Of man-made fibres,,10.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
610839 -- Of other textile materials,,10.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
610891 -- Of cotton,,10.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
610892 -- Of man-made fibres,,10.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
610899 -- Of other textile materials,,10.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
610910 - Of cotton,,10.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
610990 - Of other textile materials,,10.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
611011 -- Of wool,,10.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
611012 -- Of Kashmir (cashmere) goats,,10.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
611019 -- Other,,10.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
611020 - Of cotton,,10.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
611030 - Of man-made fibres,,10.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
611090 - Of other textile materials,,10.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
611120 - Of cotton,,10.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
611130 - Of synthetic fibres,,10.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
611190 - Of other textile materials,,10.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
611211 -- Of cotton,,10.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
611212 -- Of synthetic fibres,,10.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
611219 -- Of other textile materials,,10.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
611220 - Ski suits,,10.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
611231 -- Of synthetic fibres,,10.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
611239 -- Of other textile materials,,10.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
611241 -- Of synthetic fibres,,10.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
611249 -- Of other textile materials,,10.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
"611300 Garments, made up of knitted or crocheted fabrics of heading 59.03, 59.06 or 59.07.",,10.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
611420 - Of cotton,,10.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
611430 - Of man-made fibres,,10.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
611490 - Of other textile materials,,10.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
"611510 - Graduated compression hosiery (for example, stockings for varicose veins)",,10.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
"611521 -- Of synthetic fibres, measuring per single yarn less than 67 decitex",,10.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
"611522 -- Of synthetic fibres, measuring per single yarn 67 decitex or more",,10.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
611529 -- Of other textile materials,,10.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
"611530 - Other women's full-length or knee-length hosiery, measuring per single yarn less than 67 decitex",,10.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
611594 -- Of wool or fine animal hair,,10.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
611595 -- Of cotton,,10.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
611596 -- Of synthetic fibres,,10.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
611599 -- Of other textile materials,,10.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
"611610 - Impregnated, coated or covered with plastics or rubber",,10.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
611691 -- Of wool or fine animal hair,,10.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
611692 -- Of cotton,,10.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
611693 -- Of synthetic fibres,,10.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
611699 -- Of other textile materials,,10.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
"611710 - Shawls, scarves, mufflers, mantillas, veils and the like",,10.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
611780 - Other accessories,,10.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
611790 - Parts,,10.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
,2009,,10.00,10.00,116,,,,"Saudi Arabia, Kingdom of"
610110 - Of wool or fine animal hair,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610120 - Of cotton,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610130 - Of man-made fibres,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610190 - Of other textile materials,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610210 - Of wool or fine animal hair,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610220 - Of cotton,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610230 - Of man-made fibres,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610290 - Of other textile materials,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610311 -- Of wool or fine animal hair,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610312 -- Of synthetic fibres,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610319 -- Of other textile materials,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610321 -- Of wool or fine animal hair,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610322 -- Of cotton,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610323 -- Of synthetic fibres,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610329 -- Of other textile materials,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610331 -- Of wool or fine animal hair,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610332 -- Of cotton,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610333 -- Of synthetic fibres,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610339 -- Of other textile materials,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610341 -- Of wool or fine animal hair,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610342 -- Of cotton,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610343 -- Of synthetic fibres,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610349 -- Of other textile materials,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610411 -- Of wool or fine animal hair,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610412 -- Of cotton,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610413 -- Of synthetic fibres,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610419 -- Of other textile materials,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610421 -- Of wool or fine animal hair,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610422 -- Of cotton,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610423 -- Of synthetic fibres,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610429 -- Of other textile materials,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610431 -- Of wool or fine animal hair,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610432 -- Of cotton,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610433 -- Of synthetic fibres,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610439 -- Of other textile materials,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610441 -- Of wool or fine animal hair,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610442 -- Of cotton,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610443 -- Of synthetic fibres,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610444 -- Of artificial fibres,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610449 -- Of other textile materials,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610451 -- Of wool or fine animal hair,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610452 -- Of cotton,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610453 -- Of synthetic fibres,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610459 -- Of other textile materials,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610461 -- Of wool or fine animal hair,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610462 -- Of cotton,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610463 -- Of synthetic fibres,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610469 -- Of other textile materials,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610510 - Of cotton,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610520 - Of man-made fibres,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610590 - Of other textile materials,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610610 - Of cotton,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610620 - Of man-made fibres,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610690 - Of other textile materials,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610711 -- Of cotton,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610712 -- Of man-made fibres,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610719 -- Of other textile materials,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610721 -- Of cotton,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610722 -- Of man-made fibres,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610729 -- Of other textile materials,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610791 -- Of cotton,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610792 -- Of man-made fibres,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610799 -- Of other textile materials,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610811 -- Of man-made fibres,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610819 -- Of other textile materials,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610821 -- Of cotton,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610822 -- Of man-made fibres,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610829 -- Of other textile materials,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610831 -- Of cotton,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610832 -- Of man-made fibres,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610839 -- Of other textile materials,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610891 -- Of cotton,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610892 -- Of man-made fibres,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610899 -- Of other textile materials,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610910 - Of cotton,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
610990 - Of other textile materials,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
611011 -- Of wool,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
611012 -- Of Kashmir (cashmere) goats,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
611019 -- Other,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
611020 - Of cotton,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
611030 - Of man-made fibres,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
