Importer,Year,Value,Ad val. duties,Number of lines,"Korea, Republic of"
,(US$),Simple average,MFN duties,Pref. duties,"Korea, Republic of"
,MFN,Best,All items,Non ad val.,All items,Non ad val.,"Korea, Republic of"
170114 - - Other cane sugar,,60.00,60.00,3,,,,"Korea, Republic of"
170191 - - Containing added flavouring or colouring matter,,60.00,60.00,1,,,,"Korea, Republic of"
170199 - - Other,,60.00,60.00,2,,,,"Korea, Republic of"
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,25.00,25.00,2,,,,"Korea, Republic of"
170219 - - Other,,25.00,25.00,2,,,,"Korea, Republic of"
170220 - Maple sugar and maple syrup,,30.00,30.00,2,,,,"Korea, Republic of"
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,30.00,30.00,4,,,,"Korea, Republic of"
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose, excluding invert sugar",,30.00,30.00,4,,,,"Korea, Republic of"
170250 - Chemically pure fructose,,30.00,30.00,1,,,,"Korea, Republic of"
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose, excluding invert sugar",,30.00,30.00,2,,,,"Korea, Republic of"
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50 % by weight of fructose",,30.00,30.00,6,,,,"Korea, Republic of"
170310 - Cane molasses,,10.00,10.00,1,,,,"Korea, Republic of"
170390 - Other,,10.00,10.00,2,,,,"Korea, Republic of"
"170410 - Chewing gum, whether or not sugar-coated",,30.00,30.00,1,,,,"Korea, Republic of"
170490 - Other,,30.00,30.00,4,,,,"Korea, Republic of"
,2016,"34,722",35.37,35.37,41,,,,"Korea, Republic of"
170112 -- Beet sugar,,60.00,60.00,1,,,,"Korea, Republic of"
170113 -- Cane sugar specified in Subheading Note 2 to this Chapter,,60.00,60.00,3,,,,"Korea, Republic of"
170114 -- Other cane sugar,,60.00,60.00,3,,,,"Korea, Republic of"
170191 -- Containing added flavouring or colouring matter,,60.00,60.00,1,,,,"Korea, Republic of"
170199 -- Other,,60.00,60.00,2,,,,"Korea, Republic of"
"170211 -- Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,25.00,25.00,2,,,,"Korea, Republic of"
170219 -- Other,,25.00,25.00,2,,,,"Korea, Republic of"
170220 - Maple sugar and maple syrup,,30.00,30.00,2,,,,"Korea, Republic of"
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose","12,310",30.00,30.00,4,,,,"Korea, Republic of"
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose, excluding invert sugar",,30.00,30.00,4,,,,"Korea, Republic of"
170250 - Chemically pure fructose,,30.00,30.00,1,,,,"Korea, Republic of"
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose, excluding invert sugar",,30.00,30.00,2,,,,"Korea, Republic of"
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50 % by weight of fructose","4,232",30.00,30.00,6,,,,"Korea, Republic of"
170310 - Cane molasses,,10.00,10.00,1,,,,"Korea, Republic of"
170390 - Other,,10.00,10.00,2,,,,"Korea, Republic of"
"170410 - Chewing gum, whether or not sugar-coated","17,032",30.00,30.00,1,,,,"Korea, Republic of"
170490 - Other,"1,148",30.00,30.00,4,,,,"Korea, Republic of"
,2015,"279,089",35.37,35.37,41,,,,"Korea, Republic of"
170112 -- Beet sugar,,60.00,60.00,1,,,,"Korea, Republic of"
170113 -- Cane sugar specified in Subheading Note 2 to this Chapter,,60.00,60.00,3,,,,"Korea, Republic of"
170114 -- Other cane sugar,,60.00,60.00,3,,,,"Korea, Republic of"
170191 -- Containing added flavouring or colouring matter,,60.00,60.00,1,,,,"Korea, Republic of"
170199 -- Other,"144,991",60.00,60.00,2,,,,"Korea, Republic of"
"170211 -- Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,25.00,25.00,2,,,,"Korea, Republic of"
170219 -- Other,,25.00,25.00,2,,,,"Korea, Republic of"
170220 - Maple sugar and maple syrup,,30.00,30.00,2,,,,"Korea, Republic of"
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose","64,435",30.00,30.00,4,,,,"Korea, Republic of"
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose, excluding invert sugar",,30.00,30.00,4,,,,"Korea, Republic of"
170250 - Chemically pure fructose,,30.00,30.00,1,,,,"Korea, Republic of"
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose, excluding invert sugar",,30.00,30.00,2,,,,"Korea, Republic of"
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50 % by weight of fructose","9,105",30.00,30.00,6,,,,"Korea, Republic of"
170310 - Cane molasses,,10.00,10.00,1,,,,"Korea, Republic of"
170390 - Other,,10.00,10.00,2,,,,"Korea, Republic of"
"170410 - Chewing gum, whether or not sugar-coated","53,650",30.00,30.00,1,,,,"Korea, Republic of"
170490 - Other,"6,908",30.00,30.00,4,,,,"Korea, Republic of"
,2014,"76,194",35.37,35.37,41,,,,"Korea, Republic of"
170112 -- Beet sugar,,60.00,60.00,1,,,,"Korea, Republic of"
170113 -- Cane sugar specified in Subheading Note 2 to this Chapter,,60.00,60.00,3,,,,"Korea, Republic of"
170114 -- Other cane sugar,,60.00,60.00,3,,,,"Korea, Republic of"
170191 -- Containing added flavouring or colouring matter,,60.00,60.00,1,,,,"Korea, Republic of"
170199 -- Other,,60.00,60.00,2,,,,"Korea, Republic of"
"170211 -- Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,25.00,25.00,2,,,,"Korea, Republic of"
170219 -- Other,,25.00,25.00,2,,,,"Korea, Republic of"
170220 - Maple sugar and maple syrup,,30.00,30.00,2,,,,"Korea, Republic of"
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose","47,455",30.00,30.00,4,,,,"Korea, Republic of"
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose, excluding invert sugar",,30.00,30.00,4,,,,"Korea, Republic of"
170250 - Chemically pure fructose,,30.00,30.00,1,,,,"Korea, Republic of"
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose, excluding invert sugar",,30.00,30.00,2,,,,"Korea, Republic of"
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50 % by weight of fructose","2,978",30.00,30.00,6,,,,"Korea, Republic of"
170310 - Cane molasses,,10.00,10.00,1,,,,"Korea, Republic of"
170390 - Other,,10.00,10.00,2,,,,"Korea, Republic of"
"170410 - Chewing gum, whether or not sugar-coated","14,713",30.00,30.00,1,,,,"Korea, Republic of"
170490 - Other,"11,048",30.00,30.00,4,,,,"Korea, Republic of"
,2013,"96,257",35.37,35.37,41,,,,"Korea, Republic of"
170112 -- Beet sugar,,60.00,60.00,1,,,,"Korea, Republic of"
170113 -- Cane sugar specified in Subheading Note 2 to this Chapter,,60.00,60.00,3,,,,"Korea, Republic of"
170114 -- Other cane sugar,,60.00,60.00,3,,,,"Korea, Republic of"
170191 -- Containing added flavouring or colouring matter,,60.00,60.00,1,,,,"Korea, Republic of"
170199 -- Other,,60.00,60.00,2,,,,"Korea, Republic of"
"170211 -- Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,25.00,25.00,2,,,,"Korea, Republic of"
170219 -- Other,,25.00,25.00,2,,,,"Korea, Republic of"
170220 - Maple sugar and maple syrup,,30.00,30.00,2,,,,"Korea, Republic of"
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose","41,450",30.00,30.00,4,,,,"Korea, Republic of"
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose, excluding invert sugar",,30.00,30.00,4,,,,"Korea, Republic of"
170250 - Chemically pure fructose,,30.00,30.00,1,,,,"Korea, Republic of"
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose, excluding invert sugar",,30.00,30.00,2,,,,"Korea, Republic of"
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50 % by weight of fructose","6,289",30.00,30.00,6,,,,"Korea, Republic of"
170310 - Cane molasses,,10.00,10.00,1,,,,"Korea, Republic of"
170390 - Other,,10.00,10.00,2,,,,"Korea, Republic of"
"170410 - Chewing gum, whether or not sugar-coated",,30.00,30.00,1,,,,"Korea, Republic of"
170490 - Other,"48,518",30.00,30.00,4,,,,"Korea, Republic of"
,2012,"92,331",35.37,35.37,41,,,,"Korea, Republic of"
170112 -- Beet sugar,,60.00,60.00,1,,,,"Korea, Republic of"
170113 -- Cane sugar specified in Subheading Note 2 to this Chapter,,60.00,60.00,3,,,,"Korea, Republic of"
170114 -- Other cane sugar,,60.00,60.00,3,,,,"Korea, Republic of"
170191 -- Containing added flavouring or colouring matter,,60.00,60.00,1,,,,"Korea, Republic of"
170199 -- Other,,60.00,60.00,2,,,,"Korea, Republic of"
"170211 -- Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,25.00,25.00,2,,,,"Korea, Republic of"
170219 -- Other,169,25.00,25.00,2,,,,"Korea, Republic of"
170220 - Maple sugar and maple syrup,,30.00,30.00,2,,,,"Korea, Republic of"
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose","23,408",30.00,30.00,4,,,,"Korea, Republic of"
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose, excluding invert sugar",,30.00,30.00,4,,,,"Korea, Republic of"
170250 - Chemically pure fructose,,30.00,30.00,1,,,,"Korea, Republic of"
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose, excluding invert sugar",,30.00,30.00,2,,,,"Korea, Republic of"
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50 % by weight of fructose","1,960",30.00,30.00,6,,,,"Korea, Republic of"
170310 - Cane molasses,,10.00,10.00,1,,,,"Korea, Republic of"
170390 - Other,,10.00,10.00,2,,,,"Korea, Republic of"
"170410 - Chewing gum, whether or not sugar-coated",,30.00,30.00,1,,,,"Korea, Republic of"
170490 - Other,"66,794",30.00,30.00,4,,,,"Korea, Republic of"
,2011,"1,180,679",35.37,35.37,41,,,,"Korea, Republic of"
170112 -- Beet sugar,,60.00,60.00,1,,,,"Korea, Republic of"
170113 -- Cane sugar specified in Subheading Note 2 to this Chapter,,60.00,60.00,3,,,,"Korea, Republic of"
170114 -- Other cane sugar,,60.00,60.00,3,,,,"Korea, Republic of"
170191 -- Containing added flavouring or colouring matter,380,60.00,60.00,1,,,,"Korea, Republic of"
170199 -- Other,"95,463",60.00,60.00,2,,,,"Korea, Republic of"
"170211 -- Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter","626,535",25.00,25.00,2,,,,"Korea, Republic of"
170219 -- Other,"50,726",25.00,25.00,2,,,,"Korea, Republic of"
170220 - Maple sugar and maple syrup,,30.00,30.00,2,,,,"Korea, Republic of"
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose","22,949",30.00,30.00,4,,,,"Korea, Republic of"
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose, excluding invert sugar","112,133",30.00,30.00,4,,,,"Korea, Republic of"
170250 - Chemically pure fructose,"53,085",30.00,30.00,1,,,,"Korea, Republic of"
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose, excluding invert sugar","3,164",30.00,30.00,2,,,,"Korea, Republic of"
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50 % by weight of fructose","27,052",30.00,30.00,6,,,,"Korea, Republic of"
170310 - Cane molasses,,10.00,10.00,1,,,,"Korea, Republic of"
170390 - Other,,10.00,10.00,2,,,,"Korea, Republic of"
"170410 - Chewing gum, whether or not sugar-coated","12,617",30.00,30.00,1,,,,"Korea, Republic of"
170490 - Other,"176,575",30.00,30.00,4,,,,"Korea, Republic of"
,2010,"401,872",33.42,28.95,38,,31,,"Korea, Republic of"
170111 -- Cane sugar,,60.00,60.00,3,,,,"Korea, Republic of"
170112 -- Beet sugar,,60.00,60.00,1,,,,"Korea, Republic of"
170191 -- Containing added flavouring or colouring matter,"219,773",60.00,60.00,1,,,,"Korea, Republic of"
170199 -- Other,"13,872",60.00,60.00,2,,,,"Korea, Republic of"
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter","24,749",25.00,20.00,2,,2,,"Korea, Republic of"
170219 -- Other,,25.00,20.00,2,,2,,"Korea, Republic of"
170220 - Maple sugar and maple syrup,,30.00,23.75,2,,2,,"Korea, Republic of"
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose","22,341",30.00,23.75,4,,4,,"Korea, Republic of"
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50% by weight of fructose, excluding invert sugar",,30.00,23.75,4,,4,,"Korea, Republic of"
170250 - Chemically pure fructose,,30.00,23.75,1,,1,,"Korea, Republic of"
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,30.00,23.75,2,,2,,"Korea, Republic of"
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose","1,227",30.00,23.75,6,,6,,"Korea, Republic of"
170310 - Cane molasses,,10.00,9.00,1,,1,,"Korea, Republic of"
170390 - Other,,10.00,9.00,2,,2,,"Korea, Republic of"
"170410 - Chewing gum, whether or not sugar-coated","17,609",30.00,27.00,1,,1,,"Korea, Republic of"
170490 - Other,"102,300",30.00,23.75,4,,4,,"Korea, Republic of"
,2009,"1,740,661",40.90,40.90,39,,,,"Korea, Republic of"
170111 -- Cane sugar,"13,997",100.00,100.00,3,,,,"Korea, Republic of"
170112 -- Beet sugar,,100.00,100.00,1,,,,"Korea, Republic of"
170191 -- Containing added flavouring or colouring matter,,100.00,100.00,1,,,,"Korea, Republic of"
170199 -- Other,"1,635,564",60.00,60.00,2,,,,"Korea, Republic of"
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,30.00,30.00,2,,,,"Korea, Republic of"
170219 -- Other,,30.00,30.00,2,,,,"Korea, Republic of"
170220 - Maple sugar and maple syrup,,30.00,30.00,2,,,,"Korea, Republic of"
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose","28,350",30.00,30.00,4,,,,"Korea, Republic of"
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50% by weight of fructose, excluding invert sugar",,30.00,30.00,4,,,,"Korea, Republic of"
170250 - Chemically pure fructose,,30.00,30.00,1,,,,"Korea, Republic of"
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,30.00,30.00,2,,,,"Korea, Republic of"
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose",,30.00,30.00,6,,,,"Korea, Republic of"
170310 - Cane molasses,,30.00,30.00,1,,,,"Korea, Republic of"
170390 - Other,,30.00,30.00,2,,,,"Korea, Republic of"
"170410 - Chewing gum, whether or not sugar-coated","29,340",30.00,30.00,1,,,,"Korea, Republic of"
170490 - Other,"33,409",33.00,33.00,5,,,,"Korea, Republic of"
,2008,"163,141",33.42,33.42,38,,,,"Korea, Republic of"
170111 -- Cane sugar,,60.00,60.00,3,,,,"Korea, Republic of"
170112 -- Beet sugar,,60.00,60.00,1,,,,"Korea, Republic of"
170191 -- Containing added flavouring or colouring matter,,60.00,60.00,1,,,,"Korea, Republic of"
170199 -- Other,,60.00,60.00,2,,,,"Korea, Republic of"
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",367,25.00,25.00,2,,,,"Korea, Republic of"
170219 -- Other,,25.00,25.00,2,,,,"Korea, Republic of"
170220 - Maple sugar and maple syrup,,30.00,30.00,2,,,,"Korea, Republic of"
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose","24,053",30.00,30.00,4,,,,"Korea, Republic of"
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50% by weight of fructose, excluding invert sugar",,30.00,30.00,4,,,,"Korea, Republic of"
170250 - Chemically pure fructose,,30.00,30.00,1,,,,"Korea, Republic of"
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar","20,941",30.00,30.00,2,,,,"Korea, Republic of"
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose","3,506",30.00,30.00,6,,,,"Korea, Republic of"
170310 - Cane molasses,,10.00,10.00,1,,,,"Korea, Republic of"
170390 - Other,,10.00,10.00,2,,,,"Korea, Republic of"
"170410 - Chewing gum, whether or not sugar-coated","64,916",30.00,30.00,1,,,,"Korea, Republic of"
170490 - Other,"49,359",30.00,30.00,4,,,,"Korea, Republic of"
,2007,"396,353",33.42,33.42,38,,,,"Korea, Republic of"
170111 -- Cane sugar,"113,151",60.00,60.00,3,,,,"Korea, Republic of"
170112 -- Beet sugar,,60.00,60.00,1,,,,"Korea, Republic of"
170191 -- Containing added flavouring or colouring matter,,60.00,60.00,1,,,,"Korea, Republic of"
170199 -- Other,,60.00,60.00,2,,,,"Korea, Republic of"
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,25.00,25.00,2,,,,"Korea, Republic of"
170219 -- Other,,25.00,25.00,2,,,,"Korea, Republic of"
170220 - Maple sugar and maple syrup,,30.00,30.00,2,,,,"Korea, Republic of"
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose","8,872",30.00,30.00,4,,,,"Korea, Republic of"
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50% by weight of fructose, excluding invert sugar","6,177",30.00,30.00,4,,,,"Korea, Republic of"
170250 - Chemically pure fructose,,30.00,30.00,1,,,,"Korea, Republic of"
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,30.00,30.00,2,,,,"Korea, Republic of"
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose",,30.00,30.00,6,,,,"Korea, Republic of"
170310 - Cane molasses,,10.00,10.00,1,,,,"Korea, Republic of"
170390 - Other,,10.00,10.00,2,,,,"Korea, Republic of"
"170410 - Chewing gum, whether or not sugar-coated","213,782",30.00,30.00,1,,,,"Korea, Republic of"
170490 - Other,"54,372",30.00,30.00,4,,,,"Korea, Republic of"
,2006,"295,216",33.42,33.42,38,,,,"Korea, Republic of"
170111 -- Cane sugar,,60.00,60.00,3,,,,"Korea, Republic of"
170112 -- Beet sugar,,60.00,60.00,1,,,,"Korea, Republic of"
170191 -- Containing added flavouring or colouring matter,,60.00,60.00,1,,,,"Korea, Republic of"
170199 -- Other,,60.00,60.00,2,,,,"Korea, Republic of"
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,25.00,25.00,2,,,,"Korea, Republic of"
170219 -- Other,,25.00,25.00,2,,,,"Korea, Republic of"
170220 - Maple sugar and maple syrup,,30.00,30.00,2,,,,"Korea, Republic of"
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose","6,473",30.00,30.00,4,,,,"Korea, Republic of"
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar",,30.00,30.00,4,,,,"Korea, Republic of"
170250 - Chemically pure fructose,,30.00,30.00,1,,,,"Korea, Republic of"
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar","10,802",30.00,30.00,2,,,,"Korea, Republic of"
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose",104,30.00,30.00,6,,,,"Korea, Republic of"
170310 - Cane molasses,,10.00,10.00,1,,,,"Korea, Republic of"
170390 - Other,,10.00,10.00,2,,,,"Korea, Republic of"
"170410 - Chewing gum, whether or not sugar-coated","228,072",30.00,30.00,1,,,,"Korea, Republic of"
170490 - Other,"49,764",30.00,30.00,4,,,,"Korea, Republic of"
,2005,"541,817",43.29,41.71,38,,3,,"Korea, Republic of"
170111 -- Cane sugar,,100.00,100.00,3,,,,"Korea, Republic of"
170112 -- Beet sugar,,100.00,100.00,1,,,,"Korea, Republic of"
170191 -- Containing added flavouring or colouring matter,,100.00,100.00,1,,,,"Korea, Republic of"
170199 -- Other,"325,610",100.00,100.00,2,,,,"Korea, Republic of"
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,30.00,30.00,2,,,,"Korea, Republic of"
170219 -- Other,,30.00,30.00,2,,,,"Korea, Republic of"
170220 - Maple sugar and maple syrup,,30.00,30.00,2,,,,"Korea, Republic of"
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,30.00,30.00,4,,,,"Korea, Republic of"
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar",,30.00,30.00,4,,,,"Korea, Republic of"
170250 - Chemically pure fructose,,30.00,30.00,1,,,,"Korea, Republic of"
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,30.00,30.00,2,,,,"Korea, Republic of"
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose",,30.00,30.00,6,,,,"Korea, Republic of"
170310 - Cane molasses,,30.00,10.00,1,,1,,"Korea, Republic of"
170390 - Other,,30.00,10.00,2,,2,,"Korea, Republic of"
"170410 - Chewing gum, whether or not sugar-coated","64,386",45.00,45.00,1,,,,"Korea, Republic of"
170490 - Other,"151,820",30.00,30.00,4,,,,"Korea, Republic of"
,2004,"166,767",43.29,43.29,38,,,,"Korea, Republic of"
170111 -- Cane sugar,,100.00,100.00,3,,,,"Korea, Republic of"
170112 -- Beet sugar,,100.00,100.00,1,,,,"Korea, Republic of"
170191 -- Containing added flavouring or colouring matter,,100.00,100.00,1,,,,"Korea, Republic of"
170199 -- Other,190,100.00,100.00,2,,,,"Korea, Republic of"
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,30.00,30.00,2,,,,"Korea, Republic of"
170219 -- Other,,30.00,30.00,2,,,,"Korea, Republic of"
170220 - Maple sugar and maple syrup,,30.00,30.00,2,,,,"Korea, Republic of"
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,30.00,30.00,4,,,,"Korea, Republic of"
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar",,30.00,30.00,4,,,,"Korea, Republic of"
170250 - Chemically pure fructose,,30.00,30.00,1,,,,"Korea, Republic of"
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,30.00,30.00,2,,,,"Korea, Republic of"
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose",,30.00,30.00,6,,,,"Korea, Republic of"
170310 - Cane molasses,,30.00,30.00,1,,,,"Korea, Republic of"
170390 - Other,,30.00,30.00,2,,,,"Korea, Republic of"
"170410 - Chewing gum, whether or not sugar-coated","34,804",45.00,45.00,1,,,,"Korea, Republic of"
170490 - Other,"131,772",30.00,30.00,4,,,,"Korea, Republic of"
,2003,"276,568",43.29,43.29,38,,,,"Korea, Republic of"
170111 -- Cane sugar,,100.00,100.00,3,,,,"Korea, Republic of"
170112 -- Beet sugar,,100.00,100.00,1,,,,"Korea, Republic of"
170191 -- Containing added flavouring or colouring matter,,100.00,100.00,1,,,,"Korea, Republic of"
170199 -- Other,,100.00,100.00,2,,,,"Korea, Republic of"
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",49,30.00,30.00,2,,,,"Korea, Republic of"
170219 -- Other,,30.00,30.00,2,,,,"Korea, Republic of"
170220 - Maple sugar and maple syrup,,30.00,30.00,2,,,,"Korea, Republic of"
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,30.00,30.00,4,,,,"Korea, Republic of"
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar",,30.00,30.00,4,,,,"Korea, Republic of"
170250 - Chemically pure fructose,,30.00,30.00,1,,,,"Korea, Republic of"
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,30.00,30.00,2,,,,"Korea, Republic of"
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose",,30.00,30.00,6,,,,"Korea, Republic of"
170310 - Cane molasses,,30.00,30.00,1,,,,"Korea, Republic of"
170390 - Other,,30.00,30.00,2,,,,"Korea, Republic of"
"170410 - Chewing gum, whether or not sugar-coated","68,158",45.00,45.00,1,,,,"Korea, Republic of"
170490 - Other,"208,360",30.00,30.00,4,,,,"Korea, Republic of"
,2002,"210,567",48.44,48.44,16,,,,"Korea, Republic of"
170111 -- Cane sugar,,100.00,100.00,1,,,,"Korea, Republic of"
170112 -- Beet sugar,,100.00,100.00,1,,,,"Korea, Republic of"
