Importer,Year,Value,Ad val. duties,Number of lines,"Korea, Republic of"
,(US$),Simple average,MFN duties,Pref. duties,"Korea, Republic of"
,MFN,Best,All items,Non ad val.,All items,Non ad val.,"Korea, Republic of"
170191 -- Containing added flavouring or colouring matter,,100.00,100.00,1,,,,"Korea, Republic of"
170199 -- Other,,100.00,100.00,1,,,,"Korea, Republic of"
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,30.00,30.00,1,,,,"Korea, Republic of"
170219 -- Other,,30.00,30.00,1,,,,"Korea, Republic of"
170220 - Maple sugar and maple syrup,,30.00,30.00,1,,,,"Korea, Republic of"
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose",,30.00,30.00,1,,,,"Korea, Republic of"
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar",,30.00,30.00,1,,,,"Korea, Republic of"
170250 - Chemically pure fructose,,30.00,30.00,1,,,,"Korea, Republic of"
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,30.00,30.00,1,,,,"Korea, Republic of"
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose",,30.00,30.00,1,,,,"Korea, Republic of"
170310 - Cane molasses,,30.00,30.00,1,,,,"Korea, Republic of"
170390 - Other,,30.00,30.00,1,,,,"Korea, Republic of"
"170410 - Chewing gum, whether or not sugar-coated","52,851",45.00,45.00,1,,,,"Korea, Republic of"
170490 - Other,"157,716",30.00,30.00,1,,,,"Korea, Republic of"
,2001,"227,230",51.25,51.25,16,,,,"Korea, Republic of"
170111 - - Cane sugar,,100.00,100.00,1,,,,"Korea, Republic of"
170112 - - Beet sugar,,100.00,100.00,1,,,,"Korea, Republic of"
170191 - - Containing added flavouring or colouring matter,,100.00,100.00,1,,,,"Korea, Republic of"
170199 - - Other,,100.00,100.00,1,,,,"Korea, Republic of"
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,35.00,35.00,1,,,,"Korea, Republic of"
170219 - - Other,,35.00,35.00,1,,,,"Korea, Republic of"
170220 - Maple sugar and maple syrup,,35.00,35.00,1,,,,"Korea, Republic of"
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,35.00,35.00,1,,,,"Korea, Republic of"
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose",,35.00,35.00,1,,,,"Korea, Republic of"
170250 - Chemically pure fructose,,35.00,35.00,1,,,,"Korea, Republic of"
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose",,35.00,35.00,1,,,,"Korea, Republic of"
"170290 - Other, including invert sugar","25,519",35.00,35.00,1,,,,"Korea, Republic of"
170310 - Cane molasses,,35.00,35.00,1,,,,"Korea, Republic of"
170390 - Other,,35.00,35.00,1,,,,"Korea, Republic of"
"170410 - Chewing gum, whether or not sugar-coated","111,129",35.00,35.00,1,,,,"Korea, Republic of"
170490 - Other,"90,582",35.00,35.00,1,,,,"Korea, Republic of"
,2000,"111,645",39.75,39.75,16,,,,"Korea, Republic of"
170111 - - Cane sugar,,60.00,60.00,1,,,,"Korea, Republic of"
170112 - - Beet sugar,,60.00,60.00,1,,,,"Korea, Republic of"
170191 - - Containing added flavouring or colouring matter,,60.00,60.00,1,,,,"Korea, Republic of"
170199 - - Other,,60.00,60.00,1,,,,"Korea, Republic of"
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,27.50,27.50,1,,,,"Korea, Republic of"
170219 - - Other,,27.50,27.50,1,,,,"Korea, Republic of"
170220 - Maple sugar and maple syrup,,38.50,38.50,1,,,,"Korea, Republic of"
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,38.50,38.50,1,,,,"Korea, Republic of"
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose",,38.50,38.50,1,,,,"Korea, Republic of"
170250 - Chemically pure fructose,,38.50,38.50,1,,,,"Korea, Republic of"
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose",,38.50,38.50,1,,,,"Korea, Republic of"
"170290 - Other, including invert sugar",,38.50,38.50,1,,,,"Korea, Republic of"
170310 - Cane molasses,,16.50,16.50,1,,,,"Korea, Republic of"
170390 - Other,,16.50,16.50,1,,,,"Korea, Republic of"
"170410 - Chewing gum, whether or not sugar-coated","33,606",38.50,38.50,1,,,,"Korea, Republic of"
170490 - Other,"78,039",38.50,38.50,1,,,,"Korea, Republic of"
,1999,"6,353,663",38.50,38.50,16,,,,"Korea, Republic of"
170111 - - Cane sugar,"2,400,430",44.00,44.00,1,,,,"Korea, Republic of"
170112 - - Beet sugar,,44.00,44.00,1,,,,"Korea, Republic of"
170191 - - Containing added flavouring or colouring matter,,44.00,44.00,1,,,,"Korea, Republic of"
170199 - - Other,"3,831,182",44.00,44.00,1,,,,"Korea, Republic of"
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,27.50,27.50,1,,,,"Korea, Republic of"
170219 - - Other,,27.50,27.50,1,,,,"Korea, Republic of"
170220 - Maple sugar and maple syrup,,44.00,44.00,1,,,,"Korea, Republic of"
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,44.00,44.00,1,,,,"Korea, Republic of"
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose",,44.00,44.00,1,,,,"Korea, Republic of"
170250 - Chemically pure fructose,,44.00,44.00,1,,,,"Korea, Republic of"
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose",,44.00,44.00,1,,,,"Korea, Republic of"
"170290 - Other, including invert sugar",103,44.00,44.00,1,,,,"Korea, Republic of"
170310 - Cane molasses,,16.50,16.50,1,,,,"Korea, Republic of"
170390 - Other,,16.50,16.50,1,,,,"Korea, Republic of"
"170410 - Chewing gum, whether or not sugar-coated","13,293",44.00,44.00,1,,,,"Korea, Republic of"
170490 - Other,"108,656",44.00,44.00,1,,,,"Korea, Republic of"
,1998,"180,974",33.75,33.75,16,,,,"Korea, Republic of"
170111 - - Cane sugar,,40.00,40.00,1,,,,"Korea, Republic of"
170112 - - Beet sugar,,40.00,40.00,1,,,,"Korea, Republic of"
170191 - - Containing added flavouring or colouring matter,,40.00,40.00,1,,,,"Korea, Republic of"
170199 - - Other,"13,017",40.00,40.00,1,,,,"Korea, Republic of"
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter","15,593",20.00,20.00,1,,,,"Korea, Republic of"
170219 - - Other,,20.00,20.00,1,,,,"Korea, Republic of"
170220 - Maple sugar and maple syrup,,40.00,40.00,1,,,,"Korea, Republic of"
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,40.00,40.00,1,,,,"Korea, Republic of"
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose",,40.00,40.00,1,,,,"Korea, Republic of"
170250 - Chemically pure fructose,,40.00,40.00,1,,,,"Korea, Republic of"
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose",,40.00,40.00,1,,,,"Korea, Republic of"
"170290 - Other, including invert sugar","39,720",40.00,40.00,1,,,,"Korea, Republic of"
170310 - Cane molasses,,10.00,10.00,1,,,,"Korea, Republic of"
170390 - Other,,10.00,10.00,1,,,,"Korea, Republic of"
"170410 - Chewing gum, whether or not sugar-coated","18,013",40.00,40.00,1,,,,"Korea, Republic of"
170490 - Other,"94,631",40.00,40.00,1,,,,"Korea, Republic of"
,1997,"270,693",33.13,33.13,16,,,,"Korea, Republic of"
170111 - - Cane sugar,,0.00,0.00,1,,,,"Korea, Republic of"
170112 - - Beet sugar,,0.00,0.00,1,,,,"Korea, Republic of"
170191 - - Containing added flavouring or colouring matter,,45.00,45.00,1,,,,"Korea, Republic of"
170199 - - Other,,45.00,45.00,1,,,,"Korea, Republic of"
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,25.00,25.00,1,,,,"Korea, Republic of"
170219 - - Other,,25.00,25.00,1,,,,"Korea, Republic of"
170220 - Maple sugar and maple syrup,,45.00,45.00,1,,,,"Korea, Republic of"
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,45.00,45.00,1,,,,"Korea, Republic of"
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose",,45.00,45.00,1,,,,"Korea, Republic of"
170250 - Chemically pure fructose,,45.00,45.00,1,,,,"Korea, Republic of"
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose",,45.00,45.00,1,,,,"Korea, Republic of"
"170290 - Other, including invert sugar","5,013",45.00,45.00,1,,,,"Korea, Republic of"
170310 - Cane molasses,,15.00,15.00,1,,,,"Korea, Republic of"
170390 - Other,,15.00,15.00,1,,,,"Korea, Republic of"
"170410 - Chewing gum, whether or not sugar-coated","204,809",45.00,45.00,1,,,,"Korea, Republic of"
170490 - Other,"60,871",45.00,45.00,1,,,,"Korea, Republic of"
,1996,"1,402",36.75,36.75,16,,,,"Korea, Republic of"
170111 - - Cane sugar,,0.00,0.00,1,,,,"Korea, Republic of"
170112 - - Beet sugar,,0.00,0.00,1,,,,"Korea, Republic of"
170191 - - Containing added flavouring or colouring matter,,52.00,52.00,1,,,,"Korea, Republic of"
170199 - - Other,,52.00,52.00,1,,,,"Korea, Republic of"
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,22.00,22.00,1,,,,"Korea, Republic of"
170219 - - Other,,22.00,22.00,1,,,,"Korea, Republic of"
170220 - Maple sugar and maple syrup,,52.00,52.00,1,,,,"Korea, Republic of"
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,52.00,52.00,1,,,,"Korea, Republic of"
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose",,52.00,52.00,1,,,,"Korea, Republic of"
170250 - Chemically pure fructose,,52.00,52.00,1,,,,"Korea, Republic of"
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose",,52.00,52.00,1,,,,"Korea, Republic of"
"170290 - Other, including invert sugar","1,402",52.00,52.00,1,,,,"Korea, Republic of"
170310 - Cane molasses,,12.00,12.00,1,,,,"Korea, Republic of"
170390 - Other,,12.00,12.00,1,,,,"Korea, Republic of"
"170410 - Chewing gum, whether or not sugar-coated",,52.00,52.00,1,,,,"Korea, Republic of"
170490 - Other,,52.00,52.00,1,,,,"Korea, Republic of"
