Importer,Year,Value,Ad val. duties,Number of lines,Japan
,(US$),Simple average,MFN duties,Pref. duties,Japan
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Japan
"851830 - Headphones and earphones, whether or not combined with a microphone, and sets consisting of a microphone and one or more loudspeakers",,20.00,20.00,1,,,,Japan
851840 - Audio-frequency electric amplifiers,,20.00,20.00,1,,,,Japan
851850 - Electric sound amplifier sets,,20.00,20.00,1,,,,Japan
851890 - Parts,,16.00,16.00,2,,,,Japan
"851920 - Apparatus operated by coins, banknotes, bank cards, tokens or by other means of payment",,20.00,20.00,1,,,,Japan
851930 - Turntables (record-decks),,20.00,20.00,1,,,,Japan
851950 - Telephone answering machines,,20.00,20.00,1,,,,Japan
"851981 - - Using magnetic, optical or semiconductor media",,13.33,13.33,3,,,,Japan
851989 - - Other,,20.00,20.00,1,,,,Japan
852110 - Magnetic tape-type,,10.00,10.00,4,,,,Japan
852190 - Other,,10.00,10.00,2,,,,Japan
852210 - Pick-up cartridges,,18.00,18.00,1,,,,Japan
852290 - Other,,16.00,16.00,6,,,,Japan
852321 - - Cards incorporating a magnetic stripe,,16.00,16.00,2,,,,Japan
852329 - - Other,,14.67,14.67,12,,,,Japan
852341 - - Unrecorded,,16.00,16.00,2,,,,Japan
852349 - - Other,,16.00,16.00,3,,,,Japan
852351 - - Solid-state non-volatile storage devices,,9.00,9.00,2,,,,Japan
852352 - - “Smart cards”,,6.00,6.00,1,,,,Japan
852359 - - Other,,14.00,14.00,2,,,,Japan
852380 - Other,,16.00,16.00,1,,,,Japan
852550 - Transmission apparatus,,3.00,3.00,8,,,,Japan
852560 - Transmission apparatus incorporating reception apparatus,,8.00,8.00,3,,,,Japan
"852580 - Television cameras, digital cameras and video camera recorders",,5.71,5.71,7,,,,Japan
852610 - Radar apparatus,,0.00,0.00,1,,,,Japan
852691 - - Radio navigational aid apparatus,,0.00,0.00,1,,,,Japan
852692 - - Radio remote control apparatus,,18.00,18.00,1,,,,Japan
852712 - - Pocket-size radio cassette-players,,20.00,20.00,1,,,,Japan
852713 - - Other apparatus combined with sound recording or reproducing apparatus,,20.00,20.00,1,,,,Japan
852719 - - Other,,20.00,20.00,2,,,,Japan
852721 - - Combined with sound recording or reproducing apparatus,,20.00,20.00,1,,,,Japan
852729 - - Other,,20.00,20.00,1,,,,Japan
852791 - - Combined with sound recording or reproducing apparatus,,20.00,20.00,1,,,,Japan
852792 - - Not combined with sound recording or reproducing apparatus but combined with a clock,,20.00,20.00,1,,,,Japan
852799 - - Other,,20.00,20.00,2,,,,Japan
852842 - - Capable of directly connecting to and designed for use with an automatic data processing machine of heading 84.71,,16.00,16.00,2,,,,Japan
852849 - - Other,,18.67,18.67,3,,,,Japan
852852 - - Capable of directly connecting to and designed for use with an automatic data processing machine of heading 84.71,,12.00,12.00,2,,,,Japan
852859 - - Other,,20.00,20.00,2,,,,Japan
852862 - - Capable of directly connecting to and designed for use with an automatic data processing machine of heading 84.71,,16.00,16.00,1,,,,Japan
852869 - - Other,,10.00,10.00,2,,,,Japan
852871 - - Not designed to incorporate a video display or screen,,13.33,13.33,3,,,,Japan
"852872 - - Other, colour",,20.00,20.00,1,,,,Japan
"852873 - - Other, monochrome",,20.00,20.00,1,,,,Japan
852910 - Aerials and aerial reflectors of all kinds; parts suitable for use therewith,,16.00,16.00,3,,,,Japan
852990 - Other,,8.00,8.00,7,,,,Japan
853010 - Equipment for railways or tramways,,14.00,14.00,2,,,,Japan
853080 - Other equipment,,14.00,14.00,2,,,,Japan
853090 - Parts,,14.00,14.00,1,,,,Japan
853110 - Burglar or fire alarms and similar apparatus,,18.00,18.00,2,,,,Japan
853120 - Indicator panels incorporating liquid crystal devices (LCD) or light-emitting diodes (LED),,12.00,12.00,1,,,,Japan
853180 - Other apparatus,,18.00,18.00,1,,,,Japan
853190 - Parts,,16.00,16.00,1,,,,Japan
853210 - Fixed capacitors designed for use in 50/60 Hz circuits and having a reactive power handling capacity of not less than 0.5 kvar (power capacitors),,16.00,16.00,1,,,,Japan
853221 - - Tantalum,,8.50,8.50,4,,,,Japan
853222 - - Aluminium electrolytic,,16.00,16.00,1,,,,Japan
"853223 - - Ceramic dielectric, single layer",,9.00,9.00,2,,,,Japan
"853224 - - Ceramic dielectric, multilayer",,6.67,6.67,3,,,,Japan
853225 - - Dielectric of paper or plastics,,9.00,9.00,2,,,,Japan
853229 - - Other,,9.00,9.00,2,,,,Japan
853230 - Variable or adjustable (pre-set) capacitors,,9.00,9.00,2,,,,Japan
853290 - Parts,,14.00,14.00,1,,,,Japan
"853310 - Fixed carbon resistors, composition or film types",,16.00,16.00,1,,,,Japan
853321 - - For a power handling capacity not exceeding 20 W,,11.33,11.33,3,,,,Japan
853329 - - Other,,16.00,16.00,1,,,,Japan
853331 - - For a power handling capacity not exceeding 20 W,,16.00,16.00,2,,,,Japan
853339 - - Other,,16.00,16.00,2,,,,Japan
"853340 - Other variable resistors, including rheostats and potentiometers",,10.00,10.00,7,,,,Japan
853390 - Parts,,14.00,14.00,1,,,,Japan
853400 Printed circuits.,,10.00,10.00,12,,,,Japan
853510 - Fuses,,16.00,16.00,1,,,,Japan
853521 - - For a voltage of less than 72.5 kV,,16.00,16.00,1,,,,Japan
853529 - - Other,,16.00,16.00,1,,,,Japan
853530 - Isolating switches and make-and-break switches,,12.50,12.50,8,,,,Japan
"853540 - Lightning arresters, voltage limiters and surge suppressors",,16.00,16.00,2,,,,Japan
853590 - Other,,16.00,16.00,1,,,,Japan
853610 - Fuses,,16.00,16.00,1,,,,Japan
853620 - Automatic circuit breakers,,18.00,18.00,1,,,,Japan
853630 - Other apparatus for protecting electrical circuits,,9.00,9.00,2,,,,Japan
853641 - - For a voltage not exceeding 60 V,,16.00,16.00,1,,,,Japan
853649 - - Other,,16.00,16.00,1,,,,Japan
853650 - Other switches,,5.00,5.00,4,,,,Japan
853661 - - Lamp-holders,,16.00,16.00,1,,,,Japan
853669 - - Other,,16.00,16.00,2,,,,Japan
"853670 - Connectors for optical fibres, optical fibre bundles or cables",,16.00,16.00,1,,,,Japan
853690 - Other apparatus,,11.14,11.14,7,,,,Japan
"853710 - For a voltage not exceeding 1,000 V",,12.40,12.40,5,,,,Japan
"853720 - For a voltage exceeding 1,000 V",,9.00,9.00,2,,,,Japan
"853810 - Boards, panels, consoles, desks, cabinets and other bases for the goods of heading 85.37, not equipped with their apparatus",,16.00,16.00,1,,,,Japan
853890 - Other,,10.00,10.00,3,,,,Japan
853910 - Sealed beam lamp units,,18.00,18.00,2,,,,Japan
853921 - - Tungsten halogen,,18.00,18.00,2,,,,Japan
"853922 - - Other, of a power not exceeding 200 W and for a voltage exceeding 100 V",,18.00,18.00,1,,,,Japan
853929 - - Other,,18.00,18.00,2,,,,Japan
"853931 - - Fluorescent, hot cathode",,18.00,18.00,1,,,,Japan
853932 - - Mercury or sodium vapour lamps; metal halide lamps,,18.00,18.00,1,,,,Japan
853939 - - Other,,18.00,18.00,1,,,,Japan
853941 - - Arc-lamps,,10.00,10.00,2,,,,Japan
853949 - - Other,,18.00,18.00,1,,,,Japan
853950 - Light-emitting diode (LED) lamps,,12.00,12.00,1,,,,Japan
853990 - Parts,,14.00,14.00,3,,,,Japan
854011 - - Colour,,18.00,18.00,1,,,,Japan
854012 - - Monochrome,,18.00,18.00,1,,,,Japan
854020 - Television camera tubes; image converters and intensifiers; other photo-cathode tubes,,4.50,4.50,4,,,,Japan
"854040 - Data/graphic display tubes, monochrome; data/graphic display tubes, colour, with a phosphor dot screen pitch smaller than 0.4 mm",,0.00,0.00,1,,,,Japan
854060 - Other cathode-ray tubes,,13.00,13.00,2,,,,Japan
854071 - - Magnetrons,,18.00,18.00,1,,,,Japan
854079 - - Other,,18.00,18.00,1,,,,Japan
854081 - - Receiver or amplifier valves and tubes,,18.00,18.00,1,,,,Japan
854089 - - Other,,9.00,9.00,2,,,,Japan
854091 - - Of cathode-ray tubes,,10.40,10.40,5,,,,Japan
854099 - - Other,,16.00,16.00,1,,,,Japan
"854110 - Diodes, other than photosensitive or light-emitting diodes (LED)",,2.00,2.00,9,,,,Japan
854121 - - With a dissipation rate of less than 1 W,,1.50,1.50,4,,,,Japan
854129 - - Other,,0.00,0.00,2,,,,Japan
"854130 - Thyristors, diacs and triacs, other than photosensitive devices",,4.50,4.50,4,,,,Japan
"854140 - Photosensitive semiconductor devices, including photovoltaic cells whether or not assembled in modules or made up into panels; light-emitting diodes (LED)",,4.44,4.44,18,,,,Japan
854150 - Other semiconductor devices,,6.00,6.00,2,,,,Japan
854160 - Mounted piezo-electric crystals,,6.00,6.00,2,,,,Japan
854190 - Parts,,0.00,0.00,3,,,,Japan
"854231 - - Processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",,0.00,0.00,3,,,,Japan
854232 - - Memories,,3.20,3.20,5,,,,Japan
854233 - - Amplifiers,,4.50,4.50,4,,,,Japan
854239 - - Other,,3.43,3.43,7,,,,Japan
854290 - Parts,,0.00,0.00,3,,,,Japan
854310 - Particle accelerators,,0.00,0.00,1,,,,Japan
854320 - Signal generators,,14.00,14.00,1,,,,Japan
"854330 - Machines and apparatus for electroplating, electrolysis or electrophoresis",,14.00,14.00,1,,,,Japan
854370 - Other machines and apparatus,,5.58,5.58,19,,,,Japan
854390 - Parts,,13.00,13.00,2,,,,Japan
854411 - - Of copper,,14.00,14.00,1,,,,Japan
854419 - - Other,,14.00,14.00,2,,,,Japan
854420 - Co-axial cable and other co-axial electric conductors,,16.00,16.00,1,,,,Japan
"854430 - Ignition wiring sets and other wiring sets of a kind used in vehicles, aircraft or ships",,16.00,16.00,1,,,,Japan
854442 - - Fitted with connectors,,16.00,16.00,1,,,,Japan
854449 - - Other,,16.00,16.00,1,,,,Japan
"854460 - Other electric conductors, for a voltage exceeding 1,000 V",,16.00,16.00,1,,,,Japan
854470 - Optical fibre cables,,11.00,11.00,4,,,,Japan
854511 - - Of a kind used for furnaces,,10.00,10.00,1,,,,Japan
854519 - - Other,,5.33,5.33,3,,,,Japan
854520 - Brushes,,12.00,12.00,1,,,,Japan
854590 - Other,,9.50,9.50,4,,,,Japan
854610 - Of glass,,16.00,16.00,1,,,,Japan
854620 - Of ceramics,,16.00,16.00,1,,,,Japan
854690 - Other,,16.00,16.00,1,,,,Japan
854710 - Insulating fittings of ceramics,,16.00,16.00,1,,,,Japan
854720 - Insulating fittings of plastics,,9.00,9.00,2,,,,Japan
854790 - Other,,16.00,16.00,1,,,,Japan
"854810 - Waste and scrap of primary cells, primary batteries and electric accumulators; spent primary cells, spent primary batteries and spent electric accumulators",,11.00,11.00,2,,,,Japan
854890 - Other,,15.00,15.00,2,,,,Japan
,2017,"537,280,232",12.23,12.23,649,,,,Japan
850110 - Motors of an output not exceeding 37.5 W,"4,815,636",14.40,14.40,5,,,,Japan
850120 - Universal AC/DC motors of an output exceeding 37.5 W,"91,832",18.00,18.00,1,,,,Japan
850131 - - Of an output not exceeding 750 W,"11,432,334",18.00,18.00,2,,,,Japan
850132 - - Of an output exceeding 750 W but not exceeding 75 kW,"190,331",18.00,18.00,2,,,,Japan
850133 - - Of an output exceeding 75 kW but not exceeding 375 kW,381,14.00,14.00,2,,,,Japan
850134 - - Of an output exceeding 375 kW,"1,327",9.33,9.33,3,,,,Japan
"850140 - Other AC motors, single-phase","71,418",16.00,16.00,4,,,,Japan
850151 - - Of an output not exceeding 750 W,"1,234,568",14.00,14.00,3,,,,Japan
850152 - - Of an output exceeding 750 W but not exceeding 75 kW,"1,954,832",14.00,14.00,3,,,,Japan
850153 - - Of an output exceeding 75 kW,"894,926",10.50,10.50,4,,,,Japan
850161 - - Of an output not exceeding 75 kVA,"1,174",14.00,14.00,1,,,,Japan
850162 - - Of an output exceeding 75 kVA but not exceeding 375 kVA,,14.00,14.00,1,,,,Japan
850163 - - Of an output exceeding 375 kVA but not exceeding 750 kVA,,14.00,14.00,1,,,,Japan
850164 - - Of an output exceeding 750 kVA,"462,280",14.00,14.00,1,,,,Japan
850211 - - Of an output not exceeding 75 kVA,,14.00,14.00,2,,,,Japan
850212 - - Of an output exceeding 75 kVA but not exceeding 375 kVA,,14.00,14.00,2,,,,Japan
850213 - - Of an output exceeding 375 kVA,"1,994,140",14.00,14.00,3,,,,Japan
850220 - Generating sets with spark-ignition internal combustion piston engines,"300,486",9.33,9.33,3,,,,Japan
850231 - - Wind-powered,,14.00,14.00,1,,,,Japan
850239 - - Other,,14.00,14.00,1,,,,Japan
850240 - Electric rotary converters,"38,620",14.00,14.00,2,,,,Japan
850300 Parts suitable for use solely or principally with the machines of heading 85.01 or 85.02.,"5,101,218",14.00,14.00,2,,,,Japan
850410 - Ballasts for discharge lamps or tubes,"5,561",18.00,18.00,1,,,,Japan
850421 - - Having a power handling capacity not exceeding 650 kVA,102,14.00,14.00,1,,,,Japan
"850422 - - Having a power handling capacity exceeding 650 kVA but not exceeding 10,000 kVA",,14.00,14.00,1,,,,Japan
"850423 - - Having a power handling capacity exceeding 10,000 kVA","966,556",14.00,14.00,1,,,,Japan
850431 - - Having a power handling capacity not exceeding 1 kVA,"1,294,023",14.40,14.40,5,,,,Japan
850432 - - Having a power handling capacity exceeding 1 kVA but not exceeding 16 kVA,"21,466",18.00,18.00,4,,,,Japan
850433 - - Having a power handling capacity exceeding 16 kVA but not exceeding 500 kVA,"164,806",14.00,14.00,1,,,,Japan
850434 - - Having a power handling capacity exceeding 500 kVA,,14.00,14.00,1,,,,Japan
850440 - Static converters,"5,433,954",16.89,16.89,9,,,,Japan
850450 - Other inductors,"12,811,273",18.00,18.00,1,,,,Japan
850490 - Parts,"785,695",15.20,15.20,5,,,,Japan
850511 - - Of metal,"175,807",16.00,16.00,1,,,,Japan
850519 - - Other,"166,916",16.00,16.00,2,,,,Japan
"850520 - Electro-magnetic couplings, clutches and brakes","365,078",7.00,7.00,2,,,,Japan
"850590 - Other, including parts","1,178,308",14.67,14.67,3,,,,Japan
850610 - Manganese dioxide,"66,809",16.00,16.00,3,,,,Japan
850630 - Mercuric oxide,,8.00,8.00,2,,,,Japan
850640 - Silver oxide,"680,003",8.00,8.00,2,,,,Japan
850650 - Lithium,"531,281",8.00,8.00,2,,,,Japan
850660 - Air-zinc,"5,898",8.00,8.00,2,,,,Japan
850680 - Other primary cells and primary batteries,"32,470",8.00,8.00,2,,,,Japan
850690 - Parts,"4,224",14.00,14.00,1,,,,Japan
"850710 - Lead-acid, of a kind used for starting piston engines","2,706,130",18.00,18.00,2,,,,Japan
850720 - Other lead-acid accumulators,"16,276",18.00,18.00,2,,,,Japan
850730 - Nickel-cadmium,"142,274",18.00,18.00,3,,,,Japan
850740 - Nickel-iron,"2,033",18.00,18.00,1,,,,Japan
850750 - Nickel-metal hydride,"424,319",18.00,18.00,1,,,,Japan
850760 - Lithium-ion,"2,374,252",18.00,18.00,1,,,,Japan
850780 - Other accumulators,"1,248,822",18.00,18.00,1,,,,Japan
850790 - Parts,"16,969",16.00,16.00,3,,,,Japan
"850811 - - Of a power not exceeding 1,500 W and having a dust bag or other receptacle capacity not exceeding 20 l",,20.00,20.00,1,,,,Japan
850819 - - Other,429,20.00,20.00,1,,,,Japan
850860 - Other vacuum cleaners,"54,438",14.00,14.00,1,,,,Japan
850870 - Parts,"7,786",14.00,14.00,1,,,,Japan
850940 - Food grinders and mixers; fruit or vegetable juice extractors,,20.00,20.00,6,,,,Japan
850980 - Other appliances,549,20.00,20.00,2,,,,Japan
850990 - Parts,,16.00,16.00,1,,,,Japan
851010 - Shavers,215,20.00,20.00,1,,,,Japan
851020 - Hair clippers,"180,632",0.00,0.00,1,,,,Japan
851030 - Hair-removing appliances,,20.00,20.00,1,,,,Japan
851090 - Parts,92,11.50,11.50,4,,,,Japan
851110 - Sparking plugs,"13,154,487",18.00,18.00,1,,,,Japan
851120 - Ignition magnetos; magneto-dynamos; magnetic flywheels,"576,086",18.00,18.00,2,,,,Japan
851130 - Distributors; ignition coils,"4,112,404",18.00,18.00,2,,,,Japan
851140 - Starter motors and dual purpose starter-generators,"6,159,088",18.00,18.00,1,,,,Japan
851150 - Other generators,"3,336,346",18.00,18.00,2,,,,Japan
851180 - Other equipment,"6,481,737",17.50,17.50,4,,,,Japan
851190 - Parts,"8,488,935",16.00,16.00,1,,,,Japan
851210 - Lighting or visual signalling equipment of a kind used on bicycles,,18.00,18.00,1,,,,Japan
851220 - Other lighting or visual signalling equipment,"9,252,890",18.00,18.00,6,,,,Japan
851230 - Sound signalling equipment,"782,768",18.00,18.00,1,,,,Japan
"851240 - Windscreen wipers, defrosters and demisters","392,447",18.00,18.00,2,,,,Japan
851290 - Parts,"9,231,513",16.00,16.00,1,,,,Japan
851310 - Lamps,"7,648",18.00,18.00,2,,,,Japan
851390 - Parts,,16.00,16.00,1,,,,Japan
851410 - Resistance heated furnaces and ovens,"3,941",14.00,14.00,2,,,,Japan
851420 - Furnaces and ovens functioning by induction or dielectric loss,,14.00,14.00,3,,,,Japan
851430 - Other furnaces and ovens,"1,832,992",14.00,14.00,5,,,,Japan
851440 - Other equipment for the heat treatment of materials by induction or dielectric loss,,14.00,14.00,1,,,,Japan
851490 - Parts,"280,424",14.00,14.00,1,,,,Japan
851511 - - Soldering irons and guns,"22,729",14.00,14.00,1,,,,Japan
851519 - - Other,"557,367",14.00,14.00,1,,,,Japan
851521 - - Fully or partly automatic,"2,097,534",14.00,14.00,1,,,,Japan
851529 - - Other,"1,709,235",14.00,14.00,1,,,,Japan
851531 - - Fully or partly automatic,"5,847,056",7.00,7.00,2,,,,Japan
851539 - - Other,"75,626",14.00,14.00,1,,,,Japan
851580 - Other machines and apparatus,"1,694,074",7.00,7.00,2,,,,Japan
851590 - Parts,"3,561,930",14.00,14.00,1,,,,Japan
851610 - Electric instantaneous or storage water heaters and immersion heaters,,20.00,20.00,1,,,,Japan
851621 - - Storage heating radiators,,20.00,20.00,1,,,,Japan
851629 - - Other,"108,797",20.00,20.00,1,,,,Japan
851631 - - Hair dryers,,20.00,20.00,1,,,,Japan
851632 - - Other hair-dressing apparatus,"101,242",20.00,20.00,1,,,,Japan
851633 - - Hand-drying apparatus,"212,148",20.00,20.00,1,,,,Japan
851640 - Electric smoothing irons,,20.00,20.00,1,,,,Japan
851650 - Microwave ovens,499,20.00,20.00,1,,,,Japan
"851660 - Other ovens; cookers, cooking plates, boiling rings, grillers and roasters",,20.00,20.00,1,,,,Japan
851671 - - Coffee or tea makers,,20.00,20.00,1,,,,Japan
851672 - - Toasters,,20.00,20.00,1,,,,Japan
851679 - - Other,"13,706",20.00,20.00,3,,,,Japan
851680 - Electric heating resistors,"428,523",16.00,16.00,2,,,,Japan
851690 - Parts,"9,024",16.00,16.00,1,,,,Japan
851711 - - Line telephone sets with cordless handsets,,20.00,20.00,1,,,,Japan
851712 - - Telephones for cellular networks or for other wireless networks,"526,438",10.40,10.40,15,,,,Japan
851718 - - Other,"5,661",18.50,18.50,4,,,,Japan
851761 - - Base stations,"254,935",8.00,8.00,11,,,,Japan
"851762 - - Machines for the reception, conversion and transmission or regeneration of voice, images or other data, including switching and routing apparatus","14,281,661",12.49,12.49,39,,,,Japan
851769 - - Other,"7,020",14.00,14.00,1,,,,Japan
851770 - Parts,"8,458,414",7.33,7.33,6,,,,Japan
851810 - Microphones and stands therefor,"1,279,673",10.00,10.00,2,,,,Japan
