Importer,Year,Value,Ad val. duties,Number of lines,United States of America
,(US$),Simple average,MFN duties,Pref. duties,United States of America
,MFN,Best,All items,Non ad val.,All items,Non ad val.,United States of America
950629 - - Other,,0.00,0.00,1,,,,United States of America
"950631 - - Clubs, complete",,10.00,10.00,1,,,,United States of America
950632 - - Balls,,10.00,10.00,1,,,,United States of America
950639 - - Other,,10.00,10.00,1,,,,United States of America
950640 - Articles and equipment for table-tennis,,10.00,10.00,1,,,,United States of America
"950651 - - Lawn-tennis rackets, whether or not strung",,10.00,10.00,1,,,,United States of America
950659 - - Other,,10.00,10.00,2,,,,United States of America
950661 - - Lawn-tennis balls,,10.00,10.00,1,,,,United States of America
950662 - - Inflatable,,10.00,10.00,4,,,,United States of America
950669 - - Other,,10.00,10.00,5,,,,United States of America
"950670 - Ice skates and roller skates, including skating boots with skates attached",,10.00,10.00,1,,,,United States of America
"950691 - - Articles and equipment for general physical exercise, gymnastics or athletics",,10.00,10.00,2,,,,United States of America
950699 - - Other,,10.00,10.00,9,,,,United States of America
950710 - Fishing rods,,10.00,10.00,1,,,,United States of America
"950720 - Fish-hooks, whether or not snelled",,10.00,10.00,1,,,,United States of America
950730 - Fishing reels,,10.00,10.00,1,,,,United States of America
950790 - Other,,10.00,10.00,2,,,,United States of America
950810 - Travelling circuses and travelling menageries,,10.00,10.00,1,,,,United States of America
950890 - Other,,10.00,10.00,1,,,,United States of America
,2016,"20,480,138",9.09,9.09,55,,,,United States of America
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","806,623",10.00,10.00,4,,,,United States of America
950420 - Articles and accessories for billiards of all kinds,"13,162",10.00,10.00,1,,,,United States of America
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment","1,412,936",10.00,10.00,1,,,,United States of America
950440 - Playing cards,"51,663",10.00,10.00,1,,,,United States of America
"950450 -Video game consoles and machines, other than those of subheading 9504.30","325,991",10.00,10.00,1,,,,United States of America
950490 - Other,"1,824,264",10.00,10.00,3,,,,United States of America
950510 - Articles for Christmas festivities,"1,810",10.00,10.00,1,,,,United States of America
950590 - Other,"270,361",10.00,10.00,2,,,,United States of America
950611 -- Skis,"1,633",0.00,0.00,1,,,,United States of America
950612 -- Ski-fastenings (ski-bindings),,0.00,0.00,1,,,,United States of America
950619 -- Other,"10,659",0.00,0.00,1,,,,United States of America
950621 -- Sailboards,,0.00,0.00,1,,,,United States of America
950629 -- Other,"212,198",0.00,0.00,1,,,,United States of America
"950631 -- Clubs, complete","250,005",10.00,10.00,1,,,,United States of America
950632 -- Balls,"152,768",10.00,10.00,1,,,,United States of America
950639 -- Other,"154,022",10.00,10.00,1,,,,United States of America
950640 - Articles and equipment for table-tennis,"12,074",10.00,10.00,1,,,,United States of America
"950651 -- Lawn-tennis rackets, whether or not strung",,10.00,10.00,1,,,,United States of America
950659 -- Other,"3,113",10.00,10.00,2,,,,United States of America
950661 -- Lawn-tennis balls,,10.00,10.00,1,,,,United States of America
950662 -- Inflatable,"2,785",10.00,10.00,4,,,,United States of America
950669 -- Other,"159,360",10.00,10.00,5,,,,United States of America
"950670 - Ice skates and roller skates, including skating boots with skates attached","86,307",10.00,10.00,1,,,,United States of America
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","4,928,179",10.00,10.00,2,,,,United States of America
950699 -- Other,"9,012,932",10.00,10.00,9,,,,United States of America
950710 - Fishing rods,,10.00,10.00,1,,,,United States of America
"950720 - Fish-hooks, whether or not snelled",,10.00,10.00,1,,,,United States of America
950730 - Fishing reels,,10.00,10.00,1,,,,United States of America
950790 - Other,"15,359",10.00,10.00,2,,,,United States of America
950810 - Travelling circuses and travelling menageries,,10.00,10.00,1,,,,United States of America
950890 - Other,"771,934",10.00,10.00,1,,,,United States of America
,2015,"21,486,554",9.07,9.07,55,1,,,United States of America
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","1,458,413",10.00,10.00,4,,,,United States of America
950420 - Articles and accessories for billiards of all kinds,"27,670",10.00,10.00,1,,,,United States of America
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment","1,626,363",10.00,10.00,1,,,,United States of America
950440 - Playing cards,"24,443",10.00,10.00,1,,,,United States of America
"950450 -Video game consoles and machines, other than those of subheading 9504.30","69,943",10.00,10.00,1,,,,United States of America
950490 - Other,"2,424,119",10.00,10.00,3,1,,,United States of America
950510 - Articles for Christmas festivities,"19,510",10.00,10.00,1,,,,United States of America
950590 - Other,"261,036",10.00,10.00,2,,,,United States of America
950611 -- Skis,,0.00,0.00,1,,,,United States of America
950612 -- Ski-fastenings (ski-bindings),,0.00,0.00,1,,,,United States of America
950619 -- Other,"18,212",0.00,0.00,1,,,,United States of America
950621 -- Sailboards,,0.00,0.00,1,,,,United States of America
950629 -- Other,"105,215",0.00,0.00,1,,,,United States of America
"950631 -- Clubs, complete","350,332",10.00,10.00,1,,,,United States of America
950632 -- Balls,"46,766",10.00,10.00,1,,,,United States of America
950639 -- Other,"91,177",10.00,10.00,1,,,,United States of America
950640 - Articles and equipment for table-tennis,"3,822",10.00,10.00,1,,,,United States of America
"950651 -- Lawn-tennis rackets, whether or not strung",386,10.00,10.00,1,,,,United States of America
950659 -- Other,"1,370",10.00,10.00,2,,,,United States of America
950661 -- Lawn-tennis balls,145,10.00,10.00,1,,,,United States of America
950662 -- Inflatable,"15,519",10.00,10.00,4,,,,United States of America
950669 -- Other,"222,040",10.00,10.00,5,,,,United States of America
"950670 - Ice skates and roller skates, including skating boots with skates attached","68,947",10.00,10.00,1,,,,United States of America
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","6,748,686",10.00,10.00,2,,,,United States of America
950699 -- Other,"7,464,286",10.00,10.00,9,,,,United States of America
950710 - Fishing rods,,10.00,10.00,1,,,,United States of America
"950720 - Fish-hooks, whether or not snelled",,10.00,10.00,1,,,,United States of America
950730 - Fishing reels,350,10.00,10.00,1,,,,United States of America
950790 - Other,"7,876",10.00,10.00,2,,,,United States of America
950810 - Travelling circuses and travelling menageries,,10.00,10.00,1,,,,United States of America
950890 - Other,"429,928",10.00,10.00,1,,,,United States of America
,2014,"16,579,897",9.09,9.09,55,,,,United States of America
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","820,308",10.00,10.00,4,,,,United States of America
950420 - Articles and accessories for billiards of all kinds,"40,816",10.00,10.00,1,,,,United States of America
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment","1,022,230",10.00,10.00,1,,,,United States of America
950440 - Playing cards,"43,416",10.00,10.00,1,,,,United States of America
"950450 -Video game consoles and machines, other than those of subheading 9504.30","373,229",10.00,10.00,1,,,,United States of America
950490 - Other,"818,496",10.00,10.00,3,,,,United States of America
950510 - Articles for Christmas festivities,"4,123",10.00,10.00,1,,,,United States of America
950590 - Other,"107,149",10.00,10.00,2,,,,United States of America
950611 -- Skis,"1,252",0.00,0.00,1,,,,United States of America
950612 -- Ski-fastenings (ski-bindings),411,0.00,0.00,1,,,,United States of America
950619 -- Other,"97,157",0.00,0.00,1,,,,United States of America
950621 -- Sailboards,,0.00,0.00,1,,,,United States of America
950629 -- Other,"44,374",0.00,0.00,1,,,,United States of America
"950631 -- Clubs, complete","381,860",10.00,10.00,1,,,,United States of America
950632 -- Balls,"123,665",10.00,10.00,1,,,,United States of America
950639 -- Other,"100,125",10.00,10.00,1,,,,United States of America
950640 - Articles and equipment for table-tennis,"9,619",10.00,10.00,1,,,,United States of America
"950651 -- Lawn-tennis rackets, whether or not strung",,10.00,10.00,1,,,,United States of America
950659 -- Other,"89,256",10.00,10.00,2,,,,United States of America
950661 -- Lawn-tennis balls,47,10.00,10.00,1,,,,United States of America
950662 -- Inflatable,"4,243",10.00,10.00,4,,,,United States of America
950669 -- Other,"206,374",10.00,10.00,5,,,,United States of America
"950670 - Ice skates and roller skates, including skating boots with skates attached","103,004",10.00,10.00,1,,,,United States of America
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","6,299,461",10.00,10.00,2,,,,United States of America
950699 -- Other,"4,813,919",10.00,10.00,9,,,,United States of America
950710 - Fishing rods,693,10.00,10.00,1,,,,United States of America
"950720 - Fish-hooks, whether or not snelled",41,10.00,10.00,1,,,,United States of America
950730 - Fishing reels,484,10.00,10.00,1,,,,United States of America
950790 - Other,"2,512",10.00,10.00,2,,,,United States of America
950810 - Travelling circuses and travelling menageries,26,10.00,10.00,1,,,,United States of America
950890 - Other,"1,071,607",10.00,10.00,1,,,,United States of America
,2013,"24,883,963",9.09,9.09,55,,,,United States of America
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","879,887",10.00,10.00,4,,,,United States of America
950420 - Articles and accessories for billiards of all kinds,"114,778",10.00,10.00,1,,,,United States of America
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment","1,195,944",10.00,10.00,1,,,,United States of America
950440 - Playing cards,"30,532",10.00,10.00,1,,,,United States of America
"950450 -Video game consoles and machines, other than those of subheading 9504.30","339,062",10.00,10.00,1,,,,United States of America
950490 - Other,"1,857,935",10.00,10.00,3,,,,United States of America
950510 - Articles for Christmas festivities,"24,114",10.00,10.00,1,,,,United States of America
950590 - Other,"119,473",10.00,10.00,2,,,,United States of America
950611 -- Skis,,0.00,0.00,1,,,,United States of America
950612 -- Ski-fastenings (ski-bindings),,0.00,0.00,1,,,,United States of America
950619 -- Other,"44,553",0.00,0.00,1,,,,United States of America
950621 -- Sailboards,,0.00,0.00,1,,,,United States of America
950629 -- Other,"118,038",0.00,0.00,1,,,,United States of America
"950631 -- Clubs, complete","245,112",10.00,10.00,1,,,,United States of America
950632 -- Balls,"35,607",10.00,10.00,1,,,,United States of America
950639 -- Other,"116,313",10.00,10.00,1,,,,United States of America
950640 - Articles and equipment for table-tennis,"1,318",10.00,10.00,1,,,,United States of America
"950651 -- Lawn-tennis rackets, whether or not strung",102,10.00,10.00,1,,,,United States of America
950659 -- Other,"6,832",10.00,10.00,2,,,,United States of America
950661 -- Lawn-tennis balls,"8,846",10.00,10.00,1,,,,United States of America
950662 -- Inflatable,"1,536",10.00,10.00,4,,,,United States of America
950669 -- Other,"68,371",10.00,10.00,5,,,,United States of America
"950670 - Ice skates and roller skates, including skating boots with skates attached","38,690",10.00,10.00,1,,,,United States of America
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","8,038,126",10.00,10.00,2,,,,United States of America
950699 -- Other,"5,841,080",10.00,10.00,9,,,,United States of America
950710 - Fishing rods,"8,334",10.00,10.00,1,,,,United States of America
"950720 - Fish-hooks, whether or not snelled",687,10.00,10.00,1,,,,United States of America
950730 - Fishing reels,"1,976",10.00,10.00,1,,,,United States of America
950790 - Other,"12,704",10.00,10.00,2,,,,United States of America
950810 - Travelling circuses and travelling menageries,"7,103",10.00,10.00,1,,,,United States of America
950890 - Other,"5,726,910",10.00,10.00,1,,,,United States of America
,2012,"31,041,706",9.09,9.09,55,,,,United States of America
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","1,046,537",10.00,10.00,4,,,,United States of America
950420 - Articles and accessories for billiards of all kinds,"25,060",10.00,10.00,1,,,,United States of America
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment","718,551",10.00,10.00,1,,,,United States of America
950440 - Playing cards,"49,649",10.00,10.00,1,,,,United States of America
"950450 -Video game consoles and machines, other than those of subheading 9504.30","126,303",10.00,10.00,1,,,,United States of America
950490 - Other,"4,095,343",10.00,10.00,3,,,,United States of America
950510 - Articles for Christmas festivities,"105,096",10.00,10.00,1,,,,United States of America
950590 - Other,"496,292",10.00,10.00,2,,,,United States of America
950611 -- Skis,"2,601",0.00,0.00,1,,,,United States of America
950612 -- Ski-fastenings (ski-bindings),,0.00,0.00,1,,,,United States of America
950619 -- Other,"23,084",0.00,0.00,1,,,,United States of America
950621 -- Sailboards,,0.00,0.00,1,,,,United States of America
950629 -- Other,"320,603",0.00,0.00,1,,,,United States of America
"950631 -- Clubs, complete","479,011",10.00,10.00,1,,,,United States of America
950632 -- Balls,"136,280",10.00,10.00,1,,,,United States of America
950639 -- Other,"115,342",10.00,10.00,1,,,,United States of America
950640 - Articles and equipment for table-tennis,"8,104",10.00,10.00,1,,,,United States of America
"950651 -- Lawn-tennis rackets, whether or not strung","3,400",10.00,10.00,1,,,,United States of America
950659 -- Other,"17,264",10.00,10.00,2,,,,United States of America
950661 -- Lawn-tennis balls,"13,492",10.00,10.00,1,,,,United States of America
950662 -- Inflatable,"118,636",10.00,10.00,4,,,,United States of America
950669 -- Other,"81,290",10.00,10.00,5,,,,United States of America
"950670 - Ice skates and roller skates, including skating boots with skates attached","59,121",10.00,10.00,1,,,,United States of America
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","6,802,690",10.00,10.00,2,,,,United States of America
950699 -- Other,"5,115,290",10.00,10.00,9,,,,United States of America
950710 - Fishing rods,,10.00,10.00,1,,,,United States of America
"950720 - Fish-hooks, whether or not snelled","20,084",10.00,10.00,1,,,,United States of America
950730 - Fishing reels,,10.00,10.00,1,,,,United States of America
950790 - Other,"13,080",10.00,10.00,2,,,,United States of America
950810 - Travelling circuses and travelling menageries,,10.00,10.00,1,,,,United States of America
950890 - Other,"11,049,503",10.00,10.00,1,,,,United States of America
,2011,"21,075,026",9.09,9.09,55,,,,United States of America
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","1,876,022",10.00,10.00,4,,,,United States of America
950420 - Articles and accessories for billiards of all kinds,"88,023",10.00,10.00,1,,,,United States of America
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment","1,060,921",10.00,10.00,1,,,,United States of America
950440 - Playing cards,"26,098",10.00,10.00,1,,,,United States of America
"950450 -Video game consoles and machines, other than those of subheading 9504.30","192,112",10.00,10.00,1,,,,United States of America
950490 - Other,"2,279,717",10.00,10.00,3,,,,United States of America
950510 - Articles for Christmas festivities,"1,811",10.00,10.00,1,,,,United States of America
950590 - Other,"397,765",10.00,10.00,2,,,,United States of America
950611 -- Skis,,0.00,0.00,1,,,,United States of America
950612 -- Ski-fastenings (ski-bindings),,0.00,0.00,1,,,,United States of America
950619 -- Other,"23,612",0.00,0.00,1,,,,United States of America
950621 -- Sailboards,,0.00,0.00,1,,,,United States of America
950629 -- Other,"616,214",0.00,0.00,1,,,,United States of America
"950631 -- Clubs, complete","552,375",10.00,10.00,1,,,,United States of America
950632 -- Balls,"198,167",10.00,10.00,1,,,,United States of America
950639 -- Other,"394,447",10.00,10.00,1,,,,United States of America
950640 - Articles and equipment for table-tennis,854,10.00,10.00,1,,,,United States of America
"950651 -- Lawn-tennis rackets, whether or not strung",,10.00,10.00,1,,,,United States of America
950659 -- Other,"215,843",10.00,10.00,2,,,,United States of America
950661 -- Lawn-tennis balls,"6,938",10.00,10.00,1,,,,United States of America
950662 -- Inflatable,"52,350",10.00,10.00,4,,,,United States of America
950669 -- Other,"138,374",10.00,10.00,5,,,,United States of America
"950670 - Ice skates and roller skates, including skating boots with skates attached","32,448",10.00,10.00,1,,,,United States of America
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","6,763,649",10.00,10.00,2,,,,United States of America
950699 -- Other,"5,500,780",10.00,10.00,9,,,,United States of America
950710 - Fishing rods,"1,011",10.00,10.00,1,,,,United States of America
"950720 - Fish-hooks, whether or not snelled","3,116",10.00,10.00,1,,,,United States of America
950730 - Fishing reels,"7,762",10.00,10.00,1,,,,United States of America
950790 - Other,"84,812",10.00,10.00,2,,,,United States of America
950810 - Travelling circuses and travelling menageries,,10.00,10.00,1,,,,United States of America
950890 - Other,"559,805",10.00,10.00,1,,,,United States of America
,2010,"18,854,861",10.00,10.00,56,,,,United States of America
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","1,009,724",10.00,10.00,4,,,,United States of America
950410 - Video games of a kind used with a television receiver,"46,037",10.00,10.00,1,,,,United States of America
950420 - Articles and accessories for billiards of all kinds,"18,228",10.00,10.00,1,,,,United States of America
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by other means of payment, other than bowling alley equipment","1,039,813",10.00,10.00,3,,,,United States of America
950440 - Playing cards,"3,173",10.00,10.00,1,,,,United States of America
950490 - Other,"527,552",10.00,10.00,2,,,,United States of America
950510 - Articles for Christmas festivities,"2,896",10.00,10.00,1,,,,United States of America
950590 - Other,"121,664",10.00,10.00,2,,,,United States of America
950611 -- Skis,,10.00,10.00,1,,,,United States of America
950612 -- Ski-fastenings (ski-bindings),,10.00,10.00,1,,,,United States of America
950619 -- Other,"41,109",10.00,10.00,1,,,,United States of America
950621 -- Sailboards,,10.00,10.00,1,,,,United States of America
950629 -- Other,"322,247",10.00,10.00,1,,,,United States of America
"950631 -- Clubs, complete","548,556",10.00,10.00,1,,,,United States of America
950632 -- Balls,"287,978",10.00,10.00,1,,,,United States of America
950639 -- Other,"246,280",10.00,10.00,1,,,,United States of America
950640 - Articles and equipment for table-tennis,"29,838",10.00,10.00,1,,,,United States of America
"950651 -- Lawn-tennis rackets, whether or not strung","10,466",10.00,10.00,1,,,,United States of America
950659 -- Other,"34,932",10.00,10.00,2,,,,United States of America
950661 -- Lawn-tennis balls,"42,430",10.00,10.00,1,,,,United States of America
950662 -- Inflatable,"37,587",10.00,10.00,4,,,,United States of America
950669 -- Other,"225,806",10.00,10.00,5,,,,United States of America
"950670 - Ice skates and roller skates, including skating boots with skates attached","27,192",10.00,10.00,1,,,,United States of America
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","7,445,952",10.00,10.00,2,,,,United States of America
950699 -- Other,"6,271,783",10.00,10.00,9,,,,United States of America
950710 - Fishing rods,"1,404",10.00,10.00,1,,,,United States of America
"950720 - Fish-hooks, whether or not snelled",,10.00,10.00,1,,,,United States of America
950730 - Fishing reels,"1,956",10.00,10.00,1,,,,United States of America
950790 - Other,"3,445",10.00,10.00,2,,,,United States of America
950810 - Travelling circuses and travelling menageries,,10.00,10.00,1,,,,United States of America
950890 - Other,"506,814",10.00,10.00,1,,,,United States of America
,2009,"14,464,053",10.00,10.00,56,,,,United States of America
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","653,531",10.00,10.00,4,,,,United States of America
950410 - Video games of a kind used with a television receiver,"139,398",10.00,10.00,1,,,,United States of America
950420 - Articles and accessories for billiards of all kinds,"106,257",10.00,10.00,1,,,,United States of America
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by other means of payment, other than bowling alley equipment","1,096,135",10.00,10.00,3,,,,United States of America
950440 - Playing cards,"6,905",10.00,10.00,1,,,,United States of America
950490 - Other,"758,024",10.00,10.00,2,,,,United States of America
950510 - Articles for Christmas festivities,"7,085",10.00,10.00,1,,,,United States of America
950590 - Other,"124,064",10.00,10.00,2,,,,United States of America
950611 -- Skis,,10.00,10.00,1,,,,United States of America
950612 -- Ski-fastenings (ski-bindings),,10.00,10.00,1,,,,United States of America
950619 -- Other,"87,261",10.00,10.00,1,,,,United States of America
950621 -- Sailboards,"2,810",10.00,10.00,1,,,,United States of America
950629 -- Other,"113,637",10.00,10.00,1,,,,United States of America
"950631 -- Clubs, complete","271,794",10.00,10.00,1,,,,United States of America
950632 -- Balls,"93,314",10.00,10.00,1,,,,United States of America
950639 -- Other,"325,540",10.00,10.00,1,,,,United States of America
950640 - Articles and equipment for table-tennis,,10.00,10.00,1,,,,United States of America
"950651 -- Lawn-tennis rackets, whether or not strung","1,017",10.00,10.00,1,,,,United States of America
950659 -- Other,"14,245",10.00,10.00,2,,,,United States of America
950661 -- Lawn-tennis balls,,10.00,10.00,1,,,,United States of America
950662 -- Inflatable,"1,111",10.00,10.00,4,,,,United States of America
950669 -- Other,"104,685",10.00,10.00,5,,,,United States of America
"950670 - Ice skates and roller skates, including skating boots with skates attached","9,116",10.00,10.00,1,,,,United States of America
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","6,119,641",10.00,10.00,2,,,,United States of America
950699 -- Other,"3,908,846",10.00,10.00,9,,,,United States of America
950710 - Fishing rods,,10.00,10.00,1,,,,United States of America
"950720 - Fish-hooks, whether or not snelled",,10.00,10.00,1,,,,United States of America
950730 - Fishing reels,223,10.00,10.00,1,,,,United States of America
950790 - Other,"4,695",10.00,10.00,2,,,,United States of America
950810 - Travelling circuses and travelling menageries,"1,345",10.00,10.00,1,,,,United States of America
950890 - Other,"513,372",10.00,10.00,1,,,,United States of America
,2008,"26,837,429",10.00,10.00,56,,,,United States of America
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","905,664",10.00,10.00,4,,,,United States of America
950410 - Video games of a kind used with a television receiver,"663,703",10.00,10.00,1,,,,United States of America
950420 - Articles and accessories for billiards of all kinds,"66,796",10.00,10.00,1,,,,United States of America
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by other means of payment, other than bowling alley equipment","972,027",10.00,10.00,3,,,,United States of America
950440 - Playing cards,"13,588",10.00,10.00,1,,,,United States of America
950490 - Other,"458,562",10.00,10.00,2,,,,United States of America
950510 - Articles for Christmas festivities,"2,565",10.00,10.00,1,,,,United States of America
950590 - Other,"163,973",10.00,10.00,2,,,,United States of America
950611 -- Skis,"3,611",10.00,10.00,1,,,,United States of America
950612 -- Ski-fastenings (ski-bindings),,10.00,10.00,1,,,,United States of America
950619 -- Other,"9,201",10.00,10.00,1,,,,United States of America
950621 -- Sailboards,,10.00,10.00,1,,,,United States of America
950629 -- Other,"231,995",10.00,10.00,1,,,,United States of America
"950631 -- Clubs, complete","492,941",10.00,10.00,1,,,,United States of America
950632 -- Balls,"120,411",10.00,10.00,1,,,,United States of America
950639 -- Other,"233,937",10.00,10.00,1,,,,United States of America
950640 - Articles and equipment for table-tennis,"54,756",10.00,10.00,1,,,,United States of America
"950651 -- Lawn-tennis rackets, whether or not strung",41,10.00,10.00,1,,,,United States of America
950659 -- Other,"1,549",10.00,10.00,2,,,,United States of America
950661 -- Lawn-tennis balls,,10.00,10.00,1,,,,United States of America
950662 -- Inflatable,"220,561",10.00,10.00,4,,,,United States of America
950669 -- Other,"96,332",10.00,10.00,5,,,,United States of America
"950670 - Ice skates and roller skates, including skating boots with skates attached","32,019",10.00,10.00,1,,,,United States of America
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","8,489,904",10.00,10.00,2,,,,United States of America
950699 -- Other,"10,205,169",10.00,10.00,9,,,,United States of America
950710 - Fishing rods,583,10.00,10.00,1,,,,United States of America
"950720 - Fish-hooks, whether or not snelled",,10.00,10.00,1,,,,United States of America
950730 - Fishing reels,94,10.00,10.00,1,,,,United States of America
950790 - Other,"2,977,494",10.00,10.00,2,,,,United States of America
950810 - Travelling circuses and travelling menageries,,10.00,10.00,1,,,,United States of America
950890 - Other,"419,954",10.00,10.00,1,,,,United States of America
,2007,"19,907,188",10.00,10.00,55,,,,United States of America
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","1,089,627",10.00,10.00,4,,,,United States of America
950410 - Video games of a kind used with a television receiver,"114,245",10.00,10.00,1,,,,United States of America
950420 - Articles and accessories for billiards of all kinds,"3,993",10.00,10.00,1,,,,United States of America
