Importer,Year,Value,Ad val. duties,Number of lines,Albania
,(US$),Simple average,MFN duties,Pref. duties,Albania
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Albania
850152 -- Of an output exceeding 750 W but not exceeding 75 kW,,2.70,0.00,3,,3,,Albania
850153 -- Of an output exceeding 75 kW,,2.70,0.00,4,,4,,Albania
850161 -- Of an output not exceeding 75 kVA,"13,753",2.70,0.00,2,,2,,Albania
850162 -- Of an output exceeding 75 kVA but not exceeding 375 kVA,"124,563",2.70,0.00,1,,1,,Albania
850163 -- Of an output exceeding 375 kVA but not exceeding 750 kVA,,2.70,0.00,1,,1,,Albania
850164 -- Of an output exceeding 750 kVA,,2.70,0.00,1,,1,,Albania
850211 -- Of an output not exceeding 75 kVA,"10,848",2.70,0.00,2,,2,,Albania
850212 -- Of an output exceeding 75 kVA but not exceeding 375 kVA,"88,316",2.70,0.00,1,,1,,Albania
850213 -- Of an output exceeding 375 kVA,,2.70,0.00,3,,3,,Albania
850220 - Generating sets with spark-ignition internal combustion piston engines,"2,057",2.70,0.00,4,,4,,Albania
850231 -- Wind-powered,,2.70,0.00,1,,1,,Albania
850239 -- Other,"2,918",2.70,0.00,2,,2,,Albania
850240 - Electric rotary converters,,2.70,0.00,1,,1,,Albania
850300 Parts suitable for use solely or principally with the machines of heading 85.01 or 85.02.,"13,885,039",2.70,0.00,3,,3,,Albania
850410 - Ballasts for discharge lamps or tubes,,3.70,0.00,2,,2,,Albania
850421 -- Having a power handling capacity not exceeding 650 kVA,"12,378",3.70,0.00,1,,1,,Albania
"850422 -- Having a power handling capacity exceeding 650 kVA but not exceeding 10,000 kVA",,3.70,0.00,2,,2,,Albania
"850423 -- Having a power handling capacity exceeding 10,000 kVA",,3.70,0.00,1,,1,,Albania
850431 -- Having a power handling capacity not exceeding 1 kVA,"11,067",3.70,0.00,3,,3,,Albania
850432 -- Having a power handling capacity exceeding 1 kVA but not exceeding 16 kVA,"89,769",3.70,0.00,1,,1,,Albania
850433 -- Having a power handling capacity exceeding 16 kVA but not exceeding 500 kVA,,3.70,0.00,1,,1,,Albania
850434 -- Having a power handling capacity exceeding 500 kVA,,3.70,0.00,1,,1,,Albania
850440 - Static converters,"30,925",2.75,0.00,6,,5,,Albania
850450 - Other inductors,39,1.85,0.00,2,,1,,Albania
850490 - Parts,"51,041",1.32,0.00,5,,3,,Albania
850511 -- Of metal,,2.20,0.00,1,,1,,Albania
850519 -- Other,,2.20,0.00,2,,2,,Albania
"850520 - Electro-magnetic couplings, clutches and brakes",,2.20,0.00,1,,1,,Albania
"850590 - Other, including parts",,1.93,0.00,3,,3,,Albania
850610 -Manganese dioxide,"1,761",4.70,0.00,4,,4,,Albania
850630 -Mercuric oxide,,4.70,0.00,1,,1,,Albania
850640 - Silver oxide,,4.70,0.00,1,,1,,Albania
850650 - Lithium,,4.70,0.00,3,,3,,Albania
850660 - Air-zinc,,4.70,0.00,1,,1,,Albania
850680 - Other primary cells and primary batteries,,2.35,0.00,2,,1,,Albania
850690 - Parts,,4.70,0.00,1,,1,,Albania
"850710 - Lead-acid, of a kind used for starting piston engines","236,388",3.70,0.00,2,,2,,Albania
850720 - Other lead-acid accumulators,"67,339",3.70,0.00,2,,2,,Albania
850730 - Nickel-cadmium,"6,967",2.60,0.00,2,,2,,Albania
850740 - Nickel-iron,,2.70,0.00,1,,1,,Albania
850750 - Nickel-metal hydride,,2.70,0.00,1,,1,,Albania
850760 - Lithium-ion,90,2.70,0.00,1,,1,,Albania
850780 - Other accumulators,"10,219",2.70,0.00,1,,1,,Albania
850790 - Parts,"49,704",2.70,0.00,2,,2,,Albania
"850811 -- Of a power not exceeding 1,500 W and having a dust bag or other receptacle capacity not exceeding 20 l",,2.20,0.00,1,,1,,Albania
850819 -- Other,"1,504",1.70,0.00,1,,1,,Albania
850860 - Other vacuum cleaners,,1.70,0.00,1,,1,,Albania
850870 - Parts,,1.70,0.00,1,,1,,Albania
850940 - Food grinders and mixers; fruit or vegetable juice extractors,"1,105",2.20,0.00,1,,1,,Albania
850980 - Other appliances,77,2.20,0.00,1,,1,,Albania
850990 - Parts,"79,871",2.20,0.00,1,,1,,Albania
851010 - Shavers,,2.20,0.00,1,,1,,Albania
851020 - Hair clippers,,2.20,0.00,1,,1,,Albania
851030 - Hair-removing appliances,,2.20,0.00,1,,1,,Albania
851090 - Parts,,2.20,0.00,1,,1,,Albania
851110 - Sparking plugs,,3.20,0.00,1,,1,,Albania
851120 - Ignition magnetos; magneto-dynamos; magnetic flywheels,"1,684",3.20,0.00,1,,1,,Albania
851130 - Distributors; ignition coils,219,3.20,0.00,1,,1,,Albania
851140 - Starter motors and dual purpose starter-generators,"2,157",3.20,0.00,1,,1,,Albania
851150 - Other generators,15,3.20,0.00,1,,1,,Albania
851180 - Other equipment,64,3.20,0.00,1,,1,,Albania
851190 - Parts,,3.20,0.00,1,,1,,Albania
851210 - Lighting or visual signalling equipment of a kind used on bicycles,,2.70,0.00,1,,1,,Albania
851220 - Other lighting or visual signalling equipment,617,2.70,0.00,1,,1,,Albania
851230 - Sound signalling equipment,,2.45,0.00,2,,2,,Albania
"851240 -Windscreen wipers, defrosters and demisters",,2.70,0.00,1,,1,,Albania
851290 - Parts,39,2.45,0.00,2,,2,,Albania
851310 - Lamps,51,5.70,0.00,1,,1,,Albania
851390 - Parts,,5.70,0.00,1,,1,,Albania
851410 - Resistance heated furnaces and ovens,,2.20,0.00,2,,2,,Albania
851420 - Furnaces and ovens functioning by induction or dielectric loss,,2.20,0.00,2,,2,,Albania
851430 - Other furnaces and ovens,887,2.20,0.00,1,,1,,Albania
851440 - Other equipment for the heat treatment of materials by induction or dielectric loss,,2.20,0.00,1,,1,,Albania
851490 - Parts,,2.20,0.00,1,,1,,Albania
851511 -- Soldering irons and guns,,2.70,0.00,1,,1,,Albania
851519 -- Other,900,2.70,0.00,1,,1,,Albania
851521 -- Fully or partly automatic,,2.70,0.00,1,,1,,Albania
851529 -- Other,,2.70,0.00,1,,1,,Albania
851531 -- Fully or partly automatic,,2.70,0.00,1,,1,,Albania
851539 -- Other,"4,216",2.70,0.00,3,,3,,Albania
851580 - Other machines and apparatus,"7,326",2.70,0.00,2,,2,,Albania
851590 - Parts,,2.70,0.00,1,,1,,Albania
851610 - Electric instantaneous or storage water heaters and immersion heaters,,2.70,0.00,2,,2,,Albania
851621 -- Storage heating radiators,,2.70,0.00,1,,1,,Albania
851629 -- Other,"4,820",2.70,0.00,4,,4,,Albania
851631 -- Hair dryers,,2.70,0.00,1,,1,,Albania
851632 -- Other hair-dressing apparatus,,2.70,0.00,1,,1,,Albania
851633 -- Hand-drying apparatus,,2.70,0.00,1,,1,,Albania
851640 - Electric smoothing irons,501,2.70,0.00,1,,1,,Albania
851650 -Microwave ovens,334,5.00,0.00,1,,1,,Albania
"851660 - Other ovens; cookers, cooking plates, boiling rings, grillers and roasters","30,103",2.70,0.00,5,,5,,Albania
851671 -- Coffee or tea makers,"7,275",2.70,0.00,1,,1,,Albania
851672 -- Toasters,,2.70,0.00,1,,1,,Albania
851679 -- Other,"4,589",2.70,0.00,2,,2,,Albania
851680 - Electric heating resistors,26,2.70,0.00,2,,2,,Albania
851690 - Parts,"11,504",2.70,0.00,1,,1,,Albania
851711 -- Line telephone sets with cordless handsets,,0.00,0.00,1,,,,Albania
851712 -- Telephones for cellular networks or for other wireless networks,"96,568",0.00,0.00,1,,,,Albania
851718 -- Other,"1,607",0.00,0.00,1,,,,Albania
851761 -- Base stations,"1,478",0.00,0.00,1,,,,Albania
"851762 -- Machines for the reception, conversion and transmission or regeneration of voice, images or other data, including switching and routing apparatus","87,969",0.00,0.00,1,,,,Albania
851769 -- Other,"2,366,787",1.86,0.00,5,,1,,Albania
851770 - Parts,"1,381,838",2.15,0.00,4,,2,,Albania
851810 -Microphones and stands therefor,"1,710",1.25,0.00,2,,1,,Albania
"851821 -- Single loudspeakers, mounted in their enclosures",,4.50,0.00,1,,1,,Albania
"851822 -- Multiple loudspeakers, mounted in the same enclosure",,4.50,0.00,1,,1,,Albania
851829 -- Other,,1.50,0.00,2,,1,,Albania
"851830 - Headphones and earphones, whether or not combined with a microphone, and sets consisting of a microphone and one or more loudspeakers",219,1.00,0.00,2,,1,,Albania
851840 - Audio-frequency electric amplifiers,"2,558",3.75,0.00,2,,2,,Albania
851850 - Electric sound amplifier sets,,2.00,0.00,1,,1,,Albania
851890 - Parts,,2.00,0.00,1,,1,,Albania
"851920 - Apparatus operated by coins, banknotes, bank cards, tokens or by other means of payment",6,6.67,0.00,3,,3,,Albania
851930 -Turntables (record-decks),,2.00,0.00,1,,1,,Albania
851950 -Telephone answering machines,,0.00,0.00,1,,,,Albania
"851981 -- Using magnetic, optical or semiconductor media",,3.87,0.00,15,,12,,Albania
851989 -- Other,,3.38,0.00,4,,4,,Albania
852110 -Magnetic tape-type,,11.00,0.00,2,,2,,Albania
852190 - Other,"67,648",13.90,0.00,1,,1,,Albania
852210 - Pick-up cartridges,,4.00,0.00,1,,1,,Albania
852290 - Other,,1.60,0.00,5,,2,,Albania
852321 -- Cards incorporating a magnetic stripe,"15,090",3.50,0.00,1,,1,,Albania
852329 -- Other,"2,249",1.40,0.00,5,,2,,Albania
852341 -- Unrecorded,,0.00,0.00,3,,,,Albania
852349 -- Other,458,1.94,0.00,9,,5,,Albania
852351 -- Solid-state non-volatile storage devices,"14,861",0.88,0.00,4,,1,,Albania
852352 -- «Smart cards»,"28,702",1.85,0.00,2,,1,,Albania
852359 -- Other,,0.88,0.00,4,,1,,Albania
852380 - Other,527,0.88,0.00,4,,1,,Albania
852550 -Transmission apparatus,"7,751",3.60,0.00,1,,1,,Albania
852560 -Transmission apparatus incorporating reception apparatus,"1,362",0.00,0.00,1,,,,Albania
"852580 -Television cameras, digital cameras and video camera recorders","1,131",5.36,0.00,5,,4,,Albania
852610 - Radar apparatus,"42,018",3.70,0.00,1,,1,,Albania
852691 -- Radio navigational aid apparatus,"8,483",3.70,0.00,2,,2,,Albania
852692 -- Radio remote control apparatus,,3.70,0.00,1,,1,,Albania
852712 -- Pocket-size radio cassette-players,,12.00,0.00,2,,2,,Albania
852713 -- Other apparatus combined with sound recording or reproducing apparatus,,12.00,0.00,3,,3,,Albania
852719 -- Other,,0.00,0.00,1,,,,Albania
852721 -- Combined with sound recording or reproducing apparatus,308,12.67,0.00,6,,6,,Albania
852729 -- Other,,12.00,0.00,1,,1,,Albania
852791 -- Combined with sound recording or reproducing apparatus,,12.00,0.00,5,,5,,Albania
852792 -- Not combined with sound recording or reproducing apparatus but combined with a clock,,4.50,0.00,2,,1,,Albania
852799 -- Other,,9.00,0.00,1,,1,,Albania
852841 -- Of a kind solely or principally used in an automatic data processing system of heading 84.71,,0.00,0.00,1,,,,Albania
852849 -- Other,,14.00,0.00,2,,2,,Albania
852851 -- Of a kind solely or principally used in an automatic data processing system of heading 84.71,"2,429",0.00,0.00,1,,,,Albania
852859 -- Other,"2,783",14.00,0.00,3,,3,,Albania
852861 -- Of a kind solely or principally used in an automatic data processing system of heading 84.71,,0.00,0.00,1,,,,Albania
852869 -- Other,,5.33,0.00,3,,2,,Albania
852871 -- Not designed to incorporate a video display or screen,"9,627",5.60,0.00,5,,2,,Albania
"852872 -- Other, colour","6,578,290",14.00,0.00,6,,6,,Albania
"852873 -- Other, monochrome",,2.00,0.00,1,,1,,Albania
852910 - Aerials and aerial reflectors of all kinds; parts suitable for use therewith,"6,015",3.86,0.00,7,,7,,Albania
852990 - Other,"142,674",2.67,0.00,6,,5,,Albania
853010 - Equipment for railways or tramways,,1.70,0.00,1,,1,,Albania
853080 - Other equipment,,1.70,0.00,1,,1,,Albania
853090 - Parts,,1.70,0.00,1,,1,,Albania
853110 - Burglar or fire alarms and similar apparatus,"2,326",2.20,0.00,2,,2,,Albania
853120 - Indicator panels incorporating liquid crystal devices (LCD) or light emitting diodes (LED),"23,046",0.00,0.00,3,,,,Albania
853180 - Other apparatus,"15,578",1.10,0.00,2,,1,,Albania
853190 - Parts,"1,889",1.10,0.00,2,,1,,Albania
853210 - Fixed capacitors designed for use in 50/60 Hz circuits and having a reactive power handling capacity of not less than 0.5 kvar (power capacitors),,0.00,0.00,1,,,,Albania
853221 -- Tantalum,,0.00,0.00,1,,,,Albania
853222 -- Aluminium electrolytic,,0.00,0.00,1,,,,Albania
"853223 -- Ceramic dielectric, single layer",,0.00,0.00,1,,,,Albania
"853224 -- Ceramic dielectric, multilayer",,0.00,0.00,1,,,,Albania
853225 -- Dielectric of paper or plastics,,0.00,0.00,1,,,,Albania
853229 -- Other,,0.00,0.00,1,,,,Albania
853230 -Variable or adjustable (pre-set) capacitors,,0.00,0.00,1,,,,Albania
853290 - Parts,,0.00,0.00,1,,,,Albania
"853310 - Fixed carbon resistors, composition or film types",,0.00,0.00,1,,,,Albania
853321 -- For a power handling capacity not exceeding 20 W,,0.00,0.00,1,,,,Albania
853329 -- Other,,0.00,0.00,1,,,,Albania
853331 -- For a power handling capacity not exceeding 20 W,,0.00,0.00,1,,,,Albania
853339 -- Other,,0.00,0.00,1,,,,Albania
"853340 - Other variable resistors, including rheostats and potentiometers",,0.00,0.00,2,,,,Albania
853390 - Parts,,0.00,0.00,1,,,,Albania
853400 Printed circuits.,"7,982",0.00,0.00,3,,,,Albania
853510 - Fuses,,2.70,0.00,1,,1,,Albania
853521 -- For a voltage of less than 72.5 kV,,2.70,0.00,1,,1,,Albania
853529 -- Other,,2.70,0.00,1,,1,,Albania
853530 - Isolating switches and make-and-break switches,,2.70,0.00,2,,2,,Albania
"853540 - Lightning arresters, voltage limiters and surge suppressors",,2.70,0.00,1,,1,,Albania
853590 - Other,,2.70,0.00,1,,1,,Albania
853610 - Fuses,,2.30,0.00,3,,3,,Albania
853620 - Automatic circuit breakers,,2.30,0.00,2,,2,,Albania
853630 - Other apparatus for protecting electrical circuits,"6,067",2.30,0.00,3,,3,,Albania
853641 -- For a voltage not exceeding 60 V,,2.30,0.00,2,,2,,Albania
853649 -- Other,,2.30,0.00,1,,1,,Albania
853650 - Other switches,"9,987",1.31,0.00,7,,4,,Albania
853661 -- Lamp-holders,,2.30,0.00,2,,2,,Albania
853669 -- Other,"2,905",0.77,0.00,3,,1,,Albania
"853670 - Connectors for optical fibres, optical fibre bundles or cables",,3.00,0.00,1,,1,,Albania
853690 - Other apparatus,"184,473",1.15,0.00,4,,2,,Albania
"853710 - For a voltage not exceeding 1,000 V","18,779",2.10,0.00,3,,3,,Albania
"853720 - For a voltage exceeding 1,000 V","98,830",2.10,0.00,2,,2,,Albania
"853810 - Boards, panels, consoles, desks, cabinets and other bases for the goods of heading 85.37, not equipped with their apparatus",,2.20,0.00,1,,1,,Albania
853890 - Other,"36,748",1.23,0.00,4,,2,,Albania
853910 - Sealed beam lamp units,,2.70,0.00,1,,1,,Albania
853921 -- Tungsten halogen,,2.70,0.00,3,,3,,Albania
"853922 -- Other, of a power not exceeding 200 W and for a voltage exceeding 100 V",,2.70,0.00,2,,2,,Albania
853929 -- Other,"3,830",2.70,0.00,3,,3,,Albania
"853931 -- Fluorescent, hot cathode",,2.70,0.00,2,,2,,Albania
853932 -- Mercury or sodium vapour lamps; metal halide lamps,,2.70,0.00,2,,2,,Albania
853939 -- Other,,2.70,0.00,1,,1,,Albania
853941 -- Arc-lamps,,2.70,0.00,1,,1,,Albania
853949 -- Other,,2.70,0.00,1,,1,,Albania
853990 - Parts,,2.70,0.00,2,,2,,Albania
854011 -- Colour,,14.00,0.00,1,,1,,Albania
854012 -- Monochrome,,7.50,0.00,1,,1,,Albania
854020 -Television camera tubes; image converters and intensifiers; other photo-cathode tubes,,2.70,0.00,2,,2,,Albania
"854040 - Data/graphic display tubes, monochrome; data/graphic display tubes, colour, with a phosphor dot screen pitch smaller than 0.4 mm","3,162",2.60,0.00,1,,1,,Albania
854060 - Other cathode-ray tubes,,2.60,0.00,1,,1,,Albania
854071 -- Magnetrons,,2.70,0.00,1,,1,,Albania
854079 -- Other,,2.70,0.00,1,,1,,Albania
854081 -- Receiver or amplifier valves and tubes,,2.70,0.00,1,,1,,Albania
854089 -- Other,,2.70,0.00,1,,1,,Albania
854091 -- Of cathode-ray tubes,,2.70,0.00,1,,1,,Albania
854099 -- Other,,2.70,0.00,1,,1,,Albania
"854110 - Diodes, other than photosensitive or light emitting diodes",,0.00,0.00,1,,,,Albania
854121 -- With a dissipation rate of less than 1 W,,0.00,0.00,1,,,,Albania
854129 -- Other,,0.00,0.00,1,,,,Albania
"854130 -Thyristors, diacs and triacs, other than photosensitive devices",,0.00,0.00,1,,,,Albania
"854140 - Photosensitive semiconductor devices, including photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes","6,272",0.00,0.00,2,,,,Albania
854150 - Other semiconductor devices,,0.00,0.00,1,,,,Albania
854160 -Mounted piezo-electric crystals,,0.00,0.00,1,,,,Albania
854190 - Parts,,0.00,0.00,1,,,,Albania
"854231 -- Processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits","323,072",0.00,0.00,2,,,,Albania
854232 -- Memories,26,0.00,0.00,9,,,,Albania
854233 -- Amplifiers,,0.00,0.00,1,,,,Albania
854239 -- Other,,0.00,0.00,2,,,,Albania
854290 - Parts,,0.00,0.00,1,,,,Albania
854310 - Particle accelerators,"3,355",4.00,0.00,1,,1,,Albania
854320 - Signal generators,,3.70,0.00,1,,1,,Albania
"854330 -Machines and apparatus for electroplating, electrolysis or electrophoresis",,3.70,0.00,1,,1,,Albania
854370 - Other machines and apparatus,"3,920",2.96,0.00,5,,4,,Albania
854390 - Parts,"24,075",3.70,0.00,1,,1,,Albania
854411 -- Of copper,"7,326",3.70,0.00,2,,2,,Albania
854419 -- Other,,3.70,0.00,1,,1,,Albania
854420 - Co-axial cable and other co-axial electric conductors,129,3.70,0.00,1,,1,,Albania
"854430 - Ignition wiring sets and other wiring sets of a kind used in vehicles, aircraft or ships","27,661",3.70,0.00,1,,1,,Albania
854442 -- Fitted with connectors,"2,429",1.65,0.00,2,,1,,Albania
854449 -- Other,"215,553",2.96,0.00,5,,4,,Albania
"854460 - Other electric conductors, for a voltage exceeding 1,000 V","13,085",3.70,0.00,2,,2,,Albania
854470 - Optical fibre cables,8,0.00,0.00,1,,,,Albania
854511 -- Of a kind used for furnaces,,2.70,0.00,1,,1,,Albania
854519 -- Other,,2.70,0.00,1,,1,,Albania
854520 - Brushes,,2.70,0.00,1,,1,,Albania
854590 - Other,,2.20,0.00,2,,2,,Albania
854610 - Of glass,,3.70,0.00,1,,1,,Albania
854620 - Of ceramics,,4.70,0.00,1,,1,,Albania
854690 - Other,,3.70,0.00,2,,2,,Albania
854710 - Insulating fittings of ceramics,,4.70,0.00,1,,1,,Albania
854720 - Insulating fittings of plastics,,3.70,0.00,1,,1,,Albania
854790 - Other,,3.70,0.00,1,,1,,Albania
"854810 -Waste and scrap of primary cells, primary batteries and electric accumulators; spent primary cells, spent primary batteries and spent electric accumulators","7,314",1.98,0.00,5,,3,,Albania
854890 - Other,103,1.35,0.00,2,,1,,Albania
,2011,"57,803,287",3.09,0.00,501,,379,,Albania
850110 - Motors of an output not exceeding 37.5 W,"14,881,106",3.20,0.00,4,,4,,Albania
850120 - Universal AC/DC motors of an output exceeding 37.5 W,,2.70,0.00,1,,1,,Albania
850131 -- Of an output not exceeding 750 W,,2.70,0.00,1,,1,,Albania
850132 -- Of an output exceeding 750 W but not exceeding 75 kW,"6,013",2.70,0.00,1,,1,,Albania
850133 -- Of an output exceeding 75 kW but not exceeding 375 kW,,2.70,0.00,1,,1,,Albania
850134 -- Of an output exceeding 375 kW,,2.70,0.00,1,,1,,Albania
"850140 - Other AC motors, single-phase",,2.70,0.00,2,,2,,Albania
850151 -- Of an output not exceeding 750 W,"30,165",2.70,0.00,1,,1,,Albania
850152 -- Of an output exceeding 750 W but not exceeding 75 kW,"2,645",2.70,0.00,3,,3,,Albania
850153 -- Of an output exceeding 75 kW,,2.70,0.00,4,,4,,Albania
850161 -- Of an output not exceeding 75 kVA,,2.70,0.00,2,,2,,Albania
850162 -- Of an output exceeding 75 kVA but not exceeding 375 kVA,"4,162",2.70,0.00,1,,1,,Albania
850163 -- Of an output exceeding 375 kVA but not exceeding 750 kVA,,2.70,0.00,1,,1,,Albania
850164 -- Of an output exceeding 750 kVA,,2.70,0.00,1,,1,,Albania
850211 -- Of an output not exceeding 75 kVA,"6,960",2.70,0.00,2,,2,,Albania
850212 -- Of an output exceeding 75 kVA but not exceeding 375 kVA,"7,447",2.70,0.00,1,,1,,Albania
850213 -- Of an output exceeding 375 kVA,,2.70,0.00,3,,3,,Albania
850220 - Generating sets with spark-ignition internal combustion piston engines,"14,755",2.70,0.00,4,,4,,Albania
850231 -- Wind-powered,,2.70,0.00,1,,1,,Albania
850239 -- Other,,2.70,0.00,2,,2,,Albania
850240 - Electric rotary converters,974,2.70,0.00,1,,1,,Albania
850300 Parts suitable for use solely or principally with the machines of heading 85.01 or 85.02.,"17,233,907",2.70,0.00,3,,3,,Albania
850410 - Ballasts for discharge lamps or tubes,,3.70,0.00,2,,2,,Albania
850421 -- Having a power handling capacity not exceeding 650 kVA,,3.70,0.00,1,,1,,Albania
"850422 -- Having a power handling capacity exceeding 650 kVA but not exceeding 10,000 kVA","9,744",3.70,0.00,2,,2,,Albania
"850423 -- Having a power handling capacity exceeding 10,000 kVA",,3.70,0.00,1,,1,,Albania
850431 -- Having a power handling capacity not exceeding 1 kVA,,3.70,0.00,3,,3,,Albania
850432 -- Having a power handling capacity exceeding 1 kVA but not exceeding 16 kVA,"8,992",3.70,0.00,1,,1,,Albania
850433 -- Having a power handling capacity exceeding 16 kVA but not exceeding 500 kVA,,3.70,0.00,1,,1,,Albania
850434 -- Having a power handling capacity exceeding 500 kVA,,3.70,0.00,1,,1,,Albania
850440 - Static converters,"20,810",2.75,0.00,6,,5,,Albania
850450 - Other inductors,,1.85,0.00,2,,1,,Albania
850490 - Parts,"51,031",1.32,0.00,5,,3,,Albania
850511 -- Of metal,,2.20,0.00,1,,1,,Albania
850519 -- Other,,2.20,0.00,2,,2,,Albania
"850520 - Electro-magnetic couplings, clutches and brakes",,2.20,0.00,1,,1,,Albania
"850590 - Other, including parts",,1.93,0.00,3,,3,,Albania
850610 - Manganese dioxide,,4.70,0.00,4,,4,,Albania
850630 - Mercuric oxide,,4.70,0.00,1,,1,,Albania
850640 - Silver oxide,,4.70,0.00,1,,1,,Albania
850650 - Lithium,640,4.70,0.00,3,,3,,Albania
850660 - Air-zinc,,4.70,0.00,1,,1,,Albania
850680 - Other primary cells and primary batteries,766,2.35,0.00,2,,1,,Albania
850690 - Parts,,4.70,0.00,1,,1,,Albania
"850710 - Lead-acid, of a kind used for starting piston engines","131,321",3.70,0.00,2,,2,,Albania
850720 - Other lead-acid accumulators,70,3.70,0.00,2,,2,,Albania
850730 - Nickel-cadmium,,2.60,0.00,2,,2,,Albania
850740 - Nickel-iron,,2.70,0.00,1,,1,,Albania
850780 - Other accumulators,"12,946",2.70,0.00,3,,3,,Albania
850790 - Parts,,2.70,0.00,2,,2,,Albania
"850811 -- Of a power not exceeding 1,500 W and having a dust bag or other receptacle capacity not exceeding 20 l",28,2.20,0.00,1,,1,,Albania
850819 -- Other,,1.70,0.00,1,,1,,Albania
850860 - Other vacuum cleaners,,1.70,0.00,1,,1,,Albania
850870 - Parts,,1.70,0.00,1,,1,,Albania
850940 - Food grinders and mixers; fruit or vegetable juice extractors,"1,865",2.20,0.00,1,,1,,Albania
850980 - Other appliances,"8,603",2.20,0.00,1,,1,,Albania
850990 - Parts,"347,666",2.20,0.00,1,,1,,Albania
851010 - Shavers,,2.20,0.00,1,,1,,Albania
851020 - Hair clippers,,2.20,0.00,1,,1,,Albania
851030 - Hair-removing appliances,,2.20,0.00,1,,1,,Albania
851090 - Parts,,2.20,0.00,1,,1,,Albania
851110 - Sparking plugs,,3.20,0.00,1,,1,,Albania
851120 - Ignition magnetos; magneto-dynamos; magnetic flywheels,,3.20,0.00,1,,1,,Albania
851130 - Distributors; ignition coils,153,3.20,0.00,1,,1,,Albania
851140 - Starter motors and dual purpose starter-generators,"26,323",3.20,0.00,1,,1,,Albania
851150 - Other generators,139,3.20,0.00,1,,1,,Albania
851180 - Other equipment,"3,438",3.20,0.00,1,,1,,Albania
851190 - Parts,,3.20,0.00,1,,1,,Albania
851210 - Lighting or visual signalling equipment of a kind used on bicycles,,2.70,0.00,1,,1,,Albania
851220 - Other lighting or visual signalling equipment,,2.70,0.00,1,,1,,Albania
851230 - Sound signalling equipment,,2.45,0.00,2,,2,,Albania
"851240 - Windscreen wipers, defrosters and demisters","1,002",2.70,0.00,1,,1,,Albania
851290 - Parts,,2.45,0.00,2,,2,,Albania
851310 - Lamps,,5.70,0.00,1,,1,,Albania
851390 - Parts,,5.70,0.00,1,,1,,Albania
851410 - Resistance heated furnaces and ovens,,2.20,0.00,2,,2,,Albania
851420 - Furnaces and ovens functioning by induction or dielectric loss,,2.20,0.00,2,,2,,Albania
851430 - Other furnaces and ovens,,2.20,0.00,1,,1,,Albania
851440 - Other equipment for the heat treatment of materials by induction or dielectric loss,,2.20,0.00,1,,1,,Albania
851490 - Parts,,2.20,0.00,1,,1,,Albania
851511 -- Soldering irons and guns,28,2.70,0.00,1,,1,,Albania
851519 -- Other,,2.70,0.00,1,,1,,Albania
851521 -- Fully or partly automatic,,2.70,0.00,1,,1,,Albania
851529 -- Other,,2.70,0.00,1,,1,,Albania
851531 -- Fully or partly automatic,,2.70,0.00,1,,1,,Albania
851539 -- Other,"15,089",2.70,0.00,3,,3,,Albania
851580 - Other machines and apparatus,807,2.70,0.00,2,,2,,Albania
851590 - Parts,"5,471",2.70,0.00,1,,1,,Albania
851610 - Electric instantaneous or storage water heaters and immersion heaters,,2.70,0.00,2,,2,,Albania
851621 -- Storage heating radiators,,2.70,0.00,1,,1,,Albania
851629 -- Other,"29,413",2.70,0.00,4,,4,,Albania
851631 -- Hair dryers,,2.70,0.00,1,,1,,Albania
851632 -- Other hair-dressing apparatus,,2.70,0.00,1,,1,,Albania
851633 -- Hand-drying apparatus,,2.70,0.00,1,,1,,Albania
851640 - Electric smoothing irons,"3,466",2.70,0.00,1,,1,,Albania
851650 - Microwave ovens,"7,447",5.00,0.00,1,,1,,Albania
"851660 - Other ovens; cookers, cooking plates, boiling rings, grillers and roasters","30,206",2.70,0.00,5,,5,,Albania
851671 -- Coffee or tea makers,"74,750",2.70,0.00,1,,1,,Albania
851672 -- Toasters,,2.70,0.00,1,,1,,Albania
851679 -- Other,"14,393",2.70,0.00,2,,2,,Albania
851680 - Electric heating resistors,42,2.70,0.00,2,,2,,Albania
851690 - Parts,"5,972",2.70,0.00,1,,1,,Albania
851711 -- Line telephone sets with cordless handsets,,0.00,0.00,1,,,,Albania
851712 -- Telephones for cellular networks or for other wireless networks,"90,257",0.00,0.00,1,,,,Albania
851718 -- Other,"2,937",0.00,0.00,1,,,,Albania
851761 -- Base stations,"22,968",0.00,0.00,1,,,,Albania
"851762 -- Machines for the reception, conversion and transmission or regeneration of voice, images or other data, including switching and routing apparatus","163,685",0.00,0.00,1,,,,Albania
851769 -- Other,"2,977,599",1.86,0.00,5,,1,,Albania
851770 - Parts,"774,300",2.15,0.00,4,,2,,Albania
851810 - Microphones and stands therefor,,1.25,0.00,2,,1,,Albania
"851821 -- Single loudspeakers, mounted in their enclosures",,4.50,0.00,1,,1,,Albania
"851822 -- Multiple loudspeakers, mounted in the same enclosure","7,127",4.50,0.00,1,,1,,Albania
851829 -- Other,,1.50,0.00,2,,1,,Albania
"851830 - Headphones and earphones, whether or not combined with a microphone, and sets consisting of a microphone and one or more loudspeakers","2,951",1.00,0.00,2,,1,,Albania
