Importer,Year,Value,Ad val. duties,Number of lines,Brazil
,(US$),Simple average,MFN duties,Pref. duties,Brazil
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Brazil
871310 - Not mechanically propelled,"3,608",0.00,0.00,1,,,,Brazil
871390 - Other,"1,160",0.00,0.00,1,,,,Brazil
871410 - Of motorcycles (including mopeds),"431,647",3.70,3.70,6,,,,Brazil
871420 - Of carriages for disabled persons,298,0.00,0.00,1,,,,Brazil
"871491 -- Frames and forks, and parts thereof",690,4.70,4.70,3,,,,Brazil
871492 -- Wheel rims and spokes,"16,980",4.70,4.70,2,,,,Brazil
"871493 -- Hubs, other than coaster braking hubs and hub brakes, and free- wheel sprocket-wheels","6,670",4.70,4.70,1,,,,Brazil
"871494 -- Brakes, including coaster braking hubs and hub brakes, and parts thereof","20,202",4.70,4.70,2,,,,Brazil
871495 -- Saddles,,4.70,4.70,1,,,,Brazil
"871496 -- Pedals and crank-gear, and parts thereof",,4.70,4.70,3,,,,Brazil
871499 -- Other,"2,323",4.70,4.70,4,,,,Brazil
871500 Baby carriages and parts thereof.,"11,660",2.70,2.70,2,,,,Brazil
"871610 -Trailers and semi-trailers of the caravan type, for housing or camping",,2.70,2.70,2,,,,Brazil
871620 - Self-loading or self-unloading trailers and semi-trailers for agricultural purposes,"45,184",2.70,2.70,1,,,,Brazil
871631 -- Tanker trailers and tanker semi-trailers,,2.70,2.70,1,,,,Brazil
871639 -- Other,"43,220",2.70,2.70,4,,,,Brazil
871640 - Other trailers and semi-trailers,"23,903",2.70,2.70,1,,,,Brazil
871680 - Other vehicles,"215,821",1.70,1.70,1,,,,Brazil
871690 - Parts,"383,089",1.70,1.70,4,,,,Brazil
,2014,"220,880,240",6.29,6.29,184,,,,Brazil
870110 - Pedestrian controlled tractors,,3.00,3.00,1,,,,Brazil
870120 - Road tractors for semi-trailers,"234,625",16.00,16.00,2,,,,Brazil
870130 -Track-laying tractors,,0.00,0.00,1,,,,Brazil
870190 - Other,"64,502",0.88,0.88,8,,,,Brazil
870210 -With compression-ignition internal combustion piston engine (diesel or semi-diesel),"211,740",13.00,13.00,4,,,,Brazil
870290 - Other,,12.40,12.40,5,,,,Brazil
870310 -Vehicles specially designed for travelling on snow; golf cars and similar vehicles,,7.50,7.50,2,,,,Brazil
"870321 -- Of a cylinder capacity not exceeding 1,000 cc","216,506",10.00,10.00,2,,,,Brazil
"870322 -- Of a cylinder capacity exceeding 1,000 cc but not exceeding 1,500 cc","3,139,804",10.00,10.00,2,,,,Brazil
"870323 -- Of a cylinder capacity exceeding 1,500 cc but not exceeding 3,000 cc","2,710,793",10.00,10.00,3,,,,Brazil
"870324 -- Of a cylinder capacity exceeding 3,000 cc","490,699",10.00,10.00,2,,,,Brazil
"870331 -- Of a cylinder capacity not exceeding 1,500 cc","4,609,882",10.00,10.00,2,,,,Brazil
"870332 -- Of a cylinder capacity exceeding 1,500 cc but not exceeding 2,500 cc","1,052,193",10.00,10.00,3,,,,Brazil
"870333 -- Of a cylinder capacity exceeding 2,500 cc","890,666",10.00,10.00,3,,,,Brazil
870390 - Other,"77,610",10.00,10.00,2,,,,Brazil
870410 - Dumpers designed for off-highway use,,0.00,0.00,2,,,,Brazil
870421 -- g.v.w. not exceeding 5 tonnes,"6,992,821",13.50,13.50,5,,,,Brazil
870422 -- g.v.w. exceeding 5 tonnes but not exceeding 20 tonnes,"168,603",15.83,15.83,3,,,,Brazil
870423 -- g.v.w. exceeding 20 tonnes,"205,270",15.83,15.83,3,,,,Brazil
870431 -- g.v.w. not exceeding 5 tonnes,"4,306,803",13.50,13.50,5,,,,Brazil
870432 -- g.v.w. exceeding 5 tonnes,,15.83,15.83,3,,,,Brazil
870490 - Other,,10.00,10.00,1,,,,Brazil
870510 - Crane lorries,,3.70,3.70,1,,,,Brazil
870520 -Mobile drilling derricks,,3.70,3.70,1,,,,Brazil
870530 - Fire fighting vehicles,,3.70,3.70,1,,,,Brazil
870540 - Concrete-mixer lorries,,3.70,3.70,1,,,,Brazil
870590 - Other,,3.70,3.70,2,,,,Brazil
"870600 Chassis fitted with engines, for the motor vehicles of headings 87.01 to 87.05.",945,9.88,9.88,4,,,,Brazil
870710 - For the vehicles of heading 87.03,"59,389",4.50,4.50,2,,,,Brazil
870790 - Other,"59,066",4.50,4.50,2,,,,Brazil
870810 - Bumpers and parts thereof,"1,377,005",3.75,3.75,2,,,,Brazil
870821 -- Safety seat belts,"132,769",3.75,3.75,2,,,,Brazil
870829 -- Other,"18,420,253",3.75,3.75,2,,,,Brazil
870830 - Brakes and servo-brakes; parts thereof,"12,217,520",4.00,4.00,3,,,,Brazil
870840 - Gear boxes and parts thereof,"22,781,449",3.88,3.88,4,,,,Brazil
"870850 - Drive-axles with differential, whether or not provided with other transmission components, and non-driving axles; parts thereof","17,912,368",4.00,4.00,5,,,,Brazil
870870 - Road wheels and parts and accessories thereof,"3,431,613",3.75,3.75,4,,,,Brazil
870880 - Suspension systems and parts thereof (including shock- absorbers),"21,335,122",3.80,3.80,5,,,,Brazil
870891 -- Radiators and parts thereof,"2,892,804",3.88,3.88,4,,,,Brazil
870892 -- Silencers (mufflers) and exhaust pipes; parts thereof,"1,007,332",3.88,3.88,4,,,,Brazil
870893 -- Clutches and parts thereof,"34,122,572",3.75,3.75,2,,,,Brazil
"870894 -- Steering wheels, steering columns and steering boxes; parts thereof","6,980,660",3.88,3.88,4,,,,Brazil
870895 -- Safety airbags with inflater system; parts thereof,"641,973",3.67,3.67,3,,,,Brazil
870899 -- Other,"50,074,415",3.67,3.67,3,,,,Brazil
870911 -- Electrical,,3.00,3.00,2,,,,Brazil
870919 -- Other,,3.00,3.00,2,,,,Brazil
870990 - Parts,"12,703",3.50,3.50,1,,,,Brazil
"871000 Tanks and other armoured fighting vehicles, motorised, whether or not fitted with weapons, and parts of such vehicles.",,1.70,1.70,1,,,,Brazil
871110 -With reciprocating internal combustion piston engine of a cylinder capacity not exceeding 50 cc,186,8.00,8.00,1,,,,Brazil
871120 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 50 cc but not exceeding 250 cc,"266,469",8.00,8.00,3,,,,Brazil
871130 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 250 cc but not exceeding 500 cc,"88,594",6.00,6.00,2,,,,Brazil
871140 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 500 cc but not exceeding 800 cc,"8,963",6.00,6.00,1,,,,Brazil
871150 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 800 cc,"13,444",6.00,6.00,1,,,,Brazil
871190 - Other,,6.00,6.00,2,,,,Brazil
"871200 Bicycles and other cycles (including delivery tricycles), not motorised.","21,725",14.50,14.50,2,,,,Brazil
871310 - Not mechanically propelled,,0.00,0.00,1,,,,Brazil
871390 - Other,"3,638",0.00,0.00,1,,,,Brazil
871410 - Of motorcycles (including mopeds),"388,103",3.70,3.70,6,,,,Brazil
871420 - Of carriages for disabled persons,"1,352",0.00,0.00,1,,,,Brazil
"871491 -- Frames and forks, and parts thereof","8,425",4.70,4.70,3,,,,Brazil
871492 -- Wheel rims and spokes,780,4.70,4.70,2,,,,Brazil
"871493 -- Hubs, other than coaster braking hubs and hub brakes, and free- wheel sprocket-wheels","12,325",4.70,4.70,1,,,,Brazil
"871494 -- Brakes, including coaster braking hubs and hub brakes, and parts thereof",878,4.70,4.70,2,,,,Brazil
871495 -- Saddles,,4.70,4.70,1,,,,Brazil
"871496 -- Pedals and crank-gear, and parts thereof","1,307",4.70,4.70,3,,,,Brazil
871499 -- Other,"6,096",4.70,4.70,4,,,,Brazil
871500 Baby carriages and parts thereof.,"11,203",2.70,2.70,2,,,,Brazil
"871610 -Trailers and semi-trailers of the caravan type, for housing or camping",,2.70,2.70,2,,,,Brazil
871620 - Self-loading or self-unloading trailers and semi-trailers for agricultural purposes,"326,171",2.70,2.70,1,,,,Brazil
871631 -- Tanker trailers and tanker semi-trailers,,2.70,2.70,1,,,,Brazil
871639 -- Other,"73,674",2.70,2.70,4,,,,Brazil
871640 - Other trailers and semi-trailers,"4,590",2.70,2.70,1,,,,Brazil
871680 - Other vehicles,"562,477",1.70,1.70,1,,,,Brazil
871690 - Parts,"247,368",1.70,1.70,4,,,,Brazil
,2013,"378,739,113",6.37,2.74,179,,166,,Brazil
870110 - Pedestrian controlled tractors,,3.00,0.00,1,,1,,Brazil
870120 - Road tractors for semi-trailers,"25,903,984",16.00,0.00,2,,2,,Brazil
870130 -Track-laying tractors,,0.00,0.00,1,,,,Brazil
870190 - Other,"144,781",0.88,0.00,8,,1,,Brazil
870210 -With compression-ignition internal combustion piston engine (diesel or semi-diesel),,13.00,8.85,4,,4,,Brazil
870290 - Other,173,12.40,8.38,5,,5,,Brazil
870310 -Vehicles specially designed for travelling on snow; golf cars and similar vehicles,,7.50,4.00,2,,2,,Brazil
"870321 -- Of a cylinder capacity not exceeding 1,000 cc","43,997",10.00,6.50,2,,2,,Brazil
"870322 -- Of a cylinder capacity exceeding 1,000 cc but not exceeding 1,500 cc","2,668,592",10.00,6.50,2,,2,,Brazil
"870323 -- Of a cylinder capacity exceeding 1,500 cc but not exceeding 3,000 cc","3,045,511",10.00,6.50,3,,3,,Brazil
"870324 -- Of a cylinder capacity exceeding 3,000 cc","3,547,410",10.00,6.50,2,,2,,Brazil
"870331 -- Of a cylinder capacity not exceeding 1,500 cc","8,827,357",10.00,6.50,2,,2,,Brazil
"870332 -- Of a cylinder capacity exceeding 1,500 cc but not exceeding 2,500 cc","948,645",10.00,6.50,3,,3,,Brazil
"870333 -- Of a cylinder capacity exceeding 2,500 cc","871,222",10.00,6.50,3,,3,,Brazil
870390 - Other,"12,364",10.00,6.50,2,,2,,Brazil
870410 - Dumpers designed for off-highway use,"1,116,308",0.00,0.00,2,,,,Brazil
870421 -- g.v.w. not exceeding 5 tonnes,"21,028,141",13.50,8.76,5,,5,,Brazil
870422 -- g.v.w. exceeding 5 tonnes but not exceeding 20 tonnes,,15.83,10.27,3,,3,,Brazil
870423 -- g.v.w. exceeding 20 tonnes,"82,762",15.83,10.27,3,,3,,Brazil
870431 -- g.v.w. not exceeding 5 tonnes,,13.50,8.76,5,,5,,Brazil
870432 -- g.v.w. exceeding 5 tonnes,,15.83,10.27,3,,3,,Brazil
870490 - Other,,10.00,6.50,1,,1,,Brazil
870510 - Crane lorries,,3.70,0.00,1,,1,,Brazil
870520 -Mobile drilling derricks,,3.70,0.00,1,,1,,Brazil
870530 - Fire fighting vehicles,,3.70,0.00,1,,1,,Brazil
870540 - Concrete-mixer lorries,,3.70,0.00,1,,1,,Brazil
870590 - Other,,3.70,0.00,2,,2,,Brazil
"870600 Chassis fitted with engines, for the motor vehicles of headings 87.01 to 87.05.","134,024",9.88,5.58,4,,4,,Brazil
870710 - For the vehicles of heading 87.03,"91,381",4.50,0.00,2,,2,,Brazil
870790 - Other,"1,536,773",4.50,0.00,2,,2,,Brazil
870810 - Bumpers and parts thereof,"2,601,847",3.75,0.00,2,,2,,Brazil
870821 -- Safety seat belts,"166,096",3.75,0.00,2,,2,,Brazil
870829 -- Other,"36,852,511",3.75,0.00,2,,2,,Brazil
870830 - Brakes and servo-brakes; parts thereof,"17,240,539",4.00,0.00,3,,3,,Brazil
870840 - Gear boxes and parts thereof,"42,851,275",3.88,0.00,4,,4,,Brazil
"870850 - Drive-axles with differential, whether or not provided with other transmission components, and non-driving axles; parts thereof","42,516,459",4.00,0.00,5,,5,,Brazil
870870 - Road wheels and parts and accessories thereof,"5,509,985",3.75,0.00,4,,4,,Brazil
870880 - Suspension systems and parts thereof (including shock- absorbers),"23,811,219",3.80,0.00,5,,5,,Brazil
870891 -- Radiators and parts thereof,"7,933,065",3.88,0.00,4,,4,,Brazil
870892 -- Silencers (mufflers) and exhaust pipes; parts thereof,"796,335",3.88,0.00,4,,4,,Brazil
870893 -- Clutches and parts thereof,"42,150,135",3.75,0.00,2,,2,,Brazil
"870894 -- Steering wheels, steering columns and steering boxes; parts thereof","6,431,623",3.88,0.00,4,,4,,Brazil
870895 -- Safety airbags with inflater system; parts thereof,"55,857",3.67,0.00,3,,3,,Brazil
870899 -- Other,"77,394,072",3.67,0.00,3,,3,,Brazil
870911 -- Electrical,"1,448",3.00,0.00,2,,2,,Brazil
870919 -- Other,,3.00,0.00,2,,2,,Brazil
870990 - Parts,"5,325",3.50,0.00,1,,1,,Brazil
"871000 Tanks and other armoured fighting vehicles, motorised, whether or not fitted with weapons, and parts of such vehicles.",,1.70,0.00,1,,1,,Brazil
871110 -With reciprocating internal combustion piston engine of a cylinder capacity not exceeding 50 cc,311,8.00,4.50,1,,1,,Brazil
871120 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 50 cc but not exceeding 250 cc,"353,360",8.00,4.50,3,,3,,Brazil
871130 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 250 cc but not exceeding 500 cc,"18,313",6.00,2.50,2,,2,,Brazil
871140 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 500 cc but not exceeding 800 cc,,6.00,2.50,1,,1,,Brazil
871150 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 800 cc,"23,665",6.00,2.50,1,,1,,Brazil
871190 - Other,,6.00,2.50,2,,2,,Brazil
"871200 Bicycles and other cycles (including delivery tricycles), not motorised.","7,703",14.50,10.50,2,,2,,Brazil
871310 - Not mechanically propelled,,0.00,0.00,1,,,,Brazil
871390 - Other,,0.00,0.00,1,,,,Brazil
871410 - Of motorcycles (including mopeds),"317,770",3.70,0.00,1,,1,,Brazil
871420 - Of carriages for disabled persons,558,0.00,0.00,1,,,,Brazil
"871491 -- Frames and forks, and parts thereof","4,515",4.70,1.20,3,,3,,Brazil
871492 -- Wheel rims and spokes,"5,618",4.70,1.20,2,,2,,Brazil
"871493 -- Hubs, other than coaster braking hubs and hub brakes, and free- wheel sprocket-wheels","14,197",4.70,1.20,1,,1,,Brazil
"871494 -- Brakes, including coaster braking hubs and hub brakes, and parts thereof","16,228",4.70,1.20,2,,2,,Brazil
871495 -- Saddles,385,4.70,1.20,1,,1,,Brazil
"871496 -- Pedals and crank-gear, and parts thereof",199,4.70,1.20,3,,3,,Brazil
871499 -- Other,"6,959",4.70,1.20,4,,4,,Brazil
871500 Baby carriages and parts thereof.,"1,275",2.70,0.00,2,,2,,Brazil
"871610 -Trailers and semi-trailers of the caravan type, for housing or camping",,2.70,0.00,2,,2,,Brazil
871620 - Self-loading or self-unloading trailers and semi-trailers for agricultural purposes,"303,028",2.70,0.00,1,,1,,Brazil
871631 -- Tanker trailers and tanker semi-trailers,,2.70,0.00,1,,1,,Brazil
871639 -- Other,,2.70,0.00,4,,4,,Brazil
871640 - Other trailers and semi-trailers,120,2.70,0.00,1,,1,,Brazil
871680 - Other vehicles,"729,349",1.70,0.00,1,,1,,Brazil
871690 - Parts,"614,343",1.70,0.00,4,,4,,Brazil
,2012,"378,165,037",6.37,2.74,179,,166,,Brazil
870110 - Pedestrian controlled tractors,,3.00,0.00,1,,1,,Brazil
870120 - Road tractors for semi-trailers,"198,933",16.00,0.00,2,,2,,Brazil
870130 -Track-laying tractors,,0.00,0.00,1,,,,Brazil
870190 - Other,"70,051",0.88,0.00,8,,1,,Brazil
870210 -With compression-ignition internal combustion piston engine (diesel or semi-diesel),"53,895",13.00,8.85,4,,4,,Brazil
870290 - Other,"2,828",12.40,8.38,5,,5,,Brazil
870310 -Vehicles specially designed for travelling on snow; golf cars and similar vehicles,,7.50,4.00,2,,2,,Brazil
"870321 -- Of a cylinder capacity not exceeding 1,000 cc","20,707",10.00,6.50,2,,2,,Brazil
"870322 -- Of a cylinder capacity exceeding 1,000 cc but not exceeding 1,500 cc","2,721,414",10.00,6.50,2,,2,,Brazil
"870323 -- Of a cylinder capacity exceeding 1,500 cc but not exceeding 3,000 cc","2,943,406",10.00,6.50,3,,3,,Brazil
"870324 -- Of a cylinder capacity exceeding 3,000 cc","366,671",10.00,6.50,2,,2,,Brazil
"870331 -- Of a cylinder capacity not exceeding 1,500 cc","3,822,699",10.00,6.50,2,,2,,Brazil
"870332 -- Of a cylinder capacity exceeding 1,500 cc but not exceeding 2,500 cc","728,059",10.00,6.50,3,,3,,Brazil
"870333 -- Of a cylinder capacity exceeding 2,500 cc","136,825",10.00,6.50,3,,3,,Brazil
870390 - Other,"696,967",10.00,6.50,2,,2,,Brazil
870410 - Dumpers designed for off-highway use,"628,252",0.00,0.00,2,,,,Brazil
870421 -- g.v.w. not exceeding 5 tonnes,"25,187,751",13.50,8.76,5,,5,,Brazil
870422 -- g.v.w. exceeding 5 tonnes but not exceeding 20 tonnes,"367,776",15.83,10.27,3,,3,,Brazil
870423 -- g.v.w. exceeding 20 tonnes,"128,535",15.83,10.27,3,,3,,Brazil
870431 -- g.v.w. not exceeding 5 tonnes,,13.50,8.76,5,,5,,Brazil
870432 -- g.v.w. exceeding 5 tonnes,,15.83,10.27,3,,3,,Brazil
870490 - Other,"18,239",10.00,6.50,1,,1,,Brazil
870510 - Crane lorries,,3.70,0.00,1,,1,,Brazil
870520 -Mobile drilling derricks,,3.70,0.00,1,,1,,Brazil
870530 - Fire fighting vehicles,,3.70,0.00,1,,1,,Brazil
870540 - Concrete-mixer lorries,,3.70,0.00,1,,1,,Brazil
870590 - Other,,3.70,0.00,2,,2,,Brazil
"870600 Chassis fitted with engines, for the motor vehicles of headings 87.01 to 87.05.",,9.88,5.58,4,,4,,Brazil
870710 - For the vehicles of heading 87.03,"235,643",4.50,0.00,2,,2,,Brazil
870790 - Other,"1,751,414",4.50,0.00,2,,2,,Brazil
870810 - Bumpers and parts thereof,"2,538,059",3.75,0.00,2,,2,,Brazil
870821 -- Safety seat belts,"281,131",3.75,0.00,2,,2,,Brazil
870829 -- Other,"64,858,184",3.75,0.00,2,,2,,Brazil
870830 - Brakes and servo-brakes; parts thereof,"12,500,027",4.00,0.00,3,,3,,Brazil
870840 - Gear boxes and parts thereof,"44,007,389",3.88,0.00,4,,4,,Brazil
"870850 - Drive-axles with differential, whether or not provided with other transmission components, and non-driving axles; parts thereof","33,957,936",4.00,0.00,5,,5,,Brazil
870870 - Road wheels and parts and accessories thereof,"5,736,816",3.75,0.00,4,,4,,Brazil
870880 - Suspension systems and parts thereof (including shock- absorbers),"31,832,159",3.80,0.00,5,,5,,Brazil
870891 -- Radiators and parts thereof,"12,669,514",3.88,0.00,4,,4,,Brazil
870892 -- Silencers (mufflers) and exhaust pipes; parts thereof,"864,560",3.88,0.00,4,,4,,Brazil
870893 -- Clutches and parts thereof,"42,378,294",3.75,0.00,2,,2,,Brazil
"870894 -- Steering wheels, steering columns and steering boxes; parts thereof","5,936,874",3.88,0.00,4,,4,,Brazil
870895 -- Safety airbags with inflater system; parts thereof,"253,213",3.67,0.00,3,,3,,Brazil
870899 -- Other,"76,305,554",3.67,0.00,3,,3,,Brazil
870911 -- Electrical,"22,584",3.00,0.00,2,,2,,Brazil
870919 -- Other,,3.00,0.00,2,,2,,Brazil
870990 - Parts,"5,000",3.50,0.00,1,,1,,Brazil
"871000 Tanks and other armoured fighting vehicles, motorised, whether or not fitted with weapons, and parts of such vehicles.","9,311",1.70,0.00,1,,1,,Brazil
871110 -With reciprocating internal combustion piston engine of a cylinder capacity not exceeding 50 cc,185,8.00,4.50,1,,1,,Brazil
871120 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 50 cc but not exceeding 250 cc,"134,190",8.00,4.50,3,,3,,Brazil
871130 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 250 cc but not exceeding 500 cc,"52,828",6.00,2.50,2,,2,,Brazil
871140 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 500 cc but not exceeding 800 cc,,6.00,2.50,1,,1,,Brazil
871150 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 800 cc,,6.00,2.50,1,,1,,Brazil
871190 - Other,,6.00,2.50,2,,2,,Brazil
"871200 Bicycles and other cycles (including delivery tricycles), not motorised.","22,275",14.50,10.50,2,,2,,Brazil
871310 - Not mechanically propelled,"1,221",0.00,0.00,1,,,,Brazil
871390 - Other,656,0.00,0.00,1,,,,Brazil
871410 - Of motorcycles (including mopeds),"459,467",3.70,0.00,1,,1,,Brazil
871420 - Of carriages for disabled persons,103,0.00,0.00,1,,,,Brazil
"871491 -- Frames and forks, and parts thereof",,4.70,1.20,3,,3,,Brazil
871492 -- Wheel rims and spokes,257,4.70,1.20,2,,2,,Brazil
"871493 -- Hubs, other than coaster braking hubs and hub brakes, and free- wheel sprocket-wheels","1,491",4.70,1.20,1,,1,,Brazil
"871494 -- Brakes, including coaster braking hubs and hub brakes, and parts thereof","9,949",4.70,1.20,2,,2,,Brazil
871495 -- Saddles,"2,378",4.70,1.20,1,,1,,Brazil
"871496 -- Pedals and crank-gear, and parts thereof",283,4.70,1.20,3,,3,,Brazil
871499 -- Other,"53,329",4.70,1.20,4,,4,,Brazil
871500 Baby carriages and parts thereof.,219,2.70,0.00,2,,2,,Brazil
"871610 -Trailers and semi-trailers of the caravan type, for housing or camping","1,067",2.70,0.00,2,,2,,Brazil
871620 - Self-loading or self-unloading trailers and semi-trailers for agricultural purposes,"169,254",2.70,0.00,1,,1,,Brazil
871631 -- Tanker trailers and tanker semi-trailers,,2.70,0.00,1,,1,,Brazil
871639 -- Other,"1,909,512",2.70,0.00,4,,4,,Brazil
871640 - Other trailers and semi-trailers,"143,869",2.70,0.00,1,,1,,Brazil
871680 - Other vehicles,"272,738",1.70,0.00,1,,1,,Brazil
871690 - Parts,"693,098",1.70,0.00,4,,4,,Brazil
,2011,"430,484,449",6.30,2.69,188,,175,,Brazil
870110 - Pedestrian controlled tractors,,3.00,0.00,1,,1,,Brazil
870120 - Road tractors for semi-trailers,,16.00,0.00,2,,2,,Brazil
870130 - Track-laying tractors,"2,587,992",0.00,0.00,1,,,,Brazil
870190 - Other,"106,251",0.88,0.00,8,,1,,Brazil
870210 - With compression-ignition internal combustion piston engine (diesel or semi-diesel),"213,394",13.00,8.85,4,,4,,Brazil
870290 - Other,,12.40,8.38,5,,5,,Brazil
870310 - Vehicles specially designed for travelling on snow; golf cars and similar vehicles,,7.50,4.00,2,,2,,Brazil
"870321 -- Of a cylinder capacity not exceeding 1,000 cc","134,662",10.00,6.50,2,,2,,Brazil
"870322 -- Of a cylinder capacity exceeding 1,000 cc but not exceeding 1,500 cc","1,067,915",10.00,6.50,2,,2,,Brazil
"870323 -- Of a cylinder capacity exceeding 1,500 cc but not exceeding 3,000 cc","6,056,314",10.00,6.50,3,,3,,Brazil
"870324 -- Of a cylinder capacity exceeding 3,000 cc","63,141",10.00,6.50,2,,2,,Brazil
"870331 -- Of a cylinder capacity not exceeding 1,500 cc","3,879,253",10.00,6.50,2,,2,,Brazil
"870332 -- Of a cylinder capacity exceeding 1,500 cc but not exceeding 2,500 cc","215,718",10.00,6.50,3,,3,,Brazil
"870333 -- Of a cylinder capacity exceeding 2,500 cc","147,510",10.00,6.50,3,,3,,Brazil
870390 - Other,"20,866",10.00,6.50,2,,2,,Brazil
870410 - Dumpers designed for off-highway use,,0.00,0.00,2,,,,Brazil
870421 -- g.v.w. not exceeding 5 tonnes,"23,406,953",13.50,8.76,5,,5,,Brazil
870422 -- g.v.w. exceeding 5 tonnes but not exceeding 20 tonnes,"335,500",15.83,10.27,3,,3,,Brazil
870423 -- g.v.w. exceeding 20 tonnes,,15.83,10.27,3,,3,,Brazil
870431 -- g.v.w. not exceeding 5 tonnes,"547,084",13.50,8.76,5,,5,,Brazil
870432 -- g.v.w. exceeding 5 tonnes,,15.83,10.27,3,,3,,Brazil
870490 - Other,,10.00,6.50,1,,1,,Brazil
870510 - Crane lorries,,3.70,0.00,1,,1,,Brazil
870520 - Mobile drilling derricks,,3.70,0.00,1,,1,,Brazil
870530 - Fire fighting vehicles,,3.70,0.00,1,,1,,Brazil
870540 - Concrete-mixer lorries,,3.70,0.00,1,,1,,Brazil
870590 - Other,,3.70,0.00,3,,3,,Brazil
"870600 Chassis fitted with engines, for the motor vehicles of headings 87.01 to 87.05.","424,337",9.88,5.58,4,,4,,Brazil
870710 - For the vehicles of heading 87.03,"831,414",4.50,0.00,2,,2,,Brazil
870790 - Other,"4,310,495",4.50,0.00,2,,2,,Brazil
870810 - Bumpers and parts thereof,"3,486,528",3.75,0.00,2,,2,,Brazil
870821 -- Safety seat belts,"243,252",3.75,0.00,2,,2,,Brazil
870829 -- Other,"85,927,172",3.75,0.00,2,,2,,Brazil
870830 - Brakes and servo-brakes; parts thereof,"15,730,811",4.00,0.00,3,,3,,Brazil
870840 - Gear boxes and parts thereof,"43,781,560",3.88,0.00,4,,4,,Brazil
"870850 - Drive-axles with differential, whether or not provided with other transmission components, and non-driving axles; parts thereof","20,034,819",4.00,0.00,5,,5,,Brazil
870870 - Road wheels and parts and accessories thereof,"5,662,851",3.75,0.00,4,,4,,Brazil
870880 - Suspension systems and parts thereof (including shock-absorbers),"56,230,578",3.80,0.00,5,,5,,Brazil
870891 -- Radiators and parts thereof,"13,800,483",3.88,0.00,4,,4,,Brazil
870892 -- Silencers (mufflers) and exhaust pipes; parts thereof,"809,211",3.88,0.00,4,,4,,Brazil
870893 -- Clutches and parts thereof,"38,239,632",3.75,0.00,2,,2,,Brazil
"870894 -- Steering wheels, steering columns and steering boxes; parts thereof","9,392,423",3.88,0.00,4,,4,,Brazil
870895 -- Safety airbags with inflater system; parts thereof,"1,683,513",3.67,0.00,3,,3,,Brazil
870899 -- Other,"86,206,463",3.67,0.00,3,,3,,Brazil
870911 -- Electrical,,3.00,0.00,2,,2,,Brazil
870919 -- Other,,3.00,0.00,2,,2,,Brazil
870990 - Parts,"901,014",3.50,0.00,1,,1,,Brazil
"871000 Tanks and other armoured fighting vehicles, motorised, whether or not fitted with weapons, and parts of such vehicles.",,1.70,0.00,1,,1,,Brazil
871110 - With reciprocating internal combustion piston engine of a cylinder capacity not exceeding 50 cc,,8.00,4.50,1,,1,,Brazil
871120 - With reciprocating internal combustion piston engine of a cylinder capacity exceeding 50 cc but not exceeding 250 cc,"1,592,351",8.00,4.50,4,,4,,Brazil
871130 - With reciprocating internal combustion piston engine of a cylinder capacity exceeding 250 cc but not exceeding 500 cc,"65,354",6.00,2.50,2,,2,,Brazil
871140 - With reciprocating internal combustion piston engine of a cylinder capacity exceeding 500 cc but not exceeding 800 cc,"43,959",6.00,2.50,1,,1,,Brazil
871150 - With reciprocating internal combustion piston engine of a cylinder capacity exceeding 800 cc,"7,545",6.00,2.50,1,,1,,Brazil
871190 - Other,,6.00,2.50,1,,1,,Brazil
"871200 Bicycles and other cycles (including delivery tricycles), not motorised.",195,14.67,10.50,3,,3,,Brazil
871310 - Not mechanically propelled,668,0.00,0.00,1,,,,Brazil
871390 - Other,"36,763",0.00,0.00,1,,,,Brazil
871411 -- Saddles,"2,436",3.70,0.00,1,,1,,Brazil
871419 -- Other,"731,315",3.70,0.00,1,,1,,Brazil
871420 - Of carriages for disabled persons,"6,988",0.00,0.00,1,,,,Brazil
"871491 -- Frames and forks, and parts thereof","1,462",4.70,1.20,3,,3,,Brazil
871492 -- Wheel rims and spokes,"1,378",4.70,1.20,2,,2,,Brazil
"871493 -- Hubs, other than coaster braking hubs and hub brakes, and free-wheel sprocket-wheels",612,4.70,1.20,2,,2,,Brazil
"871494 -- Brakes, including coaster braking hubs and hub brakes, and parts thereof","28,884",4.70,1.20,3,,3,,Brazil
871495 -- Saddles,,4.70,1.20,1,,1,,Brazil
"871496 -- Pedals and crank-gear, and parts thereof",,4.70,1.20,3,,3,,Brazil
871499 -- Other,835,4.70,1.20,4,,4,,Brazil
871500 Baby carriages and parts thereof.,"2,325",2.70,0.00,2,,2,,Brazil
