Importer,Year,Value,Ad val. duties,Number of lines,South Africa
,(US$),Simple average,MFN duties,Pref. duties,South Africa
,MFN,Best,All items,Non ad val.,All items,Non ad val.,South Africa
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg","325,435",7.70,7.70,1,,,,South Africa
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg","2,838,864",2.70,2.70,1,,,,South Africa
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg","6,266,334",2.70,2.70,1,,,,South Africa
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,,,South Africa
880310 - Propellers and rotors and parts thereof,"5,342,140",2.70,2.70,1,,,,South Africa
880320 - Under-carriages and parts thereof,"252,808",2.70,2.70,1,,,,South Africa
880330 - Other parts of aeroplanes or helicopters,"64,638,589",2.70,2.70,1,,,,South Africa
880390 - Other,"114,332",1.95,1.95,4,,,,South Africa
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"1,832,084",2.70,2.70,1,,,,South Africa
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,2.20,2.20,2,,,,South Africa
880521 -- Air combat simulators and parts thereof,,1.70,1.70,1,,,,South Africa
880529 -- Other,,1.70,1.70,1,,,,South Africa
,2008,"67,508,829",3.07,3.07,21,,,,South Africa
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.","23,232",3.20,3.20,2,,,,South Africa
"880211 -- Of an unladen weight not exceeding 2,000 kg","1,101,945",7.50,7.50,1,,,,South Africa
"880212 -- Of an unladen weight exceeding 2,000 kg","4,980,408",2.70,2.70,1,,,,South Africa
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg","58,593",7.70,7.70,1,,,,South Africa
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg","4,505,057",2.70,2.70,1,,,,South Africa
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,2.70,2.70,1,,,,South Africa
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,,,South Africa
880310 - Propellers and rotors and parts thereof,"3,248,793",2.70,2.70,1,,,,South Africa
880320 - Under-carriages and parts thereof,"1,395,935",2.70,2.70,1,,,,South Africa
880330 - Other parts of aeroplanes or helicopters,"49,799,641",2.70,2.70,1,,,,South Africa
880390 - Other,"193,606",1.95,1.95,4,,,,South Africa
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"2,201,604",2.70,2.70,1,,,,South Africa
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,15,2.20,2.20,2,,,,South Africa
880521 -- Air combat simulators and parts thereof,,1.70,1.70,1,,,,South Africa
880529 -- Other,,1.70,1.70,1,,,,South Africa
,2007,"64,450,325",3.07,3.07,21,,,,South Africa
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.","97,717",3.20,3.20,2,,,,South Africa
"880211 -- Of an unladen weight not exceeding 2,000 kg","4,260,693",7.50,7.50,1,,,,South Africa
"880212 -- Of an unladen weight exceeding 2,000 kg",,2.70,2.70,1,,,,South Africa
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg","480,621",7.70,7.70,1,,,,South Africa
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg","7,031,515",2.70,2.70,1,,,,South Africa
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,2.70,2.70,1,,,,South Africa
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,,,South Africa
880310 - Propellers and rotors and parts thereof,"382,630",2.70,2.70,1,,,,South Africa
880320 - Under-carriages and parts thereof,"1,772,838",2.70,2.70,1,,,,South Africa
880330 - Other parts of aeroplanes or helicopters,"48,248,521",2.70,2.70,1,,,,South Africa
880390 - Other,"304,320",1.95,1.95,4,,,,South Africa
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"1,861,290",2.70,2.70,1,,,,South Africa
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,2.20,2.20,2,,,,South Africa
880521 -- Air combat simulators and parts thereof,,1.70,1.70,1,,,,South Africa
880529 -- Other,"10,183",1.70,1.70,1,,,,South Africa
,2006,"26,474,388",3.10,3.10,22,,,,South Africa
880110 - Gliders and hang gliders,,3.70,3.70,1,,,,South Africa
880190 - Other,"3,101",3.20,3.20,2,,,,South Africa
"880211 -- Of an unladen weight not exceeding 2,000 kg",,7.50,7.50,1,,,,South Africa
"880212 -- Of an unladen weight exceeding 2,000 kg",,2.70,2.70,1,,,,South Africa
"880220 - Airplanes and other aircraft, of an unladen weight not exceeding 2,000 kg","34,228",7.70,7.70,1,,,,South Africa
"880230 - Airplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg","5,993,971",2.70,2.70,1,,,,South Africa
"880240 - Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,2.70,2.70,1,,,,South Africa
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,,,South Africa
880310 - Propellers and rotors and parts thereof,"762,049",2.70,2.70,1,,,,South Africa
880320 - Under-carriages and parts thereof,"1,068,867",2.70,2.70,1,,,,South Africa
880330 - Other parts of airplanes or helicopters,"17,875,864",2.70,2.70,1,,,,South Africa
880390 - Other,"423,828",1.95,1.95,4,,,,South Africa
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"312,167",2.70,2.70,1,,,,South Africa
880510 - Aircraft launching gear and parts thereof; deck- Arrestor or similar gear and parts thereof,314,2.20,2.20,2,,,,South Africa
880521 -- Air combat simulators and parts thereof,,1.70,1.70,1,,,,South Africa
880529 -- Other,,1.70,1.70,1,,,,South Africa
,2005,"47,108,500",2.01,2.01,34,,,,South Africa
880110 - Gliders and hang gliders,,1.85,1.85,2,,,,South Africa
880190 - Other,"19,184",2.13,2.13,3,,,,South Africa
"880211 -- Of an unladen weight not exceeding 2,000 kg",,3.75,3.75,2,,,,South Africa
"880212 -- Of an unladen weight exceeding 2,000 kg",,1.35,1.35,2,,,,South Africa
"880220 - Airplanes and other aircraft, of an unladen weight not exceeding 2,000 kg","331,714",3.85,3.85,2,,,,South Africa
"880230 - Airplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg","22,859,103",1.35,1.35,2,,,,South Africa
"880240 - Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,1.35,1.35,2,,,,South Africa
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,,,South Africa
880310 - Propellers and rotors and parts thereof,"4,939",1.35,1.35,2,,,,South Africa
880320 - Under-carriages and parts thereof,"2,506,090",1.35,1.35,2,,,,South Africa
880330 - Other parts of airplanes or helicopters,"18,570,641",1.35,1.35,2,,,,South Africa
880390 - Other,"2,415,246",1.56,1.56,5,,,,South Africa
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"401,583",2.70,2.70,1,,,,South Africa
880510 - Aircraft launching gear and parts thereof; deck- Arrestor or similar gear and parts thereof,,2.20,2.20,2,,,,South Africa
880521 -- Air combat simulators and parts thereof,,1.70,1.70,1,,,,South Africa
880529 -- Other,,0.85,0.85,2,,,,South Africa
,2004,"10,793,758",2.06,2.06,34,,,,South Africa
880110 - Gliders and hang gliders,485,1.85,1.85,2,,,,South Africa
880190 - Other,"8,919",2.13,2.13,3,,,,South Africa
"880211 -- Of an unladen weight not exceeding 2,000 kg",,3.75,3.75,2,,,,South Africa
"880212 -- Of an unladen weight exceeding 2,000 kg","1,567,314",1.35,1.35,2,,,,South Africa
"880220 - Airplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.85,3.85,2,,,,South Africa
"880230 - Airplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg","671,731",1.35,1.35,2,,,,South Africa
"880240 - Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,1.35,1.35,2,,,,South Africa
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,"30,687",4.20,4.20,2,,,,South Africa
880310 - Propellers and rotors and parts thereof,"57,008",1.35,1.35,2,,,,South Africa
880320 - Under-carriages and parts thereof,"886,067",1.35,1.35,2,,,,South Africa
880330 - Other parts of airplanes or helicopters,"7,300,587",1.35,1.35,2,,,,South Africa
880390 - Other,"13,670",1.96,1.96,5,,,,South Africa
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"254,452",2.70,2.70,1,,,,South Africa
880510 - Aircraft launching gear and parts thereof; deck- Arrestor or similar gear and parts thereof,"2,836",2.20,2.20,2,,,,South Africa
880521 -- Air combat simulators and parts thereof,,1.70,1.70,1,,,,South Africa
880529 -- Other,,0.85,0.85,2,,,,South Africa
,2003,"8,441,614",2.01,2.01,34,,,,South Africa
880110 - Gliders and hang gliders,"2,081",1.85,1.85,2,,,,South Africa
880190 - Other,"7,658",2.13,2.13,3,,,,South Africa
"880211 -- Of an unladen weight not exceeding 2,000 kg",,3.75,3.75,2,,,,South Africa
"880212 -- Of an unladen weight exceeding 2,000 kg",,1.35,1.35,2,,,,South Africa
"880220 - Airplanes and other aircraft, of an unladen weight not exceeding 2,000 kg","58,936",3.85,3.85,2,,,,South Africa
"880230 - Airplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,1.35,1.35,2,,,,South Africa
"880240 - Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,1.35,1.35,2,,,,South Africa
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,,,South Africa
880310 - Propellers and rotors and parts thereof,"7,771",1.35,1.35,2,,,,South Africa
880320 - Under-carriages and parts thereof,"5,291,889",1.35,1.35,2,,,,South Africa
880330 - Other parts of airplanes or helicopters,"1,530,163",1.35,1.35,2,,,,South Africa
880390 - Other,"1,108,847",1.56,1.56,5,,,,South Africa
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"423,962",2.70,2.70,1,,,,South Africa
880510 - Aircraft launching gear and parts thereof; deck- Arrestor or similar gear and parts thereof,,2.20,2.20,2,,,,South Africa
880521 -- Air combat simulators and parts thereof,,1.70,1.70,1,,,,South Africa
880529 -- Other,"10,305",0.85,0.85,2,,,,South Africa
,2002,"2,894,035",2.01,2.01,34,,,,South Africa
880110 - Gliders and hang gliders,"32,932",1.85,1.85,2,,,,South Africa
880190 - Other,"14,139",2.13,2.13,3,,,,South Africa
"880211 -- Of an unladen weight not exceeding 2,000 kg",,3.75,3.75,2,,,,South Africa
"880212 -- Of an unladen weight exceeding 2,000 kg",,1.35,1.35,2,,,,South Africa
"880220 - Airplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.85,3.85,2,,,,South Africa
"880230 - Airplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,1.35,1.35,2,,,,South Africa
"880240 - Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,1.35,1.35,2,,,,South Africa
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,,,South Africa
880310 - Propellers and rotors and parts thereof,"82,869",1.35,1.35,2,,,,South Africa
880320 - Under-carriages and parts thereof,"353,057",1.35,1.35,2,,,,South Africa
880330 - Other parts of airplanes or helicopters,"1,749,026",1.35,1.35,2,,,,South Africa
880390 - Other,"61,021",1.56,1.56,5,,,,South Africa
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"600,991",2.70,2.70,1,,,,South Africa
880510 - Aircraft launching gear and parts thereof; deck- Arrestor or similar gear and parts thereof,,2.20,2.20,2,,,,South Africa
880521 -- Air combat simulators and parts thereof,,1.70,1.70,1,,,,South Africa
880529 -- Other,,0.85,0.85,2,,,,South Africa
,2001,"4,198,800",2.02,2.02,33,,,,South Africa
880110 - Gliders and hang gliders,"74,022",1.85,1.85,2,,,,South Africa
880190 - Other,"3,546",2.13,2.13,3,,,,South Africa
"880211 - - Of an unladen weight not exceeding 2,000 kg","1,345,464",3.75,3.75,2,,,,South Africa
"880212 - - Of an unladen weight exceeding 2,000 kg",,1.35,1.35,2,,,,South Africa
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg","132,542",3.85,3.85,2,,,,South Africa
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,1.35,1.35,2,,,,South Africa
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,1.35,1.35,2,,,,South Africa
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,,,South Africa
