Importer,Year,Value,Ad val. duties,Number of lines,South Africa
,(US$),Simple average,MFN duties,Pref. duties,South Africa
,MFN,Best,All items,Non ad val.,All items,Non ad val.,South Africa
European Union,"883,687,614",,,,,,,South Africa
,2018,,2.75,0.00,23,,20,,South Africa
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.",,3.20,0.00,2,,2,,South Africa
"880211 - - Of an unladen weight not exceeding 2,000 kg",,7.50,0.00,1,,1,,South Africa
"880212 - - Of an unladen weight exceeding 2,000 kg",,2.70,0.00,1,,1,,South Africa
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,7.70,0.00,1,,1,,South Africa
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,2.70,0.00,1,,1,,South Africa
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,2.70,0.00,1,,1,,South Africa
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,3.50,0.00,3,,3,,South Africa
880310 - Propellers and rotors and parts thereof,,2.70,0.00,1,,1,,South Africa
880320 - Under-carriages and parts thereof,,2.70,0.00,1,,1,,South Africa
880330 - Other parts of aeroplanes or helicopters,,2.70,0.00,1,,1,,South Africa
880390 - Other,,1.56,0.00,5,,4,,South Africa
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,,2.70,0.00,1,,1,,South Africa
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,2.20,0.00,2,,2,,South Africa
880521 - - Air combat simulators and parts thereof,,0.00,0.00,1,,,,South Africa
880529 - - Other,,0.00,0.00,1,,,,South Africa
,2017,"28,417,193",2.80,0.00,23,,20,,South Africa
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.","1,411,238",3.20,0.00,2,,2,,South Africa
"880211 - - Of an unladen weight not exceeding 2,000 kg","195,720",7.50,0.00,1,,1,,South Africa
"880212 - - Of an unladen weight exceeding 2,000 kg",,2.70,0.00,1,,1,,South Africa
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg","60,849",7.70,0.00,1,,1,,South Africa
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",7,2.70,0.00,1,,1,,South Africa
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",562,2.70,0.00,1,,1,,South Africa
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,3.87,0.00,3,,3,,South Africa
880310 - Propellers and rotors and parts thereof,"262,895",2.70,0.00,1,,1,,South Africa
880320 - Under-carriages and parts thereof,"2,176,897",2.70,0.00,1,,1,,South Africa
880330 - Other parts of aeroplanes or helicopters,"16,336,810",2.70,0.00,1,,1,,South Africa
880390 - Other,"445,473",1.56,0.00,5,,4,,South Africa
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"7,265,358",2.70,0.00,1,,1,,South Africa
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,1,2.20,0.00,2,,2,,South Africa
880521 - - Air combat simulators and parts thereof,,0.00,0.00,1,,,,South Africa
880529 - - Other,"261,383",0.00,0.00,1,,,,South Africa
,2016,"25,999,777",3.07,0.00,21,,21,,South Africa
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.","2,665,337",3.20,0.00,2,,2,,South Africa
"880211 -- Of an unladen weight not exceeding 2,000 kg","416,310",7.50,0.00,1,,1,,South Africa
"880212 -- Of an unladen weight exceeding 2,000 kg",,2.70,0.00,1,,1,,South Africa
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg","64,358",7.70,0.00,1,,1,,South Africa
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg","561,261",2.70,0.00,1,,1,,South Africa
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,2.70,0.00,1,,1,,South Africa
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,"18,947",4.20,0.00,2,,2,,South Africa
880310 - Propellers and rotors and parts thereof,"389,019",2.70,0.00,1,,1,,South Africa
880320 - Under-carriages and parts thereof,"122,637",2.70,0.00,1,,1,,South Africa
880330 - Other parts of aeroplanes or helicopters,"16,981,870",2.70,0.00,1,,1,,South Africa
880390 - Other,"323,657",1.95,0.00,4,,4,,South Africa
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"4,380,596",2.70,0.00,1,,1,,South Africa
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,616,2.20,0.00,2,,2,,South Africa
880521 -- Air combat simulators and parts thereof,,1.70,0.00,1,,1,,South Africa
880529 -- Other,"75,169",1.70,0.00,1,,1,,South Africa
,2015,"31,386,758",3.07,0.00,21,,21,,South Africa
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.","1,421,783",3.20,0.00,2,,2,,South Africa
"880211 -- Of an unladen weight not exceeding 2,000 kg","5,129,866",7.50,0.00,1,,1,,South Africa
"880212 -- Of an unladen weight exceeding 2,000 kg","240,130",2.70,0.00,1,,1,,South Africa
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg","1,274,888",7.70,0.00,1,,1,,South Africa
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg","1,562,891",2.70,0.00,1,,1,,South Africa
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,2.70,0.00,1,,1,,South Africa
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,0.00,2,,2,,South Africa
880310 - Propellers and rotors and parts thereof,"87,840",2.70,0.00,1,,1,,South Africa
880320 - Under-carriages and parts thereof,"23,150",2.70,0.00,1,,1,,South Africa
880330 - Other parts of aeroplanes or helicopters,"17,707,168",2.70,0.00,1,,1,,South Africa
880390 - Other,"66,425",1.95,0.00,4,,4,,South Africa
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"3,671,511",2.70,0.00,1,,1,,South Africa
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,2.20,0.00,2,,2,,South Africa
880521 -- Air combat simulators and parts thereof,,1.70,0.00,1,,1,,South Africa
880529 -- Other,"201,106",1.70,0.00,1,,1,,South Africa
,2014,"42,336,801",3.07,0.00,21,,21,,South Africa
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.","1,128,253",3.20,0.00,2,,2,,South Africa
"880211 -- Of an unladen weight not exceeding 2,000 kg","2,753",7.50,0.00,1,,1,,South Africa
"880212 -- Of an unladen weight exceeding 2,000 kg",,2.70,0.00,1,,1,,South Africa
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg","225,436",7.70,0.00,1,,1,,South Africa
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg","13,691,782",2.70,0.00,1,,1,,South Africa
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg","10,584,235",2.70,0.00,1,,1,,South Africa
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,0.00,2,,2,,South Africa
880310 - Propellers and rotors and parts thereof,"39,825",2.70,0.00,1,,1,,South Africa
880320 - Under-carriages and parts thereof,"224,181",2.70,0.00,1,,1,,South Africa
880330 - Other parts of aeroplanes or helicopters,"12,809,393",2.70,0.00,1,,1,,South Africa
880390 - Other,"131,518",1.95,0.00,4,,4,,South Africa
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"3,492,052",2.70,0.00,1,,1,,South Africa
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,2.20,0.00,2,,2,,South Africa
880521 -- Air combat simulators and parts thereof,,1.70,0.00,1,,1,,South Africa
880529 -- Other,"7,374",1.70,0.00,1,,1,,South Africa
,2013,"12,671,819",3.07,0.00,21,,21,,South Africa
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.","280,943",3.20,0.00,2,,2,,South Africa
"880211 -- Of an unladen weight not exceeding 2,000 kg",,7.50,0.00,1,,1,,South Africa
"880212 -- Of an unladen weight exceeding 2,000 kg",,2.70,0.00,1,,1,,South Africa
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg","106,321",7.70,0.00,1,,1,,South Africa
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,2.70,0.00,1,,1,,South Africa
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,2.70,0.00,1,,1,,South Africa
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,0.00,2,,2,,South Africa
880310 - Propellers and rotors and parts thereof,"4,781",2.70,0.00,1,,1,,South Africa
880320 - Under-carriages and parts thereof,"764,555",2.70,0.00,1,,1,,South Africa
880330 - Other parts of aeroplanes or helicopters,"7,132,988",2.70,0.00,1,,1,,South Africa
880390 - Other,"35,020",1.95,0.00,4,,4,,South Africa
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"4,325,950",2.70,0.00,1,,1,,South Africa
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,2.20,0.00,2,,2,,South Africa
880521 -- Air combat simulators and parts thereof,,1.70,0.00,1,,1,,South Africa
880529 -- Other,"21,262",1.70,0.00,1,,1,,South Africa
,2012,"41,142,504",3.07,0.00,21,,21,,South Africa
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.","383,072",3.20,0.00,2,,2,,South Africa
"880211 -- Of an unladen weight not exceeding 2,000 kg",,7.50,0.00,1,,1,,South Africa
"880212 -- Of an unladen weight exceeding 2,000 kg",,2.70,0.00,1,,1,,South Africa
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg","730,553",7.70,0.00,1,,1,,South Africa
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,2.70,0.00,1,,1,,South Africa
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,2.70,0.00,1,,1,,South Africa
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,0.00,2,,2,,South Africa
880310 - Propellers and rotors and parts thereof,"236,144",2.70,0.00,1,,1,,South Africa
880320 - Under-carriages and parts thereof,"553,008",2.70,0.00,1,,1,,South Africa
880330 - Other parts of aeroplanes or helicopters,"33,181,400",2.70,0.00,1,,1,,South Africa
880390 - Other,"68,612",1.95,0.00,4,,4,,South Africa
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"5,918,636",2.70,0.00,1,,1,,South Africa
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,2.20,0.00,2,,2,,South Africa
880521 -- Air combat simulators and parts thereof,,1.70,0.00,1,,1,,South Africa
880529 -- Other,"71,080",1.70,0.00,1,,1,,South Africa
,2011,"75,199,529",3.07,0.00,21,,21,,South Africa
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.","425,729",3.20,0.00,2,,2,,South Africa
"880211 -- Of an unladen weight not exceeding 2,000 kg","2,309,704",7.50,0.00,1,,1,,South Africa
"880212 -- Of an unladen weight exceeding 2,000 kg",,2.70,0.00,1,,1,,South Africa
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,7.70,0.00,1,,1,,South Africa
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,2.70,0.00,1,,1,,South Africa
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,2.70,0.00,1,,1,,South Africa
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,0.00,2,,2,,South Africa
880310 - Propellers and rotors and parts thereof,"355,572",2.70,0.00,1,,1,,South Africa
880320 - Under-carriages and parts thereof,"219,337",2.70,0.00,1,,1,,South Africa
880330 - Other parts of aeroplanes or helicopters,"68,600,252",2.70,0.00,1,,1,,South Africa
880390 - Other,"30,360",1.95,0.00,4,,4,,South Africa
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"3,248,455",2.70,0.00,1,,1,,South Africa
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,2.20,0.00,2,,2,,South Africa
880521 -- Air combat simulators and parts thereof,,1.70,0.00,1,,1,,South Africa
880529 -- Other,"10,120",1.70,0.00,1,,1,,South Africa
,2010,"145,249,048",3.07,3.07,21,,,,South Africa
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.",,3.20,3.20,2,,,,South Africa
"880211 -- Of an unladen weight not exceeding 2,000 kg","2,318,769",7.50,7.50,1,,,,South Africa
"880212 -- Of an unladen weight exceeding 2,000 kg",,2.70,2.70,1,,,,South Africa
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg","14,583",7.70,7.70,1,,,,South Africa
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,2.70,2.70,1,,,,South Africa
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg","49,169,205",2.70,2.70,1,,,,South Africa
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,,,South Africa
880310 - Propellers and rotors and parts thereof,"11,781,032",2.70,2.70,1,,,,South Africa
880320 - Under-carriages and parts thereof,"2,425,275",2.70,2.70,1,,,,South Africa
880330 - Other parts of aeroplanes or helicopters,"77,739,658",2.70,2.70,1,,,,South Africa
880390 - Other,"25,069",1.95,1.95,4,,,,South Africa
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"1,769,094",2.70,2.70,1,,,,South Africa
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,2.20,2.20,2,,,,South Africa
880521 -- Air combat simulators and parts thereof,"3,990",1.70,1.70,1,,,,South Africa
880529 -- Other,"2,373",1.70,1.70,1,,,,South Africa
,2009,"81,665,331",3.07,3.07,21,,,,South Africa
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.","40,798",3.20,3.20,2,,,,South Africa
"880211 -- Of an unladen weight not exceeding 2,000 kg",,7.50,7.50,1,,,,South Africa
"880212 -- Of an unladen weight exceeding 2,000 kg","13,948",2.70,2.70,1,,,,South Africa
