Importer,Year,Value,Ad val. duties,Number of lines,South Africa
,(US$),Simple average,MFN duties,Pref. duties,South Africa
,MFN,Best,All items,Non ad val.,All items,Non ad val.,South Africa
391000 Silicones in primary forms.,"134,263",6.50,0.00,1,,1,,South Africa
"391110 - Petroleum resins, coumarone, indene or coumarone-indene resins and polyterpenes",837,6.50,0.00,1,,1,,South Africa
391190 - Other,624,3.30,0.00,5,,3,,South Africa
391211 -- Non-plasticised,,6.50,0.00,1,,1,,South Africa
391212 -- Plasticised,,6.50,0.00,1,,1,,South Africa
391220 - Cellulose nitrates (including collodions),"2,496,985",6.33,0.00,3,,3,,South Africa
391231 -- Carboxymethylcellulose and its salts,"3,147",6.50,0.00,1,,1,,South Africa
391239 -- Other,,3.25,0.00,2,,1,,South Africa
391290 - Other,,6.45,0.00,2,,2,,South Africa
"391310 - Alginic acid, its salts and esters","30,040",5.00,0.00,1,,1,,South Africa
391390 - Other,"2,191",6.50,0.00,1,,1,,South Africa
"391400 Ion-exchangers based on polymers of headings 39.01 to 39.13, in primary forms.",,6.50,0.00,1,,1,,South Africa
391510 - Of polymers of ethylene,"1,062",6.50,0.00,1,,1,,South Africa
391520 - Of polymers of styrene,,6.50,0.00,1,,1,,South Africa
391530 - Of polymers of vinyl chloride,,6.50,0.00,1,,1,,South Africa
391590 - Of other plastics,"52,550",6.50,0.00,2,,2,,South Africa
391610 - Of polymers of ethylene,305,6.50,0.00,1,,1,,South Africa
391620 - Of polymers of vinyl chloride,"2,297",6.50,0.00,1,,1,,South Africa
391690 - Of other plastics,"206,769",6.50,0.00,3,,3,,South Africa
391710 - Artificial guts (sausage casings) of hardened protein or of cellulosic materials,"241,780",5.90,0.00,2,,2,,South Africa
391721 -- Of polymers of ethylene,"16,228",6.50,0.00,2,,2,,South Africa
391722 -- Of polymers of propylene,"3,798",6.50,0.00,2,,2,,South Africa
391723 -- Of polymers of vinyl chloride,"11,248",6.50,0.00,2,,2,,South Africa
391729 -- Of other plastics,"127,365",6.50,0.00,1,,1,,South Africa
"391731 -- Flexible tubes, pipes and hoses, having a minimum burst pressure of 27.6 MPa","58,778",6.50,0.00,1,,1,,South Africa
"391732 -- Other, not reinforced or otherwise combined with other materials, without fittings","29,586",6.50,0.00,1,,1,,South Africa
"391733 -- Other, not reinforced or otherwise combined with other materials, with fittings","7,146",6.50,0.00,1,,1,,South Africa
391739 -- Other,"116,029",6.50,0.00,1,,1,,South Africa
391740 - Fittings,"157,459",6.50,0.00,1,,1,,South Africa
391810 - Of polymers of vinyl chloride,"79,203",6.50,0.00,2,,2,,South Africa
391890 - Of other plastics,"1,344",6.50,0.00,1,,1,,South Africa
391910 - In rolls of a width not exceeding 20 cm,"185,534",6.35,0.00,4,,4,,South Africa
391990 - Other,"576,676",6.50,0.00,1,,1,,South Africa
392010 - Of polymers of ethylene,"83,053",4.64,0.00,7,,5,,South Africa
392020 - Of polymers of propylene,"283,307",6.50,0.00,3,,3,,South Africa
392030 - Of polymers of styrene,,6.50,0.00,1,,1,,South Africa
392043 -- Containing by weight not less than 6 % of plasticisers,"8,818",6.50,0.00,2,,2,,South Africa
392049 -- Other,"35,578",6.50,0.00,2,,2,,South Africa
392051 -- Of poly(methyl methacrylate),,6.50,0.00,1,,1,,South Africa
392059 -- Other,969,3.25,0.00,2,,1,,South Africa
392061 -- Of polycarbonates,"4,316",6.50,0.00,1,,1,,South Africa
392062 -- Of poly(ethylene terephthalate),"8,574",4.33,0.00,3,,2,,South Africa
392063 -- Of unsaturated polyesters,,6.50,0.00,1,,1,,South Africa
392069 -- Of other polyesters,"72,036",6.50,0.00,1,,1,,South Africa
392071 -- Of regenerated cellulose,,6.50,0.00,1,,1,,South Africa
392073 -- Of cellulose acetate,,6.40,0.00,2,,2,,South Africa
392079 -- Of other cellulose derivatives,"4,900",6.10,0.00,2,,2,,South Africa
392091 -- Of poly(vinyl butyral),"12,510",6.10,0.00,1,,1,,South Africa
392092 -- Of polyamides,,6.50,0.00,1,,1,,South Africa
392093 -- Of amino-resins,,6.50,0.00,1,,1,,South Africa
392094 -- Of phenolic resins,,6.50,0.00,1,,1,,South Africa
392099 -- Of other plastics,"15,420",3.25,0.00,6,,3,,South Africa
392111 -- Of polymers of styrene,,6.50,0.00,1,,1,,South Africa
392112 -- Of polymers of vinyl chloride,,6.50,0.00,1,,1,,South Africa
392113 -- Of polyurethanes,"56,999",6.50,0.00,2,,2,,South Africa
392114 -- Of regenerated cellulose,,6.50,0.00,1,,1,,South Africa
392119 -- Of other plastics,"502,058",6.50,0.00,1,,1,,South Africa
392190 - Other,"4,502,922",6.50,0.00,8,,8,,South Africa
"392210 - Baths, shower-baths, sinks and wash-basins","2,227,236",6.50,0.00,1,,1,,South Africa
392220 - Lavatory seats and covers,"521,912",6.50,0.00,1,,1,,South Africa
392290 - Other,"52,483",6.50,0.00,1,,1,,South Africa
"392310 - Boxes, cases, crates and similar articles","137,159",6.50,0.00,1,,1,,South Africa
392321 -- Of polymers of ethylene,"35,785",6.50,0.00,1,,1,,South Africa
392329 -- Of other plastics,"1,182,648",6.50,0.00,2,,2,,South Africa
"392330 - Carboys, bottles, flasks and similar articles","596,619",6.50,0.00,2,,2,,South Africa
"392340 - Spools, cops, bobbins and similar supports","5,125,458",5.90,0.00,2,,2,,South Africa
"392350 - Stoppers, lids, caps and other closures","4,911,438",6.50,0.00,2,,2,,South Africa
392390 - Other,"4,502,303",6.50,0.00,1,,1,,South Africa
392410 - Tableware and kitchenware,"1,296,954",6.50,0.00,1,,1,,South Africa
392490 - Other,"1,022,090",6.50,0.00,1,,1,,South Africa
"392510 - Reservoirs, tanks, vats and similar containers, of a capacity exceeding 300 l","3,466",6.50,0.00,1,,1,,South Africa
"392520 - Doors, windows and their frames and thresholds for doors","34,077",6.50,0.00,1,,1,,South Africa
"392530 - Shutters, blinds (including Venetian blinds) and similar articles and parts thereof","2,787,224",6.50,0.00,1,,1,,South Africa
392590 - Other,"308,234",6.50,0.00,3,,3,,South Africa
392610 - Office or school supplies,"41,900",6.50,0.00,1,,1,,South Africa
"392620 - Articles of apparel and clothing accessories (including gloves, mittens and mitts)","193,058",6.50,0.00,1,,1,,South Africa
"392630 - Fittings for furniture, coachwork or the like","1,021,199",6.50,0.00,1,,1,,South Africa
392640 - Statuettes and other ornamental articles,"98,234",6.50,0.00,1,,1,,South Africa
392690 - Other,"6,934,506",6.50,0.00,3,,3,,South Africa
,2012,"155,779,485",5.53,0.00,205,,176,,South Africa
390110 - Polyethylene having a specific gravity of less than 0.94,"262,455",6.50,0.00,2,,2,,South Africa
390120 - Polyethylene having a specific gravity of 0.94 or more,"2,475,874",3.25,0.00,2,,1,,South Africa
390130 - Ethylene-vinyl acetate copolymers,,6.50,0.00,1,,1,,South Africa
390190 - Other,116,3.25,0.00,2,,1,,South Africa
390210 - Polypropylene,"56,470,823",6.50,0.00,1,,1,,South Africa
390220 - Polyisobutylene,,6.50,0.00,1,,1,,South Africa
390230 - Propylene copolymers,"42,987,082",6.50,0.00,1,,1,,South Africa
390290 - Other,"102,198",2.17,0.00,3,,1,,South Africa
390311 -- Expansible,,6.50,0.00,1,,1,,South Africa
390319 -- Other,"358,059",6.50,0.00,1,,1,,South Africa
390320 - Styrene-acrylonitrile (SAN) copolymers,,6.50,0.00,1,,1,,South Africa
390330 - Acrylonitrile-butadiene-styrene (ABS) copolymers,,6.50,0.00,1,,1,,South Africa
390390 - Other,"36,799",2.17,0.00,3,,1,,South Africa
"390410 - Poly(vinyl chloride), not mixed with any other substances","705,668",6.50,0.00,1,,1,,South Africa
390421 -- Non-plasticised,,6.50,0.00,1,,1,,South Africa
390422 -- Plasticised,"23,316",6.50,0.00,1,,1,,South Africa
390430 - Vinyl chloride-vinyl acetate copolymers,,6.50,0.00,1,,1,,South Africa
390440 - Other vinyl chloride copolymers,,6.50,0.00,1,,1,,South Africa
390450 - Vinylidene chloride polymers,398,3.25,0.00,2,,1,,South Africa
390461 -- Polytetrafluoroethylene,,6.50,0.00,1,,1,,South Africa
390469 -- Other,,4.33,0.00,3,,2,,South Africa
390490 - Other,"16,041",6.50,0.00,1,,1,,South Africa
390512 -- In aqueous dispersion,,6.50,0.00,1,,1,,South Africa
390519 -- Other,,6.50,0.00,1,,1,,South Africa
390521 -- In aqueous dispersion,,6.50,0.00,1,,1,,South Africa
390529 -- Other,"1,157",6.50,0.00,1,,1,,South Africa
"390530 - Poly(vinyl alcohol), whether or not containing unhydrolysed acetate groups",,6.50,0.00,1,,1,,South Africa
390591 -- Copolymers,,6.50,0.00,1,,1,,South Africa
390599 -- Other,,3.25,0.00,2,,1,,South Africa
390610 - Poly(methyl methacrylate),64,6.50,0.00,1,,1,,South Africa
390690 - Other,"228,239",0.93,0.00,7,,1,,South Africa
390710 - Polyacetals,"9,550",6.50,0.00,1,,1,,South Africa
390720 - Other polyethers,"4,165",4.88,0.00,4,,3,,South Africa
390730 - Epoxide resins,"92,757",6.50,0.00,1,,1,,South Africa
390740 - Polycarbonates,"2,442",6.50,0.00,1,,1,,South Africa
390750 - Alkyd resins,"4,332",6.50,0.00,1,,1,,South Africa
390760 - Poly(ethylene terephthalate),"1,970,231",6.50,0.00,2,,2,,South Africa
390770 - Poly(lactic acid),,0.00,0.00,1,,,,South Africa
390791 -- Unsaturated,"645,835",6.50,0.00,2,,2,,South Africa
390799 -- Other,"39,679",3.25,0.00,2,,1,,South Africa
"390810 - Polyamide-6, -11, -12, -6,6, -6,9, -6,10 or -6,12","52,648",6.50,0.00,1,,1,,South Africa
390890 - Other,,6.50,0.00,1,,1,,South Africa
390910 - Urea resins; thiourea resins,"1,607",6.50,0.00,1,,1,,South Africa
390920 - Melamine resins,,6.50,0.00,1,,1,,South Africa
390930 - Other amino-resins,797,6.50,0.00,1,,1,,South Africa
390940 - Phenolic resins,"1,245,501",6.50,0.00,1,,1,,South Africa
390950 - Polyurethanes,"334,833",3.25,0.00,2,,1,,South Africa
391000 Silicones in primary forms.,"27,751",6.50,0.00,1,,1,,South Africa
"391110 - Petroleum resins, coumarone, indene or coumarone-indene resins and polyterpenes",,6.50,0.00,1,,1,,South Africa
391190 - Other,"7,005",3.30,0.00,5,,3,,South Africa
391211 -- Non-plasticised,,6.50,0.00,1,,1,,South Africa
391212 -- Plasticised,,6.50,0.00,1,,1,,South Africa
391220 - Cellulose nitrates (including collodions),"2,067,468",6.33,0.00,3,,3,,South Africa
391231 -- Carboxymethylcellulose and its salts,"25,257",6.50,0.00,1,,1,,South Africa
391239 -- Other,,3.25,0.00,2,,1,,South Africa
391290 - Other,"16,825",6.45,0.00,2,,2,,South Africa
"391310 - Alginic acid, its salts and esters",,5.00,0.00,1,,1,,South Africa
391390 - Other,,6.50,0.00,1,,1,,South Africa
"391400 Ion-exchangers based on polymers of headings 39.01 to 39.13, in primary forms.","29,653",6.50,0.00,1,,1,,South Africa
391510 - Of polymers of ethylene,39,6.50,0.00,1,,1,,South Africa
391520 - Of polymers of styrene,,6.50,0.00,1,,1,,South Africa
391530 - Of polymers of vinyl chloride,,6.50,0.00,1,,1,,South Africa
391590 - Of other plastics,"9,203",6.50,0.00,2,,2,,South Africa
391610 - Of polymers of ethylene,,6.50,0.00,1,,1,,South Africa
391620 - Of polymers of vinyl chloride,488,6.50,0.00,1,,1,,South Africa
391690 - Of other plastics,"1,138,740",6.50,0.00,3,,3,,South Africa
391710 - Artificial guts (sausage casings) of hardened protein or of cellulosic materials,463,5.90,0.00,2,,2,,South Africa
391721 -- Of polymers of ethylene,"13,343",6.50,0.00,2,,2,,South Africa
391722 -- Of polymers of propylene,"4,229",6.50,0.00,2,,2,,South Africa
391723 -- Of polymers of vinyl chloride,"20,000",6.50,0.00,2,,2,,South Africa
391729 -- Of other plastics,"148,458",6.50,0.00,1,,1,,South Africa
"391731 -- Flexible tubes, pipes and hoses, having a minimum burst pressure of 27.6 MPa","34,692",6.50,0.00,1,,1,,South Africa
"391732 -- Other, not reinforced or otherwise combined with other materials, without fittings","6,752",6.50,0.00,1,,1,,South Africa
"391733 -- Other, not reinforced or otherwise combined with other materials, with fittings","23,907",6.50,0.00,1,,1,,South Africa
391739 -- Other,"167,045",6.50,0.00,1,,1,,South Africa
391740 - Fittings,"452,440",6.50,0.00,1,,1,,South Africa
391810 - Of polymers of vinyl chloride,"120,938",6.50,0.00,2,,2,,South Africa
391890 - Of other plastics,"5,630",6.50,0.00,1,,1,,South Africa
391910 - In rolls of a width not exceeding 20 cm,"34,183",6.35,0.00,4,,4,,South Africa
391990 - Other,"542,722",6.50,0.00,1,,1,,South Africa
392010 - Of polymers of ethylene,"590,981",4.64,0.00,7,,5,,South Africa
392020 - Of polymers of propylene,"133,162",6.50,0.00,3,,3,,South Africa
392030 - Of polymers of styrene,"2,686",6.50,0.00,1,,1,,South Africa
392043 -- Containing by weight not less than 6 % of plasticisers,"10,658",6.50,0.00,2,,2,,South Africa
392049 -- Other,"29,113",6.50,0.00,2,,2,,South Africa
392051 -- Of poly(methyl methacrylate),"1,118",6.50,0.00,1,,1,,South Africa
392059 -- Other,103,3.25,0.00,2,,1,,South Africa
392061 -- Of polycarbonates,"5,424",6.50,0.00,1,,1,,South Africa
392062 -- Of poly(ethylene terephthalate),"9,884",4.33,0.00,3,,2,,South Africa
392063 -- Of unsaturated polyesters,,6.50,0.00,1,,1,,South Africa
392069 -- Of other polyesters,,6.50,0.00,1,,1,,South Africa
392071 -- Of regenerated cellulose,,6.50,0.00,1,,1,,South Africa
392073 -- Of cellulose acetate,,6.40,0.00,2,,2,,South Africa
392079 -- Of other cellulose derivatives,6,6.10,0.00,2,,2,,South Africa
392091 -- Of poly(vinyl butyral),"18,188",6.10,0.00,1,,1,,South Africa
392092 -- Of polyamides,,6.50,0.00,1,,1,,South Africa
392093 -- Of amino-resins,,6.50,0.00,1,,1,,South Africa
392094 -- Of phenolic resins,,6.50,0.00,1,,1,,South Africa
392099 -- Of other plastics,"117,589",3.25,0.00,6,,3,,South Africa
392111 -- Of polymers of styrene,"1,414",6.50,0.00,1,,1,,South Africa
392112 -- Of polymers of vinyl chloride,193,6.50,0.00,1,,1,,South Africa
392113 -- Of polyurethanes,"122,057",6.50,0.00,2,,2,,South Africa
392114 -- Of regenerated cellulose,,6.50,0.00,1,,1,,South Africa
392119 -- Of other plastics,"94,036",6.50,0.00,1,,1,,South Africa
392190 - Other,"4,208,843",6.50,0.00,8,,8,,South Africa
"392210 - Baths, shower-baths, sinks and wash-basins","3,833,715",6.50,0.00,1,,1,,South Africa
392220 - Lavatory seats and covers,"520,026",6.50,0.00,1,,1,,South Africa
392290 - Other,"237,674",6.50,0.00,1,,1,,South Africa
"392310 - Boxes, cases, crates and similar articles","186,389",6.50,0.00,1,,1,,South Africa
392321 -- Of polymers of ethylene,"239,681",6.50,0.00,1,,1,,South Africa
392329 -- Of other plastics,"2,167,127",6.50,0.00,2,,2,,South Africa
"392330 - Carboys, bottles, flasks and similar articles","908,906",6.50,0.00,2,,2,,South Africa
"392340 - Spools, cops, bobbins and similar supports","4,782,763",5.90,0.00,2,,2,,South Africa
"392350 - Stoppers, lids, caps and other closures","3,256,569",6.50,0.00,2,,2,,South Africa
392390 - Other,"5,990,179",6.50,0.00,1,,1,,South Africa
392410 - Tableware and kitchenware,"2,093,557",6.50,0.00,1,,1,,South Africa
392490 - Other,"185,314",6.50,0.00,1,,1,,South Africa
"392510 - Reservoirs, tanks, vats and similar containers, of a capacity exceeding 300 l",874,6.50,0.00,1,,1,,South Africa
"392520 - Doors, windows and their frames and thresholds for doors",257,6.50,0.00,1,,1,,South Africa
"392530 - Shutters, blinds (including Venetian blinds) and similar articles and parts thereof","3,031,774",6.50,0.00,1,,1,,South Africa
392590 - Other,"157,635",6.50,0.00,3,,3,,South Africa
392610 - Office or school supplies,"54,814",6.50,0.00,1,,1,,South Africa
"392620 - Articles of apparel and clothing accessories (including gloves, mittens and mitts)","114,855",6.50,0.00,1,,1,,South Africa
"392630 - Fittings for furniture, coachwork or the like","2,287,476",6.50,0.00,1,,1,,South Africa
392640 - Statuettes and other ornamental articles,"107,910",6.50,0.00,1,,1,,South Africa
392690 - Other,"7,306,639",6.50,0.00,3,,3,,South Africa
,2011,"153,528,288",5.59,0.00,205,,178,,South Africa
390110 - Polyethylene having a specific gravity of less than 0.94,"42,832",6.50,0.00,2,,2,,South Africa
390120 - Polyethylene having a specific gravity of 0.94 or more,"4,322,967",3.25,0.00,2,,1,,South Africa
390130 - Ethylene-vinyl acetate copolymers,,6.50,0.00,1,,1,,South Africa
390190 - Other,"62,918",3.25,0.00,2,,1,,South Africa
390210 - Polypropylene,"53,958,068",6.50,0.00,1,,1,,South Africa
390220 - Polyisobutylene,,6.50,0.00,1,,1,,South Africa
390230 - Propylene copolymers,"28,389,019",6.50,0.00,1,,1,,South Africa
390290 - Other,"30,360",2.17,0.00,3,,1,,South Africa
390311 -- Expansible,,6.50,0.00,1,,1,,South Africa
390319 -- Other,"1,851,903",6.50,0.00,1,,1,,South Africa
390320 - Styrene-acrylonitrile (SAN) copolymers,153,6.50,0.00,1,,1,,South Africa
390330 - Acrylonitrile-butadiene-styrene (ABS) copolymers,"9,841",6.50,0.00,1,,1,,South Africa
390390 - Other,"65,243",2.17,0.00,3,,1,,South Africa
"390410 - Poly(vinyl chloride), not mixed with any other substances","593,772",6.50,0.00,1,,1,,South Africa
390421 -- Non-plasticised,,6.50,0.00,1,,1,,South Africa
390422 -- Plasticised,"42,651",6.50,0.00,1,,1,,South Africa
390430 - Vinyl chloride-vinyl acetate copolymers,,6.50,0.00,1,,1,,South Africa
390440 - Other vinyl chloride copolymers,,6.50,0.00,1,,1,,South Africa
390450 - Vinylidene chloride polymers,,3.25,0.00,2,,1,,South Africa
390461 -- Polytetrafluoroethylene,"87,766",6.50,0.00,1,,1,,South Africa
390469 -- Other,181,4.33,0.00,3,,2,,South Africa
390490 - Other,"3,146",6.50,0.00,1,,1,,South Africa
390512 -- In aqueous dispersion,"29,357",6.50,0.00,1,,1,,South Africa
390519 -- Other,,6.50,0.00,1,,1,,South Africa
390521 -- In aqueous dispersion,,6.50,0.00,1,,1,,South Africa
390529 -- Other,,6.50,0.00,1,,1,,South Africa
"390530 - Poly(vinyl alcohol), whether or not containing unhydrolysed acetate groups",,6.50,0.00,1,,1,,South Africa
390591 -- Copolymers,,6.50,0.00,1,,1,,South Africa
390599 -- Other,"4,761",3.25,0.00,2,,1,,South Africa
390610 - Poly(methyl methacrylate),56,6.50,0.00,1,,1,,South Africa
390690 - Other,"281,713",1.64,0.00,7,,2,,South Africa
390710 - Polyacetals,,6.50,0.00,1,,1,,South Africa
390720 - Other polyethers,"46,869",4.88,0.00,4,,3,,South Africa
390730 - Epoxide resins,"125,656",6.50,0.00,1,,1,,South Africa
390740 - Polycarbonates,56,6.50,0.00,1,,1,,South Africa
390750 - Alkyd resins,"39,338",6.50,0.00,1,,1,,South Africa
390760 - Poly(ethylene terephthalate),"6,015,918",6.50,0.00,2,,2,,South Africa
390770 - Poly(lactic acid),,6.50,0.00,1,,1,,South Africa
390791 -- Unsaturated,"645,303",6.50,0.00,2,,2,,South Africa
390799 -- Other,"23,260",3.25,0.00,2,,1,,South Africa
"390810 - Polyamide-6, -11, -12, -6,6, -6,9, -6,10 or -6,12",70,6.50,0.00,1,,1,,South Africa
390890 - Other,"41,690",6.50,0.00,1,,1,,South Africa
390910 - Urea resins; thiourea resins,237,6.50,0.00,1,,1,,South Africa
390920 - Melamine resins,,6.50,0.00,1,,1,,South Africa
390930 - Other amino-resins,"1,378",6.50,0.00,1,,1,,South Africa
390940 - Phenolic resins,"2,350,128",6.50,0.00,1,,1,,South Africa
390950 - Polyurethanes,"363,437",3.25,0.00,2,,1,,South Africa
391000 Silicones in primary forms.,"24,040",6.50,0.00,1,,1,,South Africa
"391110 - Petroleum resins, coumarone, indene or coumarone-indene resins and polyterpenes",,6.50,0.00,1,,1,,South Africa
391190 - Other,"12,208",3.30,0.00,5,,3,,South Africa
391211 -- Non-plasticised,,6.50,0.00,1,,1,,South Africa
391212 -- Plasticised,,6.50,0.00,1,,1,,South Africa
391220 - Cellulose nitrates (including collodions),"1,876,165",6.33,0.00,3,,3,,South Africa
391231 -- Carboxymethylcellulose and its salts,"63,433",6.50,0.00,1,,1,,South Africa
391239 -- Other,"29,761",3.25,0.00,2,,1,,South Africa
391290 - Other,"29,858",6.45,0.00,2,,2,,South Africa
"391310 - Alginic acid, its salts and esters",,5.00,0.00,1,,1,,South Africa
391390 - Other,"5,610",6.50,0.00,1,,1,,South Africa
"391400 Ion-exchangers based on polymers of headings 39.01 to 39.13, in primary forms.","70,630",6.50,0.00,1,,1,,South Africa
391510 - Of polymers of ethylene,"74,361",6.50,0.00,1,,1,,South Africa
391520 - Of polymers of styrene,"58,868",6.50,0.00,1,,1,,South Africa
391530 - Of polymers of vinyl chloride,,6.50,0.00,1,,1,,South Africa
391590 - Of other plastics,"80,652",6.50,0.00,2,,2,,South Africa
391610 - Of polymers of ethylene,,6.50,0.00,1,,1,,South Africa
391620 - Of polymers of vinyl chloride,"1,141",6.50,0.00,1,,1,,South Africa
391690 - Of other plastics,"331,115",6.50,0.00,3,,3,,South Africa
391710 - Artificial guts (sausage casings) of hardened protein or of cellulosic materials,"15,256",5.90,0.00,2,,2,,South Africa
391721 -- Of polymers of ethylene,"22,801",6.50,0.00,2,,2,,South Africa
391722 -- Of polymers of propylene,"19,446",6.50,0.00,2,,2,,South Africa
391723 -- Of polymers of vinyl chloride,"24,068",6.50,0.00,2,,2,,South Africa
391729 -- Of other plastics,"58,158",6.50,0.00,1,,1,,South Africa
"391731 -- Flexible tubes, pipes and hoses, having a minimum burst pressure of 27.6 MPa","22,202",6.50,0.00,1,,1,,South Africa
"391732 -- Other, not reinforced or otherwise combined with other materials, without fittings","53,411",6.50,0.00,1,,1,,South Africa
"391733 -- Other, not reinforced or otherwise combined with other materials, with fittings","464,705",6.50,0.00,1,,1,,South Africa
391739 -- Other,"86,234",6.50,0.00,1,,1,,South Africa
391740 - Fittings,"559,180",6.50,0.00,1,,1,,South Africa
391810 - Of polymers of vinyl chloride,"139,116",6.50,0.00,2,,2,,South Africa
391890 - Of other plastics,"84,940",6.50,0.00,1,,1,,South Africa
391910 - In rolls of a width not exceeding 20 cm,"64,561",6.35,0.00,4,,4,,South Africa
391990 - Other,"760,589",6.50,0.00,1,,1,,South Africa
392010 - Of polymers of ethylene,"1,598,420",4.64,0.00,7,,5,,South Africa
392020 - Of polymers of propylene,"37,723",6.50,0.00,3,,3,,South Africa
392030 - Of polymers of styrene,42,6.50,0.00,1,,1,,South Africa
392043 -- Containing by weight not less than 6 % of plasticisers,"69,864",6.50,0.00,2,,2,,South Africa
392049 -- Other,"444,048",6.50,0.00,2,,2,,South Africa
392051 -- Of poly(methyl methacrylate),,6.50,0.00,1,,1,,South Africa
392059 -- Other,,3.25,0.00,2,,1,,South Africa
392061 -- Of polycarbonates,,6.50,0.00,1,,1,,South Africa
392062 -- Of poly(ethylene terephthalate),"48,038",4.33,0.00,3,,2,,South Africa
392063 -- Of unsaturated polyesters,,6.50,0.00,1,,1,,South Africa
392069 -- Of other polyesters,"246,454",6.50,0.00,1,,1,,South Africa
392071 -- Of regenerated cellulose,501,6.50,0.00,1,,1,,South Africa
392073 -- Of cellulose acetate,,6.40,0.00,2,,2,,South Africa
392079 -- Of other cellulose derivatives,,6.10,0.00,2,,2,,South Africa
392091 -- Of poly(vinyl butyral),"21,270",6.10,0.00,1,,1,,South Africa
392092 -- Of polyamides,,6.50,0.00,1,,1,,South Africa
392093 -- Of amino-resins,,6.50,0.00,1,,1,,South Africa
392094 -- Of phenolic resins,,6.50,0.00,1,,1,,South Africa
392099 -- Of other plastics,"42,261",3.25,0.00,6,,3,,South Africa
392111 -- Of polymers of styrene,,6.50,0.00,1,,1,,South Africa
392112 -- Of polymers of vinyl chloride,"48,010",6.50,0.00,1,,1,,South Africa
392113 -- Of polyurethanes,"79,887",6.50,0.00,2,,2,,South Africa
392114 -- Of regenerated cellulose,,6.50,0.00,1,,1,,South Africa
392119 -- Of other plastics,"415,860",6.50,0.00,1,,1,,South Africa
392190 - Other,"4,559,997",6.50,0.00,8,,8,,South Africa
"392210 - Baths, shower-baths, sinks and wash-basins","6,398,996",6.50,0.00,1,,1,,South Africa
392220 - Lavatory seats and covers,"242,472",6.50,0.00,1,,1,,South Africa
392290 - Other,"176,923",6.50,0.00,1,,1,,South Africa
"392310 - Boxes, cases, crates and similar articles","140,759",6.50,0.00,1,,1,,South Africa
392321 -- Of polymers of ethylene,"370,300",6.50,0.00,1,,1,,South Africa
392329 -- Of other plastics,"2,573,933",6.50,0.00,2,,2,,South Africa
"392330 - Carboys, bottles, flasks and similar articles","590,194",6.50,0.00,2,,2,,South Africa
"392340 - Spools, cops, bobbins and similar supports","5,274,274",5.90,0.00,2,,2,,South Africa
"392350 - Stoppers, lids, caps and other closures","3,885,114",6.50,0.00,2,,2,,South Africa
392390 - Other,"3,929,463",6.50,0.00,1,,1,,South Africa
392410 - Tableware and kitchenware,"1,930,245",6.50,0.00,1,,1,,South Africa
392490 - Other,"143,376",6.50,0.00,1,,1,,South Africa
"392510 - Reservoirs, tanks, vats and similar containers, of a capacity exceeding 300 l",933,6.50,0.00,1,,1,,South Africa
"392520 - Doors, windows and their frames and thresholds for doors",,6.50,0.00,1,,1,,South Africa
"392530 - Shutters, blinds (including Venetian blinds) and similar articles and parts thereof","3,874,047",6.50,0.00,1,,1,,South Africa
392590 - Other,"155,862",6.50,0.00,3,,3,,South Africa
392610 - Office or school supplies,"102,507",6.50,0.00,1,,1,,South Africa
"392620 - Articles of apparel and clothing accessories (including gloves, mittens and mitts)","27,395",6.50,0.00,1,,1,,South Africa
"392630 - Fittings for furniture, coachwork or the like","2,889,180",6.50,0.00,1,,1,,South Africa
392640 - Statuettes and other ornamental articles,"80,151",6.50,0.00,1,,1,,South Africa
392690 - Other,"8,667,232",6.50,0.00,3,,3,,South Africa
,2010,"93,079,637",5.59,5.59,204,,,,South Africa
390110 - Polyethylene having a specific gravity of less than 0.94,"25,679",6.50,6.50,2,,,,South Africa
390120 - Polyethylene having a specific gravity of 0.94 or more,"69,347",3.25,3.25,2,,,,South Africa
390130 - Ethylene-vinyl acetate copolymers,,6.50,6.50,1,,,,South Africa
390190 - Other,"18,745",3.25,3.25,2,,,,South Africa
390210 - Polypropylene,"32,146,091",6.50,6.50,1,,,,South Africa
390220 - Polyisobutylene,,6.50,6.50,1,,,,South Africa
390230 - Propylene copolymers,"3,222,140",6.50,6.50,1,,,,South Africa
390290 - Other,"150,613",2.17,2.17,3,,,,South Africa
390311 -- Expansible,,6.50,6.50,1,,,,South Africa
390319 -- Other,"3,656,002",6.50,6.50,1,,,,South Africa
390320 - Styrene-acrylonitrile (SAN) copolymers,,6.50,6.50,1,,,,South Africa
390330 - Acrylonitrile-butadiene-styrene (ABS) copolymers,"16,744",6.50,6.50,1,,,,South Africa
390390 - Other,"90,837",2.17,2.17,3,,,,South Africa
"390410 - Poly(vinyl chloride), not mixed with any other substances","557,311",6.50,6.50,1,,,,South Africa
390421 -- Non-plasticised,716,6.50,6.50,1,,,,South Africa
390422 -- Plasticised,"127,254",6.50,6.50,1,,,,South Africa
390430 - Vinyl chloride-vinyl acetate copolymers,,6.50,6.50,1,,,,South Africa
390440 - Other vinyl chloride copolymers,,6.50,6.50,1,,,,South Africa
390450 - Vinylidene chloride polymers,"10,844",3.25,3.25,2,,,,South Africa
390461 -- Polytetrafluoroethylene,"19,289",6.50,6.50,1,,,,South Africa
390469 -- Other,"2,386",3.25,3.25,2,,,,South Africa
390490 - Other,"3,818",6.50,6.50,1,,,,South Africa
