Importer,Year,Value,Ad val. duties,Number of lines,Japan
,(US$),Simple average,MFN duties,Pref. duties,Japan
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Japan
391990 - Other,"5,050,082",16.00,16.00,1,,,,Japan
392010 - Of polymers of ethylene,"1,332,615",6.67,6.67,3,,,,Japan
392020 - Of polymers of propylene,"4,778,184",9.00,9.00,4,,,,Japan
392030 - Of polymers of styrene,"782,517",16.00,16.00,1,,,,Japan
392043 -- Containing by weight not less than 6 % of plasticisers,"97,045",16.00,16.00,2,,,,Japan
392049 -- Other,"104,908",16.00,16.00,1,,,,Japan
392051 -- Of poly(methyl methacrylate),"1,109",16.00,16.00,1,,,,Japan
392059 -- Other,978,16.00,16.00,1,,,,Japan
392061 -- Of polycarbonates,,16.00,16.00,1,,,,Japan
392062 -- Of poly(ethylene terephthalate),"1,629,282",12.50,12.50,4,,,,Japan
392063 -- Of unsaturated polyesters,,16.00,16.00,1,,,,Japan
392069 -- Of other polyesters,"18,130",16.00,16.00,1,,,,Japan
392071 -- Of regenerated cellulose,,16.00,16.00,1,,,,Japan
392073 -- Of cellulose acetate,"3,955",16.00,16.00,2,,,,Japan
392079 -- Of other cellulose derivatives,"3,753,057",9.00,9.00,2,,,,Japan
392091 -- Of poly(vinyl butyral),"604,101",16.00,16.00,1,,,,Japan
392092 -- Of polyamides,"13,025",16.00,16.00,1,,,,Japan
392093 -- Of amino-resins,,16.00,16.00,1,,,,Japan
392094 -- Of phenolic resins,12,16.00,16.00,1,,,,Japan
392099 -- Of other plastics,"2,157,405",9.00,9.00,6,,,,Japan
392111 -- Of polymers of styrene,516,16.00,16.00,1,,,,Japan
392112 -- Of polymers of vinyl chloride,"12,518",16.00,16.00,1,,,,Japan
392113 -- Of polyurethanes,"1,598,785",9.00,9.00,2,,,,Japan
392114 -- Of regenerated cellulose,,16.00,16.00,1,,,,Japan
392119 -- Of other plastics,"96,067",16.00,16.00,1,,,,Japan
392190 - Other,"2,088,610",10.40,10.40,5,,,,Japan
"392210 - Baths, shower-baths, sinks and wash-basins","2,214",18.00,18.00,1,,,,Japan
392220 - Lavatory seats and covers,"23,134",18.00,18.00,1,,,,Japan
392290 - Other,"5,274",18.00,18.00,1,,,,Japan
"392310 - Boxes, cases, crates and similar articles","347,827",18.00,18.00,2,,,,Japan
392321 -- Of polymers of ethylene,"70,541",18.00,18.00,2,,,,Japan
392329 -- Of other plastics,"195,806",18.00,18.00,2,,,,Japan
"392330 - Carboys, bottles, flasks and similar articles","330,870",18.00,18.00,1,,,,Japan
"392340 - Spools, cops, bobbins and similar supports","39,315",18.00,18.00,1,,,,Japan
"392350 - Stoppers, lids, caps and other closures","210,545",18.00,18.00,1,,,,Japan
392390 - Other,"1,332,598",18.00,18.00,1,,,,Japan
392410 - Tableware and kitchenware,"375,392",18.00,18.00,1,,,,Japan
392490 - Other,"266,217",18.00,18.00,1,,,,Japan
"392510 - Reservoirs, tanks, vats and similar containers, of a capacity exceeding 300 l","6,659",18.00,18.00,1,,,,Japan
"392520 - Doors, windows and their frames and thresholds for doors",,18.00,18.00,1,,,,Japan
"392530 - Shutters, blinds (including Venetian blinds) and similar articles and parts thereof","146,256",18.00,18.00,1,,,,Japan
392590 - Other,"9,699",18.00,18.00,2,,,,Japan
392610 - Office or school supplies,"112,504",18.00,18.00,1,,,,Japan
"392620 - Articles of apparel and clothing accessories (including gloves, mittens and mitts)","470,645",18.00,18.00,1,,,,Japan
"392630 - Fittings for furniture, coachwork or the like","8,589,641",18.00,18.00,1,,,,Japan
392640 - Statuettes and other ornamental articles,"7,983",18.00,18.00,1,,,,Japan
392690 - Other,"34,066,697",12.22,12.22,9,,,,Japan
,2012,"203,521,524",10.90,10.90,306,,,,Japan
390110 - Polyethylene having a specific gravity of less than 0.94,"36,877",14.00,14.00,3,,,,Japan
390120 - Polyethylene having a specific gravity of 0.94 or more,"457,978",8.00,8.00,4,,,,Japan
390130 - Ethylene-vinyl acetate copolymers,"138,442",14.00,14.00,2,,,,Japan
390190 - Other,"1,489,817",8.00,8.00,6,,,,Japan
390210 - Polypropylene,"5,883,313",14.00,14.00,2,,,,Japan
390220 - Polyisobutylene,"90,043",14.00,14.00,1,,,,Japan
390230 - Propylene copolymers,,14.00,14.00,1,,,,Japan
390290 - Other,"1,412,159",14.00,14.00,1,,,,Japan
390311 -- Expansible,727,14.00,14.00,2,,,,Japan
390319 -- Other,"620,749",14.00,14.00,1,,,,Japan
390320 - Styrene-acrylonitrile (SAN) copolymers,"140,665",2.00,2.00,1,,,,Japan
390330 - Acrylonitrile-butadiene-styrene (ABS) copolymers,"1,276,701",8.00,8.00,2,,,,Japan
390390 - Other,"349,892",10.00,10.00,3,,,,Japan
"390410 - Poly(vinyl chloride), not mixed with any other substances","545,486",14.00,14.00,3,,,,Japan
390421 -- Non-plasticised,,14.00,14.00,1,,,,Japan
390422 -- Plasticised,,14.00,14.00,1,,,,Japan
390430 - Vinyl chloride-vinyl acetate copolymers,"330,362",14.00,14.00,1,,,,Japan
390440 - Other vinyl chloride copolymers,,14.00,14.00,2,,,,Japan
390450 - Vinylidene chloride polymers,"2,005,583",2.00,2.00,2,,,,Japan
390461 -- Polytetrafluoroethylene,"56,346",2.00,2.00,2,,,,Japan
390469 -- Other,"692,775",2.00,2.00,2,,,,Japan
390490 - Other,"5,141,451",14.00,14.00,1,,,,Japan
390512 -- In aqueous dispersion,,14.00,14.00,1,,,,Japan
390519 -- Other,,14.00,14.00,2,,,,Japan
390521 -- In aqueous dispersion,,14.00,14.00,1,,,,Japan
390529 -- Other,"192,125",14.00,14.00,1,,,,Japan
"390530 - Poly(vinyl alcohol), whether or not containing unhydrolysed acetate groups","11,832,614",2.00,2.00,1,,,,Japan
390591 -- Copolymers,"31,726",8.00,8.00,2,,,,Japan
390599 -- Other,"188,202",4.50,4.50,4,,,,Japan
390610 - Poly(methyl methacrylate),"1,124,657",14.00,14.00,1,,,,Japan
390690 - Other,"48,856,285",9.76,9.76,17,,,,Japan
390710 - Polyacetals,"197,176",8.67,8.67,9,,,,Japan
390720 - Other polyethers,"924,979",8.67,8.67,9,,,,Japan
390730 - Epoxide resins,"1,862,950",14.00,14.00,5,,,,Japan
390740 - Polycarbonates,"4,186,171",8.00,8.00,2,,,,Japan
390750 - Alkyd resins,"403,605",14.00,14.00,2,,,,Japan
390760 - Poly(ethylene terephthalate),"66,331",14.00,14.00,1,,,,Japan
390770 - Poly(lactic acid),,14.00,14.00,1,,,,Japan
390791 -- Unsaturated,"1,554,390",14.00,14.00,1,,,,Japan
390799 -- Other,"816,661",8.00,8.00,6,,,,Japan
"390810 - Polyamide-6, -11, -12, -6,6, -6,9, -6,10 or -6,12","3,540,188",6.80,6.80,10,,,,Japan
390890 - Other,"1,212,776",6.00,6.00,3,,,,Japan
390910 - Urea resins; thiourea resins,,14.00,14.00,1,,,,Japan
390920 - Melamine resins,"243,202",14.00,14.00,4,,,,Japan
390930 - Other amino-resins,"453,300",17.00,17.00,2,,,,Japan
390940 - Phenolic resins,"601,094",14.00,14.00,4,,,,Japan
390950 - Polyurethanes,"3,961,973",9.20,9.20,5,,,,Japan
391000 Silicones in primary forms.,"3,837,127",9.50,9.50,8,,,,Japan
"391110 - Petroleum resins, coumarone, indene or coumarone-indene resins and polyterpenes","227,919",10.00,10.00,3,,,,Japan
391190 - Other,"668,834",6.00,6.00,12,,,,Japan
391211 -- Non-plasticised,,5.00,5.00,2,,,,Japan
391212 -- Plasticised,,2.00,2.00,1,,,,Japan
391220 - Cellulose nitrates (including collodions),,14.00,14.00,3,,,,Japan
391231 -- Carboxymethylcellulose and its salts,"101,980",14.00,14.00,4,,,,Japan
391239 -- Other,"3,154,315",2.00,2.00,4,,,,Japan
391290 - Other,"51,636",10.00,10.00,6,,,,Japan
"391310 - Alginic acid, its salts and esters","121,048",2.00,2.00,1,,,,Japan
391390 - Other,"137,154",4.67,4.67,9,,,,Japan
"391400 Ion-exchangers based on polymers of headings 39.01 to 39.13, in primary forms.","600,132",2.00,2.00,3,,,,Japan
391510 - Of polymers of ethylene,,14.00,14.00,1,,,,Japan
391520 - Of polymers of styrene,,14.00,14.00,1,,,,Japan
391530 - Of polymers of vinyl chloride,,14.00,14.00,1,,,,Japan
391590 - Of other plastics,"5,730",14.00,14.00,1,,,,Japan
391610 - Of polymers of ethylene,"5,520",16.00,16.00,1,,,,Japan
391620 - Of polymers of vinyl chloride,,16.00,16.00,1,,,,Japan
391690 - Of other plastics,"14,116",16.00,16.00,2,,,,Japan
391710 - Artificial guts (sausage casings) of hardened protein or of cellulosic materials,"635,615",6.67,6.67,3,,,,Japan
391721 -- Of polymers of ethylene,"16,453",16.00,16.00,1,,,,Japan
391722 -- Of polymers of propylene,"1,447",16.00,16.00,1,,,,Japan
391723 -- Of polymers of vinyl chloride,"103,580",16.00,16.00,1,,,,Japan
391729 -- Of other plastics,"41,566",16.00,16.00,1,,,,Japan
"391731 -- Flexible tubes, pipes and hoses, having a minimum burst pressure of 27.6 MPa","203,161",16.00,16.00,1,,,,Japan
"391732 -- Other, not reinforced or otherwise combined with other materials, without fittings","2,021,619",12.50,12.50,8,,,,Japan
"391733 -- Other, not reinforced or otherwise combined with other materials, with fittings","136,967",16.00,16.00,1,,,,Japan
391739 -- Other,"5,257,937",16.00,16.00,1,,,,Japan
391740 - Fittings,"1,100,953",8.00,8.00,2,,,,Japan
391810 - Of polymers of vinyl chloride,"513,627",16.00,16.00,1,,,,Japan
391890 - Of other plastics,"32,518",16.00,16.00,1,,,,Japan
391910 - In rolls of a width not exceeding 20 cm,"2,963,835",16.00,16.00,1,,,,Japan
391990 - Other,"4,855,500",16.00,16.00,1,,,,Japan
392010 - Of polymers of ethylene,"1,130,546",6.67,6.67,3,,,,Japan
392020 - Of polymers of propylene,"5,611,689",9.00,9.00,4,,,,Japan
392030 - Of polymers of styrene,"565,087",16.00,16.00,1,,,,Japan
392043 -- Containing by weight not less than 6 % of plasticisers,"89,018",16.00,16.00,2,,,,Japan
392049 -- Other,"346,073",16.00,16.00,1,,,,Japan
392051 -- Of poly(methyl methacrylate),"3,529",16.00,16.00,1,,,,Japan
392059 -- Other,"19,184",16.00,16.00,1,,,,Japan
392061 -- Of polycarbonates,,16.00,16.00,1,,,,Japan
392062 -- Of poly(ethylene terephthalate),"1,567,078",12.50,12.50,4,,,,Japan
392063 -- Of unsaturated polyesters,,16.00,16.00,1,,,,Japan
392069 -- Of other polyesters,"134,014",16.00,16.00,1,,,,Japan
392071 -- Of regenerated cellulose,,16.00,16.00,1,,,,Japan
392073 -- Of cellulose acetate,,16.00,16.00,2,,,,Japan
392079 -- Of other cellulose derivatives,"2,130,464",9.00,9.00,2,,,,Japan
392091 -- Of poly(vinyl butyral),"3,618,789",16.00,16.00,1,,,,Japan
392092 -- Of polyamides,"50,190",16.00,16.00,1,,,,Japan
392093 -- Of amino-resins,,16.00,16.00,1,,,,Japan
392094 -- Of phenolic resins,,16.00,16.00,1,,,,Japan
392099 -- Of other plastics,"2,467,646",9.00,9.00,6,,,,Japan
392111 -- Of polymers of styrene,307,16.00,16.00,1,,,,Japan
392112 -- Of polymers of vinyl chloride,"26,922",16.00,16.00,1,,,,Japan
392113 -- Of polyurethanes,"1,922,066",9.00,9.00,2,,,,Japan
392114 -- Of regenerated cellulose,91,16.00,16.00,1,,,,Japan
392119 -- Of other plastics,"451,932",16.00,16.00,1,,,,Japan
392190 - Other,"2,702,248",10.40,10.40,5,,,,Japan
"392210 - Baths, shower-baths, sinks and wash-basins","28,444",18.00,18.00,1,,,,Japan
392220 - Lavatory seats and covers,"41,899",18.00,18.00,1,,,,Japan
392290 - Other,"133,578",18.00,18.00,1,,,,Japan
"392310 - Boxes, cases, crates and similar articles","287,370",18.00,18.00,2,,,,Japan
392321 -- Of polymers of ethylene,"80,001",18.00,18.00,2,,,,Japan
392329 -- Of other plastics,"463,483",18.00,18.00,2,,,,Japan
"392330 - Carboys, bottles, flasks and similar articles","146,483",18.00,18.00,1,,,,Japan
"392340 - Spools, cops, bobbins and similar supports","17,061",18.00,18.00,1,,,,Japan
"392350 - Stoppers, lids, caps and other closures","178,402",18.00,18.00,1,,,,Japan
392390 - Other,"1,105,686",18.00,18.00,1,,,,Japan
392410 - Tableware and kitchenware,"361,372",18.00,18.00,1,,,,Japan
392490 - Other,"298,246",18.00,18.00,1,,,,Japan
"392510 - Reservoirs, tanks, vats and similar containers, of a capacity exceeding 300 l",,18.00,18.00,1,,,,Japan
"392520 - Doors, windows and their frames and thresholds for doors",,18.00,18.00,1,,,,Japan
"392530 - Shutters, blinds (including Venetian blinds) and similar articles and parts thereof","167,070",18.00,18.00,1,,,,Japan
392590 - Other,"2,859",18.00,18.00,2,,,,Japan
392610 - Office or school supplies,"51,144",18.00,18.00,1,,,,Japan
"392620 - Articles of apparel and clothing accessories (including gloves, mittens and mitts)","317,050",18.00,18.00,1,,,,Japan
"392630 - Fittings for furniture, coachwork or the like","9,389,864",18.00,18.00,1,,,,Japan
392640 - Statuettes and other ornamental articles,"4,963",18.00,18.00,1,,,,Japan
392690 - Other,"37,879,617",12.22,12.22,9,,,,Japan
,2011,"218,134,000",10.93,10.93,305,,,,Japan
390110 - Polyethylene having a specific gravity of less than 0.94,"271,000",14.00,14.00,3,,,,Japan
390120 - Polyethylene having a specific gravity of 0.94 or more,"1,008,000",8.00,8.00,4,,,,Japan
390130 - Ethylene-vinyl acetate copolymers,,14.00,14.00,2,,,,Japan
390190 - Other,"2,308,000",8.00,8.00,6,,,,Japan
390210 - Polypropylene,"5,166,000",14.00,14.00,2,,,,Japan
390220 - Polyisobutylene,"104,000",14.00,14.00,1,,,,Japan
390230 - Propylene copolymers,,14.00,14.00,1,,,,Japan
390290 - Other,"1,166,000",14.00,14.00,1,,,,Japan
390311 -- Expansible,,14.00,14.00,2,,,,Japan
390319 -- Other,"333,000",14.00,14.00,1,,,,Japan
390320 - Styrene-acrylonitrile (SAN) copolymers,"215,000",14.00,14.00,1,,,,Japan
390330 - Acrylonitrile-butadiene-styrene (ABS) copolymers,"1,293,000",14.00,14.00,2,,,,Japan
390390 - Other,"105,000",10.00,10.00,3,,,,Japan
"390410 - Poly(vinyl chloride), not mixed with any other substances","10,842,000",14.00,14.00,3,,,,Japan
390421 -- Non-plasticised,"12,000",14.00,14.00,1,,,,Japan
390422 -- Plasticised,,14.00,14.00,1,,,,Japan
390430 - Vinyl chloride-vinyl acetate copolymers,"83,000",14.00,14.00,1,,,,Japan
390440 - Other vinyl chloride copolymers,,14.00,14.00,2,,,,Japan
390450 - Vinylidene chloride polymers,"2,000,000",2.00,2.00,2,,,,Japan
390461 -- Polytetrafluoroethylene,"5,000",2.00,2.00,2,,,,Japan
390469 -- Other,"617,000",2.00,2.00,2,,,,Japan
390490 - Other,"61,000",14.00,14.00,1,,,,Japan
390512 -- In aqueous dispersion,,14.00,14.00,1,,,,Japan
390519 -- Other,"36,000",14.00,14.00,2,,,,Japan
390521 -- In aqueous dispersion,"3,000",14.00,14.00,1,,,,Japan
390529 -- Other,"131,000",14.00,14.00,1,,,,Japan
"390530 - Poly(vinyl alcohol), whether or not containing unhydrolysed acetate groups","9,451,000",2.00,2.00,1,,,,Japan
390591 -- Copolymers,"24,000",8.00,8.00,2,,,,Japan
390599 -- Other,"90,000",4.50,4.50,4,,,,Japan
390610 - Poly(methyl methacrylate),"1,009,000",14.00,14.00,1,,,,Japan
390690 - Other,"48,716,000",9.76,9.76,17,,,,Japan
390710 - Polyacetals,"27,000",8.67,8.67,9,,,,Japan
390720 - Other polyethers,"1,488,000",8.67,8.67,9,,,,Japan
390730 - Epoxide resins,"2,305,000",14.00,14.00,5,,,,Japan
390740 - Polycarbonates,"679,000",8.00,8.00,2,,,,Japan
390750 - Alkyd resins,"175,000",14.00,14.00,2,,,,Japan
390760 - Poly(ethylene terephthalate),"7,000",14.00,14.00,1,,,,Japan
390770 - Poly(lactic acid),,14.00,14.00,1,,,,Japan
390791 -- Unsaturated,"717,000",14.00,14.00,1,,,,Japan
390799 -- Other,"649,000",8.00,8.00,6,,,,Japan
"390810 - Polyamide-6, -11, -12, -6,6, -6,9, -6,10 or -6,12","7,053,000",6.80,6.80,10,,,,Japan
390890 - Other,"1,403,000",6.00,6.00,3,,,,Japan
390910 - Urea resins; thiourea resins,,14.00,14.00,1,,,,Japan
390920 - Melamine resins,"359,000",14.00,14.00,4,,,,Japan
390930 - Other amino-resins,"507,000",14.00,14.00,2,,,,Japan
390940 - Phenolic resins,"604,000",14.00,14.00,4,,,,Japan
390950 - Polyurethanes,"4,700,000",9.20,9.20,5,,,,Japan
391000 Silicones in primary forms.,"3,905,000",9.50,9.50,8,,,,Japan
"391110 - Petroleum resins, coumarone, indene or coumarone-indene resins and polyterpenes","5,495,000",10.00,10.00,3,,,,Japan
391190 - Other,"247,000",6.00,6.00,12,,,,Japan
391211 -- Non-plasticised,,5.00,5.00,2,,,,Japan
391212 -- Plasticised,,2.00,2.00,1,,,,Japan
391220 - Cellulose nitrates (including collodions),,14.00,14.00,3,,,,Japan
391231 -- Carboxymethylcellulose and its salts,"75,000",14.00,14.00,4,,,,Japan
391239 -- Other,"1,788,000",2.00,2.00,4,,,,Japan
391290 - Other,"58,000",10.00,10.00,6,,,,Japan
"391310 - Alginic acid, its salts and esters","104,000",2.00,2.00,1,,,,Japan
391390 - Other,"104,000",4.67,4.67,9,,,,Japan
"391400 Ion-exchangers based on polymers of headings 39.01 to 39.13, in primary forms.","613,000",2.00,2.00,3,,,,Japan
391510 - Of polymers of ethylene,,14.00,14.00,1,,,,Japan
391520 - Of polymers of styrene,,14.00,14.00,1,,,,Japan
391530 - Of polymers of vinyl chloride,,14.00,14.00,1,,,,Japan
391590 - Of other plastics,"9,000",14.00,14.00,1,,,,Japan
391610 - Of polymers of ethylene,"13,000",16.00,16.00,1,,,,Japan
391620 - Of polymers of vinyl chloride,"1,000",16.00,16.00,1,,,,Japan
391690 - Of other plastics,"67,000",16.00,16.00,2,,,,Japan
391710 - Artificial guts (sausage casings) of hardened protein or of cellulosic materials,"606,000",6.67,6.67,3,,,,Japan
391721 -- Of polymers of ethylene,"54,000",16.00,16.00,1,,,,Japan
391722 -- Of polymers of propylene,"5,000",16.00,16.00,1,,,,Japan
391723 -- Of polymers of vinyl chloride,"103,000",16.00,16.00,1,,,,Japan
391729 -- Of other plastics,"244,000",16.00,16.00,1,,,,Japan
"391731 -- Flexible tubes, pipes and hoses, having a minimum burst pressure of 27.6 MPa","427,000",16.00,16.00,1,,,,Japan
"391732 -- Other, not reinforced or otherwise combined with other materials, without fittings","1,604,000",12.50,12.50,8,,,,Japan
"391733 -- Other, not reinforced or otherwise combined with other materials, with fittings","124,000",16.00,16.00,1,,,,Japan
391739 -- Other,"14,524,000",16.00,16.00,1,,,,Japan
391740 - Fittings,"641,000",8.00,8.00,2,,,,Japan
391810 - Of polymers of vinyl chloride,"207,000",16.00,16.00,1,,,,Japan
391890 - Of other plastics,"20,000",16.00,16.00,1,,,,Japan
391910 - In rolls of a width not exceeding 20 cm,"2,752,000",16.00,16.00,1,,,,Japan
391990 - Other,"4,742,000",16.00,16.00,1,,,,Japan
392010 - Of polymers of ethylene,"947,000",6.67,6.67,3,,,,Japan
392020 - Of polymers of propylene,"4,009,000",9.00,9.00,4,,,,Japan
392030 - Of polymers of styrene,"564,000",16.00,16.00,1,,,,Japan
392043 -- Containing by weight not less than 6 % of plasticisers,"88,000",16.00,16.00,2,,,,Japan
392049 -- Other,"229,000",16.00,16.00,1,,,,Japan
392051 -- Of poly(methyl methacrylate),"6,000",16.00,16.00,1,,,,Japan
392059 -- Other,"6,000",16.00,16.00,1,,,,Japan
392061 -- Of polycarbonates,,16.00,16.00,1,,,,Japan
392062 -- Of poly(ethylene terephthalate),"2,103,000",12.50,12.50,4,,,,Japan
392063 -- Of unsaturated polyesters,,16.00,16.00,1,,,,Japan
392069 -- Of other polyesters,"211,000",16.00,16.00,1,,,,Japan
392071 -- Of regenerated cellulose,,16.00,16.00,1,,,,Japan
392073 -- Of cellulose acetate,,16.00,16.00,2,,,,Japan
392079 -- Of other cellulose derivatives,"3,235,000",9.00,9.00,2,,,,Japan
392091 -- Of poly(vinyl butyral),"10,247,000",16.00,16.00,1,,,,Japan
392092 -- Of polyamides,"91,000",16.00,16.00,1,,,,Japan
392093 -- Of amino-resins,,16.00,16.00,1,,,,Japan
392094 -- Of phenolic resins,,16.00,16.00,1,,,,Japan
392099 -- Of other plastics,"5,549,000",9.00,9.00,6,,,,Japan
392111 -- Of polymers of styrene,"1,000",16.00,16.00,1,,,,Japan
392112 -- Of polymers of vinyl chloride,"5,000",16.00,16.00,1,,,,Japan
392113 -- Of polyurethanes,"829,000",9.00,9.00,2,,,,Japan
392114 -- Of regenerated cellulose,,16.00,16.00,1,,,,Japan
392119 -- Of other plastics,"155,000",16.00,16.00,1,,,,Japan
392190 - Other,"3,504,000",10.40,10.40,5,,,,Japan
"392210 - Baths, shower-baths, sinks and wash-basins","19,000",18.00,18.00,1,,,,Japan
392220 - Lavatory seats and covers,"313,000",18.00,18.00,1,,,,Japan
392290 - Other,"179,000",18.00,18.00,1,,,,Japan
"392310 - Boxes, cases, crates and similar articles","352,000",18.00,18.00,2,,,,Japan
392321 -- Of polymers of ethylene,"95,000",18.00,18.00,2,,,,Japan
392329 -- Of other plastics,"75,000",18.00,18.00,2,,,,Japan
"392330 - Carboys, bottles, flasks and similar articles","91,000",18.00,18.00,1,,,,Japan
"392340 - Spools, cops, bobbins and similar supports","3,000",18.00,18.00,1,,,,Japan
"392350 - Stoppers, lids, caps and other closures","340,000",18.00,18.00,1,,,,Japan
392390 - Other,"1,263,000",18.00,18.00,1,,,,Japan
392410 - Tableware and kitchenware,"301,000",18.00,18.00,1,,,,Japan
392490 - Other,"352,000",18.00,18.00,1,,,,Japan
"392510 - Reservoirs, tanks, vats and similar containers, of a capacity exceeding 300 l",,18.00,18.00,1,,,,Japan
"392520 - Doors, windows and their frames and thresholds for doors",,18.00,18.00,1,,,,Japan
"392530 - Shutters, blinds (including Venetian blinds) and similar articles and parts thereof","165,000",18.00,18.00,1,,,,Japan
392590 - Other,"11,000",18.00,18.00,1,,,,Japan
392610 - Office or school supplies,"25,000",18.00,18.00,1,,,,Japan
"392620 - Articles of apparel and clothing accessories (including gloves, mittens and mitts)","216,000",18.00,18.00,1,,,,Japan
"392630 - Fittings for furniture, coachwork or the like","5,816,000",18.00,18.00,1,,,,Japan
392640 - Statuettes and other ornamental articles,"8,000",18.00,18.00,1,,,,Japan
392690 - Other,"32,477,000",12.22,12.22,9,,,,Japan
,2010,"185,599,000",11.12,11.12,304,,,,Japan
390110 - Polyethylene having a specific gravity of less than 0.94,"34,000",14.00,14.00,3,,,,Japan
390120 - Polyethylene having a specific gravity of 0.94 or more,"278,000",8.00,8.00,4,,,,Japan
390130 - Ethylene-vinyl acetate copolymers,"44,000",14.00,14.00,2,,,,Japan
390190 - Other,"230,000",8.00,8.00,6,,,,Japan
390210 - Polypropylene,"4,909,000",14.00,14.00,2,,,,Japan
390220 - Polyisobutylene,"96,000",14.00,14.00,1,,,,Japan
390230 - Propylene copolymers,"20,000",14.00,14.00,1,,,,Japan
390290 - Other,"642,000",14.00,14.00,1,,,,Japan
390311 -- Expansible,"24,000",14.00,14.00,2,,,,Japan
390319 -- Other,"326,000",14.00,14.00,1,,,,Japan
390320 - Styrene-acrylonitrile (SAN) copolymers,"209,000",14.00,14.00,1,,,,Japan
390330 - Acrylonitrile-butadiene-styrene (ABS) copolymers,"979,000",14.00,14.00,2,,,,Japan
390390 - Other,"61,000",10.00,10.00,3,,,,Japan
"390410 - Poly(vinyl chloride), not mixed with any other substances","12,047,000",14.00,14.00,3,,,,Japan
390421 -- Non-plasticised,"532,000",14.00,14.00,1,,,,Japan
390422 -- Plasticised,,14.00,14.00,1,,,,Japan
390430 - Vinyl chloride-vinyl acetate copolymers,"1,000",14.00,14.00,1,,,,Japan
390440 - Other vinyl chloride copolymers,,14.00,14.00,2,,,,Japan
390450 - Vinylidene chloride polymers,"1,843,000",2.00,2.00,2,,,,Japan
390461 -- Polytetrafluoroethylene,"11,000",2.00,2.00,2,,,,Japan
390469 -- Other,"676,000",2.00,2.00,2,,,,Japan
390490 - Other,,14.00,14.00,1,,,,Japan
390512 -- In aqueous dispersion,,14.00,14.00,1,,,,Japan
390519 -- Other,,14.00,14.00,2,,,,Japan
390521 -- In aqueous dispersion,"11,000",14.00,14.00,1,,,,Japan
390529 -- Other,"67,000",14.00,14.00,1,,,,Japan
"390530 - Poly(vinyl alcohol), whether or not containing unhydrolysed acetate groups","8,951,000",2.00,2.00,1,,,,Japan
390591 -- Copolymers,"85,000",8.00,8.00,2,,,,Japan
390599 -- Other,"525,000",4.50,4.50,4,,,,Japan
390610 - Poly(methyl methacrylate),"979,000",14.00,14.00,1,,,,Japan
390690 - Other,"46,721,000",9.76,9.76,17,,,,Japan
390710 - Polyacetals,"39,000",8.67,8.67,9,,,,Japan
390720 - Other polyethers,"1,560,000",8.67,8.67,9,,,,Japan
390730 - Epoxide resins,"1,471,000",14.00,14.00,5,,,,Japan
390740 - Polycarbonates,"839,000",8.00,8.00,2,,,,Japan
390750 - Alkyd resins,"403,000",14.00,14.00,2,,,,Japan
390760 - Poly(ethylene terephthalate),,14.00,14.00,1,,,,Japan
390770 - Poly(lactic acid),,14.00,14.00,1,,,,Japan
390791 -- Unsaturated,"674,000",14.00,14.00,1,,,,Japan
390799 -- Other,"930,000",8.00,8.00,6,,,,Japan
"390810 - Polyamide-6, -11, -12, -6,6, -6,9, -6,10 or -6,12","1,727,000",6.80,6.80,10,,,,Japan
390890 - Other,"697,000",6.00,6.00,3,,,,Japan
390910 - Urea resins; thiourea resins,,14.00,14.00,1,,,,Japan
390920 - Melamine resins,"253,000",14.00,14.00,4,,,,Japan
390930 - Other amino-resins,"78,000",14.00,14.00,2,,,,Japan
390940 - Phenolic resins,"860,000",14.00,14.00,4,,,,Japan
390950 - Polyurethanes,"3,686,000",9.20,9.20,5,,,,Japan
391000 Silicones in primary forms.,"4,292,000",9.50,9.50,8,,,,Japan
"391110 - Petroleum resins, coumarone, indene or coumarone-indene resins and polyterpenes","3,146,000",10.00,10.00,3,,,,Japan
391190 - Other,"166,000",6.36,6.36,11,,,,Japan
391211 -- Non-plasticised,,5.00,5.00,2,,,,Japan
391212 -- Plasticised,,2.00,2.00,1,,,,Japan
391220 - Cellulose nitrates (including collodions),,14.00,14.00,3,,,,Japan
391231 -- Carboxymethylcellulose and its salts,"73,000",14.00,14.00,4,,,,Japan
391239 -- Other,"1,315,000",14.00,14.00,4,,,,Japan
391290 - Other,"5,000",10.00,10.00,6,,,,Japan
"391310 - Alginic acid, its salts and esters","409,000",2.00,2.00,1,,,,Japan
391390 - Other,"84,000",4.67,4.67,9,,,,Japan
"391400 Ion-exchangers based on polymers of headings 39.01 to 39.13, in primary forms.","662,000",2.00,2.00,3,,,,Japan
391510 - Of polymers of ethylene,,14.00,14.00,1,,,,Japan
391520 - Of polymers of styrene,,14.00,14.00,1,,,,Japan
391530 - Of polymers of vinyl chloride,,14.00,14.00,1,,,,Japan
391590 - Of other plastics,"7,000",14.00,14.00,1,,,,Japan
391610 - Of polymers of ethylene,"8,000",16.00,16.00,1,,,,Japan
391620 - Of polymers of vinyl chloride,,16.00,16.00,1,,,,Japan
391690 - Of other plastics,"141,000",16.00,16.00,2,,,,Japan
391710 - Artificial guts (sausage casings) of hardened protein or of cellulosic materials,"746,000",6.67,6.67,3,,,,Japan
391721 -- Of polymers of ethylene,"71,000",16.00,16.00,1,,,,Japan
391722 -- Of polymers of propylene,"7,000",16.00,16.00,1,,,,Japan
