Importer,Year,Value,Ad val. duties,Number of lines,China
,(US$),Simple average,MFN duties,Pref. duties,China
,MFN,Best,All items,Non ad val.,All items,Non ad val.,China
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.",141,20.00,20.00,1,,,,China
"880211 -- Of an unladen weight not exceeding 2,000 kg","39,597",0.00,0.00,1,,,,China
"880212 -- Of an unladen weight exceeding 2,000 kg",,0.00,0.00,2,,,,China
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg","20,930",0.00,0.00,4,,,,China
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,0.00,0.00,6,,,,China
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,0.00,0.00,2,,,,China
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,0.00,0.00,1,,,,China
880310 - Propellers and rotors and parts thereof,"1,524",0.00,0.00,1,,,,China
880320 - Under-carriages and parts thereof,,0.00,0.00,1,,,,China
880330 - Other parts of aeroplanes or helicopters,"29,972",0.00,0.00,1,,,,China
880390 - Other,"6,325",0.00,0.00,1,,,,China
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"10,013",14.00,14.00,1,,,,China
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,0.00,0.00,1,,,,China
880521 -- Air combat simulators and parts thereof,,0.00,0.00,1,,,,China
880529 -- Other,"1,281",0.00,0.00,1,,,,China
,2013,"43,361",1.36,1.36,25,,,,China
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.","1,265",20.00,20.00,1,,,,China
"880211 -- Of an unladen weight not exceeding 2,000 kg",,0.00,0.00,1,,,,China
"880212 -- Of an unladen weight exceeding 2,000 kg",,0.00,0.00,2,,,,China
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg","1,650",0.00,0.00,4,,,,China
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,0.00,0.00,6,,,,China
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,0.00,0.00,2,,,,China
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,0.00,0.00,1,,,,China
880310 - Propellers and rotors and parts thereof,12,0.00,0.00,1,,,,China
880320 - Under-carriages and parts thereof,,0.00,0.00,1,,,,China
880330 - Other parts of aeroplanes or helicopters,"17,280",0.00,0.00,1,,,,China
880390 - Other,16,0.00,0.00,1,,,,China
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"10,180",14.00,14.00,1,,,,China
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,0.00,0.00,1,,,,China
880521 -- Air combat simulators and parts thereof,,0.00,0.00,1,,,,China
880529 -- Other,"12,958",0.00,0.00,1,,,,China
,2012,"14,471",1.36,1.36,25,,,,China
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.",,20.00,20.00,1,,,,China
"880211 -- Of an unladen weight not exceeding 2,000 kg",,0.00,0.00,1,,,,China
"880212 -- Of an unladen weight exceeding 2,000 kg",,0.00,0.00,2,,,,China
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,0.00,0.00,4,,,,China
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,0.00,0.00,6,,,,China
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,0.00,0.00,2,,,,China
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,0.00,0.00,1,,,,China
880310 - Propellers and rotors and parts thereof,"3,461",0.00,0.00,1,,,,China
880320 - Under-carriages and parts thereof,,0.00,0.00,1,,,,China
880330 - Other parts of aeroplanes or helicopters,"9,295",0.00,0.00,1,,,,China
880390 - Other,"1,252",0.00,0.00,1,,,,China
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,,14.00,14.00,1,,,,China
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,0.00,0.00,1,,,,China
880521 -- Air combat simulators and parts thereof,,0.00,0.00,1,,,,China
880529 -- Other,462,0.00,0.00,1,,,,China
,2011,"103,000",1.36,1.36,25,,,,China
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.",,20.00,20.00,1,,,,China
"880211 -- Of an unladen weight not exceeding 2,000 kg",,0.00,0.00,1,,,,China
"880212 -- Of an unladen weight exceeding 2,000 kg",,0.00,0.00,2,,,,China
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,0.00,0.00,4,,,,China
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,0.00,0.00,6,,,,China
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,0.00,0.00,2,,,,China
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,0.00,0.00,1,,,,China
880310 - Propellers and rotors and parts thereof,"2,000",0.00,0.00,1,,,,China
880320 - Under-carriages and parts thereof,,0.00,0.00,1,,,,China
880330 - Other parts of aeroplanes or helicopters,"100,000",0.00,0.00,1,,,,China
880390 - Other,,0.00,0.00,1,,,,China
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"1,000",14.00,14.00,1,,,,China
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,0.00,0.00,1,,,,China
880521 -- Air combat simulators and parts thereof,,0.00,0.00,1,,,,China
880529 -- Other,,0.00,0.00,1,,,,China
,2010,"544,000",1.36,1.36,25,,,,China
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.",,20.00,20.00,1,,,,China
"880211 -- Of an unladen weight not exceeding 2,000 kg",,0.00,0.00,1,,,,China
"880212 -- Of an unladen weight exceeding 2,000 kg",,0.00,0.00,2,,,,China
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,0.00,0.00,4,,,,China
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,0.00,0.00,6,,,,China
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,0.00,0.00,2,,,,China
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,0.00,0.00,1,,,,China
880310 - Propellers and rotors and parts thereof,,0.00,0.00,1,,,,China
880320 - Under-carriages and parts thereof,,0.00,0.00,1,,,,China
880330 - Other parts of aeroplanes or helicopters,"43,000",0.00,0.00,1,,,,China
880390 - Other,"498,000",0.00,0.00,1,,,,China
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,,14.00,14.00,1,,,,China
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,0.00,0.00,1,,,,China
880521 -- Air combat simulators and parts thereof,,0.00,0.00,1,,,,China
880529 -- Other,"3,000",0.00,0.00,1,,,,China
,2009,"7,000",1.36,1.36,25,,,,China
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.",,20.00,20.00,1,,,,China
"880211 -- Of an unladen weight not exceeding 2,000 kg",,0.00,0.00,1,,,,China
"880212 -- Of an unladen weight exceeding 2,000 kg",,0.00,0.00,2,,,,China
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,0.00,0.00,4,,,,China
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,0.00,0.00,6,,,,China
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,0.00,0.00,2,,,,China
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,0.00,0.00,1,,,,China
880310 - Propellers and rotors and parts thereof,,0.00,0.00,1,,,,China
880320 - Under-carriages and parts thereof,,0.00,0.00,1,,,,China
880330 - Other parts of aeroplanes or helicopters,"7,000",0.00,0.00,1,,,,China
880390 - Other,,0.00,0.00,1,,,,China
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,,14.00,14.00,1,,,,China
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,0.00,0.00,1,,,,China
880521 -- Air combat simulators and parts thereof,,0.00,0.00,1,,,,China
880529 -- Other,,0.00,0.00,1,,,,China
,2008,"48,000",1.36,1.36,25,,,,China
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.",,20.00,20.00,1,,,,China
"880211 -- Of an unladen weight not exceeding 2,000 kg",,0.00,0.00,1,,,,China
"880212 -- Of an unladen weight exceeding 2,000 kg",,0.00,0.00,2,,,,China
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,0.00,0.00,4,,,,China
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,0.00,0.00,6,,,,China
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,0.00,0.00,2,,,,China
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,0.00,0.00,1,,,,China
880310 - Propellers and rotors and parts thereof,,0.00,0.00,1,,,,China
880320 - Under-carriages and parts thereof,,0.00,0.00,1,,,,China
880330 - Other parts of aeroplanes or helicopters,,0.00,0.00,1,,,,China
880390 - Other,,0.00,0.00,1,,,,China
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"48,000",14.00,14.00,1,,,,China
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,0.00,0.00,1,,,,China
880521 -- Air combat simulators and parts thereof,,0.00,0.00,1,,,,China
880529 -- Other,,0.00,0.00,1,,,,China
,2007,"16,000",1.36,1.36,25,,,,China
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.","3,000",20.00,20.00,1,,,,China
"880211 -- Of an unladen weight not exceeding 2,000 kg",,0.00,0.00,1,,,,China
"880212 -- Of an unladen weight exceeding 2,000 kg",,0.00,0.00,2,,,,China
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,0.00,0.00,4,,,,China
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,0.00,0.00,6,,,,China
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,0.00,0.00,2,,,,China
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,0.00,0.00,1,,,,China
880310 - Propellers and rotors and parts thereof,,0.00,0.00,1,,,,China
880320 - Under-carriages and parts thereof,"13,000",0.00,0.00,1,,,,China
880330 - Other parts of aeroplanes or helicopters,,0.00,0.00,1,,,,China
880390 - Other,,0.00,0.00,1,,,,China
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,,14.00,14.00,1,,,,China
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,0.00,0.00,1,,,,China
880521 -- Air combat simulators and parts thereof,,0.00,0.00,1,,,,China
880529 -- Other,,0.00,0.00,1,,,,China
,2006,"47,000",2.08,2.08,26,,,,China
880110 - Gliders and hang gliders,,20.00,20.00,1,,,,China
880190 - Other,,20.00,20.00,1,,,,China
"880211 -- Of an unladen weight not exceeding 2,000 kg",,0.00,0.00,1,,,,China
"880212 -- Of an unladen weight exceeding 2,000 kg",,0.00,0.00,2,,,,China
"880220 - Airplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,0.00,0.00,4,,,,China
"880230 - Airplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,0.00,0.00,6,,,,China
"880240 - Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,0.00,0.00,2,,,,China
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,0.00,0.00,1,,,,China
880310 - Propellers and rotors and parts thereof,,0.00,0.00,1,,,,China
880320 - Under-carriages and parts thereof,,0.00,0.00,1,,,,China
880330 - Other parts of airplanes or helicopters,"3,000",0.00,0.00,1,,,,China
880390 - Other,"44,000",0.00,0.00,1,,,,China
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,,14.00,14.00,1,,,,China
880510 - Aircraft launching gear and parts thereof; deck- Arrestor or similar gear and parts thereof,,0.00,0.00,1,,,,China
880521 -- Air combat simulators and parts thereof,,0.00,0.00,1,,,,China
880529 -- Other,,0.00,0.00,1,,,,China
,2005,,2.08,2.08,26,,,,China
880110 - Gliders and hang gliders,,20.00,20.00,1,,,,China
880190 - Other,,20.00,20.00,1,,,,China
"880211 -- Of an unladen weight not exceeding 2,000 kg",,0.00,0.00,1,,,,China
"880212 -- Of an unladen weight exceeding 2,000 kg",,0.00,0.00,2,,,,China
"880220 - Airplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,0.00,0.00,4,,,,China
"880230 - Airplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,0.00,0.00,6,,,,China
"880240 - Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,0.00,0.00,2,,,,China
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,0.00,0.00,1,,,,China
880310 - Propellers and rotors and parts thereof,,0.00,0.00,1,,,,China
880320 - Under-carriages and parts thereof,,0.00,0.00,1,,,,China
880330 - Other parts of airplanes or helicopters,,0.00,0.00,1,,,,China
880390 - Other,,0.00,0.00,1,,,,China
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,,14.00,14.00,1,,,,China
880510 - Aircraft launching gear and parts thereof; deck- Arrestor or similar gear and parts thereof,,0.00,0.00,1,,,,China
880521 -- Air combat simulators and parts thereof,,0.00,0.00,1,,,,China
880529 -- Other,,0.00,0.00,1,,,,China
,2004,,2.08,2.08,26,,,,China
880110 - Gliders and hang gliders,,20.00,20.00,1,,,,China
880190 - Other,,20.00,20.00,1,,,,China
"880211 -- Of an unladen weight not exceeding 2,000 kg",,0.00,0.00,1,,,,China
"880212 -- Of an unladen weight exceeding 2,000 kg",,0.00,0.00,2,,,,China
"880220 - Airplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,0.00,0.00,4,,,,China
"880230 - Airplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,0.00,0.00,6,,,,China
"880240 - Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,0.00,0.00,2,,,,China
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,0.00,0.00,1,,,,China
880310 - Propellers and rotors and parts thereof,,0.00,0.00,1,,,,China
880320 - Under-carriages and parts thereof,,0.00,0.00,1,,,,China
880330 - Other parts of airplanes or helicopters,,0.00,0.00,1,,,,China
880390 - Other,,0.00,0.00,1,,,,China
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,,14.00,14.00,1,,,,China
880510 - Aircraft launching gear and parts thereof; deck- Arrestor or similar gear and parts thereof,,0.00,0.00,1,,,,China
880521 -- Air combat simulators and parts thereof,,0.00,0.00,1,,,,China
880529 -- Other,,0.00,0.00,1,,,,China
,2003,,2.25,2.25,26,,,,China
880110 - Gliders and hang gliders,,21.50,21.50,1,,,,China
880190 - Other,,21.50,21.50,1,,,,China
"880211 -- Of an unladen weight not exceeding 2,000 kg",,0.00,0.00,1,,,,China
"880212 -- Of an unladen weight exceeding 2,000 kg",,0.00,0.00,2,,,,China
"880220 - Airplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,0.00,0.00,4,,,,China
"880230 - Airplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,0.00,0.00,6,,,,China
"880240 - Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,0.00,0.00,2,,,,China
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,0.00,0.00,1,,,,China
880310 - Propellers and rotors and parts thereof,,0.00,0.00,1,,,,China
880320 - Under-carriages and parts thereof,,0.00,0.00,1,,,,China
880330 - Other parts of airplanes or helicopters,,0.00,0.00,1,,,,China
880390 - Other,,0.00,0.00,1,,,,China
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,,15.50,15.50,1,,,,China
880510 - Aircraft launching gear and parts thereof; deck- Arrestor or similar gear and parts thereof,,0.00,0.00,1,,,,China
880521 -- Air combat simulators and parts thereof,,0.00,0.00,1,,,,China
880529 -- Other,,0.00,0.00,1,,,,China
,2002,"45,717",2.25,2.25,26,,,,China
880110 - Gliders and hang gliders,,21.50,21.50,1,,,,China
880190 - Other,,21.50,21.50,1,,,,China
"880211 -- Of an unladen weight not exceeding 2,000 kg",,0.00,0.00,1,,,,China
"880212 -- Of an unladen weight exceeding 2,000 kg",,0.00,0.00,2,,,,China
"880220 - Airplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,0.00,0.00,4,,,,China
"880230 - Airplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,0.00,0.00,6,,,,China
"880240 - Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,0.00,0.00,2,,,,China
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,0.00,0.00,1,,,,China
880310 - Propellers and rotors and parts thereof,,0.00,0.00,1,,,,China
880320 - Under-carriages and parts thereof,,0.00,0.00,1,,,,China
880330 - Other parts of airplanes or helicopters,"45,717",0.00,0.00,1,,,,China
880390 - Other,,0.00,0.00,1,,,,China
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,,15.50,15.50,1,,,,China
880510 - Aircraft launching gear and parts thereof; deck- Arrestor or similar gear and parts thereof,,0.00,0.00,1,,,,China
880521 -- Air combat simulators and parts thereof,,0.00,0.00,1,,,,China
880529 -- Other,,0.00,0.00,1,,,,China
,2001,"102,858",2.46,2.46,25,,,,China
880110 - Gliders and hang gliders,,22.50,22.50,1,,,,China
880190 - Other,,22.50,22.50,1,,,,China
"880211 - - Of an unladen weight not exceeding 2,000 kg",,0.00,0.00,1,,,,China
"880212 - - Of an unladen weight exceeding 2,000 kg",,0.00,0.00,2,,,,China
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,0.00,0.00,4,,,,China
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,0.00,0.00,6,,,,China
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,0.00,0.00,2,,,,China
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,0.00,0.00,1,,,,China
880310 - Propellers and rotors and parts thereof,,0.00,0.00,1,,,,China
880320 - Under-carriages and parts thereof,,0.00,0.00,1,,,,China
880330 - Other parts of aeroplanes or helicopters,,0.00,0.00,1,,,,China
880390 - Other,"102,858",0.00,0.00,1,,,,China
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto,,16.50,16.50,1,,,,China
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,0.00,0.00,1,,,,China
880520 - Ground flying trainers and parts thereof,,0.00,0.00,1,,,,China
,2000,,5.16,5.16,25,,,,China
880110 - Gliders and hang gliders,,23.00,23.00,1,,,,China
880190 - Other,,23.00,23.00,1,,,,China
"880211 - - Of an unladen weight not exceeding 2,000 kg",,3.00,3.00,1,,,,China
"880212 - - Of an unladen weight exceeding 2,000 kg",,3.00,3.00,2,,,,China
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.00,3.00,4,,,,China
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,3.00,3.00,6,,,,China
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,3.00,3.00,2,,,,China
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,3.00,3.00,1,,,,China
880310 - Propellers and rotors and parts thereof,,3.00,3.00,1,,,,China
880320 - Under-carriages and parts thereof,,3.00,3.00,1,,,,China
880330 - Other parts of aeroplanes or helicopters,,3.00,3.00,1,,,,China
880390 - Other,,3.00,3.00,1,,,,China
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto,,17.00,17.00,1,,,,China
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,3.00,3.00,1,,,,China
880520 - Ground flying trainers and parts thereof,,3.00,3.00,1,,,,China
,1999,,5.16,5.16,25,,,,China
880110 - Gliders and hang gliders,,23.00,23.00,1,,,,China
880190 - Other,,23.00,23.00,1,,,,China
"880211 - - Of an unladen weight not exceeding 2,000 kg",,3.00,3.00,1,,,,China
"880212 - - Of an unladen weight exceeding 2,000 kg",,3.00,3.00,2,,,,China
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.00,3.00,4,,,,China
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,3.00,3.00,6,,,,China
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,3.00,3.00,2,,,,China
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,3.00,3.00,1,,,,China
880310 - Propellers and rotors and parts thereof,,3.00,3.00,1,,,,China
880320 - Under-carriages and parts thereof,,3.00,3.00,1,,,,China
880330 - Other parts of aeroplanes or helicopters,,3.00,3.00,1,,,,China
880390 - Other,,3.00,3.00,1,,,,China
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto,,17.00,17.00,1,,,,China
