Importer,Year,Value,Ad val. duties,Number of lines,Albania
,(US$),Simple average,MFN duties,Pref. duties,Albania
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Albania
950810 - Travelling circuses and travelling menageries,,1.70,1.70,1,,,,Albania
950890 - Other,"110,887",1.70,1.70,1,,,,Albania
,2006,"347,425",1.89,1.89,79,,,,Albania
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages.",,0.00,0.00,2,,,,Albania
"950210 - Dolls, whether or not dressed",,4.70,4.70,2,,,,Albania
"950291 -- Garments and accessories therefor, footwear and headgear",,0.00,0.00,1,,,,Albania
950299 -- Other,,0.00,0.00,1,,,,Albania
"950310 - Electric trains, including tracks, signals and other accessories therefor",,0.00,0.00,2,,,,Albania
"950320 - Reduced-size (""scale'') model assembly kits, whether or not working models, excluding those of subheading 9503.10",,0.00,0.00,2,,,,Albania
950330 - Other construction sets and constructional toys,,1.57,1.57,3,,,,Albania
950341 -- Stuffed,,4.70,4.70,1,,,,Albania
950349 -- Other,,0.00,0.00,3,,,,Albania
950350 - Toy musical instruments and apparatus,,0.00,0.00,1,,,,Albania
950360 - Puzzles,,2.35,2.35,2,,,,Albania
"950370 - Other toys, put up in sets or outfits",,4.70,4.70,1,,,,Albania
"950380 - Other toys and models, incorporating a motor",,2.35,2.35,2,,,,Albania
950390 - Other,"1,946",1.76,1.76,8,,,,Albania
950410 - Video games of a kind used with a television receiver,"1,281",0.00,0.00,1,,,,Albania
950420 - Articles and accessories for billiards,,0.00,0.00,2,,,,Albania
"950430 - Other games, operated by coins, banknotes (paper currency), discs or other similar articles, other than bowling alley equipment","92,023",0.00,0.00,4,,,,Albania
950440 - Playing cards,,2.70,2.70,1,,,,Albania
950490 - Other,"50,952",0.00,0.00,2,,,,Albania
950510 - Articles for Christmas festivities,,1.35,1.35,2,,,,Albania
950590 - Other,"197,996",2.70,2.70,1,,,,Albania
950611 -- Skis,,3.70,3.70,4,,,,Albania
950612 -- Ski-fastenings (ski-bindings),,3.70,3.70,1,,,,Albania
950619 -- Other,,2.70,2.70,1,,,,Albania
950621 -- Sailboards,,2.70,2.70,1,,,,Albania
950629 -- Other,,2.70,2.70,1,,,,Albania
"950631 -- Clubs, complete",,2.70,2.70,1,,,,Albania
950632 -- Balls,,2.70,2.70,1,,,,Albania
950639 -- Other,,2.70,2.70,2,,,,Albania
950640 - Articles and equipment for table-tennis,,2.70,2.70,2,,,,Albania
"950651 -- Lawn-tennis rackets, whether or not strung",,4.70,4.70,1,,,,Albania
950659 -- Other,,2.70,2.70,1,,,,Albania
950661 -- Lawn-tennis balls,,2.70,2.70,1,,,,Albania
950662 -- Inflatable,,2.70,2.70,2,,,,Albania
950669 -- Other,,1.35,1.35,2,,,,Albania
"950670 - Ice skates and roller skates, including skating boots with skates attached",,1.80,1.80,3,,,,Albania
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","1,343",2.70,2.70,2,,,,Albania
950699 -- Other,"1,883",1.35,1.35,2,,,,Albania
950710 - Fishing rods,,3.70,3.70,1,,,,Albania
"950720 - Fish-hooks, whether or not snelled",,2.70,2.70,2,,,,Albania
950730 - Fishing reels,,3.70,3.70,1,,,,Albania
950790 - Other,,3.70,3.70,1,,,,Albania
950810 - Travelling circuses and travelling menageries,,1.70,1.70,1,,,,Albania
950890 - Other,,1.70,1.70,1,,,,Albania
,2005,"492,129",1.89,1.89,79,,,,Albania
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages.",,0.00,0.00,2,,,,Albania
"950210 - Dolls, whether or not dressed",,4.70,4.70,2,,,,Albania
"950291 -- Garments and accessories therefor, footwear and headgear",,0.00,0.00,1,,,,Albania
950299 -- Other,,0.00,0.00,1,,,,Albania
"950310 - Electric trains, including tracks, signals and other accessories therefor",,0.00,0.00,2,,,,Albania
"950320 - Reduced-size (""scale'') model assembly kits, whether or not working models, excluding those of subheading 9503.10",,0.00,0.00,2,,,,Albania
950330 - Other construction sets and constructional toys,,1.57,1.57,3,,,,Albania
950341 -- Stuffed,,4.70,4.70,1,,,,Albania
950349 -- Other,,0.00,0.00,3,,,,Albania
950350 - Toy musical instruments and apparatus,,0.00,0.00,1,,,,Albania
950360 - Puzzles,,2.35,2.35,2,,,,Albania
"950370 - Other toys, put up in sets or outfits",,4.70,4.70,1,,,,Albania
"950380 - Other toys and models, incorporating a motor",,2.35,2.35,2,,,,Albania
950390 - Other,,1.76,1.76,8,,,,Albania
950410 - Video games of a kind used with a television receiver,908,0.00,0.00,1,,,,Albania
950420 - Articles and accessories for billiards,,0.00,0.00,2,,,,Albania
"950430 - Other games, operated by coins, banknotes (paper currency), discs or other similar articles, other than bowling alley equipment","309,171",0.00,0.00,4,,,,Albania
950440 - Playing cards,,2.70,2.70,1,,,,Albania
950490 - Other,"33,678",0.00,0.00,2,,,,Albania
950510 - Articles for Christmas festivities,"1,468",1.35,1.35,2,,,,Albania
950590 - Other,"134,711",2.70,2.70,1,,,,Albania
950611 -- Skis,,3.70,3.70,4,,,,Albania
950612 -- Ski-fastenings (ski-bindings),,3.70,3.70,1,,,,Albania
950619 -- Other,,2.70,2.70,1,,,,Albania
950621 -- Sailboards,,2.70,2.70,1,,,,Albania
950629 -- Other,,2.70,2.70,1,,,,Albania
"950631 -- Clubs, complete",,2.70,2.70,1,,,,Albania
950632 -- Balls,,2.70,2.70,1,,,,Albania
950639 -- Other,,2.70,2.70,2,,,,Albania
950640 - Articles and equipment for table-tennis,,2.70,2.70,2,,,,Albania
"950651 -- Lawn-tennis rackets, whether or not strung",,4.70,4.70,1,,,,Albania
950659 -- Other,,2.70,2.70,1,,,,Albania
950661 -- Lawn-tennis balls,,2.70,2.70,1,,,,Albania
950662 -- Inflatable,,2.70,2.70,2,,,,Albania
950669 -- Other,,1.35,1.35,2,,,,Albania
"950670 - Ice skates and roller skates, including skating boots with skates attached",,1.80,1.80,3,,,,Albania
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","12,192",2.70,2.70,2,,,,Albania
950699 -- Other,,1.35,1.35,2,,,,Albania
950710 - Fishing rods,,3.70,3.70,1,,,,Albania
"950720 - Fish-hooks, whether or not snelled",,2.70,2.70,2,,,,Albania
950730 - Fishing reels,,3.70,3.70,1,,,,Albania
950790 - Other,,3.70,3.70,1,,,,Albania
950810 - Travelling circuses and travelling menageries,,1.70,1.70,1,,,,Albania
950890 - Other,,1.70,1.70,1,,,,Albania
,2004,"170,850",1.89,1.89,79,,,,Albania
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages.",,0.00,0.00,2,,,,Albania
"950210 - Dolls, whether or not dressed",,4.70,4.70,2,,,,Albania
"950291 -- Garments and accessories therefor, footwear and headgear",,0.00,0.00,1,,,,Albania
950299 -- Other,,0.00,0.00,1,,,,Albania
"950310 - Electric trains, including tracks, signals and other accessories therefor",,0.00,0.00,2,,,,Albania
"950320 - Reduced-size (""scale'') model assembly kits, whether or not working models, excluding those of subheading 9503.10",,0.00,0.00,2,,,,Albania
950330 - Other construction sets and constructional toys,,1.57,1.57,3,,,,Albania
950341 -- Stuffed,,4.70,4.70,1,,,,Albania
950349 -- Other,,0.00,0.00,3,,,,Albania
950350 - Toy musical instruments and apparatus,,0.00,0.00,1,,,,Albania
950360 - Puzzles,,2.35,2.35,2,,,,Albania
"950370 - Other toys, put up in sets or outfits",,4.70,4.70,1,,,,Albania
"950380 - Other toys and models, incorporating a motor",,2.35,2.35,2,,,,Albania
950390 - Other,,1.76,1.76,8,,,,Albania
950410 - Video games of a kind used with a television receiver,"2,861",0.00,0.00,1,,,,Albania
950420 - Articles and accessories for billiards,,0.00,0.00,2,,,,Albania
"950430 - Other games, operated by coins, banknotes (paper currency), discs or other similar articles, other than bowling alley equipment","9,740",0.00,0.00,4,,,,Albania
950440 - Playing cards,,2.70,2.70,1,,,,Albania
950490 - Other,"45,875",0.00,0.00,2,,,,Albania
950510 - Articles for Christmas festivities,,1.35,1.35,2,,,,Albania
950590 - Other,"108,829",2.70,2.70,1,,,,Albania
950611 -- Skis,,3.70,3.70,4,,,,Albania
950612 -- Ski-fastenings (ski-bindings),,3.70,3.70,1,,,,Albania
950619 -- Other,,2.70,2.70,1,,,,Albania
950621 -- Sailboards,,2.70,2.70,1,,,,Albania
950629 -- Other,,2.70,2.70,1,,,,Albania
"950631 -- Clubs, complete",,2.70,2.70,1,,,,Albania
950632 -- Balls,,2.70,2.70,1,,,,Albania
950639 -- Other,,2.70,2.70,2,,,,Albania
950640 - Articles and equipment for table-tennis,,2.70,2.70,2,,,,Albania
"950651 -- Lawn-tennis rackets, whether or not strung",,4.70,4.70,1,,,,Albania
950659 -- Other,,2.70,2.70,1,,,,Albania
950661 -- Lawn-tennis balls,,2.70,2.70,1,,,,Albania
950662 -- Inflatable,,2.70,2.70,2,,,,Albania
950669 -- Other,,1.35,1.35,2,,,,Albania
"950670 - Ice skates and roller skates, including skating boots with skates attached",,1.80,1.80,3,,,,Albania
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics",746,2.70,2.70,2,,,,Albania
950699 -- Other,"2,799",1.35,1.35,2,,,,Albania
950710 - Fishing rods,,3.70,3.70,1,,,,Albania
"950720 - Fish-hooks, whether or not snelled",,2.70,2.70,2,,,,Albania
950730 - Fishing reels,,3.70,3.70,1,,,,Albania
950790 - Other,,3.70,3.70,1,,,,Albania
950810 - Travelling circuses and travelling menageries,,1.70,1.70,1,,,,Albania
950890 - Other,,1.70,1.70,1,,,,Albania
,2003,"3,461,698",2.19,2.19,79,,,,Albania
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages.","54,637",1.10,1.10,2,,,,Albania
"950210 - Dolls, whether or not dressed",,4.70,4.70,2,,,,Albania
"950291 -- Garments and accessories therefor, footwear and headgear",,0.70,0.70,1,,,,Albania
950299 -- Other,,0.70,0.70,1,,,,Albania
"950310 - Electric trains, including tracks, signals and other accessories therefor",,0.80,0.80,2,,,,Albania
"950320 - Reduced-size (""scale'') model assembly kits, whether or not working models, excluding those of subheading 9503.10",,0.80,0.80,2,,,,Albania
950330 - Other construction sets and constructional toys,,2.17,2.17,3,,,,Albania
950341 -- Stuffed,,4.70,4.70,1,,,,Albania
950349 -- Other,,0.87,0.87,3,,,,Albania
950350 - Toy musical instruments and apparatus,,0.80,0.80,1,,,,Albania
950360 - Puzzles,"1,980",2.85,2.85,2,,,,Albania
"950370 - Other toys, put up in sets or outfits",,4.70,4.70,1,,,,Albania
"950380 - Other toys and models, incorporating a motor",,2.75,2.75,2,,,,Albania
950390 - Other,"22,341",2.26,2.26,8,,,,Albania
950410 - Video games of a kind used with a television receiver,,0.60,0.60,1,,,,Albania
950420 - Articles and accessories for billiards,,0.60,0.60,2,,,,Albania
"950430 - Other games, operated by coins, banknotes (paper currency), discs or other similar articles, other than bowling alley equipment","56,130",0.60,0.60,4,,,,Albania
950440 - Playing cards,,2.70,2.70,1,,,,Albania
950490 - Other,"74,874",0.60,0.60,2,,,,Albania
950510 - Articles for Christmas festivities,"20,328",1.65,1.65,2,,,,Albania
950590 - Other,"79,026",2.70,2.70,1,,,,Albania
950611 -- Skis,,3.70,3.70,4,,,,Albania
950612 -- Ski-fastenings (ski-bindings),,3.70,3.70,1,,,,Albania
950619 -- Other,,2.70,2.70,1,,,,Albania
950621 -- Sailboards,"1,934",2.70,2.70,1,,,,Albania
950629 -- Other,"14,502",2.70,2.70,1,,,,Albania
"950631 -- Clubs, complete",,2.70,2.70,1,,,,Albania
950632 -- Balls,,2.70,2.70,1,,,,Albania
950639 -- Other,,2.70,2.70,2,,,,Albania
950640 - Articles and equipment for table-tennis,"77,510",2.70,2.70,2,,,,Albania
"950651 -- Lawn-tennis rackets, whether or not strung","137,678",4.70,4.70,1,,,,Albania
950659 -- Other,"170,924",2.70,2.70,1,,,,Albania
950661 -- Lawn-tennis balls,,2.70,2.70,1,,,,Albania
950662 -- Inflatable,"18,405",2.70,2.70,2,,,,Albania
950669 -- Other,,1.35,1.35,2,,,,Albania
"950670 - Ice skates and roller skates, including skating boots with skates attached","1,080,375",1.80,1.80,3,,,,Albania
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","1,102,117",2.70,2.70,2,,,,Albania
950699 -- Other,"217,043",1.35,1.35,2,,,,Albania
950710 - Fishing rods,"224,916",3.70,3.70,1,,,,Albania
"950720 - Fish-hooks, whether or not snelled",,2.70,2.70,2,,,,Albania
950730 - Fishing reels,"80,394",3.70,3.70,1,,,,Albania
950790 - Other,"26,583",3.70,3.70,1,,,,Albania
950810 - Travelling circuses and travelling menageries,,1.70,1.70,1,,,,Albania
950890 - Other,,1.70,1.70,1,,,,Albania
,2002,"136,929",2.48,2.48,79,,,,Albania
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages.",,2.10,2.10,2,,,,Albania
"950210 - Dolls, whether or not dressed",,4.70,4.70,2,,,,Albania
"950291 -- Garments and accessories therefor, footwear and headgear",,1.40,1.40,1,,,,Albania
950299 -- Other,,1.40,1.40,1,,,,Albania
"950310 - Electric trains, including tracks, signals and other accessories therefor",,1.60,1.60,2,,,,Albania
"950320 - Reduced-size (""scale'') model assembly kits, whether or not working models, excluding those of subheading 9503.10",,1.60,1.60,2,,,,Albania
950330 - Other construction sets and constructional toys,,2.73,2.73,3,,,,Albania
950341 -- Stuffed,,4.70,4.70,1,,,,Albania
950349 -- Other,,1.70,1.70,3,,,,Albania
950350 - Toy musical instruments and apparatus,,1.60,1.60,1,,,,Albania
950360 - Puzzles,,3.30,3.30,2,,,,Albania
"950370 - Other toys, put up in sets or outfits",,4.70,4.70,1,,,,Albania
"950380 - Other toys and models, incorporating a motor",,3.15,3.15,2,,,,Albania
950390 - Other,"10,687",2.76,2.76,8,,,,Albania
950410 - Video games of a kind used with a television receiver,,1.10,1.10,1,,,,Albania
950420 - Articles and accessories for billiards,,1.10,1.10,2,,,,Albania
"950430 - Other games, operated by coins, banknotes (paper currency), discs or other similar articles, other than bowling alley equipment",,1.10,1.10,4,,,,Albania
950440 - Playing cards,,2.70,2.70,1,,,,Albania
950490 - Other,"97,642",1.10,1.10,2,,,,Albania
950510 - Articles for Christmas festivities,,1.95,1.95,2,,,,Albania
950590 - Other,"28,600",2.70,2.70,1,,,,Albania
950611 -- Skis,,3.70,3.70,4,,,,Albania
950612 -- Ski-fastenings (ski-bindings),,3.70,3.70,1,,,,Albania
950619 -- Other,,2.70,2.70,1,,,,Albania
950621 -- Sailboards,,2.70,2.70,1,,,,Albania
950629 -- Other,,2.70,2.70,1,,,,Albania
"950631 -- Clubs, complete",,2.70,2.70,1,,,,Albania
950632 -- Balls,,2.70,2.70,1,,,,Albania
950639 -- Other,,2.70,2.70,2,,,,Albania
950640 - Articles and equipment for table-tennis,,2.70,2.70,2,,,,Albania
"950651 -- Lawn-tennis rackets, whether or not strung",,4.70,4.70,1,,,,Albania
950659 -- Other,,2.70,2.70,1,,,,Albania
950661 -- Lawn-tennis balls,,2.70,2.70,1,,,,Albania
950662 -- Inflatable,,2.70,2.70,2,,,,Albania
950669 -- Other,,1.35,1.35,2,,,,Albania
"950670 - Ice skates and roller skates, including skating boots with skates attached",,1.80,1.80,3,,,,Albania
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics",,2.70,2.70,2,,,,Albania
950699 -- Other,,1.35,1.35,2,,,,Albania
950710 - Fishing rods,,3.70,3.70,1,,,,Albania
"950720 - Fish-hooks, whether or not snelled",,2.70,2.70,2,,,,Albania
950730 - Fishing reels,,3.70,3.70,1,,,,Albania
950790 - Other,,3.70,3.70,1,,,,Albania
950810 - Travelling circuses and travelling menageries,,1.70,1.70,1,,,,Albania
950890 - Other,,1.70,1.70,1,,,,Albania
,2001,"186,675",2.79,2.79,78,,,,Albania
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages",,3.20,3.20,2,,,,Albania
"950210 - Dolls, whether or not dressed",,4.70,4.70,2,,,,Albania
"950291 - - Garments and accessories therefor, footwear and headgear",,2.10,2.10,1,,,,Albania
950299 - - Other,,2.10,2.10,1,,,,Albania
"950310 - Electric trains, including tracks, signals and other accessories therefor",,2.40,2.40,2,,,,Albania
"950320 - Reduced-size (""scale"") model assembly kits, whether or not working models, excluding those of subheading No. 9503.10",,2.40,2.40,2,,,,Albania
950330 - Other construction sets and constructional toys,,3.30,3.30,3,,,,Albania
950341 - - Stuffed,,4.70,4.70,1,,,,Albania
950349 - - Other,"5,077",2.53,2.53,3,,,,Albania
950350 - Toy musical instruments and apparatus,,2.40,2.40,1,,,,Albania
950360 - Puzzles,,3.75,3.75,2,,,,Albania
"950370 - Other toys, put up in sets or outfits",,4.70,4.70,1,,,,Albania
"950380 - Other toys and models, incorporating a motor","22,423",3.55,3.55,2,,,,Albania
950390 - Other,"59,461",3.26,3.26,8,,,,Albania
950410 - Video games of a kind used with a television receiver,,1.70,1.70,1,,,,Albania
950420 - Articles and accessories for billiards,,1.70,1.70,2,,,,Albania
"950430 - Other games, coin- or disc-operated, other than bowling alley equipment",,1.70,1.70,4,,,,Albania
950440 - Playing cards,,2.70,2.70,1,,,,Albania
950490 - Other,"59,792",1.70,1.70,2,,,,Albania
950510 - Articles for Christmas festivities,"2,660",2.30,2.30,2,,,,Albania
950590 - Other,"29,104",2.70,2.70,1,,,,Albania
950611 - - Skis,,3.70,3.70,4,,,,Albania
950612 - - Ski-fastenings (ski-bindings),,3.70,3.70,1,,,,Albania
950619 - - Other,,2.70,2.70,1,,,,Albania
950621 - - Sailboards,,2.70,2.70,1,,,,Albania
950629 - - Other,,2.70,2.70,1,,,,Albania
"950631 - - Clubs, complete",,2.70,2.70,1,,,,Albania
950632 - - Balls,,2.70,2.70,1,,,,Albania
950639 - - Other,,2.70,2.70,2,,,,Albania
950640 - Articles and equipment for table-tennis,,2.70,2.70,2,,,,Albania
"950651 - - Lawn-tennis rackets, whether or not strung",,4.70,4.70,1,,,,Albania
950659 - - Other,,2.70,2.70,1,,,,Albania
950661 - - Lawn-tennis balls,,2.70,2.70,1,,,,Albania
950662 - - Inflatable,,2.70,2.70,2,,,,Albania
950669 - - Other,,1.35,1.35,2,,,,Albania
"950670 - Ice skates and roller skates, including skating boots with skates attached",,1.80,1.80,3,,,,Albania
"950691 - - Articles and equipment for general physical exercise, gymnastics or athletics",,2.70,2.70,2,,,,Albania
950699 - - Other,"1,218",1.35,1.35,2,,,,Albania
950710 - Fishing rods,,3.70,3.70,1,,,,Albania
"950720 - Fish-hooks, whether or not snelled",,2.70,2.70,2,,,,Albania
950730 - Fishing reels,,3.70,3.70,1,,,,Albania
950790 - Other,,3.70,3.70,1,,,,Albania
"950800 Roundabouts, swings, shooting galleries and other fairground amusements; travelling circuses, travelling menageries and travelling theatres","6,940",1.70,1.70,1,,,,Albania
,2000,"135,138",3.07,3.07,76,,,,Albania
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages",,4.20,4.20,2,,,,Albania
"950210 - Dolls, whether or not dressed",,4.70,4.70,2,,,,Albania
"950291 - - Garments and accessories therefor, footwear and headgear",,2.80,2.80,1,,,,Albania
950299 - - Other,,2.80,2.80,1,,,,Albania
"950310 - Electric trains, including tracks, signals and other accessories therefor",,3.20,3.20,2,,,,Albania
"950320 - Reduced-size (""scale"") model assembly kits, whether or not working models, excluding those of subheading No. 9503.10",,3.20,3.20,2,,,,Albania
950330 - Other construction sets and constructional toys,,3.87,3.87,3,,,,Albania
950341 - - Stuffed,,4.70,4.70,1,,,,Albania
950349 - - Other,,3.37,3.37,3,,,,Albania
950350 - Toy musical instruments and apparatus,,3.20,3.20,1,,,,Albania
950360 - Puzzles,,4.20,4.20,2,,,,Albania
"950370 - Other toys, put up in sets or outfits",,4.70,4.70,1,,,,Albania
"950380 - Other toys and models, incorporating a motor",,3.95,3.95,2,,,,Albania
950390 - Other,,3.76,3.76,8,,,,Albania
950410 - Video games of a kind used with a television receiver,,2.20,2.20,1,,,,Albania
950420 - Articles and accessories for billiards,,2.20,2.20,2,,,,Albania
"950430 - Other games, coin- or disc-operated, other than bowling alley equipment","14,050",2.20,2.20,4,,,,Albania
950440 - Playing cards,,2.70,2.70,1,,,,Albania
950490 - Other,"60,562",2.20,2.20,2,,,,Albania
950510 - Articles for Christmas festivities,,2.60,2.60,2,,,,Albania
950590 - Other,"60,525",2.70,2.70,1,,,,Albania
950611 - - Skis,,3.70,3.70,3,,,,Albania
950612 - - Ski-fastenings (ski-bindings),,3.70,3.70,1,,,,Albania
950619 - - Other,,2.70,2.70,1,,,,Albania
950621 - - Sailboards,,2.70,2.70,1,,,,Albania
950629 - - Other,,2.70,2.70,1,,,,Albania
"950631 - - Clubs, complete",,2.70,2.70,1,,,,Albania
950632 - - Balls,,2.70,2.70,1,,,,Albania
950639 - - Other,,2.70,2.70,2,,,,Albania
950640 - Articles and equipment for table-tennis,,2.70,2.70,2,,,,Albania
"950651 - - Lawn-tennis rackets, whether or not strung",,4.70,4.70,1,,,,Albania
950659 - - Other,,2.70,2.70,1,,,,Albania
950661 - - Lawn-tennis balls,,2.70,2.70,1,,,,Albania
950662 - - Inflatable,,2.70,2.70,2,,,,Albania
950669 - - Other,,1.35,1.35,2,,,,Albania
"950670 - Ice skates and roller skates, including skating boots with skates attached",,1.80,1.80,3,,,,Albania
"950691 - - Articles and equipment for general physical exercise, gymnastics or athletics",,2.70,2.70,1,,,,Albania
950699 - - Other,,1.35,1.35,2,,,,Albania
950710 - Fishing rods,,3.70,3.70,1,,,,Albania
"950720 - Fish-hooks, whether or not snelled",,2.70,2.70,2,,,,Albania
950730 - Fishing reels,,3.70,3.70,1,,,,Albania
950790 - Other,,3.70,3.70,1,,,,Albania
"950800 Roundabouts, swings, shooting galleries and other fairground amusements; travelling circuses, travelling menageries and travelling theatres",,1.70,1.70,1,,,,Albania
,1999,"251,300",3.38,3.38,76,,,,Albania
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages",,5.30,5.30,2,,,,Albania
"950210 - Dolls, whether or not dressed","48,418",4.70,4.70,2,,,,Albania
"950291 - - Garments and accessories therefor, footwear and headgear",,3.50,3.50,1,,,,Albania
950299 - - Other,,3.50,3.50,1,,,,Albania
"950310 - Electric trains, including tracks, signals and other accessories therefor",,4.00,4.00,2,,,,Albania
"950320 - Reduced-size (""scale"") model assembly kits, whether or not working models, excluding those of subheading No. 9503.10",,4.00,4.00,2,,,,Albania
950330 - Other construction sets and constructional toys,,4.40,4.40,3,,,,Albania
950341 - - Stuffed,"3,997",4.70,4.70,1,,,,Albania
950349 - - Other,,4.17,4.17,3,,,,Albania
950350 - Toy musical instruments and apparatus,,4.00,4.00,1,,,,Albania
950360 - Puzzles,,4.60,4.60,2,,,,Albania
"950370 - Other toys, put up in sets or outfits",,4.70,4.70,1,,,,Albania
"950380 - Other toys and models, incorporating a motor",,4.35,4.35,2,,,,Albania
950390 - Other,,4.26,4.26,8,,,,Albania
950410 - Video games of a kind used with a television receiver,,2.80,2.80,1,,,,Albania
950420 - Articles and accessories for billiards,,2.80,2.80,2,,,,Albania
"950430 - Other games, coin- or disc-operated, other than bowling alley equipment",,2.80,2.80,4,,,,Albania
950440 - Playing cards,,2.70,2.70,1,,,,Albania
950490 - Other,"56,113",2.80,2.80,2,,,,Albania
950510 - Articles for Christmas festivities,,2.90,2.90,2,,,,Albania
950590 - Other,"141,088",2.70,2.70,1,,,,Albania
950611 - - Skis,,3.70,3.70,3,,,,Albania
950612 - - Ski-fastenings (ski-bindings),,3.70,3.70,1,,,,Albania
950619 - - Other,,2.70,2.70,1,,,,Albania
950621 - - Sailboards,,2.70,2.70,1,,,,Albania
950629 - - Other,,2.70,2.70,1,,,,Albania
"950631 - - Clubs, complete",149,2.70,2.70,1,,,,Albania
950632 - - Balls,,2.70,2.70,1,,,,Albania
950639 - - Other,,2.70,2.70,2,,,,Albania
950640 - Articles and equipment for table-tennis,,2.70,2.70,2,,,,Albania
"950651 - - Lawn-tennis rackets, whether or not strung",,4.70,4.70,1,,,,Albania
950659 - - Other,,2.70,2.70,1,,,,Albania
950661 - - Lawn-tennis balls,,2.70,2.70,1,,,,Albania
950662 - - Inflatable,,2.70,2.70,2,,,,Albania
950669 - - Other,,1.35,1.35,2,,,,Albania
"950670 - Ice skates and roller skates, including skating boots with skates attached",,1.80,1.80,3,,,,Albania
"950691 - - Articles and equipment for general physical exercise, gymnastics or athletics",,2.70,2.70,1,,,,Albania
950699 - - Other,,1.35,1.35,2,,,,Albania
950710 - Fishing rods,,3.70,3.70,1,,,,Albania
"950720 - Fish-hooks, whether or not snelled",,2.70,2.70,2,,,,Albania
950730 - Fishing reels,,3.70,3.70,1,,,,Albania
950790 - Other,,3.70,3.70,1,,,,Albania
"950800 Roundabouts, swings, shooting galleries and other fairground amusements; travelling circuses, travelling menageries and travelling theatres","1,535",1.70,1.70,1,,,,Albania
,1998,"182,737",4.04,4.04,75,,,,Albania
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages",,6.30,6.30,2,,,,Albania
"950210 - Dolls, whether or not dressed",,5.40,5.40,2,,,,Albania
"950291 - - Garments and accessories therefor, footwear and headgear",,4.10,4.10,1,,,,Albania
950299 - - Other,,4.10,4.10,1,,,,Albania
"950310 - Electric trains, including tracks, signals and other accessories therefor",,4.80,4.80,2,,,,Albania
"950320 - Reduced-size (""scale"") model assembly kits, whether or not working models, excluding those of subheading No. 9503.10",,4.80,4.80,2,,,,Albania
950330 - Other construction sets and constructional toys,,5.20,5.20,3,,,,Albania
950341 - - Stuffed,"72,097",5.40,5.40,1,,,,Albania
950349 - - Other,,5.00,5.00,3,,,,Albania
950350 - Toy musical instruments and apparatus,,4.80,4.80,1,,,,Albania
950360 - Puzzles,,5.40,5.40,2,,,,Albania
"950370 - Other toys, put up in sets or outfits",,5.40,5.40,1,,,,Albania
"950380 - Other toys and models, incorporating a motor",,5.10,5.10,2,,,,Albania
950390 - Other,,5.03,5.03,8,,,,Albania
950410 - Video games of a kind used with a television receiver,,3.40,3.40,1,,,,Albania
950420 - Articles and accessories for billiards,,3.40,3.40,2,,,,Albania
"950430 - Other games, coin- or disc-operated, other than bowling alley equipment",702,3.40,3.40,4,,,,Albania
950440 - Playing cards,,3.20,3.20,1,,,,Albania
950490 - Other,"47,891",3.40,3.40,2,,,,Albania
950510 - Articles for Christmas festivities,,3.55,3.55,2,,,,Albania
950590 - Other,"62,047",3.40,3.40,1,,,,Albania
950611 - - Skis,,4.20,4.20,2,,,,Albania
950612 - - Ski-fastenings (ski-bindings),,4.20,4.20,1,,,,Albania
950619 - - Other,,3.40,3.40,1,,,,Albania
950621 - - Sailboards,,3.40,3.40,1,,,,Albania
950629 - - Other,,3.40,3.40,1,,,,Albania
"950631 - - Clubs, complete",,3.40,3.40,1,,,,Albania
950632 - - Balls,,3.40,3.40,1,,,,Albania
950639 - - Other,,3.40,3.40,2,,,,Albania
950640 - Articles and equipment for table-tennis,,3.25,3.25,2,,,,Albania
"950651 - - Lawn-tennis rackets, whether or not strung",,5.20,5.20,1,,,,Albania
950659 - - Other,,3.40,3.40,1,,,,Albania
950661 - - Lawn-tennis balls,,3.40,3.40,1,,,,Albania
950662 - - Inflatable,,3.40,3.40,2,,,,Albania
950669 - - Other,,1.70,1.70,2,,,,Albania
"950670 - Ice skates and roller skates, including skating boots with skates attached",,2.27,2.27,3,,,,Albania
"950691 - - Articles and equipment for general physical exercise, gymnastics or athletics",,3.40,3.40,1,,,,Albania
950699 - - Other,,1.70,1.70,2,,,,Albania
