Importer,Year,Value,Ad val. duties,Number of lines,Brazil
,(US$),Simple average,MFN duties,Pref. duties,Brazil
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Brazil
390690 - Other,,0.93,0.93,7,,,,Brazil
390710 - Polyacetals,,6.50,6.50,1,,,,Brazil
390720 - Other polyethers,,4.88,4.88,4,,,,Brazil
390730 - Epoxide resins,,6.50,6.50,1,,,,Brazil
390740 - Polycarbonates,,6.50,6.50,1,,,,Brazil
390750 - Alkyd resins,,6.50,6.50,1,,,,Brazil
390761 - - Having a viscosity number of 78 ml/g or higher,,6.50,6.50,1,,,,Brazil
390769 - - Other,,6.50,6.50,1,,,,Brazil
390770 - Poly(lactic acid),,0.00,0.00,1,,,,Brazil
390791 - - Unsaturated,,6.50,6.50,2,,,,Brazil
390799 - - Other,,3.27,3.27,3,,,,Brazil
"390810 - Polyamide-6, -11, -12, -6,6, -6,9, -6,10 or -6,12",,6.50,6.50,1,,,,Brazil
390890 - Other,,6.50,6.50,1,,,,Brazil
390910 - Urea resins; thiourea resins,,6.50,6.50,1,,,,Brazil
390920 - Melamine resins,,6.50,6.50,1,,,,Brazil
"390931 - - Poly(methylene phenyl isocyanate) (crude MDI, polymeric MDI)",,6.50,6.50,1,,,,Brazil
390939 - - Other,,6.50,6.50,1,,,,Brazil
390940 - Phenolic resins,,6.50,6.50,1,,,,Brazil
390950 - Polyurethanes,,3.25,3.25,2,,,,Brazil
391000 Silicones in primary forms.,,6.50,6.50,1,,,,Brazil
"391110 - Petroleum resins, coumarone, indene or coumarone-indene resins and polyterpenes",,6.50,6.50,1,,,,Brazil
391190 - Other,,3.30,3.30,5,,,,Brazil
391211 - - Non-plasticised,,6.50,6.50,1,,,,Brazil
391212 - - Plasticised,,6.50,6.50,1,,,,Brazil
391220 - Cellulose nitrates (including collodions),,6.33,6.33,3,,,,Brazil
391231 - - Carboxymethylcellulose and its salts,,6.50,6.50,1,,,,Brazil
391239 - - Other,,3.25,3.25,2,,,,Brazil
391290 - Other,,6.45,6.45,2,,,,Brazil
"391310 - Alginic acid, its salts and esters",,5.00,5.00,1,,,,Brazil
391390 - Other,,6.50,6.50,1,,,,Brazil
"391400 Ion-exchangers based on polymers of headings 39.01 to 39.13, in primary forms.",,6.50,6.50,1,,,,Brazil
391510 - Of polymers of ethylene,,6.50,6.50,1,,,,Brazil
391520 - Of polymers of styrene,,6.50,6.50,1,,,,Brazil
391530 - Of polymers of vinyl chloride,,6.50,6.50,1,,,,Brazil
391590 - Of other plastics,,6.50,6.50,2,,,,Brazil
391610 - Of polymers of ethylene,,6.50,6.50,1,,,,Brazil
391620 - Of polymers of vinyl chloride,,6.50,6.50,1,,,,Brazil
391690 - Of other plastics,,6.50,6.50,3,,,,Brazil
391710 - Artificial guts (sausage casings) of hardened protein or of cellulosic materials,,5.90,5.90,2,,,,Brazil
391721 - - Of polymers of ethylene,,6.50,6.50,2,,,,Brazil
391722 - - Of polymers of propylene,,6.50,6.50,2,,,,Brazil
391723 - - Of polymers of vinyl chloride,,6.50,6.50,2,,,,Brazil
391729 - - Of other plastics,,6.50,6.50,1,,,,Brazil
"391731 - - Flexible tubes, pipes and hoses, having a minimum burst pressure of 27.6 MPa",,6.50,6.50,1,,,,Brazil
"391732 - - Other, not reinforced or otherwise combined with other materials, without fittings",,6.50,6.50,1,,,,Brazil
"391733 - - Other, not reinforced or otherwise combined with other materials, with fittings",,6.50,6.50,1,,,,Brazil
391739 - - Other,,6.50,6.50,1,,,,Brazil
391740 - Fittings,,6.50,6.50,1,,,,Brazil
391810 - Of polymers of vinyl chloride,,6.50,6.50,2,,,,Brazil
391890 - Of other plastics,,6.50,6.50,1,,,,Brazil
391910 - In rolls of a width not exceeding 20 cm,,6.35,6.35,4,,,,Brazil
391990 - Other,,3.25,3.25,2,,,,Brazil
392010 - Of polymers of ethylene,,4.64,4.64,7,,,,Brazil
392020 - Of polymers of propylene,,6.50,6.50,3,,,,Brazil
392030 - Of polymers of styrene,,6.50,6.50,1,,,,Brazil
392043 - - Containing by weight not less than 6 % of plasticisers,,6.50,6.50,2,,,,Brazil
392049 - - Other,,6.50,6.50,2,,,,Brazil
392051 - - Of poly(methyl methacrylate),,6.50,6.50,1,,,,Brazil
392059 - - Other,,3.25,3.25,2,,,,Brazil
392061 - - Of polycarbonates,,6.50,6.50,1,,,,Brazil
392062 - - Of poly(ethylene terephthalate),,4.33,4.33,3,,,,Brazil
392063 - - Of unsaturated polyesters,,6.50,6.50,1,,,,Brazil
392069 - - Of other polyesters,,6.50,6.50,1,,,,Brazil
392071 - - Of regenerated cellulose,,6.50,6.50,1,,,,Brazil
392073 - - Of cellulose acetate,,6.40,6.40,2,,,,Brazil
392079 - - Of other cellulose derivatives,,6.10,6.10,2,,,,Brazil
392091 - - Of poly(vinyl butyral),,6.10,6.10,1,,,,Brazil
392092 - - Of polyamides,,6.50,6.50,1,,,,Brazil
392093 - - Of amino-resins,,6.50,6.50,1,,,,Brazil
392094 - - Of phenolic resins,,6.50,6.50,1,,,,Brazil
392099 - - Of other plastics,,3.25,3.25,6,,,,Brazil
392111 - - Of polymers of styrene,,6.50,6.50,1,,,,Brazil
392112 - - Of polymers of vinyl chloride,,6.50,6.50,1,,,,Brazil
392113 - - Of polyurethanes,,6.50,6.50,2,,,,Brazil
392114 - - Of regenerated cellulose,,6.50,6.50,1,,,,Brazil
392119 - - Of other plastics,,6.50,6.50,1,,,,Brazil
392190 - Other,,6.50,6.50,8,,,,Brazil
"392210 - Baths, shower-baths, sinks and wash-basins",,6.50,6.50,1,,,,Brazil
392220 - Lavatory seats and covers,,6.50,6.50,1,,,,Brazil
392290 - Other,,6.50,6.50,1,,,,Brazil
"392310 - Boxes, cases, crates and similar articles",,3.25,3.25,2,,,,Brazil
392321 - - Of polymers of ethylene,,6.50,6.50,1,,,,Brazil
392329 - - Of other plastics,,6.50,6.50,2,,,,Brazil
"392330 - Carboys, bottles, flasks and similar articles",,6.50,6.50,2,,,,Brazil
"392340 - Spools, cops, bobbins and similar supports",,5.90,5.90,2,,,,Brazil
"392350 - Stoppers, lids, caps and other closures",,6.50,6.50,2,,,,Brazil
392390 - Other,,6.50,6.50,1,,,,Brazil
392410 - Tableware and kitchenware,,6.50,6.50,1,,,,Brazil
392490 - Other,,6.50,6.50,1,,,,Brazil
"392510 - Reservoirs, tanks, vats and similar containers, of a capacity exceeding 300 l",,6.50,6.50,1,,,,Brazil
"392520 - Doors, windows and their frames and thresholds for doors",,6.50,6.50,1,,,,Brazil
"392530 - Shutters, blinds (including Venetian blinds) and similar articles and parts thereof",,6.50,6.50,1,,,,Brazil
392590 - Other,,6.50,6.50,3,,,,Brazil
392610 - Office or school supplies,,6.50,6.50,1,,,,Brazil
"392620 - Articles of apparel and clothing accessories (including gloves, mittens and mitts)",,6.50,6.50,1,,,,Brazil
"392630 - Fittings for furniture, coachwork or the like",,6.50,6.50,1,,,,Brazil
392640 - Statuettes and other ornamental articles,,6.50,6.50,1,,,,Brazil
392690 - Other,,6.50,6.50,3,,,,Brazil
,2017,"527,853,448",5.49,5.49,210,,,,Brazil
390110 - Polyethylene having a specific gravity of less than 0.94,"203,895,413",6.50,6.50,2,,,,Brazil
390120 - Polyethylene having a specific gravity of 0.94 or more,"74,277,901",3.25,3.25,2,,,,Brazil
390130 - Ethylene-vinyl acetate copolymers,"3,548,556",6.50,6.50,1,,,,Brazil
"390140 - Ethylene-alpha-olefin copolymers, having a specific gravity of less than 0.94","2,591",6.50,6.50,1,,,,Brazil
390190 - Other,"45,564",3.25,3.25,2,,,,Brazil
390210 - Polypropylene,"88,047,324",6.50,6.50,1,,,,Brazil
390220 - Polyisobutylene,"4,253,990",6.50,6.50,1,,,,Brazil
390230 - Propylene copolymers,"58,065,858",6.50,6.50,1,,,,Brazil
390290 - Other,"18,315",2.17,2.17,3,,,,Brazil
390311 - - Expansible,825,6.50,6.50,1,,,,Brazil
390319 - - Other,"335,706",6.50,6.50,1,,,,Brazil
390320 - Styrene-acrylonitrile (SAN) copolymers,32,6.50,6.50,1,,,,Brazil
390330 - Acrylonitrile-butadiene-styrene (ABS) copolymers,"3,390",6.50,6.50,1,,,,Brazil
390390 - Other,"203,630",2.17,2.17,3,,,,Brazil
"390410 - Poly(vinyl chloride), not mixed with any other substances","1,847",6.50,6.50,1,,,,Brazil
390421 - - Non-plasticised,741,6.50,6.50,1,,,,Brazil
390422 - - Plasticised,"17,465",6.50,6.50,1,,,,Brazil
390430 - Vinyl chloride-vinyl acetate copolymers,,6.50,6.50,1,,,,Brazil
390440 - Other vinyl chloride copolymers,,6.50,6.50,1,,,,Brazil
390450 - Vinylidene chloride polymers,,3.25,3.25,2,,,,Brazil
390461 - - Polytetrafluoroethylene,"51,888",6.50,6.50,1,,,,Brazil
390469 - - Other,"10,162",4.33,4.33,3,,,,Brazil
390490 - Other,"1,322",6.50,6.50,1,,,,Brazil
390512 - - In aqueous dispersion,167,6.50,6.50,1,,,,Brazil
390519 - - Other,331,6.50,6.50,1,,,,Brazil
390521 - - In aqueous dispersion,,6.50,6.50,1,,,,Brazil
390529 - - Other,829,6.50,6.50,1,,,,Brazil
"390530 - Poly(vinyl alcohol), whether or not containing unhydrolysed acetate groups","1,219",6.50,6.50,1,,,,Brazil
390591 - - Copolymers,"8,269",6.50,6.50,1,,,,Brazil
390599 - - Other,"4,191",3.25,3.25,2,,,,Brazil
390610 - Poly(methyl methacrylate),"589,579",6.50,6.50,1,,,,Brazil
390690 - Other,"1,728,821",0.93,0.93,7,,,,Brazil
390710 - Polyacetals,705,6.50,6.50,1,,,,Brazil
390720 - Other polyethers,"366,663",4.88,4.88,4,,,,Brazil
390730 - Epoxide resins,"46,542",6.50,6.50,1,,,,Brazil
390740 - Polycarbonates,"90,026",6.50,6.50,1,,,,Brazil
390750 - Alkyd resins,"125,821",6.50,6.50,1,,,,Brazil
390761 - - Having a viscosity number of 78 ml/g or higher,"147,510",6.50,6.50,1,,,,Brazil
390769 - - Other,"101,054",6.50,6.50,1,,,,Brazil
390770 - Poly(lactic acid),"1,287",0.00,0.00,1,,,,Brazil
390791 - - Unsaturated,"56,579",6.50,6.50,2,,,,Brazil
390799 - - Other,"90,000",3.80,3.80,3,,,,Brazil
"390810 - Polyamide-6, -11, -12, -6,6, -6,9, -6,10 or -6,12","5,383,073",6.50,6.50,1,,,,Brazil
390890 - Other,"141,636",6.50,6.50,1,,,,Brazil
390910 - Urea resins; thiourea resins,509,6.50,6.50,1,,,,Brazil
390920 - Melamine resins,"71,836",6.50,6.50,1,,,,Brazil
"390931 - - Poly(methylene phenyl isocyanate) (crude MDI, polymeric MDI)",610,6.50,6.50,1,,,,Brazil
390939 - - Other,292,6.50,6.50,1,,,,Brazil
390940 - Phenolic resins,"543,768",6.50,6.50,1,,,,Brazil
390950 - Polyurethanes,"960,590",3.25,3.25,2,,,,Brazil
391000 Silicones in primary forms.,"709,270",6.50,6.50,1,,,,Brazil
"391110 - Petroleum resins, coumarone, indene or coumarone-indene resins and polyterpenes","1,775,467",6.50,6.50,1,,,,Brazil
391190 - Other,"5,823",3.30,3.30,5,,,,Brazil
391211 - - Non-plasticised,436,6.50,6.50,1,,,,Brazil
391212 - - Plasticised,,6.50,6.50,1,,,,Brazil
391220 - Cellulose nitrates (including collodions),"14,752,376",6.33,6.33,3,,,,Brazil
391231 - - Carboxymethylcellulose and its salts,"1,060,137",6.50,6.50,1,,,,Brazil
391239 - - Other,"1,657",3.25,3.25,2,,,,Brazil
391290 - Other,"3,102,471",6.45,6.45,2,,,,Brazil
"391310 - Alginic acid, its salts and esters",397,5.00,5.00,1,,,,Brazil
391390 - Other,"125,637",6.50,6.50,1,,,,Brazil
"391400 Ion-exchangers based on polymers of headings 39.01 to 39.13, in primary forms.",114,6.50,6.50,1,,,,Brazil
391510 - Of polymers of ethylene,"8,633",6.50,6.50,1,,,,Brazil
391520 - Of polymers of styrene,,6.50,6.50,1,,,,Brazil
391530 - Of polymers of vinyl chloride,1,6.50,6.50,1,,,,Brazil
391590 - Of other plastics,"267,279",6.50,6.50,2,,,,Brazil
391610 - Of polymers of ethylene,267,6.50,6.50,1,,,,Brazil
391620 - Of polymers of vinyl chloride,"5,631",6.50,6.50,1,,,,Brazil
391690 - Of other plastics,"264,592",6.50,6.50,3,,,,Brazil
391710 - Artificial guts (sausage casings) of hardened protein or of cellulosic materials,"5,476",5.90,5.90,2,,,,Brazil
391721 - - Of polymers of ethylene,"9,955",6.50,6.50,2,,,,Brazil
391722 - - Of polymers of propylene,"24,188",6.50,6.50,2,,,,Brazil
391723 - - Of polymers of vinyl chloride,"11,880",6.50,6.50,2,,,,Brazil
391729 - - Of other plastics,"333,489",6.50,6.50,1,,,,Brazil
"391731 - - Flexible tubes, pipes and hoses, having a minimum burst pressure of 27.6 MPa","149,954",6.50,6.50,1,,,,Brazil
"391732 - - Other, not reinforced or otherwise combined with other materials, without fittings","2,096,025",6.50,6.50,1,,,,Brazil
"391733 - - Other, not reinforced or otherwise combined with other materials, with fittings","6,287",6.50,6.50,1,,,,Brazil
391739 - - Other,"1,148,860",6.50,6.50,1,,,,Brazil
391740 - Fittings,"271,064",6.50,6.50,1,,,,Brazil
391810 - Of polymers of vinyl chloride,"20,398",6.50,6.50,2,,,,Brazil
391890 - Of other plastics,"273,332",6.50,6.50,1,,,,Brazil
391910 - In rolls of a width not exceeding 20 cm,"455,698",6.35,6.35,4,,,,Brazil
391990 - Other,"881,251",3.25,3.25,2,,,,Brazil
392010 - Of polymers of ethylene,"21,251,493",4.64,4.64,7,,,,Brazil
392020 - Of polymers of propylene,"640,821",6.50,6.50,3,,,,Brazil
392030 - Of polymers of styrene,"35,027",6.50,6.50,1,,,,Brazil
392043 - - Containing by weight not less than 6 % of plasticisers,"58,391",6.50,6.50,2,,,,Brazil
392049 - - Other,"36,258",6.50,6.50,2,,,,Brazil
392051 - - Of poly(methyl methacrylate),"1,199",6.50,6.50,1,,,,Brazil
392059 - - Other,"39,705",3.25,3.25,2,,,,Brazil
392061 - - Of polycarbonates,"3,768",6.50,6.50,1,,,,Brazil
392062 - - Of poly(ethylene terephthalate),"3,350,476",4.33,4.33,3,,,,Brazil
392063 - - Of unsaturated polyesters,,6.50,6.50,1,,,,Brazil
392069 - - Of other polyesters,"22,813",6.50,6.50,1,,,,Brazil
392071 - - Of regenerated cellulose,,6.50,6.50,1,,,,Brazil
392073 - - Of cellulose acetate,292,6.40,6.40,2,,,,Brazil
392079 - - Of other cellulose derivatives,141,6.10,6.10,2,,,,Brazil
392091 - - Of poly(vinyl butyral),"4,149",6.10,6.10,1,,,,Brazil
392092 - - Of polyamides,"1,206",6.50,6.50,1,,,,Brazil
392093 - - Of amino-resins,,6.50,6.50,1,,,,Brazil
392094 - - Of phenolic resins,"24,090",6.50,6.50,1,,,,Brazil
392099 - - Of other plastics,"1,308,506",3.25,3.25,6,,,,Brazil
392111 - - Of polymers of styrene,2,6.50,6.50,1,,,,Brazil
392112 - - Of polymers of vinyl chloride,"40,316",6.50,6.50,1,,,,Brazil
392113 - - Of polyurethanes,"16,080",6.50,6.50,2,,,,Brazil
392114 - - Of regenerated cellulose,,6.50,6.50,1,,,,Brazil
392119 - - Of other plastics,"58,257",6.50,6.50,1,,,,Brazil
392190 - Other,"4,588,133",6.50,6.50,8,,,,Brazil
"392210 - Baths, shower-baths, sinks and wash-basins","17,271",6.50,6.50,1,,,,Brazil
392220 - Lavatory seats and covers,"15,548",6.50,6.50,1,,,,Brazil
392290 - Other,"6,742",6.50,6.50,1,,,,Brazil
"392310 - Boxes, cases, crates and similar articles","1,074,080",3.25,3.25,2,,,,Brazil
392321 - - Of polymers of ethylene,"1,943,597",6.50,6.50,1,,,,Brazil
392329 - - Of other plastics,"280,701",6.50,6.50,2,,,,Brazil
"392330 - Carboys, bottles, flasks and similar articles","1,076,981",6.50,6.50,2,,,,Brazil
"392340 - Spools, cops, bobbins and similar supports","102,653",5.90,5.90,2,,,,Brazil
"392350 - Stoppers, lids, caps and other closures","932,253",6.50,6.50,2,,,,Brazil
392390 - Other,"3,768,385",6.50,6.50,1,,,,Brazil
392410 - Tableware and kitchenware,"218,473",6.50,6.50,1,,,,Brazil
392490 - Other,"261,587",6.50,6.50,1,,,,Brazil
"392510 - Reservoirs, tanks, vats and similar containers, of a capacity exceeding 300 l","1,931",6.50,6.50,1,,,,Brazil
"392520 - Doors, windows and their frames and thresholds for doors","22,644",6.50,6.50,1,,,,Brazil
"392530 - Shutters, blinds (including Venetian blinds) and similar articles and parts thereof",540,6.50,6.50,1,,,,Brazil
392590 - Other,"1,292,539",6.50,6.50,3,,,,Brazil
392610 - Office or school supplies,"87,446",6.50,6.50,1,,,,Brazil
"392620 - Articles of apparel and clothing accessories (including gloves, mittens and mitts)","22,521",6.50,6.50,1,,,,Brazil
"392630 - Fittings for furniture, coachwork or the like","248,030",6.50,6.50,1,,,,Brazil
392640 - Statuettes and other ornamental articles,"130,273",6.50,6.50,1,,,,Brazil
392690 - Other,"13,855,662",6.50,6.50,3,,,,Brazil
,2016,"501,976,350",5.53,5.53,205,,,,Brazil
390110 - Polyethylene having a specific gravity of less than 0.94,"166,250,595",6.50,6.50,2,,,,Brazil
390120 - Polyethylene having a specific gravity of 0.94 or more,"104,896,224",3.25,3.25,2,,,,Brazil
390130 - Ethylene-vinyl acetate copolymers,"9,337,658",6.50,6.50,1,,,,Brazil
390190 - Other,"2,886",3.25,3.25,2,,,,Brazil
390210 - Polypropylene,"79,303,123",6.50,6.50,1,,,,Brazil
390220 - Polyisobutylene,"3,240,100",6.50,6.50,1,,,,Brazil
390230 - Propylene copolymers,"50,957,852",6.50,6.50,1,,,,Brazil
390290 - Other,"22,229",2.17,2.17,3,,,,Brazil
390311 -- Expansible,,6.50,6.50,1,,,,Brazil
390319 -- Other,"447,299",6.50,6.50,1,,,,Brazil
390320 - Styrene-acrylonitrile (SAN) copolymers,,6.50,6.50,1,,,,Brazil
390330 - Acrylonitrile-butadiene-styrene (ABS) copolymers,"7,161",6.50,6.50,1,,,,Brazil
390390 - Other,"260,643",2.17,2.17,3,,,,Brazil
"390410 - Poly(vinyl chloride), not mixed with any other substances","184,141",6.50,6.50,1,,,,Brazil
390421 -- Non-plasticised,"10,362",6.50,6.50,1,,,,Brazil
390422 -- Plasticised,"18,446",6.50,6.50,1,,,,Brazil
390430 - Vinyl chloride-vinyl acetate copolymers,,6.50,6.50,1,,,,Brazil
390440 - Other vinyl chloride copolymers,,6.50,6.50,1,,,,Brazil
390450 - Vinylidene chloride polymers,,3.25,3.25,2,,,,Brazil
390461 -- Polytetrafluoroethylene,634,6.50,6.50,1,,,,Brazil
390469 -- Other,"1,650,770",4.33,4.33,3,,,,Brazil
390490 - Other,"3,022",6.50,6.50,1,,,,Brazil
390512 -- In aqueous dispersion,,6.50,6.50,1,,,,Brazil
390519 -- Other,,6.50,6.50,1,,,,Brazil
390521 -- In aqueous dispersion,96,6.50,6.50,1,,,,Brazil
390529 -- Other,90,6.50,6.50,1,,,,Brazil
"390530 - Poly(vinyl alcohol), whether or not containing unhydrolysed acetate groups",648,6.50,6.50,1,,,,Brazil
390591 -- Copolymers,,6.50,6.50,1,,,,Brazil
390599 -- Other,174,3.25,3.25,2,,,,Brazil
390610 - Poly(methyl methacrylate),"283,846",6.50,6.50,1,,,,Brazil
390690 - Other,"429,461",0.93,0.93,7,,,,Brazil
390710 - Polyacetals,"3,272",6.50,6.50,1,,,,Brazil
390720 - Other polyethers,"175,049",4.88,4.88,4,,,,Brazil
390730 - Epoxide resins,"134,182",6.50,6.50,1,,,,Brazil
390740 - Polycarbonates,"18,376",6.50,6.50,1,,,,Brazil
390750 - Alkyd resins,"145,576",6.50,6.50,1,,,,Brazil
390760 - Poly(ethylene terephthalate),"27,921",6.50,6.50,2,,,,Brazil
390770 - Poly(lactic acid),,0.00,0.00,1,,,,Brazil
390791 -- Unsaturated,"529,447",6.50,6.50,2,,,,Brazil
390799 -- Other,"70,973",3.25,3.25,2,,,,Brazil
"390810 - Polyamide-6, -11, -12, -6,6, -6,9, -6,10 or -6,12","3,960,062",6.50,6.50,1,,,,Brazil
390890 - Other,"359,180",6.50,6.50,1,,,,Brazil
390910 - Urea resins; thiourea resins,"11,295",6.50,6.50,1,,,,Brazil
390920 - Melamine resins,"20,443",6.50,6.50,1,,,,Brazil
390930 - Other amino-resins,"2,071",6.50,6.50,1,,,,Brazil
390940 - Phenolic resins,"515,637",6.50,6.50,1,,,,Brazil
390950 - Polyurethanes,"841,935",3.25,3.25,2,,,,Brazil
391000 Silicones in primary forms.,"605,113",6.50,6.50,1,,,,Brazil
"391110 - Petroleum resins, coumarone, indene or coumarone-indene resins and polyterpenes","2,464,588",6.50,6.50,1,,,,Brazil
391190 - Other,"153,375",3.30,3.30,5,,,,Brazil
391211 -- Non-plasticised,91,6.50,6.50,1,,,,Brazil
391212 -- Plasticised,,6.50,6.50,1,,,,Brazil
391220 - Cellulose nitrates (including collodions),"13,960,396",6.33,6.33,3,,,,Brazil
391231 -- Carboxymethylcellulose and its salts,"1,233,032",6.50,6.50,1,,,,Brazil
391239 -- Other,"1,853",3.25,3.25,2,,,,Brazil
391290 - Other,"2,564,596",6.45,6.45,2,,,,Brazil
"391310 - Alginic acid, its salts and esters","3,042",5.00,5.00,1,,,,Brazil
391390 - Other,"223,322",6.50,6.50,1,,,,Brazil
"391400 Ion-exchangers based on polymers of headings 39.01 to 39.13, in primary forms.",135,6.50,6.50,1,,,,Brazil
391510 - Of polymers of ethylene,37,6.50,6.50,1,,,,Brazil
391520 - Of polymers of styrene,,6.50,6.50,1,,,,Brazil
391530 - Of polymers of vinyl chloride,,6.50,6.50,1,,,,Brazil
391590 - Of other plastics,"62,252",6.50,6.50,2,,,,Brazil
391610 - Of polymers of ethylene,"31,672",6.50,6.50,1,,,,Brazil
391620 - Of polymers of vinyl chloride,"33,780",6.50,6.50,1,,,,Brazil
391690 - Of other plastics,"132,332",6.50,6.50,3,,,,Brazil
391710 - Artificial guts (sausage casings) of hardened protein or of cellulosic materials,"19,558",5.90,5.90,2,,,,Brazil
391721 -- Of polymers of ethylene,"31,035",6.50,6.50,2,,,,Brazil
391722 -- Of polymers of propylene,"27,062",6.50,6.50,2,,,,Brazil
391723 -- Of polymers of vinyl chloride,"6,474",6.50,6.50,2,,,,Brazil
391729 -- Of other plastics,"356,609",6.50,6.50,1,,,,Brazil
"391731 -- Flexible tubes, pipes and hoses, having a minimum burst pressure of 27.6 MPa","48,926",6.50,6.50,1,,,,Brazil
"391732 -- Other, not reinforced or otherwise combined with other materials, without fittings","2,128,831",6.50,6.50,1,,,,Brazil
"391733 -- Other, not reinforced or otherwise combined with other materials, with fittings","5,267",6.50,6.50,1,,,,Brazil
391739 -- Other,"162,923",6.50,6.50,1,,,,Brazil
391740 - Fittings,"173,335",6.50,6.50,1,,,,Brazil
391810 - Of polymers of vinyl chloride,"20,512",6.50,6.50,2,,,,Brazil
391890 - Of other plastics,"10,065",6.50,6.50,1,,,,Brazil
391910 - In rolls of a width not exceeding 20 cm,"289,776",6.35,6.35,4,,,,Brazil
391990 - Other,"1,309,065",6.50,6.50,1,,,,Brazil
392010 - Of polymers of ethylene,"20,155,248",4.64,4.64,7,,,,Brazil
392020 - Of polymers of propylene,"351,994",6.50,6.50,3,,,,Brazil
392030 - Of polymers of styrene,"56,352",6.50,6.50,1,,,,Brazil
392043 -- Containing by weight not less than 6 % of plasticisers,"46,517",6.50,6.50,2,,,,Brazil
392049 -- Other,"97,119",6.50,6.50,2,,,,Brazil
392051 -- Of poly(methyl methacrylate),"64,833",6.50,6.50,1,,,,Brazil
392059 -- Other,"55,034",3.25,3.25,2,,,,Brazil
392061 -- Of polycarbonates,"18,662",6.50,6.50,1,,,,Brazil
392062 -- Of poly(ethylene terephthalate),"4,830,101",4.33,4.33,3,,,,Brazil
392063 -- Of unsaturated polyesters,,6.50,6.50,1,,,,Brazil
392069 -- Of other polyesters,"18,438",6.50,6.50,1,,,,Brazil
392071 -- Of regenerated cellulose,,6.50,6.50,1,,,,Brazil
392073 -- Of cellulose acetate,,6.40,6.40,2,,,,Brazil
392079 -- Of other cellulose derivatives,793,6.10,6.10,2,,,,Brazil
392091 -- Of poly(vinyl butyral),"95,977",6.10,6.10,1,,,,Brazil
392092 -- Of polyamides,824,6.50,6.50,1,,,,Brazil
392093 -- Of amino-resins,,6.50,6.50,1,,,,Brazil
392094 -- Of phenolic resins,"12,540",6.50,6.50,1,,,,Brazil
392099 -- Of other plastics,"78,410",3.25,3.25,6,,,,Brazil
392111 -- Of polymers of styrene,686,6.50,6.50,1,,,,Brazil
392112 -- Of polymers of vinyl chloride,"245,101",6.50,6.50,1,,,,Brazil
392113 -- Of polyurethanes,"30,051",6.50,6.50,2,,,,Brazil
392114 -- Of regenerated cellulose,,6.50,6.50,1,,,,Brazil
392119 -- Of other plastics,"16,432",6.50,6.50,1,,,,Brazil
392190 - Other,"6,814,206",6.50,6.50,8,,,,Brazil
"392210 - Baths, shower-baths, sinks and wash-basins","80,235",6.50,6.50,1,,,,Brazil
392220 - Lavatory seats and covers,"19,659",6.50,6.50,1,,,,Brazil
392290 - Other,"20,060",6.50,6.50,1,,,,Brazil
