Importer,Year,Value,Ad val. duties,Number of lines,South Africa
,(US$),Simple average,MFN duties,Pref. duties,South Africa
,MFN,Best,All items,Non ad val.,All items,Non ad val.,South Africa
Brazil,"25,182,757",,,,,,,South Africa
,2018,,9.85,9.85,82,,,,South Africa
080111 - - Desiccated,,10.00,10.00,1,,,,South Africa
080112 - - In the inner shell (endocarp),,10.00,10.00,1,,,,South Africa
080119 - - Other,,10.00,10.00,1,,,,South Africa
080121 - - In shell,,10.00,10.00,1,,,,South Africa
080122 - - Shelled,,10.00,10.00,1,,,,South Africa
080131 - - In shell,,10.00,10.00,1,,,,South Africa
080132 - - Shelled,,10.00,10.00,1,,,,South Africa
080211 - - In shell,,10.00,10.00,1,,,,South Africa
080212 - - Shelled,,10.00,10.00,1,,,,South Africa
080221 - - In shell,,6.00,6.00,1,,,,South Africa
080222 - - Shelled,,2.00,2.00,1,,,,South Africa
080231 - - In shell,,10.00,10.00,1,,,,South Africa
080232 - - Shelled,,10.00,10.00,1,,,,South Africa
080241 - - In shell,,10.00,10.00,1,,,,South Africa
080242 - - Shelled,,10.00,10.00,1,,,,South Africa
080251 - - In shell,,10.00,10.00,1,,,,South Africa
080252 - - Shelled,,10.00,10.00,1,,,,South Africa
080261 - - In shell,,10.00,10.00,1,,,,South Africa
080262 - - Shelled,,10.00,10.00,1,,,,South Africa
080270 - Kola nuts (Cola spp.),,10.00,10.00,1,,,,South Africa
080280 - Areca nuts,,10.00,10.00,1,,,,South Africa
080290 - Other,,10.00,10.00,1,,,,South Africa
080310 - Plantains,,10.00,10.00,1,,,,South Africa
080390 - Other,,10.00,10.00,1,,,,South Africa
080410 - Dates,,10.00,10.00,2,,,,South Africa
080420 - Figs,,10.00,10.00,2,,,,South Africa
080430 - Pineapples,,10.00,10.00,1,,,,South Africa
080440 - Avocados,,10.00,10.00,1,,,,South Africa
"080450 - Guavas, mangoes and mangosteens",,10.00,10.00,3,,,,South Africa
080510 - Oranges,,10.00,10.00,1,,,,South Africa
080521 - - Mandarins (including tangerines and satsumas),,10.00,10.00,1,,,,South Africa
080522 - - Clementines,,10.00,10.00,1,,,,South Africa
080529 - - Other,,10.00,10.00,1,,,,South Africa
"080540 - Grapefruit, including pomelos",,10.00,10.00,1,,,,South Africa
"080550 - Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia, Citrus latifolia)",,10.00,10.00,1,,,,South Africa
080590 - Other,,10.00,10.00,1,,,,South Africa
080610 - Fresh,,10.00,10.00,1,,,,South Africa
080620 - Dried,,10.00,10.00,1,,,,South Africa
080711 - - Watermelons,,10.00,10.00,1,,,,South Africa
080719 - - Other,,10.00,10.00,1,,,,South Africa
080720 - Papaws (papayas),,10.00,10.00,1,,,,South Africa
080810 - Apples,,10.00,10.00,1,,,,South Africa
080830 - Pears,,10.00,10.00,1,,,,South Africa
080840 - Quinces,,10.00,10.00,1,,,,South Africa
080910 - Apricots,,10.00,10.00,1,,,,South Africa
080921 - - Sour cherries (Prunus cerasus),,10.00,10.00,1,,,,South Africa
080929 - - Other,,10.00,10.00,1,,,,South Africa
"080930 - Peaches, including nectarines",,10.00,10.00,2,,,,South Africa
080940 - Plums and sloes,,10.00,10.00,1,,,,South Africa
081010 - Strawberries,,10.00,10.00,1,,,,South Africa
"081020 - Raspberries, blackberries, mulberries and loganberries",,10.00,10.00,1,,,,South Africa
"081030 - Black, white or red currants and gooseberries",,10.00,10.00,1,,,,South Africa
"081040 - Cranberries, bilberries and other fruits of the genus Vaccinium",,10.00,10.00,1,,,,South Africa
081050 - Kiwifruit,,10.00,10.00,1,,,,South Africa
081060 - Durians,,10.00,10.00,1,,,,South Africa
081070 - Persimmons,,10.00,10.00,1,,,,South Africa
081090 - Other,,10.00,10.00,8,,,,South Africa
081110 - Strawberries,,10.00,10.00,1,,,,South Africa
"081120 - Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries",,10.00,10.00,1,,,,South Africa
081190 - Other,,10.00,10.00,1,,,,South Africa
081210 - Cherries,,10.00,10.00,1,,,,South Africa
081290 - Other,,10.00,10.00,1,,,,South Africa
081310 - Apricots,,10.00,10.00,1,,,,South Africa
081320 - Prunes,,10.00,10.00,2,,,,South Africa
081330 - Apples,,10.00,10.00,1,,,,South Africa
081340 - Other fruit,,10.00,10.00,2,,,,South Africa
081350 - Mixtures of nuts or dried fruits of this Chapter,,10.00,10.00,1,,,,South Africa
"081400 Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions.",,10.00,10.00,1,,,,South Africa
,2017,"1,406,104",10.49,10.49,75,,,,South Africa
080111 - - Desiccated,,55.00,55.00,1,,,,South Africa
080112 - - In the inner shell (endocarp),,10.00,10.00,1,,,,South Africa
080119 - - Other,,10.00,10.00,1,,,,South Africa
080121 - - In shell,,10.00,10.00,1,,,,South Africa
080122 - - Shelled,,10.00,10.00,1,,,,South Africa
080131 - - In shell,,10.00,10.00,1,,,,South Africa
080132 - - Shelled,,10.00,10.00,1,,,,South Africa
080211 - - In shell,,10.00,10.00,1,,,,South Africa
080212 - - Shelled,,10.00,10.00,1,,,,South Africa
080221 - - In shell,,6.00,6.00,1,,,,South Africa
080222 - - Shelled,,6.00,6.00,1,,,,South Africa
080231 - - In shell,,10.00,10.00,1,,,,South Africa
080232 - - Shelled,,10.00,10.00,1,,,,South Africa
080241 - - In shell,,10.00,10.00,1,,,,South Africa
080242 - - Shelled,,10.00,10.00,1,,,,South Africa
080251 - - In shell,,10.00,10.00,1,,,,South Africa
080252 - - Shelled,,10.00,10.00,1,,,,South Africa
080261 - - In shell,,10.00,10.00,1,,,,South Africa
080262 - - Shelled,"438,622",10.00,10.00,1,,,,South Africa
080270 - Kola nuts (Cola spp.),,10.00,10.00,1,,,,South Africa
080280 - Areca nuts,,10.00,10.00,1,,,,South Africa
080290 - Other,,10.00,10.00,1,,,,South Africa
080310 - Plantains,,10.00,10.00,1,,,,South Africa
080390 - Other,,10.00,10.00,1,,,,South Africa
080410 - Dates,,10.00,10.00,2,,,,South Africa
080420 - Figs,,10.00,10.00,2,,,,South Africa
080430 - Pineapples,"25,040",10.00,10.00,1,,,,South Africa
080440 - Avocados,,10.00,10.00,1,,,,South Africa
"080450 - Guavas, mangoes and mangosteens",,10.00,10.00,3,,,,South Africa
080510 - Oranges,,10.00,10.00,1,,,,South Africa
080521 - - Mandarins (including tangerines and satsumas),,10.00,10.00,1,,,,South Africa
080522 - - Clementines,,10.00,10.00,1,,,,South Africa
080529 - - Other,,10.00,10.00,1,,,,South Africa
"080540 - Grapefruit, including pomelos",,10.00,10.00,1,,,,South Africa
"080550 - Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia, Citrus latifolia)",,10.00,10.00,1,,,,South Africa
080590 - Other,,10.00,10.00,1,,,,South Africa
080610 - Fresh,,10.00,10.00,1,,,,South Africa
080620 - Dried,"942,442",10.00,10.00,1,,,,South Africa
080711 - - Watermelons,,10.00,10.00,1,,,,South Africa
080719 - - Other,,10.00,10.00,1,,,,South Africa
080720 - Papaws (papayas),,10.00,10.00,1,,,,South Africa
080810 - Apples,,10.00,10.00,1,,,,South Africa
080830 - Pears,,10.00,10.00,1,,,,South Africa
080840 - Quinces,,10.00,10.00,1,,,,South Africa
080910 - Apricots,,10.00,10.00,1,,,,South Africa
