Importer,Year,Value,Ad val. duties,Number of lines,United States of America
,(US$),Simple average,MFN duties,Pref. duties,United States of America
,MFN,Best,All items,Non ad val.,All items,Non ad val.,United States of America
"880230 - Airplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg","168,375,324",3.00,3.00,1,,,,United States of America
"880240 - Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg","4,713,605",3.00,3.00,1,,,,United States of America
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,30.00,30.00,1,,,,United States of America
880310 - Propellers and rotors and parts thereof,"62,556",3.00,3.00,1,,,,United States of America
880320 - Under-carriages and parts thereof,"131,322",3.00,3.00,1,,,,United States of America
880330 - Other parts of airplanes or helicopters,"117,871,548",3.00,3.00,1,,,,United States of America
880390 - Other,"365,448",30.00,30.00,1,,,,United States of America
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"8,597",30.00,30.00,1,,,,United States of America
880510 - Aircraft launching gear and parts thereof; deck- Arrestor or similar gear and parts thereof,"6,686",30.00,30.00,1,,,,United States of America
880521 -- Air combat simulators and parts thereof,"26,320",30.00,30.00,1,,,,United States of America
880529 -- Other,"26,320",30.00,30.00,1,,,,United States of America
,2001,"72,083,997",15.80,15.80,15,,,,United States of America
880110 - Gliders and hang gliders,,3.00,3.00,1,,,,United States of America
880190 - Other,,35.00,35.00,1,,,,United States of America
"880211 - - Of an unladen weight not exceeding 2,000 kg","592,427",3.00,3.00,1,,,,United States of America
"880212 - - Of an unladen weight exceeding 2,000 kg",,3.00,3.00,1,,,,United States of America
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.00,3.00,1,,,,United States of America
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,3.00,3.00,1,,,,United States of America
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg","37,748,485",3.00,3.00,1,,,,United States of America
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,35.00,35.00,1,,,,United States of America
880310 - Propellers and rotors and parts thereof,"129,058",3.00,3.00,1,,,,United States of America
880320 - Under-carriages and parts thereof,"68,200",3.00,3.00,1,,,,United States of America
880330 - Other parts of aeroplanes or helicopters,"32,000,196",3.00,3.00,1,,,,United States of America
880390 - Other,"1,412,001",35.00,35.00,1,,,,United States of America
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto,"100,699",35.00,35.00,1,,,,United States of America
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,"7,714",35.00,35.00,1,,,,United States of America
880520 - Ground flying trainers and parts thereof,"25,217",35.00,35.00,1,,,,United States of America
,2000,"170,747,380",16.00,16.00,15,,,,United States of America
880110 - Gliders and hang gliders,,0.00,0.00,1,,,,United States of America
880190 - Other,,38.50,38.50,1,,,,United States of America
"880211 - - Of an unladen weight not exceeding 2,000 kg",,0.00,0.00,1,,,,United States of America
"880212 - - Of an unladen weight exceeding 2,000 kg",,0.00,0.00,1,,,,United States of America
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,0.00,0.00,1,,,,United States of America
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,0.00,0.00,1,,,,United States of America
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg","145,021,242",0.00,0.00,1,,,,United States of America
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,38.50,38.50,1,,,,United States of America
880310 - Propellers and rotors and parts thereof,"237,500",3.00,3.00,1,,,,United States of America
880320 - Under-carriages and parts thereof,"307,759",3.00,3.00,1,,,,United States of America
880330 - Other parts of aeroplanes or helicopters,"23,759,496",3.00,3.00,1,,,,United States of America
880390 - Other,"1,371,687",38.50,38.50,1,,,,United States of America
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto,415,38.50,38.50,1,,,,United States of America
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,"5,264",38.50,38.50,1,,,,United States of America
880520 - Ground flying trainers and parts thereof,"44,016",38.50,38.50,1,,,,United States of America
,1999,"36,361,133",16.60,16.60,15,,,,United States of America
880110 - Gliders and hang gliders,"60,804",0.00,0.00,1,,,,United States of America
880190 - Other,,40.00,40.00,1,,,,United States of America
"880211 - - Of an unladen weight not exceeding 2,000 kg","8,655,017",0.00,0.00,1,,,,United States of America
"880212 - - Of an unladen weight exceeding 2,000 kg","1,626,793",0.00,0.00,1,,,,United States of America
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg","581,204",0.00,0.00,1,,,,United States of America
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg","2,591,063",0.00,0.00,1,,,,United States of America
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,0.00,0.00,1,,,,United States of America
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,40.00,40.00,1,,,,United States of America
880310 - Propellers and rotors and parts thereof,"152,352",3.00,3.00,1,,,,United States of America
880320 - Under-carriages and parts thereof,"33,379",3.00,3.00,1,,,,United States of America
880330 - Other parts of aeroplanes or helicopters,"22,059,706",3.00,3.00,1,,,,United States of America
880390 - Other,"534,095",40.00,40.00,1,,,,United States of America
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto,"30,015",40.00,40.00,1,,,,United States of America
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,"33,492",40.00,40.00,1,,,,United States of America
880520 - Ground flying trainers and parts thereof,"3,214",40.00,40.00,1,,,,United States of America
,1998,"59,957,695",18.60,18.60,15,,,,United States of America
880110 - Gliders and hang gliders,,0.00,0.00,1,,,,United States of America
880190 - Other,,45.00,45.00,1,,,,United States of America
"880211 - - Of an unladen weight not exceeding 2,000 kg","1,672,097",0.00,0.00,1,,,,United States of America
"880212 - - Of an unladen weight exceeding 2,000 kg","5,308,755",0.00,0.00,1,,,,United States of America
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,0.00,0.00,1,,,,United States of America
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg","18,555,665",0.00,0.00,1,,,,United States of America
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,0.00,0.00,1,,,,United States of America
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,45.00,45.00,1,,,,United States of America
880310 - Propellers and rotors and parts thereof,"45,704",3.00,3.00,1,,,,United States of America
880320 - Under-carriages and parts thereof,"227,292",3.00,3.00,1,,,,United States of America
880330 - Other parts of aeroplanes or helicopters,"33,919,002",3.00,3.00,1,,,,United States of America
880390 - Other,"224,105",45.00,45.00,1,,,,United States of America
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto,"2,981",45.00,45.00,1,,,,United States of America
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,45.00,45.00,1,,,,United States of America
880520 - Ground flying trainers and parts thereof,"2,094",45.00,45.00,1,,,,United States of America
,1997,"162,401,940",18.60,18.60,15,,,,United States of America
880110 - Gliders and hang gliders,,0.00,0.00,1,,,,United States of America
880190 - Other,"2,507",45.00,45.00,1,,,,United States of America
"880211 - - Of an unladen weight not exceeding 2,000 kg",,0.00,0.00,1,,,,United States of America
"880212 - - Of an unladen weight exceeding 2,000 kg",,0.00,0.00,1,,,,United States of America
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg","5,285,657",0.00,0.00,1,,,,United States of America
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg","23,237,379",0.00,0.00,1,,,,United States of America
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg","86,899,148",0.00,0.00,1,,,,United States of America
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,45.00,45.00,1,,,,United States of America
880310 - Propellers and rotors and parts thereof,"35,628",3.00,3.00,1,,,,United States of America
880320 - Under-carriages and parts thereof,"5,175",3.00,3.00,1,,,,United States of America
880330 - Other parts of aeroplanes or helicopters,"45,628,471",3.00,3.00,1,,,,United States of America
880390 - Other,"1,295,917",45.00,45.00,1,,,,United States of America
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto,"1,627",45.00,45.00,1,,,,United States of America
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,45.00,45.00,1,,,,United States of America
880520 - Ground flying trainers and parts thereof,"10,431",45.00,45.00,1,,,,United States of America
,1996,"389,205,410",21.80,21.80,15,,,,United States of America
880110 - Gliders and hang gliders,,0.00,0.00,1,,,,United States of America
880190 - Other,,52.00,52.00,1,,,,United States of America
"880211 - - Of an unladen weight not exceeding 2,000 kg",,0.00,0.00,1,,,,United States of America
"880212 - - Of an unladen weight exceeding 2,000 kg",,0.00,0.00,1,,,,United States of America
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg","4,778,616",0.00,0.00,1,,,,United States of America
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg","3,861,652",0.00,0.00,1,,,,United States of America
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg","360,760,267",0.00,0.00,1,,,,United States of America
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,52.00,52.00,1,,,,United States of America
880310 - Propellers and rotors and parts thereof,"4,976",5.00,5.00,1,,,,United States of America
880320 - Under-carriages and parts thereof,"48,631",5.00,5.00,1,,,,United States of America
880330 - Other parts of aeroplanes or helicopters,"19,048,086",5.00,5.00,1,,,,United States of America
880390 - Other,"532,727",52.00,52.00,1,,,,United States of America
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto,,52.00,52.00,1,,,,United States of America
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,152,52.00,52.00,1,,,,United States of America
880520 - Ground flying trainers and parts thereof,"170,303",52.00,52.00,1,,,,United States of America
