Importer,Year,Value,Ad val. duties,Number of lines,Viet Nam
,(US$),Simple average,MFN duties,Pref. duties,Viet Nam
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Viet Nam
080940 - Plums and sloes,"1,528",12.00,5.65,2,1,2,,Viet Nam
081010 - Strawberries,30,11.20,7.70,1,,1,,Viet Nam
"081020 - Raspberries, blackberries, mulberries and loganberries",265,9.20,5.70,2,,2,,Viet Nam
"081030 - Black, white or red currants and gooseberries",39,9.07,5.57,3,,3,,Viet Nam
"081040 - Cranberries, bilberries and other fruits of the genus Vaccinium","6,626",4.00,1.53,4,,3,,Viet Nam
081050 - Kiwifruit,874,8.80,5.30,1,,1,,Viet Nam
081060 - Durians,"157,126",8.80,5.30,1,,1,,Viet Nam
081070 - Persimmons,"1,205",8.80,5.30,1,,1,,Viet Nam
081090 - Other,"21,701,347",4.40,2.65,2,,1,,Viet Nam
081110 - Strawberries,"1,105",17.60,17.60,3,1,,,Viet Nam
"081120 - Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries","1,030",14.67,14.67,7,1,,,Viet Nam
081190 - Other,"16,402,130",10.75,5.20,10,2,8,2,Viet Nam
081210 - Cherries,,8.80,5.30,1,,1,,Viet Nam
081290 - Other,"19,866",7.16,3.76,5,,5,,Viet Nam
081310 - Apricots,"1,476",5.60,2.10,1,,1,,Viet Nam
081320 - Prunes,"383,873",9.60,6.10,1,,1,,Viet Nam
081330 - Apples,7,3.20,0.00,1,,1,,Viet Nam
081340 - Other fruit,"1,274,156",3.28,1.00,5,,4,,Viet Nam
081350 - Mixtures of nuts or dried fruits of this Chapter,"35,449",6.86,3.01,7,,7,,Viet Nam
"081400 Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions.","58,978",1.60,0.00,1,,1,,Viet Nam
,2016,"767,916,951",6.67,4.49,124,23,82,2,Viet Nam
080111 -- Desiccated,"3,262,926",0.00,0.00,1,,,,Viet Nam
080112 -- In the inner shell (endocarp),"266,320",0.00,0.00,1,,,,Viet Nam
080119 -- Other,"1,146,094",0.00,0.00,1,,,,Viet Nam
080121 -- In shell,"118,112",0.00,0.00,1,,,,Viet Nam
080122 -- Shelled,,0.00,0.00,1,,,,Viet Nam
080131 -- In shell,"1,003,937",0.00,0.00,1,,,,Viet Nam
080132 -- Shelled,"719,571,684",0.00,0.00,1,,,,Viet Nam
080211 -- In shell,,2.80,1.05,2,,1,,Viet Nam
080212 -- Shelled,579,1.75,0.00,2,,1,,Viet Nam
080221 -- In shell,,3.20,0.00,1,,1,,Viet Nam
080222 -- Shelled,,3.20,0.00,1,,1,,Viet Nam
080231 -- In shell,,4.00,0.00,1,,1,,Viet Nam
080232 -- Shelled,,5.10,1.60,1,,1,,Viet Nam
080241 -- In shell,,5.60,2.10,1,,1,,Viet Nam
080242 -- Shelled,,5.60,2.10,1,,1,,Viet Nam
080251 -- In shell,,1.60,0.00,1,,1,,Viet Nam
080252 -- Shelled,,1.60,0.00,1,,1,,Viet Nam
080261 -- In shell,,2.00,0.00,1,,1,,Viet Nam
080262 -- Shelled,,2.00,0.00,1,,1,,Viet Nam
080270 - Kola nuts (Cola spp.),,0.00,0.00,1,,,,Viet Nam
080280 - Areca nuts,"5,767",0.00,0.00,1,,,,Viet Nam
080290 - Other,"28,882",1.33,0.00,3,,2,,Viet Nam
080310 - Plantains,"32,843",16.00,12.50,2,,2,,Viet Nam
080390 - Other,"111,259",16.00,12.50,2,1,1,,Viet Nam
080410 - Dates,"2,151",7.70,4.20,1,,1,,Viet Nam
080420 - Figs,,6.80,3.30,2,,2,,Viet Nam
080430 - Pineapples,"56,927",5.80,2.30,1,,1,,Viet Nam
080440 - Avocados,"1,182",4.00,0.00,1,,1,,Viet Nam
"080450 - Guavas, mangoes and mangosteens","684,351",0.00,0.00,1,,,,Viet Nam
080510 - Oranges,,16.00,16.00,2,1,,,Viet Nam
"080520 - Mandarins (including tangerines and satsumas); clementines, wilkings and similar citrus hybrids",,,,5,5,,,Viet Nam
"080540 - Grapefruit, including pomelos","346,047",1.50,0.00,1,,1,,Viet Nam
"080550 - Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia, Citrus latifolia)","4,452,290",12.80,8.90,2,1,1,,Viet Nam
080590 - Other,110,12.80,9.30,1,,1,,Viet Nam
080610 - Fresh,,14.40,9.45,2,1,2,,Viet Nam
080620 - Dried,,2.40,0.00,3,,3,,Viet Nam
080711 -- Watermelons,,8.80,5.30,1,,1,,Viet Nam
080719 -- Other,,8.80,5.30,1,,1,,Viet Nam
080720 - Papaws (papayas),"162,528",0.00,0.00,1,,,,Viet Nam
080810 - Apples,,,,2,2,,,Viet Nam
080830 - Pears,,,,2,2,,,Viet Nam
080840 - Quinces,,7.20,3.70,1,,1,,Viet Nam
080910 - Apricots,,,16.50,1,1,1,,Viet Nam
080921 -- Sour cherries (Prunus cerasus),,,8.50,1,1,1,,Viet Nam
080929 -- Other,19,,8.50,1,1,1,,Viet Nam
"080930 - Peaches, including nectarines",,,14.10,2,2,2,,Viet Nam
080940 - Plums and sloes,304,12.00,5.65,2,1,2,,Viet Nam
081010 - Strawberries,,11.20,7.70,1,,1,,Viet Nam
"081020 - Raspberries, blackberries, mulberries and loganberries",,9.20,5.70,2,,2,,Viet Nam
"081030 - Black, white or red currants and gooseberries",,9.07,5.57,3,,3,,Viet Nam
"081040 - Cranberries, bilberries and other fruits of the genus Vaccinium","7,869",4.00,1.53,4,,3,,Viet Nam
081050 - Kiwifruit,,8.80,5.30,1,,1,,Viet Nam
081060 - Durians,"92,379",8.80,5.30,1,,1,,Viet Nam
081070 - Persimmons,,8.80,5.30,1,,1,,Viet Nam
081090 - Other,"19,404,833",4.40,2.65,2,,1,,Viet Nam
081110 - Strawberries,,17.60,17.60,3,1,,,Viet Nam
"081120 - Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries","49,443",14.67,14.67,7,1,,,Viet Nam
081190 - Other,"16,850,863",10.75,5.20,10,2,8,2,Viet Nam
081210 - Cherries,,8.80,5.30,1,,1,,Viet Nam
081290 - Other,"2,614",7.16,3.76,5,,5,,Viet Nam
081310 - Apricots,"1,091",5.60,2.10,1,,1,,Viet Nam
081320 - Prunes,"1,737",9.60,6.10,1,,1,,Viet Nam
081330 - Apples,,3.20,0.00,1,,1,,Viet Nam
081340 - Other fruit,"168,094",3.28,1.00,5,,4,,Viet Nam
081350 - Mixtures of nuts or dried fruits of this Chapter,"37,909",6.86,3.01,7,,7,,Viet Nam
"081400 Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions.","45,808",1.60,0.00,1,,1,,Viet Nam
,2015,"617,455,787",6.67,4.49,124,23,82,2,Viet Nam
080111 -- Desiccated,"7,943,311",0.00,0.00,1,,,,Viet Nam
080112 -- In the inner shell (endocarp),"261,497",0.00,0.00,1,,,,Viet Nam
080119 -- Other,"227,984",0.00,0.00,1,,,,Viet Nam
080121 -- In shell,1,0.00,0.00,1,,,,Viet Nam
080122 -- Shelled,,0.00,0.00,1,,,,Viet Nam
080131 -- In shell,"1,601,860",0.00,0.00,1,,,,Viet Nam
080132 -- Shelled,"571,227,483",0.00,0.00,1,,,,Viet Nam
080211 -- In shell,,2.80,1.05,2,,1,,Viet Nam
080212 -- Shelled,,1.75,0.00,2,,1,,Viet Nam
080221 -- In shell,,3.20,0.00,1,,1,,Viet Nam
080222 -- Shelled,,3.20,0.00,1,,1,,Viet Nam
080231 -- In shell,,4.00,0.00,1,,1,,Viet Nam
080232 -- Shelled,"60,401",5.10,1.60,1,,1,,Viet Nam
080241 -- In shell,,5.60,2.10,1,,1,,Viet Nam
080242 -- Shelled,,5.60,2.10,1,,1,,Viet Nam
080251 -- In shell,"472,957",1.60,0.00,1,,1,,Viet Nam
080252 -- Shelled,,1.60,0.00,1,,1,,Viet Nam
080261 -- In shell,"29,602",2.00,0.00,1,,1,,Viet Nam
080262 -- Shelled,"131,508",2.00,0.00,1,,1,,Viet Nam
080270 - Kola nuts (Cola spp.),,0.00,0.00,1,,,,Viet Nam
080280 - Areca nuts,"5,054",0.00,0.00,1,,,,Viet Nam
080290 - Other,"25,027",1.33,0.00,3,,2,,Viet Nam
080310 - Plantains,"24,982",16.00,12.50,2,,2,,Viet Nam
080390 - Other,"124,433",16.00,12.50,2,1,1,,Viet Nam
080410 - Dates,,7.70,4.20,1,,1,,Viet Nam
080420 - Figs,,6.80,3.30,2,,2,,Viet Nam
080430 - Pineapples,"1,311",5.80,2.30,1,,1,,Viet Nam
080440 - Avocados,,4.00,0.00,1,,1,,Viet Nam
"080450 - Guavas, mangoes and mangosteens","516,466",0.00,0.00,1,,,,Viet Nam
080510 - Oranges,,16.00,16.00,2,1,,,Viet Nam
"080520 - Mandarins (including tangerines and satsumas); clementines, wilkings and similar citrus hybrids",,,,5,5,,,Viet Nam
"080540 - Grapefruit, including pomelos","249,081",1.50,0.00,1,,1,,Viet Nam
"080550 - Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia, Citrus latifolia)","2,804,683",12.80,8.90,2,1,1,,Viet Nam
080590 - Other,"3,201",12.80,9.30,1,,1,,Viet Nam
080610 - Fresh,,14.40,9.45,2,1,2,,Viet Nam
080620 - Dried,,2.40,0.00,3,,3,,Viet Nam
080711 -- Watermelons,,8.80,5.30,1,,1,,Viet Nam
080719 -- Other,29,8.80,5.30,1,,1,,Viet Nam
080720 - Papaws (papayas),"287,558",0.00,0.00,1,,,,Viet Nam
080810 - Apples,,,,2,2,,,Viet Nam
080830 - Pears,,,,2,2,,,Viet Nam
080840 - Quinces,,7.20,3.70,1,,1,,Viet Nam
080910 - Apricots,,,16.50,1,1,1,,Viet Nam
080921 -- Sour cherries (Prunus cerasus),,,8.50,1,1,1,,Viet Nam
080929 -- Other,,,8.50,1,1,1,,Viet Nam
"080930 - Peaches, including nectarines",,,14.10,2,2,2,,Viet Nam
080940 - Plums and sloes,173,12.00,5.65,2,1,2,,Viet Nam
081010 - Strawberries,,11.20,7.70,1,,1,,Viet Nam
"081020 - Raspberries, blackberries, mulberries and loganberries",,9.20,5.70,2,,2,,Viet Nam
"081030 - Black, white or red currants and gooseberries",165,9.07,5.57,3,,3,,Viet Nam
"081040 - Cranberries, bilberries and other fruits of the genus Vaccinium",,4.00,1.53,4,,3,,Viet Nam
081050 - Kiwifruit,,8.80,5.30,1,,1,,Viet Nam
081060 - Durians,"74,911",8.80,5.30,1,,1,,Viet Nam
081070 - Persimmons,,8.80,5.30,1,,1,,Viet Nam
081090 - Other,"16,509,165",4.40,2.65,2,,1,,Viet Nam
081110 - Strawberries,,17.60,17.60,3,1,,,Viet Nam
"081120 - Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries",,14.67,14.67,7,1,,,Viet Nam
081190 - Other,"14,396,668",10.75,5.20,10,2,8,2,Viet Nam
081210 - Cherries,,8.80,5.30,1,,1,,Viet Nam
081290 - Other,"2,412",7.16,3.76,5,,5,,Viet Nam
081310 - Apricots,492,5.60,2.10,1,,1,,Viet Nam
081320 - Prunes,"232,552",9.60,6.10,1,,1,,Viet Nam
081330 - Apples,31,3.20,0.00,1,,1,,Viet Nam
081340 - Other fruit,"126,907",3.28,1.00,5,,4,,Viet Nam
081350 - Mixtures of nuts or dried fruits of this Chapter,"67,064",6.86,3.01,7,,7,,Viet Nam
"081400 Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions.","46,817",1.60,0.00,1,,1,,Viet Nam
,2014,"452,540,412",6.67,4.49,124,23,82,2,Viet Nam
080111 -- Desiccated,"9,368,310",0.00,0.00,1,,,,Viet Nam
080112 -- In the inner shell (endocarp),"54,634",0.00,0.00,1,,,,Viet Nam
080119 -- Other,"308,011",0.00,0.00,1,,,,Viet Nam
080121 -- In shell,,0.00,0.00,1,,,,Viet Nam
080122 -- Shelled,"533,456",0.00,0.00,1,,,,Viet Nam
080131 -- In shell,"2,385,368",0.00,0.00,1,,,,Viet Nam
080132 -- Shelled,"408,752,739",0.00,0.00,1,,,,Viet Nam
080211 -- In shell,,2.80,1.05,2,,1,,Viet Nam
080212 -- Shelled,,1.75,0.00,2,,1,,Viet Nam
080221 -- In shell,,3.20,0.00,1,,1,,Viet Nam
080222 -- Shelled,,3.20,0.00,1,,1,,Viet Nam
080231 -- In shell,,4.00,0.00,1,,1,,Viet Nam
080232 -- Shelled,,5.10,1.60,1,,1,,Viet Nam
080241 -- In shell,,5.60,2.10,1,,1,,Viet Nam
080242 -- Shelled,,5.60,2.10,1,,1,,Viet Nam
080251 -- In shell,,1.60,0.00,1,,1,,Viet Nam
080252 -- Shelled,,1.60,0.00,1,,1,,Viet Nam
080261 -- In shell,,2.00,0.00,1,,1,,Viet Nam
080262 -- Shelled,"95,392",2.00,0.00,1,,1,,Viet Nam
080270 - Kola nuts (Cola spp.),,0.00,0.00,1,,,,Viet Nam
080280 - Areca nuts,"2,397",0.00,0.00,1,,,,Viet Nam
080290 - Other,"65,372",1.33,0.00,3,,2,,Viet Nam
080310 - Plantains,"153,483",16.00,12.50,2,,2,,Viet Nam
080390 - Other,"130,027",16.00,12.50,2,1,1,,Viet Nam
080410 - Dates,,7.70,4.20,1,,1,,Viet Nam
080420 - Figs,,6.80,3.30,2,,2,,Viet Nam
080430 - Pineapples,,5.80,2.30,1,,1,,Viet Nam
080440 - Avocados,,4.00,0.00,1,,1,,Viet Nam
"080450 - Guavas, mangoes and mangosteens","464,754",0.00,0.00,1,,,,Viet Nam
080510 - Oranges,,16.00,16.00,2,1,,,Viet Nam
"080520 - Mandarins (including tangerines and satsumas); clementines, wilkings and similar citrus hybrids",,,,5,5,,,Viet Nam
"080540 - Grapefruit, including pomelos","563,151",1.50,0.00,1,,1,,Viet Nam
"080550 - Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia, Citrus latifolia)","2,777,780",12.80,8.90,2,1,1,,Viet Nam
080590 - Other,"2,729",12.80,9.30,1,,1,,Viet Nam
080610 - Fresh,,14.40,9.45,2,1,2,,Viet Nam
080620 - Dried,,2.40,0.00,3,,3,,Viet Nam
080711 -- Watermelons,275,8.80,5.30,1,,1,,Viet Nam
080719 -- Other,5,8.80,5.30,1,,1,,Viet Nam
080720 - Papaws (papayas),"114,599",0.00,0.00,1,,,,Viet Nam
080810 - Apples,,,,2,2,,,Viet Nam
080830 - Pears,,,,2,2,,,Viet Nam
080840 - Quinces,,7.20,3.70,1,,1,,Viet Nam
080910 - Apricots,,,16.50,1,1,1,,Viet Nam
080921 -- Sour cherries (Prunus cerasus),,,8.50,1,1,1,,Viet Nam
080929 -- Other,,,8.50,1,1,1,,Viet Nam
"080930 - Peaches, including nectarines",,,14.10,2,2,2,,Viet Nam
080940 - Plums and sloes,,12.00,5.65,2,1,2,,Viet Nam
081010 - Strawberries,,11.20,7.70,1,,1,,Viet Nam
"081020 - Raspberries, blackberries, mulberries and loganberries",,9.20,5.70,2,,2,,Viet Nam
"081030 - Black, white or red currants and gooseberries",,9.07,5.57,3,,3,,Viet Nam
"081040 - Cranberries, bilberries and other fruits of the genus Vaccinium","5,134",4.00,1.53,4,,3,,Viet Nam
081050 - Kiwifruit,,8.80,5.30,1,,1,,Viet Nam
081060 - Durians,"139,413",8.80,5.30,1,,1,,Viet Nam
081070 - Persimmons,"33,824",8.80,5.30,1,,1,,Viet Nam
081090 - Other,"16,903,441",4.40,2.65,2,,1,,Viet Nam
081110 - Strawberries,,17.60,17.60,3,1,,,Viet Nam
"081120 - Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries",,14.67,14.67,7,1,,,Viet Nam
081190 - Other,"9,353,891",10.75,5.20,10,2,8,2,Viet Nam
081210 - Cherries,,8.80,5.30,1,,1,,Viet Nam
081290 - Other,"2,623",7.16,3.76,5,,5,,Viet Nam
081310 - Apricots,833,5.60,2.10,1,,1,,Viet Nam
081320 - Prunes,57,9.60,6.10,1,,1,,Viet Nam
081330 - Apples,,3.20,0.00,1,,1,,Viet Nam
081340 - Other fruit,"157,114",3.28,1.00,5,,4,,Viet Nam
081350 - Mixtures of nuts or dried fruits of this Chapter,"106,876",6.86,3.01,7,,7,,Viet Nam
"081400 Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions.","64,725",1.60,0.00,1,,1,,Viet Nam
,2013,"316,614,701",6.67,4.49,124,23,82,2,Viet Nam
080111 -- Desiccated,"3,542,746",0.00,0.00,1,,,,Viet Nam
080112 -- In the inner shell (endocarp),"39,880",0.00,0.00,1,,,,Viet Nam
080119 -- Other,"250,992",0.00,0.00,1,,,,Viet Nam
080121 -- In shell,,0.00,0.00,1,,,,Viet Nam
080122 -- Shelled,"1,237,344",0.00,0.00,1,,,,Viet Nam
080131 -- In shell,"815,657",0.00,0.00,1,,,,Viet Nam
080132 -- Shelled,"286,639,462",0.00,0.00,1,,,,Viet Nam
080211 -- In shell,,2.80,1.05,2,,1,,Viet Nam
080212 -- Shelled,,1.75,0.00,2,,1,,Viet Nam
080221 -- In shell,,3.20,0.00,1,,1,,Viet Nam
080222 -- Shelled,,3.20,0.00,1,,1,,Viet Nam
080231 -- In shell,,4.00,0.00,1,,1,,Viet Nam
080232 -- Shelled,"42,032",5.10,1.60,1,,1,,Viet Nam
080241 -- In shell,,5.60,2.10,1,,1,,Viet Nam
080242 -- Shelled,,5.60,2.10,1,,1,,Viet Nam
080251 -- In shell,,1.60,0.00,1,,1,,Viet Nam
080252 -- Shelled,,1.60,0.00,1,,1,,Viet Nam
080261 -- In shell,,2.00,0.00,1,,1,,Viet Nam
080262 -- Shelled,"71,687",2.00,0.00,1,,1,,Viet Nam
080270 - Kola nuts (Cola spp.),,0.00,0.00,1,,,,Viet Nam
080280 - Areca nuts,"4,914",0.00,0.00,1,,,,Viet Nam
080290 - Other,"8,968",1.33,0.00,3,,2,,Viet Nam
080310 - Plantains,"45,818",16.00,12.50,2,,2,,Viet Nam
080390 - Other,"87,888",16.00,12.50,2,1,1,,Viet Nam
080410 - Dates,,7.70,4.20,1,,1,,Viet Nam
080420 - Figs,,6.80,3.30,2,,2,,Viet Nam
080430 - Pineapples,"10,093",5.80,2.30,1,,1,,Viet Nam
080440 - Avocados,,4.00,0.00,1,,1,,Viet Nam
"080450 - Guavas, mangoes and mangosteens","405,386",0.00,0.00,1,,,,Viet Nam
080510 - Oranges,,16.00,16.00,2,1,,,Viet Nam
"080520 - Mandarins (including tangerines and satsumas); clementines, wilkings and similar citrus hybrids",,,,5,5,,,Viet Nam
"080540 - Grapefruit, including pomelos","289,270",1.50,0.00,1,,1,,Viet Nam
"080550 - Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia, Citrus latifolia)","1,777,088",12.80,8.90,2,1,1,,Viet Nam
080590 - Other,"1,102",12.80,9.30,1,,1,,Viet Nam
080610 - Fresh,,14.40,9.45,2,1,2,,Viet Nam
080620 - Dried,"1,434",2.40,0.00,3,,3,,Viet Nam
080711 -- Watermelons,,8.80,5.30,1,,1,,Viet Nam
080719 -- Other,,8.80,5.30,1,,1,,Viet Nam
080720 - Papaws (papayas),"179,449",0.00,0.00,1,,,,Viet Nam
080810 - Apples,5,,,2,2,,,Viet Nam
