Importer,Year,Value,Ad val. duties,Number of lines,China
,(US$),Simple average,MFN duties,Pref. duties,China
,MFN,Best,All items,Non ad val.,All items,Non ad val.,China
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment","73,364,993",0.00,0.00,3,,,,China
950440 - Playing cards,"49,488,181",2.70,2.70,1,,,,China
"950450 - Video game consoles and machines, other than those of subheading 9504.30","4,505,607,532",0.00,0.00,1,,,,China
950490 - Other,"546,510,104",0.00,0.00,2,,,,China
950510 - Articles for Christmas festivities,"791,107,953",1.35,1.35,2,,,,China
950590 - Other,"355,136,557",2.70,2.70,1,,,,China
950611 - - Skis,"29,936,832",3.70,3.70,4,,,,China
950612 - - Ski-fastenings (ski-bindings),"14,226,937",3.70,3.70,1,,,,China
950619 - - Other,"20,677,265",2.70,2.70,1,,,,China
950621 - - Sailboards,"19,384,864",2.70,2.70,1,,,,China
950629 - - Other,"239,335,008",2.70,2.70,1,,,,China
"950631 - - Clubs, complete","92,256,664",2.70,2.70,1,,,,China
950632 - - Balls,"8,748,225",2.70,2.70,1,,,,China
950639 - - Other,"64,997,445",2.70,2.70,2,,,,China
950640 - Articles and equipment for table-tennis,"32,573,292",2.70,2.70,1,,,,China
"950651 - - Lawn-tennis rackets, whether or not strung","52,966,392",4.70,4.70,1,,,,China
950659 - - Other,"55,580,928",2.70,2.70,1,,,,China
950661 - - Lawn-tennis balls,"15,163,900",2.70,2.70,1,,,,China
950662 - - Inflatable,"121,598,937",2.70,2.70,1,,,,China
950669 - - Other,"56,863,812",1.35,1.35,2,,,,China
"950670 - Ice skates and roller skates, including skating boots with skates attached","179,472,123",1.80,1.80,3,,,,China
"950691 - - Articles and equipment for general physical exercise, gymnastics or athletics","1,138,612,187",2.70,2.70,2,,,,China
950699 - - Other,"803,415,642",1.35,1.35,2,,,,China
950710 - Fishing rods,"116,853,130",3.70,3.70,1,,,,China
"950720 - Fish-hooks, whether or not snelled","16,670,091",2.70,2.70,2,,,,China
950730 - Fishing reels,"73,706,766",3.70,3.70,1,,,,China
950790 - Other,"113,655,201",3.70,3.70,1,,,,China
950810 - Travelling circuses and travelling menageries,"78,470",1.70,1.70,1,,,,China
950890 - Other,"12,814,138",1.70,1.70,1,,,,China
,2016,"14,814,108,221",2.17,2.17,62,,,,China
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","6,791,330,092",2.09,2.09,18,,,,China
950420 - Articles and accessories for billiards of all kinds,"24,791,967",0.00,0.00,1,,,,China
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment","54,736,297",0.00,0.00,3,,,,China
950440 - Playing cards,"35,111,490",2.70,2.70,1,,,,China
"950450 -Video game consoles and machines, other than those of subheading 9504.30","3,099,578,820",0.00,0.00,1,,,,China
950490 - Other,"495,685,717",0.00,0.00,2,,,,China
950510 - Articles for Christmas festivities,"800,345,327",1.35,1.35,2,,,,China
950590 - Other,"342,793,834",2.70,2.70,1,,,,China
950611 -- Skis,"29,957,230",3.70,3.70,4,,,,China
950612 -- Ski-fastenings (ski-bindings),"13,458,245",3.70,3.70,1,,,,China
950619 -- Other,"21,465,254",2.70,2.70,1,,,,China
950621 -- Sailboards,"19,445,191",2.70,2.70,1,,,,China
950629 -- Other,"172,647,439",2.70,2.70,1,,,,China
"950631 -- Clubs, complete","95,334,465",2.70,2.70,1,,,,China
950632 -- Balls,"7,123,886",2.70,2.70,1,,,,China
950639 -- Other,"60,266,046",2.70,2.70,2,,,,China
950640 - Articles and equipment for table-tennis,"31,146,679",2.70,2.70,1,,,,China
"950651 -- Lawn-tennis rackets, whether or not strung","52,245,634",4.70,4.70,1,,,,China
950659 -- Other,"51,146,468",2.70,2.70,1,,,,China
950661 -- Lawn-tennis balls,"14,969,633",2.70,2.70,1,,,,China
950662 -- Inflatable,"146,874,549",2.70,2.70,1,,,,China
950669 -- Other,"51,772,070",1.35,1.35,2,,,,China
"950670 - Ice skates and roller skates, including skating boots with skates attached","173,654,927",1.80,1.80,3,,,,China
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","1,107,708,374",2.70,2.70,2,,,,China
950699 -- Other,"797,064,907",1.35,1.35,2,,,,China
950710 - Fishing rods,"113,992,089",3.70,3.70,1,,,,China
"950720 - Fish-hooks, whether or not snelled","16,770,817",2.70,2.70,2,,,,China
950730 - Fishing reels,"69,496,169",3.70,3.70,1,,,,China
950790 - Other,"112,273,204",3.70,3.70,1,,,,China
950810 - Travelling circuses and travelling menageries,"167,105",1.70,1.70,1,,,,China
950890 - Other,"10,754,298",1.70,1.70,1,,,,China
,2015,"15,433,063,372",2.17,2.17,62,,,,China
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","6,715,484,264",2.09,2.09,18,,,,China
950420 - Articles and accessories for billiards of all kinds,"22,913,751",0.00,0.00,1,,,,China
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment","55,930,930",0.00,0.00,3,,,,China
950440 - Playing cards,"34,343,325",2.70,2.70,1,,,,China
"950450 -Video game consoles and machines, other than those of subheading 9504.30","3,869,396,843",0.00,0.00,1,,,,China
950490 - Other,"462,399,268",0.00,0.00,2,,,,China
950510 - Articles for Christmas festivities,"791,901,778",1.35,1.35,2,,,,China
950590 - Other,"329,495,433",2.70,2.70,1,,,,China
950611 -- Skis,"29,119,494",3.70,3.70,4,,,,China
950612 -- Ski-fastenings (ski-bindings),"15,359,789",3.70,3.70,1,,,,China
950619 -- Other,"25,971,384",2.70,2.70,1,,,,China
950621 -- Sailboards,"16,858,701",2.70,2.70,1,,,,China
950629 -- Other,"154,021,728",2.70,2.70,1,,,,China
"950631 -- Clubs, complete","99,169,147",2.70,2.70,1,,,,China
950632 -- Balls,"10,395,819",2.70,2.70,1,,,,China
950639 -- Other,"60,289,408",2.70,2.70,2,,,,China
950640 - Articles and equipment for table-tennis,"30,837,053",2.70,2.70,1,,,,China
"950651 -- Lawn-tennis rackets, whether or not strung","54,167,275",4.70,4.70,1,,,,China
950659 -- Other,"54,952,209",2.70,2.70,1,,,,China
950661 -- Lawn-tennis balls,"15,661,293",2.70,2.70,1,,,,China
950662 -- Inflatable,"127,584,050",2.70,2.70,1,,,,China
950669 -- Other,"50,546,188",1.35,1.35,2,,,,China
"950670 - Ice skates and roller skates, including skating boots with skates attached","166,853,367",1.80,1.80,3,,,,China
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","1,107,815,531",2.70,2.70,2,,,,China
950699 -- Other,"787,689,541",1.35,1.35,2,,,,China
950710 - Fishing rods,"124,594,559",3.70,3.70,1,,,,China
"950720 - Fish-hooks, whether or not snelled","18,599,878",2.70,2.70,2,,,,China
950730 - Fishing reels,"71,327,093",3.70,3.70,1,,,,China
950790 - Other,"117,385,328",3.70,3.70,1,,,,China
950810 - Travelling circuses and travelling menageries,"217,713",1.70,1.70,1,,,,China
950890 - Other,"11,781,232",1.70,1.70,1,,,,China
,2014,"15,886,430,330",2.17,2.17,62,,41,,China
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","6,976,244,267",2.09,2.09,18,,8,,China
950420 - Articles and accessories for billiards of all kinds,"24,709,425",0.00,0.00,1,,,,China
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment","97,812,906",0.00,0.00,3,,,,China
950440 - Playing cards,"29,874,552",2.70,2.70,1,,1,,China
"950450 -Video game consoles and machines, other than those of subheading 9504.30","3,962,291,567",0.00,0.00,1,,,,China
950490 - Other,"452,350,415",0.00,0.00,2,,,,China
950510 - Articles for Christmas festivities,"809,795,058",1.35,1.35,2,,1,,China
950590 - Other,"343,107,454",2.70,2.70,1,,1,,China
950611 -- Skis,"40,423,288",3.70,3.70,4,,4,,China
950612 -- Ski-fastenings (ski-bindings),"18,937,121",3.70,3.70,1,,1,,China
950619 -- Other,"33,517,107",2.70,2.70,1,,1,,China
950621 -- Sailboards,"17,299,492",2.70,2.70,1,,1,,China
950629 -- Other,"144,261,159",2.70,2.70,1,,1,,China
"950631 -- Clubs, complete","111,186,823",2.70,2.70,1,,1,,China
950632 -- Balls,"12,463,898",2.70,2.70,1,,1,,China
950639 -- Other,"66,214,145",2.70,2.70,2,,2,,China
950640 - Articles and equipment for table-tennis,"32,294,660",2.70,2.70,1,,1,,China
"950651 -- Lawn-tennis rackets, whether or not strung","63,259,738",4.70,4.70,1,,1,,China
950659 -- Other,"60,129,626",2.70,2.70,1,,1,,China
950661 -- Lawn-tennis balls,"14,561,875",2.70,2.70,1,,1,,China
950662 -- Inflatable,"148,351,549",2.70,2.70,1,,1,,China
950669 -- Other,"53,387,828",1.35,1.35,2,,1,,China
"950670 - Ice skates and roller skates, including skating boots with skates attached","170,153,631",1.80,1.80,3,,2,,China
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","1,121,344,862",2.70,2.70,2,,2,,China
950699 -- Other,"750,877,247",1.35,1.35,2,,1,,China
950710 - Fishing rods,"118,226,180",3.70,3.70,1,,1,,China
"950720 - Fish-hooks, whether or not snelled","19,863,856",2.70,2.70,2,,2,,China
950730 - Fishing reels,"56,096,936",3.70,3.70,1,,1,,China
950790 - Other,"120,380,952",3.70,3.70,1,,1,,China
950810 - Travelling circuses and travelling menageries,"71,523",1.70,1.70,1,,1,,China
950890 - Other,"16,941,188",1.70,1.70,1,,1,,China
,2013,"13,906,902,517",2.17,2.17,62,,41,,China
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","6,082,621,505",2.09,2.09,18,,8,,China
950420 - Articles and accessories for billiards of all kinds,"24,296,985",0.00,0.00,1,,,,China
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment","65,831,785",0.00,0.00,3,,,,China
950440 - Playing cards,"29,256,753",2.70,2.70,1,,1,,China
"950450 -Video game consoles and machines, other than those of subheading 9504.30","3,465,250,936",0.00,0.00,1,,,,China
950490 - Other,"445,490,434",0.00,0.00,2,,,,China
950510 - Articles for Christmas festivities,"704,861,663",1.35,1.35,2,,1,,China
950590 - Other,"293,744,833",2.70,2.70,1,,1,,China
950611 -- Skis,"42,373,612",3.70,3.70,4,,4,,China
950612 -- Ski-fastenings (ski-bindings),"18,136,127",3.70,3.70,1,,1,,China
950619 -- Other,"32,687,299",2.70,2.70,1,,1,,China
950621 -- Sailboards,"15,595,705",2.70,2.70,1,,1,,China
950629 -- Other,"116,399,066",2.70,2.70,1,,1,,China
"950631 -- Clubs, complete","117,505,210",2.70,2.70,1,,1,,China
950632 -- Balls,"13,330,838",2.70,2.70,1,,1,,China
950639 -- Other,"62,119,588",2.70,2.70,2,,2,,China
950640 - Articles and equipment for table-tennis,"32,987,587",2.70,2.70,1,,1,,China
"950651 -- Lawn-tennis rackets, whether or not strung","67,360,408",4.70,4.70,1,,1,,China
950659 -- Other,"56,352,861",2.70,2.70,1,,1,,China
950661 -- Lawn-tennis balls,"13,652,558",2.70,2.70,1,,1,,China
950662 -- Inflatable,"115,981,332",2.70,2.70,1,,1,,China
950669 -- Other,"43,926,882",1.35,1.35,2,,1,,China
"950670 - Ice skates and roller skates, including skating boots with skates attached","145,665,891",1.80,1.80,3,,2,,China
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","980,902,636",2.70,2.70,2,,2,,China
950699 -- Other,"619,003,898",1.35,1.35,2,,1,,China
950710 - Fishing rods,"107,532,853",3.70,3.70,1,,1,,China
"950720 - Fish-hooks, whether or not snelled","15,122,724",2.70,2.70,2,,2,,China
950730 - Fishing reels,"52,052,255",3.70,3.70,1,,1,,China
950790 - Other,"110,691,458",3.70,3.70,1,,1,,China
950810 - Travelling circuses and travelling menageries,"87,809",1.70,1.70,1,,1,,China
950890 - Other,"16,079,027",1.70,1.70,1,,1,,China
,2012,"14,542,852,820",2.17,2.17,62,,41,,China
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","6,140,111,006",2.09,2.09,18,,8,,China
950420 - Articles and accessories for billiards of all kinds,"29,765,279",0.00,0.00,1,,,,China
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment","63,015,076",0.00,0.00,3,,,,China
950440 - Playing cards,"33,316,706",2.70,2.70,1,,1,,China
"950450 -Video game consoles and machines, other than those of subheading 9504.30","3,902,326,589",0.00,0.00,1,,,,China
950490 - Other,"503,349,237",0.00,0.00,2,,,,China
950510 - Articles for Christmas festivities,"683,000,735",1.35,1.35,2,,1,,China
950590 - Other,"311,098,494",2.70,2.70,1,,1,,China
950611 -- Skis,"40,760,048",3.70,3.70,4,,4,,China
950612 -- Ski-fastenings (ski-bindings),"19,930,877",3.70,3.70,1,,1,,China
950619 -- Other,"27,137,584",2.70,2.70,1,,1,,China
950621 -- Sailboards,"16,668,627",2.70,2.70,1,,1,,China
950629 -- Other,"107,788,490",2.70,2.70,1,,1,,China
"950631 -- Clubs, complete","114,307,539",2.70,2.70,1,,1,,China
950632 -- Balls,"15,434,895",2.70,2.70,1,,1,,China
950639 -- Other,"66,505,377",2.70,2.70,2,,2,,China
950640 - Articles and equipment for table-tennis,"30,237,370",2.70,2.70,1,,1,,China
"950651 -- Lawn-tennis rackets, whether or not strung","59,106,042",4.70,4.70,1,,1,,China
950659 -- Other,"57,676,997",2.70,2.70,1,,1,,China
950661 -- Lawn-tennis balls,"14,238,411",2.70,2.70,1,,1,,China
950662 -- Inflatable,"142,795,049",2.70,2.70,1,,1,,China
950669 -- Other,"46,154,658",1.35,1.35,2,,1,,China
"950670 - Ice skates and roller skates, including skating boots with skates attached","166,589,763",1.80,1.80,3,,2,,China
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","965,024,064",2.70,2.70,2,,2,,China
950699 -- Other,"688,482,441",1.35,1.35,2,,1,,China
950710 - Fishing rods,"111,962,852",3.70,3.70,1,,1,,China
"950720 - Fish-hooks, whether or not snelled","14,465,631",2.70,2.70,2,,2,,China
950730 - Fishing reels,"51,560,716",3.70,3.70,1,,1,,China
950790 - Other,"106,572,346",3.70,3.70,1,,1,,China
950810 - Travelling circuses and travelling menageries,"46,324",1.70,1.70,1,,1,,China
950890 - Other,"13,423,599",1.70,1.70,1,,1,,China
,2011,"17,503,665,066",2.17,2.17,62,,41,,China
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","6,666,053,504",2.09,2.09,18,,8,,China
950410 - Video games of a kind used with a television receiver,"4,470,993,489",0.00,0.00,1,,,,China
950420 - Articles and accessories for billiards of all kinds,"26,752,236",0.00,0.00,1,,,,China
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by other means of payment, other than bowling alley equipment","72,688,208",0.00,0.00,3,,,,China
950440 - Playing cards,"33,999,155",2.70,2.70,1,,1,,China
950490 - Other,"2,319,530,803",0.00,0.00,2,,,,China
950510 - Articles for Christmas festivities,"695,499,075",1.35,1.35,2,,1,,China
950590 - Other,"313,624,170",2.70,2.70,1,,1,,China
950611 -- Skis,"51,232,421",3.70,3.70,4,,4,,China
950612 -- Ski-fastenings (ski-bindings),"21,396,348",3.70,3.70,1,,1,,China
950619 -- Other,"30,955,477",2.70,2.70,1,,1,,China
950621 -- Sailboards,"19,416,674",2.70,2.70,1,,1,,China
950629 -- Other,"108,139,051",2.70,2.70,1,,1,,China
"950631 -- Clubs, complete","100,443,839",2.70,2.70,1,,1,,China
950632 -- Balls,"14,480,642",2.70,2.70,1,,1,,China
950639 -- Other,"67,908,511",2.70,2.70,2,,2,,China
950640 - Articles and equipment for table-tennis,"31,375,485",2.70,2.70,1,,1,,China
"950651 -- Lawn-tennis rackets, whether or not strung","50,105,555",4.70,4.70,1,,1,,China
950659 -- Other,"55,545,449",2.70,2.70,1,,1,,China
950661 -- Lawn-tennis balls,"15,503,511",2.70,2.70,1,,1,,China
950662 -- Inflatable,"114,945,889",2.70,2.70,1,,1,,China
950669 -- Other,"47,760,675",1.35,1.35,2,,1,,China
"950670 - Ice skates and roller skates, including skating boots with skates attached","172,339,553",1.80,1.80,3,,2,,China
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","962,756,922",2.70,2.70,2,,2,,China
950699 -- Other,"735,344,184",1.35,1.35,2,,1,,China
950710 - Fishing rods,"111,261,892",3.70,3.70,1,,1,,China
"950720 - Fish-hooks, whether or not snelled","15,754,586",2.70,2.70,2,,2,,China
950730 - Fishing reels,"51,773,088",3.70,3.70,1,,1,,China
950790 - Other,"110,019,323",3.70,3.70,1,,1,,China
950810 - Travelling circuses and travelling menageries,"24,179",1.70,1.70,1,,1,,China
950890 - Other,"16,041,171",1.70,1.70,1,,1,,China
,2010,"16,800,906,738",2.12,2.12,66,,,,China
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","6,710,174,654",2.09,2.09,18,,,,China
950410 - Video games of a kind used with a television receiver,"4,161,308,322",0.00,0.00,1,,,,China
950420 - Articles and accessories for billiards of all kinds,"36,988,038",0.00,0.00,2,,,,China
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by other means of payment, other than bowling alley equipment","62,845,577",0.00,0.00,4,,,,China
950440 - Playing cards,"27,079,013",2.70,2.70,1,,,,China
950490 - Other,"1,872,537,980",0.00,0.00,2,,,,China
950510 - Articles for Christmas festivities,"731,578,345",1.35,1.35,2,,,,China
950590 - Other,"323,986,643",2.70,2.70,1,,,,China
950611 -- Skis,"46,558,107",3.70,3.70,4,,,,China
950612 -- Ski-fastenings (ski-bindings),"21,164,323",3.70,3.70,1,,,,China
950619 -- Other,"24,409,425",2.70,2.70,1,,,,China
950621 -- Sailboards,"20,020,112",2.70,2.70,1,,,,China
950629 -- Other,"93,162,030",2.70,2.70,1,,,,China
"950631 -- Clubs, complete","94,623,110",2.70,2.70,1,,,,China
950632 -- Balls,"15,045,449",2.70,2.70,1,,,,China
950639 -- Other,"66,837,154",2.70,2.70,2,,,,China
950640 - Articles and equipment for table-tennis,"39,822,437",2.70,2.70,2,,,,China
"950651 -- Lawn-tennis rackets, whether or not strung","75,454,390",4.70,4.70,1,,,,China
950659 -- Other,"64,570,393",2.70,2.70,1,,,,China
950661 -- Lawn-tennis balls,"16,655,419",2.70,2.70,1,,,,China
950662 -- Inflatable,"144,410,861",2.70,2.70,2,,,,China
950669 -- Other,"44,639,037",1.35,1.35,2,,,,China
"950670 - Ice skates and roller skates, including skating boots with skates attached","194,109,485",1.80,1.80,3,,,,China
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","960,445,337",2.70,2.70,2,,,,China
950699 -- Other,"658,151,719",1.35,1.35,2,,,,China
950710 - Fishing rods,"114,597,896",3.70,3.70,1,,,,China
"950720 - Fish-hooks, whether or not snelled","13,328,734",2.70,2.70,2,,,,China
950730 - Fishing reels,"47,367,765",3.70,3.70,1,,,,China
950790 - Other,"104,067,357",3.70,3.70,1,,,,China
950810 - Travelling circuses and travelling menageries,"73,974",1.70,1.70,1,,,,China
950890 - Other,"14,893,656",1.70,1.70,1,,,,China
,2009,"17,178,376,885",2.12,2.12,66,,,,China
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","5,537,976,184",2.09,2.09,18,,,,China
950410 - Video games of a kind used with a television receiver,"5,669,566,665",0.00,0.00,1,,,,China
950420 - Articles and accessories for billiards of all kinds,"34,044,097",0.00,0.00,2,,,,China
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by other means of payment, other than bowling alley equipment","76,037,787",0.00,0.00,4,,,,China
950440 - Playing cards,"26,050,345",2.70,2.70,1,,,,China
950490 - Other,"2,515,568,191",0.00,0.00,2,,,,China
950510 - Articles for Christmas festivities,"579,110,192",1.35,1.35,2,,,,China
950590 - Other,"267,156,561",2.70,2.70,1,,,,China
950611 -- Skis,"35,367,344",3.70,3.70,4,,,,China
950612 -- Ski-fastenings (ski-bindings),"18,149,723",3.70,3.70,1,,,,China
950619 -- Other,"16,812,947",2.70,2.70,1,,,,China
950621 -- Sailboards,"16,737,056",2.70,2.70,1,,,,China
950629 -- Other,"76,312,172",2.70,2.70,1,,,,China
"950631 -- Clubs, complete","92,969,724",2.70,2.70,1,,,,China
950632 -- Balls,"11,506,612",2.70,2.70,1,,,,China
950639 -- Other,"46,372,274",2.70,2.70,2,,,,China
950640 - Articles and equipment for table-tennis,"32,469,479",2.70,2.70,2,,,,China
"950651 -- Lawn-tennis rackets, whether or not strung","74,628,732",4.70,4.70,1,,,,China
950659 -- Other,"53,440,800",2.70,2.70,1,,,,China
950661 -- Lawn-tennis balls,"14,322,671",2.70,2.70,1,,,,China
950662 -- Inflatable,"116,472,035",2.70,2.70,2,,,,China
950669 -- Other,"41,091,436",1.35,1.35,2,,,,China
"950670 - Ice skates and roller skates, including skating boots with skates attached","183,564,467",1.80,1.80,3,,,,China
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","807,774,262",2.70,2.70,2,,,,China
950699 -- Other,"551,794,708",1.35,1.35,2,,,,China
950710 - Fishing rods,"116,346,349",3.70,3.70,1,,,,China
"950720 - Fish-hooks, whether or not snelled","10,541,522",2.70,2.70,2,,,,China
950730 - Fishing reels,"47,643,955",3.70,3.70,1,,,,China
950790 - Other,"92,730,070",3.70,3.70,1,,,,China
950810 - Travelling circuses and travelling menageries,"16,863",1.70,1.70,1,,,,China
950890 - Other,"15,801,661",1.70,1.70,1,,,,China
,2008,"21,277,531,988",2.12,2.12,66,,,,China
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","6,462,805,303",2.09,2.09,18,,,,China
950410 - Video games of a kind used with a television receiver,"7,796,754,048",0.00,0.00,1,,,,China
950420 - Articles and accessories for billiards of all kinds,"49,244,531",0.00,0.00,2,,,,China
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by other means of payment, other than bowling alley equipment","112,698,707",0.00,0.00,4,,,,China
950440 - Playing cards,"34,518,036",2.70,2.70,1,,,,China
950490 - Other,"2,842,620,178",0.00,0.00,2,,,,China
950510 - Articles for Christmas festivities,"805,846,164",1.35,1.35,2,,,,China
950590 - Other,"314,000,396",2.70,2.70,1,,,,China
950611 -- Skis,"27,983,477",3.70,3.70,4,,,,China
950612 -- Ski-fastenings (ski-bindings),"19,477,072",3.70,3.70,1,,,,China
950619 -- Other,"20,853,627",2.70,2.70,1,,,,China
950621 -- Sailboards,"21,068,869",2.70,2.70,1,,,,China
950629 -- Other,"89,268,407",2.70,2.70,1,,,,China
"950631 -- Clubs, complete","98,612,121",2.70,2.70,1,,,,China
950632 -- Balls,"13,327,469",2.70,2.70,1,,,,China
950639 -- Other,"55,425,891",2.70,2.70,2,,,,China
950640 - Articles and equipment for table-tennis,"25,469,484",2.70,2.70,2,,,,China
"950651 -- Lawn-tennis rackets, whether or not strung","79,521,939",4.70,4.70,1,,,,China
950659 -- Other,"53,403,669",2.70,2.70,1,,,,China
950661 -- Lawn-tennis balls,"12,560,823",2.70,2.70,1,,,,China
950662 -- Inflatable,"154,515,809",2.70,2.70,2,,,,China
950669 -- Other,"42,187,864",1.35,1.35,2,,,,China
"950670 - Ice skates and roller skates, including skating boots with skates attached","206,937,240",1.80,1.80,3,,,,China
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","986,026,338",2.70,2.70,2,,,,China
950699 -- Other,"632,292,189",1.35,1.35,2,,,,China
950710 - Fishing rods,"131,361,175",3.70,3.70,1,,,,China
"950720 - Fish-hooks, whether or not snelled","10,267,257",2.70,2.70,2,,,,China
950730 - Fishing reels,"57,049,694",3.70,3.70,1,,,,China
950790 - Other,"108,944,403",3.70,3.70,1,,,,China
950810 - Travelling circuses and travelling menageries,"156,473",1.70,1.70,1,,,,China
950890 - Other,"12,333,336",1.70,1.70,1,,,,China
,2007,"18,120,028,157",2.12,2.12,66,,,,China
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","6,242,422,185",2.09,2.09,18,,,,China
950410 - Video games of a kind used with a television receiver,"5,708,146,315",0.00,0.00,1,,,,China
950420 - Articles and accessories for billiards of all kinds,"48,817,347",0.00,0.00,2,,,,China
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by other means of payment, other than bowling alley equipment","81,007,541",0.00,0.00,4,,,,China
