Importer,Year,Value,Ad val. duties,Number of lines,India
,(US$),Simple average,MFN duties,Pref. duties,India
,MFN,Best,All items,Non ad val.,All items,Non ad val.,India
880520 - Ground flying trainers and parts thereof,,0.85,0.85,2,,,,India
,1999,"3,275,866",2.02,2.02,33,,,,India
880110 - Gliders and hang gliders,,1.85,1.85,2,,,,India
880190 - Other,"129,524",2.13,2.13,3,,,,India
"880211 - - Of an unladen weight not exceeding 2,000 kg",,3.75,3.75,2,,,,India
"880212 - - Of an unladen weight exceeding 2,000 kg",,1.35,1.35,2,,,,India
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.85,3.85,2,,,,India
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,1.35,1.35,2,,,,India
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,1.35,1.35,2,,,,India
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,,,India
880310 - Propellers and rotors and parts thereof,"54,685",1.35,1.35,2,,,,India
880320 - Under-carriages and parts thereof,"157,917",1.35,1.35,2,,,,India
880330 - Other parts of aeroplanes or helicopters,"2,532,251",1.35,1.35,2,,,,India
880390 - Other,"393,859",1.56,1.56,5,,,,India
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto,"7,119",2.70,2.70,1,,,,India
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,512,2.20,2.20,2,,,,India
880520 - Ground flying trainers and parts thereof,,0.85,0.85,2,,,,India
,1998,"5,381,506",2.33,2.33,30,,,,India
880110 - Gliders and hang gliders,,2.20,2.20,2,,,,India
880190 - Other,"91,084",2.63,2.63,3,,,,India
"880211 - - Of an unladen weight not exceeding 2,000 kg",,4.50,4.50,2,,,,India
"880212 - - Of an unladen weight exceeding 2,000 kg",,1.60,1.60,2,,,,India
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,4.30,4.30,2,,,,India
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg","1,104,970",1.65,1.65,2,,,,India
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,1.60,1.60,2,,,,India
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.60,4.60,1,,,,India
880310 - Propellers and rotors and parts thereof,,1.60,1.60,2,,,,India
880320 - Under-carriages and parts thereof,"228,993",1.60,1.60,2,,,,India
880330 - Other parts of aeroplanes or helicopters,"3,680,773",1.60,1.60,2,,,,India
880390 - Other,"269,413",1.77,1.77,3,,,,India
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto,"6,272",3.30,3.30,1,,,,India
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,2.75,2.75,2,,,,India
880520 - Ground flying trainers and parts thereof,,1.05,1.05,2,,,,India
,1997,"41,749,501",2.68,2.68,30,,,,India
880110 - Gliders and hang gliders,,2.50,2.50,2,,,,India
880190 - Other,,3.13,3.13,3,,,,India
"880211 - - Of an unladen weight not exceeding 2,000 kg",,5.25,5.25,2,,,,India
"880212 - - Of an unladen weight exceeding 2,000 kg",,1.80,1.80,2,,,,India
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,4.70,4.70,2,,,,India
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg","39,503,263",1.90,1.90,2,,,,India
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,1.80,1.80,2,,,,India
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,5.10,5.10,1,,,,India
880310 - Propellers and rotors and parts thereof,,1.80,1.80,2,,,,India
880320 - Under-carriages and parts thereof,"112,134",1.80,1.80,2,,,,India
880330 - Other parts of aeroplanes or helicopters,"1,936,759",1.80,1.80,2,,,,India
880390 - Other,"197,346",2.03,2.03,3,,,,India
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto,,3.90,3.90,1,,,,India
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,3.35,3.35,2,,,,India
880520 - Ground flying trainers and parts thereof,,1.25,1.25,2,,,,India
,1996,"2,488,595",2.68,2.68,30,,,,India
880110 - Gliders and hang gliders,,2.50,2.50,2,,,,India
880190 - Other,,3.13,3.13,3,,,,India
"880211 - - Of an unladen weight not exceeding 2,000 kg",,5.25,5.25,2,,,,India
"880212 - - Of an unladen weight exceeding 2,000 kg",,1.80,1.80,2,,,,India
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,4.70,4.70,2,,,,India
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,1.90,1.90,2,,,,India
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,1.80,1.80,2,,,,India
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,5.10,5.10,1,,,,India
880310 - Propellers and rotors and parts thereof,"11,034",1.80,1.80,2,,,,India
880320 - Under-carriages and parts thereof,"1,041",1.80,1.80,2,,,,India
880330 - Other parts of aeroplanes or helicopters,"2,356,148",1.80,1.80,2,,,,India
880390 - Other,"120,372",2.03,2.03,3,,,,India
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto,,3.90,3.90,1,,,,India
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,3.35,3.35,2,,,,India
880520 - Ground flying trainers and parts thereof,,1.25,1.25,2,,,,India
