Importer,Year,Value,Ad val. duties,Number of lines,Costa Rica
,(US$),Simple average,MFN duties,Pref. duties,Costa Rica
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Costa Rica
870410 - Dumpers designed for off-highway use,,0.00,0.00,2,,,,Costa Rica
870421 - - g.v.w. not exceeding 5 tonnes,,13.50,0.00,5,,5,,Costa Rica
870422 - - g.v.w. exceeding 5 tonnes but not exceeding 20 tonnes,,15.83,0.00,3,,3,,Costa Rica
870423 - - g.v.w. exceeding 20 tonnes,,15.83,0.00,3,,3,,Costa Rica
870431 - - g.v.w. not exceeding 5 tonnes,,13.50,0.00,5,,5,,Costa Rica
870432 - - g.v.w. exceeding 5 tonnes,,15.83,0.00,3,,3,,Costa Rica
870490 - Other,,10.00,0.00,1,,1,,Costa Rica
870510 - Crane lorries,,3.70,0.00,1,,1,,Costa Rica
870520 - Mobile drilling derricks,,3.70,0.00,1,,1,,Costa Rica
870530 - Fire fighting vehicles,,3.70,0.00,1,,1,,Costa Rica
870540 - Concrete-mixer lorries,,3.70,0.00,1,,1,,Costa Rica
870590 - Other,,3.70,0.00,2,,2,,Costa Rica
"870600 Chassis fitted with engines, for the motor vehicles of headings 87.01 to 87.05.",,9.88,0.00,4,,4,,Costa Rica
870710 - For the vehicles of heading 87.03,,4.50,0.00,2,,2,,Costa Rica
870790 - Other,,4.50,0.00,2,,2,,Costa Rica
870810 - Bumpers and parts thereof,,3.75,0.00,2,,2,,Costa Rica
870821 - - Safety seat belts,,3.75,0.00,2,,2,,Costa Rica
870829 - - Other,,3.75,0.00,2,,2,,Costa Rica
870830 - Brakes and servo-brakes; parts thereof,,4.00,0.00,3,,3,,Costa Rica
870840 - Gear boxes and parts thereof,,3.88,0.00,4,,4,,Costa Rica
"870850 - Drive-axles with differential, whether or not provided with other transmission components, and non-driving axles; parts thereof",,4.00,0.00,5,,5,,Costa Rica
870870 - Road wheels and parts and accessories thereof,,3.75,0.00,4,,4,,Costa Rica
870880 - Suspension systems and parts thereof (including shock-absorbers),,3.80,0.00,5,,5,,Costa Rica
870891 - - Radiators and parts thereof,,3.88,0.00,4,,4,,Costa Rica
870892 - - Silencers (mufflers) and exhaust pipes; parts thereof,,3.88,0.00,4,,4,,Costa Rica
870893 - - Clutches and parts thereof,,3.75,0.00,2,,2,,Costa Rica
"870894 - - Steering wheels, steering columns and steering boxes; parts thereof",,3.88,0.00,4,,4,,Costa Rica
870895 - - Safety airbags with inflater system; parts thereof,,3.67,0.00,3,,3,,Costa Rica
870899 - - Other,,3.67,0.00,3,,3,,Costa Rica
870911 - - Electrical,,3.00,0.00,2,,2,,Costa Rica
870919 - - Other,,3.00,0.00,2,,2,,Costa Rica
870990 - Parts,,3.50,0.00,1,,1,,Costa Rica
"871000 Tanks and other armoured fighting vehicles, motorised, whether or not fitted with weapons, and parts of such vehicles.",,1.70,0.00,1,,1,,Costa Rica
871110 - With reciprocating internal combustion piston engine of a cylinder capacity not exceeding 50 cc,,8.00,0.00,1,,1,,Costa Rica
871120 - With reciprocating internal combustion piston engine of a cylinder capacity exceeding 50 cc but not exceeding 250 cc,,8.00,0.00,3,,3,,Costa Rica
871130 - With reciprocating internal combustion piston engine of a cylinder capacity exceeding 250 cc but not exceeding 500 cc,,6.00,0.00,2,,2,,Costa Rica
871140 - With reciprocating internal combustion piston engine of a cylinder capacity exceeding 500 cc but not exceeding 800 cc,,6.00,0.00,1,,1,,Costa Rica
871150 - With reciprocating internal combustion piston engine of a cylinder capacity exceeding 800 cc,,6.00,0.00,1,,1,,Costa Rica
871160 - With electric motor for propulsion,,6.00,0.00,2,,2,,Costa Rica
871190 - Other,,6.00,0.00,1,,1,,Costa Rica
"871200 Bicycles and other cycles (including delivery tricycles), not motorised.",,14.50,0.00,2,,2,,Costa Rica
871310 - Not mechanically propelled,,0.00,0.00,1,,,,Costa Rica
871390 - Other,,0.00,0.00,1,,,,Costa Rica
871410 - Of motorcycles (including mopeds),,3.70,0.00,6,,6,,Costa Rica
871420 - Of carriages for disabled persons,,0.00,0.00,1,,,,Costa Rica
"871491 - - Frames and forks, and parts thereof",,4.70,0.00,3,,3,,Costa Rica
871492 - - Wheel rims and spokes,,4.70,0.00,2,,2,,Costa Rica
"871493 - - Hubs, other than coaster braking hubs and hub brakes, and free-wheel sprocket-wheels",,4.70,0.00,1,,1,,Costa Rica
"871494 - - Brakes, including coaster braking hubs and hub brakes, and parts thereof",,4.70,0.00,2,,2,,Costa Rica
871495 - - Saddles,,4.70,0.00,1,,1,,Costa Rica
"871496 - - Pedals and crank-gear, and parts thereof",,4.70,0.00,3,,3,,Costa Rica
871499 - - Other,,4.70,0.00,4,,4,,Costa Rica
871500 Baby carriages and parts thereof.,,2.70,0.00,2,,2,,Costa Rica
"871610 - Trailers and semi-trailers of the caravan type, for housing or camping",,2.70,0.00,2,,2,,Costa Rica
871620 - Self-loading or self-unloading trailers and semi-trailers for agricultural purposes,,2.70,0.00,1,,1,,Costa Rica
871631 - - Tanker trailers and tanker semi-trailers,,2.70,0.00,1,,1,,Costa Rica
871639 - - Other,,2.70,0.00,4,,4,,Costa Rica
871640 - Other trailers and semi-trailers,,2.70,0.00,1,,1,,Costa Rica
871680 - Other vehicles,,1.70,0.00,1,,1,,Costa Rica
871690 - Parts,,1.70,0.00,4,,4,,Costa Rica
,2017,"601,214",6.65,0.00,199,,188,,Costa Rica
870110 - Single axle tractors,,3.00,0.00,1,,1,,Costa Rica
870120 - Road tractors for semi-trailers,2,16.00,0.00,2,,2,,Costa Rica
870130 - Track-laying tractors,,0.00,0.00,1,,,,Costa Rica
870191 - - Not exceeding 18 kW,1,3.50,0.00,2,,1,,Costa Rica
870192 - - Exceeding 18 kW but not exceeding 37 kW,110,3.50,0.00,2,,1,,Costa Rica
870193 - - Exceeding 37 kW but not exceeding 75 kW,62,3.50,0.00,2,,1,,Costa Rica
870194 - - Exceeding 75 kW but not exceeding 130 kW,"20,140",3.50,0.00,2,,1,,Costa Rica
870195 - - Exceeding 130 kW,,3.50,0.00,2,,1,,Costa Rica
870210 - With only compression-ignition internal combustion piston engine (diesel or semi-diesel),1,13.00,0.00,4,,4,,Costa Rica
870220 - With both compression-ignition internal combustion piston engine (diesel or semi-diesel) and electric motor as motors for propulsion,,13.00,0.00,2,,2,,Costa Rica
870230 - With both spark-ignition internal combustion reciprocating piston engine and electric motor as motors for propulsion,,13.00,0.00,2,,2,,Costa Rica
870240 - With only electric motor for propulsion,8,10.00,0.00,1,,1,,Costa Rica
870290 - Other,,12.40,0.00,5,,5,,Costa Rica
870310 - Vehicles specially designed for travelling on snow; golf cars and similar vehicles,1,7.50,0.00,2,,2,,Costa Rica
"870321 - - Of a cylinder capacity not exceeding 1,000 cc",353,10.00,0.00,2,,2,,Costa Rica
"870322 - - Of a cylinder capacity exceeding 1,000 cc but not exceeding 1,500 cc",153,10.00,0.00,2,,2,,Costa Rica
"870323 - - Of a cylinder capacity exceeding 1,500 cc but not exceeding 3,000 cc","31,018",10.00,0.00,3,,3,,Costa Rica
"870324 - - Of a cylinder capacity exceeding 3,000 cc","34,219",10.00,0.00,2,,2,,Costa Rica
"870331 - - Of a cylinder capacity not exceeding 1,500 cc",,10.00,0.00,2,,2,,Costa Rica
"870332 - - Of a cylinder capacity exceeding 1,500 cc but not exceeding 2,500 cc","4,013",10.00,0.00,3,,3,,Costa Rica
"870333 - - Of a cylinder capacity exceeding 2,500 cc","37,862",10.00,0.00,3,,3,,Costa Rica
"870340 - Other vehicles, with both spark-ignition internal combustion reciprocating piston engine and electric motor as motors for propulsion, other than those capable of being charged by plugging to external source of electric power",62,10.00,0.00,2,,2,,Costa Rica
"870350 - Other vehicles, with both compression-ignition internal combustion piston engine (diesel or semi-diesel) and electric motor as motors for propulsion, other than those capable of being charged by plugging to external source of electric power",,10.00,0.00,1,,1,,Costa Rica
"870360 - Other vehicles, with both spark-ignition internal combustion reciprocating piston engine and electric motor as motors for propulsion, capable of being charged by plugging to external source of electric power",,10.00,0.00,2,,2,,Costa Rica
"870370 - Other vehicles, with both compression-ignition internal combustion piston engine (diesel or semi-diesel) and electric motor as motors for propulsion, capable of being charged by plugging to external source of electric power",,10.00,0.00,1,,1,,Costa Rica
"870380 - Other vehicles, with only electric motor for propulsion",3,10.00,0.00,2,,2,,Costa Rica
870390 - Other,,10.00,0.00,1,,1,,Costa Rica
870410 - Dumpers designed for off-highway use,543,0.00,0.00,2,,,,Costa Rica
870421 - - g.v.w. not exceeding 5 tonnes,11,13.50,0.00,5,,5,,Costa Rica
870422 - - g.v.w. exceeding 5 tonnes but not exceeding 20 tonnes,1,15.83,0.00,3,,3,,Costa Rica
870423 - - g.v.w. exceeding 20 tonnes,2,15.83,0.00,3,,3,,Costa Rica
870431 - - g.v.w. not exceeding 5 tonnes,6,13.50,0.00,5,,5,,Costa Rica
870432 - - g.v.w. exceeding 5 tonnes,,15.83,0.00,3,,3,,Costa Rica
870490 - Other,1,10.00,0.00,1,,1,,Costa Rica
870510 - Crane lorries,,3.70,0.00,1,,1,,Costa Rica
870520 - Mobile drilling derricks,,3.70,0.00,1,,1,,Costa Rica
870530 - Fire fighting vehicles,,3.70,0.00,1,,1,,Costa Rica
870540 - Concrete-mixer lorries,,3.70,0.00,1,,1,,Costa Rica
870590 - Other,,3.70,0.00,2,,2,,Costa Rica
"870600 Chassis fitted with engines, for the motor vehicles of headings 87.01 to 87.05.",,9.88,0.00,4,,4,,Costa Rica
870710 - For the vehicles of heading 87.03,1,4.50,0.00,2,,2,,Costa Rica
870790 - Other,5,4.50,0.00,2,,2,,Costa Rica
870810 - Bumpers and parts thereof,"1,166",3.75,0.00,2,,2,,Costa Rica
870821 - - Safety seat belts,3,3.75,0.00,2,,2,,Costa Rica
870829 - - Other,898,3.75,0.00,2,,2,,Costa Rica
870830 - Brakes and servo-brakes; parts thereof,"4,521",4.00,0.00,3,,3,,Costa Rica
870840 - Gear boxes and parts thereof,"1,261",3.88,0.00,4,,4,,Costa Rica
"870850 - Drive-axles with differential, whether or not provided with other transmission components, and non-driving axles; parts thereof",229,4.00,0.00,5,,5,,Costa Rica
870870 - Road wheels and parts and accessories thereof,"1,731",3.75,0.00,4,,4,,Costa Rica
870880 - Suspension systems and parts thereof (including shock-absorbers),579,3.80,0.00,5,,5,,Costa Rica
870891 - - Radiators and parts thereof,"128,457",3.88,0.00,4,,4,,Costa Rica
870892 - - Silencers (mufflers) and exhaust pipes; parts thereof,46,3.88,0.00,4,,4,,Costa Rica
870893 - - Clutches and parts thereof,241,3.75,0.00,2,,2,,Costa Rica
"870894 - - Steering wheels, steering columns and steering boxes; parts thereof",54,3.88,0.00,4,,4,,Costa Rica
870895 - - Safety airbags with inflater system; parts thereof,122,3.67,0.00,3,,3,,Costa Rica
870899 - - Other,"294,876",3.67,0.00,3,,3,,Costa Rica
870911 - - Electrical,,3.00,0.00,2,,2,,Costa Rica
870919 - - Other,105,3.00,0.00,2,,2,,Costa Rica
870990 - Parts,14,3.50,0.00,1,,1,,Costa Rica
"871000 Tanks and other armoured fighting vehicles, motorised, whether or not fitted with weapons, and parts of such vehicles.",,1.70,0.00,1,,1,,Costa Rica
871110 - With reciprocating internal combustion piston engine of a cylinder capacity not exceeding 50 cc,6,8.00,0.00,1,,1,,Costa Rica
871120 - With reciprocating internal combustion piston engine of a cylinder capacity exceeding 50 cc but not exceeding 250 cc,10,8.00,0.00,3,,3,,Costa Rica
871130 - With reciprocating internal combustion piston engine of a cylinder capacity exceeding 250 cc but not exceeding 500 cc,,6.00,0.00,2,,2,,Costa Rica
871140 - With reciprocating internal combustion piston engine of a cylinder capacity exceeding 500 cc but not exceeding 800 cc,"10,940",6.00,0.00,1,,1,,Costa Rica
871150 - With reciprocating internal combustion piston engine of a cylinder capacity exceeding 800 cc,43,6.00,0.00,1,,1,,Costa Rica
871160 - With electric motor for propulsion,"1,697",6.00,0.00,2,,2,,Costa Rica
871190 - Other,51,6.00,0.00,1,,1,,Costa Rica
"871200 Bicycles and other cycles (including delivery tricycles), not motorised.","3,222",14.50,0.00,2,,2,,Costa Rica
871310 - Not mechanically propelled,1,0.00,0.00,1,,,,Costa Rica
871390 - Other,3,0.00,0.00,1,,,,Costa Rica
871410 - Of motorcycles (including mopeds),"14,745",3.70,0.00,6,,6,,Costa Rica
871420 - Of carriages for disabled persons,5,0.00,0.00,1,,,,Costa Rica
"871491 - - Frames and forks, and parts thereof",391,4.70,0.00,3,,3,,Costa Rica
871492 - - Wheel rims and spokes,11,4.70,0.00,2,,2,,Costa Rica
"871493 - - Hubs, other than coaster braking hubs and hub brakes, and free-wheel sprocket-wheels",90,4.70,0.00,1,,1,,Costa Rica
"871494 - - Brakes, including coaster braking hubs and hub brakes, and parts thereof",76,4.70,0.00,2,,2,,Costa Rica
871495 - - Saddles,135,4.70,0.00,1,,1,,Costa Rica
"871496 - - Pedals and crank-gear, and parts thereof",88,4.70,0.00,3,,3,,Costa Rica
871499 - - Other,716,4.70,0.00,4,,4,,Costa Rica
871500 Baby carriages and parts thereof.,"2,141",2.70,0.00,2,,2,,Costa Rica
"871610 - Trailers and semi-trailers of the caravan type, for housing or camping",,2.70,0.00,2,,2,,Costa Rica
871620 - Self-loading or self-unloading trailers and semi-trailers for agricultural purposes,,2.70,0.00,1,,1,,Costa Rica
871631 - - Tanker trailers and tanker semi-trailers,,2.70,0.00,1,,1,,Costa Rica
871639 - - Other,1,2.70,0.00,4,,4,,Costa Rica
871640 - Other trailers and semi-trailers,196,2.70,0.00,1,,1,,Costa Rica
871680 - Other vehicles,57,1.70,0.00,1,,1,,Costa Rica
871690 - Parts,"3,707",1.70,0.00,4,,4,,Costa Rica
,2016,"246,957",6.29,0.00,184,,171,,Costa Rica
870110 - Pedestrian controlled tractors,,3.00,0.00,1,,1,,Costa Rica
870120 - Road tractors for semi-trailers,,16.00,0.00,2,,2,,Costa Rica
870130 -Track-laying tractors,,0.00,0.00,1,,,,Costa Rica
870190 - Other,"51,488",0.88,0.00,8,,1,,Costa Rica
870210 -With compression-ignition internal combustion piston engine (diesel or semi-diesel),,13.00,0.00,4,,4,,Costa Rica
870290 - Other,,12.40,0.00,5,,5,,Costa Rica
870310 -Vehicles specially designed for travelling on snow; golf cars and similar vehicles,,7.50,0.00,2,,2,,Costa Rica
"870321 -- Of a cylinder capacity not exceeding 1,000 cc",,10.00,0.00,2,,2,,Costa Rica
"870322 -- Of a cylinder capacity exceeding 1,000 cc but not exceeding 1,500 cc","18,030",10.00,0.00,2,,2,,Costa Rica
"870323 -- Of a cylinder capacity exceeding 1,500 cc but not exceeding 3,000 cc","75,791",10.00,0.00,3,,3,,Costa Rica
"870324 -- Of a cylinder capacity exceeding 3,000 cc",,10.00,0.00,2,,2,,Costa Rica
"870331 -- Of a cylinder capacity not exceeding 1,500 cc",,10.00,0.00,2,,2,,Costa Rica
"870332 -- Of a cylinder capacity exceeding 1,500 cc but not exceeding 2,500 cc",,10.00,0.00,3,,3,,Costa Rica
"870333 -- Of a cylinder capacity exceeding 2,500 cc","10,360",10.00,0.00,3,,3,,Costa Rica
870390 - Other,,10.00,0.00,2,,2,,Costa Rica
870410 - Dumpers designed for off-highway use,,0.00,0.00,2,,,,Costa Rica
870421 -- g.v.w. not exceeding 5 tonnes,,13.50,0.00,5,,5,,Costa Rica
870422 -- g.v.w. exceeding 5 tonnes but not exceeding 20 tonnes,,15.83,0.00,3,,3,,Costa Rica
870423 -- g.v.w. exceeding 20 tonnes,,15.83,0.00,3,,3,,Costa Rica
870431 -- g.v.w. not exceeding 5 tonnes,,13.50,0.00,5,,5,,Costa Rica
870432 -- g.v.w. exceeding 5 tonnes,,15.83,0.00,3,,3,,Costa Rica
870490 - Other,,10.00,0.00,1,,1,,Costa Rica
870510 - Crane lorries,,3.70,0.00,1,,1,,Costa Rica
870520 -Mobile drilling derricks,,3.70,0.00,1,,1,,Costa Rica
870530 - Fire fighting vehicles,,3.70,0.00,1,,1,,Costa Rica
870540 - Concrete-mixer lorries,,3.70,0.00,1,,1,,Costa Rica
870590 - Other,,3.70,0.00,2,,2,,Costa Rica
"870600 Chassis fitted with engines, for the motor vehicles of headings 87.01 to 87.05.",,9.88,0.00,4,,4,,Costa Rica
870710 - For the vehicles of heading 87.03,,4.50,0.00,2,,2,,Costa Rica
870790 - Other,,4.50,0.00,2,,2,,Costa Rica
870810 - Bumpers and parts thereof,,3.75,0.00,2,,2,,Costa Rica
870821 -- Safety seat belts,,3.75,0.00,2,,2,,Costa Rica
870829 -- Other,,3.75,0.00,2,,2,,Costa Rica
870830 - Brakes and servo-brakes; parts thereof,"3,388",4.00,0.00,3,,3,,Costa Rica
870840 - Gear boxes and parts thereof,,3.88,0.00,4,,4,,Costa Rica
"870850 - Drive-axles with differential, whether or not provided with other transmission components, and non-driving axles; parts thereof",,4.00,0.00,5,,5,,Costa Rica
870870 - Road wheels and parts and accessories thereof,,3.75,0.00,4,,4,,Costa Rica
870880 - Suspension systems and parts thereof (including shock- absorbers),"5,255",3.80,0.00,5,,5,,Costa Rica
870891 -- Radiators and parts thereof,,3.88,0.00,4,,4,,Costa Rica
870892 -- Silencers (mufflers) and exhaust pipes; parts thereof,,3.88,0.00,4,,4,,Costa Rica
870893 -- Clutches and parts thereof,"1,841",3.75,0.00,2,,2,,Costa Rica
"870894 -- Steering wheels, steering columns and steering boxes; parts thereof",,3.88,0.00,4,,4,,Costa Rica
870895 -- Safety airbags with inflater system; parts thereof,,3.67,0.00,3,,3,,Costa Rica
870899 -- Other,"79,853",3.67,0.00,3,,3,,Costa Rica
870911 -- Electrical,,3.00,0.00,2,,2,,Costa Rica
870919 -- Other,,3.00,0.00,2,,2,,Costa Rica
870990 - Parts,170,3.50,0.00,1,,1,,Costa Rica
"871000 Tanks and other armoured fighting vehicles, motorised, whether or not fitted with weapons, and parts of such vehicles.",,1.70,0.00,1,,1,,Costa Rica
871110 -With reciprocating internal combustion piston engine of a cylinder capacity not exceeding 50 cc,,8.00,0.00,1,,1,,Costa Rica
871120 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 50 cc but not exceeding 250 cc,,8.00,0.00,3,,3,,Costa Rica
871130 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 250 cc but not exceeding 500 cc,,6.00,0.00,2,,2,,Costa Rica
871140 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 500 cc but not exceeding 800 cc,,6.00,0.00,1,,1,,Costa Rica
871150 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 800 cc,,6.00,0.00,1,,1,,Costa Rica
871190 - Other,,6.00,0.00,2,,2,,Costa Rica
"871200 Bicycles and other cycles (including delivery tricycles), not motorised.",387,14.50,0.00,2,,2,,Costa Rica
871310 - Not mechanically propelled,,0.00,0.00,1,,,,Costa Rica
871390 - Other,,0.00,0.00,1,,,,Costa Rica
871410 - Of motorcycles (including mopeds),393,3.70,0.00,6,,6,,Costa Rica
871420 - Of carriages for disabled persons,,0.00,0.00,1,,,,Costa Rica
"871491 -- Frames and forks, and parts thereof",,4.70,0.00,3,,3,,Costa Rica
871492 -- Wheel rims and spokes,,4.70,0.00,2,,2,,Costa Rica
"871493 -- Hubs, other than coaster braking hubs and hub brakes, and free- wheel sprocket-wheels",,4.70,0.00,1,,1,,Costa Rica
"871494 -- Brakes, including coaster braking hubs and hub brakes, and parts thereof",,4.70,0.00,2,,2,,Costa Rica
871495 -- Saddles,,4.70,0.00,1,,1,,Costa Rica
"871496 -- Pedals and crank-gear, and parts thereof",,4.70,0.00,3,,3,,Costa Rica
871499 -- Other,,4.70,0.00,4,,4,,Costa Rica
871500 Baby carriages and parts thereof.,,2.70,0.00,2,,2,,Costa Rica
"871610 -Trailers and semi-trailers of the caravan type, for housing or camping",,2.70,0.00,2,,2,,Costa Rica
871620 - Self-loading or self-unloading trailers and semi-trailers for agricultural purposes,,2.70,0.00,1,,1,,Costa Rica
871631 -- Tanker trailers and tanker semi-trailers,,2.70,0.00,1,,1,,Costa Rica
871639 -- Other,,2.70,0.00,4,,4,,Costa Rica
871640 - Other trailers and semi-trailers,,2.70,0.00,1,,1,,Costa Rica
871680 - Other vehicles,,1.70,0.00,1,,1,,Costa Rica
871690 - Parts,,1.70,0.00,4,,4,,Costa Rica
,2015,"182,816",6.29,0.00,184,,171,,Costa Rica
870110 - Pedestrian controlled tractors,,3.00,0.00,1,,1,,Costa Rica
870120 - Road tractors for semi-trailers,,16.00,0.00,2,,2,,Costa Rica
870130 -Track-laying tractors,,0.00,0.00,1,,,,Costa Rica
870190 - Other,,0.88,0.00,8,,1,,Costa Rica
870210 -With compression-ignition internal combustion piston engine (diesel or semi-diesel),,13.00,0.00,4,,4,,Costa Rica
870290 - Other,,12.40,0.00,5,,5,,Costa Rica
870310 -Vehicles specially designed for travelling on snow; golf cars and similar vehicles,,7.50,0.00,2,,2,,Costa Rica
"870321 -- Of a cylinder capacity not exceeding 1,000 cc",388,10.00,0.00,2,,2,,Costa Rica
"870322 -- Of a cylinder capacity exceeding 1,000 cc but not exceeding 1,500 cc",,10.00,0.00,2,,2,,Costa Rica
"870323 -- Of a cylinder capacity exceeding 1,500 cc but not exceeding 3,000 cc","2,034",10.00,0.00,3,,3,,Costa Rica
"870324 -- Of a cylinder capacity exceeding 3,000 cc","38,450",10.00,0.00,2,,2,,Costa Rica
"870331 -- Of a cylinder capacity not exceeding 1,500 cc",,10.00,0.00,2,,2,,Costa Rica
"870332 -- Of a cylinder capacity exceeding 1,500 cc but not exceeding 2,500 cc",,10.00,0.00,3,,3,,Costa Rica
"870333 -- Of a cylinder capacity exceeding 2,500 cc",,10.00,0.00,3,,3,,Costa Rica
870390 - Other,,10.00,0.00,2,,2,,Costa Rica
870410 - Dumpers designed for off-highway use,,0.00,0.00,2,,,,Costa Rica
870421 -- g.v.w. not exceeding 5 tonnes,,13.50,0.00,5,,5,,Costa Rica
870422 -- g.v.w. exceeding 5 tonnes but not exceeding 20 tonnes,,15.83,0.00,3,,3,,Costa Rica
870423 -- g.v.w. exceeding 20 tonnes,,15.83,0.00,3,,3,,Costa Rica
870431 -- g.v.w. not exceeding 5 tonnes,,13.50,0.00,5,,5,,Costa Rica
870432 -- g.v.w. exceeding 5 tonnes,,15.83,0.00,3,,3,,Costa Rica
870490 - Other,,10.00,0.00,1,,1,,Costa Rica
870510 - Crane lorries,,3.70,0.00,1,,1,,Costa Rica
870520 -Mobile drilling derricks,,3.70,0.00,1,,1,,Costa Rica
870530 - Fire fighting vehicles,,3.70,0.00,1,,1,,Costa Rica
870540 - Concrete-mixer lorries,,3.70,0.00,1,,1,,Costa Rica
870590 - Other,,3.70,0.00,2,,2,,Costa Rica
"870600 Chassis fitted with engines, for the motor vehicles of headings 87.01 to 87.05.",,9.88,0.00,4,,4,,Costa Rica
870710 - For the vehicles of heading 87.03,,4.50,0.00,2,,2,,Costa Rica
870790 - Other,,4.50,0.00,2,,2,,Costa Rica
870810 - Bumpers and parts thereof,,3.75,0.00,2,,2,,Costa Rica
870821 -- Safety seat belts,,3.75,0.00,2,,2,,Costa Rica
870829 -- Other,,3.75,0.00,2,,2,,Costa Rica
870830 - Brakes and servo-brakes; parts thereof,711,4.00,0.00,3,,3,,Costa Rica
870840 - Gear boxes and parts thereof,,3.88,0.00,4,,4,,Costa Rica
"870850 - Drive-axles with differential, whether or not provided with other transmission components, and non-driving axles; parts thereof",,4.00,0.00,5,,5,,Costa Rica
870870 - Road wheels and parts and accessories thereof,,3.75,0.00,4,,4,,Costa Rica
870880 - Suspension systems and parts thereof (including shock- absorbers),771,3.80,0.00,5,,5,,Costa Rica
870891 -- Radiators and parts thereof,"3,217",3.88,0.00,4,,4,,Costa Rica
870892 -- Silencers (mufflers) and exhaust pipes; parts thereof,,3.88,0.00,4,,4,,Costa Rica
870893 -- Clutches and parts thereof,,3.75,0.00,2,,2,,Costa Rica
"870894 -- Steering wheels, steering columns and steering boxes; parts thereof",,3.88,0.00,4,,4,,Costa Rica
870895 -- Safety airbags with inflater system; parts thereof,,3.67,0.00,3,,3,,Costa Rica
870899 -- Other,"100,368",3.67,0.00,3,,3,,Costa Rica
870911 -- Electrical,,3.00,0.00,2,,2,,Costa Rica
870919 -- Other,,3.00,0.00,2,,2,,Costa Rica
870990 - Parts,,3.50,0.00,1,,1,,Costa Rica
"871000 Tanks and other armoured fighting vehicles, motorised, whether or not fitted with weapons, and parts of such vehicles.",,1.70,0.00,1,,1,,Costa Rica
