Importer,Year,Value,Ad val. duties,Number of lines,European Union
,(US$),Simple average,MFN duties,Pref. duties,European Union
,MFN,Best,All items,Non ad val.,All items,Non ad val.,European Union
170111 - - Cane sugar,570,19.00,19.00,1,,,,European Union
170112 - - Beet sugar,"1,012",19.00,19.00,1,,,,European Union
170191 - - Containing added flavouring or colouring matter,,19.00,19.00,1,,,,European Union
170199 - - Other,"21,447",19.00,19.00,1,,,,European Union
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter","2,201,865",19.00,19.00,1,,,,European Union
170219 - - Other,"695,410",19.00,19.00,1,,,,European Union
170220 - Maple sugar and maple syrup,"6,364",19.00,19.00,1,,,,European Union
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose","650,141",19.00,19.00,3,,,,European Union
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose",,19.00,19.00,2,,,,European Union
170250 - Chemically pure fructose,"169,344",19.00,19.00,1,,,,European Union
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose","12,965",19.00,19.00,2,,,,European Union
"170290 - Other, including invert sugar","406,673",19.00,19.00,1,,,,European Union
170310 - Cane molasses,,19.00,19.00,1,,,,European Union
170390 - Other,"1,924",19.00,19.00,1,,,,European Union
"170410 - Chewing gum, whether or not sugar-coated","2,586,477",23.00,23.00,1,,,,European Union
170490 - Other,"5,195,884",23.00,23.00,3,,,,European Union
,1999,"9,955,043",19.73,19.73,22,,,,European Union
170111 - - Cane sugar,940,19.00,19.00,1,,,,European Union
170112 - - Beet sugar,,19.00,19.00,1,,,,European Union
170191 - - Containing added flavouring or colouring matter,455,19.00,19.00,1,,,,European Union
170199 - - Other,"9,217",19.00,19.00,1,,,,European Union
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter","2,265,664",19.00,19.00,1,,,,European Union
170219 - - Other,"453,385",19.00,19.00,1,,,,European Union
170220 - Maple sugar and maple syrup,,19.00,19.00,1,,,,European Union
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose","474,503",19.00,19.00,3,,,,European Union
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose",25,19.00,19.00,2,,,,European Union
170250 - Chemically pure fructose,"176,555",19.00,19.00,1,,,,European Union
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose","8,530",19.00,19.00,2,,,,European Union
"170290 - Other, including invert sugar","183,429",19.00,19.00,1,,,,European Union
170310 - Cane molasses,,19.00,19.00,1,,,,European Union
170390 - Other,63,19.00,19.00,1,,,,European Union
"170410 - Chewing gum, whether or not sugar-coated","2,497,821",23.00,23.00,1,,,,European Union
170490 - Other,"3,884,456",23.00,23.00,3,,,,European Union
,1998,"16,033,467",19.73,19.73,22,,,,European Union
170111 - - Cane sugar,"1,364",19.00,19.00,1,,,,European Union
170112 - - Beet sugar,367,19.00,19.00,1,,,,European Union
170191 - - Containing added flavouring or colouring matter,"1,233",19.00,19.00,1,,,,European Union
170199 - - Other,"20,792",19.00,19.00,1,,,,European Union
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter","1,270,134",19.00,19.00,1,,,,European Union
170219 - - Other,"1,396,538",19.00,19.00,1,,,,European Union
170220 - Maple sugar and maple syrup,,19.00,19.00,1,,,,European Union
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose","1,093,282",19.00,19.00,3,,,,European Union
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose","2,837",19.00,19.00,2,,,,European Union
170250 - Chemically pure fructose,"285,549",19.00,19.00,1,,,,European Union
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose","3,845",19.00,19.00,2,,,,European Union
"170290 - Other, including invert sugar","402,264",19.00,19.00,1,,,,European Union
170310 - Cane molasses,,19.00,19.00,1,,,,European Union
170390 - Other,"1,926",19.00,19.00,1,,,,European Union
"170410 - Chewing gum, whether or not sugar-coated","4,652,075",23.00,23.00,1,,,,European Union
170490 - Other,"6,901,261",23.00,23.00,3,,,,European Union
,1997,"12,677,128",19.73,19.73,22,,,,European Union
170111 - - Cane sugar,834,19.00,19.00,1,,,,European Union
170112 - - Beet sugar,48,19.00,19.00,1,,,,European Union
170191 - - Containing added flavouring or colouring matter,44,19.00,19.00,1,,,,European Union
170199 - - Other,"195,175",19.00,19.00,1,,,,European Union
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter","1,101,763",19.00,19.00,1,,,,European Union
170219 - - Other,"1,863,048",19.00,19.00,1,,,,European Union
170220 - Maple sugar and maple syrup,,19.00,19.00,1,,,,European Union
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose","922,864",19.00,19.00,3,,,,European Union
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose",,19.00,19.00,2,,,,European Union
170250 - Chemically pure fructose,"192,248",19.00,19.00,1,,,,European Union
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose","14,381",19.00,19.00,2,,,,European Union
"170290 - Other, including invert sugar","394,710",19.00,19.00,1,,,,European Union
170310 - Cane molasses,,19.00,19.00,1,,,,European Union
170390 - Other,408,19.00,19.00,1,,,,European Union
"170410 - Chewing gum, whether or not sugar-coated","2,202,631",23.00,23.00,1,,,,European Union
170490 - Other,"5,788,974",23.00,23.00,3,,,,European Union
,1996,"13,870,172",16.73,16.73,22,,,,European Union
170111 - - Cane sugar,"1,046",16.00,16.00,1,,,,European Union
170112 - - Beet sugar,"2,539",16.00,16.00,1,,,,European Union
170191 - - Containing added flavouring or colouring matter,,16.00,16.00,1,,,,European Union
170199 - - Other,"622,050",16.00,16.00,1,,,,European Union
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter","1,111,032",16.00,16.00,1,,,,European Union
170219 - - Other,"2,140,511",16.00,16.00,1,,,,European Union
170220 - Maple sugar and maple syrup,195,16.00,16.00,1,,,,European Union
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose","1,573,970",16.00,16.00,3,,,,European Union
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose",,16.00,16.00,2,,,,European Union
170250 - Chemically pure fructose,"144,883",16.00,16.00,1,,,,European Union
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose","5,994",16.00,16.00,2,,,,European Union
"170290 - Other, including invert sugar","317,968",16.00,16.00,1,,,,European Union
170310 - Cane molasses,,16.00,16.00,1,,,,European Union
170390 - Other,274,16.00,16.00,1,,,,European Union
"170410 - Chewing gum, whether or not sugar-coated","830,740",20.00,20.00,1,,,,European Union
170490 - Other,"7,118,970",20.00,20.00,3,,,,European Union
