Importer,Year,Value,Ad val. duties,Number of lines,"Korea, Republic of"
,(US$),Simple average,MFN duties,Pref. duties,"Korea, Republic of"
,MFN,Best,All items,Non ad val.,All items,Non ad val.,"Korea, Republic of"
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6 %",,30.00,30.00,1,,,,"Korea, Republic of"
"040130 - Of a fat content, by weight, exceeding 6%",,30.00,30.00,1,,,,"Korea, Republic of"
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%","4,044",60.00,60.00,3,,,,"Korea, Republic of"
040221 -- Not containing added sugar or other sweetening matter,,60.00,60.00,1,,,,"Korea, Republic of"
040229 -- Other,,30.00,30.00,3,,,,"Korea, Republic of"
040291 -- Not containing added sugar or other sweetening matter,,30.00,30.00,2,,,,"Korea, Republic of"
040299 -- Other,,30.00,30.00,3,,,,"Korea, Republic of"
040310 - Yogurt,,30.00,30.00,1,,,,"Korea, Republic of"
040390 - Other,,30.00,30.00,2,,,,"Korea, Republic of"
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,30.00,30.00,3,,,,"Korea, Republic of"
040490 - Other,,30.00,30.00,1,,,,"Korea, Republic of"
040510 - Butter,,30.00,30.00,1,,,,"Korea, Republic of"
040520 - Dairy spreads,,40.00,40.00,1,,,,"Korea, Republic of"
040590 - Other,,36.67,36.67,3,,,,"Korea, Republic of"
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,30.00,30.00,1,,,,"Korea, Republic of"
"040620 - Grated or powdered cheese, of all kinds",,30.00,30.00,1,,,,"Korea, Republic of"
"040630 - Processed cheese, not grated or powdered",,30.00,30.00,1,,,,"Korea, Republic of"
040640 - Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,,30.00,30.00,1,,,,"Korea, Republic of"
040690 - Other cheese,,30.00,30.00,1,,,,"Korea, Republic of"
"040700 Birds' eggs, in shell, fresh, preserved or cooked.",,30.00,30.00,3,,,,"Korea, Republic of"
040811 -- Dried,,30.00,30.00,1,,,,"Korea, Republic of"
040819 -- Other,,30.00,30.00,1,,,,"Korea, Republic of"
040891 -- Dried,,30.00,30.00,1,,,,"Korea, Republic of"
040899 -- Other,,30.00,30.00,1,,,,"Korea, Republic of"
040900 Natural honey.,,60.00,60.00,1,,,,"Korea, Republic of"
"041000 Edible products of animal origin, not elsewhere specified or included.",,30.00,30.00,3,,,,"Korea, Republic of"
,2007,"39,630",34.65,34.65,43,,,,"Korea, Republic of"
"040110 - Of a fat content, by weight, not exceeding 1%",,30.00,30.00,1,,,,"Korea, Republic of"
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6 %",,30.00,30.00,1,,,,"Korea, Republic of"
"040130 - Of a fat content, by weight, exceeding 6%",,30.00,30.00,1,,,,"Korea, Republic of"
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%",,60.00,60.00,3,,,,"Korea, Republic of"
040221 -- Not containing added sugar or other sweetening matter,,60.00,60.00,1,,,,"Korea, Republic of"
040229 -- Other,,30.00,30.00,3,,,,"Korea, Republic of"
040291 -- Not containing added sugar or other sweetening matter,,30.00,30.00,2,,,,"Korea, Republic of"
040299 -- Other,,30.00,30.00,3,,,,"Korea, Republic of"
040310 - Yogurt,429,30.00,30.00,1,,,,"Korea, Republic of"
040390 - Other,,30.00,30.00,2,,,,"Korea, Republic of"
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,30.00,30.00,3,,,,"Korea, Republic of"
040490 - Other,,30.00,30.00,1,,,,"Korea, Republic of"
040510 - Butter,,40.00,40.00,1,,,,"Korea, Republic of"
040520 - Dairy spreads,,40.00,40.00,1,,,,"Korea, Republic of"
040590 - Other,,40.00,40.00,3,,,,"Korea, Republic of"
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,30.00,30.00,1,,,,"Korea, Republic of"
"040620 - Grated or powdered cheese, of all kinds",,30.00,30.00,1,,,,"Korea, Republic of"
"040630 - Processed cheese, not grated or powdered",,30.00,30.00,1,,,,"Korea, Republic of"
040640 - Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,,30.00,30.00,1,,,,"Korea, Republic of"
040690 - Other cheese,,30.00,30.00,1,,,,"Korea, Republic of"
"040700 Birds' eggs, in shell, fresh, preserved or cooked.",,30.00,30.00,3,,,,"Korea, Republic of"
040811 -- Dried,,30.00,30.00,1,,,,"Korea, Republic of"
040819 -- Other,"36,830",30.00,30.00,1,,,,"Korea, Republic of"
040891 -- Dried,,30.00,30.00,1,,,,"Korea, Republic of"
040899 -- Other,,30.00,30.00,1,,,,"Korea, Republic of"
040900 Natural honey.,"2,371",60.00,60.00,1,,,,"Korea, Republic of"
"041000 Edible products of animal origin, not elsewhere specified or included.",,30.00,30.00,3,,,,"Korea, Republic of"
,2006,59,34.65,34.65,43,,,,"Korea, Republic of"
"040110 - Of a fat content, by weight, not exceeding 1%",,30.00,30.00,1,,,,"Korea, Republic of"
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6%",,30.00,30.00,1,,,,"Korea, Republic of"
"040130 - Of a fat content, by weight, exceeding 6%",,30.00,30.00,1,,,,"Korea, Republic of"
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%",,60.00,60.00,3,,,,"Korea, Republic of"
040221 -- Not containing added sugar or other sweetening matter,,60.00,60.00,1,,,,"Korea, Republic of"
040229 -- Other,,30.00,30.00,3,,,,"Korea, Republic of"
040291 -- Not containing added sugar or other sweetening matter,,30.00,30.00,2,,,,"Korea, Republic of"
040299 -- Other,,30.00,30.00,3,,,,"Korea, Republic of"
040310 - Yogurt,59,30.00,30.00,1,,,,"Korea, Republic of"
040390 - Other,,30.00,30.00,2,,,,"Korea, Republic of"
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,30.00,30.00,3,,,,"Korea, Republic of"
040490 - Other,,30.00,30.00,1,,,,"Korea, Republic of"
040510 - Butter,,40.00,40.00,1,,,,"Korea, Republic of"
040520 - Dairy spreads,,40.00,40.00,1,,,,"Korea, Republic of"
040590 - Other,,40.00,40.00,3,,,,"Korea, Republic of"
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,30.00,30.00,1,,,,"Korea, Republic of"
"040620 - Grated or powdered cheese, of all kinds",,30.00,30.00,1,,,,"Korea, Republic of"
"040630 - Processed cheese, not grated or powdered",,30.00,30.00,1,,,,"Korea, Republic of"
040640 - Blue-veined cheese,,30.00,30.00,1,,,,"Korea, Republic of"
040690 - Other cheese,,30.00,30.00,1,,,,"Korea, Republic of"
"040700 Birds' eggs, in shell, fresh, preserved or cooked.",,30.00,30.00,3,,,,"Korea, Republic of"
040811 -- Dried,,30.00,30.00,1,,,,"Korea, Republic of"
040819 -- Other,,30.00,30.00,1,,,,"Korea, Republic of"
040891 -- Dried,,30.00,30.00,1,,,,"Korea, Republic of"
040899 -- Other,,30.00,30.00,1,,,,"Korea, Republic of"
040900 Natural honey.,,60.00,60.00,1,,,,"Korea, Republic of"
"041000 Edible products of animal origin, not elsewhere specified or included.",,30.00,30.00,3,,,,"Korea, Republic of"
,2005,,34.19,34.19,43,,,,"Korea, Republic of"
"040110 - Of a fat content, by weight, not exceeding 1%",,30.00,30.00,1,,,,"Korea, Republic of"
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6%",,30.00,30.00,1,,,,"Korea, Republic of"
"040130 - Of a fat content, by weight, exceeding 6%",,30.00,30.00,1,,,,"Korea, Republic of"
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%",,60.00,60.00,3,,,,"Korea, Republic of"
040221 -- Not containing added sugar or other sweetening matter,,60.00,60.00,1,,,,"Korea, Republic of"
040229 -- Other,,30.00,30.00,3,,,,"Korea, Republic of"
040291 -- Not containing added sugar or other sweetening matter,,30.00,30.00,2,,,,"Korea, Republic of"
040299 -- Other,,30.00,30.00,3,,,,"Korea, Republic of"
040310 - Yogurt,,30.00,30.00,1,,,,"Korea, Republic of"
040390 - Other,,30.00,30.00,2,,,,"Korea, Republic of"
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,30.00,30.00,3,,,,"Korea, Republic of"
040490 - Other,,30.00,30.00,1,,,,"Korea, Republic of"
040510 - Butter,,40.00,40.00,1,,,,"Korea, Republic of"
040520 - Dairy spreads,,40.00,40.00,1,,,,"Korea, Republic of"
040590 - Other,,40.00,40.00,3,,,,"Korea, Republic of"
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,30.00,30.00,1,,,,"Korea, Republic of"
"040620 - Grated or powdered cheese, of all kinds",,30.00,30.00,1,,,,"Korea, Republic of"
"040630 - Processed cheese, not grated or powdered",,30.00,30.00,1,,,,"Korea, Republic of"
040640 - Blue-veined cheese,,30.00,30.00,1,,,,"Korea, Republic of"
040690 - Other cheese,,40.00,40.00,1,,,,"Korea, Republic of"
"040700 Birds' eggs, in shell, fresh, preserved or cooked.",,30.00,30.00,3,,,,"Korea, Republic of"
040811 -- Dried,,30.00,30.00,1,,,,"Korea, Republic of"
040819 -- Other,,30.00,30.00,1,,,,"Korea, Republic of"
040891 -- Dried,,30.00,30.00,1,,,,"Korea, Republic of"
040899 -- Other,,30.00,30.00,1,,,,"Korea, Republic of"
040900 Natural honey.,,30.00,30.00,1,,,,"Korea, Republic of"
"041000 Edible products of animal origin, not elsewhere specified or included.",,30.00,30.00,3,,,,"Korea, Republic of"
,2004,747,34.19,34.19,43,,,,"Korea, Republic of"
"040110 - Of a fat content, by weight, not exceeding 1%",,30.00,30.00,1,,,,"Korea, Republic of"
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6%",,30.00,30.00,1,,,,"Korea, Republic of"
"040130 - Of a fat content, by weight, exceeding 6%",,30.00,30.00,1,,,,"Korea, Republic of"
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%",,60.00,60.00,3,,,,"Korea, Republic of"
040221 -- Not containing added sugar or other sweetening matter,,60.00,60.00,1,,,,"Korea, Republic of"
040229 -- Other,667,30.00,30.00,3,,,,"Korea, Republic of"
040291 -- Not containing added sugar or other sweetening matter,,30.00,30.00,2,,,,"Korea, Republic of"
040299 -- Other,79,30.00,30.00,3,,,,"Korea, Republic of"
040310 - Yogurt,,30.00,30.00,1,,,,"Korea, Republic of"
040390 - Other,,30.00,30.00,2,,,,"Korea, Republic of"
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,30.00,30.00,3,,,,"Korea, Republic of"
040490 - Other,,30.00,30.00,1,,,,"Korea, Republic of"
040510 - Butter,,40.00,40.00,1,,,,"Korea, Republic of"
040520 - Dairy spreads,,40.00,40.00,1,,,,"Korea, Republic of"
040590 - Other,,40.00,40.00,3,,,,"Korea, Republic of"
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,30.00,30.00,1,,,,"Korea, Republic of"
"040620 - Grated or powdered cheese, of all kinds",,30.00,30.00,1,,,,"Korea, Republic of"
"040630 - Processed cheese, not grated or powdered",,30.00,30.00,1,,,,"Korea, Republic of"
040640 - Blue-veined cheese,,30.00,30.00,1,,,,"Korea, Republic of"
040690 - Other cheese,,40.00,40.00,1,,,,"Korea, Republic of"
"040700 Birds' eggs, in shell, fresh, preserved or cooked.",,30.00,30.00,3,,,,"Korea, Republic of"
040811 -- Dried,,30.00,30.00,1,,,,"Korea, Republic of"
040819 -- Other,,30.00,30.00,1,,,,"Korea, Republic of"
040891 -- Dried,,30.00,30.00,1,,,,"Korea, Republic of"
040899 -- Other,,30.00,30.00,1,,,,"Korea, Republic of"
040900 Natural honey.,,30.00,30.00,1,,,,"Korea, Republic of"
"041000 Edible products of animal origin, not elsewhere specified or included.",,30.00,30.00,3,,,,"Korea, Republic of"
,2003,"50,095",34.19,34.19,43,,,,"Korea, Republic of"
"040110 - Of a fat content, by weight, not exceeding 1%",,30.00,30.00,1,,,,"Korea, Republic of"
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6%",,30.00,30.00,1,,,,"Korea, Republic of"
"040130 - Of a fat content, by weight, exceeding 6%",,30.00,30.00,1,,,,"Korea, Republic of"
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%",,60.00,60.00,3,,,,"Korea, Republic of"
040221 -- Not containing added sugar or other sweetening matter,,60.00,60.00,1,,,,"Korea, Republic of"
040229 -- Other,,30.00,30.00,3,,,,"Korea, Republic of"
040291 -- Not containing added sugar or other sweetening matter,,30.00,30.00,2,,,,"Korea, Republic of"
040299 -- Other,,30.00,30.00,3,,,,"Korea, Republic of"
040310 - Yogurt,,30.00,30.00,1,,,,"Korea, Republic of"
040390 - Other,,30.00,30.00,2,,,,"Korea, Republic of"
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,30.00,30.00,3,,,,"Korea, Republic of"
040490 - Other,,30.00,30.00,1,,,,"Korea, Republic of"
040510 - Butter,,40.00,40.00,1,,,,"Korea, Republic of"
040520 - Dairy spreads,,40.00,40.00,1,,,,"Korea, Republic of"
040590 - Other,,40.00,40.00,3,,,,"Korea, Republic of"
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,30.00,30.00,1,,,,"Korea, Republic of"
"040620 - Grated or powdered cheese, of all kinds",,30.00,30.00,1,,,,"Korea, Republic of"
"040630 - Processed cheese, not grated or powdered",,30.00,30.00,1,,,,"Korea, Republic of"
040640 - Blue-veined cheese,,30.00,30.00,1,,,,"Korea, Republic of"
040690 - Other cheese,,40.00,40.00,1,,,,"Korea, Republic of"
"040700 Birds' eggs, in shell, fresh, preserved or cooked.",,30.00,30.00,3,,,,"Korea, Republic of"
040811 -- Dried,,30.00,30.00,1,,,,"Korea, Republic of"
040819 -- Other,,30.00,30.00,1,,,,"Korea, Republic of"
040891 -- Dried,,30.00,30.00,1,,,,"Korea, Republic of"
040899 -- Other,"49,738",30.00,30.00,1,,,,"Korea, Republic of"
040900 Natural honey.,357,30.00,30.00,1,,,,"Korea, Republic of"
"041000 Edible products of animal origin, not elsewhere specified or included.",,30.00,30.00,3,,,,"Korea, Republic of"
,2002,,32.96,32.96,27,,,,"Korea, Republic of"
"040110 - Of a fat content, by weight, not exceeding 1%",,30.00,30.00,1,,,,"Korea, Republic of"
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6%",,30.00,30.00,1,,,,"Korea, Republic of"
"040130 - Of a fat content, by weight, exceeding 6%",,30.00,30.00,1,,,,"Korea, Republic of"
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%",,60.00,60.00,1,,,,"Korea, Republic of"
040221 -- Not containing added sugar or other sweetening matter,,60.00,60.00,1,,,,"Korea, Republic of"
040229 -- Other,,30.00,30.00,1,,,,"Korea, Republic of"
040291 -- Not containing added sugar or other sweetening matter,,30.00,30.00,1,,,,"Korea, Republic of"
040299 -- Other,,30.00,30.00,1,,,,"Korea, Republic of"
040310 - Yogurt,,30.00,30.00,1,,,,"Korea, Republic of"
040390 - Other,,30.00,30.00,1,,,,"Korea, Republic of"
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,30.00,30.00,1,,,,"Korea, Republic of"
040490 - Other,,30.00,30.00,1,,,,"Korea, Republic of"
040510 - Butter,,40.00,40.00,1,,,,"Korea, Republic of"
040520 - Dairy spreads,,30.00,30.00,1,,,,"Korea, Republic of"
040590 - Other,,30.00,30.00,1,,,,"Korea, Republic of"
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,30.00,30.00,1,,,,"Korea, Republic of"
"040620 - Grated or powdered cheese, of all kinds",,30.00,30.00,1,,,,"Korea, Republic of"
"040630 - Processed cheese, not grated or powdered",,30.00,30.00,1,,,,"Korea, Republic of"
040640 - Blue-veined cheese,,30.00,30.00,1,,,,"Korea, Republic of"
040690 - Other cheese,,40.00,40.00,1,,,,"Korea, Republic of"
"040700 Birds' eggs, in shell, fresh, preserved or cooked.",,30.00,30.00,1,,,,"Korea, Republic of"
040811 -- Dried,,30.00,30.00,1,,,,"Korea, Republic of"
040819 -- Other,,30.00,30.00,1,,,,"Korea, Republic of"
040891 -- Dried,,30.00,30.00,1,,,,"Korea, Republic of"
040899 -- Other,,30.00,30.00,1,,,,"Korea, Republic of"
040900 Natural honey.,,30.00,30.00,1,,,,"Korea, Republic of"
"041000 Edible products of animal origin, not elsewhere specified or included.",,30.00,30.00,1,,,,"Korea, Republic of"
,2001,169,36.85,36.85,27,,,,"Korea, Republic of"
"040110 - Of a fat content, by weight, not exceeding 1 %",,35.00,35.00,1,,,,"Korea, Republic of"
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",,35.00,35.00,1,,,,"Korea, Republic of"
"040130 - Of a fat content, by weight, exceeding 6 %",,35.00,35.00,1,,,,"Korea, Republic of"
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %",169,60.00,60.00,1,,,,"Korea, Republic of"
040221 - - Not containing added sugar or other sweetening matter,,60.00,60.00,1,,,,"Korea, Republic of"
040229 - - Other,,35.00,35.00,1,,,,"Korea, Republic of"
040291 - - Not containing added sugar or other sweetening matter,,35.00,35.00,1,,,,"Korea, Republic of"
040299 - - Other,,35.00,35.00,1,,,,"Korea, Republic of"
040310 - Yogurt,,35.00,35.00,1,,,,"Korea, Republic of"
040390 - Other,,35.00,35.00,1,,,,"Korea, Republic of"
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,35.00,35.00,1,,,,"Korea, Republic of"
040490 - Other,,35.00,35.00,1,,,,"Korea, Republic of"
040510 - Butter,,35.00,35.00,1,,,,"Korea, Republic of"
040520 - Dairy spreads,,35.00,35.00,1,,,,"Korea, Republic of"
040590 - Other,,35.00,35.00,1,,,,"Korea, Republic of"
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,35.00,35.00,1,,,,"Korea, Republic of"
"040620 - Grated or powdered cheese, of all kinds",,35.00,35.00,1,,,,"Korea, Republic of"
"040630 - Processed cheese, not grated or powdered",,35.00,35.00,1,,,,"Korea, Republic of"
040640 - Blue-veined cheese,,35.00,35.00,1,,,,"Korea, Republic of"
040690 - Other cheese,,35.00,35.00,1,,,,"Korea, Republic of"
"040700 Birds' eggs, in shell, fresh, preserved or cooked",,35.00,35.00,1,,,,"Korea, Republic of"
040811 - - Dried,,35.00,35.00,1,,,,"Korea, Republic of"
040819 - - Other,,35.00,35.00,1,,,,"Korea, Republic of"
040891 - - Dried,,35.00,35.00,1,,,,"Korea, Republic of"
040899 - - Other,,35.00,35.00,1,,,,"Korea, Republic of"
040900 Natural honey,,35.00,35.00,1,,,,"Korea, Republic of"
"041000 Edible products of animal origin, not elsewhere specified or included",,35.00,35.00,1,,,,"Korea, Republic of"
,2000,,40.09,40.09,27,,,,"Korea, Republic of"
"040110 - Of a fat content, by weight, not exceeding 1 %",,38.50,38.50,1,,,,"Korea, Republic of"
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",,38.50,38.50,1,,,,"Korea, Republic of"
"040130 - Of a fat content, by weight, exceeding 6 %",,38.50,38.50,1,,,,"Korea, Republic of"
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %",,60.00,60.00,1,,,,"Korea, Republic of"
040221 - - Not containing added sugar or other sweetening matter,,60.00,60.00,1,,,,"Korea, Republic of"
040229 - - Other,,38.50,38.50,1,,,,"Korea, Republic of"
040291 - - Not containing added sugar or other sweetening matter,,38.50,38.50,1,,,,"Korea, Republic of"
040299 - - Other,,38.50,38.50,1,,,,"Korea, Republic of"
040310 - Yogurt,,38.50,38.50,1,,,,"Korea, Republic of"
040390 - Other,,38.50,38.50,1,,,,"Korea, Republic of"
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,38.50,38.50,1,,,,"Korea, Republic of"
040490 - Other,,38.50,38.50,1,,,,"Korea, Republic of"
040510 - Butter,,38.50,38.50,1,,,,"Korea, Republic of"
040520 - Dairy spreads,,38.50,38.50,1,,,,"Korea, Republic of"
040590 - Other,,38.50,38.50,1,,,,"Korea, Republic of"
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,38.50,38.50,1,,,,"Korea, Republic of"
"040620 - Grated or powdered cheese, of all kinds",,38.50,38.50,1,,,,"Korea, Republic of"
"040630 - Processed cheese, not grated or powdered",,38.50,38.50,1,,,,"Korea, Republic of"
040640 - Blue-veined cheese,,38.50,38.50,1,,,,"Korea, Republic of"
040690 - Other cheese,,38.50,38.50,1,,,,"Korea, Republic of"
"040700 Birds' eggs, in shell, fresh, preserved or cooked",,38.50,38.50,1,,,,"Korea, Republic of"
040811 - - Dried,,38.50,38.50,1,,,,"Korea, Republic of"
040819 - - Other,,38.50,38.50,1,,,,"Korea, Republic of"
040891 - - Dried,,38.50,38.50,1,,,,"Korea, Republic of"
040899 - - Other,,38.50,38.50,1,,,,"Korea, Republic of"
040900 Natural honey,,38.50,38.50,1,,,,"Korea, Republic of"
"041000 Edible products of animal origin, not elsewhere specified or included",,38.50,38.50,1,,,,"Korea, Republic of"
,1999,233,35.44,35.44,27,,,,"Korea, Republic of"
"040110 - Of a fat content, by weight, not exceeding 1 %",,38.50,38.50,1,,,,"Korea, Republic of"
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",,38.50,38.50,1,,,,"Korea, Republic of"
"040130 - Of a fat content, by weight, exceeding 6 %",,38.50,38.50,1,,,,"Korea, Republic of"
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %",,0.00,0.00,1,,,,"Korea, Republic of"
040221 - - Not containing added sugar or other sweetening matter,,0.00,0.00,1,,,,"Korea, Republic of"
040229 - - Other,,38.50,38.50,1,,,,"Korea, Republic of"
040291 - - Not containing added sugar or other sweetening matter,,38.50,38.50,1,,,,"Korea, Republic of"
040299 - - Other,,38.50,38.50,1,,,,"Korea, Republic of"
040310 - Yogurt,,38.50,38.50,1,,,,"Korea, Republic of"
040390 - Other,,38.50,38.50,1,,,,"Korea, Republic of"
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,38.50,38.50,1,,,,"Korea, Republic of"
040490 - Other,,38.50,38.50,1,,,,"Korea, Republic of"
040510 - Butter,,38.50,38.50,1,,,,"Korea, Republic of"
040520 - Dairy spreads,,38.50,38.50,1,,,,"Korea, Republic of"
040590 - Other,,38.50,38.50,1,,,,"Korea, Republic of"
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,38.50,38.50,1,,,,"Korea, Republic of"
"040620 - Grated or powdered cheese, of all kinds",,38.50,38.50,1,,,,"Korea, Republic of"
"040630 - Processed cheese, not grated or powdered",,38.50,38.50,1,,,,"Korea, Republic of"
040640 - Blue-veined cheese,,33.00,33.00,1,,,,"Korea, Republic of"
040690 - Other cheese,233,38.50,38.50,1,,,,"Korea, Republic of"
"040700 Birds' eggs, in shell, fresh, preserved or cooked",,38.50,38.50,1,,,,"Korea, Republic of"
040811 - - Dried,,38.50,38.50,1,,,,"Korea, Republic of"
040819 - - Other,,38.50,38.50,1,,,,"Korea, Republic of"
040891 - - Dried,,38.50,38.50,1,,,,"Korea, Republic of"
040899 - - Other,,38.50,38.50,1,,,,"Korea, Republic of"
040900 Natural honey,,38.50,38.50,1,,,,"Korea, Republic of"
"041000 Edible products of animal origin, not elsewhere specified or included",,38.50,38.50,1,,,,"Korea, Republic of"
,1998,,27.78,27.78,27,,,,"Korea, Republic of"
"040110 - Of a fat content, by weight, not exceeding 1 %",,30.00,30.00,1,,,,"Korea, Republic of"
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",,30.00,30.00,1,,,,"Korea, Republic of"
"040130 - Of a fat content, by weight, exceeding 6 %",,30.00,30.00,1,,,,"Korea, Republic of"
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %",,0.00,0.00,1,,,,"Korea, Republic of"
040221 - - Not containing added sugar or other sweetening matter,,0.00,0.00,1,,,,"Korea, Republic of"
040229 - - Other,,30.00,30.00,1,,,,"Korea, Republic of"
040291 - - Not containing added sugar or other sweetening matter,,30.00,30.00,1,,,,"Korea, Republic of"
040299 - - Other,,30.00,30.00,1,,,,"Korea, Republic of"
040310 - Yogurt,,30.00,30.00,1,,,,"Korea, Republic of"
040390 - Other,,30.00,30.00,1,,,,"Korea, Republic of"
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,30.00,30.00,1,,,,"Korea, Republic of"
040490 - Other,,30.00,30.00,1,,,,"Korea, Republic of"
040510 - Butter,,30.00,30.00,1,,,,"Korea, Republic of"
040520 - Dairy spreads,,30.00,30.00,1,,,,"Korea, Republic of"
040590 - Other,,30.00,30.00,1,,,,"Korea, Republic of"
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,30.00,30.00,1,,,,"Korea, Republic of"
"040620 - Grated or powdered cheese, of all kinds",,30.00,30.00,1,,,,"Korea, Republic of"
"040630 - Processed cheese, not grated or powdered",,30.00,30.00,1,,,,"Korea, Republic of"
040640 - Blue-veined cheese,,30.00,30.00,1,,,,"Korea, Republic of"
040690 - Other cheese,,30.00,30.00,1,,,,"Korea, Republic of"
"040700 Birds' eggs, in shell, fresh, preserved or cooked",,30.00,30.00,1,,,,"Korea, Republic of"
040811 - - Dried,,30.00,30.00,1,,,,"Korea, Republic of"
040819 - - Other,,30.00,30.00,1,,,,"Korea, Republic of"
040891 - - Dried,,30.00,30.00,1,,,,"Korea, Republic of"
040899 - - Other,,30.00,30.00,1,,,,"Korea, Republic of"
040900 Natural honey,,30.00,30.00,1,,,,"Korea, Republic of"
"041000 Edible products of animal origin, not elsewhere specified or included",,30.00,30.00,1,,,,"Korea, Republic of"
,1997,,32.41,32.41,27,,,,"Korea, Republic of"
"040110 - Of a fat content, by weight, not exceeding 1 %",,35.00,35.00,1,,,,"Korea, Republic of"
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",,35.00,35.00,1,,,,"Korea, Republic of"
"040130 - Of a fat content, by weight, exceeding 6 %",,35.00,35.00,1,,,,"Korea, Republic of"
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %",,0.00,0.00,1,,,,"Korea, Republic of"
040221 - - Not containing added sugar or other sweetening matter,,0.00,0.00,1,,,,"Korea, Republic of"
040229 - - Other,,35.00,35.00,1,,,,"Korea, Republic of"
040291 - - Not containing added sugar or other sweetening matter,,35.00,35.00,1,,,,"Korea, Republic of"
040299 - - Other,,35.00,35.00,1,,,,"Korea, Republic of"
040310 - Yogurt,,35.00,35.00,1,,,,"Korea, Republic of"
040390 - Other,,35.00,35.00,1,,,,"Korea, Republic of"
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,35.00,35.00,1,,,,"Korea, Republic of"
040490 - Other,,35.00,35.00,1,,,,"Korea, Republic of"
040510 - Butter,,35.00,35.00,1,,,,"Korea, Republic of"
040520 - Dairy spreads,,35.00,35.00,1,,,,"Korea, Republic of"
040590 - Other,,35.00,35.00,1,,,,"Korea, Republic of"
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,35.00,35.00,1,,,,"Korea, Republic of"
"040620 - Grated or powdered cheese, of all kinds",,35.00,35.00,1,,,,"Korea, Republic of"
"040630 - Processed cheese, not grated or powdered",,35.00,35.00,1,,,,"Korea, Republic of"
040640 - Blue-veined cheese,,35.00,35.00,1,,,,"Korea, Republic of"
040690 - Other cheese,,35.00,35.00,1,,,,"Korea, Republic of"
"040700 Birds' eggs, in shell, fresh, preserved or cooked",,35.00,35.00,1,,,,"Korea, Republic of"
040811 - - Dried,,35.00,35.00,1,,,,"Korea, Republic of"
