Importer,Year,Value,Ad val. duties,Number of lines,Nepal
,(US$),Simple average,MFN duties,Pref. duties,Nepal
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Nepal
040719 - - Other,,30.00,30.00,2,,,,Nepal
040721 - - Of fowls of the species Gallus domesticus,,30.00,30.00,1,,,,Nepal
040729 - - Other,,30.00,30.00,1,,,,Nepal
040790 - Others,,30.00,30.00,1,,,,Nepal
040811 - - Dried,,30.00,30.00,1,,,,Nepal
040819 - - Other,,30.00,30.00,1,,,,Nepal
040891 - - Dried,,30.00,30.00,1,,,,Nepal
040899 - - Other,,30.00,30.00,1,,,,Nepal
040900 Natural honey.,,60.00,60.00,1,,,,Nepal
"041000 Edible products of animal origin, not elsewhere specified or included.",,30.00,30.00,3,,,,Nepal
,2016,"1,379,555",33.62,5.74,47,,41,,Nepal
"040110 - Of a fat content, by weight, not exceeding 1 %",,30.00,0.00,1,,1,,Nepal
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",,30.00,0.00,1,,1,,Nepal
"040140 - Of a fat content, by weight, exceeding 6 % but not exceeding 10 %",,30.00,0.00,1,,1,,Nepal
"040150 - Of a fat content, by weight, exceeding 10 %",,30.00,0.00,1,,1,,Nepal
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %",,60.00,60.00,3,,,,Nepal
040221 -- Not containing added sugar or other sweetening matter,,60.00,0.00,1,,1,,Nepal
040229 -- Other,,30.00,10.00,3,,2,,Nepal
040291 -- Not containing added sugar or other sweetening matter,,30.00,0.00,2,,2,,Nepal
040299 -- Other,,30.00,0.00,3,,3,,Nepal
040310 - Yogurt,,30.00,0.00,1,,1,,Nepal
040390 - Other,,30.00,0.00,2,,2,,Nepal
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,30.00,0.00,3,,3,,Nepal
040490 - Other,,30.00,0.00,1,,1,,Nepal
040510 - Butter,,30.00,0.00,1,,1,,Nepal
040520 - Dairy spreads,,40.00,0.00,1,,1,,Nepal
040590 - Other,"1,376,929",33.33,10.00,3,,2,,Nepal
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,30.00,0.00,1,,1,,Nepal
"040620 - Grated or powdered cheese, of all kinds",,30.00,0.00,1,,1,,Nepal
"040630 - Processed cheese, not grated or powdered",,30.00,0.00,1,,1,,Nepal
040640 - Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,,30.00,0.00,1,,1,,Nepal
040690 - Other cheese,,30.00,30.00,1,,,,Nepal
040711 -- Of fowls of the species Gallus domesticus,,30.00,0.00,1,,1,,Nepal
040719 -- Other,,30.00,0.00,2,,2,,Nepal
040721 -- Of fowls of the species Gallus domesticus,,30.00,0.00,1,,1,,Nepal
040729 -- Other,,30.00,0.00,1,,1,,Nepal
040790 - Others,,30.00,0.00,1,,1,,Nepal
040811 -- Dried,,30.00,0.00,1,,1,,Nepal
040819 -- Other,,30.00,0.00,1,,1,,Nepal
040891 -- Dried,,30.00,0.00,1,,1,,Nepal
040899 -- Other,,30.00,0.00,1,,1,,Nepal
040900 Natural honey.,"2,626",60.00,0.00,1,,1,,Nepal
"041000 Edible products of animal origin, not elsewhere specified or included.",,30.00,0.00,3,,3,,Nepal
,2015,"1,335,262",33.62,7.66,47,,38,,Nepal
"040110 - Of a fat content, by weight, not exceeding 1 %",,30.00,0.00,1,,1,,Nepal
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",,30.00,0.00,1,,1,,Nepal
"040140 - Of a fat content, by weight, exceeding 6 % but not exceeding 10 %",,30.00,0.00,1,,1,,Nepal
"040150 - Of a fat content, by weight, exceeding 10 %",,30.00,0.00,1,,1,,Nepal
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %",,60.00,60.00,3,,,,Nepal
040221 -- Not containing added sugar or other sweetening matter,,60.00,0.00,1,,1,,Nepal
040229 -- Other,,30.00,30.00,3,,,,Nepal
040291 -- Not containing added sugar or other sweetening matter,,30.00,0.00,2,,2,,Nepal
040299 -- Other,,30.00,0.00,3,,3,,Nepal
040310 - Yogurt,,30.00,0.00,1,,1,,Nepal
040390 - Other,,30.00,0.00,2,,2,,Nepal
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,30.00,0.00,3,,3,,Nepal
040490 - Other,,30.00,0.00,1,,1,,Nepal
040510 - Butter,,30.00,0.00,1,,1,,Nepal
040520 - Dairy spreads,,40.00,0.00,1,,1,,Nepal
040590 - Other,"1,335,262",33.33,20.00,3,,1,,Nepal
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,30.00,0.00,1,,1,,Nepal
"040620 - Grated or powdered cheese, of all kinds",,30.00,0.00,1,,1,,Nepal
"040630 - Processed cheese, not grated or powdered",,30.00,0.00,1,,1,,Nepal
040640 - Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,,30.00,0.00,1,,1,,Nepal
040690 - Other cheese,,30.00,30.00,1,,,,Nepal
040711 -- Of fowls of the species Gallus domesticus,,30.00,0.00,1,,1,,Nepal
040719 -- Other,,30.00,0.00,2,,2,,Nepal
040721 -- Of fowls of the species Gallus domesticus,,30.00,0.00,1,,1,,Nepal
040729 -- Other,,30.00,0.00,1,,1,,Nepal
040790 - Others,,30.00,0.00,1,,1,,Nepal
040811 -- Dried,,30.00,0.00,1,,1,,Nepal
040819 -- Other,,30.00,0.00,1,,1,,Nepal
040891 -- Dried,,30.00,0.00,1,,1,,Nepal
040899 -- Other,,30.00,0.00,1,,1,,Nepal
040900 Natural honey.,,60.00,0.00,1,,1,,Nepal
"041000 Edible products of animal origin, not elsewhere specified or included.",,30.00,0.00,3,,3,,Nepal
,2014,"1,576,435",33.62,7.66,47,,38,,Nepal
"040110 - Of a fat content, by weight, not exceeding 1 %",,30.00,0.00,1,,1,,Nepal
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",,30.00,0.00,1,,1,,Nepal
"040140 - Of a fat content, by weight, exceeding 6 % but not exceeding 10 %",,30.00,0.00,1,,1,,Nepal
"040150 - Of a fat content, by weight, exceeding 10 %",,30.00,0.00,1,,1,,Nepal
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %",,60.00,60.00,3,,,,Nepal
040221 -- Not containing added sugar or other sweetening matter,,60.00,0.00,1,,1,,Nepal
040229 -- Other,,30.00,30.00,3,,,,Nepal
040291 -- Not containing added sugar or other sweetening matter,,30.00,0.00,2,,2,,Nepal
040299 -- Other,,30.00,0.00,3,,3,,Nepal
040310 - Yogurt,,30.00,0.00,1,,1,,Nepal
040390 - Other,,30.00,0.00,2,,2,,Nepal
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,30.00,0.00,3,,3,,Nepal
040490 - Other,,30.00,0.00,1,,1,,Nepal
040510 - Butter,,30.00,0.00,1,,1,,Nepal
040520 - Dairy spreads,,40.00,0.00,1,,1,,Nepal
040590 - Other,"1,568,136",33.33,20.00,3,,1,,Nepal
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,30.00,0.00,1,,1,,Nepal
"040620 - Grated or powdered cheese, of all kinds",,30.00,0.00,1,,1,,Nepal
"040630 - Processed cheese, not grated or powdered",,30.00,0.00,1,,1,,Nepal
040640 - Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,,30.00,0.00,1,,1,,Nepal
040690 - Other cheese,"8,299",30.00,30.00,1,,,,Nepal
040711 -- Of fowls of the species Gallus domesticus,,30.00,0.00,1,,1,,Nepal
040719 -- Other,,30.00,0.00,2,,2,,Nepal
040721 -- Of fowls of the species Gallus domesticus,,30.00,0.00,1,,1,,Nepal
040729 -- Other,,30.00,0.00,1,,1,,Nepal
040790 - Others,,30.00,0.00,1,,1,,Nepal
040811 -- Dried,,30.00,0.00,1,,1,,Nepal
040819 -- Other,,30.00,0.00,1,,1,,Nepal
040891 -- Dried,,30.00,0.00,1,,1,,Nepal
040899 -- Other,,30.00,0.00,1,,1,,Nepal
040900 Natural honey.,,60.00,0.00,1,,1,,Nepal
"041000 Edible products of animal origin, not elsewhere specified or included.",,30.00,0.00,3,,3,,Nepal
,2013,"949,169",33.62,19.73,47,,24,,Nepal
"040110 - Of a fat content, by weight, not exceeding 1 %",,30.00,0.00,1,,1,,Nepal
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",,30.00,0.00,1,,1,,Nepal
"040140 - Of a fat content, by weight, exceeding 6 % but not exceeding 10 %",,30.00,30.00,1,,,,Nepal
"040150 - Of a fat content, by weight, exceeding 10 %",,30.00,30.00,1,,,,Nepal
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %",,60.00,60.00,3,,,,Nepal
040221 -- Not containing added sugar or other sweetening matter,,60.00,60.00,1,,,,Nepal
040229 -- Other,,30.00,10.00,3,,2,,Nepal
040291 -- Not containing added sugar or other sweetening matter,,30.00,30.00,2,,,,Nepal
040299 -- Other,,30.00,22.50,3,,3,,Nepal
040310 - Yogurt,,30.00,0.00,1,,1,,Nepal
040390 - Other,,30.00,0.00,2,,2,,Nepal
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,30.00,30.00,3,,,,Nepal
040490 - Other,,30.00,0.00,1,,1,,Nepal
040510 - Butter,,30.00,30.00,1,,,,Nepal
040520 - Dairy spreads,,40.00,40.00,1,,,,Nepal
040590 - Other,"929,051",33.33,33.33,3,,,,Nepal
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,30.00,30.00,1,,,,Nepal
"040620 - Grated or powdered cheese, of all kinds",,30.00,30.00,1,,,,Nepal
"040630 - Processed cheese, not grated or powdered",,30.00,30.00,1,,,,Nepal
040640 - Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,,30.00,30.00,1,,,,Nepal
040690 - Other cheese,"20,118",30.00,30.00,1,,,,Nepal
040711 -- Of fowls of the species Gallus domesticus,,30.00,0.00,1,,1,,Nepal
040719 -- Other,,30.00,0.00,2,,2,,Nepal
040721 -- Of fowls of the species Gallus domesticus,,30.00,0.00,1,,1,,Nepal
040729 -- Other,,30.00,0.00,1,,1,,Nepal
040790 - Others,,30.00,0.00,1,,1,,Nepal
040811 -- Dried,,30.00,0.00,1,,1,,Nepal
040819 -- Other,,30.00,0.00,1,,1,,Nepal
040891 -- Dried,,30.00,0.00,1,,1,,Nepal
040899 -- Other,,30.00,0.00,1,,1,,Nepal
040900 Natural honey.,,60.00,60.00,1,,,,Nepal
"041000 Edible products of animal origin, not elsewhere specified or included.",,30.00,0.00,3,,3,,Nepal
,2012,"1,520,205",33.62,33.62,47,,,,Nepal
"040110 - Of a fat content, by weight, not exceeding 1 %",,30.00,30.00,1,,,,Nepal
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",,30.00,30.00,1,,,,Nepal
"040140 - Of a fat content, by weight, exceeding 6 % but not exceeding 10 %",,30.00,30.00,1,,,,Nepal
"040150 - Of a fat content, by weight, exceeding 10 %",,30.00,30.00,1,,,,Nepal
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %",,60.00,60.00,3,,,,Nepal
040221 -- Not containing added sugar or other sweetening matter,,60.00,60.00,1,,,,Nepal
040229 -- Other,,30.00,30.00,3,,,,Nepal
040291 -- Not containing added sugar or other sweetening matter,,30.00,30.00,2,,,,Nepal
040299 -- Other,,30.00,30.00,3,,,,Nepal
040310 - Yogurt,,30.00,30.00,1,,,,Nepal
040390 - Other,,30.00,30.00,2,,,,Nepal
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,30.00,30.00,3,,,,Nepal
040490 - Other,,30.00,30.00,1,,,,Nepal
040510 - Butter,,30.00,30.00,1,,,,Nepal
040520 - Dairy spreads,,40.00,40.00,1,,,,Nepal
040590 - Other,"1,484,302",33.33,33.33,3,,,,Nepal
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,30.00,30.00,1,,,,Nepal
"040620 - Grated or powdered cheese, of all kinds",,30.00,30.00,1,,,,Nepal
"040630 - Processed cheese, not grated or powdered",,30.00,30.00,1,,,,Nepal
040640 - Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,,30.00,30.00,1,,,,Nepal
040690 - Other cheese,"35,903",30.00,30.00,1,,,,Nepal
040711 -- Of fowls of the species Gallus domesticus,,30.00,30.00,1,,,,Nepal
040719 -- Other,,30.00,30.00,2,,,,Nepal
040721 -- Of fowls of the species Gallus domesticus,,30.00,30.00,1,,,,Nepal
040729 -- Other,,30.00,30.00,1,,,,Nepal
040790 - Others,,30.00,30.00,1,,,,Nepal
040811 -- Dried,,30.00,30.00,1,,,,Nepal
040819 -- Other,,30.00,30.00,1,,,,Nepal
040891 -- Dried,,30.00,30.00,1,,,,Nepal
040899 -- Other,,30.00,30.00,1,,,,Nepal
040900 Natural honey.,,60.00,60.00,1,,,,Nepal
"041000 Edible products of animal origin, not elsewhere specified or included.",,30.00,30.00,3,,,,Nepal
,2011,"2,060,580",34.35,34.35,47,1,,,Nepal
"040110 - Of a fat content, by weight, not exceeding 1 %",,30.00,30.00,1,,,,Nepal
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",,30.00,30.00,1,,,,Nepal
"040140 - Of a fat content, by weight, exceeding 6 % but not exceeding 10 %",,,,1,1,,,Nepal
"040150 - Of a fat content, by weight, exceeding 10 %",,30.00,30.00,1,,,,Nepal
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %",,60.00,60.00,3,,,,Nepal
040221 -- Not containing added sugar or other sweetening matter,,60.00,60.00,1,,,,Nepal
040229 -- Other,,30.00,30.00,3,,,,Nepal
040291 -- Not containing added sugar or other sweetening matter,,30.00,30.00,2,,,,Nepal
040299 -- Other,,30.00,30.00,3,,,,Nepal
040310 - Yogurt,,30.00,30.00,1,,,,Nepal
040390 - Other,,30.00,30.00,2,,,,Nepal
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,30.00,30.00,3,,,,Nepal
040490 - Other,,30.00,30.00,1,,,,Nepal
040510 - Butter,,40.00,40.00,1,,,,Nepal
040520 - Dairy spreads,,40.00,40.00,1,,,,Nepal
040590 - Other,"1,982,708",40.00,40.00,3,,,,Nepal
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd","12,744",30.00,30.00,1,,,,Nepal
"040620 - Grated or powdered cheese, of all kinds",,30.00,30.00,1,,,,Nepal
"040630 - Processed cheese, not grated or powdered",,30.00,30.00,1,,,,Nepal
040640 - Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,,30.00,30.00,1,,,,Nepal
040690 - Other cheese,"65,128",30.00,30.00,1,,,,Nepal
040711 -- Of fowls of the species Gallus domesticus,,30.00,30.00,1,,,,Nepal
040719 -- Other,,30.00,30.00,2,,,,Nepal
040721 -- Of fowls of the species Gallus domesticus,,30.00,30.00,1,,,,Nepal
040729 -- Other,,30.00,30.00,1,,,,Nepal
040790 - Others,,30.00,30.00,1,,,,Nepal
040811 -- Dried,,30.00,30.00,1,,,,Nepal
040819 -- Other,,30.00,30.00,1,,,,Nepal
040891 -- Dried,,30.00,30.00,1,,,,Nepal
040899 -- Other,,30.00,30.00,1,,,,Nepal
040900 Natural honey.,,60.00,60.00,1,,,,Nepal
"041000 Edible products of animal origin, not elsewhere specified or included.",,30.00,30.00,3,,,,Nepal
,2010,"1,948,497",33.95,6.98,43,,36,,Nepal
"040110 - Of a fat content, by weight, not exceeding 1%",,30.00,0.00,1,,1,,Nepal
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6 %",,30.00,0.00,1,,1,,Nepal
"040130 - Of a fat content, by weight, exceeding 6%",,30.00,0.00,1,,1,,Nepal
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%",,60.00,20.00,3,,2,,Nepal
040221 -- Not containing added sugar or other sweetening matter,,60.00,60.00,1,,,,Nepal
040229 -- Other,,30.00,10.00,3,,2,,Nepal
040291 -- Not containing added sugar or other sweetening matter,,30.00,0.00,2,,2,,Nepal
040299 -- Other,,30.00,0.00,3,,3,,Nepal
040310 - Yogurt,,30.00,0.00,1,,1,,Nepal
040390 - Other,,30.00,0.00,2,,2,,Nepal
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,30.00,0.00,3,,3,,Nepal
040490 - Other,,30.00,0.00,1,,1,,Nepal
040510 - Butter,,30.00,30.00,1,,,,Nepal
040520 - Dairy spreads,,40.00,0.00,1,,1,,Nepal
040590 - Other,"1,571,905",33.33,20.00,3,,1,,Nepal
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd","341,126",30.00,0.00,1,,1,,Nepal
"040620 - Grated or powdered cheese, of all kinds",,30.00,0.00,1,,1,,Nepal
"040630 - Processed cheese, not grated or powdered",,30.00,0.00,1,,1,,Nepal
040640 - Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,,30.00,0.00,1,,1,,Nepal
040690 - Other cheese,"35,465",30.00,0.00,1,,1,,Nepal
"040700 Birds' eggs, in shell, fresh, preserved or cooked.",,30.00,0.00,3,,3,,Nepal
040811 -- Dried,,30.00,0.00,1,,1,,Nepal
040819 -- Other,,30.00,0.00,1,,1,,Nepal
040891 -- Dried,,30.00,0.00,1,,1,,Nepal
040899 -- Other,,30.00,0.00,1,,1,,Nepal
040900 Natural honey.,,60.00,60.00,1,,,,Nepal
"041000 Edible products of animal origin, not elsewhere specified or included.",,30.00,0.00,3,,3,,Nepal
,2009,"1,981,130",34.88,34.88,43,,,,Nepal
"040110 - Of a fat content, by weight, not exceeding 1%",,30.00,30.00,1,,,,Nepal
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6 %","3,115",30.00,30.00,1,,,,Nepal
"040130 - Of a fat content, by weight, exceeding 6%",,30.00,30.00,1,,,,Nepal
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%",,60.00,60.00,3,,,,Nepal
040221 -- Not containing added sugar or other sweetening matter,,60.00,60.00,1,,,,Nepal
040229 -- Other,,30.00,30.00,3,,,,Nepal
040291 -- Not containing added sugar or other sweetening matter,,30.00,30.00,2,,,,Nepal
040299 -- Other,,30.00,30.00,3,,,,Nepal
040310 - Yogurt,,30.00,30.00,1,,,,Nepal
040390 - Other,,30.00,30.00,2,,,,Nepal
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,30.00,30.00,3,,,,Nepal
040490 - Other,,30.00,30.00,1,,,,Nepal
040510 - Butter,,40.00,40.00,1,,,,Nepal
040520 - Dairy spreads,,40.00,40.00,1,,,,Nepal
040590 - Other,"1,741,505",40.00,40.00,3,,,,Nepal
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,30.00,30.00,1,,,,Nepal
"040620 - Grated or powdered cheese, of all kinds",,30.00,30.00,1,,,,Nepal
"040630 - Processed cheese, not grated or powdered",,30.00,30.00,1,,,,Nepal
040640 - Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,,30.00,30.00,1,,,,Nepal
040690 - Other cheese,"229,432",40.00,40.00,1,,,,Nepal
"040700 Birds' eggs, in shell, fresh, preserved or cooked.",,30.00,30.00,3,,,,Nepal
040811 -- Dried,,30.00,30.00,1,,,,Nepal
040819 -- Other,,30.00,30.00,1,,,,Nepal
040891 -- Dried,,30.00,30.00,1,,,,Nepal
040899 -- Other,,30.00,30.00,1,,,,Nepal
040900 Natural honey.,"7,078",60.00,60.00,1,,,,Nepal
"041000 Edible products of animal origin, not elsewhere specified or included.",,30.00,30.00,3,,,,Nepal
,2008,"1,933,866",34.19,34.19,43,,,,Nepal
"040110 - Of a fat content, by weight, not exceeding 1%","13,833",30.00,30.00,1,,,,Nepal
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6 %","326,372",30.00,30.00,1,,,,Nepal
"040130 - Of a fat content, by weight, exceeding 6%",,30.00,30.00,1,,,,Nepal
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%",,60.00,60.00,3,,,,Nepal
040221 -- Not containing added sugar or other sweetening matter,,60.00,60.00,1,,,,Nepal
040229 -- Other,,30.00,30.00,3,,,,Nepal
040291 -- Not containing added sugar or other sweetening matter,,30.00,30.00,2,,,,Nepal
040299 -- Other,,30.00,30.00,3,,,,Nepal
040310 - Yogurt,,30.00,30.00,1,,,,Nepal
040390 - Other,,30.00,30.00,2,,,,Nepal
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,30.00,30.00,3,,,,Nepal
040490 - Other,,30.00,30.00,1,,,,Nepal
040510 - Butter,"1,888",30.00,30.00,1,,,,Nepal
040520 - Dairy spreads,,40.00,40.00,1,,,,Nepal
040590 - Other,"1,373,234",36.67,36.67,3,,,,Nepal
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,30.00,30.00,1,,,,Nepal
"040620 - Grated or powdered cheese, of all kinds",,30.00,30.00,1,,,,Nepal
"040630 - Processed cheese, not grated or powdered",,30.00,30.00,1,,,,Nepal
040640 - Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,,30.00,30.00,1,,,,Nepal
040690 - Other cheese,"204,151",30.00,30.00,1,,,,Nepal
"040700 Birds' eggs, in shell, fresh, preserved or cooked.",,30.00,30.00,3,,,,Nepal
040811 -- Dried,,30.00,30.00,1,,,,Nepal
040819 -- Other,,30.00,30.00,1,,,,Nepal
040891 -- Dried,,30.00,30.00,1,,,,Nepal
040899 -- Other,,30.00,30.00,1,,,,Nepal
040900 Natural honey.,"14,388",60.00,60.00,1,,,,Nepal
"041000 Edible products of animal origin, not elsewhere specified or included.",,30.00,30.00,3,,,,Nepal
,2007,"2,326,860",34.65,34.65,43,,,,Nepal
"040110 - Of a fat content, by weight, not exceeding 1%",,30.00,30.00,1,,,,Nepal
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6 %",,30.00,30.00,1,,,,Nepal
"040130 - Of a fat content, by weight, exceeding 6%",,30.00,30.00,1,,,,Nepal
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%",322,60.00,60.00,3,,,,Nepal
040221 -- Not containing added sugar or other sweetening matter,,60.00,60.00,1,,,,Nepal
040229 -- Other,,30.00,30.00,3,,,,Nepal
040291 -- Not containing added sugar or other sweetening matter,,30.00,30.00,2,,,,Nepal
040299 -- Other,,30.00,30.00,3,,,,Nepal
040310 - Yogurt,,30.00,30.00,1,,,,Nepal
040390 - Other,,30.00,30.00,2,,,,Nepal
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,30.00,30.00,3,,,,Nepal
040490 - Other,"3,918",30.00,30.00,1,,,,Nepal
040510 - Butter,,40.00,40.00,1,,,,Nepal
040520 - Dairy spreads,,40.00,40.00,1,,,,Nepal
040590 - Other,"1,857,629",40.00,40.00,3,,,,Nepal
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,30.00,30.00,1,,,,Nepal
"040620 - Grated or powdered cheese, of all kinds",,30.00,30.00,1,,,,Nepal
"040630 - Processed cheese, not grated or powdered",,30.00,30.00,1,,,,Nepal
040640 - Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,,30.00,30.00,1,,,,Nepal
040690 - Other cheese,"329,607",30.00,30.00,1,,,,Nepal
